TaxonSort,UltrataxonID,taxonRank,SpNo,taxonID,vernacularName,scientificName,FamilyCommonName,family,order,Population,Australian IUCN RedListStatus_2020,Supplementary,ABD_Avibase ID
1831,1,subspecies,969,u969c,Normanton Zitting Cisticola,Cisticola juncidis normani,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-983E8AF2
1832,,species,525,525,Golden-headed Cisticola,Cisticola exilis,Cisticolas,Cisticolidae,Passeriformes,Australian,,,avibase-7CB5F8B8
1833,1,subspecies,525,u525a,Northern Golden-headed Cisticola,Cisticola exilis alexandrae,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-F4B0DCEC
1834,1,subspecies,525,u525b,North-eastern Golden-headed Cisticola,Cisticola exilis diminutus,Cisticolas,Cisticolidae,Passeriformes,Australian,Least Concern,,avibase-D228A7C9
1835,1,subspecies,525,u525c,South-eastern Golden-headed Cisticola,Cisticola exilis exilis,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-74D38A61
1836,1,subspecies,525,u525d,North-western Golden-headed Cisticola,Cisticola exilis lineocapilla,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-78644ED5
1837,1,species,872,u872,Oriental Reed-Warbler,Acrocephalus orientalis,Reed-Warblers,Acrocephalidae,Passeriformes,Non-breeding,Least Concern,,
1838,,species,524,524,Australian Reed-Warbler,Acrocephalus australis,Reed-Warblers,Acrocephalidae,Passeriformes,Endemic (breeding only),,,avibase-BE5B7008
1839,1,subspecies,524,u524a,Eastern Australian Reed-Warbler,Acrocephalus australis australis,Reed-Warblers,Acrocephalidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-256AE421
1840,1,subspecies,524,u524b,Kimberley Reed-Warbler,Acrocephalus australis carterae,Reed-Warblers,Acrocephalidae,Passeriformes,Endemic (breeding only),Least Concern,,
1841,1,subspecies,524,u524c,Western Australian Reed-Warbler,Acrocephalus australis gouldi,Reed-Warblers,Acrocephalidae,Passeriformes,Endemic,Least Concern,,avibase-36AFE9BC
1842,,species,8095,8095,Pallas's Grasshopper-Warbler,Helopsaltes certhiola,Grassbirds,Locustellidae,Passeriformes,Vagrant,,,avibase-4C3CF429
1843,1,subspecies,8095,u8095,Pallas's Grasshopper-Warbler (ssp),Helopsaltes certhiola ssp,Grassbirds,Locustellidae,Passeriformes,Vagrant,,,
1844,1,species,5025,u5025,Middendorff's Grasshopper-Warbler,Helopsaltes ochotensis,Grassbirds,Locustellidae,Passeriformes,Vagrant,,,avibase-3200EE86
1845,1,species,508,u508,Brown Songlark,Cincloramphus cruralis,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-E4A62726
1846,1,species,509,u509,Rufous Songlark,Cincloramphus mathewsi,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-D6C5E52E
1847,,species,523,523,Tawny Grassbird,Cincloramphus timoriensis,Grassbirds,Locustellidae,Passeriformes,Australian,,,avibase-55BCBFAF
1848,1,subspecies,523,u523,Australian Tawny Grassbird,Cincloramphus timoriensis alisteri,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-34D425C7
1849,,species,522,522,Little Grassbird,Poodytes gramineus,Grassbirds,Locustellidae,Passeriformes,Australian,,,avibase-297C0D49
1850,1,subspecies,522,u522a,Eastern Little Grassbird,Poodytes gramineus goulburni,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-A4F61937
1851,1,subspecies,522,u522b,Tasmanian Little Grassbird,Poodytes gramineus gramineus,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-0B649936
1852,1,subspecies,522,u522c,Western Little Grassbird,Poodytes gramineus thomasi,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-FC43DA42
1853,1,species,507,u507,Spinifexbird,Poodytes carteri,Grassbirds,Locustellidae,Passeriformes,Endemic,Least Concern,,avibase-BA50CCD7
1854,1,species,358,u358,White-backed Swallow,Cheramoeca leucosterna,Swallows and Martins,Hirundinidae,Passeriformes,Endemic,Least Concern,,avibase-46F6FA51
1855,,species,757,757,Asian House Martin,Delichon dasypus,Swallows and Martins,Hirundinidae,Passeriformes,Vagrant,,,avibase-15FD4123
1856,1,subspecies,757,u757,Eastern Asian House Martin,Delichon dasypus dasypus,Swallows and Martins,Hirundinidae,Passeriformes,Vagrant,Least Concern,,avibase-E66FC0CE
1857,1,species,360,u360,Fairy Martin,Petrochelidon ariel,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-7FB74396
1858,,species,359,359,Tree Martin,Petrochelidon nigricans,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),,,avibase-CF1BEA6B
1859,1,subspecies,359,u359a,Mainland Tree Martin,Petrochelidon nigricans neglecta,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-62EA7A8E
1860,1,subspecies,359,u359b,Tasmanian Tree Martin,Petrochelidon nigricans nigricans,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-F0B2811E
1861,,species,787,787,Red-rumped Swallow,Cecropis daurica,Swallows and Martins,Hirundinidae,Passeriformes,Vagrant,,,avibase-3690F067
1862,1,subspecies,787,u787,Eastern Red-rumped Swallow,Cecropis daurica japonica,Swallows and Martins,Hirundinidae,Passeriformes,Vagrant,Least Concern,,avibase-6BC6BF59
1863,,species,357,357,Welcome Swallow,Hirundo neoxena,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),,,avibase-F8F6B795
1864,1,subspecies,357,u357a,Western Welcome Swallow,Hirundo neoxena carteri,Swallows and Martins,Hirundinidae,Passeriformes,Endemic,Least Concern,,avibase-B8C5A39F
1865,1,subspecies,357,u357b,Eastern Welcome Swallow,Hirundo neoxena neoxena,Swallows and Martins,Hirundinidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-A7F0F22F
1866,,species,879,879,Barn Swallow,Hirundo rustica,Swallows and Martins,Hirundinidae,Passeriformes,Non-breeding,,,avibase-58C502EA
1867,1,subspecies,879,u879,Eastern Barn Swallow,Hirundo rustica gutturalis,Swallows and Martins,Hirundinidae,Passeriformes,Non-breeding,Least Concern,,avibase-9C8A9E81
1868,,species,990,990,Red-whiskered Bulbul,Pycnonotus jocosus,Bulbuls,Pycnonotidae,Passeriformes,Introduced,,,avibase-F9E37510
1869,1,subspecies,990,u990,Chinese Red-whiskered Bulbul,Pycnonotus jocosus jocosus,Bulbuls,Pycnonotidae,Passeriformes,Introduced,,,avibase-F9086C22
1870,1,species,5135,u5135,Yellow-browed Warbler,Phylloscopus inornatus,Bulbuls,Pycnonotidae,Passeriformes,Vagrant,,,
1871,,species,8044,8044,Dusky Warbler,Phylloscopus fuscatus,Leaf Warblers,Phylloscopidae,Passeriformes,Vagrant,,,avibase-96819591
1872,1,subspecies,8044,u8044,Dusky Warbler (ssp),Phylloscopus fuscatus ssp,Leaf Warblers,Phylloscopidae,Passeriformes,Vagrant,,,
1873,1,species,831,u831,Arctic Warbler,Phylloscopus borealis,Leaf Warblers,Phylloscopidae,Passeriformes,Vagrant,,,avibase-ECFC7E6C
1874,1,species,9713,u9713,Kamchatka Leaf-warbler,Phylloscopus examinandus,Leaf Warblers,Phylloscopidae,Passeriformes,Vagrant,,,
1875,,species,577,577,Ashy-bellied White-eye,Zosterops citrinella,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Australian,,,avibase-611D5087
1876,1,subspecies,577,u577,Arafura Ashy-bellied White-eye,Zosterops citrinella albiventris,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Australian,Least Concern,,avibase-197FFA6F
1877,,species,576,576,Australian Yellow White-eye,Zosterops luteus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,,,avibase-5A75FDA4
1878,1,subspecies,576,u576a,Western Australian Yellow White-eye,Zosterops luteus balstoni,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-595F2F9B
1879,1,subspecies,576,u576b,Northern Australian Yellow White-eye,Zosterops luteus luteus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-8084BE1D
1880,,species,574,574,Silvereye,Zosterops lateralis,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Australian,,,avibase-EA151AD8
1881,1,subspecies,574,u574a,Capricorn Silvereye,Zosterops lateralis chlorocephalus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-882767F3
1882,1,subspecies,574,u574b,Western Silvereye,Zosterops lateralis chloronotus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-0A7907D1
1883,1,subspecies,574,u574c,Eastern Silvereye,Zosterops lateralis cornwalli,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-12976A09
1884,1,subspecies,574,u574d,Tasmanian Silvereye,Zosterops lateralis lateralis,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-B20801D5
1885,1,subspecies,574,u574e,King Island Silvereye,Zosterops lateralis ochrochrous,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-43534AC2
1886,1,subspecies,574,u574f,South Australian Silvereye,Zosterops lateralis pinarochrous,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-A444BF6B
1887,1,subspecies,574,u574g,Lord Howe Silvereye,Zosterops lateralis tephropleurus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-32B9523C
1888,1,subspecies,574,u574h,North-eastern Silvereye,Zosterops lateralis vegetus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-C65D07B8
1889,1,subspecies,574,u574i,South-eastern Silvereye,Zosterops lateralis westernensis,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-CF951802
1890,1,species,956,u956,Christmas Island White-eye,Zosterops natalis,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Least Concern,,avibase-21DB781C
1891,1,species,961,u961,White-chested White-eye,Zosterops albogularis,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Extinct,,avibase-93D88F0A
1892,1,species,943,u943,Robust White-eye,Zosterops strenuus,White-eyes and Yuhinias,Zosteropidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-70452AB9
1893,1,species,960,u960,Slender-billed White-eye,Zosterops tenuirostris,White-eyes and Yuhinias,Zosteropidae,Passeriformes,Endemic,Vulnerable,,avibase-19B31413
1894,,species,999,999,Common Starling,Sturnus vulgaris,Starlings,Sturnidae,Passeriformes,Introduced,,,avibase-94A44032
1895,1,subspecies,999,u999,European Common Starling,Sturnus vulgaris vulgaris,Starlings,Sturnidae,Passeriformes,Introduced,,,avibase-BB555B88
1896,1,species,9953,u9953,Rosy Starling,Pastor roseus,Starlings,Sturnidae,Passeriformes,Vagrant,,,avibase-24208346
1897,1,species,736,u736,Purple-backed Starling,Agropsar sturninus,Starlings,Sturnidae,Passeriformes,Vagrant,,,avibase-2FC5C397
1898,1,species,8087,u8087,Chestnut-cheeked Starling,Agropsar philippensis,Starlings,Sturnidae,Passeriformes,Vagrant,,,avibase-FDA38B76
1899,,species,998,998,Common Myna,Acridotheres tristis,Starlings,Sturnidae,Passeriformes,Introduced,,,avibase-F23A2F38
1900,1,subspecies,998,u998,Indian Common Myna,Acridotheres tristis tristis,Starlings,Sturnidae,Passeriformes,Introduced,,,avibase-5A91E33E
1901,,species,674,674,Metallic Starling,Aplonis metallica,Starlings,Sturnidae,Passeriformes,Australian,,,avibase-E06B7497
1902,1,subspecies,674,u674,Torresian Metallic Starling,Aplonis metallica metallica,Starlings,Sturnidae,Passeriformes,Australian,Least Concern,,avibase-EA633B71
1903,1,species,724,u724,Singing Starling,Aplonis cantoroides,Starlings,Sturnidae,Passeriformes,Australian,Least Concern,,avibase-EBFD2E7C
1904,,species,733,733,Tasman Starling,Aplonis fusca,Starlings,Sturnidae,Passeriformes,"Extinct, Endemic",,,avibase-21D04F26
1905,1,subspecies,733,u733a,Norfolk Island Tasman Starling,Aplonis fusca fusca,Starlings,Sturnidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-BEAA5FF0
1906,1,subspecies,733,u733b,Lord Howe Tasman Starling,Aplonis fusca hulliana,Starlings,Sturnidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-BF869091
1907,,species,779,779,Bassian Thrush,Zoothera lunulata,Thrushes,Turdidae,Passeriformes,Endemic,,,avibase-34226B9D
1908,1,subspecies,779,u779a,Wet Tropics Bassian Thrush,Zoothera lunulata cuneata,Thrushes,Turdidae,Passeriformes,Endemic,Least Concern,,avibase-F4D1B262
1909,1,subspecies,779,u779b,Western Bassian Thrush,Zoothera lunulata halmaturina,Thrushes,Turdidae,Passeriformes,Endemic,Endangered,,avibase-17366BB6
1910,1,subspecies,779,u779c,South-eastern Bassian Thrush,Zoothera lunulata lunulata,Thrushes,Turdidae,Passeriformes,Endemic,Least Concern,,avibase-9F2D7C17
1911,,species,780,780,Russet-tailed Thrush,Zoothera heinei,Thrushes,Turdidae,Passeriformes,Australian,,,avibase-6F0AC682
1912,1,subspecies,780,u780,Australian Russet-tailed Thrush,Zoothera heinei heinei,Thrushes,Turdidae,Passeriformes,Endemic,Least Concern,,avibase-6B20085C
1913,,species,5068,5068,Siberian Thrush,Geokichla sibirica,Thrushes,Turdidae,Passeriformes,Vagrant,,,avibase-E7163B81
1914,1,subspecies,5068,u5068,Eastern Siberian Thrush,Geokichla sibirica davisoni,Thrushes,Turdidae,Passeriformes,Vagrant,,,avibase-EDD5BB33
1915,,species,992,992,Song Thrush,Turdus philomelos,Thrushes,Turdidae,Passeriformes,Introduced,,,avibase-D929EB21
1916,1,subspecies,992,u992,European Song Thrush,Turdus philomelos clarkei,Thrushes,Turdidae,Passeriformes,Introduced,,,avibase-F223D02C
1917,,species,991,991,Common Blackbird,Turdus merula,Thrushes,Turdidae,Passeriformes,Introduced,,,avibase-6D7A9C93
1918,1,subspecies,991,u991,European Common Blackbird,Turdus merula merula,Thrushes,Turdidae,Passeriformes,Introduced,,,avibase-7913FD77
1919,1,species,8043,u8043,Eyebrowed Thrush,Turdus obscurus,Thrushes,Turdidae,Passeriformes,Vagrant,,,avibase-6E24CCD1
1920,,species,936,936,Island Thrush,Turdus poliocephalus,Thrushes,Turdidae,Passeriformes,Australian,,,avibase-0C037550
1921,1,subspecies,936,u936a,Christmas Island Thrush,Turdus poliocephalus erythropleurus,Thrushes,Turdidae,Passeriformes,Endemic,Least Concern,,avibase-ED63FBAB
1922,1,subspecies,936,u936b,Norfolk Island Thrush,Turdus poliocephalus poliocephalus,Thrushes,Turdidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-8BAD1260
1923,1,subspecies,936,u936c,Lord Howe Thrush,Turdus poliocephalus vinitinctus,Thrushes,Turdidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-006771B0
1924,1,species,8060,u8060,Grey-streaked Flycatcher,Muscicapa griseisticta,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-B4FF5927
1925,,species,8061,8061,Dark-sided Flycatcher,Muscicapa sibirica,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-BCB683C2
1926,1,subspecies,8061,u8061,Dark-sided Flycatcher (ssp),Muscicapa sibirica ssp,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,
1927,,species,8062,8062,Asian Brown Flycatcher,Muscicapa dauurica,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-585D0B1A
1928,1,subspecies,8062,u8062,Asian Brown Flycatcher (ssp),Muscicapa dauurica ssp,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,
1929,,species,726,726,Blue-and-White Flycatcher,Cyanoptila cyanomelana,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-B7679B3F
1930,1,subspecies,726,u726,Eastern Blue-and-White Flycatcher,Cyanoptila cyanomelana cyanomelana,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-20370910
1931,,species,5062,5062,Siberian Blue Robin,Larvivora cyane,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-A8AA7E19
1932,1,subspecies,5062,u5062,Eastern Siberian Blue Robin,Larvivora cyane bochaiensis,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,
1933,1,species,725,u725,Narcissus Flycatcher,Ficedula narcissina,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-B15FFD68
1934,1,species,8059,u8059,Mugimaki Flycatcher,Ficedula mugimaki,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-0557B8E5
1935,,species,723,723,Blue Rock-Thrush,Monticola solitarius,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-41D76F4B
1936,1,subspecies,723,u723,Eastern Blue Rock-Thrush,Monticola solitarius philippensis,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-AA8D007A
1937,1,species,763,u763,Isabelline Wheatear,Oenanthe isabellina,Old world flycatchers,Muscicapidae,Passeriformes,Vagrant,,,avibase-E6C6F746
1938,1,species,564,u564,Mistletoebird,Dicaeum hirundinaceum,Flowerpeckers,Dicaeidae,Passeriformes,Endemic,,,avibase-8E5F469E
1939,,species,751,751,Red-capped Flowerpecker,Dicaeum geelvinkianum,Flowerpeckers,Dicaeidae,Passeriformes,Australian,,,avibase-C4E2C54B
1940,1,subspecies,751,u751,Papuan Red-capped Flowerpecker,Dicaeum geelvinkianum albopunctatum,Flowerpeckers,Dicaeidae,Passeriformes,Australian,Least Concern,,avibase-7991BB29
1941,,species,572,572,Olive-backed Sunbird,Cinnyris jugularis,Sunbirds,Nectariniidae,Passeriformes,Australian,,,avibase-CBE7EC40
1942,1,subspecies,572,u572,Australian Olive-backed Sunbird,Cinnyris jugularis frenatus,Sunbirds,Nectariniidae,Passeriformes,Australian,Least Concern,,avibase-4E04718A
1943,,species,983,983,Nutmeg Mannikin,Lonchura punctulata,Weaver Finches,Estrildidae,Passeriformes,Introduced,,,avibase-6D4F72B1
1944,1,subspecies,983,u983,Chinese Nutmeg Mannikin,Lonchura punctulata topela,Weaver Finches,Estrildidae,Passeriformes,Introduced,,,avibase-13024EE5
1945,1,species,817,u817,Pale-headed Munia,Lonchura pallida,Weaver Finches,Estrildidae,Passeriformes,Vagrant,,,avibase-E25374DB
1946,1,species,658,u658,Yellow-rumped Mannikin,Lonchura flaviprymna,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-E3DD5ABD
1947,,species,657,657,Chestnut-breasted Mannikin,Lonchura castaneothorax,Weaver Finches,Estrildidae,Passeriformes,Australian,,,avibase-468F5860
1948,1,subspecies,657,u657,Australian Chestnut-breasted Mannikin,Lonchura castaneothorax castaneothorax,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-216B2695
1949,1,species,806,u806,Java Sparrow,Lonchura oryzivora,Weaver Finches,Estrildidae,Passeriformes,Introduced,,,avibase-549BEA0C
1950,1,species,659,u659,Pictorella Mannikin,Heteromunia pectoralis,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-E6B72B68
1951,1,species,650,u650,Beautiful Firetail,Stagonopleura bella,Weaver Finches,Estrildidae,Passeriformes,Endemic,,,avibase-82ABFD7F
1952,1,species,651,u651,Red-eared Firetail,Stagonopleura oculata,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-AA0BCF4A
1953,1,species,652,u652,Diamond Firetail,Stagonopleura guttata,Weaver Finches,Estrildidae,Passeriformes,Endemic,Vulnerable,,avibase-00AF5DA1
1954,1,species,654,u654,Painted Finch,Emblema pictum,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-AA669EFC
1955,,species,662,662,Red-browed Finch,Neochmia temporalis,Weaver Finches,Estrildidae,Passeriformes,Endemic,,,avibase-4359B503
1956,1,subspecies,662,u662a,Cape York Red-browed Finch,Neochmia temporalis minor,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-469E4596
1957,1,subspecies,662,u662b,Southern Red-browed Finch,Neochmia temporalis temporalis,Weaver Finches,Estrildidae,Passeriformes,Endemic,Least Concern,,avibase-622D5EBF
1958,1,species,664,u664,Black-bellied Crimson Finch,Neochmia phaeton,Weaver Finches,Estrildidae,Passeriformes,Australian,,,avibase-E31E7C3D
