TEMPORARY TAXONOMIC SORT ORDER,MAJOR GROUP,FAMILYNAME,COMMON NAME,NSXCODE,GENUS,SP,SUBSPECIES,SCIENTIFIC NAME,INTRODUCED,NPW ACT STATUS,NPW ACT STATUS COMMENT,EPBC ACT STATUS,EPBC ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA,SPECIES with AUTHOR
133,Angiospermae,JUGLANDACEAE,,E32166,Juglans,regia,     ,Juglans regia,*,,,,,,,2010-05-05 00:00:00,,Juglans regia L.
134,Angiospermae,SALICACEAE,White Poplar,M03154,Populus,alba,     ,Populus alba,*,,,,,,,1990-10-02 00:00:00,,Populus alba L.
135,Angiospermae,SALICACEAE,Lombardy Poplar,S03829,Populus,nigra,     ,Populus nigra,*,,,,,,,1990-10-02 00:00:00,,Populus nigra L.
136,Angiospermae,SALICACEAE,Poplar,G10811,Populus,sp.,     ,Populus sp.,*,,,,,,,1990-10-02 00:00:00,,Populus sp.
137,Angiospermae,SALICACEAE,,C06441,Populus,tremula,     ,Populus tremula,*,,,,,,,2006-05-04 00:00:00,,Populus tremula L.
138,Angiospermae,SALICACEAE,Grey Poplar,Y32768,Populus,canescens,     ,Populus X canescens,*,,,,,,,2019-10-25 00:00:00,,Populus X canescens (Aiton)Sm.
139,Angiospermae,SALICACEAE,Willow Family,E15138,Salicaceae,sp.,     ,Salicaceae sp.,*,,,,,,,1990-10-02 00:00:00,,Salicaceae sp.
140,Angiospermae,SALICACEAE,White Willow,Q03692,Salix,alba,     ,Salix alba,*,,,,,Y,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,,Salix alba L.
141,Angiospermae,SALICACEAE,Weeping Willow,G32131,Salix,babylonica,     ,Salix babylonica,*,,,,,,,2009-09-16 00:00:00,,Salix babylonica L.
142,Angiospermae,SALICACEAE,Grey Sallow,Y32140,Salix,cinerea,     ,Salix cinerea,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix cinerea L.
143,Angiospermae,SALICACEAE,White Crack Willow,U32138,Salix,fragilis,     ,Salix fragilis,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix fragilis L.
144,Angiospermae,SALICACEAE,,W32139,Salix,matsudana,cv. Tortuosa    ,Salix matsudana cv. Tortuosa,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix matsudana Koidz. cv. Tortuosa
145,Angiospermae,SALICACEAE,Willow,Y10872,Salix,sp.,     ,Salix sp.,*,,,,,,,1990-10-02 00:00:00,,Salix sp.
146,Angiospermae,SALICACEAE,Weeping Willow,K32133,Salix,pendulina,     ,Salix X pendulina,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix X pendulina Winder
147,Angiospermae,SALICACEAE,Grey Sallow,K32141,Salix,reichardtii,     ,Salix X reichardtii,*,,,,,,,2009-09-16 00:00:00,,Salix X reichardtii A.Kern.
148,Angiospermae,SALICACEAE,White Crack Willow,S32137,Salix,rubens,     ,Salix X rubens,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix X rubens Schrank
149,Angiospermae,SALICACEAE,Weeping Willow,Q32136,Salix,sepulcralis,var. chrysocoma    ,Salix X sepulcralis var. chrysocoma,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix X sepulcralis Simonk. var. chrysocoma (Dode)Meikle
150,Angiospermae,SALICACEAE,Weeping Willow,M32134,Salix,sepulcralis,var. sepulcralis    ,Salix X sepulcralis var. sepulcralis,*,,,,,Y,Declared Landscape Act - Not For Sale,2009-09-16 00:00:00,,Salix X sepulcralis Simonk. var. sepulcralis
151,Angiospermae,BETULACEAE,Mexican Alder,G06443,Alnus,acuminata,ssp. glabrata    ,Alnus acuminata ssp. glabrata,*,,,,,,,2006-05-04 00:00:00,2013-01-22 12:07:23,Alnus acuminata Kunth ssp. glabrata (Fernald)Furlow
152,Angiospermae,BETULACEAE,Italian Alder,Q32320,Alnus,cordata,     ,Alnus cordata,*,,,,,,,2012-09-18 00:00:00,,Alnus cordata (Loisel.) Duby
153,Angiospermae,BETULACEAE,,E06442,Betula,pendula,     ,Betula pendula,*,,,,,,,2006-05-04 00:00:00,,Betula pendula L.
154,Angiospermae,BETULACEAE,,K06445,Carpinus,caroliniana,     ,Carpinus caroliniana,*,,,,,,,2006-05-04 00:00:00,,Carpinus caroliniana Walter
155,Angiospermae,FAGACEAE,Algerian Oak,Y32440,Quercus,canariensis,     ,Quercus canariensis,*,,,,,,,2014-01-20 00:00:00,,Quercus canariensis Willd.
156,Angiospermae,FAGACEAE,,Y30080,Quercus,ilex,     ,Quercus ilex,*,,,,,,,2006-08-28 00:00:00,,Quercus ilex L.
157,Angiospermae,FAGACEAE,,Z06447,Quercus,palustris,     ,Quercus palustris,*,,,,,,,2006-05-04 00:00:00,,Quercus palustris Muenchh.
158,Angiospermae,FAGACEAE,English Oak,Z00887,Quercus,robur,     ,Quercus robur,*,,,,,,,1990-10-02 00:00:00,,Quercus robur L.
159,Angiospermae,ULMACEAE,European Nettle Tree,Q05672,Celtis,australis,     ,Celtis australis,*,,,,,,,2003-05-22 00:00:00,2013-04-03 14:03:28,Celtis australis L.
160,Angiospermae,ULMACEAE,Common Hackberry,E32414,Celtis,occidentalis,     ,Celtis occidentalis,*,,,,,,,2013-07-17 00:00:00,,Celtis occidentalis L.
161,Angiospermae,ULMACEAE,Wych Elm,Z32583,Ulmus,glabra,     ,Ulmus glabra,*,,,,,,,2016-03-21 00:00:00,,Ulmus glabra Huds.
162,Angiospermae,ULMACEAE,Smooth-leaved Elm,Q32584,Ulmus,minor,     ,Ulmus minor,*,,,,,,,2016-04-07 00:00:00,,Ulmus minor Mill.
163,Angiospermae,ULMACEAE,Chinese Elm,M32582,Ulmus,parvifolia,     ,Ulmus parvifolia,*,,,,,,,2016-03-21 00:00:00,,Ulmus parvifolia Jacq.
164,Angiospermae,ULMACEAE,Elm,Z11083,Ulmus,sp.,     ,Ulmus sp.,*,,,,,,,1993-11-30 00:00:00,,Ulmus sp.
165,Angiospermae,ULMACEAE,Dutch Elm,A04604,Ulmus,hollandica,     ,Ulmus X hollandica,*,,,,,,,1990-10-02 00:00:00,2005-11-29 00:00:00,Ulmus X hollandica Mill.
166,Angiospermae,MORACEAE,Edible Fig,Q00888,Ficus,carica,     ,Ficus carica,*,,,,,,,1990-10-02 00:00:00,,Ficus carica L.
167,Angiospermae,MORACEAE,Central Australian Rock Fig,S00889,Ficus,desertorum,     ,Ficus desertorum,,,,,,,,1990-10-02 00:00:00,2021-07-15 15:24:54,Ficus desertorum B.C.Wilde & R.L.Barrett
168,Angiospermae,MORACEAE,Osage-orange,K32513,Maclura,pomifera,     ,Maclura pomifera,*,,,,,,,2015-05-06 00:00:00,,Maclura pomifera (Raf.) C.K.Schneid.
169,Angiospermae,CANNABACEAE,Indian Hemp,E00890,Cannabis,sativa,     ,Cannabis sativa,*,,,,,,,1990-10-02 00:00:00,,Cannabis sativa L.
170,Angiospermae,CANNABACEAE,Hop,Z05011,Humulus,lupulus,     ,Humulus lupulus,*,,,,,,,1990-10-02 00:00:00,,Humulus lupulus L.
171,Angiospermae,URTICACEAE,Smooth-nettle,U05762,Parietaria,australis,     ,Parietaria australis,,,,,,,,2005-02-01 00:00:00,,Parietaria australis (Nees)Blume
172,Angiospermae,URTICACEAE,Mallee Smooth-nettle,G04551,Parietaria,cardiostegia,     ,Parietaria cardiostegia,,,,,,,,1990-10-02 00:00:00,,Parietaria cardiostegia Greuter
173,Angiospermae,URTICACEAE,Smooth-nettle,A15284,Parietaria,cardiostegia/debilis,     ,Parietaria cardiostegia/debilis,,,,,,,,1992-06-04 00:00:00,,Parietaria cardiostegia/debilis
174,Angiospermae,URTICACEAE,Smooth-nettle,S05761,Parietaria,debilis,     ,Parietaria debilis,,,,,,,,2005-02-01 00:00:00,,Parietaria debilis G.Forst.
175,Angiospermae,URTICACEAE,Wall Pellitory,G03639,Parietaria,judaica,     ,Parietaria judaica,*,,,,,,,1990-10-02 00:00:00,,Parietaria judaica L.
176,Angiospermae,URTICACEAE,Pellitory/Smooth-nettle,K10741,Parietaria,sp.,     ,Parietaria sp.,,,,,,,,1990-10-02 00:00:00,,Parietaria sp.
177,Angiospermae,URTICACEAE,Baby's Tears,U03870,Soleirolia,soleirolii,     ,Soleirolia soleirolii,*,,,,,,,1990-10-02 00:00:00,,Soleirolia soleirolii (Req.)Dandy
178,Angiospermae,URTICACEAE,Scrub Nettle,K00893,Urtica,incisa,     ,Urtica incisa,,,,,,,,1990-10-02 00:00:00,,Urtica incisa Poir.
179,Angiospermae,URTICACEAE,Nettle,Y11020,Urtica,sp.,     ,Urtica sp.,,,,,,,,1990-10-02 00:00:00,,Urtica sp.
180,Angiospermae,URTICACEAE,Small Nettle,M00894,Urtica,urens,     ,Urtica urens,*,,,,,,,1990-10-02 00:00:00,,Urtica urens L.
181,Angiospermae,URTICACEAE,Nettle Family,K15157,Urticaceae,sp.,     ,Urticaceae sp.,,,,,,,,1990-10-02 00:00:00,,Urticaceae sp.
182,Angiospermae,PROTEACEAE,Kangaroo Island Gland-flower,Z00895,Adenanthos,macropodianus,     ,Adenanthos macropodianus,,,,,,,,1990-10-02 00:00:00,2005-02-02 00:00:00,Adenanthos macropodianus E.C.Nelson
183,Angiospermae,PROTEACEAE,Gland-flower,S10013,Adenanthos,sp.,     ,Adenanthos sp.,,,,,,,,1990-10-02 00:00:00,,Adenanthos sp.
184,Angiospermae,PROTEACEAE,Yellow Gland-flower,Q00896,Adenanthos,terminalis,     ,Adenanthos terminalis,,,,,,,,1990-10-02 00:00:00,,Adenanthos terminalis R.Br.
185,Angiospermae,PROTEACEAE,Showy Dryandra,C04825,Banksia,formosa,     ,Banksia formosa,*,,,,,,,1990-10-02 00:00:00,2009-08-06 00:00:00,Banksia formosa (R.Br.)A.R.Mast & K.R.Thiele
186,Angiospermae,PROTEACEAE,Silver Banksia,S00897,Banksia,marginata,     ,Banksia marginata,,,,,,,,1990-10-02 00:00:00,,Banksia marginata Cav.
187,Angiospermae,PROTEACEAE,Desert Banksia,U00898,Banksia,ornata,     ,Banksia ornata,,,,,,,,1990-10-02 00:00:00,,Banksia ornata F.Muell. ex Meisn.
188,Angiospermae,PROTEACEAE,Banksia,C10113,Banksia,sp.,     ,Banksia sp.,,,,,,,,1990-10-02 00:00:00,,Banksia sp.
189,Angiospermae,PROTEACEAE,,C32121,Banksia,undata,var. undata    ,Banksia undata var. undata,*,,,,,,,2009-08-06 00:00:00,,Banksia undata A.R.Mast & K.R.Thiele var. undata
190,Angiospermae,PROTEACEAE,Slender Smoke-bush,A00900,Conospermum,patens,     ,Conospermum patens,,,,,,,,1990-10-02 00:00:00,,Conospermum patens Schltdl.
191,Angiospermae,PROTEACEAE,White Grevillea,Y04828,Grevillea,albiflora,     ,Grevillea albiflora,,,,,,,,1990-10-02 00:00:00,,Grevillea albiflora C.T.White
192,Angiospermae,PROTEACEAE,,E00902,Grevillea,anethifolia,     ,Grevillea anethifolia,,R,,,,,,1990-10-02 00:00:00,,Grevillea anethifolia R.Br.
193,Angiospermae,PROTEACEAE,,G05979,Grevillea,angustiloba,ssp.     ,Grevillea angustiloba ssp.,,E*,"updated null to E*, Sep 2007 ( Error in correction of NPW schedule - E status should apply to ssp. wirragensis only).",,,,,2005-03-15 00:00:00,,Grevillea angustiloba
194,Angiospermae,PROTEACEAE,Dissected Holly-leaf Grevillea,W05959,Grevillea,angustiloba,ssp. angustiloba    ,Grevillea angustiloba ssp. angustiloba,,E*,"CR B1ab(iii)+2ab(iii), updated null to E, Apr 2007 (SCHEDULE ERROR! Status should apply to ssp. wirregaensis instead). Removed CR working status. PJL 15/1/2018: The 2008 NPW Schedules amendment replaced ssp. angustiloba on Schedule 7 listing with ""Grevillea angustiloba"" (no subsp.) which is still in error!",,,,,2005-03-14 00:00:00,,Grevillea angustiloba (F.Muell.)Downing ssp. angustiloba
195,Angiospermae,PROTEACEAE,Dissected Holly-leaf Grevillea,Y05960,Grevillea,angustiloba,ssp. wirregaensis    ,Grevillea angustiloba ssp. wirregaensis,,E,"updated E to null, Apr 2007 (ERROR, WRONG SSP. SUBMITTED, ssp. wirregaensis should have been listed CR  instead).  Updated null to E Sep 2007.PJL 15/1/2018: The 2008 NPW Schedules amendment replaced ssp. angustiloba on Schedule 7 listing with ""Grevillea angustiloba"" (no subsp.) which is still in error!",,,,,2005-03-14 00:00:00,,Grevillea angustiloba (F.Muell.)Downing ssp. wirregaensis Downing
196,Angiospermae,PROTEACEAE,Prickly Grevillea,Q03704,Grevillea,aquifolium,     ,Grevillea aquifolium,,R,,,,,,1990-10-02 00:00:00,,Grevillea aquifolium Lindl.
197,Angiospermae,PROTEACEAE,Rough Grevillea,C00901,Grevillea,aspera,     ,Grevillea aspera,,,,,,,,1990-10-02 00:00:00,,Grevillea aspera R.Br.
198,Angiospermae,PROTEACEAE,Holly-leaf Grevillea,M05962,Grevillea,dilatata,     ,Grevillea dilatata,,,,,,,,2005-03-14 00:00:00,,Grevillea dilatata (R.Br.)Downing
199,Angiospermae,PROTEACEAE,,Z05963,Grevillea,dimorpha,     ,Grevillea dimorpha,*,,,,,,,2005-03-14 00:00:00,,Grevillea dimorpha F.Muell.
200,Angiospermae,PROTEACEAE,Orange Grevillea,G00903,Grevillea,eriostachya,     ,Grevillea eriostachya,,,,,,,,1990-10-02 00:00:00,2005-01-31 00:00:00,Grevillea eriostachya Lindl.
201,Angiospermae,PROTEACEAE,Prickly Grevillea,Y05768,Grevillea,halmaturina,ssp. halmaturina    ,Grevillea halmaturina ssp. halmaturina,,R,RA d(i),,,,,2005-02-01 00:00:00,,Grevillea halmaturina Tate ssp. halmaturina
202,Angiospermae,PROTEACEAE,Prickly Grevillea,K05769,Grevillea,halmaturina,ssp. laevis    ,Grevillea halmaturina ssp. laevis,,R,RA d(i),,,,,2005-02-01 00:00:00,,Grevillea halmaturina Tate ssp. laevis Makinson
203,Angiospermae,PROTEACEAE,Comb Grevillea,K00905,Grevillea,huegelii,     ,Grevillea huegelii,,,,,,,,1990-10-02 00:00:00,,Grevillea huegelii Meisn.
204,Angiospermae,PROTEACEAE,,C06425,Grevillea,huegelii,     ,Grevillea huegelii X Grevillea sarissa ssp. umbellifera,,,,,,,,2006-03-01 00:00:00,,Grevillea huegelii Meisn. X Grevillea sarissa S.Moore ssp. umbellifera (J.M.Black)McGill.
205,Angiospermae,PROTEACEAE,Holly-leaf Grevillea,M20094,Grevillea,ilicifolia complex,     ,Grevillea ilicifolia complex,,,,,,,,1990-10-02 00:00:00,2005-03-15 00:00:00,Grevillea ilicifolia complex
206,Angiospermae,PROTEACEAE,Holly-leaf Grevillea,Q30084,Grevillea,ilicifolia,ssp.     ,Grevillea ilicifolia ssp.,,,,,,,,2006-09-12 00:00:00,,Grevillea ilicifolia
207,Angiospermae,PROTEACEAE,Holly-leaf Grevillea,K05961,Grevillea,ilicifolia,ssp. ilicifolia    ,Grevillea ilicifolia ssp. ilicifolia,,,,,,,,2005-03-14 00:00:00,,Grevillea ilicifolia (R.Br.)R.Br. ssp. ilicifolia
208,Angiospermae,PROTEACEAE,Lobed Holly-leaf Grevillea,W04963,Grevillea,ilicifolia,ssp. lobata    ,Grevillea ilicifolia ssp. lobata,,,,,,,,1990-10-02 00:00:00,2005-03-21 00:00:00,Grevillea ilicifolia R.Br. ssp. lobata (F.Muell.)Downing
209,Angiospermae,PROTEACEAE,Honeysuckle Grevillea,Z00907,Grevillea,juncifolia,ssp. juncifolia    ,Grevillea juncifolia ssp. juncifolia,,,,,,,,1990-10-02 00:00:00,2005-02-07 00:00:00,Grevillea juncifolia Hook. ssp. juncifolia
210,Angiospermae,PROTEACEAE,,Q05964,Grevillea,juniperina,ssp. juniperina    ,Grevillea juniperina ssp. juniperina,*,,,,,,,2005-03-14 00:00:00,,Grevillea juniperina R.Br. ssp. juniperina
211,Angiospermae,PROTEACEAE,Spider-flower,S05965,Grevillea,lavandulacea,ssp. lavandulacea    ,Grevillea lavandulacea ssp. lavandulacea,,,,,,,,2005-03-14 00:00:00,,Grevillea lavandulacea Schltdl. ssp. lavandulacea
212,Angiospermae,PROTEACEAE,Hybrid Grevillea,C15349,Grevillea,lavandulacea,ssp. lavandulacea    ,Grevillea lavandulacea ssp. lavandulacea X Grevillea rosmarinifolia ssp. rosmarinifolia,*,,,,,,,1994-04-22 00:00:00,2006-02-15 00:00:00,Grevillea lavandulacea Schltdl. ssp. lavandulacea X Grevillea rosmarinifolia A.Cunn. ssp. rosmarinifolia
213,Angiospermae,PROTEACEAE,Rogers' Spider-flower,Q04132,Grevillea,lavandulacea,ssp. rogersii    ,Grevillea lavandulacea ssp. rogersii,,R,not evaluated,,,,,1990-10-02 00:00:00,2005-03-14 00:00:00,Grevillea lavandulacea Schltdl. ssp. rogersii (Maiden)Makinson
214,Angiospermae,PROTEACEAE,,U05966,Grevillea,manglesii,ssp. manglesii    ,Grevillea manglesii ssp. manglesii,*,,,,,,,2005-03-14 00:00:00,2006-02-23 00:00:00,Grevillea manglesii (Graham)Planch. ssp. manglesii
215,Angiospermae,PROTEACEAE,Rough Spider-flower,M03990,Grevillea,muricata,     ,Grevillea muricata,,R,"RA d(i) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,,,1990-10-02 00:00:00,,Grevillea muricata J.M.Black
216,Angiospermae,PROTEACEAE,Water Bush,E00910,Grevillea,nematophylla,ssp. nematophylla    ,Grevillea nematophylla ssp. nematophylla,,,,,,,,1990-10-02 00:00:00,2005-03-14 00:00:00,Grevillea nematophylla F.Muell. ssp. nematophylla
217,Angiospermae,PROTEACEAE,,W05967,Grevillea,nematophylla,ssp. supraplana    ,Grevillea nematophylla ssp. supraplana,,,,,,,,2005-03-14 00:00:00,,Grevillea nematophylla F.Muell. ssp. supraplana Makinson
218,Angiospermae,PROTEACEAE,Gawler Ranges Grevillea,G00911,Grevillea,parallelinervis,     ,Grevillea parallelinervis,,,,,,,,1990-10-02 00:00:00,,Grevillea parallelinervis Carrick
219,Angiospermae,PROTEACEAE,Few-flower Grevillea,S20281,Grevillea,pauciflora,ssp.     ,Grevillea pauciflora ssp.,,,,,,,,1993-11-30 00:00:00,,Grevillea pauciflora
220,Angiospermae,PROTEACEAE,Narrow-leaf Grevillea,A05392,Grevillea,pauciflora,ssp. leptophylla    ,Grevillea pauciflora ssp. leptophylla,,R,,,,,,1993-06-10 00:00:00,2004-10-08 00:00:00,Grevillea pauciflora R.Br. ssp. leptophylla W.R.Barker
221,Angiospermae,PROTEACEAE,Few-flower Grevillea,W05391,Grevillea,pauciflora,ssp. pauciflora    ,Grevillea pauciflora ssp. pauciflora,,,,,,,,1993-06-10 00:00:00,1993-06-10 00:00:00,Grevillea pauciflora R.Br. ssp. pauciflora
222,Angiospermae,PROTEACEAE,Dune Grevillea,K00913,Grevillea,pterosperma,     ,Grevillea pterosperma,,,,,,,,1990-10-02 00:00:00,,Grevillea pterosperma F.Muell.
223,Angiospermae,PROTEACEAE,Five-veined Grevillea,M00914,Grevillea,quinquenervis,     ,Grevillea quinquenervis,,,,,,,,1990-10-02 00:00:00,,Grevillea quinquenervis J.M.Black
224,Angiospermae,PROTEACEAE,Silky Oak,S32437,Grevillea,robusta,     ,Grevillea robusta,*,,,,,,,2013-12-12 00:00:00,,Grevillea robusta A.Cunn. ex R.Br.
225,Angiospermae,PROTEACEAE,Rosemary Grevillea,Q00916,Grevillea,rosmarinifolia,ssp. rosmarinifolia    ,Grevillea rosmarinifolia ssp. rosmarinifolia,*,,,,,,,1990-10-02 00:00:00,2006-02-16 00:00:00,Grevillea rosmarinifolia A.Cunn. ssp. rosmarinifolia
226,Angiospermae,PROTEACEAE,Desert Comb Grevillea,G04967,Grevillea,sarissa,ssp. umbellifera    ,Grevillea sarissa ssp. umbellifera,,,,,,,,1990-10-02 00:00:00,,Grevillea sarissa S.Moore ssp. umbellifera (J.M.Black)McGill.
227,Angiospermae,PROTEACEAE,,A05968,Grevillea,sericea,ssp. sericea    ,Grevillea sericea ssp. sericea,*,,,,,,,2005-03-14 00:00:00,,Grevillea sericea (Sm.)R.Br. ssp. sericea
228,Angiospermae,PROTEACEAE,Grevillea,G10459,Grevillea,sp.,     ,Grevillea sp.,,,,,,,,1990-10-02 00:00:00,,Grevillea sp.
229,Angiospermae,PROTEACEAE,Rattle-pod Grevillea,S00917,Grevillea,stenobotrya,     ,Grevillea stenobotrya,,,,,,,,1990-10-02 00:00:00,,Grevillea stenobotrya F.Muell.
230,Angiospermae,PROTEACEAE,Beefwood,U00918,Grevillea,striata,     ,Grevillea striata,,,,,,,,1990-10-02 00:00:00,,Grevillea striata R.Br.
231,Angiospermae,PROTEACEAE,Mt Finke Grevillea,W00919,Grevillea,treueriana,     ,Grevillea treueriana,,V,,VU,2000-07-16 00:00:00,,,1990-10-02 00:00:00,,Grevillea treueriana F.Muell.
232,Angiospermae,PROTEACEAE,,C05969,Grevillea,vestita,ssp. vestita    ,Grevillea vestita ssp. vestita,*,,,,,,,2005-03-14 00:00:00,,Grevillea vestita (Endl.)Meisn. ssp. vestita
233,Angiospermae,PROTEACEAE,Enigma Hakea,A01012,Hakea,aenigma,     ,Hakea aenigma,,R,,,,,,1990-10-02 00:00:00,,Hakea aenigma W.R.Barker & Haegi
234,Angiospermae,PROTEACEAE,,U05906,Hakea,bucculenta,     ,Hakea bucculenta,*,,,,,,,2005-03-02 00:00:00,,Hakea bucculenta C.A.Gardner
235,Angiospermae,PROTEACEAE,Erect Hakea,K00921,Hakea,carinata,     ,Hakea carinata,,,,,,,,1990-10-02 00:00:00,,Hakea carinata F.Muell. ex Meisn.
236,Angiospermae,PROTEACEAE,,W05907,Hakea,cucullata,     ,Hakea cucullata,*,,,,,,,2005-03-02 00:00:00,,Hakea cucullata R.Br.
237,Angiospermae,PROTEACEAE,Elm-seed Hakea,M00922,Hakea,cycloptera,     ,Hakea cycloptera,,,,,,,,1990-10-02 00:00:00,,Hakea cycloptera R.Br.
238,Angiospermae,PROTEACEAE,Silky Hakea,Z00915,Hakea,decurrens,ssp. physocarpa    ,Hakea decurrens ssp. physocarpa,*,,,,,,,1990-10-02 00:00:00,1997-08-20 00:00:00,Hakea decurrens R.Br. ssp. physocarpa W.R.Barker
239,Angiospermae,PROTEACEAE,Corkbark,A03988,Hakea,divaricata,     ,Hakea divaricata,,,,,,,,1990-10-02 00:00:00,,Hakea divaricata L.A.S.Johnson
240,Angiospermae,PROTEACEAE,,Y04764,Hakea,drupacea,     ,Hakea drupacea,*,,,,,,,1990-10-02 00:00:00,2005-03-09 00:00:00,Hakea drupacea (C.F.Gaertn.)Roem. & Schult.
241,Angiospermae,PROTEACEAE,Flinders Ranges Corkwood,Z00923,Hakea,ednieana,     ,Hakea ednieana,,,,,,,,1990-10-02 00:00:00,,Hakea ednieana Tate
242,Angiospermae,PROTEACEAE,Fork-leaf Corkwood,Q00924,Hakea,eyreana,     ,Hakea eyreana,,,,,,,,1990-10-02 00:00:00,,Hakea eyreana (S.Moore)McGill.
243,Angiospermae,PROTEACEAE,Bottlebrush Hakea,S00925,Hakea,francisiana,     ,Hakea francisiana,,,,,,,,1990-10-02 00:00:00,,Hakea francisiana F.Muell.
244,Angiospermae,PROTEACEAE,Pincushion Hakea,S00909,Hakea,laurina,     ,Hakea laurina,*,,,,,,,1990-10-02 00:00:00,,Hakea laurina R.Br.
245,Angiospermae,PROTEACEAE,Silver Needlewood,A00928,Hakea,leucoptera,ssp. leucoptera    ,Hakea leucoptera ssp. leucoptera,,,,,,,,1990-10-02 00:00:00,1997-08-20 00:00:00,Hakea leucoptera R.Br. ssp. leucoptera
246,Angiospermae,PROTEACEAE,,M06314,Hakea,leucoptera/tephrosperma,     ,Hakea leucoptera/tephrosperma,,,,,,,,2006-02-07 00:00:00,,Hakea leucoptera/tephrosperma
247,Angiospermae,PROTEACEAE,Long-leaf Corkwood,S00933,Hakea,lorea,ssp. lorea    ,Hakea lorea ssp. lorea,,,,,,,,1990-10-02 00:00:00,2004-08-02 00:00:00,Hakea lorea (R.Br.)R.Br. ssp. lorea
248,Angiospermae,PROTEACEAE,Minyma-minyma,Q03112,Hakea,minyma,     ,Hakea minyma,,,,,,,,1990-10-02 00:00:00,,Hakea minyma Maconochie
249,Angiospermae,PROTEACEAE,Heath Needlebush,C00929,Hakea,mitchellii,     ,Hakea mitchellii,,,,,,,,1990-10-02 00:00:00,2004-08-03 00:00:00,Hakea mitchellii Meisn.
250,Angiospermae,PROTEACEAE,Yellow Hakea,M00930,Hakea,nodosa,     ,Hakea nodosa,,,,,,,,1990-10-02 00:00:00,,Hakea nodosa R.Br.
251,Angiospermae,PROTEACEAE,,G05563,Hakea,prostrata,     ,Hakea prostrata,*,,,,,,,1997-08-05 00:00:00,,Hakea prostrata R.Br.
252,Angiospermae,PROTEACEAE,Furze Hakea,U04698,Hakea,repullulans,     ,Hakea repullulans,,,,,,,,1990-10-02 00:00:00,,Hakea repullulans H.M.Lee
253,Angiospermae,PROTEACEAE,Beaked Hakea,Z00931,Hakea,rostrata,     ,Hakea rostrata,,,,,,,,1990-10-02 00:00:00,,Hakea rostrata F.Muell. ex Meisn.
254,Angiospermae,PROTEACEAE,Dwarf Hakea,Q00932,Hakea,rugosa,     ,Hakea rugosa,,,,,,,,1990-10-02 00:00:00,,Hakea rugosa R.Br.
255,Angiospermae,PROTEACEAE,,A05908,Hakea,salicifolia,ssp. salicifolia    ,Hakea salicifolia ssp. salicifolia,*,,,,,,,2005-03-02 00:00:00,,Hakea salicifolia (Vent.)B.L.Burtt ssp. salicifolia
256,Angiospermae,PROTEACEAE,,M05910,Hakea,sericea,     ,Hakea sericea,*,,,,,,,2005-03-02 00:00:00,,Hakea sericea Schrad. & J.C.Wendl.
257,Angiospermae,PROTEACEAE,Hakea/Needlewood,K10469,Hakea,sp.,     ,Hakea sp.,,,,,,,,1990-10-02 00:00:00,,Hakea sp.
258,Angiospermae,PROTEACEAE,Hooked Needlewood,S04133,Hakea,tephrosperma,     ,Hakea tephrosperma,,R,,,,,,1990-10-02 00:00:00,,Hakea tephrosperma R.Br.
259,Angiospermae,PROTEACEAE,,M06366,Hakea,teretifolia,     ,Hakea teretifolia,*,,,,,,,2006-02-23 00:00:00,,Hakea teretifolia (Salisb.)Britten
260,Angiospermae,PROTEACEAE,,C05909,Hakea,undulata,     ,Hakea undulata,*,,,,,,,2005-03-02 00:00:00,,Hakea undulata R.Br.
261,Angiospermae,PROTEACEAE,Limestone Needlebush,W00935,Hakea,vittata,     ,Hakea vittata,,,,,,,,1990-10-02 00:00:00,,Hakea vittata R.Br.
262,Angiospermae,PROTEACEAE,Horny Cone-bush,A00936,Isopogon,ceratophyllus,     ,Isopogon ceratophyllus,,,,,,,,1990-10-02 00:00:00,,Isopogon ceratophyllus R.Br.
263,Angiospermae,PROTEACEAE,,A32120,Isopogon,dubius,     ,Isopogon dubius,*,,,,,,,2009-08-06 00:00:00,,Isopogon dubius (R.Br.)Druce
264,Angiospermae,PROTEACEAE,Drumsticks,Y32784,Isopogon,latifolius,     ,Isopogon latifolius,*,,,,,,,2020-04-16 00:00:00,,Isopogon latifolius R.Br.
265,Angiospermae,PROTEACEAE,Prickly Geebung,C00937,Persoonia,juniperina,     ,Persoonia juniperina,,,,,,,,1990-10-02 00:00:00,,Persoonia juniperina Labill.
266,Angiospermae,PROTEACEAE,Kangaroo Island Conesticks,E00938,Petrophile,multisecta,     ,Petrophile multisecta,,,,,,,,1990-10-02 00:00:00,,Petrophile multisecta F.Muell.
