taxonID,scientificName,vernacularName,scientificNameAuthority,primaryDiscipline,establishmentMeans,taxonRank,speciesGroup,ffgactstatus,epbcactStatus,vicadvisorystatus,restrictedFlag,modified,extractDate,status,sourceStatus
500523,Caladenia aurantiaca,Orange-tip Finger-orchid,(R.S. Rogers) Rupp,Flora,,species,Monocotyledons,Endangered,,Rare,,2012-03-21,2023-01-16,Endangered,Endangered
528595,Caladenia bicalliata subsp. bicalliata,Limestone Ridge Spider-orchid,R.S. Rogers,Flora,,species,Monocotyledons,Endangered,,Endangered,,2021-11-02,2023-01-16,Endangered,Endangered
503665,Caladenia brachyscapa,Short Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Extinct,Extinct,Presumed extinct,,2012-03-23,2023-01-16,Extinct,Extinct
500525,Caladenia calcicola,Limestone Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,Vulnerable,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
507730,Caladenia clavescens,Castlemaine Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503729,Caladenia colorata,Colourful Spider-orchid,D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
504347,Caladenia concolor,Crimson Spider-orchid,Fitzg.,Flora,,species,Monocotyledons,Endangered,Vulnerable,Endangered,rest,2020-08-19,2023-01-16,Endangered,Endangered
507766,Caladenia cremna,Whitfield Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Critically Endangered,Critically Endangered,Endangered,rest,2020-08-19,2023-01-16,Critically Endangered,Critically Endangered
505592,Caladenia cretacea,Stuart Mill Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Endangered,,Endangered,rest,2019-01-18,2023-01-16,Endangered,Endangered
505499,Caladenia cruciformis,Red-cross Spider-orchid,D.L. Jones,Flora,,species,Monocotyledons,Endangered,,Endangered,rest,2020-08-19,2023-01-16,Endangered,Endangered
507767,Caladenia douglasiorum,Douglas' Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2016-12-08,2023-01-16,Critically Endangered,Critically Endangered
500541,Caladenia flavovirens,Christmas Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,,Rare,rest,2020-08-19,2023-01-16,Critically Endangered,Critically Endangered
504486,Caladenia formosa,Elegant Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,Vulnerable,Vulnerable,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
504351,Caladenia fragrantissima,Scented Spider-orchid,D.L. Jones & G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2012-03-23,2023-01-16,Critically Endangered,Critically Endangered
504498,Caladenia fulva,Tawny Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Endangered,Endangered
507624,Caladenia grampiana,Grampians Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504348,Caladenia hastata,Mellblom's Spider-orchid,(Nicholls) Rupp,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
504352,Caladenia hildae,Honey Hood-orchid,Pescott & Nicholls,Flora,,species,Monocotyledons,Endangered,,Rare,,2012-03-22,2023-01-16,Endangered,Endangered
500771,Caladenia insularis,French Island Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Endangered,Vulnerable,Vulnerable,,2018-10-09,2023-01-16,Endangered,Endangered
500676,Caladenia lowanensis,Wimmera Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
504349,Caladenia magnifica,Magnificent Spider-orchid,(Nicholls) D.L. Jones & G.W. Carr,Flora,,species,Monocotyledons,Extinct,,Presumed extinct,,2012-03-23,2023-01-16,Extinct,Extinct
505500,Caladenia maritima,Angahook Pink-fingers,D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2013-03-14,2023-01-16,Critically Endangered,Critically Endangered
503694,Caladenia oenochila,Wine-lipped Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2017-01-21,2023-01-16,Critically Endangered,Critically Endangered
507768,Caladenia oreophila,Monaro Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503660,Caladenia orientalis,Eastern Spider-orchid,(G.W. Carr) Hopper & A.P. Br.,Flora,,species,Monocotyledons,Endangered,Endangered,Endangered,,2018-11-26,2023-01-16,Endangered,Endangered
504343,Caladenia ornata,Ornate Pink-fingers,(Nicholls) D.L. Jones,Flora,,species,Monocotyledons,Endangered,Vulnerable,Vulnerable,,2012-03-22,2023-01-16,Endangered,Endangered
507769,Caladenia osmera,Pungent Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
505890,Caladenia peisleyi,Heath Spider-orchid,(D.L. Jones) G.N. Backh.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2016-12-08,2023-01-16,Endangered,Endangered
505501,Caladenia pilotensis,Mount Pilot Spider-orchid,D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,rest,2020-08-19,2023-01-16,Critically Endangered,Critically Endangered
500544,Caladenia pumila,Dwarf Spider-orchid,R.S. Rogers,Flora,,species,Monocotyledons,Critically Endangered,Critically Endangered,Endangered,rest,2017-01-23,2023-01-16,Critically Endangered,Critically Endangered
504494,Caladenia reticulata s.s.,Veined Spider-orchid,Fitzg.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
500586,Caladenia robinsonii,Frankston Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
503669,Caladenia rosella,Little Pink Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2020-08-19,2023-01-16,Critically Endangered,Critically Endangered
505589,Caladenia sp. aff. fragrantissima (Central Victoria),Bendigo Spider-orchid,sensu Bishop (1996),Flora,,species,Monocotyledons,Critically Endangered,,Endangered,rest,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505590,Caladenia sp. aff. fragrantissima (Inverleigh),Inverleigh Spider-orchid,sensu Ross (2000),Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505430,Caladenia sp. aff. rosella (Violet Town),Violet Town Spider-orchid,sensu Ross & Walsh (2003),Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2016-10-18,2023-01-16,Critically Endangered,Critically Endangered
505431,Caladenia sp. aff. venusta (Kilsyth South),Kilsyth South Spider-orchid,sensu Ross (2000),Flora,,species,Monocotyledons,Critically Endangered,Critically Endangered,Endangered,rest,2017-01-23,2023-01-16,Critically Endangered,Critically Endangered
504353,Caladenia stricta,Upright Spider-orchid,(R.J. Bates) R.J. Bates,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2012-03-23,2023-01-16,Endangered,Endangered
503730,Caladenia thysanochila,Fringed Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Extinct,Endangered,Presumed extinct,,2018-10-09,2023-01-16,Extinct,Extinct
500549,Caladenia toxochila,Bow-lip Spider-orchid,Tate,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2012-03-22,2023-01-16,Critically Endangered,Critically Endangered
501022,Caladenia valida,Robust Spider-orchid,(Nicholls) M.A. Clem. & D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,rest,2020-08-19,2023-01-16,Critically Endangered,Critically Endangered
500533,Caladenia venusta,Large White Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Endangered,,Rare,,2012-03-23,2023-01-16,Endangered,Endangered
500522,Caladenia versicolor,Candy Spider-orchid,G.W. Carr,Flora,,species,Monocotyledons,Endangered,Vulnerable,Endangered,rest,2019-01-18,2023-01-16,Endangered,Endangered
504449,Caladenia vulgaris,Slender Pink-fingers,D.L. Jones,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2012-03-22,2023-01-16,Vulnerable,Vulnerable
504691,Caladenia xanthochila,Yellow-lip Spider-orchid,D. Beards. & C. Beards.,Flora,,species,Monocotyledons,Endangered,Endangered,Endangered,rest,2019-01-18,2023-01-16,Endangered,Endangered
500556,Calandrinia volubilis,Twining Purslane,Benth.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
504372,Caleana disjuncta,Grampians Duck-orchid,D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2016-10-17,2023-01-16,Critically Endangered,Critically Endangered
500561,Callistemon brachyandrus,Prickly Bottlebrush,Lindl.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-03-08,2023-01-16,Endangered,Endangered
504684,Callistemon forresterae,Forrester's Bottlebrush,Molyneux,Flora,,species,Dicotyledons,Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
505208,Callistemon genofluvialis,Genoa River Bottlebrush,Molyneux,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504571,Callistemon kenmorrisonii,Betka Bottlebrush,Molyneux,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
507585,Callistemon nyallingensis,Boggy Creek Bottlebrush,Molyneux,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500567,Callistemon subulatus,Dwarf Bottlebrush,Cheel,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
507682,Callistemon wimmerensis,Wimmera Bottlebrush,Marriott & G.W. Carr,Flora,,species,Dicotyledons,Endangered,Critically Endangered,Endangered,,2014-09-05,2023-01-16,Endangered,Endangered
500568,Callitriche brachycarpa,Short Water-starwort,Hegelm.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
500575,Callitriche umbonata,Winged Water-starwort,Hegelm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503670,Calochilus imberbis,Naked Beard-orchid,R.S. Rogers,Flora,,species,Monocotyledons,Critically Endangered,,Rare,,2014-11-13,2023-01-16,Critically Endangered,Critically Endangered
500588,Calochilus richiae,Bald-tip Beard-orchid,Nicholls,Flora,,species,Monocotyledons,Critically Endangered,Endangered,Endangered,rest,2017-02-14,2023-01-16,Critically Endangered,Critically Endangered
506789,Calomnion complanatum,Tree-fern Calomnion,(Hook. f. & Wilson) Lindb.,Flora,,species,Mosses,Endangered,,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
500591,Calorophus elongatus,Long Rope-rush,Labill.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-14,2023-01-16,Endangered,Endangered
505098,Calostemma luteum,Yellow Garland-lily,Sims,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-14,2023-01-16,Endangered,Endangered
505936,Calostemma purpureum s.s.,Garland Lily,R. Br.,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2017-02-14,2023-01-16,Vulnerable,Vulnerable
500593,Calotis anthemoides,Cut-leaf Burr-daisy,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,,,2016-07-11,2023-01-16,Critically Endangered,Critically Endangered
500594,Calotis cuneifolia,Blue Burr-daisy,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-03-16,2023-01-16,Endangered,Endangered
500595,Calotis cymbacantha,Burr-daisy,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-03-20,2023-01-16,Endangered,Endangered
500598,Calotis lappulacea,Yellow Burr-daisy,Benth.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-03-20,2023-01-16,Vulnerable,Vulnerable
503681,Calotis pubescens,Mountain Burr-daisy,(F. Muell. ex Benth.) N.G. Walsh & K.L. McDougall,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-02-14,2023-01-16,Critically Endangered,Critically Endangered
506252,Calyptrochaeta brownii,Brown's Mitre-moss,(Dixon) J.K. Bartlett,Flora,,species,Mosses,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500606,Calystegia soldanella,Sea Bindweed,(L.) R. Br.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
505025,Cardamine astoniae,Spreading Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-02-14,2023-01-16,Critically Endangered,Critically Endangered
505026,Cardamine franklinensis,Franklin Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505033,Cardamine gunnii s.s.,Tuberous Bitter-cress,Hewson,Flora,,species,Dicotyledons,Extinct,,Presumed extinct,,2010-09-16,2023-01-16,Extinct,Extinct
505027,Cardamine lilacina s.s.,Lilac Bitter-cress,sensu I.R. Thompson (1996),Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-02-14,2023-01-16,Endangered,Endangered
505028,Cardamine lineariloba,Western Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-03-23,2023-01-16,Endangered,Endangered
505029,Cardamine microthrix,Eastern Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-03-23,2023-01-16,Endangered,Endangered
505032,Cardamine moirensis,Riverina Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-03-23,2023-01-16,Endangered,Endangered
505034,Cardamine papillata,Forest Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-03-23,2023-01-16,Endangered,Endangered
505448,Cardamine tryssa,Dainty Bitter-cress,I. Thomps.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2018-10-31,2023-01-16,Critically Endangered,Critically Endangered
500622,Carex alsophila,Forest Sedge,F. Muell.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500624,Carex archeri,Archer's Sedge,Boott,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-14,2023-01-16,Endangered,Endangered
505030,Carex austrocompacta,Compact Hook-sedge,K.L. Wilson,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2016-10-20,2023-01-16,Endangered,Endangered
505031,Carex austrosulcata,Small Hook-sedge,K.L. Wilson,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2016-10-20,2023-01-16,Critically Endangered,Critically Endangered
500626,Carex blakei,Alpine Sedge,Nelmes,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500633,Carex canescens,Short Sedge,L.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500630,Carex capillacea,Hair Sedge,Boott,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500631,Carex cephalotes,Wire-head Sedge,F. Muell.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2017-02-14,2023-01-16,Critically Endangered,Critically Endangered
500637,Carex echinata,Star Sedge,Murray,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-14,2023-01-16,Endangered,Endangered
504618,Carex hypandra,Alpine Fen-sedge,F. Muell. ex Benth.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2017-02-21,2023-01-16,Critically Endangered,Critically Endangered
500644,Carex jackiana,Carpet Sedge,Boott,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503473,Carex nemoralis,River Hook-sedge,(K.L. Wilson) K.L. Wilson,Flora,,species,Monocotyledons,Endangered,,Rare,,2016-10-20,2023-01-16,Endangered,Endangered
500646,Carex paupera,Dwarf Sedge,Nelmes,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-21,2023-01-16,Endangered,Endangered
500649,Carex raleighii,Raleigh Sedge,Nelmes,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500650,Carex tasmanica,Curly Sedge,Kuk.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-02-21,2023-01-16,Endangered,Endangered
517558,Carex umbricola,Forest Hook-sedge,K.L. Wilson,Flora,,species,Monocotyledons,Critically Endangered,,Rare,,2016-10-20,2023-01-16,Critically Endangered,Critically Endangered
500652,Carpha alpina,Small Flower-rush,R. Br.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500653,Carpha nivicola,Broad-leaf Flower-rush,F. Muell.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505569,Carpobrotus aff. rossii (N.W. Victoria),Mallee Pigface,sensu Ross (2000),Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2021-11-05,2023-01-16,Critically Endangered,Critically Endangered
507664,Cassinia diminuta,Dwarf Cassinia,Orchard,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-26,2023-01-16,Endangered,Endangered
505264,Cassinia monticola,Mountain Cassinia,Orchard,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-04-26,2023-01-16,Vulnerable,Vulnerable
507692,Cassinia nivalis,Ochre Cassinia,Orchard,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-26,2023-01-16,Endangered,Endangered
501560,Cassinia ozothamnoides,Cottony Cassinia,(F. Muell.) Orchard,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2020-07-06,2023-01-16,Endangered,Endangered
504358,Cassinia rugata,Wrinkled Cassinia,N.G. Walsh,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2017-02-21,2023-01-16,Critically Endangered,Critically Endangered
507662,Cassinia scabrida,Rough Cassinia,Orchard,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-12-18,2023-01-16,Vulnerable,Vulnerable
528651,Cassinia tegulata,Avenue Cassinia,Orchard,Flora,,species,Dicotyledons,Critically Endangered,Critically Endangered,Endangered,,2017-02-21,2023-01-16,Critically Endangered,Critically Endangered
507663,Cassinia venusta,Elegant Cassinia,Orchard,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-04-18,2023-01-16,Vulnerable,Vulnerable
500682,Casuarina obesa,Swamp Sheoak,Miq.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2020-05-25,2023-01-16,Critically Endangered,Critically Endangered
504638,Celmisia costiniana,Carpet Snow-daisy,M. Gray & Given,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-02-21,2023-01-16,Endangered,Endangered
504636,Celmisia latifolia,Victorian Snow-daisy,(F. Muell. ex Benth.) M. Gray & Given,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500693,Celmisia sericophylla,Silky Snow-daisy,J.H. Willis,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504637,Celmisia tomentella,Silver Snow-daisy,M. Gray & Given,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
505618,Centipeda crateriformis subsp. compacta,Compact Sneezeweed,N.G. Walsh,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
900119,Centipeda crateriformis subsp. crateriformis,Lagoon Sneezeweed,N.G. Walsh,Flora,,species,Dicotyledons,Endangered,,Endangered,,2017-02-21,2023-01-16,Endangered,Endangered
505616,Centipeda nidiformis,Cotton Sneezeweed,N.G. Walsh,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-03-23,2023-01-16,Endangered,Endangered
505776,Centipeda pleiocephala,Tall Sneezeweed,N.G. Walsh,Flora,,species,Dicotyledons,Endangered,,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
505617,Centipeda thespidioides s.s.,Desert Sneezeweed,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506369,Cephalomitrion aterrimum,Black Rustwort,(Steph.) R.M. Schust.,Flora,,species,Liverworts,Endangered,,Rare,,2021-01-21,2023-01-16,Endangered,Endangered
500722,Ceratogyne obionoides,Wingwort,Turcz.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-16,2023-01-16,Endangered,Endangered
503057,Chaetospora turbinata,Top Bog-sedge,R. Br.,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2020-10-08,2023-01-16,Vulnerable,Vulnerable
500732,Cheilanthes lasiophylla,Woolly Cloak-fern,Pic.Serm.,Flora,,species,Fern and allies,Endangered,,Endangered,,2016-05-03,2023-01-16,Endangered,Endangered
504380,Chenopodium desertorum subsp. desertorum,Frosted Goosefoot,(J.M. Black) J.M. Black,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-03-07,2023-01-16,Endangered,Endangered
504382,Chenopodium desertorum subsp. rectum,Frosted Goosefoot,Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-02-22,2023-01-16,Endangered,Endangered
500742,Chenopodium erosum,Papery Goosefoot,R. Br.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
506012,Chiastocaulon biserialis,Olive Featherwort,"(Lehm. & Lindenb.) S.D.F. Patzak, M.A.M. Renner, Schaf.-Verw. & Heinrichs",Flora,,species,Liverworts,Critically Endangered,,Rare,,2017-01-13,2023-01-16,Critically Endangered,Critically Endangered
500752,Chiloglottis X pescottiana,Bronze Bird-orchid,R.S. Rogers,Flora,,species,Monocotyledons,Endangered,,Rare,,2012-03-21,2023-01-16,Endangered,Endangered
504499,Chiloglottis jeanesii,Mountain Bird-orchid,D.L. Jones,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2012-03-21,2023-01-16,Vulnerable,Vulnerable
504771,Chiloglottis seminuda,Bare-tip Wasp-orchid,D.L. Jones,Flora,,species,Monocotyledons,Vulnerable,,Poorly known,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
500757,Chloris ventricosa,Plump Windmill Grass,R. Br.,Flora,Native but some stands may be alien,species,Monocotyledons,Endangered,,Vulnerable,,2021-05-06,2023-01-16,Endangered,Endangered
507604,Chlorovibrissea bicolor,Two-tone Vibrissea,(G.W. Beaton & Weste) L.M. Kohn,Flora,,species,Fungi,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503807,Choretrum glomeratum var. chrysanthum,Golden Sour-bush,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-26,2023-01-16,Endangered,Endangered
505596,Choretrum glomeratum var. glomeratum,Common Sour-bush,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-26,2023-01-16,Endangered,Endangered
500762,Choretrum spicatum subsp. continentale,Spiked Sour-bush,Lepschi,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2014-09-08,2023-01-16,Critically Endangered,Critically Endangered
500767,Chorizandra sphaerocephala,Roundhead Bristle-sedge,R. Br.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500768,Christella dentata,Binung,(Forssk.) Brownsey & Jermy,Flora,,species,Fern and allies,Critically Endangered,,Endangered,,2016-05-05,2023-01-16,Critically Endangered,Critically Endangered
500786,Cladium procerum,Leafy Twig-sedge,S.T. Blake,Flora,,species,Monocotyledons,Endangered,,Rare,,2018-04-26,2023-01-16,Endangered,Endangered
506171,Climacium dendroides,Marsh Tree-moss,(Hedw.) F. Weber & D. Mohr,Flora,,species,Mosses,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500793,Colobanthus affinis,Alpine Colobanth,(Hook.) Hook. f.,Flora,,species,Dicotyledons,Endangered,,Rare,,2014-09-08,2023-01-16,Endangered,Endangered
500794,Colobanthus apetalus var. apetalus,Coast Colobanth,(Labill.) Druce,Flora,,species,Dicotyledons,Endangered,,Rare,,2014-09-08,2023-01-16,Endangered,Endangered
506172,Cololejeunea laevigata,Pouncewort,(Mitt.) Tilden,Flora,,species,Liverworts,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506174,Colura pulcherrima var. bartlettii,Small Cowlwort,Ast,Flora,,species,Liverworts,Endangered,,Endangered,,2017-02-22,2023-01-16,Endangered,Endangered
500798,Comesperma polygaloides,Small Milkwort,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2016-04-22,2023-01-16,Critically Endangered,Critically Endangered
500800,Comesperma scoparium,Broom Milkwort,J. Drumm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-04-16,2023-01-16,Endangered,Endangered
528607,Commelina cyanea,Scurvy Weed,R. Br.,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2017-02-24,2023-01-16,Critically Endangered,Critically Endangered
528678,Commersonia breviseta,Hairy Kerrawang,C.F. Wilkins & L.M. Copel.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2016-05-06,2023-01-16,Critically Endangered,Critically Endangered
502964,Commersonia dasyphylla,Kerrawang,Andrews,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-03-24,2023-01-16,Critically Endangered,Critically Endangered
502965,Commersonia prostrata,Dwarf Kerrawang,(Maiden & Betche) C.F. Wilkins & Whitlock,Flora,,species,Dicotyledons,Endangered,Endangered,Endangered,,2014-11-19,2023-01-16,Endangered,Endangered
500806,Conospermum taxifolium,Variable Smoke-bush,Sm.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
505888,Convolvulus clementii,Desert Bindweed,Domin,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-02-24,2023-01-16,Endangered,Endangered
503674,Convolvulus crispifolius,Silver Bindweed,F. Muell.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2013-03-13,2023-01-16,Vulnerable,Vulnerable
507683,Convolvulus graminetinus,Grassland Bindweed,R.W. Johnson,Flora,,species,Dicotyledons,Endangered,,Endangered,,2019-03-04,2023-01-16,Endangered,Endangered
500816,Coopernookia barbata,Purple Coopernookia,(R. Br.) Carolin,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-05-08,2023-01-16,Vulnerable,Vulnerable
505639,Coprosma X tadgellii,Shining Coprosma x Snow Coprosma hybrid,W.R.B. Oliv.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
