taxonID,scientificName,vernacularName,scientificNameAuthority,primaryDiscipline,establishmentMeans,taxonRank,speciesGroup,ffgactstatus,epbcactStatus,vicadvisorystatus,restrictedFlag,modified,extractDate,status,sourceStatus
502238,Myoporum floribundum,Slender Myoporum,A. Cunn. ex Benth.,Flora,,species,Dicotyledons,Endangered,,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
502240,Myoporum montanum,Waterbush,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503870,Myriophyllum alpinum,Alpine Water-milfoil,Orchard,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504517,Myriophyllum gracile var. lineare,Slender Water-milfoil,Orchard,Flora,,species,Dicotyledons,Endangered,,Endangered,,2019-03-04,2023-01-16,Endangered,Endangered
502257,Myriophyllum porcatum,Ridged Water-milfoil,Orchard,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2018-11-26,2023-01-16,Critically Endangered,Critically Endangered
503869,Myriophyllum striatum,Striped Water-milfoil,Orchard,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
502261,Najas marina subsp. armata,Prickly Water-nymph,(H. Lindb.) Horn,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2013-04-08,2023-01-16,Critically Endangered,Critically Endangered
502262,Najas tenuifolia,Water Nymph,R. Br.,Flora,,species,Monocotyledons,Endangered,,Rare,,2018-01-05,2023-01-16,Endangered,Endangered
503930,Nematolepis frondosa,Leafy Nematolepis,(N.G. Walsh & Albr.) Paul G. Wilson,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2017-11-17,2023-01-16,Critically Endangered,Critically Endangered
504813,Nematolepis squamea subsp. retusa,Harsh Nematolepis,(Hook.) Paul G. Wilson,Flora,,species,Dicotyledons,Vulnerable,Vulnerable,Vulnerable,,2018-11-08,2023-01-16,Vulnerable,Vulnerable
504814,Nematolepis squamea subsp. squamea,Satinwood,(Labill.) Paul G. Wilson,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
503922,Nematolepis wilsonii,Shiny Nematolepis,(N.G. Walsh & Albr.) Paul G. Wilson,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2014-09-17,2023-01-16,Critically Endangered,Critically Endangered
503881,Neobassia proceriflora,Soda Bush,(F. Muell.) A.J. Scott,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-11-17,2023-01-16,Critically Endangered,Critically Endangered
506485,Nephelolejeunea hamata,Pouncewort,Grolle,Flora,,species,Liverworts,Endangered,,Rare,,2021-10-16,2023-01-16,Endangered,Endangered
502273,Nicotiana goodspeedii,Small-flower Tobacco,H.-M. Wheeler,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502275,Nicotiana suaveolens,Austral Tobacco,Lehm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-05-24,2023-01-16,Endangered,Endangered
503742,Notogrammitis angustifolia subsp. nothofageti,Beech Finger-fern,(Parris) Parris,Flora,,species,Fern and allies,Endangered,,Vulnerable,,2017-11-16,2023-01-16,Endangered,Endangered
501521,Notogrammitis crassior,Alpine Finger-fern,(Kirk) Parris,Flora,,species,Fern and allies,Endangered,,Rare,,2014-09-17,2023-01-16,Endangered,Endangered
506577,Notoligotrichum australe,Alpine Smoothcap,(Hook. f. & Wilson) G.L. Sm.,Flora,,species,Mosses,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
502286,Notothixos subaureus,Golden Mistletoe,Oliv.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502287,Nymphoides crenata,Wavy Marshwort,(F. Muell.) Kuntze,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2013-03-13,2023-01-16,Endangered,Endangered
502289,Nymphoides geminata,Open Marshwort,(R. Br.) Kuntze,Flora,,species,Dicotyledons,Endangered,,Rare,,2013-03-13,2023-01-16,Endangered,Endangered
502288,Nymphoides montana,Entire Marshwort,Aston,Flora,Native but some stands may be alien,species,Dicotyledons,Endangered,,Rare,,2013-03-13,2023-01-16,Endangered,Endangered
504894,Nymphoides spinulosperma,Marbled Marshwort,Aston,Flora,,species,Dicotyledons,Endangered,,Endangered,,2019-03-04,2023-01-16,Endangered,Endangered
502293,Olax stricta,Olax,R. Br.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
502300,Olearia asterotricha,Rough Daisy-bush,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2016-10-24,2023-01-16,Endangered,Endangered
503900,Olearia astroloba,Marble Daisy-bush,Lander & N.G. Walsh,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504782,Olearia brevipedunculata,Rusty Daisy-bush,N.G. Walsh,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503902,Olearia calcarea,Lime Daisy-bush,F. Muell. ex Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503904,Olearia curticoma,Billygoat Daisy-bush,N.G. Walsh,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2016-10-17,2023-01-16,Critically Endangered,Critically Endangered
502306,Olearia frostii,Bogong Daisy-bush,(F. Muell.) J.H. Willis,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
504130,Olearia minor,Satin Daisy-bush,(Benth.) Lander,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502317,Olearia pannosa subsp. cardiophylla,Velvet Daisy-bush,(F. Muell.) D.A. Cooke,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-09-02,2023-01-16,Endangered,Endangered
516678,Olearia passerinoides subsp. glutescens,Shiny Daisy-bush,(Sond.) D.A. Cooke,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-03-27,2023-01-16,Critically Endangered,Critically Endangered
528481,Olearia passerinoides subsp. passerinoides,Slender Daisy-bush,(Turcz.) Benth.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2017-03-27,2023-01-16,Vulnerable,Vulnerable
504780,Olearia phlogopappa subsp. flavescens,Dusty Daisy-bush,(Hutch.) Messina,Flora,,species,Dicotyledons,Endangered,,Rare,,2016-10-24,2023-01-16,Endangered,Endangered
502320,Olearia picridifolia,Rasp Daisy-bush,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
502297,Olearia rugosa subsp. allenderae,Promontory Daisy-bush,(J.H. Willis) Hawke ex Messina,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-10-24,2023-01-16,Endangered,Endangered
502325,Olearia sp. 1,Wimmera Daisy-bush,sensu Walsh & Lander (1999),Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2016-06-06,2023-01-16,Critically Endangered,Critically Endangered
502348,Olearia sp. 2,Peninsula Daisy-bush,sensu Walsh & Lander (1999),Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
901414,Olearia stricta subsp. stricta,Upright Daisy-bush,Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2020-10-07,2023-01-16,Endangered,Endangered
502327,Olearia subspicata,Spiked Daisy-bush,(Hook.) Benth.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
503903,Olearia suffruticosa,Clustered Daisy-bush,D.A. Cooke,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
502295,Olearia tenuifolia,Scented Daisy-bush,(DC.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2015-08-18,2023-01-16,Endangered,Endangered
502329,Olearia tomentosa,Toothed Daisy-bush,(J.C. Wendl.) DC.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502330,Olearia tubuliflora,Rayless Daisy-bush,(Sond. & F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502331,Olearia viscosa,Viscid Daisy-bush,(Labill.) Benth.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-29,2023-01-16,Critically Endangered,Critically Endangered
502347,Ophioglossum polyphyllum,Upright Adder's-tongue,A. Braun,Flora,,species,Fern and allies,Endangered,,Vulnerable,,2016-05-04,2023-01-16,Endangered,Endangered
502346,Ophioglossum reticulatum,Stalked Adder's-tongue,L.,Flora,,species,Fern and allies,Endangered,,Rare,,2016-05-04,2023-01-16,Endangered,Endangered
502356,Oreobolus oxycarpus subsp. oxycarpus,Tuft-rush,S.T. Blake,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502357,Oreobolus pumilio subsp. pumilio,Alpine Tuft-rush,R. Br.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502358,Oreomyrrhis argentea,Silver Caraway,(Hook. f.) Hook. f.,Flora,,species,Dicotyledons,Endangered,,Rare,,2020-04-07,2023-01-16,Endangered,Endangered
502359,Oreomyrrhis brevipes,Branched Caraway,Mathias & Constance,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-02-22,2023-01-16,Endangered,Endangered
502362,Oreomyrrhis pulvinifica,Cushion Caraway,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Endangered,,2017-02-22,2023-01-16,Endangered,Endangered
502033,Orianthera pusilla,Tiny Logania,(R. Br.) C.S.P. Foster & B.J. Conn,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2023-01-11,2023-01-16,Vulnerable,Vulnerable
504100,Ornduffia umbricola var. umbricola,Lax Marsh-flower,(Aston) Tippery & Les,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-10-13,2023-01-16,Endangered,Endangered
502366,Orobanche cernua var. australiana,Australian Broomrape,(F. Muell. ex Tate) J.M. Black ex  Beck,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-17,2023-01-16,Endangered,Endangered
506489,Orthotrichum cupulatum var. cupulatum,Limestone Bristle-moss,Hoffm. ex Brid.,Flora,,species,Mosses,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
506823,Orthotrichum hortense,Garden Bristle-moss,Bosw.,Flora,,species,Mosses,Critically Endangered,,Endangered,,2019-03-26,2023-01-16,Critically Endangered,Critically Endangered
506492,Orthotrichum rupestre,Granite Bristle-moss,Schleich. ex Schwaegr.,Flora,,species,Mosses,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502371,Orthrosanthus multiflorus,Morning Flag,Sweet,Flora,,species,Monocotyledons,Endangered,,Rare,,2014-09-19,2023-01-16,Endangered,Endangered
502373,Oschatzia cuneifolia,Wedge Oschatzia,(F. Muell.) Drude,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502385,Oxalis magellanica,Snowdrop Wood-sorrel,G. Forst.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502390,Oxalis rubens,Dune Wood-sorrel,Haw.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
501604,Ozothamnus adnatus,Winged Everlasting,DC.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
501605,Ozothamnus alpinus,Alpine Everlasting,Anderb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
501607,Ozothamnus argophyllus,Spicy Everlasting,(A. Cunn. ex DC.) Anderb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
501623,Ozothamnus rogersianus,Nunniong Everlasting,(J.H. Willis) Anderb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2019-01-15,2023-01-16,Endangered,Endangered
501629,Ozothamnus stirlingii,Ovens Everlasting,(F. Muell.) Anderb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504808,Panicum laevinode,Pepper Grass,Lindl.,Flora,,species,Monocotyledons,Vulnerable,,Vulnerable,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
504806,Panicum queenslandicum var. queenslandicum,Coolibah Grass,Domin,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502408,Panicum simile,Two-colour Panic,Domin,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2012-01-18,2023-01-16,Endangered,Endangered
501215,Pappochroma nitidum,Sticky Fleabane,(S.J. Forbes) G.L. Nesom,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2017-01-11,2023-01-16,Vulnerable,Vulnerable
504483,Pappochroma tasmanicum,Tasmanian Fleabane,(Hook. f.) Hook.f.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-01-11,2023-01-16,Critically Endangered,Critically Endangered
502417,Parantennaria uniceps,Parantennaria,(F. Muell.) Beauverd,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-11-20,2023-01-16,Critically Endangered,Critically Endangered
504107,Parietaria australis,Western Pellitory,(Nees) Blume,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503893,Parietaria cardiostegia,Mallee Pellitory,Greuter,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
503923,Parsonsia eucalyptophylla,Gargaloo,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
502428,Paspalidium gracile,Slender Panic,(R. Br.) Hughes,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2016-11-03,2023-01-16,Vulnerable,Vulnerable
502439,Patersonia sericea var. longifolia,Dwarf Purple-flag,(R. Br.) C. Moore & Betche,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2012-02-10,2023-01-16,Vulnerable,Vulnerable
502445,Pelargonium helmsii,Alpine Stork's-bill,Carolin,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
504812,Pellaea nana,Dwarf Sickle-fern,(Hook.) Bostock,Flora,,species,Fern and allies,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502454,Pentachondra pumila,Carpet Heath,(J.R. & G. Forst.) R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502459,Persoonia arborea,Tree Geebung,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-04-18,2023-01-16,Endangered,Endangered
503921,Persoonia asperula,Mountain Geebung,L.A.S. Johnson & P.H. Weston,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-11-20,2023-01-16,Critically Endangered,Critically Endangered
502460,Persoonia brevifolia,Short-leaf Geebung,(Benth.) L.A.S. Johnson & P.H. Weston,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502464,Persoonia levis,Smooth Geebung,(Cav.) Domin,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502469,Persoonia silvatica,Forest Geebung,L.A.S. Johnson,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502471,Persoonia subvelutina,Velvety Geebung,L.A.S. Johnson,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506500,Petalophyllum preissii,Petalwort,Lehm.,Flora,,species,Liverworts,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502487,Phebalium festivum,Dainty Phebalium,Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
505475,Phebalium glandulosum subsp. macrocalyx,Glandular Phebalium,R.L. Giles,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-06-16,2023-01-16,Critically Endangered,Critically Endangered
505476,Phebalium glandulosum subsp. riparium,Snowy River Phebalium,R.L. Giles,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2015-11-18,2023-01-16,Vulnerable,Vulnerable
504815,Phebalium squamulosum subsp. alpinum,Alpine Phebalium,(Benth.) Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-11-20,2023-01-16,Endangered,Endangered
504816,Phebalium squamulosum subsp. argenteum,Silvery Phebalium,Paul G. Wilson,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-11-20,2023-01-16,Critically Endangered,Critically Endangered
502488,Phebalium squamulosum subsp. ozothamnoides,Mountain Phebalium,(F. Muell.) Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-11-20,2023-01-16,Endangered,Endangered
504817,Phebalium squamulosum subsp. squamulosum,Forest Phebalium,Vent.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502493,Phebalium stenophyllum,Narrow-leaf Phebalium,(Benth.) Maiden & Betche,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504489,Philotheca angustifolia subsp. montana,Narrow-leaf Wax-flower,(Paul G. Wilson) Paul G. Wilson,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2017-11-20,2023-01-16,Vulnerable,Vulnerable
501223,Philotheca difformis subsp. difformis,Small-leaf Wax-flower,(A. Cunn. ex Endl.) Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Endangered,,2016-06-06,2023-01-16,Endangered,Endangered
505950,Philotheca myoporoides subsp. brevipedunculata,Suggan Buggan Wax-flower,M.J. Bayly,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2016-06-06,2023-01-16,Critically Endangered,Critically Endangered
505258,Philotheca myoporoides subsp. euroensis,Euroa Wax-flower,M.J. Bayly,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2018-10-15,2023-01-16,Critically Endangered,Critically Endangered
505382,Philotheca myoporoides subsp. petraea,Mt Stewart Wax-flower,Rozefelds,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-29,2023-01-16,Critically Endangered,Critically Endangered
501229,Philotheca virgata,Tasmanian Wax-flower,(Hook. f.) Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
502494,Philydrum lanuginosum,Woolly Waterlily,Banks & Sol. ex Gaertn.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
502084,Phlegmariurus varius,Long Clubmoss,(R. Br.) A.R. Field & Bostock,Flora,,species,Fern and allies,Critically Endangered,,Vulnerable,,2018-06-04,2023-01-16,Critically Endangered,Critically Endangered
502495,Phlegmatospermum eremaeum,Spreading Cress,(J.M. Black) E.A. Shaw,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2017-11-20,2023-01-16,Vulnerable,Vulnerable
505279,Phyllangium sulcatum,Rock Mitrewort,Dunlop,Flora,,species,Dicotyledons,Extinct,,Presumed extinct,,2010-09-16,2023-01-16,Extinct,Extinct
502499,Phyllanthus australis,Pointed Spurge,Hook. f.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2013-03-16,2023-01-16,Endangered,Endangered
502502,Phyllanthus lacunarius,Lagoon Spurge,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2013-03-16,2023-01-16,Endangered,Endangered
503924,Phyllanthus lacunellus,Sandhill Spurge,Airy Shaw,Flora,,species,Dicotyledons,Endangered,,Rare,,2013-03-16,2023-01-16,Endangered,Endangered
502505,Phyllota remota,Slender Phyllota,J.H. Willis,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505659,Picris barbarorum,Plains Picris,Lindl.,Flora,,species,Dicotyledons,Extinct,,Presumed extinct,,2021-05-06,2023-01-16,Extinct,Extinct
504827,Picris squarrosa,Squat Picris,Steetz,Flora,,species,Dicotyledons,Endangered,,Rare,,2021-05-06,2023-01-16,Endangered,Endangered
504828,Pimelea axiflora subsp. alpina,Alpine Bootlace Bush,(F. Muell. ex Benth.) Threlfall,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
502516,Pimelea biflora,Matted Rice-flower,N.A. Wakef.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502519,Pimelea drupacea,Cherry Rice-flower,Labill.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-11-20,2023-01-16,Critically Endangered,Critically Endangered
502518,Pimelea flava subsp. dichotoma,Diosma Rice-flower,(Schltdl.) Threlfall,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502522,Pimelea hewardiana,Forked Rice-flower,Meisn.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504841,Pimelea ligustrina subsp. ciliata,Fringed Rice-flower,Threlfall,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504818,Pimelea linifolia subsp. caesia,Slender Rice-flower,Threlfall,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504822,Pimelea linifolia subsp. linoides,Slender Rice-flower,(A. Cunn.) Threlfall,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502532,Pimelea pagophila,Grampians Rice-flower,Rye,Flora,,species,Dicotyledons,Endangered,Vulnerable,Vulnerable,,2019-03-04,2023-01-16,Endangered,Endangered
502528,Pimelea pauciflora,Poison Rice-flower,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502531,Pimelea simplex subsp. simplex,Desert Rice-flower,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504824,Pimelea spinescens subsp. pubiflora,Wimmera Rice-flower,Rye,Flora,,species,Dicotyledons,Critically Endangered,Critically Endangered,Endangered,,2019-03-04,2023-01-16,Critically Endangered,Critically Endangered
504823,Pimelea spinescens subsp. spinescens,Spiny Rice-flower,Rye,Flora,,species,Dicotyledons,Critically Endangered,Critically Endangered,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502534,Pimelea treyvaudii,Grey Rice-flower,F. Muell. ex Ewart & B. Rees,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
502536,Pimelea williamsonii,Williamson's Rice-flower,J.M. Black,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
502542,Pittosporum revolutum,Rough-fruit Pittosporum,Dryand. ex W.T. Aiton,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506526,Plagiochasma rupestre,Cliff Waxwort,(J.R. Forst.) Steph.,Flora,,species,Liverworts,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506533,Plagiomnium novae-zealandiae,Thyme Moss,(Colenso) T.J. Kop.,Flora,,species,Mosses,Endangered,,Rare,,2020-01-10,2023-01-16,Endangered,Endangered
502548,Plantago alpestris,Veined Plantain,"B.G. Briggs, Carolin & Pulley",Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
502559,Plantago glacialis,Small Star-plantain,"B.G. Briggs, Carolin & Pulley",Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
502563,Plantago muelleri,Star Plantain,Pilg.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-11-20,2023-01-16,Critically Endangered,Critically Endangered
502567,Platylobium alternifolium,Victorian Flat-pea,F. Muell.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2019-03-04,2023-01-16,Vulnerable,Vulnerable
528676,Platylobium infecundum,Famine Flat-pea,I. Thomps.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2018-10-15,2023-01-16,Critically Endangered,Critically Endangered
528675,Platylobium reflexum,Victorian Flat-pea,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Rare,,2019-03-04,2023-01-16,Endangered,Endangered
528677,Platylobium rotundum,Penny-leaf Flat-pea,I. Thomps.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2018-10-29,2023-01-16,Endangered,Endangered
502571,Platysace ericoides,Heath Platysace,(Sieber ex DC.) C. Norman,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502574,Plectorrhiza tridentata,Tangle Orchid,(Lindl.) Dockrill,Flora,,species,Monocotyledons,Critically Endangered,,Rare,,2021-10-18,2023-01-16,Critically Endangered,Critically Endangered
502577,Plinthanthesis paradoxa,Wiry Wallaby-grass,(R. Br.) S.T. Blake,Flora,,species,Monocotyledons,Vulnerable,,Vulnerable,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
502578,Pneumatopteris pennigera,Lime Fern,(G. Forst.) Holttum,Flora,,species,Fern and allies,Endangered,,Endangered,,2017-11-20,2023-01-16,Endangered,Endangered
501361,Poa billardierei,Coast Fescue,(Spreng.) St.-Yves,Flora,,species,Monocotyledons,Endangered,,Rare,,2013-04-08,2023-01-16,Endangered,Endangered
502585,Poa clivicola,Fine-leaf Snow-grass,Vickery,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502589,Poa drummondiana,Knotted Poa,Nees,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502592,Poa fax,Scaly Poa,J.H. Willis & Court,Flora,,species,Monocotyledons,Endangered,,Rare,,2018-07-11,2023-01-16,Endangered,Endangered
502586,Poa halmaturina,Dwarf Coast Poa,J.M. Black,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
502596,Poa hookeri,Hooker's Tussock-grass,Vickery,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
502583,Poa labillardierei var. acris,Sharp Mountain Tussock-grass,Vickery,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-11-20,2023-01-16,Endangered,Endangered
503890,Poa lowanensis,Mallee Tussock-grass,N.G. Walsh,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504029,Poa orba,Lake Omeo Tussock-grass,N.G. Walsh,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
502603,Poa petrophila,Rock Tussock-grass,Vickery,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
