taxonID,scientificName,vernacularName,Bonn,Listed_Name_Bonn,kingdom,phylum,class,order,family,genus,taxonRemarks,EPBC_Threat_Status,EPBC_Threatened_Species_Listed_Name,EPBC_Threatened_Species_Date_Effective,EPBC_Act_Migratory,CAMBA,Listed_Name_Camba,JAMBA,Listed_Name_Jamba,ROKAMBA,Listed_Name_Rokamba,Marine_Status,Listed_Name_Marine,Cetacean,Finalised_Priority_Assessment_List_FPAL_,Listed_Name_FPAL,Conservation_Advice,Recovery_Plan,Recovery_Plan_Decisions,status
879,Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",B2C,Charadrius mongolus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,birds,Endangered,Charadrius mongolus,05-MAY-2016,Listed,Listed,Charadrius mongolus,Listed,Charadrius mongolus,Listed,Charadrius mongolus,Listed,Charadrius mongolus,,Completed,Charadrius mongolus,05-May-16,,Recovery Plan not required,Bonn Convention Listed
882,Charadrius veredus,"Oriental Plover, Oriental Dotterel",B2C,Charadrius veredus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,birds,,,,Listed,Listed,Charadrius veredus,Listed,Charadrius veredus,Listed,Charadrius veredus,Listed - overfly marine area,Charadrius veredus,,,,,,,Bonn Convention Listed
1765,Chelonia mydas,Green Turtle,"B1, B2C",Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,reptiles,Vulnerable,Chelonia mydas,16-JUL-2000,Listed as Cheloniidae,,,,,,,Listed,Chelonia mydas,,,,,03-Jun-17,Recovery Plan required,Bonn Convention Listed
1774,Crocodylus porosus,"Salt-water Crocodile, Estuarine Crocodile",B2,Crocodylus porosus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,reptiles,,,,Listed,,,,,,,Listed,Crocodylus porosus,,,,,,,Bonn Convention Listed
1768,Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth","B1, B2C",Dermochelys coriacea,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,reptiles,Endangered,Dermochelys coriacea,08-JAN-2009,Listed as Dermochelidae,,,,,,,Listed,Dermochelys coriacea,,Completed,Dermochelys coriacea,08-Jan-09,03-Jun-17,Recovery Plan required,Bonn Convention Listed
64405,Diomedea amsterdamensis,Amsterdam Albatross,B1,Diomedea amsterdamensis,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Endangered,Diomedea amsterdamensis,16-JUL-2000,Listed,,,,,,,Listed,Diomedea amsterdamensis,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
64458,Diomedea antipodensis,Antipodean Albatross,B2,Diomedea antipodensis,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Vulnerable,Diomedea antipodensis,16-JUL-2000,Listed,,,,,,,Listed,Diomedea antipodensis,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
66471,Diomedea dabbenena,Tristan Albatross,B2,Diomedea dabbenena,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Endangered,Diomedea dabbenena,16-JUL-2000,Listed,,,,,,,Listed,Diomedea dabbenena,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
89221,Diomedea epomophora,Southern Royal Albatross,B2,Diomedea epomophora,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Vulnerable,Diomedea epomophora,16-JUL-2000,Listed,,,,,,,Listed,Diomedea epomophora,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
89223,Diomedea exulans,Wandering Albatross,B2,Diomedea exulans,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Vulnerable,Diomedea exulans,16-JUL-2000,Listed,,,,,,,Listed,Diomedea exulans,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
64456,Diomedea sanfordi,Northern Royal Albatross,B2,Diomedea sanfordi,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,Endangered,Diomedea sanfordi,16-JUL-2000,Listed,,,,,,,Listed,Diomedea sanfordi,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
28,Dugong dugon,Dugong,B2,Dugong dugon,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,mammals,,,,Listed,,,,,,,Listed,Dugong dugon,,,,,,,Bonn Convention Listed
1766,Eretmochelys imbricata,Hawksbill Turtle,"B1, B2C",Eretmochelys imbricata,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,reptiles,Vulnerable,Eretmochelys imbricata,16-JUL-2000,Listed as Cheloniidae,,,,,,,Listed,Eretmochelys imbricata,,,,,03-Jun-17,Recovery Plan required,Bonn Convention Listed
40,Eubalaena australis,Southern Right Whale,B1,Eubalaena australis,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,mammals,Endangered,Eubalaena australis,16-JUL-2000,Listed,,,,,,,,,Cetacean,,,,26-Feb-13,Recovery Plan required,Bonn Convention Listed
863,Gallinago hardwickii,"Latham's Snipe, Japanese Snipe",B2C,Gallinago hardwickii,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,birds,,,,Listed,,,Listed,Gallinago hardwickii,Listed,Gallinago hardwickii,Listed - overfly marine area,Gallinago hardwickii,,30/10/2022,Gallinago hardwickii,,,,Bonn Convention Listed
864,Gallinago megala,Swinhoe's Snipe,B2C,Gallinago megala,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,birds,,,,Listed,Listed,Gallinago megala,Listed,Gallinago megala,Listed,Gallinago megala,Listed - overfly marine area,Gallinago megala,,,,,,,Bonn Convention Listed
841,Gallinago stenura,Pin-tailed Snipe,B2C,Gallinago stenura,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,birds,,,,Listed,Listed,Gallinago stenura,Listed,Gallinago stenura,Listed,Gallinago stenura,Listed - overfly marine area,Gallinago stenura,,,,,,,Bonn Convention Listed
79073,Isurus oxyrinchus,"Shortfin Mako, Mako Shark",B2,Isurus oxyrinchus,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,sharks,,,,Listed,,,,,,,,,,Completed,Isurus oxyrinchus,,,,Bonn Convention Listed
82947,Isurus paucus,Longfin Mako,B2,Isurus paucus,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
78919,Lagenodelphis hosei SE Asian population,"Fraser's Dolphin, Sarawak Dolphin",B2,Lagenodelphis hosei SE Asian population,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenodelphis,mammals,,,,Listed,,,,,,,,,Cetacean,,,,,,Bonn Convention Listed
43,Lagenorhynchus obscurus,Dusky Dolphin,B2,Lagenorhynchus obscurus,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,mammals,,,,Listed,,,,,,,,,Cetacean,,,,,,Bonn Convention Listed
83288,Lamna nasus,"Porbeagle, Mackerel Shark",B2,Lamna nasus,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Lamna,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle","B1, B2C",Lepidochelys olivacea,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,reptiles,Endangered,Lepidochelys olivacea,16-JUL-2000,Listed as Cheloniidae,,,,,,,Listed,Lepidochelys olivacea,,,,,03-Jun-17,Recovery Plan required,Bonn Convention Listed
842,Limicola falcinellus,Broad-billed Sandpiper,B2C,Limicola falcinellus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,birds,,,,Listed,Listed,Limicola falcinellus,Listed,Limicola falcinellus,Listed,Limicola falcinellus,Listed - overfly marine area,Limicola falcinellus,,,,,,,Bonn Convention Listed
843,Limnodromus semipalmatus,Asian Dowitcher,B2C,Limnodromus semipalmatus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,birds,,,,Listed,Listed,Limnodromus semipalmatus,Listed,Limnodromus semipalmatus,Listed,Limnodromus semipalmatus,Listed - overfly marine area,Limnodromus semipalmatus,,30/10/2022,Limnodromus semipalmatus,,,,Bonn Convention Listed
844,Limosa lapponica,Bar-tailed Godwit,B2C,Limosa lapponica,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,birds,,,,Listed,Listed,Limosa lapponica,Listed,Limosa lapponica,Listed,Limosa lapponica,Listed,Limosa lapponica,,,,,,,Bonn Convention Listed
845,Limosa limosa,Black-tailed Godwit,B2C,Limosa limosa,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,birds,,,,Listed,Listed,Limosa limosa,Listed,Limosa limosa,Listed,Limosa limosa,Listed - overfly marine area,Limosa limosa,,30/10/2022,Limosa limosa,,,,Bonn Convention Listed
1060,Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",B2,Macronectes giganteus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,birds,Endangered,Macronectes giganteus,04-APR-2001,Listed,,,,,,,Listed,Macronectes giganteus,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
1061,Macronectes halli,Northern Giant Petrel,B2,Macronectes halli,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,birds,Vulnerable,Macronectes halli,04-APR-2001,Listed,,,,,,,Listed,Macronectes halli,,,,,25-May-11,Recovery Plan required,Bonn Convention Listed
38,Megaptera novaeangliae,Humpback Whale,B1,Megaptera novaeangliae,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,mammals,,,,Listed,,,,,,,,,Cetacean,Completed,Megaptera novaeangliae,,,Recovery Plan not required,Bonn Convention Listed
90033,Mobula alfredi,"Reef Manta Ray, Coastal Manta Ray","B1, B2",Manta alfredi,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Mobula,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
90034,Mobula birostris,Giant Manta Ray,"B1, B2",Manta birostris,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Mobula,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
91487,Mobula eregoodoo,"Pygmy Devilray, Longhorned Pygmy Devil Ray","B1, B2",Mobula eregoodootenkee,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Mobula,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
91305,Mobula mobular,"Japanese Devilray, Spinetail Devil Ray","B1, B2",Mobula japanica,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Mobula,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
88191,Mobula thurstoni,Bentfin Devilray,"B1, B2",Mobula thurstoni,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Mobula,sharks,,,,Listed,,,,,,,,,,,,,,,Bonn Convention Listed
607,Monarcha frater,Black-winged Monarch,B2C,Monarcha frater,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Monarcha,birds,,,,Listed as Muscicapidae,,,,,,,Listed - overfly marine area,Monarcha frater,,,,,,,Bonn Convention Listed
609,Monarcha melanopsis,Black-faced Monarch,B2C,Monarcha melanopsis,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Monarcha,birds,,,,Listed as Muscicapidae,,,,,,,Listed - overfly marine area,Monarcha melanopsis,,,,,,,Bonn Convention Listed
612,Myiagra cyanoleuca,Satin Flycatcher,B2C,Myiagra cyanoleuca,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Myiagra,birds,,,,Listed as Muscicapidae,,,,,,,Listed - overfly marine area,Myiagra cyanoleuca,,,,,,,Bonn Convention Listed
