taxonRank,kingdom,class,order,family,genus,scientificName,specificEpithet,vernacularName,establishmentMeans,sourceStatus,protectedInNSW,sensitivityClass,tsprofileid,countryConservation,dcterms_modified,speciesID,taxonID,status
Species,Animalia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria fusca,fusca,Sooty Albatross,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10915.0,Vulnerable,2011-11-11T11:23:08+11:00,1047,1047,Vulnerable
Species,Animalia,Reptilia,Squamata,Typhlopidae,Ramphotyphlops,Ramphotyphlops endoterus,endoterus,Interior Blind Snake,"Alive in NSW, Native",Endangered,true,Not Sensitive,10725.0,Not Listed,2018-10-26T16:17:37.403+11:00,1053,1053,Endangered
Species,Animalia,Mammalia,Diprotodonta,Macropodidae,Macropus,Macropus parma,parma,Parma Wallaby,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10501.0,Not Listed,2011-11-11T11:23:06+11:00,1061,1061,Vulnerable
Species,Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Dasyurus geoffroii,geoffroii,Western Quoll,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20183.0,Vulnerable,2012-08-05T13:29:13.003+10:00,1108,1108,Extinct
Species,Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Dasyurus viverrinus,viverrinus,Eastern Quoll,"Alive in NSW, Native",Endangered,true,Not Sensitive,10920.0,Endangered,2020-01-22T14:06:48.713+11:00,1109,1109,Endangered
Species,Animalia,Mammalia,Diprotodonta,Potoroidae,Potorous,Potorous tridactylus,tridactylus,Long-nosed Potoroo,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10662.0,Vulnerable,2011-11-11T11:23:10+11:00,1118,1118,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Pseudocheiridae,Petauroides,Petauroides volans,volans,Greater Glider,"Alive in NSW, Native",Endangered,true,Not Sensitive,20306.0,Endangered,2022-05-12T15:50:46.53+10:00,1120,1120,Endangered
Species,Animalia,Reptilia,Squamata,Pythonidae,Aspidites,Aspidites ramsayi,ramsayi,Woma,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10069.0,Not Listed,2011-11-11T11:23:00+11:00,1129,1129,Vulnerable
Subspecies,Animalia,Aves,Psittaciformes,Psittacidae,Cyclopsitta,Cyclopsitta diophthalma coxeni,diophthalma,Coxen's Fig-Parrot,"Alive in NSW, Native",Critically Endangered,true,Category 2,10195.0,Endangered,2017-05-31T10:50:40.32+10:00,1135,1135,Critically Endangered
Species,Animalia,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,fuliginosus,Sooty Oystercatcher,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10385.0,Not Listed,2011-11-11T11:23:04+11:00,1145,1145,Vulnerable
Species,Animalia,Aves,Falconiformes,Accipitridae,Hieraaetus,Hieraaetus morphnoides,morphnoides,Little Eagle,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20131.0,Not Listed,2012-08-05T13:29:13.003+10:00,1155,1155,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Petauridae,Petaurus,Petaurus norfolcensis,norfolcensis,Squirrel Glider,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10604.0,Not Listed,2011-11-11T11:23:06+11:00,1159,1159,Vulnerable
Subspecies,Animalia,Aves,Passeriformes,Artamidae,Strepera,Strepera graculina crissalis,graculina,Pied Currawong (Lord Howe Is. subsp.),"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10897.0,Vulnerable,2011-11-11T11:23:07+11:00,1165,1165,Vulnerable
Species,Animalia,Aves,Charadriiformes,Jacanidae,Irediparra,Irediparra gallinacea,gallinacea,Comb-crested Jacana,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10435.0,Not Listed,2011-11-11T11:23:04+11:00,1168,1168,Vulnerable
Species,Animalia,Aves,Galliformes,Megapodiidae,Leipoa,Leipoa ocellata,ocellata,Malleefowl,"Alive in NSW, Native",Endangered,true,Not Sensitive,10459.0,Vulnerable,2011-11-11T11:23:05+11:00,1182,1182,Endangered
Species,Animalia,Mammalia,Diprotodonta,Potoroidae,Potorous,Potorous longipes,longipes,Long-footed Potoroo,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10661.0,Endangered,2020-01-22T14:07:49.447+11:00,1193,1193,Critically Endangered
Species,Animalia,Aves,Passeriformes,Pomatostomidae,Pomatostomus,Pomatostomus halli,halli,Hall's Babbler,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10659.0,Not Listed,2011-11-11T11:23:09+11:00,1194,1194,Vulnerable
Species,Animalia,Aves,Falconiformes,Accipitridae,Lophoictinia,Lophoictinia isura,isura,Square-tailed Kite,"Alive in NSW, Native",Vulnerable,true,Category 3,10495.0,Not Listed,2022-05-12T15:58:25.197+10:00,1201,1201,Vulnerable
Species,Animalia,Aves,Gruiformes,Gruidae,Grus,Grus rubicunda,rubicunda,Brolga,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10382.0,Not Listed,2011-11-11T11:23:04+11:00,1208,1208,Vulnerable
Species,Animalia,Aves,Falconiformes,Accipitridae,Erythrotriorchis,Erythrotriorchis radiatus,radiatus,Red Goshawk,"Alive in NSW, Native",Critically Endangered,true,Category 2,10279.0,Vulnerable,2012-07-30T12:40:50.847+10:00,1220,1220,Critically Endangered
Species,Animalia,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna carneipes,carneipes,Flesh-footed Shearwater,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10896.0,Not Listed,2011-12-22T11:33:40.677+11:00,1223,1223,Vulnerable
Species,Animalia,Aves,Psittaciformes,Cacatuidae,Lophochroa,Lophochroa leadbeateri,leadbeateri,Major Mitchell's Cockatoo,"Alive in NSW, Native",Vulnerable,true,Category 2,10116.0,Not Listed,2011-12-22T12:05:55.11+11:00,1225,1225,Vulnerable
Species,Animalia,Aves,Falconiformes,Falconidae,Falco,Falco subniger,subniger,Black Falcon,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20269.0,Not Listed,2013-04-12T07:15:30.837+10:00,1238,1238,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Potoroidae,Bettongia,Bettongia gaimardi,gaimardi,Tasmanian Bettong,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20191.0,Extinct,2012-08-05T13:29:13.003+10:00,1242,1242,Extinct
Species,Animalia,Aves,Falconiformes,Accipitridae,Circus,Circus assimilis,assimilis,Spotted Harrier,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20134.0,Not Listed,2012-08-05T13:29:13.003+10:00,1257,1257,Vulnerable
Species,Animalia,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus assimilis,assimilis,Little Shearwater,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10895.0,Not Listed,2011-11-11T11:23:07+11:00,1261,1261,Vulnerable
Species,Animalia,Aves,Passeriformes,Meliphagidae,Manorina,Manorina melanotis,melanotis,Black-eared Miner,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10505.0,Endangered,2011-11-11T11:23:06+11:00,1284,1284,Critically Endangered
Species,Animalia,Reptilia,Squamata,Elapidae,Hoplocephalus,Hoplocephalus bitorquatus,bitorquatus,Pale-headed Snake,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10412.0,Not Listed,2011-11-11T11:23:04+11:00,1292,1292,Vulnerable
Species,Animalia,Aves,Passeriformes,Menuridae,Menura,Menura alberti,alberti,Albert's Lyrebird,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10525.0,Not Listed,2011-11-11T11:23:06+11:00,1297,1297,Vulnerable
Species,Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis leucopus,leucopus,White-footed Dunnart,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10758.0,Not Listed,2011-11-11T11:23:10+11:00,1303,1303,Vulnerable
Species,Animalia,Aves,Anseriformes,Anatidae,Stictonetta,Stictonetta naevosa,naevosa,Freckled Duck,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10771.0,Not Listed,2011-11-11T11:23:11+11:00,1304,1304,Vulnerable
Species,Animalia,Aves,Passeriformes,Atrichornithidae,Atrichornis,Atrichornis rufescens,rufescens,Rufous Scrub-bird,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10076.0,Not Listed,2011-11-11T11:23:00+11:00,1305,1305,Vulnerable
Species,Animalia,Aves,Anseriformes,Anatidae,Oxyura,Oxyura australis,australis,Blue-billed Duck,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10580.0,Not Listed,2011-11-11T11:23:06+11:00,1330,1330,Vulnerable
Species,Animalia,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus lathami,lathami,Glossy Black-Cockatoo,"Alive in NSW, Native",Vulnerable,true,Category 2,10140.0,Vulnerable,2011-11-11T11:23:00+11:00,1332,1332,Vulnerable
Species,Animalia,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion fuscata,fuscata,Sooty Tern,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10770.0,Not Listed,2011-12-22T12:03:07.96+11:00,1333,1333,Vulnerable
Species,Animalia,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba,alba,Sanderling,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10127.0,Not Listed,2012-09-04T16:11:56.84+10:00,1335,1335,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Macropodidae,Petrogale,Petrogale xanthopus,xanthopus,Yellow-footed Rock-wallaby,"Alive in NSW, Native",Endangered,true,Not Sensitive,10606.0,Vulnerable,2011-11-11T11:23:07+11:00,1360,1360,Endangered
Species,Animalia,Aves,Charadriiformes,Scolopacidae,Xenus,Xenus cinereus,cinereus,Terek Sandpiper,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10843.0,Not Listed,2012-09-04T16:12:44.033+10:00,1364,1364,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Vombatidae,Lasiorhinus,Lasiorhinus latifrons,latifrons,Southern Hairy-nosed Wombat,"Alive in NSW, Native",Endangered,true,Not Sensitive,10453.0,Not Listed,2011-11-11T11:23:05+11:00,1374,1374,Endangered
Species,Animalia,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius mongolus,mongolus,Lesser Sand-plover,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10162.0,Endangered,2012-09-04T16:13:31.67+10:00,1382,1382,Vulnerable
Species,Animalia,Amphibia,Anura,Myobatrachidae,Mixophyes,Mixophyes balbus,balbus,Stuttering Frog,"Alive in NSW, Native",Endangered,true,Category 2,10536.0,Vulnerable,2011-11-11T11:23:05+11:00,1398,1398,Endangered
Species,Animalia,Amphibia,Anura,Hylidae,Litoria,Litoria castanea,castanea,Yellow-spotted Tree Frog,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10486.0,Endangered,2017-01-23T11:12:52.667+11:00,1404,1404,Critically Endangered
Species,Animalia,Amphibia,Anura,Myobatrachidae,Mixophyes,Mixophyes fleayi,fleayi,Fleay's Barred Frog,"Alive in NSW, Native",Endangered,true,Category 2,10537.0,Endangered,2011-11-11T11:23:05+11:00,1409,1409,Endangered
Species,Animalia,Amphibia,Anura,Hylidae,Litoria,Litoria olongburensis,olongburensis,Olongburra Frog,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10489.0,Vulnerable,2011-11-11T11:23:05+11:00,1411,1411,Vulnerable
Species,Animalia,Aves,Passeriformes,Neosittidae,Daphoenositta,Daphoenositta chrysoptera,chrysoptera,Varied Sittella,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20135.0,Not Listed,2022-05-12T15:55:47.82+10:00,1413,1413,Vulnerable
Species,Animalia,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus brooksi,brooksi,Wedgesnout Ctenotus,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10189.0,Not Listed,2011-11-11T11:23:02+11:00,1437,1437,Vulnerable
Species,Animalia,Amphibia,Anura,Limnodynastidae,Philoria,Philoria sphagnicolus,sphagnicolus,Sphagnum Frog,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10620.0,Not Listed,2021-02-01T18:08:25.88+11:00,1442,1442,Vulnerable
Species,Animalia,Aves,Passeriformes,Acanthizidae,Hylacola,Hylacola cautus,cautus,Shy Heathwren,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10125.0,Not Listed,2011-12-22T12:12:51.703+11:00,1450,1450,Vulnerable
Species,Animalia,Reptilia,Squamata,Scincidae,Eulamprus,Eulamprus leuraensis,leuraensis,Blue Mountains Water Skink,"Alive in NSW, Native",Endangered,true,Not Sensitive,10322.0,Endangered,2018-03-12T15:57:05.613+11:00,1455,1455,Endangered
Species,Animalia,Aves,Passeriformes,Meliphagidae,Grantiella,Grantiella picta,picta,Painted Honeyeater,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10357.0,Vulnerable,2011-11-11T11:23:03+11:00,1456,1456,Vulnerable
Species,Animalia,Mammalia,Proboscidea,Dugongidae,Dugong,Dugong dugon,dugon,Dugong,"Alive in NSW, Native",Endangered,true,Not Sensitive,10909.0,Not Listed,2011-11-11T11:23:08+11:00,1470,1470,Endangered
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Phoniscus,Phoniscus papuensis,papuensis,Golden-tipped Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10444.0,Not Listed,2019-07-04T02:36:59.663+10:00,1491,1491,Vulnerable
Species,Animalia,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys pilligaensis,pilligaensis,Pilliga Mouse,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10690.0,Vulnerable,2011-11-11T11:23:07+11:00,1492,1492,Vulnerable
Subspecies,Animalia,Aves,Psittaciformes,Psittacidae,Polytelis,Polytelis anthopeplus monarchoides,anthopeplus,Regent Parrot (eastern subspecies),"Alive in NSW, Native",Endangered,true,Category 3,10644.0,Vulnerable,2011-11-11T11:23:09+11:00,1504,1504,Endangered
Species,Animalia,Mammalia,Rodentia,Muridae,Notomys,Notomys mitchellii,mitchellii,Mitchell's Hopping-mouse,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20204.0,Not Listed,2020-01-22T14:15:39.917+11:00,1506,1506,Extinct
Species,Animalia,Mammalia,Pinnipedia,Otariidae,Arctocephalus,Arctocephalus forsteri,forsteri,New Zealand Fur-seal,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10903.0,Not Listed,2011-11-11T11:23:08+11:00,1508,1508,Vulnerable
Species,Animalia,Amphibia,Anura,Limnodynastidae,Philoria,Philoria kundagungan,kundagungan,Mountain Frog,"Alive in NSW, Native",Endangered,true,Category 2,10618.0,Endangered,2021-02-01T18:08:25.49+11:00,1510,1510,Endangered
Species,Animalia,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys gracilicaudatus,gracilicaudatus,Eastern Chestnut Mouse,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10687.0,Not Listed,2011-11-11T11:23:11+11:00,1524,1524,Vulnerable
Species,Animalia,Aves,Passeriformes,Psophodidae,Cinclosoma,Cinclosoma castanotum,castanotum,Chestnut Quail-thrush,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10168.0,Not Listed,2011-12-22T12:17:09.373+11:00,1529,1529,Vulnerable
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,Nyctophilus bifax,bifax,Eastern Long-eared Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10567.0,Not Listed,2011-11-11T11:23:06+11:00,1552,1552,Vulnerable
Species,Animalia,Mammalia,Rodentia,Muridae,Conilurus,Conilurus albipes,albipes,White-footed Tree-rat,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20199.0,Extinct,2012-08-05T13:29:13.003+10:00,1557,1557,Extinct
Species,Animalia,Reptilia,Squamata,Pygopodidae,Aprasia,Aprasia inaurita,inaurita,Mallee Worm-lizard,"Alive in NSW, Native",Endangered,true,Not Sensitive,10060.0,Not Listed,2011-11-11T11:23:00+11:00,1566,1566,Endangered
Species,Animalia,Mammalia,Chiroptera,Emballonuridae,Saccolaimus,Saccolaimus flaviventris,flaviventris,Yellow-bellied Sheathtail-bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10741.0,Not Listed,2011-11-11T11:23:10+11:00,1567,1567,Vulnerable
Species,Animalia,Amphibia,Anura,Limnodynastidae,Heleioporus,Heleioporus australiacus,australiacus,Giant Burrowing Frog,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10398.0,Vulnerable,2021-02-01T18:08:20.09+11:00,1571,1571,Vulnerable
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Scoteanax,Scoteanax rueppellii,rueppellii,Greater Broad-nosed Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10748.0,Not Listed,2011-11-11T11:23:10+11:00,1587,1587,Vulnerable
Species,Animalia,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne australis,australis,Red-crowned Toadlet,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10692.0,Not Listed,2011-11-11T11:23:07+11:00,1593,1593,Vulnerable
Species,Animalia,Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis lineata,lineata,Canberra Grassland Earless Dragon,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10817.0,Endangered,2022-07-05T03:07:31.48+10:00,1598,1598,Critically Endangered
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Falsistrellus,Falsistrellus tasmaniensis,tasmaniensis,Eastern False Pipistrelle,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10331.0,Not Listed,2011-11-11T11:23:03+11:00,1636,1636,Vulnerable
Species,Animalia,Aves,Passeriformes,Campephagidae,Coracina,Coracina lineata,lineata,Barred Cuckoo-shrike,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10176.0,Not Listed,2011-11-11T11:23:01+11:00,1644,1644,Vulnerable
Species,Animalia,Aves,Passeriformes,Acanthizidae,Pyrrholaemus,Pyrrholaemus brunneus,brunneus,Redthroat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10721.0,Not Listed,2011-11-11T11:23:09+11:00,1657,1657,Vulnerable
Species,Animalia,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala rufogularis,rufogularis,Red-lored Whistler,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10584.0,Vulnerable,2011-12-22T14:57:05.56+11:00,1660,1660,Critically Endangered
Species,Animalia,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus poliocephalus,poliocephalus,Grey-headed Flying-fox,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10697.0,Vulnerable,2011-11-11T11:23:07+11:00,1665,1665,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Macropodidae,Macropus,Macropus dorsalis,dorsalis,Black-striped Wallaby,"Alive in NSW, Native",Endangered,true,Not Sensitive,10500.0,Not Listed,2011-11-11T11:23:06+11:00,1671,1671,Endangered
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus picatus,picatus,Little Pied Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10159.0,Not Listed,2011-11-11T11:23:01+11:00,1684,1684,Vulnerable
Species,Animalia,Aves,Passeriformes,Meliphagidae,Certhionyx,Certhionyx variegatus,variegatus,Pied Honeyeater,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10156.0,Not Listed,2011-11-11T11:23:01+11:00,1690,1690,Vulnerable
Species,Animalia,Amphibia,Anura,Hylidae,Litoria,Litoria brevipalmata,brevipalmata,Green-thighed Frog,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10485.0,Not Listed,2011-11-11T11:23:05+11:00,1706,1706,Vulnerable
Species,Animalia,Amphibia,Anura,Myobatrachidae,Mixophyes,Mixophyes iteratus,iteratus,Giant Barred Frog,"Alive in NSW, Native",Endangered,true,Category 2,10538.0,Endangered,2011-11-11T11:23:05+11:00,1710,1710,Endangered
Species,Animalia,Reptilia,Squamata,Gekkonidae,Christinus,Christinus guentheri,guentheri,Lord Howe Island Southern Gecko,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10879.0,Vulnerable,2011-11-11T11:23:11+11:00,1742,1742,Vulnerable
Species,Animalia,Aves,Passeriformes,Meliphagidae,Epthianura,Epthianura albifrons,albifrons,White-fronted Chat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20143.0,Not Listed,2013-12-20T15:14:03+11:00,1760,1760,Vulnerable
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus nigrogriseus,nigrogriseus,Hoary Wattled Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10158.0,Not Listed,2011-11-11T11:23:01+11:00,1765,1765,Vulnerable
Species,Animalia,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys desertor,desertor,Desert Mouse,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,20119.0,Not Listed,2011-11-11T11:22:58+11:00,1776,1776,Critically Endangered
Species,Animalia,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus cratitius,cratitius,Purple-gaped Honeyeater,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10476.0,Not Listed,2011-11-11T11:23:05+11:00,1785,1785,Vulnerable
Species,Animalia,Mammalia,Rodentia,Muridae,Notomys,Notomys fuscus,fuscus,Dusky Hopping-mouse,Not Known from NSW,Endangered,true,Not Sensitive,10563.0,Vulnerable,2011-11-11T11:23:06+11:00,1802,1802,Endangered
Species,Animalia,Mammalia,Rodentia,Muridae,Rattus,Rattus villosissimus,villosissimus,Long-haired Rat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10729.0,Not Listed,2011-11-11T11:23:09+11:00,1803,1803,Vulnerable
Species,Animalia,Amphibia,Anura,Hylidae,Litoria,Litoria piperata,piperata,Peppered Tree Frog,"Alive in NSW, Native",Critically Endangered,true,Not Sensitive,10490.0,Vulnerable,2021-03-05T12:28:11.287+11:00,1823,1823,Critically Endangered
Species,Animalia,Aves,Passeriformes,Petroicidae,Petroica,Petroica rodinogaster,rodinogaster,Pink Robin,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10607.0,Not Listed,2011-11-11T11:23:07+11:00,1824,1824,Vulnerable
Species,Animalia,Reptilia,Squamata,Scincidae,Coeranoscincus,Coeranoscincus reticulatus,reticulatus,Three-toed Snake-tooth Skink,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10172.0,Vulnerable,2011-12-22T14:59:25.693+11:00,1841,1841,Vulnerable
Species,Animalia,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys oralis,oralis,Hastings River Mouse,"Alive in NSW, Native",Endangered,true,Not Sensitive,10689.0,Endangered,2011-11-11T11:23:07+11:00,1863,1863,Endangered
