Taxon_Id,Kingdom,Class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,EPBC_status,Significant,Confidential,Endemicity,status
12084,plants,land plants,Athyriaceae,Diplazium cordifolium,,Blume,V,V,Y,Y,QI,Vulnerable
12083,plants,land plants,Athyriaceae,Diplazium pallidum,,(Blume) T.Moore,E,E,Y,Y,QI,Endangered
34929,plants,land plants,Athyriaceae,Diplazium squamuligerum,,(Rosenst.) Parris,CR,,Y,Y,Q,Critically endangered
11190,plants,land plants,Bignoniaceae,Dolichandrone spathacea,,(L.f.) K.Schum.,NT,,Y,N,QAI,Near threatened
11149,plants,land plants,Bignoniaceae,Neosepicaea viticoides,,Diels,NT,,Y,N,QI,Near threatened
16064,plants,land plants,Bignoniaceae,Tecomanthe hillii,Fraser Island creeper,(F.Muell.) Steenis,NT,,Y,N,Q,Near threatened
17868,plants,land plants,Blandfordiaceae,Blandfordia grandiflora,christmas bells,R.Br.,E,,Y,N,QA,Endangered
41596,plants,land plants,Blechnaceae,Blechnum reticulatum,,R.K.Wilson & Bayly,NT,,Y,Y,Q,Near threatened
36285,plants,land plants,Boraginaceae,Ehretia microphylla,,Lam.,V,,Y,N,QI,Vulnerable
2265,plants,land plants,Boryaceae,Borya inopinata,Stewart Range pincushion lily,P.I.Forst. & E.J.Thomps.,CR,,Y,N,Q,Critically endangered
17865,plants,land plants,Brownlowiaceae,Berrya rotundifolia,,Domin,V,,Y,N,Q,Vulnerable
12652,plants,land plants,Brownlowiaceae,Brownlowia argentata,,Kurz,NT,,Y,N,QI,Near threatened
19767,plants,land plants,Burseraceae,Canarium acutifolium,,(DC.) Merr.,V,V,Y,N,U,Vulnerable
13979,plants,land plants,Burseraceae,Canarium acutifolium var. acutifolium,,(DC.) Merr.,V,V,Y,N,QI,Vulnerable
30590,plants,land plants,Byttneriaceae,Commersonia beeronensis,,Guymer,CR,,Y,N,Q,Critically endangered
31105,plants,land plants,Byttneriaceae,Commersonia inglewoodensis,,Guymer,CR,,Y,N,Q,Critically endangered
30581,plants,land plants,Byttneriaceae,Commersonia leiperi,Leiper's commersonia,Guymer,E,,Y,N,Q,Endangered
30649,plants,land plants,Byttneriaceae,Commersonia pearnii,,Guymer,CR,,Y,N,Q,Critically endangered
31104,plants,land plants,Byttneriaceae,Commersonia perkinsiana,headland commersonia,Guymer,CR,,Y,N,Q,Critically endangered
30720,plants,land plants,Byttneriaceae,Commersonia reticulata,,Guymer,V,,Y,N,Q,Vulnerable
7361,plants,land plants,Byttneriaceae,Lasiopetalum sp. (Proston J.A.Baker 17),Proston velvet bush,,E,CE,Y,N,Q,Endangered
15560,plants,land plants,Calophyllaceae,Calophyllum bicolor,,P.F.Stevens,V,V,Y,N,QI,Vulnerable
39885,plants,land plants,Calophyllaceae,Kayea larnachiana,,F.Muell.,V,,Y,N,Q,Vulnerable
15236,plants,land plants,Calophyllaceae,Mammea touriga,brown touriga,(C.T.White & W.D.Francis) L.S.Sm.,NT,,Y,N,Q,Near threatened
41358,plants,land plants,Campanulaceae,Lobelia fenshamii,,N.G.Walsh & Albr.,E,,Y,N,Q,Endangered
41357,plants,land plants,Campanulaceae,Lobelia fontana,,Albr. & N.G.Walsh,CR,,Y,N,Q,Critically endangered
16765,plants,land plants,Campanulaceae,Lobelia membranacea,,R.Br.,NT,,Y,N,Q,Near threatened
8347,plants,land plants,Campanulaceae,Wahlenbergia scopulicola,,Carolin ex P.J.Sm.,V,,Y,N,QA,Vulnerable
32526,plants,land plants,Capparaceae,Capparis batianoffii,,Guymer,V,,Y,N,Q,Vulnerable
9497,plants,land plants,Capparaceae,Capparis humistrata,,(F.Muell.) F.Muell.,E,,Y,N,Q,Endangered
9794,plants,land plants,Capparaceae,Capparis thozetiana,,(F.Muell.) F.Muell.,V,V,Y,N,Q,Vulnerable
9786,plants,land plants,Casuarinaceae,Allocasuarina emuina,Mt. Emu she-oak,L.A.S.Johnson,E,E,Y,N,Q,Endangered
9743,plants,land plants,Casuarinaceae,Allocasuarina filidens,Mt. Beerwah she-oak,L.A.S.Johnson,V,,Y,N,Q,Vulnerable
9357,plants,land plants,Casuarinaceae,Allocasuarina rigida subsp. exsul,,L.A.S.Johnson,V,,Y,N,Q,Vulnerable
10132,plants,land plants,Casuarinaceae,Allocasuarina rupicola,shrubby she-oak,L.A.S.Johnson,NT,,Y,N,QA,Near threatened
9787,plants,land plants,Casuarinaceae,Allocasuarina thalassoscopica,Mt. Coolum she-oak,L.A.S.Johnson,E,E,Y,N,QA,Endangered
13926,plants,land plants,Casuarinaceae,Gymnostoma australianum,,L.A.S.Johnson,V,,Y,N,Q,Vulnerable
26374,plants,land plants,Celastraceae,Apatophyllum flavovirens,,A.R.Bean & Jessup,CR,,Y,N,Q,Critically endangered
11115,plants,land plants,Celastraceae,Apatophyllum olsenii,,McGill.,E,V,Y,N,Q,Endangered
26373,plants,land plants,Celastraceae,Apatophyllum teretifolium,,A.R.Bean & Jessup,NT,,Y,N,Q,Near threatened
41329,plants,land plants,Celastraceae,Denhamia megacarpa,large-fruited denhamia,J.J.Halford & Jessup,E,,Y,N,Q,Endangered
13932,plants,land plants,Celastraceae,Denhamia parvifolia,,L.S.Sm.,V,V,Y,N,Q,Vulnerable
9762,plants,land plants,Celastraceae,Hexaspora pubescens,,C.T.White,V,V,Y,N,Q,Vulnerable
10088,plants,land plants,Chenopodiaceae,Atriplex morrisii,,R.H.Anderson,V,,Y,N,QA,Vulnerable
9781,plants,land plants,Chenopodiaceae,Sclerolaena blakei,,(Ising) A.J.Scott,V,V,Y,N,Q,Vulnerable
35014,plants,land plants,Clusiaceae,Garcinia russellii,Rupert's mangosteen,W.E.Cooper,CR,,Y,N,Q,Critically endangered
13024,plants,land plants,Combretaceae,Combretum trifoliatum,,Vent.,V,,Y,N,QI,Vulnerable
17490,plants,land plants,Combretaceae,Dansiea elliptica,,Byrnes,NT,,Y,N,Q,Near threatened
12177,plants,land plants,Combretaceae,Dansiea grandiflora,,Pedley,V,,Y,N,Q,Vulnerable
7667,plants,land plants,Combretaceae,Macropteranthes leiocaulis,,P.I.Forst.,NT,,Y,N,Q,Near threatened
13590,plants,land plants,Combretaceae,Macropteranthes montana,,(F.Muell.) F.Muell. ex Benth.,V,V,Y,N,Q,Vulnerable
9922,plants,land plants,Convolvulaceae,Ipomoea antonschmidii,,R.W.Johnson,NT,,Y,N,Q,Near threatened
33744,plants,land plants,Convolvulaceae,Ipomoea imperati,,(Vahl) Griseb.,V,,Y,N,QAI,Vulnerable
10979,plants,land plants,Convolvulaceae,Ipomoea saintronanensis,,R.W.Johnson,V,,Y,N,Q,Vulnerable
29760,plants,land plants,Convolvulaceae,Stictocardia queenslandica,,(Domin) R.W.Johnson,V,,Y,N,Q,Vulnerable
32527,plants,land plants,Corsiaceae,Corsia dispar,,D.L.Jones & B.Gray,NT,,Y,N,Q,Near threatened
9895,plants,land plants,Corynocarpaceae,Corynocarpus rupestris subsp. arborescens,southern corynocarpus,Guymer,V,,Y,N,QA,Vulnerable
34731,plants,land plants,Costaceae,Cheilocostus potierae,,(F.Muell.) M.G.Harr. & Zich,E,,Y,N,QI,Endangered
34053,plants,land plants,Cucurbitaceae,Cucumis costatus,,I.Telford,NT,,Y,N,Q,Near threatened
35624,plants,land plants,Cucurbitaceae,Momordica sphaeroidea,,Blanco,NT,,Y,N,Q,Near threatened
16586,plants,land plants,Cucurbitaceae,Nothoalsomitra suberosa,,(F.M.Bailey) I.Telford,NT,,Y,N,Q,Near threatened
11099,plants,land plants,Cunoniaceae,Ceratopetalum corymbosum,,C.T.White,V,,Y,N,Q,Vulnerable
17669,plants,land plants,Cunoniaceae,Ceratopetalum macrophyllum,,Hoogland,NT,,Y,N,Q,Near threatened
22362,plants,land plants,Cunoniaceae,Davidsonia johnsonii,smooth davidsonia,J.B.Williams & G.Harden,E,E,Y,N,QA,Endangered
19354,plants,land plants,Cunoniaceae,Eucryphia jinksii,Springbrook leatherwood,P.I.Forst.,CR,,Y,N,QA,Critically endangered
18195,plants,land plants,Cunoniaceae,Eucryphia wilkiei,Wilkie's leatherwood,B.Hyland,CR,V,Y,N,Q,Critically endangered
14766,plants,land plants,Cupressaceae,Callitris baileyi,Bailey's cypress,C.T.White,NT,,Y,N,QA,Near threatened
41744,plants,land plants,Cyatheaceae,Alsophila cunninghamii,,(Hook.f.) R.M.Tryon,NT,,Y,Y,QAI,Near threatened
41582,plants,land plants,Cyatheaceae,Alsophila exilis,,(Holttum) A.R.Field,E,,Y,Y,Q,Endangered
41745,plants,land plants,Cyatheaceae,Sphaeropteris celebica,,(Blume) R.M.Tryon,NT,,Y,Y,QI,Near threatened
41592,plants,land plants,Cyatheaceae,Sphaeropteris felina,,(Roxb.) Pic.Serm.,E,,Y,Y,QI,Endangered
8338,plants,land plants,Cycadaceae,Cycas brunnea,,K.D.Hill,V,,Y,Y,Q,Vulnerable
12077,plants,land plants,Cycadaceae,Cycas cairnsiana,,F.Muell.,V,V,Y,Y,Q,Vulnerable
8439,plants,land plants,Cycadaceae,Cycas couttsiana,,K.D.Hill,V,,Y,Y,Q,Vulnerable
27451,plants,land plants,Cycadaceae,Cycas cupida,,P.I.Forst.,V,,Y,Y,Q,Vulnerable
6326,plants,land plants,Cycadaceae,Cycas desolata,,P.I.Forst.,V,,Y,Y,Q,Vulnerable
36662,plants,land plants,Cycadaceae,Cycas distans,,P.I.Forster & B.Gray,E,,Y,Y,Q,Endangered
8445,plants,land plants,Cycadaceae,Cycas megacarpa,,K.D.Hill,E,E,Y,Y,Q,Endangered
8437,plants,land plants,Cycadaceae,Cycas ophiolitica,Marlborough blue,K.D.Hill,E,E,Y,Y,Q,Endangered
8897,plants,land plants,Cycadaceae,Cycas platyphylla,,K.D.Hill,V,V,Y,Y,Q,Vulnerable
5936,plants,land plants,Cycadaceae,Cycas semota,,K.D.Hill,E,,Y,Y,Q,Endangered
8384,plants,land plants,Cycadaceae,Cycas silvestris,,K.D.Hill,V,V,Y,Y,Q,Vulnerable
34314,plants,land plants,Cycadaceae,Cycas terryana,,P.I.Forst.,V,,Y,Y,Q,Vulnerable
5937,plants,land plants,Cycadaceae,Cycas tuckeri,,K.D.Hill,V,,Y,Y,Q,Vulnerable
17687,plants,land plants,Cyperaceae,Carex breviscapa,,C.B.Clarke,V,,Y,N,QI,Vulnerable
18196,plants,land plants,Cyperaceae,Caustis blakei subsp. macrantha,,M.E.Johnst. & J.H.Webber,V,,Y,N,Q,Vulnerable
9852,plants,land plants,Cyperaceae,Cyperus cephalotes,,Vahl,E,E,Y,N,QI,Endangered
9855,plants,land plants,Cyperaceae,Cyperus clarus,,S.T.Blake,V,,Y,N,QA,Vulnerable
10207,plants,land plants,Cyperaceae,Cyperus rupicola,,S.T.Blake,V,,Y,N,QA,Vulnerable
10277,plants,land plants,Cyperaceae,Cyperus semifertilis,,S.T.Blake,V,V,Y,N,Q,Vulnerable
9815,plants,land plants,Cyperaceae,Eleocharis difformis,,S.T.Blake,E,,Y,N,Q,Endangered
10164,plants,land plants,Cyperaceae,Eleocharis retroflexa,,(Poir.) Urb.,V,V,Y,N,QI,Vulnerable
9716,plants,land plants,Cyperaceae,Fimbristylis adjuncta,,S.T.Blake,E,E,Y,N,Q,Endangered
8828,plants,land plants,Cyperaceae,Fimbristylis carolinii,,Latz,NT,,Y,N,Q,Near threatened
10141,plants,land plants,Cyperaceae,Fimbristylis distincta,,S.T.Blake,V,,Y,N,QA,Vulnerable
9715,plants,land plants,Cyperaceae,Fimbristylis micans,,S.T.Blake,V,,Y,N,Q,Vulnerable
10186,plants,land plants,Cyperaceae,Fimbristylis vagans,,S.T.Blake,E,,Y,N,Q,Endangered
11937,plants,land plants,Cyperaceae,Paramapania parvibractea,,(C.B.Clarke) Uittien,V,,Y,N,QI,Vulnerable
13958,plants,land plants,Dicksoniaceae,Calochlaena villosa,,(C.Chr.) M.D.Turner & R.A.White,NT,,Y,Y,QI,Near threatened
42002,plants,land plants,Dilleniaceae,Hibbertia advena,,T.Hammer & Toelken,E,,Y,N,Q,Endangered
9057,plants,land plants,Dilleniaceae,Hibbertia cymosa,,S.T.Reynolds,V,,Y,N,Q,Vulnerable
16939,plants,land plants,Dilleniaceae,Hibbertia elata,guinea flower,Maiden & Betche,NT,,Y,N,QA,Near threatened
11592,plants,land plants,Dilleniaceae,Hibbertia hexandra,,C.T.White,NT,,Y,N,QA,Near threatened
11597,plants,land plants,Dilleniaceae,Hibbertia monticola,mountain guinea flower,Stanley,NT,,Y,N,Q,Near threatened
12034,plants,land plants,Dipteridaceae,Dipteris conjugata,,Reinw.,NT,,Y,Y,QI,Near threatened
11623,plants,land plants,Droseraceae,Drosera adelae,,F.Muell.,NT,,Y,Y,Q,Near threatened
41407,plants,land plants,Droseraceae,Drosera buubugujin,,M.T.Mathieson,CR,,Y,Y,Q,Critically endangered
11621,plants,land plants,Droseraceae,Drosera prolifera,trailing sundew,C.T.White,V,V,Y,Y,Q,Vulnerable
9811,plants,land plants,Droseraceae,Drosera schizandra,notched sundew,Diels,V,V,Y,Y,Q,Vulnerable
10282,plants,land plants,Dryopteridaceae,Dryopteris hasseltii,,(Blume) C.Chr.,NT,,Y,Y,Q,Near threatened
12039,plants,land plants,Dryopteridaceae,Dryopteris sparsa,,(Buch.-Ham. ex D.Don) Kuntze,V,,Y,Y,QI,Vulnerable
34742,plants,land plants,Dryopteridaceae,Dryopteris wattsii,,"M.McKeown, Sundue & Barrington",V,,Y,Y,Q,Vulnerable
9860,plants,land plants,Dryopteridaceae,Elaphoglossum callifolium,,(Blume) T.Moore,NT,,Y,Y,Q,Near threatened
36593,plants,land plants,Dryopteridaceae,Lastreopsis dissecta,,"(C.T.White & Goy) Labiak, Sundue & R.C.Moran",NT,,Y,Y,Q,Near threatened
13855,plants,land plants,Dryopteridaceae,Lastreopsis silvestris,,D.A.Sm. ex Tindale,V,,Y,Y,QA,Vulnerable
9868,plants,land plants,Dryopteridaceae,Lastreopsis walleri,,Tindale,V,V,Y,Y,Q,Vulnerable
41599,plants,land plants,Dryopteridaceae,Parapolystichum grayi,,(D.L.Jones) J.J.S.Gardner & Nagalingum,V,,Y,Y,Q,Vulnerable
41598,plants,land plants,Dryopteridaceae,Parapolystichum tinarooense,,"(Tindale) Labiak, Sundue & R.C.Moran",V,,Y,Y,Q,Vulnerable
34491,plants,land plants,Ebenaceae,Diospyros areolifolia,,Kosterm.,V,,Y,N,QI,Vulnerable
35533,plants,land plants,Ebenaceae,Diospyros granitica,,Jessup,NT,,Y,N,Q,Near threatened
18098,plants,land plants,Elaeocarpaceae,Aceratium ferrugineum,rusty carabeen,C.T.White,NT,,Y,N,Q,Near threatened
18100,plants,land plants,Elaeocarpaceae,Aceratium sericoleopsis,silky aceratium,Balgooy,NT,,Y,N,Q,Near threatened
18191,plants,land plants,Elaeocarpaceae,Dubouzetia saxatilis,,A.R.Bean & Jessup,V,,Y,N,Q,Vulnerable
14573,plants,land plants,Elaeocarpaceae,Elaeocarpus coorangooloo,brown quandong,J.F.Bailey & C.T.White,NT,,Y,N,Q,Near threatened
17336,plants,land plants,Elaeocarpaceae,Elaeocarpus thelmae,,B.Hyland & Coode,V,,Y,N,Q,Vulnerable
16490,plants,land plants,Elaeocarpaceae,Peripentadenia mearsii,buff quandong,(C.T.White) L.S.Sm.,NT,,Y,N,Q,Near threatened
9925,plants,land plants,Elaeocarpaceae,Peripentadenia phelpsii,,B.Hyland & Coode,V,,Y,N,Q,Vulnerable
10304,plants,land plants,Ericaceae,Acrotriche baileyana,,(Domin) J.M.Powell,NT,,Y,N,Q,Near threatened
30301,plants,land plants,Ericaceae,Agiortia cicatricata,,(J.M.Powell) Quinn,NT,,Y,N,QA,Near threatened
11618,plants,land plants,Ericaceae,Dracophyllum sayeri,,F.Muell.,V,,Y,N,Q,Vulnerable
34682,plants,land plants,Ericaceae,Gaultheria viridicarpa,green waxberry,J.B.Williams,E,E,Y,N,QA,Endangered
27447,plants,land plants,Ericaceae,Lissanthe brevistyla,,A.R.Bean,V,,Y,N,Q,Vulnerable
41516,plants,land plants,Ericaceae,Styphelia malayana subsp. novoguineensis,,"(Sleumer) Hislop, Crayn & Puente-Lel.",V,,Y,N,QI,Vulnerable
41529,plants,land plants,Ericaceae,Styphelia recurvisepala,,(C.T.White) Sleumer,E,,Y,N,QA,Endangered
41704,plants,land plants,Ericaceae,Styphelia sp. (Coolmunda D.Halford Q1635),,,E,E,Y,N,Q,Endangered
31864,plants,land plants,Eriocaulaceae,Eriocaulon aloefolium,,R.J.Davies,CR,,Y,N,Q,Critically endangered
9233,plants,land plants,Eriocaulaceae,Eriocaulon carsonii,,F.Muell.,E,,Y,N,Q,Endangered
31865,plants,land plants,Eriocaulaceae,Eriocaulon carsonii subsp. carsonii,,F.Muell.,E,E,Y,N,QA,Endangered
31866,plants,land plants,Eriocaulaceae,Eriocaulon carsonii subsp. orientale,,R.J.Davies,E,E,Y,N,Q,Endangered
31863,plants,land plants,Eriocaulaceae,Eriocaulon giganticum,,R.J.Davies,CR,,Y,N,Q,Critically endangered
6520,plants,land plants,Euphorbiaceae,Acalypha lyonsii,,P.I.Forst.,V,,Y,N,Q,Vulnerable
11369,plants,land plants,Euphorbiaceae,Baloghia marmorata,jointed baloghia,C.T.White,V,V,Y,N,QA,Vulnerable
26128,plants,land plants,Euphorbiaceae,Bertya calycina,,Halford & R.J.F.Hend.,V,V,Y,N,Q,Vulnerable
3307,plants,land plants,Euphorbiaceae,Bertya ernestiana,,Halford & R.J.F.Hend.,V,V,Y,N,Q,Vulnerable
11372,plants,land plants,Euphorbiaceae,Bertya glandulosa,,Gruening,V,,Y,N,Q,Vulnerable
26129,plants,land plants,Euphorbiaceae,Bertya granitica,,Halford & R.J.F.Hend.,E,E,Y,N,Q,Endangered
11322,plants,land plants,Euphorbiaceae,Bertya pedicellata,,F.Muell.,NT,,Y,N,Q,Near threatened
11321,plants,land plants,Euphorbiaceae,Bertya pinifolia,,Planch.,V,V,Y,N,Q,Vulnerable
26126,plants,land plants,Euphorbiaceae,Bertya recurvata,,Halford & R.J.F.Hend.,E,,Y,N,Q,Endangered
9569,plants,land plants,Euphorbiaceae,Bertya sharpeana,Mt. Coolum bertya,Guymer,NT,,Y,N,Q,Near threatened
11334,plants,land plants,Euphorbiaceae,Croton brachypus,,Airy Shaw,NT,,Y,N,Q,Near threatened
11332,plants,land plants,Euphorbiaceae,Croton caudatus,,Geiseler,E,,Y,N,QAI,Endangered
29411,plants,land plants,Euphorbiaceae,Croton choristadenius,,K.Schum.,V,,Y,N,QI,Vulnerable
11335,plants,land plants,Euphorbiaceae,Croton densivestitus,,C.T.White & W.D.Francis,NT,,Y,N,Q,Near threatened
34716,plants,land plants,Euphorbiaceae,Croton lucens,,P.I.Forst.,CR,,Y,N,Q,Critically endangered
11493,plants,land plants,Euphorbiaceae,Croton magneticus,,Airy Shaw,V,,Y,N,Q,Vulnerable
28906,plants,land plants,Euphorbiaceae,Croton mamillatus,Bahrs scrub croton,P.I.Forst.,CR,,Y,N,Q,Critically endangered
28909,plants,land plants,Euphorbiaceae,Croton simulans,,P.I.Forst.,V,,Y,N,Q,Vulnerable
11333,plants,land plants,Euphorbiaceae,Croton stockeri,,(Airy Shaw) Airy Shaw,V,,Y,N,Q,Vulnerable
4741,plants,land plants,Euphorbiaceae,Euphorbia carissoides,,F.M.Bailey,V,V,Y,N,Q,Vulnerable
9505,plants,land plants,Euphorbiaceae,Fontainea australis,southern fontainea,Jessup & Guymer,V,V,Y,N,QA,Vulnerable
2296,plants,land plants,Euphorbiaceae,Fontainea fugax,,P.I.Forst.,E,,Y,N,Q,Endangered
11303,plants,land plants,Euphorbiaceae,Fontainea rostrata,,Jessup & Guymer,V,V,Y,N,Q,Vulnerable
11304,plants,land plants,Euphorbiaceae,Fontainea venosa,,Jessup & Guymer,V,V,Y,N,Q,Vulnerable
22330,plants,land plants,Euphorbiaceae,Mallotus megadontus,,P.I.Forst.,V,,Y,N,Q,Vulnerable
6632,plants,land plants,Euphorbiaceae,Omphalea celata,,P.I.Forst.,V,V,Y,N,Q,Vulnerable
31871,plants,land plants,Euphorbiaceae,Ricinocarpos canianus,,Halford & R.J.F.Hend.,E,,Y,N,Q,Endangered
14088,plants,land plants,Euphorbiaceae,Ricinocarpos speciosus,,Muell.Arg.,V,,Y,N,QA,Vulnerable
30494,plants,land plants,Euphorbiaceae,Shonia carinata,,Halford & R.J.F.Hend.,V,,Y,N,Q,Vulnerable
11248,plants,land plants,Euphorbiaceae,Trigonostemon inopinatus,,Airy Shaw,V,,Y,N,Q,Vulnerable
7200,plants,land plants,Euphorbiaceae,Wetria australiensis,,P.I.Forst.,V,,Y,N,Q,Vulnerable
8542,plants,land plants,Frankeniaceae,Frankenia scabra,,Lindl.,NT,,Y,N,Q,Near threatened
6318,plants,land plants,Gesneriaceae,Boea kinnearii,,(F.Muell.) B.L.Burtt,E,,Y,N,Q,Endangered
12024,plants,land plants,Gleicheniaceae,Sticherus milnei,,(Baker) Ching,V,,Y,Y,QI,Vulnerable
11106,plants,land plants,Goodeniaceae,Coopernookia scabridiuscula,coopernookia,Carolin,V,V,Y,N,Q,Vulnerable
8543,plants,land plants,Goodeniaceae,Goodenia arenicola,,Carolin,PE,,Y,N,Q,Extinct in the wild
9911,plants,land plants,Goodeniaceae,Goodenia stirlingii,,F.M.Bailey,V,,Y,N,Q,Vulnerable
30717,plants,land plants,Gyrostemonaceae,Gyrostemon osmus,,Halford,CR,,Y,N,Q,Critically endangered
9450,plants,land plants,Haloragaceae,Gonocarpus effusus,,Orchard,V,,Y,N,Q,Vulnerable
29782,plants,land plants,Haloragaceae,Gonocarpus hirtus,,Orchard,V,,Y,N,Q,Vulnerable
12163,plants,land plants,Haloragaceae,Haloragis exalata subsp. velutina,,Orchard,V,V,Y,N,QA,Vulnerable
8544,plants,land plants,Haloragaceae,Myriophyllum coronatum,,Meijden,V,V,Y,N,QI,Vulnerable
12138,plants,land plants,Hamamelidaceae,Neostrearia fleckeri,,L.S.Sm.,NT,,Y,N,Q,Near threatened
9467,plants,land plants,Hamamelidaceae,Noahdendron nicholasii,,"P.K.Endress, B.Hyland & Tracey",E,,Y,N,Q,Endangered
12617,plants,land plants,Hemerocallidaceae,Dianella incollata,,R.J.F.Hend.,NT,,Y,N,Q,Near threatened
13625,plants,land plants,Hernandiaceae,Hernandia bivalvis,cudgerie,Benth.,NT,,Y,N,Q,Near threatened
21854,plants,land plants,Hymenophyllaceae,Crepidomanes aphlebioides,,(Christ) I.M.Turner,CR,,Y,Y,QI,Critically endangered
14093,plants,land plants,Hymenophyllaceae,Crepidomanes majoriae,,(Watts) N.A.Wakef.,V,,Y,Y,Q,Vulnerable
8513,plants,land plants,Hymenophyllaceae,Didymoglossum exiguum,,(Bedd.) Copel.,PE,EX,Y,Y,Q,Extinct in the wild
33356,plants,land plants,Hymenophyllaceae,Didymoglossum mindorense,,(Christ) Ebihara & K.Iwats.,NT,,Y,Y,QI,Near threatened
29896,plants,land plants,Hymenophyllaceae,Hymenophyllum digitatum,,(Sw.) Fosberg,V,,Y,Y,QI,Vulnerable
13884,plants,land plants,Hymenophyllaceae,Hymenophyllum eboracense,,Croxall,V,,Y,Y,Q,Vulnerable
12052,plants,land plants,Hymenophyllaceae,Hymenophyllum gracilescens,,Domin,V,,Y,Y,Q,Vulnerable
13885,plants,land plants,Hymenophyllaceae,Hymenophyllum kerianum,,Watts,V,,Y,Y,Q,Vulnerable
12047,plants,land plants,Hymenophyllaceae,Hymenophyllum lobbii,,T.Moore,PE,EX,Y,Y,QI,Extinct in the wild
33348,plants,land plants,Hymenophyllaceae,Hymenophyllum pallidum,,(Blume) Ebihara & K.Iwats.,NT,,Y,Y,QI,Near threatened
41411,plants,land plants,Hymenophyllaceae,Hymenophyllum reinwardtii,,Bosch,CR,,Y,Y,QI,Critically endangered
13883,plants,land plants,Hymenophyllaceae,Hymenophyllum whitei,,Goy,CR,EX,Y,Y,Q,Critically endangered
33350,plants,land plants,Hymenophyllaceae,Polyphlebium endlicherianum,,(C.Presl) Ebihara & K.Iwats.,V,E,Y,Y,QAI,Vulnerable
9802,plants,land plants,Lamiaceae,Callicarpa thozetii,,Munir,E,,Y,N,Q,Endangered
40987,plants,land plants,Lamiaceae,Coleus acariformis,Mt Emu mint bush,(P.I.Forst.) P.I.Forst.,CR,,Y,N,Q,Critically endangered
41002,plants,land plants,Lamiaceae,Coleus amoenus,,(P.I.Forst.) P.I.Forst.,V,,Y,N,Q,Vulnerable
41010,plants,land plants,Lamiaceae,Coleus blakei,,(P.I.Forst.) P.I.Forst.,NT,,Y,N,Q,Near threatened
41015,plants,land plants,Lamiaceae,Coleus eungellaensis,,P.I.Forst. & A.J.Paton,V,,Y,N,Q,Vulnerable
41022,plants,land plants,Lamiaceae,Coleus gratus,,(S.T.Blake) P.I.Forst. & T.C.Wilson,V,V,Y,N,Q,Vulnerable
41024,plants,land plants,Lamiaceae,Coleus habrophyllus,,(P.I.Forst.) P.I.Forst.,E,E,Y,N,Q,Endangered
41025,plants,land plants,Lamiaceae,Coleus insularis,Millmerran mint bush,(P.I.Forst.) P.I.Forst.,CR,,Y,N,Q,Critically endangered
41029,plants,land plants,Lamiaceae,Coleus leiperi,,(P.I.Forst.) P.I.Forst.,V,V,Y,N,Q,Vulnerable
41031,plants,land plants,Lamiaceae,Coleus minutus,Mt Mulligan mint bush,(P.I.Forst.) P.I.Forst.,NT,,Y,N,Q,Near threatened
41033,plants,land plants,Lamiaceae,Coleus nitidus,,(P.I.Forst.) P.I.Forst.,E,E,Y,N,QA,Endangered
41034,plants,land plants,Lamiaceae,Coleus omissus,,(P.I.Forst.) P.I.Forst.,E,E,Y,N,Q,Endangered
41041,plants,land plants,Lamiaceae,Coleus torrenticola,,(P.I.Forst.) P.I.Forst.,E,E,Y,N,Q,Endangered
9679,plants,land plants,Lamiaceae,Newcastelia velutina,,Munir,V,V,Y,N,Q,Vulnerable
9727,plants,land plants,Lamiaceae,Prostanthera albohirta,,C.T.White,CR,CE,Y,N,Q,Critically endangered
35582,plants,land plants,Lamiaceae,Prostanthera athertoniana,,B.J.Conn & T.C.Wilson,CR,,Y,N,Q,Critically endangered
26381,plants,land plants,Lamiaceae,Prostanthera clotteniana,,(F.M.Bailey) A.R.Bean,E,CE,Y,N,Q,Endangered
35828,plants,land plants,Lamiaceae,Prostanthera eungella,,B.J.Conn & K.M.Proft,CR,,Y,N,Q,Critically endangered
35580,plants,land plants,Lamiaceae,Prostanthera mulliganensis,Mount Mulligan prostanthera,B.J.Conn & T.C.Wilson,CR,,Y,N,Q,Critically endangered
33746,plants,land plants,Lamiaceae,Prostanthera petraea,,B.J.Conn,NT,,Y,N,QA,Near threatened
7445,plants,land plants,Lamiaceae,Prostanthera sp. (Dunmore D.M.Gordon 8A),,,V,V,Y,N,Q,Vulnerable
35723,plants,land plants,Lamiaceae,Prostanthera spathulata,,T.C.Wilson & B.J.Conn,V,V,Y,N,Q,Vulnerable
33258,plants,land plants,Lamiaceae,Prostanthera tozerana,Mount Tozer prostanthera,B.J.Conn & T.C.Wilson,CR,,Y,N,Q,Critically endangered
13729,plants,land plants,Lamiaceae,Westringia blakeana,,B.Boivin,NT,,Y,N,QA,Near threatened
11779,plants,land plants,Lamiaceae,Westringia grandifolia,,F.Muell. ex Benth.,E,,Y,N,Q,Endangered
11780,plants,land plants,Lamiaceae,Westringia parvifolia,,C.T.White & W.D.Francis,V,V,Y,N,Q,Vulnerable
9690,plants,land plants,Lamiaceae,Westringia rupicola,,S.T.Blake,V,V,Y,N,Q,Vulnerable
13515,plants,land plants,Lamiaceae,Westringia sericea,native rosemary,B.Boivin,V,,Y,N,QA,Vulnerable
