Taxon_Id,Kingdom,Class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,EPBC_status,Significant,Confidential,Endemicity,status
746,animals,mammals,Muridae,Pseudomys australis,plains rat,"Gray, 1832",E,V,Y,N,QA,Endangered
27771,animals,mammals,Muridae,Pseudomys glaucus,silky mouse,"thomas, 1910",EX,EX,Y,N,QA,Extinct
751,animals,mammals,Muridae,Pseudomys novaehollandiae,New Holland mouse,"(Waterhouse,  1843)",V,V,Y,N,QA,Vulnerable
737,animals,mammals,Muridae,Pseudomys oralis,Hastings River mouse,"Thomas, 1921",E,E,Y,N,QA,Endangered
724,animals,mammals,Muridae,Xeromys myoides,water mouse,"Thomas, 1889",V,V,Y,N,QAI,Vulnerable
714,animals,mammals,Dugongidae,Dugong dugon,dugong,"(Muller, 1776)",V,,Y,N,QAI,Vulnerable
1060,animals,mammals,Otariidae,Arctocephalus tropicalis,Subantarctic fur seal,"(Gray, 1872)",V,E,Y,N,QA,Vulnerable
1039,animals,mammals,Delphinidae,Orcaella heinsohni,Australian snubfin dolphin,"Beasley, Robertson, & Arnold, 2005",V,,Y,N,QA,Vulnerable
1032,animals,mammals,Delphinidae,Sousa sahulensis,Australian humpback dolphin,"Jefferson & Rosenbaum, 2014",V,,Y,N,QAI,Vulnerable
27858,animals,ray-finned fishes,Melanotaeniidae,Melanotaenia sp. nov. 'Malanda',Malanda rainbowfish,,CR,CE,Y,N,Q,Critically endangered
27859,animals,ray-finned fishes,Melanotaeniidae,Melanotaenia sp. nov. 'Running River',Running River rainbowfish,,CR,,Y,N,Q,Critically endangered
18166,animals,ray-finned fishes,Pseudomugilidae,Pseudomugil mellis,honey blue eye,"Allen & Ivantsoff, 1982",E,V,Y,Y,Q,Endangered
18165,animals,ray-finned fishes,Pseudomugilidae,Scaturiginichthys vermeilipinnis,redfin blue eye,"Ivantsoff, Unmack, Saeed & Crowley, 1991",E,E,Y,Y,Q,Endangered
32188,animals,ray-finned fishes,Syngnathidae,Hippocampus whitei,White's Seahorse,"Bleeker, 1855",E,E,Y,N,QA,Endangered
18167,animals,ray-finned fishes,Percichthyidae,Nannoperca oxleyana,Oxleyan pygmy perch,"Whitley, 1940",V,E,Y,Y,QA,Vulnerable
18163,animals,ray-finned fishes,Gobiidae,Chlamydogobius micropterus,Elizabeth Springs goby,"Larson, 1995",E,E,Y,Y,Q,Endangered
18164,animals,ray-finned fishes,Gobiidae,Chlamydogobius squamigenus,Edgbaston goby,"Larson, 1995",E,V,Y,Y,Q,Endangered
32228,animals,ray-finned fishes,Gobiidae,Stiphodon pelewensis,Daintree cling goby,"Herre, 1936",V,,Y,Y,QAI,Vulnerable
33928,animals,ray-finned fishes,Gobiidae,Stiphodon rutilaureus,orange cling goby,"Watson, 1996",V,,Y,N,QAI,Vulnerable
34839,animals,ray-finned fishes,Gobiidae,Stiphodon surrufus,emerald cling goby,"Watson & Kottelat, 1995",V,,Y,N,QI,Vulnerable
584,animals,reptiles,Crocodylidae,Crocodylus porosus,estuarine crocodile,"Schneider, 1801",V,,Y,N,QAI,Vulnerable
35,animals,reptiles,Cheloniidae,Caretta caretta,loggerhead turtle,"(Linnaeus, 1758)",E,E,Y,N,QAI,Endangered
37,animals,reptiles,Cheloniidae,Chelonia mydas,green turtle,"(Linnaeus, 1758)",V,V,Y,N,QAI,Vulnerable
39,animals,reptiles,Cheloniidae,Eretmochelys imbricata,hawksbill turtle,"(Linnaeus, 1766)",E,V,Y,N,QAI,Endangered
41,animals,reptiles,Cheloniidae,Lepidochelys olivacea,olive ridley turtle,"(Eschscholtz, 1829)",E,E,Y,N,QAI,Endangered
29,animals,reptiles,Cheloniidae,Natator depressus,flatback turtle,"(Garman, 1880)",V,V,Y,N,QAI,Vulnerable
31,animals,reptiles,Dermochelyidae,Dermochelys coriacea,leatherback turtle,"(Vandelli, 1761)",E,E,Y,N,QAI,Endangered
30272,animals,reptiles,Chelidae,Elseya albagula,white-throated snapping turtle,"Thomson, Georges & Limpus, 2006",CR,CE,Y,N,Q,Critically endangered
18453,animals,reptiles,Chelidae,Elseya oneiros,Gulf snapping turtle,"Joseph-Ouni et al., 2020",V,E,Y,N,QA,Vulnerable
56,animals,reptiles,Chelidae,Elusor macrurus,Mary River turtle,"Cann & Legler, 1994",E,E,Y,Y,Q,Endangered
46,animals,reptiles,Chelidae,Emydura subglobosa,red-flushed river turtle,"(Krefft, 1876)",NT,,Y,N,QAI,Near threatened
29733,animals,reptiles,Chelidae,Emydura subglobosa angkibaanya,Jardine River turtle,"Joseph-Ouni, Mccord, Cann, Smales & Freeman 2019",CR,,Y,Y,Q,Critically endangered
29734,animals,reptiles,Chelidae,Emydura subglobosa worrelli,diamond head turtle,"(Wells & Wellington, 1985)",NT,,Y,N,QA,Near threatened
48,animals,reptiles,Chelidae,Rheodytes leukops,Fitzroy River turtle,"Legler & Cann, 1980",V,V,Y,Y,Q,Vulnerable
22659,animals,reptiles,Chelidae,Wollumbinia belli,Bell's turtle,"(Gray, 1844)",V,E,Y,Y,QA,Vulnerable
416,animals,reptiles,Gekkonidae,Lepidodactylus pumilus,slender chained gecko,"(Boulenger, 1885)",NT,,Y,N,QI,Near threatened
40991,animals,reptiles,Diplodactylidae,Oedura lineata,Arcadia velvet gecko,"Hoskin, 2019",CR,,Y,N,Q,Critically endangered
368,animals,reptiles,Diplodactylidae,Strophurus taenicauda,golden-tailed gecko,"(De Vis, 1886)",NT,,Y,N,Q,Near threatened
389,animals,reptiles,Carphodactylidae,Orraya occultus,McIlwraith leaf-tailed gecko,"(Couper, Covacevich & Moritz, 1993)",CR,,Y,Y,Q,Critically endangered
22412,animals,reptiles,Carphodactylidae,Phyllurus amnicola,Mount Elliot broad-tailed gecko,"Hoskin, Couper, Schneider & Covacevich 2000",V,,Y,Y,Q,Vulnerable
379,animals,reptiles,Carphodactylidae,Phyllurus caudiannulatus,ringed thin-tailed gecko,"Covacevich, 1975",V,,Y,Y,Q,Vulnerable
22413,animals,reptiles,Carphodactylidae,Phyllurus championae,Connors' Range broad-tailed gecko,"Schneider, Couper, Hoskin & Covacevich 2000",V,,Y,Y,Q,Vulnerable
27779,animals,reptiles,Carphodactylidae,Phyllurus gulbaru,Gulbaru gecko,"Hoskin, Couper & Schneider 2003",CR,CE,Y,Y,Q,Critically endangered
380,animals,reptiles,Carphodactylidae,Phyllurus isis,Mount Jukes broad-tailed gecko,"Couper, Covaevich & Moritz, 1993",V,,Y,Y,Q,Vulnerable
31986,animals,reptiles,Carphodactylidae,Phyllurus kabikabi,Oakview leaf-tailed gecko,"Couper, Hamley & Hoskin 2008",CR,CE,Y,Y,Q,Critically endangered
40916,animals,reptiles,Carphodactylidae,Phyllurus pinnaclensis,Pinnacles leaf-tailed gecko,"Hoskin, Bertola & Higgie, 2019",CR,,Y,N,Q,Critically endangered
34950,animals,reptiles,Carphodactylidae,Saltuarius eximius,Cape Melville leaf-tailed gecko,"Hoskin & Couper, 2013",CR,,Y,Y,Q,Critically endangered
319,animals,reptiles,Pygopodidae,Delma mitella,Atherton delma,"Shea, 1987",NT,V,Y,N,Q,Near threatened
324,animals,reptiles,Pygopodidae,Delma torquata,collared delma,"Kluge, 1974",V,V,Y,N,Q,Vulnerable
18390,animals,reptiles,Agamidae,Tympanocryptis condaminensis,Condamine earless dragon,"Melville, Smith, Hobson, Hunjan & Shoo, 2014",E,E,Y,N,Q,Endangered
35426,animals,reptiles,Agamidae,Tympanocryptis wilsoni,Roma earless dragon,"Melville, Smith, Hobson, Hunjan & Shoo, 2014",E,,Y,N,Q,Endangered
66,animals,reptiles,Varanidae,Varanus mertensi,Mertens' water monitor,"Glauert, 1951",E,,Y,N,QA,Endangered
67,animals,reptiles,Varanidae,Varanus mitchelli,Mitchell's water monitor,"Mertens, 1958",CR,,Y,N,QA,Critically endangered
68,animals,reptiles,Varanidae,Varanus prasinus,emerald monitor,"(Schlegel, 1839)",NT,,Y,N,QAI,Near threatened
305,animals,reptiles,Scincidae,Anomalopus mackayi,long-legged worm-skink,"Greer & Cogger, 1985",E,V,Y,N,QA,Endangered
200,animals,reptiles,Scincidae,Concinnia frerei,Bartle Frere bar-sided skink,"Greer,  1992",E,,Y,N,Q,Endangered
270,animals,reptiles,Scincidae,Ctenotus capricorni,Capricorn ctenotus,"Storr, 1981",NT,,Y,N,Q,Near threatened
257,animals,reptiles,Scincidae,Ctenotus monticola,Atherton ctenotus,"Storr, 1981",V,,Y,N,Q,Vulnerable
232,animals,reptiles,Scincidae,Ctenotus rawlinsoni,Cape heath ctenotus,"Ingram, 1979",V,,Y,N,Q,Vulnerable
236,animals,reptiles,Scincidae,Ctenotus schevilli,Scheville's ctenotus,"(Loveridge, 1933)",NT,,Y,N,Q,Near threatened
238,animals,reptiles,Scincidae,Ctenotus serotinus,gravel-downs ctenotus,"Czechura, 1986",CR,,Y,N,Q,Critically endangered
227,animals,reptiles,Scincidae,Egernia rugosa,yakka skink,"De Vis, 1888",V,V,Y,Y,Q,Vulnerable
203,animals,reptiles,Scincidae,Emoia atrocostata atrocostata,littoral whiptail-skink,"(Lesson, 1830)",NT,,Y,N,QI,Near threatened
34166,animals,reptiles,Scincidae,Emoia atrocostata australis,littoral whiptail-skink,"Brown, 1991",V,,Y,N,Q,Vulnerable
18839,animals,reptiles,Scincidae,Karma tryoni,Tryon's skink,"(Longman, 1918)",E,,Y,Y,QA,Endangered
182,animals,reptiles,Scincidae,Lampropholis colossus,Bunya sunskink,"Ingram, 1991",NT,,Y,N,Q,Near threatened
171,animals,reptiles,Scincidae,Lampropholis mirabilis,saxicoline sunskink,"Ingram & Rawlinson, 1981",NT,,Y,N,Q,Near threatened
161,animals,reptiles,Scincidae,Lerista allanae,Allan's lerista,"(Longman, 1937)",E,E,Y,Y,Q,Endangered
162,animals,reptiles,Scincidae,Lerista ameles,limbless fine-lined slider,"Greer, 1979",NT,,Y,N,Q,Near threatened
164,animals,reptiles,Scincidae,Lerista cinerea,vine-thicket fine-lined slider,"Greer, McDonald & Lawrie, 1983",V,,Y,N,Q,Vulnerable
165,animals,reptiles,Scincidae,Lerista colliveri,nubbined fine-lined slider,"Couper & Ingram, 1992",E,,Y,N,Q,Endangered
35942,animals,reptiles,Scincidae,Lerista hobsoni,Hobson's fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",NT,,Y,N,Q,Near threatened
168,animals,reptiles,Scincidae,Lerista ingrami,Ingram's lerista,"Storr, 1991",V,,Y,N,Q,Vulnerable
33124,animals,reptiles,Scincidae,Lerista rochfordensis,Rochford slider,"Amey & Couper, 2009",E,,Y,N,Q,Endangered
35941,animals,reptiles,Scincidae,Lerista vanderduysi,leaden-bellied fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",V,V,Y,N,Q,Vulnerable
146,animals,reptiles,Scincidae,Lerista vittata,Mount Cooper striped lerista,"Greer, McDonald & Lawrie, 1983",E,V,Y,N,Q,Endangered
153,animals,reptiles,Scincidae,Lygisaurus rococo,Chillagoe litter-skink,"Ingram & Covacevich, 1988",NT,,Y,N,Q,Near threatened
141,animals,reptiles,Scincidae,Lygisaurus tanneri,Endeavour River litter-skink,"Ingram & Covacevich, 1988",V,,Y,N,Q,Vulnerable
187,animals,reptiles,Scincidae,Magmellia luteilateralis,orange-speckled forest-skink,"(Covacevich & McDonald, 1980)",V,,Y,Y,Q,Vulnerable
125,animals,reptiles,Scincidae,Nangura spinosa,Nangur skink,"Covacevich, Couper & James, 1993",CR,CE,Y,Y,Q,Critically endangered
30764,animals,reptiles,Scincidae,Saproscincus eungellensis,Eungella shadeskink,"Sadlier, Couper, Colgan, Vanderduys & Rickard, 2005",V,,Y,N,Q,Vulnerable
100,animals,reptiles,Scincidae,Techmarscincus jigurru,Bartle Frere cool-skink,"(Covacevich, 1984)",CR,,Y,N,Q,Critically endangered
106,animals,reptiles,Scincidae,Tiliqua scincoides intermedia,northern bluetongue,"Mitchell, 1955",CR,,Y,N,QA,Critically endangered
35645,animals,reptiles,Typhlopidae,Anilios insperatus,Fassifern blind snake,"Venchi, Wilson & Borsboom, 2015",CR,CE,Y,N,Q,Critically endangered
80,animals,reptiles,Typhlopidae,Anilios silvia,striped blind snake,"(Ingram & Covacevich, 1993)",NT,,Y,N,Q,Near threatened
541,animals,reptiles,Boidae,Aspidites ramsayi,woma,"(Macleay, 1882)",NT,,Y,Y,QA,Near threatened
520,animals,reptiles,Boidae,Morelia viridis,green python,"(Schlegel, 1872)",NT,,Y,Y,QAI,Near threatened
511,animals,reptiles,Elapidae,Acanthophis antarcticus,common death adder,"(Shaw & Nodder, 1802)",V,,Y,N,QA,Vulnerable
22058,animals,reptiles,Elapidae,Acanthophis hawkei,plains death adder,"Wells & Wellington, 1985",V,V,Y,N,QA,Vulnerable
456,animals,reptiles,Elapidae,Cryptophis incredibilis,pink snake,"(Wells & Wellington, 1985)",V,,Y,N,Q,Vulnerable
483,animals,reptiles,Elapidae,Denisonia maculata,ornamental snake,"(Steindachner, 1867)",V,V,Y,N,Q,Vulnerable
487,animals,reptiles,Elapidae,Furina dunmalli,Dunmall's snake,"(Worrell, 1955)",V,V,Y,N,Q,Vulnerable
476,animals,reptiles,Elapidae,Hemiaspis damelii,grey snake,"(Günther, 1876)",E,E,Y,N,QA,Endangered
33649,animals,snails,Camaenidae,Adclarkia cameroni,,"Stanisic, 2010",V,E,Y,N,Q,Vulnerable
29496,animals,snails,Camaenidae,Adclarkia dawsonensis,boggomoss snail,"Stanisic, 1996",E,CE,Y,N,Q,Endangered
33650,animals,snails,Camaenidae,Adclarkia dulacca,Dulacca woodland snail,"Stanisic, 2010",E,E,Y,N,Q,Endangered
5638,plants,Charophyceae,Characeae,Lychnothamnus barbatus,,(Mey.) Leonh.,V,E,Y,N,Q,Vulnerable
15850,plants,land plants,Acanthaceae,Graptophyllum excelsum,,(F.Muell.) Druce,NT,,Y,N,Q,Near threatened
15851,plants,land plants,Acanthaceae,Graptophyllum ilicifolium,holly-leaved graptophyllum,(F.Muell.) F.Muell. ex Benth.,V,V,Y,N,Q,Vulnerable
9161,plants,land plants,Acanthaceae,Graptophyllum reticulatum,reticulated holly,A.R.Bean & Sharpe,E,E,Y,N,Q,Endangered
9924,plants,land plants,Acanthaceae,Lepidagathis royenii,,Bremek.,V,,Y,N,QI,Vulnerable
16281,plants,land plants,Acanthaceae,Rhaphidospora bonneyana,,(F.Muell.) R.M.Barker,V,V,Y,N,Q,Vulnerable
8538,plants,land plants,Acanthaceae,Rhaphidospora cavernarum,,(F.Muell.) R.M.Barker,V,,Y,N,QI,Vulnerable
9736,plants,land plants,Acanthaceae,Xerothamnella herbacea,,R.M.Barker,E,E,Y,N,Q,Endangered
31119,plants,land plants,Achariaceae,Ryparosa kurrangii,,B.L.Webber,NT,,Y,N,Q,Near threatened
32078,plants,land plants,Aizoaceae,Gunniopsis sp. (Edgbaston R.J.Fensham 5094),,,E,,Y,N,Q,Endangered
18353,plants,land plants,Alismataceae,Astonia australiensis,,(Aston) S.W.L.Jacobs,E,,Y,N,Q,Endangered
34321,plants,land plants,Amaranthaceae,Nyssanthes impervia,,A.R.Bean,V,,Y,N,Q,Vulnerable
34180,plants,land plants,Amaranthaceae,Nyssanthes longistyla,,C.H.Miller,V,,Y,N,Q,Vulnerable
14296,plants,land plants,Amaranthaceae,Ptilotus brachyanthus,,(Benth.) F.Muell.,E,,Y,N,Q,Endangered
9777,plants,land plants,Amaranthaceae,Ptilotus extenuatus,,Benl,E,,Y,N,Q,Endangered
12375,plants,land plants,Amaranthaceae,Ptilotus maconochiei,,Benl,NT,,Y,N,Q,Near threatened
35544,plants,land plants,Amaranthaceae,Ptilotus senarius,,A.R.Bean,PE,,Y,N,Q,Extinct in the wild
40980,plants,land plants,Amaranthaceae,Ptilotus uncinellus,,(A.R.Bean) T.Hammer,E,,Y,N,Q,Endangered
11750,plants,land plants,Anacardiaceae,Buchanania mangoides,,F.Muell.,V,,Y,N,Q,Vulnerable
2397,plants,land plants,Annonaceae,Meiogyne hirsuta,,(Jessup) Jessup,NT,,Y,N,Q,Near threatened
36459,plants,land plants,Annonaceae,Polyalthia submontana subsp. submontana,,(Jessup) B.Xue & R.M.K.Saunders,NT,,Y,N,Q,Near threatened
16379,plants,land plants,Annonaceae,Pseuduvaria hylandii,,Jessup,NT,,Y,N,Q,Near threatened
6515,plants,land plants,Apiaceae,Eryngium fontanum,,A.E.Holland & E.J.Thomps.,E,E,Y,N,Q,Endangered
18503,plants,land plants,Apiaceae,Lilaeopsis brisbanica,,A.R.Bean,E,,Y,N,Q,Endangered
13606,plants,land plants,Apiaceae,Oenanthe javanica,,DC.,NT,,Y,N,QI,Near threatened
8936,plants,land plants,Apocynaceae,Cerbera dumicola,,P.I.Forst.,NT,,Y,N,Q,Near threatened
8460,plants,land plants,Apocynaceae,Dischidia littoralis,,Schltr.,V,V,Y,N,QI,Vulnerable
41690,plants,land plants,Apocynaceae,Gymnema stramineum,,(P.I.Forst.) P.I.Forst.,V,,Y,N,Q,Vulnerable
9026,plants,land plants,Apocynaceae,Hoya anulata,,Schltr.,NT,,Y,N,QI,Near threatened
40966,plants,land plants,Apocynaceae,Hoya inconspicua,,Hemsl.,NT,,Y,N,QI,Near threatened
11203,plants,land plants,Apocynaceae,Hoya macgillivrayi,red hoya,F.M.Bailey,NT,,Y,N,Q,Near threatened
41668,plants,land plants,Apocynaceae,Leichhardtia araujacea,,(F.Muell.) P.I.Forst.,CR,CE,Y,N,Q,Critically endangered
41641,plants,land plants,Apocynaceae,Leichhardtia brevifolia,,(Benth.) P.I.Forst.,V,V,Y,N,Q,Vulnerable
41645,plants,land plants,Apocynaceae,Leichhardtia coronata,,(Benth.) P.I.Forst.,V,,Y,N,Q,Vulnerable
41667,plants,land plants,Apocynaceae,Leichhardtia longiloba,,(Benth.) P.I.Forst.,V,V,Y,N,QA,Vulnerable
41640,plants,land plants,Apocynaceae,Leichhardtia paludicola,,(P.I.Forst.) P.I.Forst.,V,V,Y,N,Q,Vulnerable
41664,plants,land plants,Apocynaceae,Leichhardtia pumila,,(P.I.Forst.) P.I.Forst.,V,,Y,N,Q,Vulnerable
41648,plants,land plants,Apocynaceae,Leichhardtia rara,,(P.I.Forst.) P.I.Forst.,V,,Y,N,Q,Vulnerable
11215,plants,land plants,Apocynaceae,Neisosperma kilneri,,(F.Muell.) Fosberg & Sachet,V,V,Y,N,Q,Vulnerable
11164,plants,land plants,Apocynaceae,Ochrosia moorei,southern ochrosia,(F.Muell.) F.Muell. ex Benth.,E,E,Y,N,QA,Endangered
5947,plants,land plants,Apocynaceae,Parsonsia bartlensis,,J.B.Williams,V,,Y,N,Q,Vulnerable
5946,plants,land plants,Apocynaceae,Parsonsia kroombitensis,,J.B.Williams,V,,Y,N,Q,Vulnerable
5948,plants,land plants,Apocynaceae,Parsonsia larcomensis,,J.B.Williams,V,V,Y,N,Q,Vulnerable
16523,plants,land plants,Apocynaceae,Parsonsia largiflorens,,(F.Muell. ex Benth.) S.T.Blake,E,,Y,N,QA,Endangered
5907,plants,land plants,Apocynaceae,Parsonsia sankowskyana,,J.B.Williams,E,,Y,N,Q,Endangered
11170,plants,land plants,Apocynaceae,Parsonsia tenuis,slender silkpod,S.T.Blake,V,,Y,N,Q,Vulnerable
5906,plants,land plants,Apocynaceae,Parsonsia wildensis,,J.B.Williams,V,,Y,N,Q,Vulnerable
5905,plants,land plants,Apocynaceae,Parsonsia wongabelensis,,J.B.Williams,E,,Y,N,Q,Endangered
28993,plants,land plants,Apocynaceae,Phyllanthera grayi,,(P.I.Forst.) Venter,V,,Y,N,Q,Vulnerable
9024,plants,land plants,Apocynaceae,Sarcolobus vittatus,,P.I.Forst.,V,,Y,N,QI,Vulnerable
9325,plants,land plants,Apocynaceae,Secamone auriculata,,Blume,V,,Y,N,Q,Vulnerable
41248,plants,land plants,Apocynaceae,Vincetoxicum forsteri,,Meve & Liede,E,E,Y,N,QA,Endangered
41260,plants,land plants,Apocynaceae,Vincetoxicum rupicola,,(P.I.Forst.) Meve & Liede,E,E,Y,N,Q,Endangered
41258,plants,land plants,Apocynaceae,Vincetoxicum woollsii,,(Benth.) Kuntze,E,E,Y,N,QA,Endangered
11218,plants,land plants,Aponogetonaceae,Aponogeton bullosus,,H.Bruggen,E,E,Y,Y,QA,Endangered
21902,plants,land plants,Aponogetonaceae,Aponogeton elongatus subsp. elongatus,,F.Muell. ex Benth.,NT,,Y,Y,QA,Near threatened
21903,plants,land plants,Aponogetonaceae,Aponogeton elongatus subsp. fluitans,,Hellq. & S.W.L.Jacobs,V,,Y,Y,Q,Vulnerable
21901,plants,land plants,Aponogetonaceae,Aponogeton lancesmithii,,Hellq. & S.W.L.Jacobs,E,,Y,Y,Q,Endangered
21900,plants,land plants,Aponogetonaceae,Aponogeton prolifer,,Hellq. & S.W.L.Jacobs,E,E,Y,Y,Q,Endangered
12376,plants,land plants,Araceae,Remusatia vivipara,,(Roxb.) Schott,NT,,Y,N,QA,Near threatened
9073,plants,land plants,Araliaceae,Astrotricha roddii,,Makinson,E,E,Y,N,QA,Endangered
41440,plants,land plants,Araliaceae,Heptapleurum bractescens,,(Ridl.) Lowry & G.M.Plunkett,NT,,Y,N,Q,Near threatened
28797,plants,land plants,Araliaceae,Hydrocotyle dipleura,,A.R.Bean,V,,Y,N,Q,Vulnerable
11178,plants,land plants,Araliaceae,Polyscias bellendenkerensis,,(F.M.Bailey) Philipson,V,V,Y,N,Q,Vulnerable
13768,plants,land plants,Araliaceae,Trachymene geraniifolia,,F.M.Bailey,NT,,Y,N,Q,Near threatened
12516,plants,land plants,Araliaceae,Trachymene glandulosa,,(F.Muell.) Benth.,NT,,Y,N,Q,Near threatened
18039,plants,land plants,Araucariaceae,Agathis microstachya,bull kauri,J.F.Bailey & C.T.White,NT,,Y,N,Q,Near threatened
6523,plants,land plants,Arecaceae,Archontophoenix myolensis,,Dowe,E,E,Y,Y,Q,Endangered
12864,plants,land plants,Arecaceae,Arenga australasica,,(H.Wendl. & Drude) S.T.Blake ex H.E. Moore,V,,Y,Y,QA,Vulnerable
8610,plants,land plants,Arecaceae,Calamus aruensis,,Becc.,V,,Y,Y,QI,Vulnerable
12823,plants,land plants,Arecaceae,Calamus warburgii,,K.Schum.,V,,Y,Y,QI,Vulnerable
29580,plants,land plants,Arecaceae,Hydriastele costata,,F.M.Bailey,V,V,Y,Y,QI,Vulnerable
12768,plants,land plants,Arecaceae,Linospadix palmerianus,,(F.M.Bailey) Burret,NT,,Y,Y,Q,Near threatened
26863,plants,land plants,Arecaceae,Livistona concinna,,Dowe & Barfod,NT,,Y,Y,Q,Near threatened
12780,plants,land plants,Arecaceae,Livistona drudei,Halifax fan palm,F.Muell.,V,,Y,Y,Q,Vulnerable
3321,plants,land plants,Arecaceae,Livistona fulva,,Rodd,V,,Y,Y,Q,Vulnerable
2224,plants,land plants,Arecaceae,Livistona lanuginosa,,Rodd,V,V,Y,Y,Q,Vulnerable
3322,plants,land plants,Arecaceae,Livistona nitida,,Rodd,NT,,Y,Y,Q,Near threatened
8539,plants,land plants,Arecaceae,Wodyetia bifurcata,foxtail palm,A.K.Irvine,V,,Y,Y,Q,Vulnerable
15645,plants,land plants,Argophyllaceae,Argophyllum cryptophlebum,,Zemann,V,,Y,N,Q,Vulnerable
9882,plants,land plants,Argophyllaceae,Argophyllum verae,,P.I.Forst.,V,,Y,N,Q,Vulnerable
5983,plants,land plants,Aristolochiaceae,Pararistolochia praevenosa,,(F.Muell.) Michael J.Parsons,NT,,Y,N,QA,Near threatened
12111,plants,land plants,Aspleniaceae,Asplenium normale,,D.Don,V,,Y,Y,QI,Vulnerable
12113,plants,land plants,Aspleniaceae,Asplenium pellucidum,,Lam.,V,V,Y,Y,QI,Vulnerable
41607,plants,land plants,Aspleniaceae,Hymenasplenium perriei,,Li Bing Zhang & K.W.Xu,V,,Y,Y,QI,Vulnerable
41579,plants,land plants,Aspleniaceae,Hymenasplenium wildii,,(F.M.Bailey) D.J.Ohlsen,V,V,Y,Y,Q,Vulnerable
10105,plants,land plants,Asteraceae,Brachyscome ascendens,Binna Burra daisy,G.L.Davis,V,,Y,N,QA,Vulnerable
35716,plants,land plants,Asteraceae,Calocephalus glabratus,,P.S.Short,V,,Y,N,Q,Vulnerable
8847,plants,land plants,Asteraceae,Calotis glabrescens,,C.T.White,CR,,Y,N,Q,Critically endangered
9151,plants,land plants,Asteraceae,Calotis suffruticosa,,Domin,E,,Y,N,Q,Endangered
41332,plants,land plants,Asteraceae,Camptacra perdita,,A.R.Bean,E,,Y,N,QA,Endangered
10069,plants,land plants,Asteraceae,Cassinia collina,,C.T.White,V,,Y,N,Q,Vulnerable
31386,plants,land plants,Asteraceae,Cymbonotus maidenii,,(Beauverd) A.E.Holland & V.A.Funk,E,,Y,N,QA,Endangered
10046,plants,land plants,Asteraceae,Glossocardia orthochaeta,,(F.Muell.) Veldkamp,E,,Y,N,Q,Endangered
36072,plants,land plants,Asteraceae,Lagenophora fimbriata,,Jian Wang ter & A.R.Bean,V,,Y,N,Q,Vulnerable
3907,plants,land plants,Asteraceae,Leuzea australis,,Gaudich.,V,V,Y,N,Q,Vulnerable
10030,plants,land plants,Asteraceae,Olearia heterocarpa,nightcap daisy bush,S.T.Blake,NT,,Y,N,QA,Near threatened
10029,plants,land plants,Asteraceae,Olearia hygrophila,swamp daisy,(DC.) Benth.,E,E,Y,N,Q,Endangered
36370,plants,land plants,Asteraceae,Olearia orientalis,,A.R.Bean & Jobson,E,,Y,N,Q,Endangered
8841,plants,land plants,Asteraceae,Ozothamnus eriocephalus,,(J.H.Willis) Anderb.,V,V,Y,N,Q,Vulnerable
8360,plants,land plants,Asteraceae,Ozothamnus vagans,,(C.T.White) Anderb.,V,V,Y,N,QA,Vulnerable
6922,plants,land plants,Asteraceae,Picris barbarorum,,Lindl.,V,,Y,N,QA,Vulnerable
7131,plants,land plants,Asteraceae,Picris conyzoides,,Lack & S.Holzapfel,V,,Y,N,Q,Vulnerable
10604,plants,land plants,Asteraceae,Picris evae,,Lack,V,V,Y,N,Q,Vulnerable
35025,plants,land plants,Asteraceae,Pluchea alata,,A.R.Bean,E,,Y,N,Q,Endangered
34216,plants,land plants,Asteraceae,Pluchea punctata,,A.R.Bean,E,,Y,N,Q,Endangered
35538,plants,land plants,Asteraceae,Pluchea tenuis,,A.R.Bean,V,,Y,N,Q,Vulnerable
10474,plants,land plants,Asteraceae,Podolepis monticola,mountain podolepis,R.J.F.Hend.,V,,Y,N,Q,Vulnerable
8386,plants,land plants,Asteraceae,Rhodanthe rufescens,,Paul G.Wilson,NT,,Y,N,Q,Near threatened
6518,plants,land plants,Asteraceae,Rutidosis crispata,,A.E.Holland,V,,Y,N,Q,Vulnerable
22335,plants,land plants,Asteraceae,Rutidosis glandulosa,,A.E.Holland,NT,,Y,N,Q,Near threatened
6519,plants,land plants,Asteraceae,Rutidosis lanata,,A.E.Holland,NT,,Y,N,Q,Near threatened
35028,plants,land plants,Asteraceae,Sphaeromorphaea major,,A.R.Bean,NT,,Y,N,Q,Near threatened
6897,plants,land plants,Asteraceae,Tetramolopium sp. (Mt Bowen D.G.Fell+ DGF1224),,,V,,Y,N,Q,Vulnerable
7612,plants,land plants,Asteraceae,Tetramolopium vagans,,Pedley,V,,Y,N,Q,Vulnerable
31728,plants,land plants,Asteraceae,Trioncinia patens,,A.E.Holland & D.W.Butler,CR,,Y,N,Q,Critically endangered
9384,plants,land plants,Asteraceae,Trioncinia retroflexa,,(F.Muell.) Veldkamp,E,,Y,N,Q,Endangered
10457,plants,land plants,Asteraceae,Vittadinia decora,,N.T.Burb.,E,,Y,N,Q,Endangered
