taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,Significant,Confidential,status,Endemicity,EPBC Status
34950,Animalia,Reptilia,Carphodactylidae,Saltuarius eximius,Cape Melville leaf-tailed gecko,"Hoskin & Couper, 2013",CR,Y,Y,Critically Endangered,Queensland Endemic,
319,Animalia,Reptilia,Pygopodidae,Delma mitella,Atherton delma,"Shea, 1987",NT,Y,N,Near Threatened,Queensland Endemic,Vulnerable
324,Animalia,Reptilia,Pygopodidae,Delma torquata,collared delma,"Kluge, 1974",V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
18390,Animalia,Reptilia,Agamidae,Tympanocryptis condaminensis,Condamine earless dragon,"Melville, Smith, Hobson, Hunjan & Shoo, 2014",E,Y,N,Endangered,Queensland Endemic,Endangered
35426,Animalia,Reptilia,Agamidae,Tympanocryptis wilsoni,Roma earless dragon,"Melville, Smith, Hobson, Hunjan & Shoo, 2014",E,Y,N,Endangered,Queensland Endemic,
66,Animalia,Reptilia,Varanidae,Varanus mertensi,Mertens' water monitor,"Glauert, 1951",E,Y,N,Endangered,Intranational,
67,Animalia,Reptilia,Varanidae,Varanus mitchelli,Mitchell's water monitor,"Mertens, 1958",CR,Y,N,Critically Endangered,Intranational,
68,Animalia,Reptilia,Varanidae,Varanus prasinus,emerald monitor,"(Schlegel, 1839)",NT,Y,N,Near Threatened,Not Endemic to Australia,
305,Animalia,Reptilia,Scincidae,Anomalopus mackayi,long-legged worm-skink,"Greer & Cogger, 1985",E,Y,N,Endangered,Intranational,Vulnerable
200,Animalia,Reptilia,Scincidae,Concinnia frerei,Bartle Frere bar-sided skink,"Greer,  1992",E,Y,N,Endangered,Queensland Endemic,
270,Animalia,Reptilia,Scincidae,Ctenotus capricorni,Capricorn ctenotus,"Storr, 1981",NT,Y,N,Near Threatened,Queensland Endemic,
257,Animalia,Reptilia,Scincidae,Ctenotus monticola,Atherton ctenotus,"Storr, 1981",V,Y,N,Vulnerable,Queensland Endemic,
232,Animalia,Reptilia,Scincidae,Ctenotus rawlinsoni,Cape heath ctenotus,"Ingram, 1979",V,Y,N,Vulnerable,Queensland Endemic,
236,Animalia,Reptilia,Scincidae,Ctenotus schevilli,Scheville's ctenotus,"(Loveridge, 1933)",NT,Y,N,Near Threatened,Queensland Endemic,
238,Animalia,Reptilia,Scincidae,Ctenotus serotinus,gravel-downs ctenotus,"Czechura, 1986",CR,Y,N,Critically Endangered,Queensland Endemic,
227,Animalia,Reptilia,Scincidae,Egernia rugosa,yakka skink,"De Vis, 1888",V,Y,Y,Vulnerable,Queensland Endemic,Vulnerable
203,Animalia,Reptilia,Scincidae,Emoia atrocostata atrocostata,littoral whiptail-skink,"(Lesson, 1830)",NT,Y,N,Near Threatened,Regional Endemic,
34166,Animalia,Reptilia,Scincidae,Emoia atrocostata australis,littoral whiptail-skink,"Brown, 1991",V,Y,N,Vulnerable,Queensland Endemic,
18839,Animalia,Reptilia,Scincidae,Karma tryoni,Tryon's skink,"(Longman, 1918)",E,Y,Y,Endangered,Intranational,
182,Animalia,Reptilia,Scincidae,Lampropholis colossus,Bunya sunskink,"Ingram, 1991",NT,Y,N,Near Threatened,Queensland Endemic,
171,Animalia,Reptilia,Scincidae,Lampropholis mirabilis,saxicoline sunskink,"Ingram & Rawlinson, 1981",NT,Y,N,Near Threatened,Queensland Endemic,
161,Animalia,Reptilia,Scincidae,Lerista allanae,Allan's lerista,"(Longman, 1937)",E,Y,Y,Endangered,Queensland Endemic,Endangered
162,Animalia,Reptilia,Scincidae,Lerista ameles,limbless fine-lined slider,"Greer, 1979",NT,Y,N,Near Threatened,Queensland Endemic,
164,Animalia,Reptilia,Scincidae,Lerista cinerea,vine-thicket fine-lined slider,"Greer, McDonald & Lawrie, 1983",V,Y,N,Vulnerable,Queensland Endemic,
165,Animalia,Reptilia,Scincidae,Lerista colliveri,nubbined fine-lined slider,"Couper & Ingram, 1992",E,Y,N,Endangered,Queensland Endemic,
35942,Animalia,Reptilia,Scincidae,Lerista hobsoni,Hobson's fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",NT,Y,N,Near Threatened,Queensland Endemic,
168,Animalia,Reptilia,Scincidae,Lerista ingrami,Ingram's lerista,"Storr, 1991",V,Y,N,Vulnerable,Queensland Endemic,
33124,Animalia,Reptilia,Scincidae,Lerista rochfordensis,Rochford slider,"Amey & Couper, 2009",E,Y,N,Endangered,Queensland Endemic,
35941,Animalia,Reptilia,Scincidae,Lerista vanderduysi,leaden-bellied fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
146,Animalia,Reptilia,Scincidae,Lerista vittata,Mount Cooper striped lerista,"Greer, McDonald & Lawrie, 1983",E,Y,N,Endangered,Queensland Endemic,Vulnerable
153,Animalia,Reptilia,Scincidae,Lygisaurus rococo,Chillagoe litter-skink,"Ingram & Covacevich, 1988",NT,Y,N,Near Threatened,Queensland Endemic,
141,Animalia,Reptilia,Scincidae,Lygisaurus tanneri,Endeavour River litter-skink,"Ingram & Covacevich, 1988",V,Y,N,Vulnerable,Queensland Endemic,
187,Animalia,Reptilia,Scincidae,Magmellia luteilateralis,orange-speckled forest-skink,"(Covacevich & McDonald, 1980)",V,Y,Y,Vulnerable,Queensland Endemic,
125,Animalia,Reptilia,Scincidae,Nangura spinosa,Nangur skink,"Covacevich, Couper & James, 1993",CR,Y,Y,Critically Endangered,Queensland Endemic,Critically Endangered
30764,Animalia,Reptilia,Scincidae,Saproscincus eungellensis,Eungella shadeskink,"Sadlier, Couper, Colgan, Vanderduys & Rickard, 2005",V,Y,N,Vulnerable,Queensland Endemic,
100,Animalia,Reptilia,Scincidae,Techmarscincus jigurru,Bartle Frere cool-skink,"(Covacevich, 1984)",CR,Y,N,Critically Endangered,Queensland Endemic,
106,Animalia,Reptilia,Scincidae,Tiliqua scincoides intermedia,northern bluetongue,"Mitchell, 1955",CR,Y,N,Critically Endangered,Intranational,
35645,Animalia,Reptilia,Typhlopidae,Anilios insperatus,Fassifern blind snake,"Venchi, Wilson & Borsboom, 2015",CR,Y,N,Critically Endangered,Queensland Endemic,
80,Animalia,Reptilia,Typhlopidae,Anilios silvia,striped blind snake,"(Ingram & Covacevich, 1993)",NT,Y,N,Near Threatened,Queensland Endemic,
541,Animalia,Reptilia,Boidae,Aspidites ramsayi,woma,"(Macleay, 1882)",NT,Y,Y,Near Threatened,Intranational,
520,Animalia,Reptilia,Boidae,Morelia viridis,green python,"(Schlegel, 1872)",NT,Y,Y,Near Threatened,Not Endemic to Australia,
511,Animalia,Reptilia,Elapidae,Acanthophis antarcticus,common death adder,"(Shaw & Nodder, 1802)",V,Y,N,Vulnerable,Intranational,
22058,Animalia,Reptilia,Elapidae,Acanthophis hawkei,plains death adder,"Wells & Wellington, 1985",V,Y,N,Vulnerable,Intranational,Vulnerable
456,Animalia,Reptilia,Elapidae,Cryptophis incredibilis,pink snake,"(Wells & Wellington, 1985)",V,Y,N,Vulnerable,Queensland Endemic,
483,Animalia,Reptilia,Elapidae,Denisonia maculata,ornamental snake,"(Steindachner, 1867)",V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
487,Animalia,Reptilia,Elapidae,Furina dunmalli,Dunmall's snake,"(Worrell, 1955)",V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
476,Animalia,Reptilia,Elapidae,Hemiaspis damelii,grey snake,"(Günther, 1876)",E,Y,N,Endangered,Intranational,Endangered
33649,Animalia,Gastropoda,Camaenidae,Adclarkia cameroni,,"Stanisic, 2010",V,Y,N,Vulnerable,Queensland Endemic,Endangered
29496,Animalia,Gastropoda,Camaenidae,Adclarkia dawsonensis,boggomoss snail,"Stanisic, 1996",E,Y,N,Endangered,Queensland Endemic,Critically Endangered
33650,Animalia,Gastropoda,Camaenidae,Adclarkia dulacca,Dulacca woodland snail,"Stanisic, 2010",E,Y,N,Endangered,Queensland Endemic,Endangered
5638,Plantae,Charophyceae,Characeae,Lychnothamnus barbatus,,(Mey.) Leonh.,V,Y,N,Vulnerable,Queensland Endemic,Endangered
15850,Plantae,Equisetopsida,Acanthaceae,Graptophyllum excelsum,,(F.Muell.) Druce,NT,Y,N,Near Threatened,Queensland Endemic,
15851,Plantae,Equisetopsida,Acanthaceae,Graptophyllum ilicifolium,holly-leaved graptophyllum,(F.Muell.) F.Muell. ex Benth.,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
9161,Plantae,Equisetopsida,Acanthaceae,Graptophyllum reticulatum,reticulated holly,A.R.Bean & Sharpe,E,Y,N,Endangered,Queensland Endemic,Endangered
9924,Plantae,Equisetopsida,Acanthaceae,Lepidagathis royenii,,Bremek.,V,Y,N,Vulnerable,Regional Endemic,
16281,Plantae,Equisetopsida,Acanthaceae,Rhaphidospora bonneyana,,(F.Muell.) R.M.Barker,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
8538,Plantae,Equisetopsida,Acanthaceae,Rhaphidospora cavernarum,,(F.Muell.) R.M.Barker,V,Y,N,Vulnerable,Regional Endemic,
9736,Plantae,Equisetopsida,Acanthaceae,Xerothamnella herbacea,,R.M.Barker,E,Y,N,Endangered,Queensland Endemic,Endangered
31119,Plantae,Equisetopsida,Achariaceae,Ryparosa kurrangii,,B.L.Webber,NT,Y,N,Near Threatened,Queensland Endemic,
32078,Plantae,Equisetopsida,Aizoaceae,Gunniopsis sp. (Edgbaston R.J.Fensham 5094),,,E,Y,N,Endangered,Queensland Endemic,
18353,Plantae,Equisetopsida,Alismataceae,Astonia australiensis,,(Aston) S.W.L.Jacobs,E,Y,N,Endangered,Queensland Endemic,
3358,Plantae,Equisetopsida,Alismataceae,Caldesia acanthocarpa,,(F.Muell.) Buchenau,SL,Y,N,Special least concern,Intranational,
14761,Plantae,Equisetopsida,Alismataceae,Caldesia oligococca,,(F.Muell.) Buchenau,SL,Y,N,Special least concern,Intranational,
34135,Plantae,Equisetopsida,Alismataceae,Caldesia reniformis,,(D.Don) Makino,SL,Y,N,Special least concern,Regional Endemic,
13379,Plantae,Equisetopsida,Alismataceae,Damasonium minus,starfruit,(R.Br.) Buchenau,SL,Y,N,Special least concern,Intranational,
34321,Plantae,Equisetopsida,Amaranthaceae,Nyssanthes impervia,,A.R.Bean,V,Y,N,Vulnerable,Queensland Endemic,
34180,Plantae,Equisetopsida,Amaranthaceae,Nyssanthes longistyla,,C.H.Miller,V,Y,N,Vulnerable,Queensland Endemic,
14296,Plantae,Equisetopsida,Amaranthaceae,Ptilotus brachyanthus,,(Benth.) F.Muell.,E,Y,N,Endangered,Queensland Endemic,
9777,Plantae,Equisetopsida,Amaranthaceae,Ptilotus extenuatus,,Benl,E,Y,N,Endangered,Queensland Endemic,
12375,Plantae,Equisetopsida,Amaranthaceae,Ptilotus maconochiei,,Benl,NT,Y,N,Near Threatened,Queensland Endemic,
35544,Plantae,Equisetopsida,Amaranthaceae,Ptilotus senarius,,A.R.Bean,PE,Y,N,Extinct in the wild,Queensland Endemic,
40980,Plantae,Equisetopsida,Amaranthaceae,Ptilotus uncinellus,,(A.R.Bean) T.Hammer,E,Y,N,Endangered,Queensland Endemic,
11753,Plantae,Equisetopsida,Amaryllidaceae,Calostemma luteum,,Sims,SL,Y,N,Special least concern,Intranational,
39858,Plantae,Equisetopsida,Amaryllidaceae,Calostemma scottsellickiana,,,SL,Y,N,Special least concern,Queensland Endemic,
35857,Plantae,Equisetopsida,Amaryllidaceae,Crinum arenarium,,Herb.,SL,Y,N,Special least concern,Intranational,
12416,Plantae,Equisetopsida,Amaryllidaceae,Crinum flaccidum,Murray lily,Herb.,SL,Y,N,Special least concern,Intranational,
35501,Plantae,Equisetopsida,Amaryllidaceae,Crinum lakefieldense,,"Lehmiller, Lykos & Hamilton",SL,Y,N,Special least concern,Queensland Endemic,
15513,Plantae,Equisetopsida,Amaryllidaceae,Crinum pedunculatum,river lily,R.Br.,SL,Y,N,Special least concern,Not Endemic to Australia,
40070,Plantae,Equisetopsida,Amaryllidaceae,Crinum pestilentis,,,SL,Y,N,Special least concern,Queensland Endemic,
15514,Plantae,Equisetopsida,Amaryllidaceae,Crinum uniflorum,,F.Muell.,SL,Y,N,Special least concern,Intranational,
15515,Plantae,Equisetopsida,Amaryllidaceae,Crinum venosum,,R.Br.,SL,Y,N,Special least concern,Queensland Endemic,
34828,Plantae,Equisetopsida,Amaryllidaceae,Crinum yorkense,,"Lehmiller, Lykos & Hamilton",SL,Y,N,Special least concern,Queensland Endemic,
11701,Plantae,Equisetopsida,Amaryllidaceae,Proiphys alba,,(R.Br.) Mabb.,SL,Y,N,Special least concern,Intranational,
15116,Plantae,Equisetopsida,Amaryllidaceae,Proiphys amboinensis,,(L.) Herb.,SL,Y,N,Special least concern,Regional Endemic,
11702,Plantae,Equisetopsida,Amaryllidaceae,Proiphys cunninghamii,Moreton Bay lily,(Aiton ex Lindl.) Mabb.,SL,Y,N,Special least concern,Queensland Endemic,
26479,Plantae,Equisetopsida,Amaryllidaceae,Proiphys infundibularis,,D.L.Jones & Dowe,SL,Y,N,Special least concern,Queensland Endemic,
11750,Plantae,Equisetopsida,Anacardiaceae,Buchanania mangoides,,F.Muell.,V,Y,N,Vulnerable,Queensland Endemic,
2397,Plantae,Equisetopsida,Annonaceae,Meiogyne hirsuta,,(Jessup) Jessup,NT,Y,N,Near Threatened,Queensland Endemic,
36459,Plantae,Equisetopsida,Annonaceae,Polyalthia submontana subsp. submontana,,(Jessup) B.Xue & R.M.K.Saunders,NT,Y,N,Near Threatened,Queensland Endemic,
16379,Plantae,Equisetopsida,Annonaceae,Pseuduvaria hylandii,,Jessup,NT,Y,N,Near Threatened,Queensland Endemic,
6515,Plantae,Equisetopsida,Apiaceae,Eryngium fontanum,,A.E.Holland & E.J.Thomps.,E,Y,N,Endangered,Queensland Endemic,Endangered
18503,Plantae,Equisetopsida,Apiaceae,Lilaeopsis brisbanica,,A.R.Bean,E,Y,N,Endangered,Queensland Endemic,
13606,Plantae,Equisetopsida,Apiaceae,Oenanthe javanica,,DC.,NT,Y,N,Near Threatened,Regional Endemic,
8936,Plantae,Equisetopsida,Apocynaceae,Cerbera dumicola,,P.I.Forst.,NT,Y,N,Near Threatened,Queensland Endemic,
8460,Plantae,Equisetopsida,Apocynaceae,Dischidia littoralis,,Schltr.,V,Y,N,Vulnerable,Regional Endemic,Vulnerable
41690,Plantae,Equisetopsida,Apocynaceae,Gymnema stramineum,,(P.I.Forst.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,
9026,Plantae,Equisetopsida,Apocynaceae,Hoya anulata,,Schltr.,NT,Y,N,Near Threatened,Regional Endemic,
40966,Plantae,Equisetopsida,Apocynaceae,Hoya inconspicua,,Hemsl.,NT,Y,N,Near Threatened,Regional Endemic,
11203,Plantae,Equisetopsida,Apocynaceae,Hoya macgillivrayi,red hoya,F.M.Bailey,NT,Y,N,Near Threatened,Queensland Endemic,
41668,Plantae,Equisetopsida,Apocynaceae,Leichhardtia araujacea,,(F.Muell.) P.I.Forst.,CR,Y,N,Critically Endangered,Queensland Endemic,Extinct
41641,Plantae,Equisetopsida,Apocynaceae,Leichhardtia brevifolia,,(Benth.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
41645,Plantae,Equisetopsida,Apocynaceae,Leichhardtia coronata,,(Benth.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,
41667,Plantae,Equisetopsida,Apocynaceae,Leichhardtia longiloba,,(Benth.) P.I.Forst.,V,Y,N,Vulnerable,Intranational,Vulnerable
41640,Plantae,Equisetopsida,Apocynaceae,Leichhardtia paludicola,,(P.I.Forst.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
41664,Plantae,Equisetopsida,Apocynaceae,Leichhardtia pumila,,(P.I.Forst.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,
41648,Plantae,Equisetopsida,Apocynaceae,Leichhardtia rara,,(P.I.Forst.) P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,
11215,Plantae,Equisetopsida,Apocynaceae,Neisosperma kilneri,,(F.Muell.) Fosberg & Sachet,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
11164,Plantae,Equisetopsida,Apocynaceae,Ochrosia moorei,southern ochrosia,(F.Muell.) F.Muell. ex Benth.,E,Y,N,Endangered,Intranational,Endangered
5947,Plantae,Equisetopsida,Apocynaceae,Parsonsia bartlensis,,J.B.Williams,V,Y,N,Vulnerable,Queensland Endemic,
5946,Plantae,Equisetopsida,Apocynaceae,Parsonsia kroombitensis,,J.B.Williams,V,Y,N,Vulnerable,Queensland Endemic,
5948,Plantae,Equisetopsida,Apocynaceae,Parsonsia larcomensis,,J.B.Williams,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
16523,Plantae,Equisetopsida,Apocynaceae,Parsonsia largiflorens,,(F.Muell. ex Benth.) S.T.Blake,E,Y,N,Endangered,Intranational,
5907,Plantae,Equisetopsida,Apocynaceae,Parsonsia sankowskyana,,J.B.Williams,E,Y,N,Endangered,Queensland Endemic,
11170,Plantae,Equisetopsida,Apocynaceae,Parsonsia tenuis,slender silkpod,S.T.Blake,V,Y,N,Vulnerable,Queensland Endemic,
5906,Plantae,Equisetopsida,Apocynaceae,Parsonsia wildensis,,J.B.Williams,V,Y,N,Vulnerable,Queensland Endemic,
5905,Plantae,Equisetopsida,Apocynaceae,Parsonsia wongabelensis,,J.B.Williams,E,Y,N,Endangered,Queensland Endemic,
28993,Plantae,Equisetopsida,Apocynaceae,Phyllanthera grayi,,(P.I.Forst.) Venter,V,Y,N,Vulnerable,Queensland Endemic,
9024,Plantae,Equisetopsida,Apocynaceae,Sarcolobus vittatus,,P.I.Forst.,V,Y,N,Vulnerable,Regional Endemic,
9325,Plantae,Equisetopsida,Apocynaceae,Secamone auriculata,,Blume,V,Y,N,Vulnerable,Queensland Endemic,
41248,Plantae,Equisetopsida,Apocynaceae,Vincetoxicum forsteri,,Meve & Liede,E,Y,N,Endangered,Intranational,Endangered
41260,Plantae,Equisetopsida,Apocynaceae,Vincetoxicum rupicola,,(P.I.Forst.) Meve & Liede,E,Y,N,Endangered,Queensland Endemic,Endangered
41258,Plantae,Equisetopsida,Apocynaceae,Vincetoxicum woollsii,,(Benth.) Kuntze,E,Y,N,Endangered,Intranational,Endangered
11218,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton bullosus,,H.Bruggen,E,Y,Y,Endangered,Intranational,Endangered
30917,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton cuneatus,,S.W.L.Jacobs,SL,Y,Y,Special least concern,Queensland Endemic,
12437,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton elongatus,,F.Muell. ex Benth.,NT,Y,Y,Near Threatened,Unknown,
21902,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton elongatus subsp. elongatus,,F.Muell. ex Benth.,NT,Y,Y,Near Threatened,Intranational,
21903,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton elongatus subsp. fluitans,,Hellq. & S.W.L.Jacobs,V,Y,Y,Vulnerable,Queensland Endemic,
21901,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton lancesmithii,,Hellq. & S.W.L.Jacobs,E,Y,Y,Endangered,Queensland Endemic,
21900,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton prolifer,,Hellq. & S.W.L.Jacobs,E,Y,Y,Endangered,Queensland Endemic,Endangered
11267,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton queenslandicus,,H.Bruggen,SL,Y,Y,Special least concern,Intranational,
21847,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton vanbruggenii,,Hellq. & S.W.L.Jacobs,SL,Y,Y,Special least concern,Intranational,
12376,Plantae,Equisetopsida,Araceae,Remusatia vivipara,,(Roxb.) Schott,NT,Y,N,Near Threatened,Intranational,
9073,Plantae,Equisetopsida,Araliaceae,Astrotricha roddii,,Makinson,E,Y,N,Endangered,Intranational,Endangered
41440,Plantae,Equisetopsida,Araliaceae,Heptapleurum bractescens,,(Ridl.) Lowry & G.M.Plunkett,NT,Y,N,Near Threatened,Queensland Endemic,
28797,Plantae,Equisetopsida,Araliaceae,Hydrocotyle dipleura,,A.R.Bean,V,Y,N,Vulnerable,Queensland Endemic,
11178,Plantae,Equisetopsida,Araliaceae,Polyscias bellendenkerensis,,(F.M.Bailey) Philipson,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
13768,Plantae,Equisetopsida,Araliaceae,Trachymene geraniifolia,,F.M.Bailey,NT,Y,N,Near Threatened,Queensland Endemic,
12516,Plantae,Equisetopsida,Araliaceae,Trachymene glandulosa,,(F.Muell.) Benth.,NT,Y,N,Near Threatened,Queensland Endemic,
18039,Plantae,Equisetopsida,Araucariaceae,Agathis microstachya,bull kauri,J.F.Bailey & C.T.White,NT,Y,N,Near Threatened,Queensland Endemic,
6523,Plantae,Equisetopsida,Arecaceae,Archontophoenix myolensis,,Dowe,E,Y,Y,Endangered,Queensland Endemic,Endangered
12864,Plantae,Equisetopsida,Arecaceae,Arenga australasica,,(H.Wendl. & Drude) S.T.Blake ex H.E. Moore,V,Y,Y,Vulnerable,Intranational,
8610,Plantae,Equisetopsida,Arecaceae,Calamus aruensis,,Becc.,V,Y,Y,Vulnerable,Regional Endemic,
12823,Plantae,Equisetopsida,Arecaceae,Calamus warburgii,,K.Schum.,V,Y,Y,Vulnerable,Regional Endemic,
29580,Plantae,Equisetopsida,Arecaceae,Hydriastele costata,,F.M.Bailey,V,Y,Y,Vulnerable,Regional Endemic,Vulnerable
12768,Plantae,Equisetopsida,Arecaceae,Linospadix palmerianus,,(F.M.Bailey) Burret,NT,Y,Y,Near Threatened,Queensland Endemic,
12776,Plantae,Equisetopsida,Arecaceae,Livistona australis,cabbage tree palm,(R.Br.) Mart.,SL,Y,N,Special least concern,Intranational,
12777,Plantae,Equisetopsida,Arecaceae,Livistona benthamii,,F.M.Bailey,SL,Y,N,Special least concern,Not Endemic to Australia,
26863,Plantae,Equisetopsida,Arecaceae,Livistona concinna,,Dowe & Barfod,NT,Y,Y,Near Threatened,Queensland Endemic,
29766,Plantae,Equisetopsida,Arecaceae,Livistona decora,,(W.Bull) Dowe,SL,Y,N,Special least concern,Regional Endemic,
12780,Plantae,Equisetopsida,Arecaceae,Livistona drudei,Halifax fan palm,F.Muell.,V,Y,Y,Vulnerable,Queensland Endemic,
3321,Plantae,Equisetopsida,Arecaceae,Livistona fulva,,Rodd,V,Y,Y,Vulnerable,Queensland Endemic,
13182,Plantae,Equisetopsida,Arecaceae,Livistona inermis,,R.Br.,SL,Y,N,Special least concern,Intranational,
2224,Plantae,Equisetopsida,Arecaceae,Livistona lanuginosa,,Rodd,V,Y,Y,Vulnerable,Queensland Endemic,Vulnerable
15225,Plantae,Equisetopsida,Arecaceae,Livistona muelleri,dwarf fan palm,F.M.Bailey,SL,Y,N,Special least concern,Regional Endemic,
3322,Plantae,Equisetopsida,Arecaceae,Livistona nitida,,Rodd,NT,Y,Y,Near Threatened,Queensland Endemic,
12779,Plantae,Equisetopsida,Arecaceae,Livistona rigida,,Becc.,SL,Y,N,Special least concern,Queensland Endemic,
8539,Plantae,Equisetopsida,Arecaceae,Wodyetia bifurcata,foxtail palm,A.K.Irvine,V,Y,Y,Vulnerable,Queensland Endemic,
15645,Plantae,Equisetopsida,Argophyllaceae,Argophyllum cryptophlebum,,Zemann,V,Y,N,Vulnerable,Queensland Endemic,
9882,Plantae,Equisetopsida,Argophyllaceae,Argophyllum verae,,P.I.Forst.,V,Y,N,Vulnerable,Queensland Endemic,
5983,Plantae,Equisetopsida,Aristolochiaceae,Pararistolochia praevenosa,,(F.Muell.) Michael J.Parsons,NT,Y,N,Near Threatened,Intranational,
12111,Plantae,Equisetopsida,Aspleniaceae,Asplenium normale,,D.Don,V,Y,Y,Vulnerable,Regional Endemic,
12113,Plantae,Equisetopsida,Aspleniaceae,Asplenium pellucidum,,Lam.,V,Y,Y,Vulnerable,Regional Endemic,Vulnerable
41607,Plantae,Equisetopsida,Aspleniaceae,Hymenasplenium perriei,,Li Bing Zhang & K.W.Xu,V,Y,Y,Vulnerable,Regional Endemic,
41579,Plantae,Equisetopsida,Aspleniaceae,Hymenasplenium wildii,,(F.M.Bailey) D.J.Ohlsen,V,Y,Y,Vulnerable,Queensland Endemic,Vulnerable
10105,Plantae,Equisetopsida,Asteraceae,Brachyscome ascendens,Binna Burra daisy,G.L.Davis,V,Y,N,Vulnerable,Intranational,
35716,Plantae,Equisetopsida,Asteraceae,Calocephalus glabratus,,P.S.Short,V,Y,N,Vulnerable,Queensland Endemic,
8847,Plantae,Equisetopsida,Asteraceae,Calotis glabrescens,,C.T.White,CR,Y,N,Critically Endangered,Queensland Endemic,
9151,Plantae,Equisetopsida,Asteraceae,Calotis suffruticosa,,Domin,E,Y,N,Endangered,Queensland Endemic,
41332,Plantae,Equisetopsida,Asteraceae,Camptacra perdita,,A.R.Bean,E,Y,N,Endangered,Intranational,
10069,Plantae,Equisetopsida,Asteraceae,Cassinia collina,,C.T.White,V,Y,N,Vulnerable,Queensland Endemic,
31386,Plantae,Equisetopsida,Asteraceae,Cymbonotus maidenii,,(Beauverd) A.E.Holland & V.A.Funk,E,Y,N,Endangered,Intranational,
10046,Plantae,Equisetopsida,Asteraceae,Glossocardia orthochaeta,,(F.Muell.) Veldkamp,E,Y,N,Endangered,Queensland Endemic,
36072,Plantae,Equisetopsida,Asteraceae,Lagenophora fimbriata,,Jian Wang ter & A.R.Bean,V,Y,N,Vulnerable,Queensland Endemic,
3907,Plantae,Equisetopsida,Asteraceae,Leuzea australis,,Gaudich.,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
10030,Plantae,Equisetopsida,Asteraceae,Olearia heterocarpa,nightcap daisy bush,S.T.Blake,NT,Y,N,Near Threatened,Intranational,
10029,Plantae,Equisetopsida,Asteraceae,Olearia hygrophila,swamp daisy,(DC.) Benth.,E,Y,N,Endangered,Queensland Endemic,Endangered
36370,Plantae,Equisetopsida,Asteraceae,Olearia orientalis,,A.R.Bean & Jobson,E,Y,N,Endangered,Queensland Endemic,
8841,Plantae,Equisetopsida,Asteraceae,Ozothamnus eriocephalus,,(J.H.Willis) Anderb.,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
8360,Plantae,Equisetopsida,Asteraceae,Ozothamnus vagans,,(C.T.White) Anderb.,V,Y,N,Vulnerable,Intranational,Vulnerable
6922,Plantae,Equisetopsida,Asteraceae,Picris barbarorum,,Lindl.,V,Y,N,Vulnerable,Intranational,
7131,Plantae,Equisetopsida,Asteraceae,Picris conyzoides,,Lack & S.Holzapfel,V,Y,N,Vulnerable,Queensland Endemic,
10604,Plantae,Equisetopsida,Asteraceae,Picris evae,,Lack,V,Y,N,Vulnerable,Queensland Endemic,Vulnerable
35025,Plantae,Equisetopsida,Asteraceae,Pluchea alata,,A.R.Bean,E,Y,N,Endangered,Queensland Endemic,
34216,Plantae,Equisetopsida,Asteraceae,Pluchea punctata,,A.R.Bean,E,Y,N,Endangered,Queensland Endemic,
35538,Plantae,Equisetopsida,Asteraceae,Pluchea tenuis,,A.R.Bean,V,Y,N,Vulnerable,Queensland Endemic,
10474,Plantae,Equisetopsida,Asteraceae,Podolepis monticola,mountain podolepis,R.J.F.Hend.,V,Y,N,Vulnerable,Queensland Endemic,
8386,Plantae,Equisetopsida,Asteraceae,Rhodanthe rufescens,,Paul G.Wilson,NT,Y,N,Near Threatened,Queensland Endemic,
6518,Plantae,Equisetopsida,Asteraceae,Rutidosis crispata,,A.E.Holland,V,Y,N,Vulnerable,Queensland Endemic,
