scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Corymbia leptoloma,Yellowjacket,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64101,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64101,2022-10-05,https://id.biodiversity.org.au/name/apni/119418,Myrtaceae,Corymbia,leptoloma,-,-,(Brooker  A.R.Bean) K.D.Hill  L.A.S.Johnson,-,Vulnerable
Corymbia rhodops,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64015,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64015,2022-10-05,https://id.biodiversity.org.au/name/apni/119432,Myrtaceae,Corymbia,rhodops,-,-,(D.J.Carr  S.G.M.Carr) K.D.Hill  L.A.S.Johnson,-,Vulnerable
Corymbia xanthope,Glen Geddes Bloodwood,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64021,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64021,2022-10-05,https://id.biodiversity.org.au/name/apni/119439,Myrtaceae,Corymbia,xanthope,-,-,(A.Bean  Brooker) K.D.Hill  L.A.S.Johnson,-,Vulnerable
Corynocarpus rupestris subsp. rupestris,Glenugie Karaka,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19303,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19303,2022-10-05,https://id.biodiversity.org.au/name/apni/81913,Corynocarpaceae,Corynocarpus,rupestris,subsp.,rupestris,Guymer,-,Vulnerable
Cossinia australiana,Cossinia,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3066,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3066,2022-10-05,https://id.biodiversity.org.au/name/apni/82399,Sapindaceae,Cossinia,australiana,-,-,S.Reyn.,-,Endangered
Craspedia preminghana,Preminghana Billybutton,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,77046,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77046,2022-10-05,https://id.biodiversity.org.au/name/apni/178800,Asteraceae,Craspedia,preminghana,-,-,Rozefelds,-,Endangered
Craterocephalus fluviatilis,Murray Hardyhead,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56791,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56791,2022-10-05,-,Atherinidae,Craterocephalus,fluviatilis,-,-,"McCulloch, 1912",-,Endangered
Crepidium lawleri,-,Dienia lawleri,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64874,92726,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64874,2022-10-05,https://id.biodiversity.org.au/name/apni/194267,Orchidaceae,Crepidium,lawleri,-,-,(Lavarack  B.Gray) D.L.Szlachetko,-,Endangered
Crinia sloanei,Sloane's Froglet,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,59151,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59151,2022-10-05,-,Myobatrachidae,Crinia,sloanei,-,-,"Littlejohn, 1958",-,Endangered
Crocidura trichura,Christmas Island Shrew,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,86568,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86568,2022-10-05,-,Soricidae,Crocidura,trichura,-,-,"Dobson, 1889",-,Critically Endangered
Cryptoblepharus egeriae,"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,1526,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1526,2022-10-05,-,Scincidae,Cryptoblepharus,egeriae,-,-,"(Boulenger, 1889)",-,Critically Endangered
Cryptoblepharus gurrmul,Arafura Snake-eyed Skink,-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83106,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83106,2022-10-05,-,Scincidae,Cryptoblepharus,gurrmul,-,-,"Horner, 2007",-,Endangered
Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,11976,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11976,2022-10-05,https://id.biodiversity.org.au/name/apni/88305,Lauraceae,Cryptocarya,foetida,-,-,R.Baker,-,Vulnerable
Cryptostylis hunteriana,Leafless Tongue-orchid,-,Vulnerable,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,19533,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19533,2022-10-05,https://id.biodiversity.org.au/name/apni/89001,Orchidaceae,Cryptostylis,hunteriana,-,-,Nicholls,-,Vulnerable
Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,1603,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1603,2022-10-05,-,Agamidae,Ctenophorus,yinnietharra,-,-,"(Storr,1981)",-,Vulnerable
Ctenopterella blechnoides,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83505,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83505,2022-10-05,https://id.biodiversity.org.au/name/apni/215165,Grammitidaceae,Ctenopterella,blechnoides,-,-,(Grev.) Parris,-,Vulnerable
Ctenotus lancelini,Lancelin Island Skink,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,1482,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1482,2022-10-05,-,Scincidae,Ctenotus,lancelini,-,-,"Ford,1969",-,Vulnerable
Ctenotus serotinus,Gravel Downs Ctenotus,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1444,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1444,2022-10-05,-,Scincidae,Ctenotus,serotinus,-,-,"Czechura,1986",-,Critically Endangered
Ctenotus zastictus,Hamelin Ctenotus,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,25570,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25570,2022-10-05,-,Scincidae,Ctenotus,zastictus,-,-,"Storr,1985",-,Vulnerable
Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3205,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3205,2022-10-05,https://id.biodiversity.org.au/name/apni/90407,Sapindaceae,Cupaniopsis,shirleyana,-,-,(Bailey) Radlk.,-,Vulnerable
Cupaniopsis tomentella,Boonah Tuckeroo,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3322,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3322,2022-10-05,https://id.biodiversity.org.au/name/apni/90412,Sapindaceae,Cupaniopsis,tomentella,-,-,(Benth.) S.Reyn.,-,Vulnerable
Cyanoramphus cookii,"Norfolk Island Green Parrot, Tasman Parakeet, Norfolk Island Parakeet",-,Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,67046,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67046,2022-10-05,-,Psittacidae,Cyanoramphus,cookii,-,-,"(Gray, 1859)",-,Endangered
Cyanoramphus novaezelandiae erythrotis,"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",-,Extinct,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,26035,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26035,2022-10-05,-,Psittacidae,Cyanoramphus,novaezelandiae,-,erythrotis,-,"(Wagler, 1832)",Extinct
Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26036,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26036,2022-10-05,-,Psittacidae,Cyanoramphus,novaezelandiae,-,subflavescens,-,"Salvadori, 1891",Extinct
Cyathea exilis,a tree-fern,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,18628,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18628,2022-10-05,https://id.biodiversity.org.au/name/apni/91613,Cyatheaceae,Cyathea,exilis,-,-,Holttum,-,Endangered
Cycas cairnsiana,a cycad,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,5780,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5780,2022-10-05,https://id.biodiversity.org.au/name/apni/92294,Cycadaceae,Cycas,cairnsiana,-,-,F.Muell.,-,Vulnerable
Cycas megacarpa,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55794,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55794,2022-10-05,https://id.biodiversity.org.au/name/apni/118243,Cycadaceae,Cycas,megacarpa,-,-,K.Hill,-,Endangered
Cycas ophiolitica,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55797,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55797,2022-10-05,https://id.biodiversity.org.au/name/apni/118246,Cycadaceae,Cycas,ophiolitica,-,-,K.D.Hill,-,Endangered
Cycas platyphylla,a cycad,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55796,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55796,2022-10-05,https://id.biodiversity.org.au/name/apni/118245,Cycadaceae,Cycas,platyphylla,-,-,K.Hill,-,Vulnerable
Cycas silvestris,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55778,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55778,2022-10-05,https://id.biodiversity.org.au/name/apni/118227,Cycadaceae,Cycas,silvestris,-,-,K.Hill,-,Vulnerable
Cyclodomorphus praealtus,Alpine She-oak Skink,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64721,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64721,2022-10-05,-,Scincidae,Cyclodomorphus,praealtus,-,-,"Shea, 1995",-,Endangered
Cyclophyllum costatum,a shrub,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82770,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82770,2022-10-05,https://id.biodiversity.org.au/name/apni/180701,Rubiaceae,Cyclophyllum,costatum,-,-,(C.T.White) S.T.Reynolds  R.J.F.Hend.,-,Vulnerable
Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,59714,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59714,2022-10-05,-,Psittacidae,Cyclopsitta,diophthalma,-,coxeni,-,"Gould,1867",Endangered
Cynanchum elegans,White-flowered Wax Plant,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12533,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12533,2022-10-05,https://id.biodiversity.org.au/name/apni/94203,Apocynaceae,Cynanchum,elegans,-,-,(Benth.) Domin,-,Endangered
Cyperus cephalotes,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,10265,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10265,2022-10-05,https://id.biodiversity.org.au/name/apni/96716,Cyperaceae,Cyperus,cephalotes,-,-,M.Vahl,-,Endangered
Cyperus semifertilis,-,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,21559,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21559,2022-10-05,https://id.biodiversity.org.au/name/apni/98982,Cyperaceae,Cyperus,semifertilis,-,-,S.T.Blake,-,Vulnerable
Cyphanthera odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14002,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14002,2022-10-05,https://id.biodiversity.org.au/name/apni/99899,Solanaceae,Cyphanthera,odgersii,subsp.,occidentalis,-,Haegi,Endangered
Cyrtodactylus sadleiri,Christmas Island Giant Gecko,-,Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,86865,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86865,2022-10-05,-,Gekkonidae,Cyrtodactylus,sadleiri,-,-,"Wells and Wellington, 1985",-,Endangered
Daphnandra johnsonii,Illawarra Socketwood,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67186,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67186,2022-10-05,https://id.biodiversity.org.au/name/apni/202471,Monimiaceae,Daphnandra,johnsonii,-,-,Schodde,-,Endangered
Darwinia acerosa,Fine-leaved Darwinia,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,9004,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9004,2022-10-05,https://id.biodiversity.org.au/name/apni/80110,Myrtaceae,Darwinia,acerosa,-,-,W.Fitzg.,-,Endangered
Darwinia apiculata,Scarp Darwinia,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,8763,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8763,2022-10-05,https://id.biodiversity.org.au/name/apni/80115,Proteaceae,Darwinia,apiculata,-,-,N.Marchant,-,Endangered
Darwinia biflora,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14619,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14619,2022-10-05,https://id.biodiversity.org.au/name/apni/80132,Myrtaceae,Darwinia,biflora,-,-,(Cheel) B.Briggs,-,Vulnerable
Darwinia carnea,"Mogumber Bell, Narrogin Bell",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,9736,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9736,2022-10-05,https://id.biodiversity.org.au/name/apni/80179,Myrtaceae,Darwinia,carnea,-,-,C.A.Gardner,-,Endangered
Darwinia chapmaniana,Chapman's Bell,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64877,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64877,2022-10-05,https://id.biodiversity.org.au/name/apni/222242,Myrtaceae,Darwinia,chapmaniana,-,-,Keighery,-,Endangered
Darwinia collina,Yellow Mountain Bell,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,17296,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17296,2022-10-05,https://id.biodiversity.org.au/name/apni/80216,Myrtaceae,Darwinia,collina,-,-,C.A.Gardner,-,Critically Endangered
Darwinia ferricola,Scott River Darwinia,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,56706,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56706,2022-10-05,https://id.biodiversity.org.au/name/apni/222245,Myrtaceae,Darwinia,ferricola,-,-,Keighery,-,Endangered
Darwinia foetida,Muchea Bell,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83190,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83190,2022-10-05,https://id.biodiversity.org.au/name/apni/222244,Myrtaceae,Darwinia,foetida,-,-,Keighery,-,Critically Endangered
Darwinia masonii,Mason's Darwinia,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,18538,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18538,2022-10-05,https://id.biodiversity.org.au/name/apni/80481,Myrtaceae,Darwinia,masonii,-,-,C.Gardner,-,Vulnerable
Darwinia meeboldii,Cranbrook Bell,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21512,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21512,2022-10-05,https://id.biodiversity.org.au/name/apni/80494,Myrtaceae,Darwinia,meeboldii,-,-,C.Gardner,-,Vulnerable
Darwinia nubigena,"Success Bell, Red Mountain Bell",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83191,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83191,2022-10-05,https://id.biodiversity.org.au/name/apni/222248,Myrtaceae,Darwinia,nubigena,-,-,Keighery,-,Vulnerable
Darwinia oxylepis,Gillam's Bell,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,13188,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13188,2022-10-05,https://id.biodiversity.org.au/name/apni/80569,Myrtaceae,Darwinia,oxylepis,-,-,(Turcz.) N.G.Marchant  Keighery ,-,Endangered
Darwinia polychroma,Harlequin Bell,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83192,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83192,2022-10-05,https://id.biodiversity.org.au/name/apni/222249,Myrtaceae,Darwinia,polychroma,-,-,Keighery,-,Endangered
Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,15694,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15694,2022-10-05,https://id.biodiversity.org.au/name/apni/80744,Myrtaceae,Darwinia,squarrosa,-,-,(Turcz.) Domin,-,Vulnerable
Darwinia whicherensis,Abba Bell,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83193,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83193,2022-10-05,https://id.biodiversity.org.au/name/apni/222246,Myrtaceae,Darwinia,whicherensis,-,-,Keighery,-,Endangered
Darwinia wittwerorum,Wittwer's Mountain Bell,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,15626,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15626,2022-10-05,https://id.biodiversity.org.au/name/apni/80954,Myrtaceae,Darwinia,wittwerorum,-,-,N.Marchant  Keighery,-,Endangered
Dasymalla axillaris,Native Foxglove,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,38829,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=38829,2022-10-05,https://id.biodiversity.org.au/name/apni/80992,Lamiaceae,Dasymalla,axillaris,-,-,Endl.,-,Critically Endangered
Dasyornis brachypterus,Eastern Bristlebird,-,Endangered,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,533,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=533,2022-10-05,-,Dasyornithidae,Dasyornis,brachypterus,-,-,"(Latham, 1802)",-,Endangered
Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,25972,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25972,2022-10-05,-,Dasyornithidae,Dasyornis,broadbenti,-,litoralis,-,"(Milligan,1902)",Extinct
Dasyornis longirostris,Western Bristlebird,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,515,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=515,2022-10-05,-,Dasyornithidae,Dasyornis,longirostris,-,-,"Gould,1841",-,Endangered
Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat ",-,Vulnerable,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,329,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=329,2022-10-05,-,Dasyuridae,Dasyuroides,byrnei,-,-,"Spencer,1896",-,Vulnerable
Dasyurus geoffroii,"Chuditch, Western Quoll",-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,330,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=330,2022-10-05,-,Dasyuridae,Dasyurus,geoffroii,-,-,"Gould,1841",-,Vulnerable
Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",-,Endangered,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,-,331,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=331,2022-10-05,-,Dasyuridae,Dasyurus,hallucatus,-,-,"Gould,1842",-,Endangered
Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri ",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64475,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64475,2022-10-05,-,Dasyuridae,Dasyurus,maculatus,-,gracilis,-,-,Endangered
Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",-,Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,75184,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75184,2022-10-05,-,Dasyuridae,Dasyurus,maculatus,-,maculatus (SE mainland population),"(Kerr, 1792)",-,Endangered
Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,75183,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75183,2022-10-05,-,Dasyuridae,Dasyurus,maculatus,-,maculatus (Tasmanian population),-,-,Vulnerable
Dasyurus viverrinus,"Eastern Quoll, Luaner",-,Endangered,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,333,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=333,2022-10-05,-,Dasyuridae,Dasyurus,viverrinus,-,-,"(Shaw, 1800)",-,Endangered
Davidsonia jerseyana,Davidson's Plum,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67219,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67219,2022-10-05,https://id.biodiversity.org.au/name/apni/166905,Cunoniaceae,Davidsonia,jerseyana,-,-,(F.Muell ex F.M.Bailey) G.Harden  J.B.Williams,-,Endangered
Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,67178,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67178,2022-10-05,https://id.biodiversity.org.au/name/apni/166907,Cunoniaceae,Davidsonia,johnsonii,-,-,J.B.Williams  G.Harden,-,Endangered
Daviesia bursarioides,Three Springs Daviesia,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,56696,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56696,2022-10-05,https://id.biodiversity.org.au/name/apni/122068,Fabaceae,Daviesia,bursarioides,-,-,Crisp,-,Endangered
