taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,status,EPBCstatus,conservationSignificant,confidential,endemicity
41641,plants,land plants,Apocynaceae,Leichhardtia brevifolia,,(Benth.) P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
41645,plants,land plants,Apocynaceae,Leichhardtia coronata,,(Benth.) P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
41667,plants,land plants,Apocynaceae,Leichhardtia longiloba,,(Benth.) P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Australian endemic
41640,plants,land plants,Apocynaceae,Leichhardtia paludicola,,(P.I.Forst.) P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
41664,plants,land plants,Apocynaceae,Leichhardtia pumila,,(P.I.Forst.) P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
41648,plants,land plants,Apocynaceae,Leichhardtia rara,,(P.I.Forst.) P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
11215,plants,land plants,Apocynaceae,Neisosperma kilneri,,(F.Muell.) Fosberg & Sachet,Vulnerable,Vulnerable,Yes,No,Queensland endemic
5947,plants,land plants,Apocynaceae,Parsonsia bartlensis,,J.B.Williams,Vulnerable,,Yes,No,Queensland endemic
5946,plants,land plants,Apocynaceae,Parsonsia kroombitensis,,J.B.Williams,Vulnerable,,Yes,No,Queensland endemic
5948,plants,land plants,Apocynaceae,Parsonsia larcomensis,,J.B.Williams,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11170,plants,land plants,Apocynaceae,Parsonsia tenuis,slender silkpod,S.T.Blake,Vulnerable,,Yes,No,Queensland endemic
5906,plants,land plants,Apocynaceae,Parsonsia wildensis,,J.B.Williams,Vulnerable,,Yes,No,Queensland endemic
28993,plants,land plants,Apocynaceae,Phyllanthera grayi,,(P.I.Forst.) Venter,Vulnerable,,Yes,No,Queensland endemic
9024,plants,land plants,Apocynaceae,Sarcolobus vittatus,,P.I.Forst.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
9325,plants,land plants,Apocynaceae,Secamone auriculata,,Blume,Vulnerable,,Yes,No,Queensland endemic
21903,plants,land plants,Aponogetonaceae,Aponogeton elongatus subsp. fluitans,,Hellq. & S.W.L.Jacobs,Vulnerable,,Yes,Yes,Queensland endemic
28797,plants,land plants,Araliaceae,Hydrocotyle dipleura,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
11178,plants,land plants,Araliaceae,Polyscias bellendenkerensis,,(F.M.Bailey) Philipson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
12864,plants,land plants,Arecaceae,Arenga australasica,,(H.Wendl. & Drude) S.T.Blake ex H.E. Moore,Vulnerable,,Yes,Yes,Australian endemic
8610,plants,land plants,Arecaceae,Calamus aruensis,,Becc.,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
12823,plants,land plants,Arecaceae,Calamus warburgii,,K.Schum.,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
29580,plants,land plants,Arecaceae,Hydriastele costata,,F.M.Bailey,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
12780,plants,land plants,Arecaceae,Livistona drudei,Halifax fan palm,F.Muell.,Vulnerable,,Yes,Yes,Queensland endemic
3321,plants,land plants,Arecaceae,Livistona fulva,,Rodd,Vulnerable,,Yes,Yes,Queensland endemic
2224,plants,land plants,Arecaceae,Livistona lanuginosa,,Rodd,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
8539,plants,land plants,Arecaceae,Wodyetia bifurcata,foxtail palm,A.K.Irvine,Vulnerable,,Yes,Yes,Queensland endemic
15645,plants,land plants,Argophyllaceae,Argophyllum cryptophlebum,,Zemann,Vulnerable,,Yes,No,Queensland endemic
9882,plants,land plants,Argophyllaceae,Argophyllum verae,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
12111,plants,land plants,Aspleniaceae,Asplenium normale,,D.Don,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
12113,plants,land plants,Aspleniaceae,Asplenium pellucidum,,Lam.,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
41579,plants,land plants,Aspleniaceae,Hymenasplenium wildii,,(F.M.Bailey) D.J.Ohlsen,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
10105,plants,land plants,Asteraceae,Brachyscome ascendens,Binna Burra daisy,G.L.Davis,Vulnerable,,Yes,No,Australian endemic
35716,plants,land plants,Asteraceae,Calocephalus glabratus,,P.S.Short,Vulnerable,,Yes,No,Queensland endemic
10069,plants,land plants,Asteraceae,Cassinia collina,,C.T.White,Vulnerable,,Yes,No,Queensland endemic
8841,plants,land plants,Asteraceae,Ozothamnus eriocephalus,,(J.H.Willis) Anderb.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
8360,plants,land plants,Asteraceae,Ozothamnus vagans,,(C.T.White) Anderb.,Vulnerable,Vulnerable,Yes,No,Australian endemic
6922,plants,land plants,Asteraceae,Picris barbarorum,,Lindl.,Vulnerable,,Yes,No,Australian endemic
7131,plants,land plants,Asteraceae,Picris conyzoides,,Lack & S.Holzapfel,Vulnerable,,Yes,No,Queensland endemic
10604,plants,land plants,Asteraceae,Picris evae,,Lack,Vulnerable,Vulnerable,Yes,No,Queensland endemic
35538,plants,land plants,Asteraceae,Pluchea tenuis,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
10474,plants,land plants,Asteraceae,Podolepis monticola,mountain podolepis,R.J.F.Hend.,Vulnerable,,Yes,No,Queensland endemic
31135,plants,land plants,Asteraceae,Rhaponticum australe,,(Gaudich.) Sojak,Vulnerable,Vulnerable,Yes,No,Queensland endemic
6518,plants,land plants,Asteraceae,Rutidosis crispata,,A.E.Holland,Vulnerable,,Yes,No,Queensland endemic
6897,plants,land plants,Asteraceae,Tetramolopium sp. (Mt Bowen D.G.Fell+ DGF1224),,,Vulnerable,,Yes,No,Queensland endemic
7612,plants,land plants,Asteraceae,Tetramolopium vagans,,Pedley,Vulnerable,,Yes,No,Queensland endemic
12084,plants,land plants,Athyriaceae,Diplazium cordifolium,,Blume,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
36285,plants,land plants,Boraginaceae,Ehretia microphylla,,Lam.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
17865,plants,land plants,Brownlowiaceae,Berrya rotundifolia,,Domin,Vulnerable,,Yes,No,Queensland endemic
13979,plants,land plants,Burseraceae,Canarium acutifolium var. acutifolium,,(DC.) Merr.,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
30720,plants,land plants,Byttneriaceae,Commersonia reticulata,,Guymer,Vulnerable,,Yes,No,Queensland endemic
8347,plants,land plants,Campanulaceae,Wahlenbergia scopulicola,,Carolin ex P.J.Sm.,Vulnerable,,Yes,No,Australian endemic
32526,plants,land plants,Capparaceae,Capparis batianoffii,,Guymer,Vulnerable,,Yes,No,Queensland endemic
9794,plants,land plants,Capparaceae,Capparis thozetiana,,(F.Muell.) F.Muell.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9743,plants,land plants,Casuarinaceae,Allocasuarina filidens,Mt. Beerwah she-oak,L.A.S.Johnson,Vulnerable,,Yes,No,Queensland endemic
9357,plants,land plants,Casuarinaceae,Allocasuarina rigida subsp. exsul,,L.A.S.Johnson,Vulnerable,,Yes,No,Queensland endemic
13926,plants,land plants,Casuarinaceae,Gymnostoma australianum,,L.A.S.Johnson,Vulnerable,,Yes,No,Queensland endemic
13932,plants,land plants,Celastraceae,Denhamia parvifolia,,L.S.Sm.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9762,plants,land plants,Celastraceae,Hexaspora pubescens,,C.T.White,Vulnerable,Vulnerable,Yes,No,Queensland endemic
10088,plants,land plants,Chenopodiaceae,Atriplex morrisii,,R.H.Anderson,Vulnerable,,Yes,No,Australian endemic
9781,plants,land plants,Chenopodiaceae,Sclerolaena blakei,,(Ising) A.J.Scott,Vulnerable,Vulnerable,Yes,No,Queensland endemic
15560,plants,land plants,Clusiaceae,Calophyllum bicolor,,P.F.Stevens,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
11792,plants,land plants,Clusiaceae,Mesua larnachiana,,(F.Muell.) Kosterm.,Vulnerable,,Yes,No,Queensland endemic
13024,plants,land plants,Combretaceae,Combretum trifoliatum,,Vent.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
12177,plants,land plants,Combretaceae,Dansiea grandiflora,,Pedley,Vulnerable,,Yes,No,Queensland endemic
13590,plants,land plants,Combretaceae,Macropteranthes montana,,(F.Muell.) F.Muell. ex Benth.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
33744,plants,land plants,Convolvulaceae,Ipomoea imperati,,(Vahl) Griseb.,Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
10979,plants,land plants,Convolvulaceae,Ipomoea saintronanensis,,R.W.Johnson,Vulnerable,,Yes,No,Queensland endemic
29760,plants,land plants,Convolvulaceae,Stictocardia queenslandica,,(Domin) R.W.Johnson,Vulnerable,,Yes,No,Queensland endemic
9895,plants,land plants,Corynocarpaceae,Corynocarpus rupestris subsp. arborescens,southern corynocarpus,Guymer,Vulnerable,,Yes,No,Australian endemic
11099,plants,land plants,Cunoniaceae,Ceratopetalum corymbosum,,C.T.White,Vulnerable,,Yes,No,Queensland endemic
8338,plants,land plants,Cycadaceae,Cycas brunnea,,K.D.Hill,Vulnerable,,Yes,Yes,Queensland endemic
12077,plants,land plants,Cycadaceae,Cycas cairnsiana,,F.Muell.,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
8439,plants,land plants,Cycadaceae,Cycas couttsiana,,K.D.Hill,Vulnerable,,Yes,Yes,Queensland endemic
27451,plants,land plants,Cycadaceae,Cycas cupida,,P.I.Forst.,Vulnerable,,Yes,Yes,Queensland endemic
6326,plants,land plants,Cycadaceae,Cycas desolata,,P.I.Forst.,Vulnerable,,Yes,Yes,Queensland endemic
8897,plants,land plants,Cycadaceae,Cycas platyphylla,,K.D.Hill,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
8384,plants,land plants,Cycadaceae,Cycas silvestris,,K.D.Hill,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
34314,plants,land plants,Cycadaceae,Cycas terryana,,P.I.Forst.,Vulnerable,,Yes,Yes,Queensland endemic
5937,plants,land plants,Cycadaceae,Cycas tuckeri,,K.D.Hill,Vulnerable,,Yes,Yes,Queensland endemic
17687,plants,land plants,Cyperaceae,Carex breviscapa,,C.B.Clarke,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
18196,plants,land plants,Cyperaceae,Caustis blakei subsp. macrantha,,M.E.Johnst. & J.H.Webber,Vulnerable,,Yes,No,Queensland endemic
9855,plants,land plants,Cyperaceae,Cyperus clarus,,S.T.Blake,Vulnerable,,Yes,No,Australian endemic
10207,plants,land plants,Cyperaceae,Cyperus rupicola,,S.T.Blake,Vulnerable,,Yes,No,Australian endemic
10277,plants,land plants,Cyperaceae,Cyperus semifertilis,,S.T.Blake,Vulnerable,Vulnerable,Yes,No,Queensland endemic
10164,plants,land plants,Cyperaceae,Eleocharis retroflexa,,(Poir.) Urb.,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
10141,plants,land plants,Cyperaceae,Fimbristylis distincta,,S.T.Blake,Vulnerable,,Yes,No,Australian endemic
9715,plants,land plants,Cyperaceae,Fimbristylis micans,,S.T.Blake,Vulnerable,,Yes,No,Queensland endemic
11937,plants,land plants,Cyperaceae,Paramapania parvibractea,,(C.B.Clarke) Uittien,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
9057,plants,land plants,Dilleniaceae,Hibbertia cymosa,,S.T.Reynolds,Vulnerable,,Yes,No,Queensland endemic
11621,plants,land plants,Droseraceae,Drosera prolifera,trailing sundew,C.T.White,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
9811,plants,land plants,Droseraceae,Drosera schizandra,notched sundew,Diels,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
12039,plants,land plants,Dryopteridaceae,Dryopteris sparsa,,(Buch.-Ham. ex D.Don) Kuntze,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
34742,plants,land plants,Dryopteridaceae,Dryopteris wattsii,,"M.McKeown, Sundue & Barrington",Vulnerable,,Yes,Yes,Queensland endemic
13855,plants,land plants,Dryopteridaceae,Lastreopsis silvestris,,D.A.Sm. ex Tindale,Vulnerable,,Yes,Yes,Australian endemic
9868,plants,land plants,Dryopteridaceae,Lastreopsis walleri,,Tindale,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
41599,plants,land plants,Dryopteridaceae,Parapolystichum grayi,,(D.L.Jones) J.J.S.Gardner & Nagalingum,Vulnerable,,Yes,Yes,Queensland endemic
41598,plants,land plants,Dryopteridaceae,Parapolystichum tinarooense,,"(Tindale) Labiak, Sundue & R.C.Moran",Vulnerable,,Yes,Yes,Queensland endemic
34491,plants,land plants,Ebenaceae,Diospyros areolifolia,,Kosterm.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
18191,plants,land plants,Elaeocarpaceae,Dubouzetia saxatilis,,A.R.Bean & Jessup,Vulnerable,,Yes,No,Queensland endemic
17336,plants,land plants,Elaeocarpaceae,Elaeocarpus thelmae,,B.Hyland & Coode,Vulnerable,,Yes,No,Queensland endemic
9925,plants,land plants,Elaeocarpaceae,Peripentadenia phelpsii,,B.Hyland & Coode,Vulnerable,,Yes,No,Queensland endemic
11618,plants,land plants,Ericaceae,Dracophyllum sayeri,,F.Muell.,Vulnerable,,Yes,No,Queensland endemic
27447,plants,land plants,Ericaceae,Lissanthe brevistyla,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
41516,plants,land plants,Ericaceae,Styphelia malayana subsp. novoguineensis,,"(Sleumer) Hislop, Crayn & Puente-Lel.",Vulnerable,,Yes,No,Queensland endemic
6520,plants,land plants,Euphorbiaceae,Acalypha lyonsii,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
11369,plants,land plants,Euphorbiaceae,Baloghia marmorata,jointed baloghia,C.T.White,Vulnerable,Vulnerable,Yes,No,Australian endemic
26128,plants,land plants,Euphorbiaceae,Bertya calycina,,Halford & R.J.F.Hend.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
3307,plants,land plants,Euphorbiaceae,Bertya ernestiana,,Halford & R.J.F.Hend.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11372,plants,land plants,Euphorbiaceae,Bertya glandulosa,,Gruening,Vulnerable,,Yes,No,Queensland endemic
11321,plants,land plants,Euphorbiaceae,Bertya pinifolia,,Planch.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
29411,plants,land plants,Euphorbiaceae,Croton choristadenius,,K.Schum.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
11493,plants,land plants,Euphorbiaceae,Croton magneticus,,Airy Shaw,Vulnerable,,Yes,No,Queensland endemic
28909,plants,land plants,Euphorbiaceae,Croton simulans,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
11333,plants,land plants,Euphorbiaceae,Croton stockeri,,(Airy Shaw) Airy Shaw,Vulnerable,,Yes,No,Queensland endemic
4741,plants,land plants,Euphorbiaceae,Euphorbia carissoides,,F.M.Bailey,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9505,plants,land plants,Euphorbiaceae,Fontainea australis,southern fontainea,Jessup & Guymer,Vulnerable,Vulnerable,Yes,No,Australian endemic
11303,plants,land plants,Euphorbiaceae,Fontainea rostrata,,Jessup & Guymer,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11304,plants,land plants,Euphorbiaceae,Fontainea venosa,,Jessup & Guymer,Vulnerable,Vulnerable,Yes,No,Queensland endemic
22330,plants,land plants,Euphorbiaceae,Mallotus megadontus,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
6632,plants,land plants,Euphorbiaceae,Omphalea celata,,P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
14088,plants,land plants,Euphorbiaceae,Ricinocarpos speciosus,,Muell.Arg.,Vulnerable,,Yes,No,Australian endemic
30494,plants,land plants,Euphorbiaceae,Shonia carinata,,Halford & R.J.F.Hend.,Vulnerable,,Yes,No,Queensland endemic
11248,plants,land plants,Euphorbiaceae,Trigonostemon inopinatus,,Airy Shaw,Vulnerable,,Yes,No,Queensland endemic
7200,plants,land plants,Euphorbiaceae,Wetria australiensis,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
12024,plants,land plants,Gleicheniaceae,Sticherus milnei,,(Baker) Ching,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
11106,plants,land plants,Goodeniaceae,Coopernookia scabridiuscula,coopernookia,Carolin,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9911,plants,land plants,Goodeniaceae,Goodenia stirlingii,,F.M.Bailey,Vulnerable,,Yes,No,Queensland endemic
9450,plants,land plants,Haloragaceae,Gonocarpus effusus,,Orchard,Vulnerable,,Yes,No,Queensland endemic
29782,plants,land plants,Haloragaceae,Gonocarpus hirtus,,Orchard,Vulnerable,,Yes,No,Queensland endemic
12163,plants,land plants,Haloragaceae,Haloragis exalata subsp. velutina,,Orchard,Vulnerable,Vulnerable,Yes,No,Queensland endemic
8544,plants,land plants,Haloragaceae,Myriophyllum coronatum,,Meijden,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
14093,plants,land plants,Hymenophyllaceae,Crepidomanes majoriae,,(Watts) N.A.Wakef.,Vulnerable,,Yes,Yes,Queensland endemic
29896,plants,land plants,Hymenophyllaceae,Hymenophyllum digitatum,,(Sw.) Fosberg,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
13884,plants,land plants,Hymenophyllaceae,Hymenophyllum eboracense,,Croxall,Vulnerable,,Yes,Yes,Queensland endemic
12052,plants,land plants,Hymenophyllaceae,Hymenophyllum gracilescens,,Domin,Vulnerable,,Yes,Yes,Queensland endemic
13885,plants,land plants,Hymenophyllaceae,Hymenophyllum kerianum,,Watts,Vulnerable,,Yes,Yes,Queensland endemic
33350,plants,land plants,Hymenophyllaceae,Polyphlebium endlicherianum,,(C.Presl) Ebihara & K.Iwats.,Vulnerable,Endangered,Yes,Yes,Naturally occurs in Australia and overseas
41002,plants,land plants,Lamiaceae,Coleus amoenus,,(P.I.Forst.) P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
41015,plants,land plants,Lamiaceae,Coleus eungellaensis,,P.I.Forst. & A.J.Paton,Vulnerable,,Yes,No,Queensland endemic
41022,plants,land plants,Lamiaceae,Coleus gratus,,(S.T.Blake) P.I.Forst. & T.C.Wilson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
41029,plants,land plants,Lamiaceae,Coleus leiperi,,(P.I.Forst.) P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9679,plants,land plants,Lamiaceae,Newcastelia velutina,,Munir,Vulnerable,Vulnerable,Yes,No,Queensland endemic
7445,plants,land plants,Lamiaceae,Prostanthera sp. (Dunmore D.M.Gordon 8A),,,Vulnerable,Vulnerable,Yes,No,Queensland endemic
35723,plants,land plants,Lamiaceae,Prostanthera spathulata,,T.C.Wilson & B.J.Conn,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11780,plants,land plants,Lamiaceae,Westringia parvifolia,,C.T.White & W.D.Francis,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9690,plants,land plants,Lamiaceae,Westringia rupicola,,S.T.Blake,Vulnerable,Vulnerable,Yes,No,Queensland endemic
13515,plants,land plants,Lamiaceae,Westringia sericea,native rosemary,B.Boivin,Vulnerable,,Yes,No,Australian endemic
15860,plants,land plants,Lauraceae,Cinnamomum propinquum,pepperwood,F.M.Bailey,Vulnerable,,Yes,No,Queensland endemic
17577,plants,land plants,Lauraceae,Cryptocarya foetida,stinking cryptocarya,R.T.Baker,Vulnerable,Vulnerable,Yes,No,Australian endemic
9554,plants,land plants,Lauraceae,Cryptocarya glaucocarpa,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9101,plants,land plants,Lauraceae,Endiandra anthropophagorum,,Domin,Vulnerable,,Yes,No,Queensland endemic
9097,plants,land plants,Lauraceae,Endiandra grayi,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
11470,plants,land plants,Lauraceae,Endiandra hayesii,rusty rose walnut,Kosterm.,Vulnerable,Vulnerable,Yes,No,Australian endemic
11822,plants,land plants,Lauraceae,Endiandra jonesii,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9102,plants,land plants,Lauraceae,Endiandra phaeocarpa,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
12404,plants,land plants,Lauraceae,Litsea granitica,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9674,plants,land plants,Laxmanniaceae,Lomandra teres,,T.D.Macfarl.,Vulnerable,,Yes,No,Queensland endemic
32507,plants,land plants,Laxmanniaceae,Romnalda ophiopogonoides,,"Conran, P.I.Forst. & Donnon",Vulnerable,,Yes,No,Queensland endemic
12377,plants,land plants,Laxmanniaceae,Romnalda strobilacea,,R.J.F.Hend. & Sharpe,Vulnerable,Vulnerable,Yes,No,Queensland endemic
13796,plants,land plants,Laxmanniaceae,Sowerbaea subtilis,,D.A.Stewart,Vulnerable,,Yes,No,Queensland endemic
14898,plants,land plants,Leguminosae,Acacia ammophila,,Pedley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
31097,plants,land plants,Leguminosae,Acacia argentina,,Pedley,Vulnerable,,Yes,No,Queensland endemic
3361,plants,land plants,Leguminosae,Acacia argyrotricha,,Pedley,Vulnerable,,Yes,No,Queensland endemic
14929,plants,land plants,Leguminosae,Acacia attenuata,,Maiden & Blakely,Vulnerable,Vulnerable,Yes,No,Queensland endemic
2299,plants,land plants,Leguminosae,Acacia barakulensis,,Pedley,Vulnerable,,Yes,No,Queensland endemic
15774,plants,land plants,Leguminosae,Acacia baueri subsp. baueri,tiny wattle,Benth.,Vulnerable,,Yes,No,Australian endemic
14904,plants,land plants,Leguminosae,Acacia crombiei,pink gidgee,C.T.White,Vulnerable,Vulnerable,Yes,No,Queensland endemic
14905,plants,land plants,Leguminosae,Acacia curranii,curly-bark wattle,Maiden,Vulnerable,Vulnerable,Yes,No,Australian endemic
9565,plants,land plants,Leguminosae,Acacia eremophiloides,,Pedley & P.I.Forst.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
10201,plants,land plants,Leguminosae,Acacia guymeri,,Tindale,Vulnerable,,Yes,No,Queensland endemic
14074,plants,land plants,Leguminosae,Acacia handonis,Hando's wattle,Pedley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
14911,plants,land plants,Leguminosae,Acacia hockingsii,,Pedley,Vulnerable,,Yes,No,Queensland endemic
11548,plants,land plants,Leguminosae,Acacia homaloclada,,F.Muell.,Vulnerable,,Yes,No,Queensland endemic
11549,plants,land plants,Leguminosae,Acacia hylonoma,,Pedley,Vulnerable,,Yes,No,Queensland endemic
14915,plants,land plants,Leguminosae,Acacia islana,,Pedley,Vulnerable,,Yes,No,Queensland endemic
14862,plants,land plants,Leguminosae,Acacia lauta,Tara wattle,Pedley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
31095,plants,land plants,Leguminosae,Acacia lumholtzii,,Pedley,Vulnerable,,Yes,No,Queensland endemic
8381,plants,land plants,Leguminosae,Acacia pedleyi,,Tindale & Kodela,Vulnerable,,Yes,No,Queensland endemic
14870,plants,land plants,Leguminosae,Acacia peuce,waddy,F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
14081,plants,land plants,Leguminosae,Acacia pubifolia,Wyberba wattle,Pedley,Vulnerable,Vulnerable,Yes,No,Australian endemic
14873,plants,land plants,Leguminosae,Acacia purpureopetala,purple-flowered wattle,F.M.Bailey,Vulnerable,Critically endangered,Yes,No,Queensland endemic
3362,plants,land plants,Leguminosae,Acacia solenota,,Pedley,Vulnerable,,Yes,No,Queensland endemic
6393,plants,land plants,Leguminosae,Acacia sp. (Castletower N.Gibson TOI345),,,Vulnerable,,Yes,No,Queensland endemic
21785,plants,land plants,Leguminosae,Acacia tingoorensis,,Pedley,Vulnerable,,Yes,No,Queensland endemic
6000,plants,land plants,Leguminosae,Archidendron kanisii,,R.S.Cowan,Vulnerable,,Yes,No,Queensland endemic
14035,plants,land plants,Leguminosae,Archidendron lovelliae,bacon wood,(F.M.Bailey) I.C.Nielsen,Vulnerable,Vulnerable,Yes,No,Queensland endemic
14735,plants,land plants,Leguminosae,Cassia marksiana,,(F.M.Bailey) Domin,Vulnerable,,Yes,No,Australian endemic
13027,plants,land plants,Leguminosae,Crudia papuana,,Kosterm.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
15442,plants,land plants,Leguminosae,Daviesia discolor,,Pedley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
8899,plants,land plants,Leguminosae,Daviesia quoquoversus,,Crisp,Vulnerable,,Yes,No,Queensland endemic
8189,plants,land plants,Leguminosae,Dioclea hexandra,,(Ralph) Mabb.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
6822,plants,land plants,Leguminosae,Hardenbergia sp. (Mt Mulligan J.R.Clarkson 5775),,,Vulnerable,,Yes,No,Queensland endemic
6800,plants,land plants,Leguminosae,Indigofera oxyrachis,,Peter G.Wilson,Vulnerable,,Yes,No,Queensland endemic
10835,plants,land plants,Leguminosae,Pultenaea setulosa,,Benth.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
13774,plants,land plants,Leguminosae,Pultenaea whiteana,Mt. Barney bush pea,S.T.Blake,Vulnerable,,Yes,No,Queensland endemic
34732,plants,land plants,Leguminosae,Senegalia pennata subsp. kerrii,,(I.C.Nielsen) Maslin,Vulnerable,,Yes,No,Queensland endemic
10791,plants,land plants,Leguminosae,Sophora fraseri,brush sophora,Benth.,Vulnerable,Vulnerable,Yes,No,Australian endemic
13750,plants,land plants,Leguminosae,Swainsona murrayana,slender Darling pea,Wawra,Vulnerable,Vulnerable,Yes,No,Australian endemic
13507,plants,land plants,Linderniaceae,Torenia polygonoides,,Benth.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
12982,plants,land plants,Loganiaceae,Logania diffusa,,R.J.F.Hend.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
36497,plants,land plants,Lycopodiaceae,Phlegmariurus delbrueckii,,(Herter) A.R.Field & Bostock,Vulnerable,,Yes,Yes,Queensland endemic
40992,plants,land plants,Lycopodiaceae,Phlegmariurus ledermannii,,(Herter) A.R.Field & Bostock,Vulnerable,,Yes,Yes,Queensland endemic
34766,plants,land plants,Lycopodiaceae,Phlegmariurus lockyeri,,(D.L.Jones & B.Gray) A.R.Field & Bostock,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
34782,plants,land plants,Lycopodiaceae,Phlegmariurus phlegmarioides,,(Gaudich.) A.R.Field & Bostock,Vulnerable,,Yes,Yes,Naturally occurs in Australia and overseas
34772,plants,land plants,Lycopodiaceae,Phlegmariurus tetrastichoides,,(A.R.Field & Bostock) A.R.Field & Bostock,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
34771,plants,land plants,Lycopodiaceae,Phlegmariurus varius,,(R.Br.) A.R.Field & Bostock,Vulnerable,,Yes,Yes,Naturally occurs in Australia and overseas
12976,plants,land plants,Malvaceae,Lawrencia buchananensis,,Lander,Vulnerable,Vulnerable,Yes,No,Queensland endemic
12135,plants,land plants,Maundiaceae,Maundia triglochinoides,,F.Muell.,Vulnerable,,Yes,No,Australian endemic
