taxonID,scientificName,vernacularName,status,EPBC_Threatened_Species_Listed_Name,EPBC_Threatened_Species_Date_Effective,EPBC_Act_Migratory,Bonn,Listed_Name_Bonn,CAMBA,Listed_Name_Camba,JAMBA,Listed_Name_Jamba,ROKAMBA,Listed_Name_Rokamba,Marine_Status,Listed_Name_Marine,Cetacean,Finalised_Priority_Assessment_List_FPAL_,Listed_Name_FPAL,Conservation_Advice,Recovery_Plan,Recovery_Plan_Decisions,kingdom,phylum,class,order,family,genus,taxonRemarks,ACT_NC_Act,ACT_NC_Act_Listed_Name,NSW_TSC_Act_and_FM_Act,NSW_TSC_Act_and_FM_Act_Listed_Name,NT_TPWC_Act,NT_TPWC_Act_Listed_Name,Qld_NC_Act,Qld_NC_Act_Listed_Name,SA_NPW_Act,SA_NPW_Act_Listed_Name,Tas_TSP_Act,Tas_TSP_Act_Listed_Name,Vic_FFG_Act_Advisory_Lists_,Vic_FFG_Act_Advisory_Lists_Listed_Name,WA_WC_Act,WA_WC_Act_Listed_Name,IUCN_Red_List,IUCN_Red_List_Listed_Names,Australian_Capital_Territory,New_South_Wales,Northern_Territory,Queensland,South_Australia,Tasmania,Victoria,Western_Australia,Ashmore_and_Cartier_Islands,Cocos_Keeling_Islands,Christmas_Island,Coral_Sea_Islands,Jervis_Bay_Territory,Norfolk_Island,Heard_and_McDonald_Islands,Australian_Antarctic_Territory,Commonwealth_Marine_Area
2784,Acacia phasmoides,Phantom Wattle,Vulnerable,Acacia phasmoides,16-JUL-2000,,,,,,,,,,,,,,,29-Sep-21,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia phasmoides,,,,,,,,,Critically Endangered,Acacia phasmoides,,,Endangered,Acacia phasmoides,,Present,,,,,Present,,,,,,,,,,
17259,Acacia pickardii,Birds Nest Wattle,Vulnerable,Acacia pickardii,16-JUL-2000,,,,,,,,,,,,,,,,08-Jan-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Rare,Acacia pickardii,,,,,,,,,,,Present,,Present,,,,,,,,,,,,
5319,Acacia pinguifolia,"Fat-leaved Wattle,  Fat-leaf Wattle",Endangered,Acacia pinguifolia,16-JUL-2000,,,,,,,,,,,,,,,29-Sep-21,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia pinguifolia,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
55115,Acacia porcata, ,Endangered,Acacia porcata,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-16,09-Mar-01,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Endangered,Acacia porcata,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
55363,Acacia praemorsa,Senna Wattle,Vulnerable,Acacia praemorsa,24-DEC-2009,,,,,,,,,,,,,,,24-Dec-09,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia praemorsa,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
14840,Acacia praetermissa,a shrub,Vulnerable,Acacia praetermissa,18-AUG-2006,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,Vulnerable,Acacia praetermissa,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,
19955,Acacia prismifolia,Diels' Wattle,Extinct,Acacia prismifolia,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Presumed Extinct,Acacia prismifolia,,,,,,,,,,Extinct,,,,,,,,,
18800,Acacia pubescens,"Downy Wattle, Hairy Stemmed Wattle",Vulnerable,Acacia pubescens,16-JUL-2000,,,,,,,,,,,,,,,15-Jul-16,13-Oct-03,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia pubescens,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
19799,Acacia pubifolia,Velvet Wattle,Vulnerable,Acacia pubifolia,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia pubifolia,,,Vulnerable,Acacia pubifolia,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
61156,Acacia purpureopetala,Purple-flowered Wattle,Critically Endangered,Acacia purpureopetala,24-JAN-2014,,,,,,,,,,,,,,,24-Jan-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia purpureopetala,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
13415,Acacia pycnostachya,Bolivia Wattle,Vulnerable,Acacia pycnostachya,16-JUL-2000,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia pycnostachya,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
56768,Acacia pygmaea,Dwarf Rock Wattle,Endangered,Acacia pygmaea,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia pygmaea,Endangered,Acacia pygmaea,,,,,,,,Endemic,,,,,,,,,
64825,Acacia recurvata,Recurved Wattle,Endangered,Acacia recurvata,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia recurvata,,,,,,,,,,Endemic,,,,,,,,,
64659,Acacia rhamphophylla,Kundip Wattle,Endangered,Acacia rhamphophylla,16-JUL-2000,,,,,,,,,,,,,,,,22-Mar-13,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia rhamphophylla,,,,,,,,,,Endemic,,,,,,,,,
11282,Acacia rhetinocarpa,"Neat Wattle, Resin Wattle (SA)",Vulnerable,Acacia rhetinocarpa,16-JUL-2000,,,,,,,,,,,,,,,17-Dec-13,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Vulnerable,Acacia rhetinocarpa,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
7559,Acacia ruppii,Rupp's Wattle,Endangered,Acacia ruppii,16-JUL-2000,,,,,,,,,,,,,,,23-Nov-21,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia ruppii,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
17877,Acacia sciophanes,"Wundowlin Wattle, Ghost Wattle",Endangered,Acacia sciophanes,16-JUL-2000,,,,,,,,,,,,,,,,13-Nov-09,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia sciophanes,,,,,,,,,,Endemic,,,,,,,,,
34123,Acacia spilleriana,Spiller's Wattle,Endangered,Acacia spilleriana,24-DEC-2009,,,,,,,,,,,,,,,24-Dec-09,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia spilleriana,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
81510,Acacia splendens,"Splendid Wattle, Dandaragan Wattle",Endangered,Acacia splendens,16-JUL-2000,,,,,,,,,,,,,,,01-Apr-16,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia splendens,,,,,,,,,,Endemic,,,,,,,,,
64828,Acacia subflexuosa subsp. capillata,Hairy-stemmed Zig-Zag Wattle,Endangered,Acacia subflexuosa subsp. capillata,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-15,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia subflexuosa subsp. capillata,,,,,,,,,,Endemic,,,,,,,,,
88882,Acacia terminalis subsp. terminalis MS,Sunshine Wattle (Sydney region),Endangered,Acacia terminalis subsp. terminalis MS,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia terminalis subsp. terminalis,,,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,,,
3073,Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",Vulnerable,Acacia undoolyana,16-JUL-2000,,,,,,,,,,,,,,,,08-Jan-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,Vulnerable,Acacia undoolyana,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,
55592,Acacia unguicula,a shrub,Critically Endangered,Acacia unguicula,18-AUG-2006,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia unguicula,Endangered,Acacia unguicula,,,,,,,,Endemic,,,,,,,,,
6144,Acacia vassalii,Vassal's Wattle,Endangered,Acacia vassalii,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia vassalii,Vulnerable,Acacia vassalii,,,,,,,,Endemic,,,,,,,,,
6476,Acacia volubilis,"Tangled Wattle, Tangle Wattle",Endangered,Acacia volubilis,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-15,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia volubilis,,,,,,,,,,Endemic,,,,,,,,,
64497,Acacia whibleyana,"Whibley Wattle, Whibley's Wattle",Endangered,Acacia whibleyana,16-JUL-2000,,,,,,,,,,,,,,,17-Dec-13,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia whibleyana,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
65228,Acacia wilsonii,Wilson's Wattle,Endangered,Acacia wilsonii,11-MAY-2018,,,,,,,,,,,,,Completed,Acacia wilsonii,11-May-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia wilsonii,,,,,,,,,,Present,,,,,,,,,
85026,Acacia woodmaniorum,Woodman's Wattle,Endangered,Acacia woodmaniorum,04-JUL-2019,,,,,,,,,,,,,Completed,Acacia woodmaniorum,04-Jul-19,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia woodmaniorum,,,,,,,,,,Endemic,,,,,,,,,
67080,Acanthiza iredalei rosinae,Slender-billed Thornbill (Gulf St Vincent),Vulnerable,Acanthiza iredalei rosinae,08-JUL-2015,,,,,,,,,,,,,Completed,Acanthiza iredalei rosinae,08-Jul-15,,Recovery Plan not required,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,Acanthiza,birds,,,,,,,,,Vulnerable,Acanthiza iredalei rosinae,,,,,,,,,,,,,Present,,,,,,,,,,,,
80759,Acanthiza lineata whitei,Kangaroo Island Striated Thornbill,Vulnerable,Acanthiza lineata whitei,08-DEC-2021,,,,,,,,,,,,,Completed,Acanthiza lineata whitei,08-Dec-21,,Recovery Plan not required,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91709,Acanthiza pusilla magnirostris,"King Island Brown Thornbill, Brown Thornbill (King Island)",Endangered,Acanthiza pusilla archibaldi,16-JUL-2000,,,,,,,,,,,,,,,,24-Jul-12,Recovery Plan required,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,birds,,,,,,,,,,,Endangered,Acanthiza pusilla archibaldi,,,,,,,,,,,,Endemic,,,,,,,,,,,
17632,Acanthocladium dockeri,"Spiny Everlasting, Spiny Daisy",Critically Endangered,Acanthocladium dockeri,27-NOV-2006,,,,,,,,,,,,,,,,30-Jan-14,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Acanthocladium,dicots (two seed leaves),,,Extinct,Acanthocladium dockeri,,,,,Endangered,Acanthocladium dockeri,,,,,,,,,,Extinct,,,Present,,,,,,,,,,,,
83821,Acanthophis hawkei,Plains Death Adder,Vulnerable,Acanthophis hawkei,11-MAY-2012,,,,,,,,,,,,,Completed,Acanthophis hawkei,11-May-12,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,reptiles,,,,,Vulnerable,Acanthophis hawkei,Vulnerable,Acanthophis hawkei,,,,,,,,,Vulnerable,Acanthophis hawkei,,,Present,Present,,,,Present,,,,,,,,,
82329,Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",Critically Endangered,Acanthornis magna greeniana,02-JUL-2002,,,,,,,,,,,,,,,,24-Jul-12,Recovery Plan required,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthornis,birds,,,,,,,,,,,Endangered,Acanthornis magna greeniana,,,,,,,,,,,,Endemic,,,,,,,,,,,
82408,Accipiter hiogaster natalis,Christmas Island Goshawk,Endangered,Accipiter hiogaster natalis,16-JUL-2000,,,,,,,,,,,,,,,15-Jul-16,18-Aug-04,Recovery Plan required,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Accipiter,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,
65879,Achyranthes arborescens,"Chaff Tree, Soft-wood",Critically Endangered,Achyranthes arborescens,25-NOV-2003,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
68426,Achyranthes margaretarum,Phillip Island Chaffy Tree,Critically Endangered,Achyranthes margaretarum,25-NOV-2003,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
11200,Acianthus ledwardii, ,Extinct,Acianthus ledwardii,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Acianthus,monocots (single seed leaf),,,,,,,,,,,,,,,,,,,,,,Extinct,,,,,,,,,,,,,
83928,Acriopsis emarginata,Pale Chandelier Orchid,Vulnerable,Acriopsis emarginata,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Acriopsis,monocots (single seed leaf),,,,,,,Vulnerable,Acriopsis emarginata,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,
8582,Acronychia littoralis,Scented Acronychia,Endangered,Acronychia littoralis,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Acronychia,dicots (two seed leaves),,,Endangered,Acronychia littoralis,,,Endangered,Acronychia littoralis,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
3983,Acrophyllum australe, ,Vulnerable,Acrophyllum australe,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Cunoniaceae,Acrophyllum,dicots (two seed leaves),,,Vulnerable,Acrophyllum australe,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
12078,Actephila foetida, ,Vulnerable,Actephila foetida,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Actephila,dicots (two seed leaves),,,,,,,Vulnerable,Actephila foetida,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
18659,Actinotus schwarzii,Desert Flannel-flower,Vulnerable,Actinotus schwarzii,16-JUL-2000,,,,,,,,,,,,,,,,13-Nov-09,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Actinotus,dicots (two seed leaves),,,,,Vulnerable,Actinotus schwarzii,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,
83886,Adclarkia cameroni,Brigalow Woodland Snail,Endangered,Adclarkia cameroni,07-DEC-2016,,,,,,,,,,,,,Completed,Adclarkia cameroni,07-Dec-16,,Recovery Plan not required,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",,,,,,,Vulnerable,Adclarkia cameroni,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
67458,Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",Critically Endangered,Adclarkia dawsonensis,02-JUN-2003,,,,,,,,,,,,,,,,24-Jun-17,Recovery Plan required,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",,,,,,,Endangered,Adclarkia dawsonensis,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
83885,Adclarkia dulacca,Dulacca Woodland Snail,Endangered,Adclarkia dulacca,07-DEC-2016,,,,,,,,,,,,,Completed,Adclarkia dulacca,07-Dec-16,,Recovery Plan not required,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",,,,,,,Endangered,Adclarkia dulacca,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
21253,Adenanthos dobagii,Fitzgerald Woollybush,Endangered,Adenanthos dobagii,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,22-Mar-13,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Adenanthos dobagii,Critically Endangered,Adenanthos dobagii,,,,,,,,Endemic,,,,,,,,,
4570,Adenanthos ellipticus,Oval-leaf Adenanthos,Vulnerable,Adenanthos ellipticus,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,22-Mar-13,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Adenanthos ellipticus,Endangered,Adenanthos ellipticus,,,,,,,,Endemic,,,,,,,,,
7763,Adenanthos eyrei,Toolinna Adenanthos,Endangered,Adenanthos eyrei,16-JUL-2000,,,,,,,,,,,,,,,,12-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Adenanthos eyrei,Endangered,Adenanthos eyrei,,,,,,,,Endemic,,,,,,,,,
10742,Adenanthos pungens subsp. effusus,Sprawling Spiky Adenanthos,Endangered,Adenanthos pungens subsp. effusus,16-JUL-2000,,,,,,,,,,,,,,,,23-Oct-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Adenanthos pungens subsp. effusus,,,,,,,,,,Endemic,,,,,,,,,
19429,Adenanthos pungens subsp. pungens,Spiky Adenanthos,Vulnerable,Adenanthos pungens subsp. pungens,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Adenanthos pungens subsp. pungens,,,,,,,,,,Endemic,,,,,,,,,
21594,Adenanthos velutinus,Velvet Woollybush,Endangered,Adenanthos velutinus,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Adenanthos,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Adenanthos velutinus,,,,,,,,,,Endemic,,,,,,,,,
81250,Advena campbellii,Campbell's Keeled Glass-snail,Critically Endangered,Advena campbellii,08-JAN-2009,,,,,,,,,,,,,Completed,Advena campbellii,08-Jan-09,,Recovery Plan not required,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Advena,"snails, slugs",,,,,,,,,,,,,,,,,Extinct,Advena campbelli,,,,,,,,,,,,,,Present,,,
1115,Aipysurus apraefrontalis,Short-nosed Seasnake,Critically Endangered,Aipysurus apraefrontalis,15-FEB-2011,,,,,,,,,,Listed,Aipysurus apraefrontalis,,Completed,Smithohydrophis apraefrontalis,15-Feb-11,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Aipysurus,reptiles,,,,,,,,,,,,,,,Critically Endangered,Aipysurus apraefrontalis,Data deficient,Aipysurus apraefrontalis,,,,,,,,Present,Present,,,,,,,,Present
1118,Aipysurus foliosquama,Leaf-scaled Seasnake,Critically Endangered,Aipysurus foliosquama,15-FEB-2011,,,,,,,,,,Listed,Aipysurus foliosquama,,Completed,Smithohydrophis foliosquama,15-Feb-11,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Aipysurus,reptiles,,,,,,,,,,,,,,,Critically Endangered,Aipysurus foliosquama,Data deficient,Aipysurus foliosquama,,,,,,,,Present,Present,,,,,,,,Present
6416,Alectryon ramiflorus,Isis Tamarind,Endangered,Alectryon ramiflorus,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-16,18-Aug-04,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Alectryon,dicots (two seed leaves),,,,,,,Endangered,Alectryon ramiflorus,,,,,,,,,Endangered,Alectryon ramiflorus,,,,Endemic,,,,,,,,,,,,,
21924,Allocasuarina defungens,Dwarf Heath Casuarina,Endangered,Allocasuarina defungens,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,Endangered,Allocasuarina defungens,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21926,Allocasuarina emuina,"Emu Mountain Sheoak, Mt Emu She-oak",Endangered,Allocasuarina emuina,16-JUL-2000,,,,,,,,,,,,,,,,09-May-07,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,,,,,Endangered,Allocasuarina emuina,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
17455,Allocasuarina fibrosa,Woolly Sheoak,Vulnerable,Allocasuarina fibrosa,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Allocasuarina fibrosa,,,,,,,,,,Endemic,,,,,,,,,
21932,Allocasuarina glareicola, ,Endangered,Allocasuarina glareicola,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,Endangered,Allocasuarina glareicola,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21937,Allocasuarina portuensis,Nielsen Park She-oak,Endangered,Allocasuarina portuensis,16-JUL-2000,,,,,,,,,,,,,,,15-Jul-16,09-Mar-01,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,Endangered,Allocasuarina portuensis,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
16377,Allocasuarina robusta,Mount Compass Oak-bush,Endangered,Allocasuarina robusta,27-NOV-2006,,,,,,,,,,,,,,,01-Oct-08,20-Oct-09,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,,,,,,,Endangered,Allocasuarina robusta,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
21935,Allocasuarina simulans,Nabiac Casuarina,Vulnerable,Allocasuarina simulans,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,Vulnerable,Allocasuarina simulans,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21927,Allocasuarina thalassoscopica, ,Endangered,Allocasuarina thalassoscopica,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,,,,,Endangered,Allocasuarina thalassoscopica,,,,,,,,,,,,Present,,Endemic,,,,,,,,,,,,,
22124,Allocasuarina tortiramula,Twisted Sheoak,Vulnerable,Allocasuarina tortiramula,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Casuarinales,Casuarinaceae,Allocasuarina,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Allocasuarina tortiramula,,,,,,,,,,Endemic,,,,,,,,,
56400,Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",Vulnerable,Alloxylon flammeum,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Alloxylon,dicots (two seed leaves),,,,,,,Vulnerable,Alloxylon flammeum,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
56308,Almaleea cambagei,Torrington Pea,Vulnerable,Almaleea cambagei,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Almaleea,dicots (two seed leaves),,,Endangered,Almaleea cambagei,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
