taxonID,scientificName,vernacularName,status,EPBC_Threatened_Species_Listed_Name,EPBC_Threatened_Species_Date_Effective,EPBC_Act_Migratory,Bonn,Listed_Name_Bonn,CAMBA,Listed_Name_Camba,JAMBA,Listed_Name_Jamba,ROKAMBA,Listed_Name_Rokamba,Marine_Status,Listed_Name_Marine,Cetacean,Finalised_Priority_Assessment_List_FPAL_,Listed_Name_FPAL,Conservation_Advice,Recovery_Plan,Recovery_Plan_Decisions,kingdom,phylum,class,order,family,genus,taxonRemarks,ACT_NC_Act,ACT_NC_Act_Listed_Name,NSW_TSC_Act_and_FM_Act,NSW_TSC_Act_and_FM_Act_Listed_Name,NT_TPWC_Act,NT_TPWC_Act_Listed_Name,Qld_NC_Act,Qld_NC_Act_Listed_Name,SA_NPW_Act,SA_NPW_Act_Listed_Name,Tas_TSP_Act,Tas_TSP_Act_Listed_Name,Vic_FFG_Act_Advisory_Lists_,Vic_FFG_Act_Advisory_Lists_Listed_Name,WA_WC_Act,WA_WC_Act_Listed_Name,IUCN_Red_List,IUCN_Red_List_Listed_Names,Australian_Capital_Territory,New_South_Wales,Northern_Territory,Queensland,South_Australia,Tasmania,Victoria,Western_Australia,Ashmore_and_Cartier_Islands,Cocos_Keeling_Islands,Christmas_Island,Coral_Sea_Islands,Jervis_Bay_Territory,Norfolk_Island,Heard_and_McDonald_Islands,Australian_Antarctic_Territory,Commonwealth_Marine_Area
25985,Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Extinct,Lalage leucopyga leucopyga,16-JUL-2000,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Lalage,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56729,Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,Lambertia echinata subsp. echinata,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Lambertia echinata subsp. echinata,,,,,,,,,,Endemic,,,,,,,,,
64528,Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,Lambertia echinata subsp. occidentalis,16-JUL-2000,,,,,,,,,,,,,,,13-Jul-17,18-Aug-04,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Lambertia echinata subsp. occidentalis,,,,,,,,,,Endemic,,,,,,,,,
4881,Lambertia fairallii,Fairall's Honeysuckle,Endangered,Lambertia fairallii,16-JUL-2000,,,,,,,,,,,,,30/10/2022,Lambertia fairallii,23-Nov-21,23-Oct-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Lambertia fairallii,Critically Endangered,Lambertia fairallii,,,,,,,,Endemic,,,,,,,,,
15725,Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,Lambertia orbifolia,16-JUL-2000,,,,,,,,,,,,,,,13-Jul-17,18-Aug-04,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,
20311,Lasiopetalum joyceae, ,Vulnerable,Lasiopetalum joyceae,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum,dicots (two seed leaves),,,Vulnerable,Lasiopetalum joyceae,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
19181,Lasiopetalum longistamineum, ,Vulnerable,Lasiopetalum longistamineum,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum,dicots (two seed leaves),,,Vulnerable,Lasiopetalum longistamineum,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
64922,Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,Lasiopetalum pterocarpum,16-JUL-2000,,,,,,,,,,,,,,,13-Jul-17,18-Aug-04,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Lasiopetalum pterocarpum,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
2885,Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,Lasiopetalum rotundifolium,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Lasiopetalum rotundifolium,,,,,,,,,,Endemic,,,,,,,,,
89457,Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381), ,Critically Endangered,Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),04-JUL-2019,,,,,,,,,,,,,Completed,Lasiopetalum moullean,04-Jul-19,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Lasiopetalum,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Lasiopetalum moullean,,,,,,,,,,Endemic,,,,,,,,,
68391,Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Critically Endangered,Lasiopetalum sp. Proston (J.A.Baker 17),12-FEB-2010,,,,,,,,,,,,,Completed,Lasiopetalum sp. Proston (J.A.Baker 17),12-Feb-10,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum,dicots (two seed leaves),,,,,,,Endangered,Lasiopetalum sp. Proston (J.A.Baker 17),,,,,,,,,,,,,,Present,,,,,,,,,,,,,
198,Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Lasiorhinus krefftii,15-FEB-2018,,,,,,,,,,,,,Completed,Lasiorhinus krefftii,15-Feb-18,,Recovery Plan required,Animalia,Chordata,Mammalia,Diprotodonta,Vombatidae,Lasiorhinus,mammals,,,Extinct,Lasiorhinus krefftii,,,Critically Endangered,Lasiorhinus krefftii,,,,,,,,,Critically Endangered,Lasiorhinus krefftii,,Present,,Endemic,,,,,,,,,,,,,
65884,Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,Lastreopsis calantha,25-NOV-2003,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,Lastreopsis,"bracken, ferns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
18229,Lastreopsis walleri,a fern,Vulnerable,Lastreopsis walleri,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,Lastreopsis,"bracken, ferns",,,,,,,Vulnerable,Lastreopsis walleri,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
744,Lathamus discolor,Swift Parrot,Critically Endangered,Lathamus discolor,05-MAY-2016,,,,,,,,,,Listed - overfly marine area,Lathamus discolor,,Completed,Lathamus discolor,05-May-16,10-Feb-12,Recovery Plan required,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lathamus,birds,Critically Endangered,Lathamus discolor,Endangered,Lathamus discolor,,,Endangered,Lathamus discolor,Endangered,Lathamus discolor,Endangered,Lathamus discolor,Critically Endangered,Lathamus discolor,,,Critically Endangered,Lathamus discolor,Present,Present,,Present,Present,Present,Present,,,,,,Present,,,,Present
85004,Latrobea colophona, ,Critically Endangered,Latrobea colophona,11-MAY-2018,,,,,,,,,,,,,Completed,Latrobea colophona,11-May-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Latrobea,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Latrobea colophona,,,,,,,,,,Present,,,,,,,,,
10919,Lawrencia buchananensis, ,Vulnerable,Lawrencia buchananensis,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Lawrencia,dicots (two seed leaves),,,,,,,Vulnerable,Lawrencia buchananensis,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
16763,Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,Lechenaultia chlorantha,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Lechenaultia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Lechenaultia chlorantha,,,,,,,,,,Endemic,,,,,,,,,
18535,Lechenaultia laricina,Scarlet Leschenaultia,Endangered,Lechenaultia laricina,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Lechenaultia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Lechenaultia laricina,,,,,,,,,,Endemic,,,,,,,,,
76212,Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,Leiocarpa gatesii,16-JUL-2000,,,,,,,,,,,,,,,01-Apr-16,22-Dec-06,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Leiocarpa,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Leiocarpa gatesii,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,
64923,Leionema equestre,Kangaroo Island Phebalium,Endangered,Leionema equestre,16-JUL-2000,,,,,,,,,,,,,,,,30-Jan-14,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,,,,,,,Endangered,Leionema equestre,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
64924,Leionema lachnaeoides, ,Endangered,Leionema lachnaeoides,16-JUL-2000,,,,,,,,,,,,,,,15-Jul-16,26-Mar-02,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,Endangered,Leionema lachnaeoides,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
89743,Leionema lamprophyllum subsp. fractum, ,Critically Endangered,Leionema lamprophyllum subsp. fractum,13-NOV-2021,,,,,,,,,,,,,Completed,Leionema lamprophyllum subsp. fractum,13-Nov-21,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,Critically Endangered,Leionema lamprophyllum subsp. fractum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64925,Leionema obtusifolium, ,Vulnerable,Leionema obtusifolium,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,,,,,Vulnerable,Leionema obtusifolium,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
64926,Leionema ralstonii, ,Vulnerable,Leionema ralstonii,16-JUL-2000,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,Vulnerable,Leionema ralstonii,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
64927,Leionema sympetalum,Rylstone Bell,Vulnerable,Leionema sympetalum,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema,dicots (two seed leaves),,,Vulnerable,Leionema sympetalum,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
66756,Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,Leioproctus douglasiellus,14-MAY-2013,,,,,,,,,,,,,,,14-May-13,,Recovery Plan not required,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Leioproctus,insects,,,,,,,,,,,,,,,Endangered,Leioproctus douglasiellus,,,,,,,,,,Endemic,,,,,,,,,
934,Leipoa ocellata,Malleefowl,Vulnerable,Leipoa ocellata,16-JUL-2000,,,,,,,,,,,,,,,,08-Jan-10,Recovery Plan required,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Leipoa,birds,,,Endangered,Leipoa ocellata,Critically Endangered,Leipoa ocellata,,,Vulnerable,Leipoa ocellata,,,Vulnerable,Leipoa ocellata,Vulnerable,Leipoa ocellata,Vulnerable,Leipoa ocellata,,Present,Present,,Present,,Present,Present,,,,,,,,,
24428,Lemmaphyllum accedens, ,Extinct,Lemmaphyllum accedens,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Polypodiales,Polypodiaceae,Lemmaphyllum,"bracken, ferns",,,,,,,Extinct in the Wild,Lemmaphyllum accedens,,,,,,,,,,,,,,Extinct,,,,,,,,,,,,,
87240,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877), ,Critically Endangered,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),22-APR-2022,,,,,,,,,,,,,Completed,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),22-Apr-22,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Lenwebbia,dicots (two seed leaves),,,Critically Endangered,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),,,Critically Endangered,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
10976,Lepidium aschersonii,Spiny Pepper-cress,Vulnerable,Lepidium aschersonii,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,Vulnerable,Lepidium aschersonii,,,,,,,,,Endangered,Lepidium aschersonii,Vulnerable,Lepidium aschersonii,,,,Present,,,,,Present,Present,,,,,,,,,
20704,Lepidium drummondii,Drummond's Lepidium,Extinct,Lepidium drummondii,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,,,,,,,,,,,,,Presumed Extinct,Lepidium drummondii,,,,,,,,,,Extinct,,,,,,,,,
78474,Lepidium ginninderrense,Ginninderra Peppercress,Vulnerable,Lepidium ginninderrense,28-FEB-2005,,,,,,,,,,,,,30/04/2023,Lepidium ginninderrense,01-Oct-15,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),Endangered,Lepidium ginninderrense,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,,
16542,Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Lepidium hyssopifolium,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,Endangered,Lepidium hyssopifolium,,,,,,,Endangered,Lepidium hyssopifolium,Endangered,Lepidium hyssopifolium,,,,,Present,Present,,Present,,Present,Present,,,,,,,,,,
9190,Lepidium monoplocoides,Winged Pepper-cress,Endangered,Lepidium monoplocoides,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,Endangered,Lepidium monoplocoides,,,,,Endangered,Lepidium monoplocoides,,,Endangered,Lepidium monoplocoides,,,,,,Present,,Present,Present,,Present,,,,,,,,,,
14035,Lepidium peregrinum,Wandering Pepper-cress,Endangered,Lepidium peregrinum,01-MAY-2003,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,Endangered,Lepidium peregrinum,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
11548,Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,Lepidium pseudopapillosum,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,dicots (two seed leaves),,,Endangered,Lepidium pseudopapillosum,,,,,Endangered,Lepidium pseudopapillosum,,,Critically Endangered,Lepidium pseudopapillosum,,,,,,Present,,,Present,,Present,,,,,,,,,,
1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Lepidochelys olivacea,16-JUL-2000,Listed as Cheloniidae,"B1, B2C",Lepidochelys olivacea,,,,,,,Listed,Lepidochelys olivacea,,,,,03-Jun-17,Recovery Plan required,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,reptiles,,,,,Vulnerable,Lepidochelys olivacea,Endangered,Lepidochelys olivacea,,,,,,,Endangered,Lepidochelys olivacea,Vulnerable,Lepidochelys olivacea,,Present,Present,Present,,,,Present,Present,Present,Present,Present,,,,,Present
1711,Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Lepidodactylus listeri,03-JAN-2014,,,,,,,,,,,,,Completed,Lepidodactylus listeri,03-Jan-14,10-Nov-06,Recovery Plan required,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lepidodactylus,reptiles,,,,,,,,,,,,,,,,,Extinct in the Wild,Lepidodactylus listeri,,,,,,,,,,,Endemic,,,,,,
6388,Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Critically Endangered,Lepidorrhachis mooreana,26-JUN-2015,,,,,,,,,,,,,Completed,Lepidorrhachis mooreana,26-Jun-15,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Lepidorrhachis,monocots (single seed leaf),,,Critically Endangered,Lepidorrhachis mooreana,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
14152,Lepidosperma rostratum,Beaked Lepidosperma,Endangered,Lepidosperma rostratum,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Lepidosperma,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Lepidosperma rostratum,,,,,,,,,,Endemic,,,,,,,,,
136,Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Leporillus apicalis,16-JUL-2000,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus,mammals,,,Extinct,Leporillus apicalis,Extinct,Leporillus apicalis,,,Endangered,Leporillus apicalis,,,Extinct,Leporillus apicalis,Presumed Extinct,Leporillus apicalis,Extinct,Leporillus apicalis,,Extinct,Extinct,,Extinct,,Extinct,Extinct,,,,,,,,,
137,Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,Leporillus conditor,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus,mammals,,,Extinct,Leporillus conditor,,,,,Vulnerable,Leporillus conditor,,,,,Conservation Dependent,Leporillus conditor,Near Threatened,Leporillus conditor,,Present,,,Present,,,Present,,,,,,,,,
5146,Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,Leptomeria dielsiana,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Leptomeria,dicots (two seed leaves),,,,,,,,,,,,,,,Presumed Extinct,Leptomeria dielsiana,,,,,,,,,,Endemic,,,,,,,,,
21777,Leptospermum deanei,Deane's Tea-tree,Vulnerable,Leptospermum deanei,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,dicots (two seed leaves),,,Vulnerable,Leptospermum deanei,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21806,Leptospermum thompsonii,Monga Tea-tree,Vulnerable,Leptospermum thompsonii,16-JUL-2000,,,,,,,,,,,,,30/04/2023,Leptospermum thompsonii,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,dicots (two seed leaves),,,Vulnerable,Leptospermum thompsonii,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
1378,Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Lerista allanae,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,reptiles,,,,,,,Endangered,Lerista allanae,,,,,,,,,Critically Endangered,Lerista allanae,,,,Endemic,,,,,,,,,,,,,
85296,Lerista nevinae,Nevin's Slider,Endangered,Lerista nevinae,15-FEB-2018,,,,,,,,,,,,,Completed,Lerista nevinae,15-Feb-18,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,reptiles,,,,,,,,,,,,,,,Endangered,Lerista nevinae,Critically Endangered,Lerista nevinae,,,,,,,,Present,,,,,,,,,
1308,Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Lerista vittata,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,reptiles,,,,,,,Vulnerable,Lerista vittata,,,,,,,,,Critically Endangered,Lerista vittata,,,,Endemic,,,,,,,,,,,,,
66994,Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Leucocarbo atriceps nivalis,16-JUL-2000,,,,,,,,,,Listed,Phalacrocorax nivalis,,,,01-Oct-15,,Recovery Plan not required,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Leucocarbo,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,Present
66995,Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Leucocarbo atriceps purpurascens,16-JUL-2000,,,,,,,,,,Listed,Phalacrocorax purpurascens,,,,01-Oct-15,,Recovery Plan not required,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Leucocarbo,birds,,,,,,,,,,,Vulnerable,Leucocarbo atriceps purpurascens,,,,,,,,,,,,"Present, Present",,,,,,,,,,,Present
89104,Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,Leucochrysum albicans subsp. tricolor,16-JUL-2000,,,,,,,,,,,,,Completed,Leucochrysum albicans subsp. tricolor,20-Dec-21,10-Feb-12,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Leucochrysum,dicots (two seed leaves),,,,,,,,,,,Endangered,Leucochrysum albicans subsp. tricolor,Endangered,Leucochrysum albicans subsp. tricolor,,,,,"Present, Present","Present, Present",,Historic,,"Present, Present","Present, Present",,,,,,,,,,
90855,Leucopatus anophthalmus,Blind Velvet Worm,Endangered,Leucopatus anophthalmus,30-JUN-2009,,,,,,,,,,,,,,,30-Jun-09,,Recovery Plan not required,Animalia,Onychophora,Onychophora (no class),Onychophora (no order),Peripatopsidae,Leucopatus,velvet worms,,,,,,,,,,,Endangered,Leucopatus anophthalmus,,,,,Endangered,Leucopatus anophthalmus,,,,,,Endemic,,,,,,,,,,,
14417,Leucopogon confertus,Torrington Beard-heath,Endangered,Leucopogon confertus,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon,dicots (two seed leaves),,,Endangered,Leucopogon confertus,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
14621,Leucopogon cryptanthus,Small-flowered Leucopogon,Extinct,Leucopogon cryptanthus,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Presumed Extinct,Leucopogon cryptanthus,,,,,,,,,,Extinct,,,,,,,,,
14251,Leucopogon exolasius,Woronora Beard-heath,Vulnerable,Leucopogon exolasius,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon,dicots (two seed leaves),,,Vulnerable,Leucopogon exolasius,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21609,Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,Leucopogon gnaphalioides,16-JUL-2000,,,,,,,,,,,,,30/10/2022,Leucopogon gnaphalioides,13-Jul-17,26-Mar-02,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Leucopogon gnaphalioides,,,,,,,,,,Endemic,,,,,,,,,
12527,Leucopogon marginatus,Thick-margined Leucopogon,Endangered,Leucopogon marginatus,16-JUL-2000,,,,,,,,,,,,,,,,12-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Leucopogon marginatus,,,,,,,,,,Endemic,,,,,,,,,
87812,Leucopogon nitidus, ,Endangered,Leucopogon nitidus,15-FEB-2018,,,,,,,,,,,,,Completed,Leucopogon nitidus,15-Feb-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Leucopogon nitidus,,,,,,,,,,Present,,,,,,,,,
19614,Leucopogon obtectus,Hidden Beard-heath,Endangered,Leucopogon obtectus,16-JUL-2000,,,,,,,,,,,,,,,29-Sep-21,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Leucopogon obtectus,,,,,,,,,,Endemic,,,,,,,,,
64928,Leucopogon sp. Coolmunda (D.Halford Q1635), ,Endangered,Leucopogon sp. Coolmunda (D.Halford Q1635),16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon,dicots (two seed leaves),,,,,,,Endangered,Leucopogon sp. Coolmunda (D.Halford Q1635),,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
86385,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)", ,Critically Endangered,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",11-MAY-2018,,,,,,,,,,,,,Completed,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",11-May-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",,,,,,,,,,Present,,,,,,,,,
