scientificName,vernacularName,status,sourceStatus
Rhodanthe chlorocephala subsp. chlorocephala,,Priority 1: Poorly-known species,P1
Rhodanthe collina,,Priority 3: Poorly-known species,P3
Rhodanthe frenchii,,Priority 2: Poorly-known species,P2
Rhodanthe fuscescens,,Priority 1: Poorly-known species,P1
Rhodanthe oppositifolia subsp. ornata,,Priority 2: Poorly-known species,P2
Rhodanthe sp. Overlander (P.S. Short 2096),,Priority 1: Poorly-known species,P1
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820) PN",,Priority 3: Poorly-known species,P3
Rhodanthe sphaerocephala,,Priority 1: Poorly-known species,P1
Rhodanthe uniflora,,Priority 1: Poorly-known species,P1
Rhynchosia bungarensis,,"Priority 4: Rare, Near Threatened",P4
Rhynchosia rostrata,,Priority 1: Poorly-known species,P1
Rhynchospora brownii,,Priority 3: Poorly-known species,P3
Rhynchospora gracillima,,Priority 1: Poorly-known species,P1
Rhynchospora rubra,,Priority 3: Poorly-known species,P3
Ricinocarpos brevis,,Endangered,EN
Ricinocarpos digynus,,Priority 1: Poorly-known species,P1
Ricinocarpos marginatus,,Priority 2: Poorly-known species,P2
Ricinocarpos oliganthus,,Priority 1: Poorly-known species,P1
Ricinocarpos pilifer,,Priority 2: Poorly-known species,P2
Ricinocarpos trichophorus,,Vulnerable,VU
Ricinocarpos trichophyllus,,Priority 1: Poorly-known species,P1
Ricinocarpos tuberculatus,,Priority 2: Poorly-known species,P2
Rinodina bischoffii,,Priority 2: Poorly-known species,P2
Rinzia affinis,,"Priority 4: Rare, Near Threatened",P4
Rinzia fimbriolata,,Priority 1: Poorly-known species,P1
Rinzia longifolia,,Priority 3: Poorly-known species,P3
Rinzia medifila,,Priority 1: Poorly-known species,P1
Rinzia rubra,,Priority 2: Poorly-known species,P2
Rinzia torquata,,Priority 3: Poorly-known species,P3
Rinzia triplex,,Priority 3: Poorly-known species,P3
Roebuckiella halophila,,Priority 3: Poorly-known species,P3
Rorippa cygnorum,,Priority 2: Poorly-known species,P2
Rorippa eustylis,,Priority 1: Poorly-known species,P1
Rorippa sp. Fortescue Valley (M.N. Lyons & R.A. Coppen FV 0760),,Priority 1: Poorly-known species,P1
Rostellularia adscendens var. latifolia,,Priority 3: Poorly-known species,P3
Rotala tripartita,,Priority 1: Poorly-known species,P1
Rothia indica subsp. australis,,Priority 3: Poorly-known species,P3
Roycea pycnophylloides,,Vulnerable,VU
Ruellia sp. A Kimberley Flora (K.F. Kenneally 9007),,Priority 2: Poorly-known species,P2
Rumex crystallinus,,Priority 2: Poorly-known species,P2
Rumex drummondii,,"Priority 4: Rare, Near Threatened",P4
Rumicastrum chamaecladum,,Priority 2: Poorly-known species,P2
Rytidosperma racemosum var. racemosum,,Priority 2: Poorly-known species,P2
Salacia chinensis,,Priority 1: Poorly-known species,P1
Salicornia globosa,,Priority 3: Poorly-known species,P3
Samolus sp. Fortescue Marsh (A. Markey & R. Coppen FM 9702),,Priority 1: Poorly-known species,P1
Sarcozona bicarinata,,Priority 3: Poorly-known species,P3
Sauropus sp. Woolgorong (M. Officer s.n. 10/8/94),,Priority 3: Poorly-known species,P3
Scaevola archeriana,,Priority 1: Poorly-known species,P1
Scaevola ballajupensis,,Priority 1: Poorly-known species,P1
Scaevola brookeana,,Priority 2: Poorly-known species,P2
Scaevola chrysopogon,,Priority 2: Poorly-known species,P2
Scaevola eneabba,,Priority 2: Poorly-known species,P2
Scaevola globosa,,Priority 3: Poorly-known species,P3
Scaevola kallophylla,,"Priority 4: Rare, Near Threatened",P4
Scaevola macrophylla,,Critically Endangered,CR
Scaevola oldfieldii,,Priority 3: Poorly-known species,P3
Scaevola paludosa,,Priority 2: Poorly-known species,P2
Scaevola sp. Cockburn Range (G.W. Carr 3369 & A.C. Beauglehole 47147),,Priority 1: Poorly-known species,P1
Scaevola sp. Golden hairs (D. & B. Bellairs 1450 A),,Priority 1: Poorly-known species,P1
Scaevola sp. Hamersley Range basalts (S. van Leeuwen 3675),,Priority 2: Poorly-known species,P2
Scaevola sp. Isabella Range (R.D. Royce 1918),,Priority 1: Poorly-known species,P1
Scaevola sp. Mt Ragged (M. Goods GG 004),,Priority 2: Poorly-known species,P2
Scaevola tortuosa,,Priority 1: Poorly-known species,P1
Scaevola xanthina,,Priority 2: Poorly-known species,P2
Schizaea dichotoma,,Priority 3: Poorly-known species,P3
Schizaea rupestris,,Priority 2: Poorly-known species,P2
Schoenia filifolia subsp. arenicola,,Priority 1: Poorly-known species,P1
Schoenia filifolia subsp. subulifolia,,Endangered,EN
Schoenoplectiella humillima,,Priority 2: Poorly-known species,P2
Schoenus badius,,Priority 2: Poorly-known species,P2
Schoenus benthamii,,Priority 3: Poorly-known species,P3
Schoenus capillifolius,,Priority 3: Poorly-known species,P3
Schoenus centralis,,Priority 1: Poorly-known species,P1
Schoenus coultasii,,Priority 1: Poorly-known species,P1
Schoenus fluitans,,Priority 2: Poorly-known species,P2
Schoenus griffinianus,,"Priority 4: Rare, Near Threatened",P4
Schoenus indutus,,Priority 1: Poorly-known species,P1
Schoenus loliaceus,,Priority 2: Poorly-known species,P2
Schoenus natans,,"Priority 4: Rare, Near Threatened",P4
Schoenus pennisetis,,Priority 3: Poorly-known species,P3
Schoenus punctatus,,Priority 3: Poorly-known species,P3
Schoenus sp. Beaufort (G.J. Keighery 6291),,Priority 1: Poorly-known species,P1
Schoenus sp. Bullsbrook (J.J. Alford 915),,Priority 2: Poorly-known species,P2
Schoenus sp. Eneabba (F. Obbens & C. Godden I154),,Priority 2: Poorly-known species,P2
Schoenus sp. Grassy (E. Gude & J. Harvey 250),,Priority 2: Poorly-known species,P2
Schoenus sp. Grey Rhizome (K.L. Wilson 2922),,Priority 1: Poorly-known species,P1
Schoenus sp. Jindong (R.D. Royce 2485),,Priority 1: Poorly-known species,P1
Schoenus sp. Kalbarri (K.R. Newbey 9352),,Priority 2: Poorly-known species,P2
Schoenus sp. Mt Barker (G.J. Keighery 9679),,Priority 1: Poorly-known species,P1
Schoenus sp. Stirling (G.J. Keighery 3427),,Priority 2: Poorly-known species,P2
Schoenus sp. Toodyay (G.J. Keighery & N. Gibson 2918),,Priority 1: Poorly-known species,P1
Schoenus sp. Waroona (G.J. Keighery 12235),,Priority 3: Poorly-known species,P3
Schoenus thedae,,Priority 1: Poorly-known species,P1
Scholtzia bellairsiorum,,Priority 3: Poorly-known species,P3
Scholtzia brevistylis subsp. brevistylis,,Priority 1: Poorly-known species,P1
Scholtzia brevistylis subsp. prowaka,,Priority 2: Poorly-known species,P2
Scholtzia calcicola,,Priority 2: Poorly-known species,P2
Scholtzia cordata,,Priority 2: Poorly-known species,P2
Scholtzia corrugata,,Priority 2: Poorly-known species,P2
Scholtzia eatoniana,,Priority 1: Poorly-known species,P1
Scholtzia halophila subsp. meridionalis,,Priority 2: Poorly-known species,P2
Scholtzia halophila subsp. mortlockensis,,Priority 3: Poorly-known species,P3
Scholtzia inaequalis,,Priority 2: Poorly-known species,P2
Scholtzia kalbarri,,Priority 2: Poorly-known species,P2
Scholtzia laciniata,,Priority 2: Poorly-known species,P2
Scholtzia longipedata subsp. procera,,Priority 3: Poorly-known species,P3
Scholtzia multiflora,,Priority 1: Poorly-known species,P1
Scholtzia oleosa,,Priority 3: Poorly-known species,P3
Scholtzia peltigera,,Priority 1: Poorly-known species,P1
Scholtzia prostrata,,Priority 3: Poorly-known species,P3
Scholtzia quindecim,,Priority 2: Poorly-known species,P2
Scholtzia recurva,,Priority 1: Poorly-known species,P1
Scholtzia sp. Bickley (W.H. Loaring s.n. PERTH 06165184),,Extinct,EX
Scholtzia sp. Folly Hill (M.E. Trudgen 12097),,Priority 2: Poorly-known species,P2
Scholtzia sp. Geraldton (F. Lullfitz L 3216),,Priority 3: Poorly-known species,P3
Scholtzia sp. Nolba (E. Place s.n. Jan. 1964),,Priority 1: Poorly-known species,P1
Scholtzia sp. Whelarra (M.E. Trudgen 12018),,Priority 1: Poorly-known species,P1
Scholtzia subsessilis,,Priority 1: Poorly-known species,P1
Scholtzia tenuissima,,Priority 2: Poorly-known species,P2
Scholtzia thinicola,,Priority 1: Poorly-known species,P1
Scholtzia truncata,,Priority 2: Poorly-known species,P2
Scholtzia uniflora,,Priority 2: Poorly-known species,P2
Scleria annularis,,Priority 1: Poorly-known species,P1
Scleria levis,,Priority 1: Poorly-known species,P1
Scleria poiformis,,Priority 2: Poorly-known species,P2
Scleria polycarpa,,Priority 1: Poorly-known species,P1
Scleria psilorrhiza,,Priority 1: Poorly-known species,P1
Scleria sp. B Kimberley Flora (C.R. Dunlop 5409),,Priority 1: Poorly-known species,P1
Scleria sp. C Kimberley Flora (K.F. Kenneally 4873),,Priority 1: Poorly-known species,P1
Sclerolaena sp. Koolanooka Hills (R. Meissner & Y. Caruso 437),,Priority 1: Poorly-known species,P1
Sclerolaena stylosa,,Priority 1: Poorly-known species,P1
Scleroschoenus glabrispiculus,,Priority 3: Poorly-known species,P3
Scleroschoenus quadricostatus,,Priority 1: Poorly-known species,P1
Scleroschoenus ramosus,,Priority 3: Poorly-known species,P3
Scyphiphora hydrophylacea,,Priority 3: Poorly-known species,P3
Selaginella pygmaea,,Priority 2: Poorly-known species,P2
Senecio gilbertii,,Priority 1: Poorly-known species,P1
Senecio leucoglossus,,"Priority 4: Rare, Near Threatened",P4
Senecio microbasis,,Priority 1: Poorly-known species,P1
Senecio oldfieldii,,Priority 2: Poorly-known species,P2
Senecio pinnatifolius var. leucocarpus,,Priority 2: Poorly-known species,P2
Senecio serratiformis subsp. serratiformis,,Priority 1: Poorly-known species,P1
Senna artemisioides subsp. alicia,,Priority 3: Poorly-known species,P3
Senna sp. Barlee Range (S. van Leeuwen 1520),,Priority 2: Poorly-known species,P2
Seorsus clavifolius,,Priority 2: Poorly-known species,P2
Serichonus gracilipes,,Priority 3: Poorly-known species,P3
Seringia adenogyna,,Priority 3: Poorly-known species,P3
Seringia saxatilis,,Priority 2: Poorly-known species,P2
Seringia undulata,,Priority 1: Poorly-known species,P1
Sida picklesiana,,Priority 3: Poorly-known species,P3
Sida sp. Barlee Range (S. van Leeuwen 1642),,"Priority 4: Rare, Near Threatened",P4
Sida sp. Hamersley Range (K. Newbey 10692),,Priority 3: Poorly-known species,P3
Sida sp. R (P. Copley 1390),,Priority 1: Poorly-known species,P1
Solanum albostellatum,,Priority 3: Poorly-known species,P3
Solanum carduiforme,,Priority 2: Poorly-known species,P2
Solanum cataphractum,,Priority 3: Poorly-known species,P3
Solanum iodinum,,Priority 1: Poorly-known species,P1
Solanum kentrocaule,,Priority 3: Poorly-known species,P3
Solanum leopoldense,,Priority 3: Poorly-known species,P3
Solanum octona,,Priority 2: Poorly-known species,P2
Solanum oedipus,,Priority 3: Poorly-known species,P3
Solanum oligandrum,,Priority 2: Poorly-known species,P2
Solanum pugiunculiferum,,Priority 1: Poorly-known species,P1
Solanum pycnotrichum,,Priority 2: Poorly-known species,P2
Solanum reclusum,,Priority 1: Poorly-known species,P1
Solanum sp. Bachsten Creek (R.L. Barrett & M.D. Barrett RLB 3813),,Priority 2: Poorly-known species,P2
Solanum sp. Boomerang Bay (K.F. Kenneally 10021),,Priority 1: Poorly-known species,P1
Solanum sp. Longini (C.T. Martine et al. CTM 805),,Priority 1: Poorly-known species,P1
Solanum sp. Mosquito Creek (A.A. Mitchell et al. AAM 10795),,Priority 1: Poorly-known species,P1
Solanum sp. Prince Regent River (T. Handasyde TH 1925),,Priority 3: Poorly-known species,P3
Solanum sp. Red Hill (S. van Leeuwen et al. PBS 5415),,Priority 3: Poorly-known species,P3
Solanum sp. W Hamersley Range (S. Colwill & B. Duncan LCR99-01) PN,,Priority 1: Poorly-known species,P1
Solanum tudununggae,,Priority 1: Poorly-known species,P1
Solanum vansittartense,,Priority 2: Poorly-known species,P2
Solanum zoeae,,Priority 1: Poorly-known species,P1
Sondottia glabrata,,Priority 2: Poorly-known species,P2
Sorghum plumosum var. teretifolium,,Priority 1: Poorly-known species,P1
Sowerbaea alliacea,,Priority 3: Poorly-known species,P3
Sowerbaea multicaulis,,"Priority 4: Rare, Near Threatened",P4
Spergularia nesophila,,Priority 3: Poorly-known species,P3
Spermacoce sp. Berthier Dunes (R.L. Barrett RLB 5753),,Priority 3: Poorly-known species,P3
Spermacoce sp. Gibb River Road (K.F. Kenneally 12053),,Priority 1: Poorly-known species,P1
Spermacoce sp. Mt Hart (D. Dureau 159),,Priority 1: Poorly-known species,P1
Sphaeranthus africanus,,Priority 1: Poorly-known species,P1
Sphaerolobium benetectum,,Priority 2: Poorly-known species,P2
Sphaerolobium calcicola,,Priority 3: Poorly-known species,P3
Sphaerolobium validum,,Priority 3: Poorly-known species,P3
Sphagnum novozelandicum,,Priority 2: Poorly-known species,P2
Sphenoclea zeylanica,,Priority 1: Poorly-known species,P1
Sphenotoma drummondii,,Endangered,EN
Sphenotoma sp. Stirling Range (P.G. Wilson 4235),,"Priority 4: Rare, Near Threatened",P4
Spiranthes sinensis,,Priority 1: Poorly-known species,P1
Spirogardnera rubescens,,Vulnerable,VU
Sporobolus blakei,,Priority 3: Poorly-known species,P3
Sporobolus pulchellus,,Priority 1: Poorly-known species,P1
Spyridium montanum,,Priority 2: Poorly-known species,P2
Spyridium mucronatum subsp. multiflorum,,Priority 2: Poorly-known species,P2
Spyridium mucronatum subsp. recurvum,,Priority 3: Poorly-known species,P3
Spyridium oligocephalum,,Priority 3: Poorly-known species,P3
Spyridium riparium,,Priority 2: Poorly-known species,P2
Spyridium spadiceum,,"Priority 4: Rare, Near Threatened",P4
Spyridium subochreatum,,Priority 2: Poorly-known species,P2
Spyridium villosum,,Priority 2: Poorly-known species,P2
Stachystemon exilis,,Priority 1: Poorly-known species,P1
Stachystemon nematophorus,,"Priority 4: Rare, Near Threatened",P4
Stachystemon vinosus,,"Priority 4: Rare, Near Threatened",P4
Stackhousia clementii,,Priority 3: Poorly-known species,P3
Stackhousia muricata subsp. Perennial (W.R. Barker 3641) PN,,Priority 3: Poorly-known species,P3
Stackhousia sp. Lake Mackay (P.K. Latz 12870),,Priority 1: Poorly-known species,P1
Stackhousia sp. Red-blotched corolla (A. Markey 911),,Priority 3: Poorly-known species,P3
Stackhousia sp. Stirling Range (W.R. Barker 2399),,Priority 1: Poorly-known species,P1
Stackhousia stratfordiae,,Priority 1: Poorly-known species,P1
Stackhousia umbellata,,Priority 3: Poorly-known species,P3
Stawellia dimorphantha,,"Priority 4: Rare, Near Threatened",P4
Stemodia sp. Battle Hill (A.L. Payne 1006),,Priority 1: Poorly-known species,P1
Stemona australiana,,Priority 3: Poorly-known species,P3
Stenanthemum bilobum,,Priority 1: Poorly-known species,P1
Stenanthemum bremerense,,"Priority 4: Rare, Near Threatened",P4
Stenanthemum cristatum,,Priority 2: Poorly-known species,P2
Stenanthemum divaricatum,,Priority 3: Poorly-known species,P3
Stenanthemum liberum,,Priority 1: Poorly-known species,P1
Stenanthemum limitatum,,Priority 2: Poorly-known species,P2
Stenanthemum mediale,,Priority 1: Poorly-known species,P1
Stenanthemum newbeyi,,Priority 3: Poorly-known species,P3
Stenanthemum patens,,Priority 1: Poorly-known species,P1
Stenanthemum poicilum,,Priority 3: Poorly-known species,P3
Stenanthemum pumilum subsp. pumilum,,Priority 3: Poorly-known species,P3
Stenanthemum radiatum,,Priority 2: Poorly-known species,P2
Stenanthemum sp. Eganu (S. Patrick 4537) PN,,Priority 2: Poorly-known species,P2
Stenanthemum sublineare,,Priority 2: Poorly-known species,P2
Stenanthemum yorkense,,Priority 1: Poorly-known species,P1
Stenanthera localis,,Critically Endangered,CR
Stenanthera pungens,,Critically Endangered,CR
Stephania japonica var. japonica,,Priority 2: Poorly-known species,P2
Sterculia holtzei,,Priority 1: Poorly-known species,P1
Stirlingia divaricatissima,,Priority 3: Poorly-known species,P3
Streptoglossa sp. Cracking clays (S. van Leeuwen et al. PBS 7353) PN,,Priority 3: Poorly-known species,P3
Streptoglossa sp. South Coast (R.M. Hoggart 16/1113) PN,,Priority 2: Poorly-known species,P2
Stylidium aceratum,,Priority 3: Poorly-known species,P3
Stylidium acuminatum subsp. acuminatum,,Priority 2: Poorly-known species,P2
Stylidium aeonioides,,"Priority 4: Rare, Near Threatened",P4
Stylidium amabile,,Critically Endangered,CR
Stylidium applanatum,,Critically Endangered,CR
Stylidium articulatum,,Priority 2: Poorly-known species,P2
Stylidium asteroideum,,Priority 3: Poorly-known species,P3
Stylidium asymmetricum,,Endangered,EN
Stylidium bellum,,Priority 2: Poorly-known species,P2
Stylidium carnosum subsp. Narrow leaves (J.A. Wege 490),,Priority 1: Poorly-known species,P1
Stylidium chiddarcoopingense,,Priority 2: Poorly-known species,P2
Stylidium choreanthum,,Priority 3: Poorly-known species,P3
Stylidium coatesianum,,Priority 2: Poorly-known species,P2
Stylidium cornuatum,,Priority 2: Poorly-known species,P2
Stylidium coroniforme subsp. amblyphyllum,,Endangered,EN
Stylidium coroniforme subsp. coroniforme,,Endangered,EN
Stylidium corymbosum var. proliferum,,Priority 2: Poorly-known species,P2
Stylidium costulatum,,Priority 3: Poorly-known species,P3
Stylidium cymiferum,,Priority 3: Poorly-known species,P3
Stylidium daphneae,,Priority 2: Poorly-known species,P2
Stylidium diceratum,,Priority 1: Poorly-known species,P1
Stylidium diplectroglossum,,Priority 1: Poorly-known species,P1
Stylidium diplotrichum,,Priority 2: Poorly-known species,P2
Stylidium diuroides subsp. nanum,,Priority 2: Poorly-known species,P2
Stylidium drummondianum,,Priority 3: Poorly-known species,P3
Stylidium edentatum,,Priority 2: Poorly-known species,P2
Stylidium exappendiculatum,,Priority 3: Poorly-known species,P3
Stylidium expeditionis,,"Priority 4: Rare, Near Threatened",P4
Stylidium falcatum,,Priority 2: Poorly-known species,P2
Stylidium ferricola,,Priority 1: Poorly-known species,P1
Stylidium fimbriatum,,Priority 2: Poorly-known species,P2
Stylidium galioides,,Vulnerable,VU
Stylidium glabrifolium,,Priority 2: Poorly-known species,P2
Stylidium glandulosum,,Priority 3: Poorly-known species,P3
Stylidium gloeophyllum,,"Priority 4: Rare, Near Threatened",P4
Stylidium hygrophilum,,Priority 1: Poorly-known species,P1
Stylidium hymenocraspedum,,Priority 3: Poorly-known species,P3
Stylidium inversiflorum,,"Priority 4: Rare, Near Threatened",P4
Stylidium ireneae,,"Priority 4: Rare, Near Threatened",P4
Stylidium keigheryi,,Priority 2: Poorly-known species,P2
Stylidium korijekup,,Priority 2: Poorly-known species,P2
Stylidium latrodectus,,Priority 2: Poorly-known species,P2
