scientificName,vernacularName,family,WildNetTaxonID,taxonID,status,sourceStatus
Pseudomys novaehollandiae,New Holland mouse,Muridae,751,https://apps.des.qld.gov.au/species-search/details/?id=751,Vulnerable,V
Pseudomys oralis,Hastings River mouse,Muridae,737,https://apps.des.qld.gov.au/species-search/details/?id=737,Endangered,E
Xeromys myoides,water mouse,Muridae,724,https://apps.des.qld.gov.au/species-search/details/?id=724,Vulnerable,V
Dugong dugon,dugong,Dugongidae,714,https://apps.des.qld.gov.au/species-search/details/?id=714,Vulnerable,V
Arctocephalus tropicalis,Subantarctic fur seal,Otariidae,1060,https://apps.des.qld.gov.au/species-search/details/?id=1060,Vulnerable,V
Orcaella heinsohni,Australian snubfin dolphin,Delphinidae,1039,https://apps.des.qld.gov.au/species-search/details/?id=1039,Vulnerable,V
Sousa sahulensis,Australian humpback dolphin,Delphinidae,1032,https://apps.des.qld.gov.au/species-search/details/?id=1032,Vulnerable,V
Melanotaenia sp. nov. 'Malanda',Malanda rainbowfish,Melanotaeniidae,27858,https://apps.des.qld.gov.au/species-search/details/?id=27858,Critically Endangered,CR
Melanotaenia sp. nov. 'Running River',Running River rainbowfish,Melanotaeniidae,27859,https://apps.des.qld.gov.au/species-search/details/?id=27859,Critically Endangered,CR
Pseudomugil mellis,honey blue eye,Pseudomugilidae,18166,https://apps.des.qld.gov.au/species-search/details/?id=18166,Endangered,E
Scaturiginichthys vermeilipinnis,redfin blue eye,Pseudomugilidae,18165,https://apps.des.qld.gov.au/species-search/details/?id=18165,Endangered,E
Hippocampus whitei,White's Seahorse,Syngnathidae,32188,https://apps.des.qld.gov.au/species-search/details/?id=32188,Endangered,E
Nannoperca oxleyana,Oxleyan pygmy perch,Percichthyidae,18167,https://apps.des.qld.gov.au/species-search/details/?id=18167,Endangered,E
Chlamydogobius micropterus,Elizabeth Springs goby,Gobiidae,18163,https://apps.des.qld.gov.au/species-search/details/?id=18163,Endangered,E
Chlamydogobius squamigenus,Edgbaston goby,Gobiidae,18164,https://apps.des.qld.gov.au/species-search/details/?id=18164,Endangered,E
Stiphodon pelewensis,Daintree cling goby,Gobiidae,32228,https://apps.des.qld.gov.au/species-search/details/?id=32228,Vulnerable,V
Stiphodon rutilaureus,orange cling goby,Gobiidae,33928,https://apps.des.qld.gov.au/species-search/details/?id=33928,Vulnerable,V
Stiphodon surrufus,emerald cling goby,Gobiidae,34839,https://apps.des.qld.gov.au/species-search/details/?id=34839,Vulnerable,V
Crocodylus porosus,estuarine crocodile,Crocodylidae,584,https://apps.des.qld.gov.au/species-search/details/?id=584,Vulnerable,V
Caretta caretta,loggerhead turtle,Cheloniidae,35,https://apps.des.qld.gov.au/species-search/details/?id=35,Endangered,E
Chelonia mydas,green turtle,Cheloniidae,37,https://apps.des.qld.gov.au/species-search/details/?id=37,Vulnerable,V
Eretmochelys imbricata,hawksbill turtle,Cheloniidae,39,https://apps.des.qld.gov.au/species-search/details/?id=39,Endangered,E
Lepidochelys olivacea,olive ridley turtle,Cheloniidae,41,https://apps.des.qld.gov.au/species-search/details/?id=41,Endangered,E
Natator depressus,flatback turtle,Cheloniidae,29,https://apps.des.qld.gov.au/species-search/details/?id=29,Vulnerable,V
Dermochelys coriacea,leatherback turtle,Dermochelyidae,31,https://apps.des.qld.gov.au/species-search/details/?id=31,Endangered,E
Elseya albagula,white-throated snapping turtle,Chelidae,30272,https://apps.des.qld.gov.au/species-search/details/?id=30272,Critically Endangered,CR
Elseya lavarackorum,Gulf snapping turtle,Chelidae,18453,https://apps.des.qld.gov.au/species-search/details/?id=18453,Vulnerable,V
Elusor macrurus,Mary River turtle,Chelidae,56,https://apps.des.qld.gov.au/species-search/details/?id=56,Endangered,E
Emydura subglobosa,red-flushed river turtle,Chelidae,46,https://apps.des.qld.gov.au/species-search/details/?id=46,Near Threatened,NT
Emydura subglobosa angkibaanya,Jardine River turtle,Chelidae,29733,https://apps.des.qld.gov.au/species-search/details/?id=29733,Critically Endangered,CR
Emydura subglobosa worrelli,diamond head turtle,Chelidae,29734,https://apps.des.qld.gov.au/species-search/details/?id=29734,Near Threatened,NT
Rheodytes leukops,Fitzroy River turtle,Chelidae,48,https://apps.des.qld.gov.au/species-search/details/?id=48,Endangered,E
Wollumbinia belli,Bell's turtle,Chelidae,22659,https://apps.des.qld.gov.au/species-search/details/?id=22659,Endangered,E
Lepidodactylus pumilus,slender chained gecko,Gekkonidae,416,https://apps.des.qld.gov.au/species-search/details/?id=416,Near Threatened,NT
Oedura lineata,Arcadia velvet gecko,Diplodactylidae,40991,https://apps.des.qld.gov.au/species-search/details/?id=40991,Critically Endangered,CR
Strophurus taenicauda,golden-tailed gecko,Diplodactylidae,368,https://apps.des.qld.gov.au/species-search/details/?id=368,Near Threatened,NT
Orraya occultus,McIlwraith leaf-tailed gecko,Carphodactylidae,389,https://apps.des.qld.gov.au/species-search/details/?id=389,Critically Endangered,CR
Phyllurus amnicola,Mount Elliot broad-tailed gecko,Carphodactylidae,22412,https://apps.des.qld.gov.au/species-search/details/?id=22412,Vulnerable,V
Phyllurus caudiannulatus,ringed thin-tailed gecko,Carphodactylidae,379,https://apps.des.qld.gov.au/species-search/details/?id=379,Endangered,E
Phyllurus championae,Connors' Range broad-tailed gecko,Carphodactylidae,22413,https://apps.des.qld.gov.au/species-search/details/?id=22413,Vulnerable,V
Phyllurus gulbaru,Gulbaru gecko,Carphodactylidae,27779,https://apps.des.qld.gov.au/species-search/details/?id=27779,Critically Endangered,CR
Phyllurus isis,Mount Jukes broad-tailed gecko,Carphodactylidae,380,https://apps.des.qld.gov.au/species-search/details/?id=380,Vulnerable,V
Phyllurus kabikabi,Oakview leaf-tailed gecko,Carphodactylidae,31986,https://apps.des.qld.gov.au/species-search/details/?id=31986,Critically Endangered,CR
Phyllurus pinnaclensis,Pinnacles leaf-tailed gecko,Carphodactylidae,40916,https://apps.des.qld.gov.au/species-search/details/?id=40916,Critically Endangered,CR
Saltuarius eximius,Cape Melville leaf-tailed gecko,Carphodactylidae,34950,https://apps.des.qld.gov.au/species-search/details/?id=34950,Critically Endangered,CR
Delma mitella,Atherton delma,Pygopodidae,319,https://apps.des.qld.gov.au/species-search/details/?id=319,Near Threatened,NT
Delma torquata,collared delma,Pygopodidae,324,https://apps.des.qld.gov.au/species-search/details/?id=324,Vulnerable,V
Tympanocryptis condaminensis,Condamine earless dragon,Agamidae,18390,https://apps.des.qld.gov.au/species-search/details/?id=18390,Endangered,E
Tympanocryptis wilsoni,Roma earless dragon,Agamidae,35426,https://apps.des.qld.gov.au/species-search/details/?id=35426,Endangered,E
Varanus mertensi,Mertens' water monitor,Varanidae,66,https://apps.des.qld.gov.au/species-search/details/?id=66,Endangered,E
Varanus mitchelli,Mitchell's water monitor,Varanidae,67,https://apps.des.qld.gov.au/species-search/details/?id=67,Critically Endangered,CR
Varanus prasinus,emerald monitor,Varanidae,68,https://apps.des.qld.gov.au/species-search/details/?id=68,Near Threatened,NT
Anomalopus mackayi,long-legged worm-skink,Scincidae,305,https://apps.des.qld.gov.au/species-search/details/?id=305,Endangered,E
Austroablepharus barrylyoni,Lyon's soil-crevice skink,Scincidae,33180,https://apps.des.qld.gov.au/species-search/details/?id=33180,Critically Endangered,CR
Concinnia frerei,Bartle Frere bar-sided skink,Scincidae,200,https://apps.des.qld.gov.au/species-search/details/?id=200,Endangered,E
Ctenotus capricorni,Capricorn ctenotus,Scincidae,270,https://apps.des.qld.gov.au/species-search/details/?id=270,Near Threatened,NT
Ctenotus monticola,Atherton ctenotus,Scincidae,257,https://apps.des.qld.gov.au/species-search/details/?id=257,Vulnerable,V
Ctenotus rawlinsoni,Cape heath ctenotus,Scincidae,232,https://apps.des.qld.gov.au/species-search/details/?id=232,Vulnerable,V
Ctenotus schevilli,Scheville's ctenotus,Scincidae,236,https://apps.des.qld.gov.au/species-search/details/?id=236,Near Threatened,NT
Ctenotus serotinus,gravel-downs ctenotus,Scincidae,238,https://apps.des.qld.gov.au/species-search/details/?id=238,Critically Endangered,CR
Egernia rugosa,yakka skink,Scincidae,227,https://apps.des.qld.gov.au/species-search/details/?id=227,Vulnerable,V
Emoia atrocostata atrocostata,littoral whiptail-skink,Scincidae,203,https://apps.des.qld.gov.au/species-search/details/?id=203,Near Threatened,NT
Emoia atrocostata australis,littoral whiptail-skink,Scincidae,34166,https://apps.des.qld.gov.au/species-search/details/?id=34166,Vulnerable,V
Harrisoniascincus zia,rainforest cool-skink,Scincidae,178,https://apps.des.qld.gov.au/species-search/details/?id=178,Vulnerable,V
Karma tryoni,Tryon's skink,Scincidae,18839,https://apps.des.qld.gov.au/species-search/details/?id=18839,Endangered,E
Lampropholis colossus,Bunya sunskink,Scincidae,182,https://apps.des.qld.gov.au/species-search/details/?id=182,Near Threatened,NT
Lampropholis mirabilis,saxicoline sunskink,Scincidae,171,https://apps.des.qld.gov.au/species-search/details/?id=171,Near Threatened,NT
Lerista allanae,Allan's lerista,Scincidae,161,https://apps.des.qld.gov.au/species-search/details/?id=161,Endangered,E
Lerista ameles,limbless fine-lined slider,Scincidae,162,https://apps.des.qld.gov.au/species-search/details/?id=162,Near Threatened,NT
Lerista cinerea,vine-thicket fine-lined slider,Scincidae,164,https://apps.des.qld.gov.au/species-search/details/?id=164,Vulnerable,V
Lerista colliveri,nubbined fine-lined slider,Scincidae,165,https://apps.des.qld.gov.au/species-search/details/?id=165,Endangered,E
Lerista hobsoni,Hobson's fine-line slider,Scincidae,35942,https://apps.des.qld.gov.au/species-search/details/?id=35942,Near Threatened,NT
Lerista ingrami,Ingram's lerista,Scincidae,168,https://apps.des.qld.gov.au/species-search/details/?id=168,Vulnerable,V
Lerista rochfordensis,Rochford slider,Scincidae,33124,https://apps.des.qld.gov.au/species-search/details/?id=33124,Endangered,E
Lerista vanderduysi,leaden-bellied fine-line slider,Scincidae,35941,https://apps.des.qld.gov.au/species-search/details/?id=35941,Vulnerable,V
Lerista vittata,Mount Cooper striped lerista,Scincidae,146,https://apps.des.qld.gov.au/species-search/details/?id=146,Endangered,E
Lygisaurus rococo,Chillagoe litter-skink,Scincidae,153,https://apps.des.qld.gov.au/species-search/details/?id=153,Near Threatened,NT
Lygisaurus tanneri,Endeavour River litter-skink,Scincidae,141,https://apps.des.qld.gov.au/species-search/details/?id=141,Vulnerable,V
Magmellia luteilateralis,orange-speckled forest-skink,Scincidae,187,https://apps.des.qld.gov.au/species-search/details/?id=187,Vulnerable,V
Nangura spinosa,Nangur skink,Scincidae,125,https://apps.des.qld.gov.au/species-search/details/?id=125,Critically Endangered,CR
Saproscincus eungellensis,Eungella shadeskink,Scincidae,30764,https://apps.des.qld.gov.au/species-search/details/?id=30764,Vulnerable,V
Techmarscincus jigurru,Bartle Frere cool-skink,Scincidae,100,https://apps.des.qld.gov.au/species-search/details/?id=100,Critically Endangered,CR
Tiliqua scincoides intermedia,northern bluetongue,Scincidae,106,https://apps.des.qld.gov.au/species-search/details/?id=106,Critically Endangered,CR
Anilios insperatus,Fassifern blind snake,Typhlopidae,35645,https://apps.des.qld.gov.au/species-search/details/?id=35645,Critically Endangered,CR
Anilios silvia,striped blind snake,Typhlopidae,80,https://apps.des.qld.gov.au/species-search/details/?id=80,Near Threatened,NT
Aspidites ramsayi,woma,Boidae,541,https://apps.des.qld.gov.au/species-search/details/?id=541,Near Threatened,NT
Morelia viridis,green python,Boidae,520,https://apps.des.qld.gov.au/species-search/details/?id=520,Near Threatened,NT
Acanthophis antarcticus,common death adder,Elapidae,511,https://apps.des.qld.gov.au/species-search/details/?id=511,Vulnerable,V
Acanthophis hawkei,plains death adder,Elapidae,22058,https://apps.des.qld.gov.au/species-search/details/?id=22058,Vulnerable,V
Denisonia maculata,ornamental snake,Elapidae,483,https://apps.des.qld.gov.au/species-search/details/?id=483,Vulnerable,V
Furina dunmalli,Dunmall's snake,Elapidae,487,https://apps.des.qld.gov.au/species-search/details/?id=487,Vulnerable,V
Hemiaspis damelii,grey snake,Elapidae,476,https://apps.des.qld.gov.au/species-search/details/?id=476,Endangered,E
Adclarkia cameroni,,Camaenidae,33649,https://apps.des.qld.gov.au/species-search/details/?id=33649,Vulnerable,V
Adclarkia dawsonensis,boggomoss snail,Camaenidae,29496,https://apps.des.qld.gov.au/species-search/details/?id=29496,Endangered,E
Adclarkia dulacca,Dulacca woodland snail,Camaenidae,33650,https://apps.des.qld.gov.au/species-search/details/?id=33650,Endangered,E
Lychnothamnus barbatus,,Characeae,5638,https://apps.des.qld.gov.au/species-search/details/?id=5638,Vulnerable,V
Graptophyllum excelsum,,Acanthaceae,15850,https://apps.des.qld.gov.au/species-search/details/?id=15850,Near Threatened,NT
Graptophyllum ilicifolium,holly-leaved graptophyllum,Acanthaceae,15851,https://apps.des.qld.gov.au/species-search/details/?id=15851,Vulnerable,V
Graptophyllum reticulatum,reticulated holly,Acanthaceae,9161,https://apps.des.qld.gov.au/species-search/details/?id=9161,Endangered,E
Lepidagathis royenii,,Acanthaceae,9924,https://apps.des.qld.gov.au/species-search/details/?id=9924,Vulnerable,V
Rhaphidospora bonneyana,,Acanthaceae,16281,https://apps.des.qld.gov.au/species-search/details/?id=16281,Vulnerable,V
Rhaphidospora cavernarum,,Acanthaceae,8538,https://apps.des.qld.gov.au/species-search/details/?id=8538,Vulnerable,V
Xerothamnella herbacea,,Acanthaceae,9736,https://apps.des.qld.gov.au/species-search/details/?id=9736,Endangered,E
Ryparosa kurrangii,,Achariaceae,31119,https://apps.des.qld.gov.au/species-search/details/?id=31119,Near Threatened,NT
Gunniopsis sp. (Edgbaston R.J.Fensham 5094),,Aizoaceae,32078,https://apps.des.qld.gov.au/species-search/details/?id=32078,Endangered,E
Astonia australiensis,,Alismataceae,18353,https://apps.des.qld.gov.au/species-search/details/?id=18353,Endangered,E
Nyssanthes impervia,,Amaranthaceae,34321,https://apps.des.qld.gov.au/species-search/details/?id=34321,Vulnerable,V
Nyssanthes longistyla,,Amaranthaceae,34180,https://apps.des.qld.gov.au/species-search/details/?id=34180,Vulnerable,V
Ptilotus brachyanthus,,Amaranthaceae,14296,https://apps.des.qld.gov.au/species-search/details/?id=14296,Endangered,E
Ptilotus extenuatus,,Amaranthaceae,9777,https://apps.des.qld.gov.au/species-search/details/?id=9777,Endangered,E
Ptilotus maconochiei,,Amaranthaceae,12375,https://apps.des.qld.gov.au/species-search/details/?id=12375,Near Threatened,NT
Ptilotus senarius,,Amaranthaceae,35544,https://apps.des.qld.gov.au/species-search/details/?id=35544,Extinct in the wild,PE
Ptilotus uncinellus,,Amaranthaceae,40980,https://apps.des.qld.gov.au/species-search/details/?id=40980,Endangered,E
Buchanania mangoides,,Anacardiaceae,11750,https://apps.des.qld.gov.au/species-search/details/?id=11750,Vulnerable,V
Meiogyne hirsuta,,Annonaceae,2397,https://apps.des.qld.gov.au/species-search/details/?id=2397,Near Threatened,NT
Polyalthia submontana subsp. submontana,,Annonaceae,36459,https://apps.des.qld.gov.au/species-search/details/?id=36459,Near Threatened,NT
Pseuduvaria hylandii,,Annonaceae,16379,https://apps.des.qld.gov.au/species-search/details/?id=16379,Near Threatened,NT
Eryngium fontanum,,Apiaceae,6515,https://apps.des.qld.gov.au/species-search/details/?id=6515,Endangered,E
Lilaeopsis brisbanica,,Apiaceae,18503,https://apps.des.qld.gov.au/species-search/details/?id=18503,Endangered,E
Oenanthe javanica,,Apiaceae,13606,https://apps.des.qld.gov.au/species-search/details/?id=13606,Near Threatened,NT
Cerbera dumicola,,Apocynaceae,8936,https://apps.des.qld.gov.au/species-search/details/?id=8936,Near Threatened,NT
Dischidia littoralis,,Apocynaceae,8460,https://apps.des.qld.gov.au/species-search/details/?id=8460,Vulnerable,V
Gymnema stramineum,,Apocynaceae,41690,https://apps.des.qld.gov.au/species-search/details/?id=41690,Critically Endangered,CR
Hoya anulata,,Apocynaceae,9026,https://apps.des.qld.gov.au/species-search/details/?id=9026,Near Threatened,NT
Hoya inconspicua,,Apocynaceae,40966,https://apps.des.qld.gov.au/species-search/details/?id=40966,Near Threatened,NT
Hoya macgillivrayi,red hoya,Apocynaceae,11203,https://apps.des.qld.gov.au/species-search/details/?id=11203,Near Threatened,NT
Leichhardtia araujacea,,Apocynaceae,41668,https://apps.des.qld.gov.au/species-search/details/?id=41668,Critically Endangered,CR
Leichhardtia brevifolia,,Apocynaceae,41641,https://apps.des.qld.gov.au/species-search/details/?id=41641,Vulnerable,V
Leichhardtia coronata,,Apocynaceae,41645,https://apps.des.qld.gov.au/species-search/details/?id=41645,Vulnerable,V
Leichhardtia longiloba,,Apocynaceae,41667,https://apps.des.qld.gov.au/species-search/details/?id=41667,Vulnerable,V
Leichhardtia paludicola,,Apocynaceae,41640,https://apps.des.qld.gov.au/species-search/details/?id=41640,Vulnerable,V
Leichhardtia pumila,,Apocynaceae,41664,https://apps.des.qld.gov.au/species-search/details/?id=41664,Vulnerable,V
Leichhardtia rara,,Apocynaceae,41648,https://apps.des.qld.gov.au/species-search/details/?id=41648,Vulnerable,V
Neisosperma kilneri,,Apocynaceae,11215,https://apps.des.qld.gov.au/species-search/details/?id=11215,Vulnerable,V
Ochrosia moorei,southern ochrosia,Apocynaceae,11164,https://apps.des.qld.gov.au/species-search/details/?id=11164,Endangered,E
Parsonsia bartlensis,,Apocynaceae,5947,https://apps.des.qld.gov.au/species-search/details/?id=5947,Vulnerable,V
Parsonsia kroombitensis,,Apocynaceae,5946,https://apps.des.qld.gov.au/species-search/details/?id=5946,Vulnerable,V
Parsonsia larcomensis,,Apocynaceae,5948,https://apps.des.qld.gov.au/species-search/details/?id=5948,Vulnerable,V
Parsonsia largiflorens,,Apocynaceae,16523,https://apps.des.qld.gov.au/species-search/details/?id=16523,Endangered,E
Parsonsia sankowskyana,,Apocynaceae,5907,https://apps.des.qld.gov.au/species-search/details/?id=5907,Critically Endangered,CR
Parsonsia tenuis,slender silkpod,Apocynaceae,11170,https://apps.des.qld.gov.au/species-search/details/?id=11170,Vulnerable,V
Parsonsia wildensis,,Apocynaceae,5906,https://apps.des.qld.gov.au/species-search/details/?id=5906,Vulnerable,V
Parsonsia wongabelensis,,Apocynaceae,5905,https://apps.des.qld.gov.au/species-search/details/?id=5905,Critically Endangered,CR
Phyllanthera grayi,,Apocynaceae,28993,https://apps.des.qld.gov.au/species-search/details/?id=28993,Vulnerable,V
Sarcolobus vittatus,,Apocynaceae,9024,https://apps.des.qld.gov.au/species-search/details/?id=9024,Vulnerable,V
Secamone auriculata,,Apocynaceae,9325,https://apps.des.qld.gov.au/species-search/details/?id=9325,Vulnerable,V
Vincetoxicum forsteri,,Apocynaceae,41248,https://apps.des.qld.gov.au/species-search/details/?id=41248,Endangered,E
Vincetoxicum rupicola,,Apocynaceae,41260,https://apps.des.qld.gov.au/species-search/details/?id=41260,Endangered,E
Vincetoxicum woollsii,,Apocynaceae,41258,https://apps.des.qld.gov.au/species-search/details/?id=41258,Endangered,E
Aponogeton bullosus,,Aponogetonaceae,11218,https://apps.des.qld.gov.au/species-search/details/?id=11218,Endangered,E
Aponogeton elongatus subsp. elongatus,,Aponogetonaceae,21902,https://apps.des.qld.gov.au/species-search/details/?id=21902,Near Threatened,NT
Aponogeton elongatus subsp. fluitans,,Aponogetonaceae,21903,https://apps.des.qld.gov.au/species-search/details/?id=21903,Vulnerable,V
Aponogeton lancesmithii,,Aponogetonaceae,21901,https://apps.des.qld.gov.au/species-search/details/?id=21901,Endangered,E
Aponogeton prolifer,,Aponogetonaceae,21900,https://apps.des.qld.gov.au/species-search/details/?id=21900,Endangered,E
Remusatia vivipara,,Araceae,12376,https://apps.des.qld.gov.au/species-search/details/?id=12376,Near Threatened,NT
Astrotricha roddii,,Araliaceae,9073,https://apps.des.qld.gov.au/species-search/details/?id=9073,Endangered,E
Heptapleurum bractescens,,Araliaceae,41440,https://apps.des.qld.gov.au/species-search/details/?id=41440,Near Threatened,NT
Hydrocotyle dipleura,,Araliaceae,28797,https://apps.des.qld.gov.au/species-search/details/?id=28797,Vulnerable,V
Polyscias bellendenkerensis,,Araliaceae,11178,https://apps.des.qld.gov.au/species-search/details/?id=11178,Vulnerable,V
Trachymene geraniifolia,,Araliaceae,13768,https://apps.des.qld.gov.au/species-search/details/?id=13768,Near Threatened,NT
Trachymene glandulosa,,Araliaceae,12516,https://apps.des.qld.gov.au/species-search/details/?id=12516,Near Threatened,NT
Agathis microstachya,bull kauri,Araucariaceae,18039,https://apps.des.qld.gov.au/species-search/details/?id=18039,Near Threatened,NT
Archontophoenix myolensis,,Arecaceae,6523,https://apps.des.qld.gov.au/species-search/details/?id=6523,Endangered,E
Arenga australasica,,Arecaceae,12864,https://apps.des.qld.gov.au/species-search/details/?id=12864,Vulnerable,V
Calamus aruensis,,Arecaceae,8610,https://apps.des.qld.gov.au/species-search/details/?id=8610,Vulnerable,V
Calamus warburgii,,Arecaceae,12823,https://apps.des.qld.gov.au/species-search/details/?id=12823,Vulnerable,V
Hydriastele costata,,Arecaceae,29580,https://apps.des.qld.gov.au/species-search/details/?id=29580,Vulnerable,V
Linospadix palmerianus,,Arecaceae,12768,https://apps.des.qld.gov.au/species-search/details/?id=12768,Near Threatened,NT
Livistona concinna,,Arecaceae,26863,https://apps.des.qld.gov.au/species-search/details/?id=26863,Near Threatened,NT
Livistona drudei,Halifax fan palm,Arecaceae,12780,https://apps.des.qld.gov.au/species-search/details/?id=12780,Vulnerable,V
Livistona fulva,,Arecaceae,3321,https://apps.des.qld.gov.au/species-search/details/?id=3321,Vulnerable,V
Livistona lanuginosa,,Arecaceae,2224,https://apps.des.qld.gov.au/species-search/details/?id=2224,Vulnerable,V
Livistona nitida,,Arecaceae,3322,https://apps.des.qld.gov.au/species-search/details/?id=3322,Near Threatened,NT
Wodyetia bifurcata,foxtail palm,Arecaceae,8539,https://apps.des.qld.gov.au/species-search/details/?id=8539,Vulnerable,V
Argophyllum cryptophlebum,,Argophyllaceae,15645,https://apps.des.qld.gov.au/species-search/details/?id=15645,Near Threatened,NT
Argophyllum curtum,,Argophyllaceae,40479,https://apps.des.qld.gov.au/species-search/details/?id=40479,Near Threatened,NT
Argophyllum ferrugineum,,Argophyllaceae,40481,https://apps.des.qld.gov.au/species-search/details/?id=40481,Endangered,E
Argophyllum heterodontum,,Argophyllaceae,40475,https://apps.des.qld.gov.au/species-search/details/?id=40475,Near Threatened,NT
Argophyllum iridescens,,Argophyllaceae,40491,https://apps.des.qld.gov.au/species-search/details/?id=40491,Vulnerable,V
Argophyllum palumense,,Argophyllaceae,40480,https://apps.des.qld.gov.au/species-search/details/?id=40480,Endangered,E
Argophyllum verae,,Argophyllaceae,9882,https://apps.des.qld.gov.au/species-search/details/?id=9882,Vulnerable,V
Pararistolochia praevenosa,,Aristolochiaceae,5983,https://apps.des.qld.gov.au/species-search/details/?id=5983,Near Threatened,NT
Asplenium normale,,Aspleniaceae,12111,https://apps.des.qld.gov.au/species-search/details/?id=12111,Vulnerable,V
Asplenium pellucidum,,Aspleniaceae,12113,https://apps.des.qld.gov.au/species-search/details/?id=12113,Vulnerable,V
Hymenasplenium perriei,,Aspleniaceae,41607,https://apps.des.qld.gov.au/species-search/details/?id=41607,Vulnerable,V
Hymenasplenium wildii,,Aspleniaceae,41579,https://apps.des.qld.gov.au/species-search/details/?id=41579,Vulnerable,V
Brachyscome ascendens,Binna Burra daisy,Asteraceae,10105,https://apps.des.qld.gov.au/species-search/details/?id=10105,Vulnerable,V
Calocephalus glabratus,,Asteraceae,35716,https://apps.des.qld.gov.au/species-search/details/?id=35716,Vulnerable,V
Calotis glabrescens,,Asteraceae,8847,https://apps.des.qld.gov.au/species-search/details/?id=8847,Critically Endangered,CR
Calotis suffruticosa,,Asteraceae,9151,https://apps.des.qld.gov.au/species-search/details/?id=9151,Endangered,E
Camptacra perdita,,Asteraceae,41332,https://apps.des.qld.gov.au/species-search/details/?id=41332,Endangered,E
Cassinia collina,,Asteraceae,10069,https://apps.des.qld.gov.au/species-search/details/?id=10069,Vulnerable,V
Cymbonotus maidenii,,Asteraceae,31386,https://apps.des.qld.gov.au/species-search/details/?id=31386,Endangered,E
Glossocardia orthochaeta,,Asteraceae,10046,https://apps.des.qld.gov.au/species-search/details/?id=10046,Endangered,E
Lagenophora fimbriata,,Asteraceae,36072,https://apps.des.qld.gov.au/species-search/details/?id=36072,Vulnerable,V
Leuzea australis,,Asteraceae,3907,https://apps.des.qld.gov.au/species-search/details/?id=3907,Vulnerable,V
Olearia heterocarpa,nightcap daisy bush,Asteraceae,10030,https://apps.des.qld.gov.au/species-search/details/?id=10030,Near Threatened,NT
Olearia hygrophila,swamp daisy,Asteraceae,10029,https://apps.des.qld.gov.au/species-search/details/?id=10029,Endangered,E
Olearia orientalis,,Asteraceae,36370,https://apps.des.qld.gov.au/species-search/details/?id=36370,Endangered,E
Ozothamnus eriocephalus,,Asteraceae,8841,https://apps.des.qld.gov.au/species-search/details/?id=8841,Vulnerable,V
Ozothamnus vagans,,Asteraceae,8360,https://apps.des.qld.gov.au/species-search/details/?id=8360,Vulnerable,V
Picris barbarorum,,Asteraceae,6922,https://apps.des.qld.gov.au/species-search/details/?id=6922,Vulnerable,V
Picris conyzoides,,Asteraceae,7131,https://apps.des.qld.gov.au/species-search/details/?id=7131,Vulnerable,V
Picris evae,,Asteraceae,10604,https://apps.des.qld.gov.au/species-search/details/?id=10604,Vulnerable,V
Pluchea alata,,Asteraceae,35025,https://apps.des.qld.gov.au/species-search/details/?id=35025,Endangered,E
Pluchea punctata,,Asteraceae,34216,https://apps.des.qld.gov.au/species-search/details/?id=34216,Endangered,E
Pluchea tenuis,,Asteraceae,35538,https://apps.des.qld.gov.au/species-search/details/?id=35538,Vulnerable,V
Podolepis monticola,mountain podolepis,Asteraceae,10474,https://apps.des.qld.gov.au/species-search/details/?id=10474,Vulnerable,V
Rhodanthe rufescens,,Asteraceae,8386,https://apps.des.qld.gov.au/species-search/details/?id=8386,Near Threatened,NT
Rutidosis crispata,,Asteraceae,6518,https://apps.des.qld.gov.au/species-search/details/?id=6518,Vulnerable,V
Rutidosis glandulosa,,Asteraceae,22335,https://apps.des.qld.gov.au/species-search/details/?id=22335,Near Threatened,NT
Rutidosis lanata,,Asteraceae,6519,https://apps.des.qld.gov.au/species-search/details/?id=6519,Near Threatened,NT
Sphaeromorphaea major,,Asteraceae,35028,https://apps.des.qld.gov.au/species-search/details/?id=35028,Near Threatened,NT
Tetramolopium ornans,,Asteraceae,42197,https://apps.des.qld.gov.au/species-search/details/?id=42197,Vulnerable,V
Tetramolopium vagans,,Asteraceae,7612,https://apps.des.qld.gov.au/species-search/details/?id=7612,Vulnerable,V
Trioncinia patens,,Asteraceae,31728,https://apps.des.qld.gov.au/species-search/details/?id=31728,Critically Endangered,CR
Trioncinia retroflexa,,Asteraceae,9384,https://apps.des.qld.gov.au/species-search/details/?id=9384,Endangered,E
Vittadinia decora,,Asteraceae,10457,https://apps.des.qld.gov.au/species-search/details/?id=10457,Endangered,E
Diplazium cordifolium,,Athyriaceae,12084,https://apps.des.qld.gov.au/species-search/details/?id=12084,Vulnerable,V
Diplazium pallidum,,Athyriaceae,12083,https://apps.des.qld.gov.au/species-search/details/?id=12083,Endangered,E
Diplazium squamuligerum,,Athyriaceae,34929,https://apps.des.qld.gov.au/species-search/details/?id=34929,Critically Endangered,CR
Dolichandrone spathacea,,Bignoniaceae,11190,https://apps.des.qld.gov.au/species-search/details/?id=11190,Near Threatened,NT
Neosepicaea viticoides,,Bignoniaceae,11149,https://apps.des.qld.gov.au/species-search/details/?id=11149,Near Threatened,NT
Tecomanthe hillii,Fraser Island creeper,Bignoniaceae,16064,https://apps.des.qld.gov.au/species-search/details/?id=16064,Near Threatened,NT
