scientificName,vernacularName,effectiveDate,status,sourceStatus
Atriplex yeelirrie,,2015-10-22,Endangered,Endangered
Austrostipa bronwenae,,2018-02-15,Endangered,Endangered
Austrostipa wakoolica,,2000-07-16,Endangered,Endangered
Baeckea kandos,a shrub,2000-07-16,Endangered,Endangered
Ballantinia antipoda,Southern Shepherd's Purse,2000-07-16,Endangered,Endangered
Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",2000-07-16,Endangered,Endangered
Banksia cuneata,"Matchstick Banksia, Quairading Banksia",2000-07-16,Endangered,Endangered
Banksia ionthocarpa,Kamballup Dryandra,2000-07-16,Endangered,Endangered
Banksia mimica,Summer Honeypot,2000-07-16,Endangered,Endangered
Banksia montana,Stirling Range Dryandra,2000-07-16,Endangered,Endangered
Banksia nivea�subsp.�uliginosa,Swamp Honeypot,2000-07-16,Endangered,Endangered
Banksia oligantha,Wagin Banksia,2000-07-16,Endangered,Endangered
Banksia pseudoplumosa,False Plumed-Banksia,2009-01-08,Endangered,Endangered
Banksia rufa�subsp.�pumila,,2018-05-11,Endangered,Endangered
Barbarea australis,"Native Wintercress, Riverbed Wintercress",2014-01-24,Endangered,Endangered
Bertya granitica,a shrub,2000-07-16,Endangered,Endangered
Bertya ingramii,a shrub,2000-07-16,Endangered,Endangered
Bertya tasmanica�subsp.�tasmanica,Tasmanian Bertya,2005-06-06,Endangered,Endangered
Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",2000-07-16,Endangered,Endangered
Blechnum norfolkianum,Norfolk Island Water-fern,2003-11-25,Endangered,Endangered
Boronia capitata�subsp.�capitata,a shrub,2000-07-16,Endangered,Endangered
Boronia clavata,Bremer Boronia,2009-01-08,Endangered,Endangered
Boronia exilis,Scott River Boronia,2000-07-16,Endangered,Endangered
Boronia granitica,Granite Boronia,2000-07-16,Endangered,Endangered
Boronia repanda,"Repand Boronia, Border Boronia",2000-07-16,Endangered,Endangered
Boronia revoluta,Ironcap Boronia,2000-07-16,Endangered,Endangered
Borya mirabilis,Grampians Pincushion-lily,2000-07-16,Endangered,Endangered
Bossiaea peninsularis,Sword Bossiaea,2016-12-07,Endangered,Endangered
Bossiaea�sp. Frankland (E.M.Sandiford EMS 896),,2019-07-04,Endangered,Endangered
Brachyscome muelleri,Corunna Daisy,2000-07-16,Endangered,Endangered
Burmannia�sp. Bathurst Island (R.Fensham 1021),,2000-07-16,Endangered,Endangered
Caladenia amoena,Charming Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia arenaria,Sand-hill Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia argocalla,White-beauty Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia atroclavia,Black-clubbed Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",2009-12-01,Endangered,Endangered
Caladenia behrii,Pink-lipped Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia bryceana�subsp.�bryceana,Dwarf Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia busselliana,Bussell's Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia caesarea�subsp.�maritima,Cape Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia colorata,"Coloured Spider-orchid, Small Western Spider-orchid, Painted Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia conferta,Coast Spider-orchid,2006-11-27,Endangered,Endangered
Caladenia dienema,Windswept Spider-orchid,2011-03-04,Endangered,Endangered
Caladenia dorrienii,Cossack Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia drakeoides,Hinged Dragon Orchid,2000-07-16,Endangered,Endangered
Caladenia elegans,Elegant Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia excelsa,Giant Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia fulva,Tawny Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia gladiolata,"Bayonet Spider-orchid, Clubbed Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia graniticola,"Pingaring Spider-orchid, Granite Spider-orchid",2019-07-04,Endangered,Endangered
Caladenia granitora,,2018-05-11,Endangered,Endangered
Caladenia hastata,Melblom's Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia hoffmanii,Hoffman's Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",2018-02-15,Endangered,Endangered
Caladenia huegelii,"King Spider-orchid, Grand Spider-orchid, Rusty Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia leucochila,Collie Spider Orchid,2018-05-11,Endangered,Endangered
Caladenia lowanensis,Wimmera Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia macroclavia,Large-club Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia orientalis,Eastern Spider Orchid,2000-07-16,Endangered,Endangered
Caladenia richardsiorum,Little Dip Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia rigida,Stiff White Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia robinsonii,Frankston Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",2000-07-16,Endangered,Endangered
Caladenia thysanochila,Fringed Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia viridescens,Dunsborough Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia williamsiae,Williams Spider Orchid,2006-08-18,Endangered,Endangered
Caladenia winfieldii,Majestic Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia xanthochila,Yellow-lip Spider-orchid,2000-07-16,Endangered,Endangered
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",2000-07-16,Endangered,Endangered
Callitris oblonga�subsp.�oblonga,South Esk Pine,2000-07-16,Endangered,Endangered
Calochilus psednus,Cardwell Beard Orchid,2000-07-16,Endangered,Endangered
Calochilus richiae,Bald-tip Beard-orchid,2000-07-16,Endangered,Endangered
Calotis moorei,Moore's Burr-daisy,2000-07-16,Endangered,Endangered
Calytrix breviseta�subsp.�breviseta,Swamp Starflower,2000-07-16,Endangered,Endangered
Carronia pedicellata,,2000-07-16,Endangered,Endangered
Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",2008-11-26,Endangered,Endangered
Chamelaucium�sp. Gingin (N.G.Marchant 6),Gingin Wax,2000-07-16,Endangered,Endangered
Chingia australis,,2000-07-16,Endangered,Endangered
Chordifex abortivus,Manypeaks Rush,2000-07-16,Endangered,Endangered
Chorizema humile,Prostrate Flame Pea,2000-07-16,Endangered,Endangered
Chorizema varium,Limestone Pea,2000-07-16,Endangered,Endangered
Commersonia erythrogyna,Trigwell's Rulingia,2000-07-16,Endangered,Endangered
Commersonia prostrata,Dwarf Kerrawang,2000-07-16,Endangered,Endangered
Conospermum densiflorum�subsp.�unicephalatum,One-headed Smokebush,2000-07-16,Endangered,Endangered
Conostylis dielsii�subsp.�teres,Irwin's Conostylis,2000-07-16,Endangered,Endangered
Conostylis drummondii,Drummond's Conostylis,2000-07-16,Endangered,Endangered
Conostylis lepidospermoides,Sedge Conostylis,2000-07-16,Endangered,Endangered
Conostylis micrantha,Small-flowered Conostylis,2000-07-16,Endangered,Endangered
Conostylis misera,Grass Conostylis,2000-07-16,Endangered,Endangered
Conostylis seorsiflora�subsp.�trichophylla,Hairy Mat Conostylis,2000-07-16,Endangered,Endangered
Conostylis wonganensis,Wongan Conostylis,2000-07-16,Endangered,Endangered
Coopernookia georgei,Mauve Coopernookia,2000-07-16,Endangered,Endangered
Coprosma baueri,Coastal Coprosma,2003-11-25,Endangered,Endangered
Coprosma pilosa,Mountain Coprosma,2003-11-25,Endangered,Endangered
Corchorus cunninghamii,Native Jute,2000-07-16,Endangered,Endangered
Correa eburnea,Deep Creek Correa,2014-01-24,Endangered,Endangered
Correa lawrenceana�var.�genoensis,Genoa River Correa,2000-07-16,Endangered,Endangered
Corunastylis brachystachya,Short-spiked Midge-orchid,2000-07-16,Endangered,Endangered
Cossinia australiana,Cossinia,2000-07-16,Endangered,Endangered
Craspedia preminghana,Preminghana Billybutton,2004-07-06,Endangered,Endangered
Crepidium lawleri,,2000-07-16,Endangered,Endangered
Cyathea exilis,,2000-07-16,Endangered,Endangered
Cycas megacarpa,,2000-07-16,Endangered,Endangered
Cycas ophiolitica,,2000-07-16,Endangered,Endangered
Cynanchum elegans,White-flowered Wax Plant,2000-07-16,Endangered,Endangered
Cyperus cephalotes,,2000-07-16,Endangered,Endangered
Cyphanthera odgersii�subsp.�occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",2000-07-16,Endangered,Endangered
Daphnandra johnsonii,Illawarra Socketwood,2000-07-16,Endangered,Endangered
Darwinia acerosa,Fine-leaved Darwinia,2000-07-16,Endangered,Endangered
Darwinia apiculata,Scarp Darwinia,2000-07-16,Endangered,Endangered
Darwinia carnea,"Mogumber Bell, Narrogin Bell",2000-07-16,Endangered,Endangered
Darwinia chapmaniana,Chapman's Bell,2000-07-16,Endangered,Endangered
Darwinia collina,Yellow Mountain Bell,2000-07-16,Endangered,Endangered
Darwinia ferricola,Scott River Darwinia,2000-07-16,Endangered,Endangered
Darwinia oxylepis,Gillam's Bell,2000-07-16,Endangered,Endangered
Darwinia polychroma,Harlequin Bell,2000-07-16,Endangered,Endangered
Darwinia whicherensis,Abba Bell,2000-07-16,Endangered,Endangered
Darwinia wittwerorum,Wittwer's Mountain Bell,2000-07-16,Endangered,Endangered
Davidsonia jerseyana,Davidson's Plum,2000-07-16,Endangered,Endangered
Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",2000-07-16,Endangered,Endangered
Daviesia bursarioides,Three Springs Daviesia,2000-07-16,Endangered,Endangered
Daviesia cunderdin,Cunderdin Daviesia,2000-07-16,Endangered,Endangered
Daviesia dielsii,Diels' Daviesia,2009-06-11,Endangered,Endangered
Daviesia euphorbioides,Wongan Cactus,2000-07-16,Endangered,Endangered
Daviesia megacalyx,Long-sepalled Daviesia,2000-07-16,Endangered,Endangered
Daviesia microcarpa,Norseman Pea,2000-07-16,Endangered,Endangered
Daviesia obovata,Paddle-leaf Daviesia,2009-01-08,Endangered,Endangered
Daviesia pseudaphylla,Stirling Range Daviesia,2000-07-16,Endangered,Endangered
Daviesia speciosa,Beautiful Daviesia,2000-07-16,Endangered,Endangered
Decaspermum struckoilicum,,2000-07-16,Endangered,Endangered
Dendrobium antennatum,Antelope Orchid,2000-07-16,Endangered,Endangered
Dendrobium brachypus,Norfolk Island Orchid,2003-11-25,Endangered,Endangered
Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",2000-07-16,Endangered,Endangered
Dendrobium nindii,an orchid,2000-07-16,Endangered,Endangered
Deyeuxia appressa,,2000-07-16,Endangered,Endangered
Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",2000-07-16,Endangered,Endangered
Dianella amoena,Matted Flax-lily,2000-07-16,Endangered,Endangered
Dichanthium queenslandicum,King Blue-grass,2013-02-26,Endangered,Endangered
Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",2000-07-16,Endangered,Endangered
Diplazium pallidum,,2000-07-16,Endangered,Endangered
Diploglottis campbellii,Small-leaved Tamarind,2000-07-16,Endangered,Endangered
Diplolaena andrewsii,,2018-02-15,Endangered,Endangered
Dipodium campanulatum,Bell Flower Hyacinth Orchid,2015-05-21,Endangered,Endangered
Dipodium pictum,,2000-07-16,Endangered,Endangered
Diuris aequalis,Buttercup Doubletail,2021-03-02,Endangered,Endangered
Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",2000-07-16,Endangered,Endangered
Diuris eborensis,,2018-05-11,Endangered,Endangered
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",2000-07-16,Endangered,Endangered
Diuris lanceolata,Snake Orchid,2000-07-16,Endangered,Endangered
Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",2000-07-16,Endangered,Endangered
Diuris purdiei,Purdie's Donkey-orchid,2000-07-16,Endangered,Endangered
Dodonaea subglandulifera,Peep Hill Hop-bush,2000-07-16,Endangered,Endangered
Drakaea confluens,Late Hammer-orchid,2000-07-16,Endangered,Endangered
Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid, Warty Hammer Orchid",2000-07-16,Endangered,Endangered
Drakaea isolata,Lonely Hammer-orchid,2000-07-16,Endangered,Endangered
Drummondita ericoides,Morseby Range Drummondita,2000-07-16,Endangered,Endangered
Elaeocarpus sedentarius,Minyon Quandong,2000-07-16,Endangered,Endangered
Elaeocarpus williamsianus,Hairy Quandong,2000-07-16,Endangered,Endangered
Endiandra cooperana,,2000-07-16,Endangered,Endangered
Endiandra floydii,Floyd's Walnut,2000-07-16,Endangered,Endangered
Epacris apsleyensis,Apsley Heath,2000-07-16,Endangered,Endangered
Epacris barbata,"Bearded Heath, Freycinet Heath",2008-11-26,Endangered,Endangered
Epacris exserta,South Esk Heath,2000-07-16,Endangered,Endangered
Epacris glabella,"Funnel Heath, Smooth Heath",2000-07-16,Endangered,Endangered
Epacris grandis,"Grand Heath, Tall Heath",2000-07-16,Endangered,Endangered
Epacris hamiltonii,,2000-07-16,Endangered,Endangered
Epacris virgata,"Pretty Heath, Dan Hill Heath",2000-07-16,Endangered,Endangered
Eremochloa muricata,,2000-07-16,Endangered,Endangered
Eremophila ciliata,,2018-05-11,Endangered,Endangered
Eremophila denticulata�subsp.�trisulcata,Cumquat Eremophila,2000-07-16,Endangered,Endangered
Eremophila glabra�subsp.�chlorella,,2018-02-15,Endangered,Endangered
Eremophila lactea,Milky Emu Bush,2000-07-16,Endangered,Endangered
Eremophila nivea,Silky Eremophila,2000-07-16,Endangered,Endangered
Eremophila pinnatifida,Pinnate-leaf Eremophila,2000-07-16,Endangered,Endangered
Eremophila resinosa,Resinous Eremophila,2000-07-16,Endangered,Endangered
Eremophila scaberula,Rough Emu Bush,2000-07-16,Endangered,Endangered
Eremophila subteretifolia,Lake King Eremophila,2000-07-16,Endangered,Endangered
Eremophila ternifolia,Wongan Eremophila,2000-07-16,Endangered,Endangered
Eremophila verticillata,Whorled Eremophila,2000-07-16,Endangered,Endangered
Eremophila virens,"Campion Eremophila, Green-flowered Emu bush",2000-07-16,Endangered,Endangered
Eremophila viscida,Varnish Bush,2000-07-16,Endangered,Endangered
Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",2000-07-16,Endangered,Endangered
Eriocaulon carsonii,"Salt Pipewort, Button Grass",2000-07-16,Endangered,Endangered
Eryngium fontanum,Blue Devil,2000-07-16,Endangered,Endangered
Eucalyptus absita,Badgingarra Box,2000-07-16,Endangered,Endangered
Eucalyptus alligatrix�subsp.�limaensis,Lima Stringybark,2013-02-26,Endangered,Endangered
Eucalyptus brevipes,Mukinbudin Mallee,2000-07-16,Endangered,Endangered
Eucalyptus burdettiana,Burdett Gum,2000-07-16,Endangered,Endangered
Eucalyptus canobolensis,"Silver-leaf Candlebark, Mt Canobolas Candlebark",2010-08-19,Endangered,Endangered
Eucalyptus conglomerata,Swamp Stringybark,2000-07-16,Endangered,Endangered
Eucalyptus copulans,,2000-07-16,Endangered,Endangered
Eucalyptus crenulata,"Silver Gum, Buxton Gum",2000-07-16,Endangered,Endangered
Eucalyptus crucis�subsp.�praecipua,Paynes Find Mallee,2000-07-16,Endangered,Endangered
Eucalyptus cuprea,Mallee Box,2000-07-16,Endangered,Endangered
Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",2000-07-16,Endangered,Endangered
Eucalyptus gunnii�subsp.�divaricata,Miena Cider Gum,2003-05-01,Endangered,Endangered
Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",2000-07-16,Endangered,Endangered
Eucalyptus impensa,Eneabba Mallee,2000-07-16,Endangered,Endangered
Eucalyptus insularis,Twin Peak Island Mallee,2000-07-16,Endangered,Endangered
Eucalyptus largeana,Craven Grey Box,2018-05-11,Endangered,Endangered
Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",2000-07-16,Endangered,Endangered
Eucalyptus macarthurii,"Camden Woollybutt, Paddys River Box",2016-05-05,Endangered,Endangered
Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",2000-07-16,Endangered,Endangered
Eucalyptus pachycalyx�subsp.�banyabba,Banyabba Shiny-barked Gum,2000-07-16,Endangered,Endangered
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",2006-11-27,Endangered,Endangered
Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",2000-07-16,Endangered,Endangered
Eucalyptus recta,Silver Mallet,2009-06-11,Endangered,Endangered
Eucalyptus�sp. Howes Swamp Creek (M.Doherty 26),,2000-07-16,Endangered,Endangered
Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",2000-07-16,Endangered,Endangered
Eucalyptus x phylacis,Meelup Mallee,2000-07-16,Endangered,Endangered
Euphrasia collina�subsp.�muelleri,"Purple Eyebright, Mueller's Eyebright",2000-07-16,Endangered,Endangered
Euphrasia collina�subsp.�osbornii,Osborn's Eyebright,2000-07-16,Endangered,Endangered
Euphrasia semipicta,Peninsula Eyebright,2000-07-16,Endangered,Endangered
Euphrasia�sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",2000-07-16,Endangered,Endangered
Fimbristylis adjuncta,,2000-07-16,Endangered,Endangered
Frankenia conferta,Silky Frankenia,2007-02-01,Endangered,Endangered
Frankenia parvula,Short-leaved Frankenia,2006-08-18,Endangered,Endangered
Frankenia plicata,,2000-07-16,Endangered,Endangered
Gardenia actinocarpa,,2000-07-16,Endangered,Endangered
Gastrolobium glaucum,"Spike Poison, Wongan Poison",2000-07-16,Endangered,Endangered
Gastrolobium graniticum,Granite Poison,2000-07-16,Endangered,Endangered
Gastrolobium hamulosum,Hook-point Poison,2000-07-16,Endangered,Endangered
Gastrolobium humile,,2018-05-11,Endangered,Endangered
Gastrolobium papilio,Butterfly-leaved Gastrolobium,2000-07-16,Endangered,Endangered
Gaultheria viridicarpa,Green Waxberry,2020-09-25,Endangered,Endangered
Geniostoma huttonii,,2015-06-26,Endangered,Endangered
Genoplesium baueri,"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",2014-01-25,Endangered,Endangered
Genoplesium plumosum,"Plumed Midge-orchid, Tallong Midge Orchid",2000-07-16,Endangered,Endangered
Genoplesium rhyoliticum,Pambula Midge-orchid,2000-07-16,Endangered,Endangered
Genoplesium tectum,Cardwell Midge Orchid,2000-07-16,Endangered,Endangered
Gentiana baeuerlenii,Baeuerlen's Gentian,2000-07-16,Endangered,Endangered
Gentiana wingecarribiensis,Wingecarribee Gentian,2000-07-16,Endangered,Endangered
Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",2000-07-16,Endangered,Endangered
Glyceria drummondii,Nangetty Grass,2000-07-16,Endangered,Endangered
Goodenia arthrotricha,,2018-02-15,Endangered,Endangered
Gossia fragrantissima,"Sweet Myrtle, Small-leaved Myrtle",2000-07-16,Endangered,Endangered
Gossia gonoclada,Angle-stemmed Myrtle,2000-07-16,Endangered,Endangered
Graptophyllum reticulatum,Veiny Graptophyllum,2000-07-16,Endangered,Endangered
Grevillea acanthifolia�subsp.�paludosa,Bog Grevillea,2000-07-16,Endangered,Endangered
Grevillea acropogon,,2019-07-04,Endangered,Endangered
Grevillea althoferorum,,2000-07-16,Endangered,Endangered
Grevillea batrachioides,Mt Lesueur Grevillea,2000-07-16,Endangered,Endangered
Grevillea beadleana,Beadle's Grevillea,2000-07-16,Endangered,Endangered
Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",2000-07-16,Endangered,Endangered
Grevillea christineae,Christine's Grevillea,2000-07-16,Endangered,Endangered
Grevillea corrugata,a shrub,2013-02-26,Endangered,Endangered
Grevillea curviloba�subsp.�curviloba,Curved-leaf Grevillea,2000-07-16,Endangered,Endangered
Grevillea curviloba�subsp.�incurva,Narrow curved-leaf Grevillea,2000-07-16,Endangered,Endangered
Grevillea dryandroides�subsp.�dryandroides,Phalanx Grevillea,2000-07-16,Endangered,Endangered
Grevillea dryandroides�subsp.�hirsuta,Hairy Phalanx Grevillea,2000-07-16,Endangered,Endangered
Grevillea guthrieana,,2000-07-16,Endangered,Endangered
Grevillea humifusa,Spreading Grevillea,2000-07-16,Endangered,Endangered
Grevillea iaspicula,Wee Jasper Grevillea,2000-07-16,Endangered,Endangered
Grevillea infundibularis,Fan-leaf Grevillea,2000-07-16,Endangered,Endangered
Grevillea involucrata,Lake Varley Grevillea,2000-07-16,Endangered,Endangered
Grevillea maccutcheonii,McCutcheon's Grevillea,2000-07-16,Endangered,Endangered
Grevillea masonii,,2000-07-16,Endangered,Endangered
Grevillea maxwellii,Maxwell's Grevillea,2000-07-16,Endangered,Endangered
Grevillea mollis,,2000-07-16,Endangered,Endangered
Grevillea molyneuxii,,2000-07-16,Endangered,Endangered
Grevillea murex,,2000-07-16,Endangered,Endangered
Grevillea obtusiflora,Grey Grevillea,2000-07-16,Endangered,Endangered
Grevillea pythara,Pythara Grevillea,2000-07-16,Endangered,Endangered
Grevillea rara,Rare Grevillea,2000-07-16,Endangered,Endangered
Grevillea scapigera,Corrigin Grevillea,2000-07-16,Endangered,Endangered
Habenaria maccraithii,Whiskered Rein Orchid,2000-07-16,Endangered,Endangered
Hakea dohertyi,a shrub,2000-07-16,Endangered,Endangered
Hakea pulvinifera,Lake Keepit Hakea,2000-07-16,Endangered,Endangered
Haloragis eyreana,Prickly Raspwort,2000-07-16,Endangered,Endangered
Haloragodendron lucasii,Hal,2000-07-16,Endangered,Endangered
Helicteres macrothrix,,2006-08-18,Endangered,Endangered
Hemiandra gardneri,Red Snakebush,2000-07-16,Endangered,Endangered
Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",2000-07-16,Endangered,Endangered
Hibbertia basaltica,Basalt Guinea-flower,2008-11-26,Endangered,Endangered
Homoranthus decumbens,a shrub,2013-02-26,Endangered,Endangered
Hypocalymma angustifolium�subsp.�Hutt River (S.Patrick 2982),,2019-07-04,Endangered,Endangered
Hypocalymma�sp. Cascade (R. Bruhn 20896),,2019-07-04,Endangered,Endangered
Hypocalymma sylvestre,,2018-05-11,Endangered,Endangered
Hypolepis distans,Scrambling Ground-fern,2001-10-16,Endangered,Endangered
Indigofera efoliata,,2000-07-16,Endangered,Endangered
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",2000-07-16,Endangered,Endangered
Isoglossa eranthemoides,Isoglossa,2000-07-16,Endangered,Endangered
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",2000-07-16,Endangered,Endangered
Jacksonia pungens,Pungent Jacksonia,2000-07-16,Endangered,Endangered
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",2000-07-16,Endangered,Endangered
Jacksonia velveta,Collie Jacksonia,2000-07-16,Endangered,Endangered
Kennedia lateritia,Augusta Kennedia,2000-07-16,Endangered,Endangered
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",2000-07-16,Endangered,Endangered
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",2000-07-16,Endangered,Endangered
Lambertia echinata�subsp.�echinata,Prickly Honeysuckle,2000-07-16,Endangered,Endangered
Lambertia echinata�subsp.�occidentalis,Western Prickly Honeysuckle,2000-07-16,Endangered,Endangered
Lambertia fairallii,Fairall's Honeysuckle,2000-07-16,Endangered,Endangered
Lambertia orbifolia,Roundleaf Honeysuckle,2000-07-16,Endangered,Endangered
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,2000-07-16,Endangered,Endangered
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,2000-07-16,Endangered,Endangered
Lastreopsis calantha,"Shield-fern, Shieldfern",2003-11-25,Endangered,Endangered
Lechenaultia laricina,Scarlet Leschenaultia,2000-07-16,Endangered,Endangered
Leionema equestre,Kangaroo Island Phebalium,2000-07-16,Endangered,Endangered
Leionema lachnaeoides,,2000-07-16,Endangered,Endangered
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",2000-07-16,Endangered,Endangered
Lepidium monoplocoides,Winged Pepper-cress,2000-07-16,Endangered,Endangered
Lepidium peregrinum,Wandering Pepper-cress,2003-05-01,Endangered,Endangered
Lepidosperma rostratum,Beaked Lepidosperma,2000-07-16,Endangered,Endangered
Leucochrysum albicans�subsp.�tricolor,"Hoary Sunray, Grassland Paper-daisy",2000-07-16,Endangered,Endangered
Leucopogon confertus,Torrington Beard-heath,2000-07-16,Endangered,Endangered
Leucopogon gnaphalioides,Stirling Range Beard Heath,2000-07-16,Endangered,Endangered
Leucopogon marginatus,Thick-margined Leucopogon,2000-07-16,Endangered,Endangered
Leucopogon nitidus,,2018-02-15,Endangered,Endangered
Leucopogon obtectus,Hidden Beard-heath,2000-07-16,Endangered,Endangered
Leucopogon�sp. Coolmunda (D.Halford Q1635),,2000-07-16,Endangered,Endangered
Livistona mariae�subsp.�mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",2018-05-11,Endangered,Endangered
Lychnothamnus barbatus,a green alga,2000-07-16,Endangered,Endangered
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",2000-07-16,Endangered,Endangered
Macarthuria keigheryi,Keighery's Macarthuria,2000-07-16,Endangered,Endangered
Macrozamia cranei,,2000-07-16,Endangered,Endangered
Macrozamia lomandroides,cycad,2000-07-16,Endangered,Endangered
Macrozamia pauli-guilielmi,Pineapple Zamia,2000-07-16,Endangered,Endangered
Macrozamia platyrhachis,cycad,2000-07-16,Endangered,Endangered
Marattia salicina�=�Ptisana salicina,"King Fern, Para, Potato Fern",2003-11-25,Endangered,Endangered
Marianthus paralius,,2018-02-15,Endangered,Endangered
Melaleuca sciotostyla,Wongan Melaleuca,2000-07-16,Endangered,Endangered
Melaleuca�sp. Wanneroo (G.J. Keighery 16705),,2019-07-04,Endangered,Endangered
Melichrus�sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,2000-07-16,Endangered,Endangered
Melichrus�sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,2000-07-16,Endangered,Endangered
Microcarpaea agonis,,2000-07-16,Endangered,Endangered
Micromyrtus grandis,,2000-07-16,Endangered,Endangered
Microtis angusii,Angus's Onion Orchid,2000-07-16,Endangered,Endangered
Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",2003-11-25,Endangered,Endangered
Muehlenbeckia tuggeranong,Tuggeranong Lignum,2000-07-16,Endangered,Endangered
Myriophyllum lapidicola,Chiddarcooping Myriophyllum,2000-07-16,Endangered,Endangered
Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",2000-07-16,Endangered,Endangered
Ochrosia moorei,Southern Ochrosia,2000-07-16,Endangered,Endangered
Olearia arckaringensis,Arckaringa Daisy,2016-12-07,Endangered,Endangered
Olearia flocktoniae,Dorrigo Daisy-bush,2000-07-16,Endangered,Endangered
Olearia hygrophila,"Swamp Daisy, Water Daisy",2000-07-16,Endangered,Endangered
Olearia microdisca,Small-flowered Daisy-bush,2000-07-16,Endangered,Endangered
Ornduffia calthifolia,Mountain Villarsia,2000-07-16,Endangered,Endangered
Pandanus spiralis�var.�flammeus,Edgar Range Pandanus,2000-07-16,Endangered,Endangered
