scientificName,vernacularName,effectiveDate,status,sourceStatus
Paracaleana dixonii,Sandplain Duck Orchid,2000-07-16,Endangered,Endangered
Parsonsia dorrigoensis,Milky Silkpod,2000-07-16,Endangered,Endangered
Patersonia spirifolia,Spiral-leaved Patersonia,2000-07-16,Endangered,Endangered
Pelargonium�sp. Striatellum (G.W.Carr 10345),Omeo Stork's-bill,2011-12-21,Endangered,Endangered
Pennantia endlicheri,Pennantia,2003-11-25,Endangered,Endangered
Persoonia hirsuta,"Hairy Geebung, Hairy Persoonia",2000-07-16,Endangered,Endangered
Persoonia micranthera,Small-flowered Snottygobble,2000-07-16,Endangered,Endangered
Persoonia mollis�subsp.�maxima,,2000-07-16,Endangered,Endangered
Persoonia nutans,Nodding Geebung,2000-07-16,Endangered,Endangered
Petrophile latericola,Laterite Petrophile,2000-07-16,Endangered,Endangered
Phaius australis,Lesser Swamp-orchid,2000-07-16,Endangered,Endangered
Phaius bernaysii,Yellow Swamp-orchid,2000-07-16,Endangered,Endangered
Phalaenopsis amabilis�subsp.�rosenstromii�=�Phalaenopsis rosenstromii,Native Moth Orchid,2000-07-16,Endangered,Endangered
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,2000-07-16,Endangered,Endangered
Philotheca basistyla,White-flowered Philotheca,2000-07-16,Endangered,Endangered
Philotheca freyciana,Freycinet Waxflower,2008-11-26,Endangered,Endangered
Philotheca wonganensis,Wongan Eriostemon,2000-07-16,Endangered,Endangered
Phlegmariurus carinatus,Keeled Tassel-fern,2000-07-16,Endangered,Endangered
Phlegmariurus dalhousieanus,BlueTassel-fern,2000-07-16,Endangered,Endangered
Phlegmariurus filiformis,Rat's Tail Tassel-fern,2000-07-16,Endangered,Endangered
Phreatia paleata,an orchid,2003-11-25,Endangered,Endangered
Pimelea axiflora�subsp.�pubescens,Bungonia Rice-flower,2019-07-04,Endangered,Endangered
Pimelea spicata,Spiked Rice-flower,2000-07-16,Endangered,Endangered
Pimelea venosa,,2000-07-16,Endangered,Endangered
Pityrodia scabra�subsp.�scabra,,2000-07-16,Endangered,Endangered
Pityrodia�sp. Marble Bar (G.Woodman & D.Coultas GWDC Opp 4),,2018-05-11,Endangered,Endangered
Planchonella costata,,2003-11-25,Endangered,Endangered
Planchonella eerwah,"Shiny-leaved Condoo, Black Plum, Wild Apple",2000-07-16,Endangered,Endangered
Plectranthus habrophyllus,,2000-07-16,Endangered,Endangered
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",2000-07-16,Endangered,Endangered
Plectranthus omissus,,2000-07-16,Endangered,Endangered
Plectranthus torrenticola,,2000-07-16,Endangered,Endangered
Plesioneuron tuberculatum,,2000-07-16,Endangered,Endangered
Polyphlebium endlicherianum,Middle Filmy Fern,2003-11-25,Endangered,Endangered
Polystichum moorei,Rock Shield Fern,2015-06-26,Endangered,Endangered
Pomaderris cocoparrana,,2018-05-11,Endangered,Endangered
Pomaderris cotoneaster,Cotoneaster Pomaderris,2000-07-16,Endangered,Endangered
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",2000-07-16,Endangered,Endangered
Prasophyllum amoenum,Dainty Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum apoxychilum,Tapered Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum correctum,Gaping Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum crebriflorum,Crowded Leek-Orchid,2008-11-26,Endangered,Endangered
Prasophyllum diversiflorum,Gorae Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",2000-07-16,Endangered,Endangered
Prasophyllum goldsackii,Goldsack's Leek-orchid,2006-11-27,Endangered,Endangered
Prasophyllum petilum,Tarengo Leek Orchid,2000-07-16,Endangered,Endangered
Prasophyllum pruinosum,Plum Leek-orchid,2010-08-19,Endangered,Endangered
Prasophyllum secutum,Northern Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum subbisectum,Pomonal Leek-orchid,2000-07-16,Endangered,Endangered
Prasophyllum tunbridgense,Tunbridge Leek-orchid,2000-07-16,Endangered,Endangered
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",2000-07-16,Endangered,Endangered
Prostanthera eurybioides,Monarto Mintbush,2000-07-16,Endangered,Endangered
Prostanthera junonis,Somersby Mintbush,2000-07-16,Endangered,Endangered
Pteris kingiana,King's Brakefern,2003-11-25,Endangered,Endangered
Pteris zahlbruckneriana,Netted Brakefern,2003-11-25,Endangered,Endangered
Pterostylis�X�aenigma,Enigmatic Greenhood,2000-07-16,Endangered,Endangered
Pterostylis basaltica,Basalt Greenhood,2000-07-16,Endangered,Endangered
Pterostylis despectans,Lowly Greenhood,2000-07-16,Endangered,Endangered
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",2000-07-16,Endangered,Endangered
Pterostylis lepida,Halbury Greenhood,2000-07-16,Endangered,Endangered
Pterostylis rubenachii,Arthur River Greenhood,2000-07-16,Endangered,Endangered
Pterostylis saxicola,Sydney Plains Greenhood,2000-07-16,Endangered,Endangered
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",2000-07-16,Endangered,Endangered
Pterostylis�sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",2000-07-16,Endangered,Endangered
Pterostylis�sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,2000-07-16,Endangered,Endangered
Pultenaea elusa,Elusive Bush-pea,2000-07-16,Endangered,Endangered
Pultenaea trichophylla,Tufted Bush-pea,2009-12-01,Endangered,Endangered
Randia moorei,Spiny Gardenia,2000-07-16,Endangered,Endangered
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",2000-07-16,Endangered,Endangered
Rhizanthella slateri,Eastern Underground Orchid,2007-12-18,Endangered,Endangered
Ricinocarpos brevis,,2010-08-19,Endangered,Endangered
Ricinocarpos trichophorus,Barrens Wedding Bush,2000-07-16,Endangered,Endangered
Roycea pycnophylloides,Saltmat,2000-07-16,Endangered,Endangered
Rutidosis leptorhynchoides,Button Wrinklewort,2000-07-16,Endangered,Endangered
Sagina diemensis,Tasmanian Pearlwort,2008-11-26,Endangered,Endangered
Samadera�sp. Moonee Creek (J.King s.n. Nov. 1949),,2000-07-16,Endangered,Endangered
Sankowskya stipularis,,2000-07-16,Endangered,Endangered
Schoenia filifolia�subsp.�subulifolia,Mingenew Everlasting,2009-01-08,Endangered,Endangered
Sclerolaena napiformis,Turnip Copperburr,2000-07-16,Endangered,Endangered
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",2000-07-16,Endangered,Endangered
Senecio evansianus,a daisy,2003-11-25,Endangered,Endangered
Solanum dissectum,,2016-12-07,Endangered,Endangered
Solanum graniticum,Granite Nightshade,2021-12-08,Endangered,Endangered
Solanum johnsonianum,,2016-12-07,Endangered,Endangered
Solanum sulphureum,,2016-12-07,Endangered,Endangered
Sphenotoma drummondii,Mountain Paper-heath,2000-07-16,Endangered,Endangered
Spirogardnera rubescens,Spiral Bush,2000-07-16,Endangered,Endangered
Sporobolus pamelae,a grass,2021-12-08,Endangered,Endangered
Spyridium furculentum,Forked Spyridium,2000-07-16,Endangered,Endangered
Spyridium lawrencei,Small-leaf Spyridium,2000-07-16,Endangered,Endangered
Stonesiella selaginoides,Clubmoss Bush-pea,2000-07-16,Endangered,Endangered
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",2003-11-25,Endangered,Endangered
Stylidium asymmetricum,Asymmetric Triggerplant,2019-07-04,Endangered,Endangered
Stylidium coroniforme�subsp.�amblyphyllum,,2019-07-04,Endangered,Endangered
Stylidium coroniforme�subsp.�coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",2019-07-04,Endangered,Endangered
Stylidium ensatum,a triggerplant,2016-05-05,Endangered,Endangered
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",2000-07-16,Endangered,Endangered
Symonanthus bancroftii,Bancrofts Symonanthus,2000-07-16,Endangered,Endangered
Synaphea quartzitica,Quartz-loving Synaphea,2000-07-16,Endangered,Endangered
Synaphea�sp. Pinjarra Plain (A.S. George 17182),,2018-02-15,Endangered,Endangered
Synaphea stenoloba,Dwellingup Synaphea,2009-12-24,Endangered,Endangered
Tectaria devexa,,2000-07-16,Endangered,Endangered
Tetratheca deltoidea,Granite Tetratheca,2000-07-16,Endangered,Endangered
Tetratheca paynterae,Paynter's Tetratheca,2000-07-16,Endangered,Endangered
Thelymitra dedmaniarum,Cinnamon Sun Orchid,2000-07-16,Endangered,Endangered
Thelymitra epipactoides,Metallic Sun-orchid,2000-07-16,Endangered,Endangered
Thelymitra jonesii,Sky-blue Sun-orchid,2011-03-04,Endangered,Endangered
Thelymitra stellata,Star Sun-orchid,2000-07-16,Endangered,Endangered
Thomasia�sp. Green Hill (S.Paust 1322),Green Hill Thomasia,2000-07-16,Endangered,Endangered
Toechima pterocarpum,,2000-07-16,Endangered,Endangered
Toechima�sp. East Alligator (J.Russell-Smith 8418),a tree,2006-08-18,Endangered,Endangered
Trachymene scapigera,Mountain Trachymene,2000-07-16,Endangered,Endangered
Triplarina imbricata,,2000-07-16,Endangered,Endangered
Triplarina nowraensis,Nowra Heath-myrtle,2000-07-16,Endangered,Endangered
Trithuria occidentalis,Swan Hydatella,2000-07-16,Endangered,Endangered
Triunia robusta,Glossy Spice Bush,2000-07-16,Endangered,Endangered
Tylophora linearis,,2000-07-16,Endangered,Endangered
Tylophora rupicola,,2000-07-16,Endangered,Endangered
Tylophora woollsii,,2000-07-16,Endangered,Endangered
Typhonium jonesii,a herb,2006-08-18,Endangered,Endangered
Typhonium mirabile,a herb,2006-08-18,Endangered,Endangered
Typhonium taylori,a herb,2006-08-18,Endangered,Endangered
Uromyrtus australis,Peach Myrtle,2000-07-16,Endangered,Endangered
Vappodes lithocola,"Dwarf Butterfly Orchid, Cooktown Orchid",2000-07-16,Endangered,Endangered
Veronica parnkalliana,Port Lincoln Speedwell,2016-05-05,Endangered,Endangered
Verticordia albida,White Featherflower,2000-07-16,Endangered,Endangered
Verticordia densiflora�var.�pedunculata,Long-stalked Featherflower,2000-07-16,Endangered,Endangered
Verticordia fimbrilepis�subsp.�fimbrilepis,Shy Featherflower,2000-07-16,Endangered,Endangered
Verticordia hughanii,Hughan's Featherflower,2000-07-16,Endangered,Endangered
Verticordia pityrhops,"Little Pine Verticordia, Pine-like Featherflower",2000-07-16,Endangered,Endangered
Verticordia plumosa�var.�ananeotes,Tufted Plumed Featherflower,2000-07-16,Endangered,Endangered
Verticordia plumosa�var.�vassensis,Vasse Featherflower,2000-07-16,Endangered,Endangered
Verticordia spicata�subsp.�squamosa,Scaly-leaved Featherflower,2000-07-16,Endangered,Endangered
Verticordia staminosa�subsp.�staminosa,Wongan Featherflower,2000-07-16,Endangered,Endangered
Verticordia staminosa�var.�cylindracea,Granite Featherflower,2000-07-16,Endangered,Endangered
Vrydagzynea grayi,Tonsil Orchid,2000-07-16,Endangered,Endangered
Westringia crassifolia,Whipstick Westringia,2000-07-16,Endangered,Endangered
Westringia kydrensis,,2000-07-16,Endangered,Endangered
Wurmbea calcicola,Naturaliste Nancy,2000-07-16,Endangered,Endangered
Wurmbea tubulosa,Long-flowered Nancy,2000-07-16,Endangered,Endangered
Xanthorrhoea bracteata,Shiny Grasstree,2000-07-16,Endangered,Endangered
Xanthostemon formosus,,2000-07-16,Endangered,Endangered
Xerothamnella herbacea,,2000-07-16,Endangered,Endangered
Xylopia monosperma,a shrub,2006-08-18,Endangered,Endangered
Xylosma parvifolia,,2015-06-26,Endangered,Endangered
Zehneria baueriana,"Native Cucumber, Giant Cucumber",2003-11-25,Endangered,Endangered
Zieria adenophora,Araluen Zieria,2000-07-16,Endangered,Endangered
Zieria baeuerlenii,"Bomaderry Zieria, Bomaderry Creek Zieria",2000-07-16,Endangered,Endangered
Zieria bifida,,2000-07-16,Endangered,Endangered
Zieria covenyi,Coveny's Zieria,2000-07-16,Endangered,Endangered
Zieria floydii,,2000-07-16,Endangered,Endangered
Zieria formosa,Shapely Zieria,2000-07-16,Endangered,Endangered
Zieria granulata,"Hill Zieria, Hilly Zieria, Illawarra Zieria",2000-07-16,Endangered,Endangered
Zieria ingramii,Ingram's Zieria,2000-07-16,Endangered,Endangered
Zieria lasiocaulis,Willi Willi Zieria,2000-07-16,Endangered,Endangered
Zieria obcordata,Granite Zieria,2000-07-16,Endangered,Endangered
Zieria prostrata,Headland Zieria,2000-07-16,Endangered,Endangered
Acacia ammophila,,2000-07-16,Vulnerable,Vulnerable
Acacia anomala,"Grass Wattle, Chittering Grass Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia aphylla,Leafless Rock Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia araneosa,"Spidery Wattle, Balcanoona Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia attenuata,,2000-07-16,Vulnerable,Vulnerable
Acacia awestoniana,Stirling Range Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia axillaris,"Midlands Mimosa, Midlands Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia constablei,Narrabarba Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia courtii,"Three Brothers Wattle, Brother Wattle, Northern Brother Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia crombiei,Pink Gidgee,2000-07-16,Vulnerable,Vulnerable
Acacia curranii,Curly-bark Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia denticulosa,Sandpaper Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia depressa,Echidna Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia deuteroneura,,2000-07-16,Vulnerable,Vulnerable
Acacia eremophiloides,,2000-07-16,Vulnerable,Vulnerable
Acacia flocktoniae,Flockton Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia forrestiana,Forest's Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia georgensis,Bega Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia glandulicarpa,Hairy-pod Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia grandifolia,,2000-07-16,Vulnerable,Vulnerable
Acacia handonis,"Hando's Wattle, Percy Grant Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia latzii,Latz's Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia lauta,Tara Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia macnuttiana,McNutt's Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia menzelii,Menzel's Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia peuce,"Waddy, Waddi, Waddy-wood, Birdsville Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia phasmoides,Phantom Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia pickardii,Birds Nest Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia praemorsa,Senna Wattle,2009-12-24,Vulnerable,Vulnerable
Acacia praetermissa,a shrub,2006-08-18,Vulnerable,Vulnerable
Acacia pubescens,"Downy Wattle, Hairy Stemmed Wattle",2000-07-16,Vulnerable,Vulnerable
Acacia pubifolia,Velvet Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia pycnostachya,Bolivia Wattle,2000-07-16,Vulnerable,Vulnerable
Acacia rhetinocarpa,"Neat Wattle, Resin Wattle (SA)",2000-07-16,Vulnerable,Vulnerable
Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",2000-07-16,Vulnerable,Vulnerable
Acriopsis emarginata,Pale Chandelier Orchid,2000-07-16,Vulnerable,Vulnerable
Acrophyllum australe,,2000-07-16,Vulnerable,Vulnerable
Actephila foetida,,2000-07-16,Vulnerable,Vulnerable
Actinotus schwarzii,Desert Flannel-flower,2000-07-16,Vulnerable,Vulnerable
Adenanthos ellipticus,Oval-leaf Adenanthos,2000-07-16,Vulnerable,Vulnerable
Adenanthos pungens�subsp.�pungens,Spiky Adenanthos,2000-07-16,Vulnerable,Vulnerable
Allocasuarina fibrosa,Woolly Sheoak,2000-07-16,Vulnerable,Vulnerable
Allocasuarina simulans,Nabiac Casuarina,2000-07-16,Vulnerable,Vulnerable
Allocasuarina tortiramula,Twisted Sheoak,2000-07-16,Vulnerable,Vulnerable
Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",2000-07-16,Vulnerable,Vulnerable
Almaleea cambagei,Torrington Pea,2000-07-16,Vulnerable,Vulnerable
Ammobium craspedioides,Yass Daisy,2000-07-16,Vulnerable,Vulnerable
Amphibromus fluitans,"River Swamp Wallaby-grass, Floating Swamp Wallaby-grass",2000-07-16,Vulnerable,Vulnerable
Andersonia pinaster,Two Peoples Bay Andersonia,2000-07-16,Vulnerable,Vulnerable
Androcalva procumbens,,2000-07-16,Vulnerable,Vulnerable
Angophora inopina,Charmhaven Apple,2000-07-16,Vulnerable,Vulnerable
Angophora robur,Sandstone Rough-barked Apple,2000-07-16,Vulnerable,Vulnerable
Anigozanthos viridis�subsp.�terraspectans,Dwarf Green Kangaroo Paw,2000-07-16,Vulnerable,Vulnerable
Anthocercis gracilis,Slender Tailflower,2000-07-16,Vulnerable,Vulnerable
Apatophyllum olsenii,,2000-07-16,Vulnerable,Vulnerable
Apium prostratum�subsp.�Porongurup Range (G.J.Keighery 8631),"Fine-leaved Apium, Porongurup Celery",2000-07-16,Vulnerable,Vulnerable
Archidendron lovelliae,"Bacon Wood, Tulip Siris",2000-07-16,Vulnerable,Vulnerable
Argyrotegium nitidulum,Shining Cudweed,2000-07-16,Vulnerable,Vulnerable
Aristida annua,,2000-07-16,Vulnerable,Vulnerable
Arthraxon hispidus,Hairy-joint Grass,2000-07-16,Vulnerable,Vulnerable
Asperula asthenes,Trailing Woodruff,2000-07-16,Vulnerable,Vulnerable
Asplenium hookerianum,Maidenhair Spleenwort,2000-07-16,Vulnerable,Vulnerable
Asplenium pellucidum,,2000-07-16,Vulnerable,Vulnerable
Asplenium wildii,,2000-07-16,Vulnerable,Vulnerable
Astelia australiana,Tall Astelia,2000-07-16,Vulnerable,Vulnerable
Asterolasia nivea,Bindoon Starbush,2000-07-16,Vulnerable,Vulnerable
Asterolasia phebalioides,Downy Star-bush,2000-07-16,Vulnerable,Vulnerable
Astrotricha crassifolia,Thick-leaf Star-hair,2000-07-16,Vulnerable,Vulnerable
Atriplex infrequens,,2000-07-16,Vulnerable,Vulnerable
Austrostipa metatoris,,2000-07-16,Vulnerable,Vulnerable
Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",2000-07-16,Vulnerable,Vulnerable
Baloskion longipes,Dense Cord-rush,2000-07-16,Vulnerable,Vulnerable
Banksia catoglypta,,2018-05-11,Vulnerable,Vulnerable
Banksia goodii,Good's Banksia,2000-07-16,Vulnerable,Vulnerable
Banksia serratuloides�subsp.�serratuloides,Southern Serrate Dryandra,2000-07-16,Vulnerable,Vulnerable
Banksia sphaerocarpa�var.�dolichostyla,"Ironcaps Banksia, Ironcap Banksia",2000-07-16,Vulnerable,Vulnerable
Banksia squarrosa�subsp.�argillacea,Whicher Range Dryandra,2000-07-16,Vulnerable,Vulnerable
Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",2000-07-16,Vulnerable,Vulnerable
Bertya calycina,a shrub,2000-07-16,Vulnerable,Vulnerable
Bertya ernestiana,Mt Ernest Bertya,2000-07-16,Vulnerable,Vulnerable
Bertya opponens,,2000-07-16,Vulnerable,Vulnerable
Bertya pinifolia,a shrub,2000-07-16,Vulnerable,Vulnerable
Beyeria subtecta,Kangaroo Island Turpentine Bush,2000-07-16,Vulnerable,Vulnerable
Boronia adamsiana,Barbalin Boronia,2000-07-16,Vulnerable,Vulnerable
Boronia deanei,Deane's Boronia,2000-07-16,Vulnerable,Vulnerable
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",2000-07-16,Vulnerable,Vulnerable
Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",2005-04-13,Vulnerable,Vulnerable
Boronia hemichiton,Mt Arthur Boronia,2005-04-13,Vulnerable,Vulnerable
Boronia hippopala,Velvet Boronia,2005-04-13,Vulnerable,Vulnerable
Boronia keysii,Key's Boronia,2000-07-16,Vulnerable,Vulnerable
Boronia quadrilata,a shrub,2000-07-16,Vulnerable,Vulnerable
Boronia umbellata,Orara Boronia,2000-07-16,Vulnerable,Vulnerable
Boronia viridiflora,a shrub,2000-07-16,Vulnerable,Vulnerable
Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",2000-07-16,Vulnerable,Vulnerable
Bossiaea oligosperma,,2000-07-16,Vulnerable,Vulnerable
Bothriochloa bunyensis,Satin-top Grass,2000-07-16,Vulnerable,Vulnerable
Brachyscome muelleroides,Mueller Daisy,2000-07-16,Vulnerable,Vulnerable
Brachyscome papillosa,Mossgiel Daisy,2000-07-16,Vulnerable,Vulnerable
Breynia macrantha,,2000-07-16,Vulnerable,Vulnerable
Budawangia gnidioides�=�Epacris gnidioides,Budawangs Cliff-heath,2000-07-16,Vulnerable,Vulnerable
Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",2000-07-16,Vulnerable,Vulnerable
Bulbophyllum gracillimum,Wispy Umbrella Orchid,2000-07-16,Vulnerable,Vulnerable
Bulbophyllum longiflorum,Pale Umbrella Orchid,2000-07-16,Vulnerable,Vulnerable
Cadellia pentastylis,Ooline,2000-07-16,Vulnerable,Vulnerable
Caladenia brumalis,Winter Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia bryceana�subsp.�cracens,Northern Dwarf Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia calcicola,Limestone Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia caudata,Tailed Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia christineae,Christine's Spider Orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia concolor,"Crimson Spider-orchid, Maroon Spider-orchid",2000-07-16,Vulnerable,Vulnerable
Caladenia formosa,"Elegant Spider-orchid, Blood-red Spider-orchid",2000-07-16,Vulnerable,Vulnerable
Caladenia harringtoniae,"Harrington's Spider-orchid, Pink Spider-orchid",2000-07-16,Vulnerable,Vulnerable
Caladenia insularis,French Island Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia ornata,Ornate Pink Fingers,2000-07-16,Vulnerable,Vulnerable
Caladenia ovata,Kangaroo Island Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",2000-07-16,Vulnerable,Vulnerable
Caladenia versicolor,Candy Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia wanosa,Kalbarri Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Caladenia woolcockiorum,Woolcock's Spider-orchid,2000-07-16,Vulnerable,Vulnerable
Calectasia pignattiana,Stilted Tinsel Lily,2000-07-16,Vulnerable,Vulnerable
Callistemon forresterae,Forrester's Bottlebrush,2000-07-16,Vulnerable,Vulnerable
Callistemon kenmorrisonii,Betka Bottlebrush,2000-07-16,Vulnerable,Vulnerable
Callistemon pungens,,2000-07-16,Vulnerable,Vulnerable
Callitris oblonga,"Pygmy Cypress-pine, Pigmy Cypress-pine, Dwarf Cypress-pine",2000-07-16,Vulnerable,Vulnerable
Calophyllum bicolor,,2000-07-16,Vulnerable,Vulnerable
Calotis glandulosa,Mauve Burr-daisy,2000-07-16,Vulnerable,Vulnerable
Calytrix gurulmundensis,,2000-07-16,Vulnerable,Vulnerable
Canarium acutifolium,,2000-07-16,Vulnerable,Vulnerable
Capparis thozetiana,,2000-07-16,Vulnerable,Vulnerable
Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",2000-07-16,Vulnerable,Vulnerable
Cepobaculum carronii,an orchid,2000-07-16,Vulnerable,Vulnerable
Chamelaucium�sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,2000-07-16,Vulnerable,Vulnerable
Chamelaucium�sp. S coastal plain (R.D.Royce 4872),Royce's Waxflower,2000-07-16,Vulnerable,Vulnerable
Cheiranthera volubilis,Twining Finger-flower,2000-07-16,Vulnerable,Vulnerable
Clematis fawcettii,Stream Clematis,2000-07-16,Vulnerable,Vulnerable
Codonocarpus pyramidalis,"Slender Bell-fruit, Camel Poison",2000-07-16,Vulnerable,Vulnerable
Colobanthus curtisiae,Curtis' Colobanth,2000-07-16,Vulnerable,Vulnerable
Comesperma oblongatum,Byfield Matchstick,2000-07-16,Vulnerable,Vulnerable
Conospermum hookeri,Variable Smoke-bush,2007-12-18,Vulnerable,Vulnerable
Conospermum undulatum,Wavy-leaved Smokebush,2000-07-16,Vulnerable,Vulnerable
Conostylis rogeri,"Kulin Conostylis, Single-flowered Conostylis",2000-07-16,Vulnerable,Vulnerable
Coopernookia scabridiuscula,,2000-07-16,Vulnerable,Vulnerable
Cordyline obtecta,Ti,2003-11-25,Vulnerable,Vulnerable
Corokia whiteana,,2000-07-16,Vulnerable,Vulnerable
Correa baeuerlenii,Chef's Cap,2000-07-16,Vulnerable,Vulnerable
Correa calycina,Hindmarsh Correa,2000-07-16,Vulnerable,Vulnerable
Corybas dentatus,"Toothed Helmet-orchid, Finniss Helmet-orchid",2000-07-16,Vulnerable,Vulnerable
Corybas montanus,Small Helmet-orchid,2000-07-16,Vulnerable,Vulnerable
Corymbia clandestina,,2000-07-16,Vulnerable,Vulnerable
Corymbia leptoloma,Yellowjacket,2000-07-16,Vulnerable,Vulnerable
Corymbia rhodops,,2000-07-16,Vulnerable,Vulnerable
Corymbia xanthope,Glen Geddes Bloodwood,2000-07-16,Vulnerable,Vulnerable
Corynocarpus rupestris�subsp.�rupestris,Glenugie Karaka,2000-07-16,Vulnerable,Vulnerable
Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",2000-07-16,Vulnerable,Vulnerable
Cryptostylis hunteriana,Leafless Tongue-orchid,2000-07-16,Vulnerable,Vulnerable
Ctenopterella blechnoides,,2000-07-16,Vulnerable,Vulnerable
Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,2000-07-16,Vulnerable,Vulnerable
Cupaniopsis tomentella,Boonah Tuckeroo,2000-07-16,Vulnerable,Vulnerable
Cycas cairnsiana,a cycad,2000-07-16,Vulnerable,Vulnerable
Cycas platyphylla,a cycad,2000-07-16,Vulnerable,Vulnerable
Cycas silvestris,,2000-07-16,Vulnerable,Vulnerable
Cyclophyllum costatum,a shrub,2000-07-16,Vulnerable,Vulnerable
Cyperus semifertilis,,2000-07-16,Vulnerable,Vulnerable
Darwinia biflora,,2000-07-16,Vulnerable,Vulnerable
Darwinia masonii,Mason's Darwinia,2000-07-16,Vulnerable,Vulnerable
Darwinia meeboldii,Cranbrook Bell,2000-07-16,Vulnerable,Vulnerable
Darwinia nubigena,"Success Bell, Red Mountain Bell",2000-07-16,Vulnerable,Vulnerable
Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",2000-07-16,Vulnerable,Vulnerable
Daviesia discolor,,2000-07-16,Vulnerable,Vulnerable
Daviesia elongata�subsp.�elongata,Long-leaved Daviesia,2000-07-16,Vulnerable,Vulnerable
