class,order,family,vernacularName,taxonID,genus,species,scientificName,sourceStatus,npwActStatusComments,epbcStatus,epbcActStatusComments,taxonRemarks,bdbsaCreatedDate,bdbsaModifiedDate,scientificNameAuthorship,subspeciesAuthor,status,majorGroup,subSpecies,NPW ACT STATUS,NPW ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA
AVES,PSITTACIFORMES,PSITTACULIDAE,Elegant Parrot,Z00307,Neophema,elegans elegans,Neophema elegans elegans,R,,,,,1990-03-01 00:00:00,2020-06-23 00:00:00,"(Gould, 1837)","(Gould, 1837)",Rare,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Rock Parrot,Z21119,Neophema,petrophila zietzi,Neophema petrophila zietzi,R,,,,Only one subspecies in SA.,2017-11-23 00:00:00,2019-08-09 00:00:00,"(Gould, 1841)","(Mathews, 1912)",Rare,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Scarlet-chested Parrot,G00303,Neophema,splendida,Neophema splendida,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould, 1841)",,Rare,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Naretha Bluebonnet,U00298,Northiella,narethae,Northiella narethae,R,,,,Dolman and Joseph (2015) demonstrated that narethae and haematogaster show significant genetic divergence and that their geographical isolation is maintained by the Yellabinna region. They are therefore now recognised as distinct species.,1990-03-01 00:00:00,2017-09-08 00:00:00,"(H.L. White, 1921)",,Rare,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Little Lorikeet,Q00260,Parvipsitta,pusilla,Parvipsitta pusilla,E,,,,,1990-03-01 00:00:00,2017-06-01 00:00:00,"(Shaw, 1790)",,Endangered,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Night Parrot,Y00312,Pezoporus,occidentalis,Pezoporus occidentalis,E,,EN,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould,1861)",,Endangered,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Eastern Ground Parrot,Z04247,Pezoporus,wallicus wallicus,Pezoporus wallicus wallicus,E,,,,May still occur in lower SE; extinct in MLR-AP region.,2000-05-10 00:00:00,2019-12-17 00:00:00,"(Kerr, 1792)","(Kerr, 1792)",Endangered,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Princess Parrot,Z00279,Polytelis,alexandrae,Polytelis alexandrae,V,,VU,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1863",,Vulnerable,,,,,,,,
AVES,PSITTACIFORMES,PSITTACULIDAE,Regent Parrot,C04381,Polytelis,anthopeplus monarchoides,Polytelis anthopeplus monarchoides,V,,VU,,,2007-09-14 00:00:00,,"(Lear, 1831)","Schodde, 1993",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Western Bowerbird,A08008,Chlamydera,guttata guttata,Chlamydera guttata guttata,R,,,,,1990-03-01 00:00:00,2020-06-23 00:00:00,"Gould, 1862","Gould, 1862",Rare,,,,,,,,
AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Spotted Bowerbird,Y00680,Chlamydera,maculata,Chlamydera maculata,E,,,,,1990-03-01 00:00:00,2011-01-31 00:00:00,"(Gould, 1837)",,Endangered,,,,,,,,
AVES,PASSERIFORMES,CLIMACTERIDAE,White-browed Treecreeper,S00561,Climacteris,affinis,Climacteris affinis,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Blyth, 1863",,Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Grey Grasswren,W00871,Amytornis,barbatus diamantina,Amytornis barbatus diamantina,R,,,,,1990-03-01 00:00:00,2019-12-03 00:00:00,"Favalaro & McEvey, 1968","Schodde & Christidis, 1987",Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Flinders Ranges Short-tailed Grasswren,S21005,Amytornis,merrotsyi merrotsyi,Amytornis merrotsyi merrotsyi,V,Listing official as off 1/Jan/2020.,VU,Listed 6/11/14,,2015-02-20 00:00:00,2017-12-18 00:00:00,"Mellor, 1913","Mellor, 1913",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Gawler Ranges Short-tailed Grasswren,U21006,Amytornis,merrotsyi pedleri,Amytornis merrotsyi pedleri,E,Listing official as off 1/Jan/2020.,EN,listed 6/11/2014,,2015-02-20 00:00:00,2017-12-18 00:00:00,"Mellor, 1913","Christidis, Horton & Norman, 2008",Endangered,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Striated Grasswren,A21180,Amytornis,striatus howei,Amytornis striatus howei,R,Listed at species level.Concept has been split - rating needs review.,,,"Black and Gower (2017) detailed the unsettled taxonomy of the A. striatus complex, now clarified by Black et al. (2020a) and Black et al. (2020b). In SA, eastern populations in MM are retained in A. striatus, while populations further west are transferred",2020-07-20 00:00:00,2021-07-23 00:00:00,"(Gould, 1840)","(Mathews, 1911)",Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Western Grasswren,C04285,Amytornis,textilis myall,Amytornis textilis myall,V,Listing official as off 1/Jan/2020.,VU,,,2000-09-14 00:00:00,2017-12-18 00:00:00,"(Quoy & Gaimard, 1824)","(Mathews, 1916)",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Yellabinna Rufous Grasswren,C21181,Amytornis,whitei aenigma,Amytornis whitei aenigma,R,Concept has been split - rating needs review.,,,,2020-07-20 00:00:00,,"Mathews, 1910","Black, 2020",Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Sandhill Rufous Grasswren,E21182,Amytornis,whitei oweni,Amytornis whitei oweni,R,Concept has been split - rating needs review.,,,,2020-07-20 00:00:00,,"Mathews, 1910","Mathews, 1911",Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Southern Emuwren (Kangaroo Island),S04281,Stipiturus,malachurus halmaturinus,Stipiturus malachurus halmaturinus,R,,EN,Listed 29/11/2021. Common name as Kangaroo Island southern emu-wren.,Kangaroo Island Population,2000-09-13 00:00:00,2017-12-18 00:00:00,"(Shaw, 1798)","Parsons, 1920",Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Southern Emuwren (Mount Lofty Ranges),W04283,Stipiturus,malachurus intermedius,Stipiturus malachurus intermedius,E,Mount Lofty Ranges population,EN,,Mount Lofty Ranges population,2000-09-13 00:00:00,2017-12-18 00:00:00,"(Shaw, 1798)","Ashby, 1920",Endangered,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Southern Emuwren (southern Eyre Peninsula),A04284,Stipiturus,malachurus parimeda,Stipiturus malachurus parimeda,E,Southern Eyre Peninsula Population,VU,,Southern Eyre Peninsula population,2000-09-13 00:00:00,2017-12-18 00:00:00,"(Shaw, 1798)","Schodde & Weatherly, 1981",Endangered,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Southern Emuwren (South East),G04383,Stipiturus,malachurus polionotum,Stipiturus malachurus polionotum,R,,,,South East population.,2007-09-17 00:00:00,2007-09-17 00:00:00,"(Shaw, 1798)",Schodde & I.J. Mason,Rare,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Mallee Emuwren,U09386,Stipiturus,mallee,Stipiturus mallee,E,,EN,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"A.J. Campbell, 1908",,Endangered,,,,,,,,
AVES,PASSERIFORMES,MALURIDAE,Rufous-crowned Emuwren,Q00528,Stipiturus,ruficeps,Stipiturus ruficeps,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"A.J. Campbell, 1899",,Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Regent Honeyeater,G00603,Anthochaera,phrygia,Anthochaera phrygia,E,,CR,transferred from EN to CR mid 2015,,1990-03-01 00:00:00,2009-01-21 00:00:00,"(Shaw, 1794)",,Endangered,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Grey Honeyeater,W00599,Conopophila,whitei,Conopophila whitei,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(North, 1910)",,Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Blue-faced Honeyeater,Y04200,Entomyzon,cyanotis cyanotis,Entomyzon cyanotis cyanotis,R,,,,,1999-01-22 00:00:00,2018-05-03 00:00:00,"(Latham, 1801)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Yellow Chat,G00451,Epthianura,crocea crocea,Epthianura crocea crocea,E,,,,,1990-03-01 00:00:00,2020-06-02 00:00:00,"Castelnau & E.P. Ramsay, 1877","Castelnau & E.P. Ramsay, 1877",Endangered,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Painted Honeyeater,U00598,Grantiella,picta,Grantiella picta,R,,VU,effective 08/07/2015,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould, 1838)",,Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Purple-gaped Honeyeater (mainland SA),Y04384,Lichenostomus,cratitius occidentalis,Lichenostomus cratitius occidentalis,R,,,,,2007-09-17 00:00:00,2017-08-08 00:00:00,"(Gould, 1841)","Cabanis, 1851",Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Brown Honeyeater,M04166,Lichmera,indistincta indistincta,Lichmera indistincta indistincta,R,,,,There have been three records of Brown Honeyeater in or near eastern SA: Reid (2000) observed several parties around Innamincka (NE) in October 1998; in April 2016 Ian McAllan (pers. comm.) observed Brown Honeyeaters about 330 km south of Innamincka but j,1998-06-15 00:00:00,2018-02-23 00:00:00,"(Vigors & Horsfield, 1827)","(Vigors & Horsfield, 1827)",Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Black-eared Miner,Z00967,Manorina,flavigula melanotis,Manorina flavigula melanotis,E,,EN,,"For a discussion of the taxonomic status of the Black-eared Miner, see Horton et al. (2013). Dickinson and Remsen (2013) retain melanotis as a subspecies of M. flavigula, but other checklist authorities consider it as a separate species.",1990-03-01 00:00:00,2011-06-09 00:00:00,"(Gould, 1840)","(F.E. Wilson, 1911)",Endangered,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Black-chinned Honeyeater,Z04379,Melithreptus,gularis gularis,Melithreptus gularis gularis,V,,,,,2007-09-14 00:00:00,,"(Gould, 1837)",,Vulnerable,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Golden-backed Honeyeater,E04286,Melithreptus,gularis laetior,Melithreptus gularis laetior,R,From the far North-east,,,Golden-backed Honeyeater (from the far North-East) R,2000-09-14 00:00:00,2002-11-01 00:00:00,"(Gould, 1837)","(Gould, 1875)",Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Little Friarbird,M04210,Philemon,citreogularis citreogularis,Philemon citreogularis citreogularis,R,,,,,1999-02-22 00:00:00,2018-02-27 00:00:00,"(Gould, 1837)","(Gould, 1837)",Rare,,,,,,,,
AVES,PASSERIFORMES,MELIPHAGIDAE,Striped Honeyeater,K00585,Plectorhyncha,lanceolata,Plectorhyncha lanceolata,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1838",,Rare,,,,,,,,
AVES,PASSERIFORMES,DASYORNITHIDAE,Rufous Bristlebird,E04382,Dasyornis,broadbenti broadbenti,Dasyornis broadbenti broadbenti,R,,,,,2007-09-17 00:00:00,2007-09-17 00:00:00,"(McCoy, 1867)",,Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Dark Thornbill (upper South East),A09396,Acanthiza,iredalei hedleyi,Acanthiza iredalei hedleyi,R,,,,upper SE,1990-03-01 00:00:00,2007-11-01 00:00:00,"Mathews, 1911","Mathews, 1912",Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Slender-billed Thornbill (western),K04093,Acanthiza,iredalei iredalei,Acanthiza iredalei iredalei,R,,,Delisted as VU 14/12/13,"NW, FR, LNE",1990-03-01 00:00:00,2007-11-01 00:00:00,"Mathews, 1911","Mathews, 1911",Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Samphire Thornbill or Slender-billed Thornbill Gulf St Vincent),C03937,Acanthiza,iredalei rosinae,Acanthiza iredalei rosinae,V,St Vincent Gulf subspecies,VU,,,1990-03-01 00:00:00,2017-12-18 00:00:00,"Mathews, 1911","Mathews, 1913",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Chestnut-breasted Whiteface,A00468,Aphelocephala,pectoralis,Aphelocephala pectoralis,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould, 1871)",,Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Western Gerygone,Z00463,Gerygone,fusca,Gerygone fusca,R,,,,The subspecific identity of birds occasionally observed in eastern SA is not known.,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould, 1838)",,Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,White-throated Gerygone,K00453,Gerygone,olivacea olivacea,Gerygone olivacea olivacea,R,,,,"MLR, SE",1990-03-01 00:00:00,2020-06-06 00:00:00,"(Gould, 1838)","(Gould, 1838)",Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,"Shy Heathwren (EP, YP, FR, MM, upper SE)",K21061,Hylacola,cauta cauta,Hylacola cauta cauta,R,,,,,2017-07-12 00:00:00,2019-12-13 00:00:00,"Gould, 1843","Gould, 1843",Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Shy Heathwren (Kangaroo Island),M21062,Hylacola,cauta halmaturina,Hylacola cauta halmaturina,R,,VU,Listed 29/11/2021. Common name as Kangaroo Island shy heathwren,,2017-07-12 00:00:00,2019-12-13 00:00:00,"Gould, 1843","(Mathews, 1912)",Rare,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Chestnut-rumped Heathwren (Mount Lofty Ranges),K04369,Hylacola,pyrrhopygia parkeri,Hylacola pyrrhopygia parkeri,E,,EN,,,2007-09-14 00:00:00,2020-06-02 00:00:00,"(Vigors & Horsfield, 1827)","(Schodde & I.J. Mason, 1999)",Endangered,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Chestnut-rumped Heathwren (southern Flinders Ranges),Y04376,Hylacola,pyrrhopygia pedleri,Hylacola pyrrhopygia pedleri,V,,,,,2007-09-14 00:00:00,2020-06-02 00:00:00,"(Vigors & Horsfield, 1827)","(Schodde & I.J. Mason, 1999)",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,ACANTHIZIDAE,Chestnut-rumped Heathwren (South East),K04377,Hylacola,pyrrhopygia pyrrhopygia,Hylacola pyrrhopygia pyrrhopygia,V,,,,,2007-09-14 00:00:00,2020-06-02 00:00:00,"(Vigors & Horsfield, 1827)","(Vigors & Horsfield, 1827)",Vulnerable,,,,,,,,
AVES,PASSERIFORMES,POMATOSTOMIDAE,Red-breasted Babbler (North West),Q09412,Pomatostomus,temporalis rubeculus,Pomatostomus temporalis rubeculus,R,,,,North west.,1990-03-01 00:00:00,2007-09-17 00:00:00,"(Vigors & Horsfield, 1827)","(Gould, 1840)",Rare,,,,,,,,
AVES,PASSERIFORMES,POMATOSTOMIDAE,Grey-crowned Babbler (South East),Y04076,Pomatostomus,temporalis temporalis,Pomatostomus temporalis temporalis,E,From the SE,,,From the South-east.,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Vigors & Horsfield, 1827)","(Vigors & Horsfield, 1827)",Endangered,,,,,,,,
AVES,PASSERIFORMES,PSOPHODIDAE,White-bellied Whipbird (KI),W04267,Psophodes,leucogaster lashmari,Psophodes leucogaster lashmari,R,Restricted to Kangaroo Island,EN,Listed 29/11/2021. Common Name as Kangaroo Island whipbird.,Kangaroo Island,2000-07-24 00:00:00,2019-08-09 00:00:00,"Howe & J.A. Ross, 1933","Schodde & I.J. Mason, 1991",Rare,,,,,,,,
AVES,PASSERIFORMES,PSOPHODIDAE,White-bellied Whipbird (eastern subspecies),U09414,Psophodes,leucogaster leucogaster,Psophodes leucogaster leucogaster,E,"Mainland populations VU, V",VU,listed as Mallee Whipbird,"Also known as White-bellied Whipbird (southern EP, southern YP, MM).",1990-03-01 00:00:00,2019-08-09 00:00:00,"Howe & J.A. Ross, 1933","Howe & J.A. Ross, 1933",Endangered,,,,,,,,
AVES,PASSERIFORMES,CINCLOSOMATIDAE,Chestnut Quailthrush (Chestnut-backed Quailthrush),A05676,Cinclosoma,castanotum,Cinclosoma castanotum,R,,,,Chestnut-backed Quailthrush in 2013 edition of the Census.,2018-05-04 00:00:00,,"Gould, 1840",,Rare,,,,,,,,
AVES,PASSERIFORMES,CINCLOSOMATIDAE,Spotted Quailthrush (MLR),W04231,Cinclosoma,punctatum anachoreta,Cinclosoma punctatum anachoreta,E,Mt. Lofty Ranges Endangered,CR,,The MLR subspecies is probably extinct.,2000-03-30 00:00:00,2017-12-18 00:00:00,"(Shaw, 1794)","Schodde & Mason, 1999",Endangered,,,,,,,,
AVES,PASSERIFORMES,CINCLOSOMATIDAE,Spotted Quailthrush (SE),Y00436,Cinclosoma,punctatum punctatum,Cinclosoma punctatum punctatum,E,South-east; possibly EXTINCT (but secure in other parts of its range i,,,"A September 2015 observation of the nominate subspecies south-east of Mount Gambier by R. Green has been accepted by the SA Rarities Committee of Birds SA, and indicates that the SE population is still extant.",1990-03-01 00:00:00,2017-12-18 00:00:00,"(Shaw, 1794)","(Shaw, 1794)",Endangered,,,,,,,,
AVES,PASSERIFORMES,ARTAMIDAE,Pied Currawong,U04370,Strepera,graculina ashbyi,Strepera graculina ashbyi,E,,,,,2007-09-14 00:00:00,,,,Endangered,,,,,,,,
AVES,PASSERIFORMES,ARTAMIDAE,Grey Currawong (far NW and far south-western SA),Y09428,Strepera,versicolor plumbea,Strepera versicolor plumbea,E,,,,,1990-03-01 00:00:00,2017-12-18 00:00:00,"(Latham, 1801)","Gould, 1846",Endangered,,,,,,,,
AVES,PASSERIFORMES,CAMPEPHAGIDAE,White-bellied Cuckooshrike,C00425,Coracina,papuensis robusta,Coracina papuensis robusta,R,,,,,1990-03-01 00:00:00,2017-08-08 00:00:00,"(J.F. Gmelin, 1788)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,FALCUNCULIDAE,Eastern Shriketit,K04181,Falcunculus,frontatus frontatus,Falcunculus frontatus frontatus,R,,,,Zuccon and Ericson (2012) and Oliveros et al. (2019) demonstrated that the shriketit and Crested Bellbird belong to lineages that lie outside the clade containing Pachycephalidae and other families.,1998-10-20 00:00:00,2017-12-18 00:00:00,"(Latham, 1801)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,PACHYCEPHALIDAE,Gilbert's Whistler,Z00403,Pachycephala,inornata,Pachycephala inornata,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1841",,Rare,,,,,,,,
AVES,PASSERIFORMES,PACHYCEPHALIDAE,Olive Whistler,M04202,Pachycephala,olivacea hesperus,Pachycephala olivacea hesperus,E,,,,,1999-01-22 00:00:00,2019-12-17 00:00:00,"Vigors & Horsfield, 1827","Schodde & I.J. Mason, 1999",Endangered,,,,,,,,
AVES,PASSERIFORMES,PACHYCEPHALIDAE,Red-lored Whistler,M00402,Pachycephala,rufogularis,Pachycephala rufogularis,R,,VU,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1841",,Rare,,,,,,,,
AVES,PASSERIFORMES,ORIOLIDAE,Olive-backed Oriole,G00671,Oriolus,sagittatus sagittatus,Oriolus sagittatus sagittatus,R,,,,,1990-03-01 00:00:00,2017-12-18 00:00:00,"(Latham, 1801)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,MONARCHIDAE,Satin Flycatcher,M00366,Myiagra,cyanoleuca,Myiagra cyanoleuca,E,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Vieillot, 1818)",,Endangered,,,,,,,,
AVES,PASSERIFORMES,MONARCHIDAE,Restless Flycatcher,K04173,Myiagra,inquieta,Myiagra inquieta,R,,,,,1998-07-20 00:00:00,2002-11-01 00:00:00,"(Latham, 1801)",,Rare,,,,,,,,
AVES,PASSERIFORMES,CORCORACIDAE,White-winged Chough,S00693,Corcorax,melanorhamphos,Corcorax melanorhamphos,R,,,,Intergrades of the subspecies occur east of MLR and southern FR.,1990-03-01 00:00:00,2013-12-02 00:00:00,"(Vieillot, 1817)",,Rare,,,,,,,,
AVES,PASSERIFORMES,PETROICIDAE,"Hooded Robin (YP, MN, AP, MLR, MM, SE)",K04385,Melanodryas,cucullata cucullata,Melanodryas cucullata cucullata,R,Schedules lists common name as Hooded Robin (subspecies cucullata).,,,"Range includes YP, MN, AP, MLR, MM, SE.",2007-09-17 00:00:00,2017-08-08 00:00:00,"(Latham, 1801)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,PETROICIDAE,"Jacky Winter (MLR, SE)",Z04387,Microeca,fascinans fascinans,Microeca fascinans fascinans,R,,,,"Populations across YP, MN and AP are largely intergradient between M. f. assimilis and M. f. fascinans.",2007-09-17 00:00:00,2017-08-08 00:00:00,"(Latham, 1801)","(Latham, 1801)",Rare,,,,,,,,
AVES,PASSERIFORMES,PETROICIDAE,Scarlet Robin,Y00380,Petroica,boodang boodang,Petroica boodang boodang,R,,,,"The population on EP was believed to be P. b. campbelli Sharpe, 1898 but has been shown to be genetically indistinguishable from the nominate subspecies (Dolman and Joseph 2015).",1990-03-01 00:00:00,2017-08-08 00:00:00,"(R. Lesson, 1837)","(R. Lesson, 1837)",Rare,,,,,,,,
AVES,PASSERIFORMES,PETROICIDAE,Flame Robin,M00382,Petroica,phoenicea,Petroica phoenicea,V,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1837",,Vulnerable,,,,,,,,
AVES,PASSERIFORMES,LOCUSTELLIDAE,Spinifexbird,G00507,Poodytes,carteri,Poodytes carteri,E,,,,,1990-03-01 00:00:00,2019-08-09 00:00:00,"(North, 1900)",,Endangered,,,,,,,,
AVES,PASSERIFORMES,TURDIDAE,Bassian Thrush,Q04140,Zoothera,lunulata,Zoothera lunulata,R,,ssp,,Those in the SE are not yet identified but may be intergrades between halmaturina and the nominate subspecies (Schodde and Mason 1999).,1998-05-06 00:00:00,2002-11-01 00:00:00,"(Latham, 1801)",,Rare,,,,,,,,
AVES,PASSERIFORMES,ESTRILDIDAE,Painted Finch,E00654,Emblema,pictum,Emblema pictum,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1842",,Rare,,,,,,,,
AVES,PASSERIFORMES,ESTRILDIDAE,Beautiful Firetail,A04056,Stagonopleura,bella,Stagonopleura bella,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Latham, 1801)",,Rare,,,,,,,,
AVES,PASSERIFORMES,ESTRILDIDAE,Diamond Firetail,A00652,Stagonopleura,guttata,Stagonopleura guttata,V,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Shaw, 1796)",,Vulnerable,,,,,,,,
REPTILIA,TESTUDINES,CHELIDAE,Broadshelled Turtle,A02016,Chelodina,expansa,Chelodina expansa,V,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gray, 1857",,Vulnerable,,,,,,,,
REPTILIA,TESTUDINES,CHELIDAE,Macquarie River Turtle,E02034,Emydura,macquarii,Emydura macquarii,V,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gray, 1830)",,Vulnerable,,,,,,,,
REPTILIA,TESTUDINES,CHELONIIDAE,Loggerhead Sea Turtle,Q02004,Caretta,caretta,Caretta caretta,E,,EN,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Linnaeus, 1758)",,Endangered,,,,,,,,
REPTILIA,TESTUDINES,CHELONIIDAE,Green Sea Turtle,W02007,Chelonia,mydas,Chelonia mydas,V,,VU,Vulnerable Nationally,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Linnaeus, 1758)",,Vulnerable,,,,,,,,
REPTILIA,TESTUDINES,DERMOCHELYIDAE,Leatherback Turtle,S02013,Dermochelys,coriacea,Dermochelys coriacea,V,,EN,Vulnerable Nationally,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Vandelli, 1761)",,Vulnerable,,,,,,,,
REPTILIA,SQUAMATA,CARPHODACTYLIDAE,Pernatty Knob-tailed Gecko,U02102,Nephrurus,deleani,Nephrurus deleani,R,,,Delisted from the Vulnerable category in 2009,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Harvey, 1983",,Rare,,,,,,,,
REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Patchwork Gecko,U02066,Diplodactylus,pulcher,Diplodactylus pulcher,R,,,,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Steindachner, 1870)",,Rare,,,,,,,,
REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Map Gecko,K04261,Lucasium,steindachneri,Lucasium steindachneri,R,,,,,2000-07-03 00:00:00,2008-02-07 00:00:00,"(Boulenger, 1885)",,Rare,,,,,,,,
REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Banded Velvet Gecko,Z02119,Oedura,cincta,Oedura cincta,R,,,,Oedura marmorata split up. Only O.cincta in SA now.,1990-03-01 00:00:00,2017-06-02 00:00:00,"De Vis, 1888",,Rare,,,,,,,,
REPTILIA,SQUAMATA,PYGOPODIDAE,Eared Worm-lizard,S04353,Aprasia,aurita,Aprasia aurita,E,,,,,2006-03-28 00:00:00,,"Kluge, 1974",,Endangered,,,,,,,,
REPTILIA,SQUAMATA,PYGOPODIDAE,Northern Snake-lizard,Q04416,Delma,borea,Delma borea,R,,,,,2008-11-03 00:00:00,,"Kluge, 1974",,Rare,,,,,,,,
REPTILIA,SQUAMATA,PYGOPODIDAE,Striped Snake-lizard,G02159,Delma,impar,Delma impar,E,,VU,Vulnerable Nationally,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Fischer, 1882)",,Endangered,,,,,,,,
REPTILIA,SQUAMATA,PYGOPODIDAE,Bronzeback Legless Lizard,W02171,Ophidiocephalus,taeniatus,Ophidiocephalus taeniatus,R,,VU,Vulnerable Nationally,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Lucas & Frost, 1897",,Rare,,,,,,,,
REPTILIA,SQUAMATA,SCINCIDAE,Western Three-lined Skink,E02466,Acritoscincus,trilineatus,Acritoscincus trilineatus,R,,,,,1991-09-09 00:00:00,2015-06-02 00:00:00,"(Gray,1838)",,Rare,,,,,,,,
REPTILIA,SQUAMATA,SCINCIDAE,Salamander Skink,Y04308,Anepyschetosia,maccoyi,Anepyschetosia maccoyi,E,,,,,2001-11-08 00:00:00,2015-06-03 00:00:00,"(Lucas & Frost, 1894)",,Endangered,,,,,,,,
REPTILIA,SQUAMATA,SCINCIDAE,Blacksoil Skink,Q04192,Austroblepharus,kinghorni,Austroblepharus kinghorni,R,,,,,1998-11-09 00:00:00,2021-01-19 00:00:00,"(Copland, 1947)",,Rare,,,,,,,,
REPTILIA,SQUAMATA,SCINCIDAE,Ashy Downs Ctenotus,U04310,Ctenotus,astarte,Ctenotus astarte,R,,,,,2002-05-07 00:00:00,2006-04-27 00:00:00,"Czechura, 1986",,Rare,,,,,,,,
REPTILIA,SQUAMATA,SCINCIDAE,Giant Desert Ctenotus,K04113,Ctenotus,grandis,Ctenotus grandis,R,,,,,1998-02-27 00:00:00,2002-11-01 00:00:00,"Storr, 1969",,Rare,,,,,,,,
