scientificName,vernacularName,effectiveDate,status,sourceStatus
Thalassarche salvini,Salvin's Albatross,2000-07-16,Vulnerable,Vulnerable
Thalassarche steadi,White-capped Albatross,2000-07-16,Vulnerable,Vulnerable
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",2014-11-06,Vulnerable,Vulnerable
Turnix melanogaster,Black-breasted Button-quail,2000-07-16,Vulnerable,Vulnerable
Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),2000-07-16,Vulnerable,Vulnerable
Tyto novaehollandiae castanops (Tasmanian population),Masked Owl (Tasmanian),2010-08-19,Vulnerable,Vulnerable
Tyto novaehollandiae kimberli,Masked Owl (northern),2000-07-16,Vulnerable,Vulnerable
Zoothera lunulata halmaturina,"South Australian Bassian Thrush, Western Bassian Thrush",2015-07-08,Vulnerable,Vulnerable
Antechinus bellus,Fawn Antechinus,2015-12-03,Vulnerable,Vulnerable
Antechinus minimus maritimus,Swamp Antechinus (mainland),2016-05-05,Vulnerable,Vulnerable
Balaenoptera borealis,Sei Whale,2000-07-16,Vulnerable,Vulnerable
Balaenoptera physalus,Fin Whale,2000-07-16,Vulnerable,Vulnerable
Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",2000-07-16,Vulnerable,Vulnerable
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",2000-07-16,Vulnerable,Vulnerable
Chalinolobus dwyeri,"Large-eared Pied Bat, Large Pied Bat",2001-04-04,Vulnerable,Vulnerable
Conilurus penicillatus,"Brush-tailed Rabbit-rat, Brush-tailed Tree-rat, Pakooma",2008-12-06,Vulnerable,Vulnerable
Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat",2000-07-16,Vulnerable,Vulnerable
Dasyurus geoffroii,"Chuditch, Western Quoll",2000-07-16,Vulnerable,Vulnerable
Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",2004-05-14,Vulnerable,Vulnerable
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",2016-12-07,Vulnerable,Vulnerable
Isoodon auratus auratus,Golden Bandicoot (mainland),2000-07-16,Vulnerable,Vulnerable
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),2000-07-16,Vulnerable,Vulnerable
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),2000-07-16,Vulnerable,Vulnerable
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),2000-07-16,Vulnerable,Vulnerable
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),2000-07-16,Vulnerable,Vulnerable
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),2000-07-16,Vulnerable,Vulnerable
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",2000-07-16,Vulnerable,Vulnerable
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",2000-07-16,Vulnerable,Vulnerable
Macroderma gigas,Ghost Bat,2016-05-05,Vulnerable,Vulnerable
Macrotis lagotis,Greater Bilby,2000-07-16,Vulnerable,Vulnerable
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",2016-05-05,Vulnerable,Vulnerable
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),2015-06-26,Vulnerable,Vulnerable
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",2015-06-26,Vulnerable,Vulnerable
Mirounga leonina,Southern Elephant Seal,2001-04-04,Vulnerable,Vulnerable
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",2000-07-16,Vulnerable,Vulnerable
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",2001-04-04,Vulnerable,Vulnerable
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",2000-07-16,Vulnerable,Vulnerable
Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),2000-07-16,Vulnerable,Vulnerable
Petauroides volans,Greater Glider,2016-05-05,Vulnerable,Vulnerable
Petaurus australis australis,Yellow-bellied Glider (south-eastern),2022-03-02,Vulnerable,Vulnerable
Petrogale lateralis centralis,"Warru, Central Australian Rock-wallaby",2000-07-16,Vulnerable,Vulnerable
Petrogale lateralis hacketti,Recherche Rock-wallaby,2000-07-16,Vulnerable,Vulnerable
Petrogale penicillata,Brush-tailed Rock-wallaby,2000-07-16,Vulnerable,Vulnerable
Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",2016-05-05,Vulnerable,Vulnerable
Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),2016-05-05,Vulnerable,Vulnerable
Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),2000-07-16,Vulnerable,Vulnerable
Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",2016-12-07,Vulnerable,Vulnerable
Phascogale pirata,Northern Brush-tailed Phascogale,2010-08-19,Vulnerable,Vulnerable
Phascogale tapoatafa kimberleyensis,"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",2017-08-15,Vulnerable,Vulnerable
Potorous tridactylus tridactylus,Long-nosed Potoroo (SE Mainland),2000-07-16,Vulnerable,Vulnerable
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),2022-03-02,Vulnerable,Vulnerable
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",2000-07-16,Vulnerable,Vulnerable
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",2000-07-16,Vulnerable,Vulnerable
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",2010-08-11,Vulnerable,Vulnerable
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",2000-07-16,Vulnerable,Vulnerable
Pteropus poliocephalus,Grey-headed Flying-fox,2001-12-06,Vulnerable,Vulnerable
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",2016-12-07,Vulnerable,Vulnerable
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,2001-04-04,Vulnerable,Vulnerable
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",2016-12-07,Vulnerable,Vulnerable
Setonix brachyurus,Quokka,2000-07-16,Vulnerable,Vulnerable
Sminthopsis butleri,Butler's Dunnart,2000-07-16,Vulnerable,Vulnerable
Sminthopsis douglasi,Julia Creek Dunnart,2016-12-07,Vulnerable,Vulnerable
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,2021-05-11,Vulnerable,Vulnerable
Xeromys myoides,"Water Mouse, False Water Rat, Yirrkoo",2000-07-16,Vulnerable,Vulnerable
Zyzomys maini,"Arnhem Rock-rat, Arnhem Land Rock-rat, Kodjperr",2006-08-18,Vulnerable,Vulnerable
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",2000-07-16,Vulnerable,Vulnerable
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,2018-05-11,Vulnerable,Vulnerable
Engaeus orramakunna,Mount Arthur Burrowing Crayfish,2001-08-06,Vulnerable,Vulnerable
Engaeus yabbimunna,Burnie Burrowing Crayfish,2001-08-06,Vulnerable,Vulnerable
Hoplogonus simsoni,Simson's Stag Beetle,2011-03-04,Vulnerable,Vulnerable
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,2011-03-04,Vulnerable,Vulnerable
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",2013-05-14,Vulnerable,Vulnerable
Kumonga exleyi,Cape Range Remipede,2000-07-16,Vulnerable,Vulnerable
Megascolides australis,Giant Gippsland Earthworm,2000-07-16,Vulnerable,Vulnerable
Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",2011-03-04,Vulnerable,Vulnerable
Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",2000-07-16,Vulnerable,Vulnerable
Parvulastra vivipara,Tasmanian Live-bearing Seastar,2009-06-30,Vulnerable,Vulnerable
Synemon plana,Golden Sun Moth,2021-12-07,Vulnerable,Vulnerable
Westralunio carteri,"Carter's Freshwater Mussel, Freshwater Mussel",2018-02-15,Vulnerable,Vulnerable
Centrophorus harrissoni,"Harrisson's Dogfish, Endeavour Dogfish, Dumb Gulper Shark, Harrison's Deepsea Dogfish",2013-06-14,Conservation dependent,Conservation dependent
Centrophorus zeehaani,"Southern Dogfish, Endeavour Dogfish, Little Gulper Shark",2013-06-14,Conservation dependent,Conservation dependent
Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",2009-01-22,Conservation dependent,Conservation dependent
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",2006-12-05,Conservation dependent,Conservation dependent
Rexea solandri (eastern Australian population),Eastern Gemfish,2009-01-22,Conservation dependent,Conservation dependent
Seriolella brama,Blue Warehou,2015-02-14,Conservation dependent,Conservation dependent
Sphyrna lewini,Scalloped Hammerhead,2018-03-15,Conservation dependent,Conservation dependent
Thunnus maccoyii,Southern Bluefin Tuna,2010-12-15,Conservation dependent,Conservation dependent
