NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
E07550,23700,1,Rhodophyta,Ceramiaceae,45.8,,Fucus,filamentosus,Wulfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07550,23702,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,biannulata,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07550,23703,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,breviarticulata,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07550,23701,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,filamentosa,(Wulfen) Harv.,var.,arbuscula,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07550,23704,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,spinella,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07551,21678,0,Rhodophyta,Ceramiaceae,45.8,,Spyridia,squalida,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
G07551,23706,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,valida,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07551,23705,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,wilsonis,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07552,21679,0,Rhodophyta,Ceramiaceae,45.8,,Spyridia,tasmanica,(Kutz.) J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
Y07552,23707,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,filamentosa,(Wulfen) Harv.,var.,tasmanica,Kutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07552,23708,1,Rhodophyta,Ceramiaceae,45.8,,Spyridia,filamentosa,(Wulfen) Harv.,var.,verticillata,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07552,23709,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,setigera,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07573,21700,0,Rhodophyta,Ceramiaceae,45.8,,Tanakaella,itonoi,Huisman & Gordon-Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,,,,,,,
W07575,21702,0,Rhodophyta,Ceramiaceae,45.8,,Tetrathamnion,lineatum,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,SL,,,KI,,,,,,
W07575,23735,1,Rhodophyta,Ceramiaceae,45.8,,Tetrathamnion,pyramidatum,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W07575,23736,1,Rhodophyta,Ceramiaceae,45.8,,Tetrathamnion,ramosum,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07580,21707,0,Rhodophyta,Ceramiaceae,45.8,,Tiffaniella,cymodoceae,(Borgesen) Gordon-Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,,,,
Q07580,23748,1,Rhodophyta,Ceramiaceae,45.8,,Spermothamnion,cymodoceae,Borgesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07588,21715,0,Rhodophyta,Ceramiaceae,45.8,,Trithamnion,aculeatum,(Harv.) Womersley & E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,SE,,,
Y07588,23761,1,Rhodophyta,Ceramiaceae,45.8,,Callithamnion,aculeatum,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07588,23762,1,Rhodophyta,Ceramiaceae,45.8,,Trithamnion,tetrapinnum,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07589,21716,0,Rhodophyta,Ceramiaceae,45.8,,Trithamnion,eubryanii,Athanas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,,,,
U07590,21717,0,Rhodophyta,Ceramiaceae,45.8,,Trithamnion,gracilissimum,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,,,,
W07591,21718,0,Rhodophyta,Ceramiaceae,45.8,,Trithamnion,vulgare,E.M.Woll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,SL,,,KI,,,,,,
Y07616,21743,0,Rhodophyta,Ceramiaceae,45.8,,Warrenia,comosa,(Harv.) Harv. ex F.Schmitz & Hauptfl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,NL,,,,,,YP,,,SL,,,KI,,,,,,
Y07616,23792,1,Rhodophyta,Ceramiaceae,45.8,,Antithamnion,comosum,(Harv.) J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07616,23789,1,Rhodophyta,Ceramiaceae,45.8,,Callithamnion,comosum,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07616,23790,1,Rhodophyta,Ceramiaceae,45.8,,Phlebothamnion,comosum,(Harv.) Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y07616,23791,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,comosa,auct.non Harv.;Kutz.(1849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07622,21749,0,Rhodophyta,Ceramiaceae,45.8,,Wollastoniella,mucronata,(Harv.) Gordon-Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
E07622,23802,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,mucronata,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07623,21750,0,Rhodophyta,Ceramiaceae,45.8,,Wollastoniella,myriophylloides,(Harv.) Gordon-Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,KI,,,SE,,,
G07623,23803,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,myriophylloides,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07625,21752,0,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,abietina,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,SL,,,KI,,,,,,
K07625,23806,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,princeps,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M07626,21753,0,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,australis,(J.Agardh) Gordon-Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
M07626,23807,1,Rhodophyta,Ceramiaceae,45.8,,Bracebridgea,australis,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,21754,0,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,nobilis,Hook.f. & Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,SL,,,KI,,,SE,,,
Z07627,23813,1,Rhodophyta,Ceramiaceae,45.8,,Griffithsia,radiciformis,Hook.f. & Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,23812,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,ballioides,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,23811,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,clavigera,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,23809,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,comosa,sensu Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,23810,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,dasyclada,Harv. ex Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z07627,23808,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,jeannerettii,Hook.f. & Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07628,21755,0,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,plumosa,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
Q07628,23814,1,Rhodophyta,Ceramiaceae,45.8,,Dasya,pallida,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07628,23815,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,gunniana,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07628,23816,1,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,penicillata,sensu Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07629,21756,0,Rhodophyta,Ceramiaceae,45.8,,Wrangelia,velutina,(Sond.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
S07629,23819,1,Rhodophyta,Ceramiaceae,45.8,,Baillouviana,velutina,(Sond.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07629,23817,1,Rhodophyta,Ceramiaceae,45.8,,Dasya,velutina,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07629,23820,1,Rhodophyta,Ceramiaceae,45.8,,Haliacantha,incrustans,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07629,23818,1,Rhodophyta,Ceramiaceae,45.8,,Phlebothamnion,velutinum,(Sond.) Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06763,20890,0,Rhodophyta,Dasyaceae,45.86,,Colacodasya,australica,Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,SE,,,
G06815,20942,0,Rhodophyta,Dasyaceae,45.86,,Dasya,atactica,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y06816,20943,0,Rhodophyta,Dasyaceae,45.86,,Dasya,baldockii,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
Y06816,22374,1,Rhodophyta,Dasyaceae,45.86,,Dasya,villosa,Harv.,var.,ramulosa,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06817,20944,0,Rhodophyta,Dasyaceae,45.86,,Dasya,capillaris,Hook.f. & Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,,,,
M06818,20945,0,Rhodophyta,Dasyaceae,45.86,,Dasya,ceramioides,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
M06818,22376,1,Rhodophyta,Dasyaceae,45.86,,?Dasya,pachyclada,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06818,22378,1,Rhodophyta,Dasyaceae,45.86,,Dasya,hormoclados,auct.non J.Agardh;Harv.(1859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06818,22379,1,Rhodophyta,Dasyaceae,45.86,,Dasya,scopulifera,sensu Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06818,22377,1,Rhodophyta,Dasyaceae,45.86,,Dasya,tingens,Harv. & F.Muell. ex Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06818,22375,1,Rhodophyta,Dasyaceae,45.86,,Trichothamnion,ceramioides,(Harv.) Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06819,20946,0,Rhodophyta,Dasyaceae,45.86,,Dasya,clavigera,(Womersley) M.J.Parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,SL,,,KI,,,SE,,,
Z06819,22380,1,Rhodophyta,Dasyaceae,45.86,,Dasyopsis,clavigera,Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06820,20947,0,Rhodophyta,Dasyaceae,45.86,,Dasya,cliftonii,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,,,,,,,,,,
A06820,22381,1,Rhodophyta,Dasyaceae,45.86,,Baillouviana,cliftonii,(Harv.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06821,20948,0,Rhodophyta,Dasyaceae,45.86,,Dasya,comata,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,,,,,,,
E06822,20949,0,Rhodophyta,Dasyaceae,45.86,,Dasya,crescens,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
E06822,22382,1,Rhodophyta,Dasyaceae,45.86,,Dasya,capillaris,Harv. sensu Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06823,20950,0,Rhodophyta,Dasyaceae,45.86,,Dasya,crinita,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,,,,KI,,,,,,
Y06824,20951,0,Rhodophyta,Dasyaceae,45.86,,Dasya,divergens,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,NU,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,SE,,,
Y06824,22383,1,Rhodophyta,Dasyaceae,45.86,,Dasya,velutina,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y06824,22384,1,Rhodophyta,Dasyaceae,45.86,,Wrangelia,velutina,sensu Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06825,20952,0,Rhodophyta,Dasyaceae,45.86,,Dasya,extensa,Sond. ex Kutz.,,,,,,,,,,,,,,,,,NU,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
K06825,22385,1,Rhodophyta,Dasyaceae,45.86,,Dasya,villosa,sensu Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06825,22386,1,Rhodophyta,Dasyaceae,45.86,,Dasya,villosa,Harv.,var.,macroura,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06825,22387,1,Rhodophyta,Dasyaceae,45.86,,Nematophora,australis,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06826,20953,0,Rhodophyta,Dasyaceae,45.86,,Dasya,haffiae,Harv.,,,,,,,,,,,,,,,,,NU,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
M06826,22388,1,Rhodophyta,Dasyaceae,45.86,,Dasya,meredithiae,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06826,22389,1,Rhodophyta,Dasyaceae,45.86,,Rhodonema,meredithiae,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06827,20954,0,Rhodophyta,Dasyaceae,45.86,,Dasya,hapalathrix,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,?,,,,,,,,,,,
Q06828,20955,0,Rhodophyta,Dasyaceae,45.86,,Dasya,hookeri,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
S06829,20956,0,Rhodophyta,Dasyaceae,45.86,,Dasya,kraftii,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,KI,,,SE,,,
S06829,22390,1,Rhodophyta,Dasyaceae,45.86,,Dasya,mollis,auct.non Harv.(1853);Harv.(1855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06830,20957,0,Rhodophyta,Dasyaceae,45.86,,Dasya,naccarioides,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,SE,,,
E06830,22392,1,Rhodophyta,Dasyaceae,45.86,,Dasya,decipiens,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06830,22391,1,Rhodophyta,Dasyaceae,45.86,,Dasya,tasmanica,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06831,20958,0,Rhodophyta,Dasyaceae,45.86,,Dasya,quadrispora,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
Y06832,20959,0,Rhodophyta,Dasyaceae,45.86,?n,Dasya,scopulifera,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,?,?n,,,,,,,,,,
Y06832,22393,1,Rhodophyta,Dasyaceae,45.86,,Lophothalia q,scopulifera,(Harv.) J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06833,20960,0,Rhodophyta,Dasyaceae,45.86,,Dasya,tenuis,M.J.Parsons & Womersley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
M06834,20961,0,Rhodophyta,Dasyaceae,45.86,,Dasya,villosa,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
M06834,22394,1,Rhodophyta,Dasyaceae,45.86,,Endogenia,gracilaria,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06835,20962,0,Rhodophyta,Dasyaceae,45.86,,Dasya,wilsonis,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
Z06835,22395,1,Rhodophyta,Dasyaceae,45.86,,Pachydasya,wilsonis,(J.Agardh) J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07058,21185,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,australis,(J.Agardh) De Toni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,SE,,,
E07058,22755,1,Rhodophyta,Dasyaceae,45.86,,Dasya,australis,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07058,22756,1,Rhodophyta,Dasyaceae,45.86,,Dasya,calliptera,Sond. ex Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07059,21186,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,callithamnium,(Sond.) Falkenb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,,,,
G07059,22760,1,Rhodophyta,Dasyaceae,45.86,,Baillouviana,callithamnium,(Sond.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07059,22758,1,Rhodophyta,Dasyaceae,45.86,,Dasya,callithamnium,(Sond.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07059,22759,1,Rhodophyta,Dasyaceae,45.86,,Eupogonium,callithamnium,(Sond.) Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G07059,22757,1,Rhodophyta,Dasyaceae,45.86,,Polysiphonia,callithamnium,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07060,21187,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,crassipes,(Harv.) Falkenb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
Q07060,22762,1,Rhodophyta,Dasyaceae,45.86,,Baillouviana,crassipes,(Harv.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07060,22761,1,Rhodophyta,Dasyaceae,45.86,,Dasya,crassipes,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S07061,21188,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,curdieana,(Harv.) Reinbold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
S07061,22763,1,Rhodophyta,Dasyaceae,45.86,,Dasya,curdieana,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U07062,21189,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,gunniana,(Harv.) Reinbold,,,,,,,,,,,,,,,,,NU,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
U07062,22765,1,Rhodophyta,Dasyaceae,45.86,,Dasya,gunniana,(Harv.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U07062,22766,1,Rhodophyta,Dasyaceae,45.86,,Eupogonium,gunnianum,(Harv.) Kutz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U07062,22764,1,Rhodophyta,Dasyaceae,45.86,,Polysiphonia,gunniana,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W07063,21190,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,lawrenciana,(Harv.) M.J.Parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,,,,,,,
W07063,22769,1,Rhodophyta,Dasyaceae,45.86,,Dasya,gunniana,(Harv.) Harv.,var.,lawrenciana,(Harv.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W07063,22770,1,Rhodophyta,Dasyaceae,45.86,,Dasya,gunniana,(Harv.) Harv.,f.,lawrenciana,(Harv.) J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W07063,22768,1,Rhodophyta,Dasyaceae,45.86,,Dasya,lawrenciana,(Harv.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W07063,22767,1,Rhodophyta,Dasyaceae,45.86,,Polysiphonia,lawrenciana,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07064,21191,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,microcladioides,(J.Agardh) Falkenb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,,,,KI,,,,,,
A07064,22771,1,Rhodophyta,Dasyaceae,45.86,,Dasya,microcladioides,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07064,22772,1,Rhodophyta,Dasyaceae,45.86,,Dasya,pellucida,auct.non Harv.(1847):Harv.(1855).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07065,21192,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,muelleri,(Sond.) De Toni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
C07065,22773,1,Rhodophyta,Dasyaceae,45.86,,Dasya,muelleri,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07065,22774,1,Rhodophyta,Dasyaceae,45.86,,Dasya,plumigera,Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07065,22775,1,Rhodophyta,Dasyaceae,45.86,,Dasya,struthiopenna,J.Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C07065,22776,1,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,sruthiopenna,(J.Agardh) De Toni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07066,21193,0,Rhodophyta,Dasyaceae,45.86,,Heterosiphonia,wrangelioides,(Harv.) Reinbold,,,,,,,,,,,,,,,,,NU,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
