id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,V B A Taxon Id,vernacular name,scientificNameAuthoritiy,family,F F G Status,F F G Desc,sourceStatus,status,sensiivityZoneId,V B A Restriction,speciesGroup,V B A_discipline,kingdom,taxonRank,modified,E P B C Status,E P B C Desc,identificationRemarks,V B A Treaty
4041203,Austrogammarus haasei,Amphipod,Austrogammarus haasei,https://biodiversity.org.au/afd/taxa/bf06e830-3ce4-438f-b5d3-d57a67dbf641,dr490,"[{'key': 'V B A Taxon Id', 'value': '1467'}, {'key': 'vernacular name', 'value': 'Sherbrooke Amphipod'}, {'key': 'scientificNameAuthoritiy', 'value': '(Sayce, 1902)'}, {'key': 'family', 'value': 'Paramelitidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Aquatic invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1467,Sherbrooke Amphipod,"(Sayce, 1902)",Paramelitidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Aquatic invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041266,Thaumatoperla alpina,Alpine Stonefly,Thaumatoperla alpina,https://biodiversity.org.au/afd/taxa/41661a6d-9550-4583-9d6f-85957f9c6e7f,dr490,"[{'key': 'V B A Taxon Id', 'value': '2365'}, {'key': 'vernacular name', 'value': 'Alpine Stonefly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Burns and Neboiss 1957'}, {'key': 'family', 'value': 'Eustheniidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",2365,Alpine Stonefly,Burns and Neboiss 1957,Eustheniidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,EN,Endangered,,
4041299,Dinotoperla walkeri,Stonefly,Dinotoperla walkeri,https://biodiversity.org.au/afd/taxa/84eb0b40-28cb-4e69-b5b0-3772023ae43a,dr490,"[{'key': 'V B A Taxon Id', 'value': '75214'}, {'key': 'vernacular name', 'value': 'Stonefly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Dean & St Clair, 2006'}, {'key': 'family', 'value': 'Paragripopteryginae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",75214,Stonefly,"Dean & St Clair, 2006",Paragripopteryginae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041211,Furina diadema,Red-naped Snake,Furina diadema,https://biodiversity.org.au/afd/taxa/d150fc7f-d34f-4dff-ade3-474801e56ae8,dr490,"[{'key': 'V B A Taxon Id', 'value': '12669'}, {'key': 'vernacular name', 'value': 'Red-naped Snake'}, {'key': 'family', 'value': 'Elapidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12669,Red-naped Snake,,Elapidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041275,Parasuta spectabilis,Mallee Black-headed Snake,Suta spectabilis,https://biodiversity.org.au/afd/taxa/21bf9819-6fde-405d-9987-c097c0a745be,dr490,"[{'key': 'V B A Taxon Id', 'value': '12813'}, {'key': 'vernacular name', 'value': 'Port Lincoln Snake'}, {'key': 'family', 'value': 'Elapidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12813,Port Lincoln Snake,,Elapidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041290,Vermicella annulata,Bandy Bandy,Vermicella annulata,https://biodiversity.org.au/afd/taxa/4c2e7ce4-6c78-4de4-be0b-7a3d1899bcc6,dr490,"[{'key': 'V B A Taxon Id', 'value': '12734'}, {'key': 'vernacular name', 'value': 'Bandy Bandy'}, {'key': 'family', 'value': 'Elapidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12734,Bandy Bandy,,Elapidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041193,Aprasia aurita,Mallee Worm-lizard,Aprasia aurita,https://biodiversity.org.au/afd/taxa/7c913942-c32e-40b5-bb09-0bbe75335c3d,dr490,"[{'key': 'V B A Taxon Id', 'value': '12141'}, {'key': 'vernacular name', 'value': 'Mallee Worm-Lizard'}, {'key': 'family', 'value': 'Pygopodidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12141,Mallee Worm-Lizard,,Pygopodidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041281,Lissolepis coventryi,Swamp Skink,Lissolepis coventryi,https://biodiversity.org.au/afd/taxa/0cd5619d-f70c-40d0-826c-698725b9e2f5,dr490,"[{'key': 'V B A Taxon Id', 'value': '12407'}, {'key': 'vernacular name', 'value': 'Swamp Skink'}, {'key': 'family', 'value': 'Scincidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12407,Swamp Skink,,Scincidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041223,Pseudemoia pagenstecheri,Tussock Skink,Pseudemoia pagenstecheri,https://biodiversity.org.au/afd/taxa/32509547-85d6-4d13-86fc-df94d9df1e2f,dr490,"[{'key': 'V B A Taxon Id', 'value': '12993'}, {'key': 'vernacular name', 'value': 'Tussock Skink'}, {'key': 'family', 'value': 'Scincidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12993,Tussock Skink,,Scincidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041284,Pseudemoia rawlinsoni,Glossy Grass Skink,Pseudemoia rawlinsoni,https://biodiversity.org.au/afd/taxa/e8b0a2a3-b85b-4201-a671-1d4038e6b7ed,dr490,"[{'key': 'V B A Taxon Id', 'value': '12683'}, {'key': 'vernacular name', 'value': 'Glossy Grass Skink'}, {'key': 'family', 'value': 'Scincidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12683,Glossy Grass Skink,,Scincidae,en,Endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041304,Engaeus australis,Freshwater Crayfish Or Yabby,Engaeus australis,https://biodiversity.org.au/afd/taxa/feada41f-620c-4765-b8b1-f4cd7f7b8b9c,dr490,"[{'key': 'V B A Taxon Id', 'value': '1686'}, {'key': 'vernacular name', 'value': 'Lilly Pilly Burrowing Crayfish'}, {'key': 'scientificNameAuthoritiy', 'value': 'Riek, 1969'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Mussels, decopod crustacea'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1686,Lilly Pilly Burrowing Crayfish,"Riek, 1969",Parastacidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,"Mussels, decopod crustacea",Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041259,Engaeus mallacoota,Mallacoota Burrowing Crayfish,Engaeus mallacoota,https://biodiversity.org.au/afd/taxa/bf6f5d52-1a48-462d-b26c-ebc40e9b6c29,dr490,"[{'key': 'V B A Taxon Id', 'value': '1694'}, {'key': 'vernacular name', 'value': 'Mallacoota Burrowing Crayfish'}, {'key': 'scientificNameAuthoritiy', 'value': 'Horwitz, 1990'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Mussels, decopod crustacea'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1694,Mallacoota Burrowing Crayfish,"Horwitz, 1990",Parastacidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,"Mussels, decopod crustacea",Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041189,Tamasia furcilla,,Latarima furcilla,https://biodiversity.org.au/afd/taxa/20cb9c1d-b91e-41bc-ad6f-6bd4d5a55c19,dr490,"[{'key': 'V B A Taxon Id', 'value': '3023'}, {'key': 'vernacular name', 'value': 'Caddisfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Neboiss, 1984'}, {'key': 'family', 'value': 'Calocidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",3023,Caddisfly,"Neboiss, 1984",Calocidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041204,Colubotelson joyneri,Freshwater Isopod,Colubotelson joyneri,https://biodiversity.org.au/afd/taxa/1fb2623d-5a07-4d81-828a-8378ed1b1f4c,dr490,"[{'key': 'V B A Taxon Id', 'value': '75160'}, {'key': 'vernacular name', 'value': 'freshwater isopod'}, {'key': 'scientificNameAuthoritiy', 'value': '(Nicholls, 1926)'}, {'key': 'family', 'value': 'Phreatoicidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",75160,freshwater isopod,"(Nicholls, 1926)",Phreatoicidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041295,Colubotelson searli,Freshwater Isopod,Colubotelson searlei,https://biodiversity.org.au/afd/taxa/1258c296-d3d0-4dbb-a2c6-a184c1d9b9f4,dr490,"[{'key': 'V B A Taxon Id', 'value': '75161'}, {'key': 'vernacular name', 'value': 'freshwater isopod'}, {'key': 'scientificNameAuthoritiy', 'value': 'Nicholls, 1944'}, {'key': 'family', 'value': 'Phreatoicidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",75161,freshwater isopod,"Nicholls, 1944",Phreatoicidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041231,Gariwerdeus beehivensis,Phreatoic Isopod,Gariwerdeus beehivensis,https://biodiversity.org.au/afd/taxa/b9e28733-5ae9-49a8-b856-aa2b889bd58e,dr490,"[{'key': 'V B A Taxon Id', 'value': '75163'}, {'key': 'vernacular name', 'value': 'freshwater isopod'}, {'key': 'scientificNameAuthoritiy', 'value': 'Wilson & Keable, 2002'}, {'key': 'family', 'value': 'Phreatoicidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",75163,freshwater isopod,"Wilson & Keable, 2002",Phreatoicidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041279,Thaumatoperla flaveola,Mount Stirling Stonefly,Thaumatoperla flaveola,https://biodiversity.org.au/afd/taxa/2da68879-43bc-40c9-820a-4e49fdbe9433,dr490,"[{'key': 'V B A Taxon Id', 'value': '2366'}, {'key': 'vernacular name', 'value': 'Mount Stirling stonefly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Burns and Neboiss 1957'}, {'key': 'family', 'value': 'Eustheniidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",2366,Mount Stirling stonefly,Burns and Neboiss 1957,Eustheniidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041235,Michelea microphylla,Michelea Species 5256,Michelea microphylla,https://biodiversity.org.au/afd/taxa/2ec3cd67-ba32-4ac2-a7e0-330ceb574421,dr490,"[{'key': 'V B A Taxon Id', 'value': '15256'}, {'key': 'vernacular name', 'value': 'Michelea Species 5256'}, {'key': 'scientificNameAuthoritiy', 'value': 'Poore, 1997'}, {'key': 'family', 'value': 'Micheleidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",15256,Michelea Species 5256,"Poore, 1997",Micheleidae,cr,Critically endangered,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041311,Wundacaenis flabellum,Mayfly,Wundacaenis flabellum,https://biodiversity.org.au/afd/taxa/5aa55309-42b8-4c40-8aec-c24398b43afe,dr490,"[{'key': 'V B A Taxon Id', 'value': '1845'}, {'key': 'vernacular name', 'value': 'Mayfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Suter, 1993'}, {'key': 'family', 'value': 'Caenidae'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/07/2018'}]",1845,Mayfly,"Suter, 1993",Caenidae,,,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/07/2018,,,,
4041278,Westriplectes angelae,Caddisfly,Westriplectes angelae,https://biodiversity.org.au/afd/taxa/bc25e855-1085-4966-b222-8f00ccd7824b,dr490,"[{'key': 'V B A Taxon Id', 'value': '3186'}, {'key': 'vernacular name', 'value': 'Caddisfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Neboiss, 1979'}, {'key': 'family', 'value': 'Leptoceridae'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '20/07/2018'}]",3186,Caddisfly,"Neboiss, 1979",Leptoceridae,,,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,20/07/2018,,,,
4041226,Oecetis quadrula,Caddisfly,Oecetis quadrula,https://biodiversity.org.au/afd/taxa/1b3ac25a-512a-4b59-a946-c4b1bb33ac3c,dr490,"[{'key': 'V B A Taxon Id', 'value': '75190'}, {'key': 'vernacular name', 'value': 'Caddisfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Wells, 2006'}, {'key': 'family', 'value': 'Leptocerinae'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '20/11/2012'}]",75190,Caddisfly,"Wells, 2006",Leptocerinae,,,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Terrestrial fauna,Animalia,Species,20/11/2012,,,,
4041256,Pseudocloeon hypodelum,Mayfly,Pseudocloeon hypodelum,https://biodiversity.org.au/afd/taxa/3fabe575-402f-47ed-b1af-a1c8f2e75428,dr490,"[{'key': 'V B A Taxon Id', 'value': '75211'}, {'key': 'vernacular name', 'value': 'Mayfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Lugo-Ortiz, McCafferty & Waltz, 1999'}, {'key': 'family', 'value': 'Baetidae'}, {'key': 'sourceStatus', 'value': 'vu'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '26/03/2019'}]",75211,Mayfly,"Lugo-Ortiz, McCafferty & Waltz, 1999",Baetidae,,,vu,Vulnerable,VIC,Restricted viewing taxon,Invertebrates,Terrestrial fauna,Animalia,Species,26/03/2019,,,,
4041187,Pterostylis cheraphila,Floodplain Rustyhood,Pterostylis cheraphila,https://id.biodiversity.org.au/taxon/apni/51412058,dr490,"[{'key': 'V B A Taxon Id', 'value': '503916'}, {'key': 'vernacular name', 'value': 'Floodplain Rustyhood'}, {'key': 'scientificNameAuthoritiy', 'value': 'D.L. Jones & M.A. Clem.'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",503916,Floodplain Rustyhood,D.L. Jones & M.A. Clem.,Orchidaceae,en,Endangered,v,Vulnerable,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,VU,Vulnerable,Medium herb,
