id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,V B A Taxon Id,vernacular name,scientificNameAuthoritiy,family,F F G Status,F F G Desc,sourceStatus,status,sensiivityZoneId,V B A Restriction,speciesGroup,V B A_discipline,kingdom,taxonRank,modified,E P B C Status,E P B C Desc,identificationRemarks,V B A Treaty
4041215,Caladenia formosa,Elegant Spider Orchid,Caladenia formosa,https://id.biodiversity.org.au/taxon/apni/51399030,dr490,"[{'key': 'V B A Taxon Id', 'value': '504486'}, {'key': 'vernacular name', 'value': 'Elegant Spider-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'G.W. Carr'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",504486,Elegant Spider-orchid,G.W. Carr,Orchidaceae,cr,Critically endangered,v,Vulnerable,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,VU,Vulnerable,Medium herb,
4041276,Pterostylis tenuissima,Swamp Greenhood,Pterostylis tenuissima,https://id.biodiversity.org.au/taxon/apni/51412410,dr490,"[{'key': 'V B A Taxon Id', 'value': '502819'}, {'key': 'vernacular name', 'value': 'Swamp Greenhood'}, {'key': 'scientificNameAuthoritiy', 'value': 'Nicholls'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '19/08/2020'}]",502819,Swamp Greenhood,Nicholls,Orchidaceae,,,v,Vulnerable,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,19/08/2020,VU,Vulnerable,Medium herb,
4041217,Caladenia tensa,Erect Greencomb Spider Orchid,Caladenia tensa,https://id.biodiversity.org.au/taxon/apni/51399400,dr490,"[{'key': 'V B A Taxon Id', 'value': '500338'}, {'key': 'vernacular name', 'value': 'Rigid Spider-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'G.W. Carr'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '18/01/2019'}]",500338,Rigid Spider-orchid,G.W. Carr,Orchidaceae,,,v,Vulnerable,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,18/01/2019,EN,Endangered,Medium herb,
4041188,Caladenia flavovirens,Christmas Spider-orchid,Caladenia flavovirens,https://id.biodiversity.org.au/taxon/apni/51399022,dr490,"[{'key': 'V B A Taxon Id', 'value': '500541'}, {'key': 'vernacular name', 'value': 'Christmas Spider-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'G.W. Carr'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Large herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",500541,Christmas Spider-orchid,G.W. Carr,Orchidaceae,cr,Critically endangered,r,Rare,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,,,Large herb,
4041216,Riekoperla intermedia,Stonefly,Riekoperla intermedia,https://biodiversity.org.au/afd/taxa/9254de23-54ad-403d-bc8c-5fd37174ef18,dr490,"[{'key': 'V B A Taxon Id', 'value': '2496'}, {'key': 'vernacular name', 'value': 'Stonefly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Theischinger, 1985'}, {'key': 'family', 'value': 'Gripopterygidae'}, {'key': 'F F G Status', 'value': 'vu'}, {'key': 'F F G Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",2496,Stonefly,"Theischinger, 1985",Gripopterygidae,vu,Vulnerable,en,Endangered,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041294,Engaeus phyllocercus,Narracan Burrowing Crayfish,Engaeus phyllocercus,https://biodiversity.org.au/afd/taxa/bb2b1f80-60d6-471e-af23-cd9ab0d6d3e0,dr490,"[{'key': 'V B A Taxon Id', 'value': '1695'}, {'key': 'vernacular name', 'value': 'Narracan Burrowing Crayfish'}, {'key': 'scientificNameAuthoritiy', 'value': 'Smith & Schuster, 1913'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Mussels, decopod crustacea'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1695,Narracan Burrowing Crayfish,"Smith & Schuster, 1913",Parastacidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,"Mussels, decopod crustacea",Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041191,Engaeus rostrogaleatus,Strzelecki Burrowing Crayfish,Engaeus rostrogaleatus,https://biodiversity.org.au/afd/taxa/cd66d8b6-dfa7-4ba0-b298-08a88ba73f60,dr490,"[{'key': 'V B A Taxon Id', 'value': '1683'}, {'key': 'vernacular name', 'value': 'Strzelecki Burrowing Crayfish'}, {'key': 'scientificNameAuthoritiy', 'value': 'Horwitz, 1990'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Mussels, decopod crustacea'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1683,Strzelecki Burrowing Crayfish,"Horwitz, 1990",Parastacidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,"Mussels, decopod crustacea",Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041224,Euastacus crassus,Alpine Spiny Crayfish,Euastacus crassus,https://biodiversity.org.au/afd/taxa/62e9a5cb-122f-41bc-9d63-faa267b0213e,dr490,"[{'key': 'V B A Taxon Id', 'value': '1634'}, {'key': 'vernacular name', 'value': 'Alpine Spiny Crayfish'}, {'key': 'scientificNameAuthoritiy', 'value': 'Riek, 1951'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Mussels, decopod crustacea'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1634,Alpine Spiny Crayfish,"Riek, 1951",Parastacidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,"Mussels, decopod crustacea",Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041210,Hemiphlebia mirabilis,Ancient Greenling Damselfly,Hemiphlebia mirabilis,https://biodiversity.org.au/afd/taxa/ba6a0ffa-2287-40c3-bd0f-e4f7caeb469e,dr490,"[{'key': 'V B A Taxon Id', 'value': '1887'}, {'key': 'vernacular name', 'value': 'Ancient Greenling Damselfly'}, {'key': 'scientificNameAuthoritiy', 'value': 'Selys, 1869'}, {'key': 'family', 'value': 'Hemiphlebiidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1887,Ancient Greenling Damselfly,"Selys, 1869",Hemiphlebiidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,Invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041300,Aprasia parapulchella,Pink-tailed Worm-lizard,Aprasia parapulchella,https://biodiversity.org.au/afd/taxa/0d74fa05-7039-4f1e-9147-ca3927124532,dr490,"[{'key': 'V B A Taxon Id', 'value': '12144'}, {'key': 'vernacular name', 'value': 'Pink-tailed Worm-Lizard'}, {'key': 'family', 'value': 'Pygopodidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12144,Pink-tailed Worm-Lizard,,Pygopodidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,VU,Vulnerable,,
4041310,Victaphanta compacta,Otway Black Snail,Victaphanta compacta,https://biodiversity.org.au/afd/taxa/e9582432-a04c-4f9c-956c-f6d439a66ac6,dr490,"[{'key': 'V B A Taxon Id', 'value': '15050'}, {'key': 'vernacular name', 'value': 'Otway Black Snail'}, {'key': 'scientificNameAuthoritiy', 'value': '(Cox & Hedley, 1912)'}, {'key': 'family', 'value': 'Rhytididae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Invertebrates'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",15050,Otway Black Snail,"(Cox & Hedley, 1912)",Rhytididae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,Invertebrates,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041244,Morethia adelaidensis,Samphire Skink,Morethia adelaidensis,https://biodiversity.org.au/afd/taxa/843c8807-a33d-43c1-94c1-2b6d916a47a7,dr490,"[{'key': 'V B A Taxon Id', 'value': '12525'}, {'key': 'vernacular name', 'value': 'Samphire Skink'}, {'key': 'family', 'value': 'Scincidae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12525,Samphire Skink,,Scincidae,en,Endangered,en,Endangered,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041190,Galaxias aequipinnis,East Gippsland Galaxias,Galaxias aequipinnis,https://biodiversity.org.au/afd/taxa/ec23a8e8-87e4-498b-bacb-5884fcb68bf7,dr490,"[{'key': 'V B A Taxon Id', 'value': '528521'}, {'key': 'vernacular name', 'value': 'East Gippsland Galaxias'}, {'key': 'scientificNameAuthoritiy', 'value': 'Gunther, 1871'}, {'key': 'family', 'value': 'Galaxiinae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Fish'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",528521,East Gippsland Galaxias,"Gunther, 1871",Galaxiinae,cr,Critically endangered,en,Endangered,VIC,Restricted viewing taxon,Fish,Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041227,Galaxias terenasus,Galaxias,Galaxias terenasus,https://biodiversity.org.au/afd/taxa/c2bcc474-938b-4a02-aeaf-59f22483ff7c,dr490,"[{'key': 'V B A Taxon Id', 'value': '528520'}, {'key': 'vernacular name', 'value': 'Roundsnout Galaxias'}, {'key': 'scientificNameAuthoritiy', 'value': 'Raadik, 2014'}, {'key': 'family', 'value': 'Galaxiinae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Fish'}, {'key': 'V B A_discipline', 'value': 'Aquatic fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",528520,Roundsnout Galaxias,"Raadik, 2014",Galaxiinae,cr,Critically endangered,en,Endangered,VIC,Restricted viewing taxon,Fish,Aquatic fauna,Animalia,Species,23/06/2021,,,,
4041242,Austrogammarus australis,Amphipod,Austrogammarus australis,https://biodiversity.org.au/afd/taxa/23ceb6c3-1398-4a09-b50b-f96ed8e83256,dr490,"[{'key': 'V B A Taxon Id', 'value': '1464'}, {'key': 'vernacular name', 'value': 'Dandenong Freshwater Amphipod'}, {'key': 'scientificNameAuthoritiy', 'value': '(Sayce, 1901)'}, {'key': 'family', 'value': 'Paramelitidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Aquatic invertebrates'}, {'key': 'V B A_discipline', 'value': 'Aquatic invertebrates'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",1464,Dandenong Freshwater Amphipod,"(Sayce, 1901)",Paramelitidae,cr,Critically endangered,en,Endangered,VIC,Restricted viewing taxon,Aquatic invertebrates,Aquatic invertebrates,Animalia,Species,23/06/2021,,,,
4041285,Varanus rosenbergi,Heath Monitor,Varanus rosenbergi,https://biodiversity.org.au/afd/taxa/a01a6bb4-8757-4ebf-9da7-0089e657d8d1,dr490,"[{'key': 'V B A Taxon Id', 'value': '12287'}, {'key': 'vernacular name', 'value': ""Rosenberg's Goanna""}, {'key': 'family', 'value': 'Varanidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Reptiles'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",12287,Rosenberg's Goanna,,Varanidae,cr,Critically endangered,en,Endangered,VIC,Restricted viewing taxon,Reptiles,Terrestrial fauna,Animalia,Species,23/06/2021,,,,
4041246,Litoria watsoni,Watson's Tree Frog,Litoria watsoni,https://biodiversity.org.au/afd/taxa/21afcc97-7153-410d-a3a5-4f1763f27404,dr490,"[{'key': 'V B A Taxon Id', 'value': '13936'}, {'key': 'vernacular name', 'value': ""Watson's Tree Frog""}, {'key': 'family', 'value': 'Hylidae'}, {'key': 'F F G Status', 'value': 'cr'}, {'key': 'F F G Desc', 'value': 'Critically endangered'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'en'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Amphibians'}, {'key': 'V B A_discipline', 'value': 'Terrestrial fauna'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '16/07/2021'}]",13936,Watson's Tree Frog,,Hylidae,cr,Critically endangered,en,Endangered,VIC,Restricted viewing taxon,Amphibians,Terrestrial fauna,Animalia,Species,16/07/2021,VU,Vulnerable,,
4041298,Prasophyllum sp. aff. validum A,,Prasophyllum sp. Woodlands (D.L.Jones 17707),https://id.biodiversity.org.au/taxon/apni/51409960,dr490,"[{'key': 'V B A Taxon Id', 'value': '505904'}, {'key': 'vernacular name', 'value': 'Woodland Leek-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'sensu Rouse (2002)'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Large herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",505904,Woodland Leek-orchid,sensu Rouse (2002),Orchidaceae,en,Endangered,e,Endangered,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,,,Large herb,
4041240,Pterostylis despectans,Mt Bryan Greenhood,Pterostylis despectans,https://id.biodiversity.org.au/taxon/apni/51412102,dr490,"[{'key': 'V B A Taxon Id', 'value': '503957'}, {'key': 'vernacular name', 'value': 'Lowly Greenhood'}, {'key': 'scientificNameAuthoritiy', 'value': '(Nicholls) M.A. Clem. & D.L. Jones'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Small or prostrate herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",503957,Lowly Greenhood,(Nicholls) M.A. Clem. & D.L. Jones,Orchidaceae,en,Endangered,e,Endangered,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,EN,Endangered,Small or prostrate herb,
4041228,Pterostylis valida,Robust Greenhood,Pterostylis valida,https://id.biodiversity.org.au/taxon/apni/51412430,dr490,"[{'key': 'V B A Taxon Id', 'value': '504854'}, {'key': 'vernacular name', 'value': 'Robust Greenhood'}, {'key': 'scientificNameAuthoritiy', 'value': '(Nicholls) D.L. Jones'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",504854,Robust Greenhood,(Nicholls) D.L. Jones,Orchidaceae,en,Endangered,e,Endangered,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,CR,Critically Endangered,Medium herb,
4041280,Thelymitra epipactoides,Metallic Sun Orchid,Thelymitra epipactoides,https://id.biodiversity.org.au/taxon/apni/51414274,dr490,"[{'key': 'V B A Taxon Id', 'value': '503367'}, {'key': 'vernacular name', 'value': 'Metallic Sun-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'F. Muell.'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",503367,Metallic Sun-orchid,F. Muell.,Orchidaceae,en,Endangered,e,Endangered,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,EN,Endangered,Medium herb,
4041229,Caladenia concolor,Crimson Spider Orchid,Caladenia concolor,https://id.biodiversity.org.au/taxon/apni/51398911,dr490,"[{'key': 'V B A Taxon Id', 'value': '504347'}, {'key': 'vernacular name', 'value': 'Crimson Spider-orchid'}, {'key': 'scientificNameAuthoritiy', 'value': 'Fitzg.'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'F F G Status', 'value': 'en'}, {'key': 'F F G Desc', 'value': 'Endangered'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sensiivityZoneId', 'value': 'VIC'}, {'key': 'V B A Restriction', 'value': 'Restricted viewing taxon'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'identificationRemarks', 'value': 'Medium herb'}, {'key': 'V B A_discipline', 'value': 'Flora'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'taxonRank', 'value': 'Species'}, {'key': 'modified', 'value': '23/06/2021'}]",504347,Crimson Spider-orchid,Fitzg.,Orchidaceae,en,Endangered,e,Endangered,VIC,Restricted viewing taxon,Monocotyledons,Flora,Plantae,Species,23/06/2021,VU,Vulnerable,Medium herb,
