id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,taxonID,kingdom,class,family,vernacular name,scientificNameAuthorship,sourceStatus,significant,status,endemicity,epbcStatus
4041126,Eria australiensis,,Appendicula australiensis,https://id.biodiversity.org.au/taxon/apni/51395492,dr493,"[{'key': 'taxonID', 'value': '39923'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",39923,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Queensland endemic,
4041125,Eria inornata,,Eria kingii,https://id.biodiversity.org.au/taxon/apni/51405056,dr493,"[{'key': 'taxonID', 'value': '39924'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}]",39924,Plantae,Equisetopsida,Orchidaceae,,,,,,,
4040638,Eria intermedia,,Eria dischorensis,https://id.biodiversity.org.au/taxon/apni/51405048,dr493,"[{'key': 'taxonID', 'value': '39925'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",39925,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Queensland endemic,
4040675,Eria johnsonii,,Eria irukandjiana,https://id.biodiversity.org.au/taxon/apni/51405054,dr493,"[{'key': 'taxonID', 'value': '39926'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}]",39926,Plantae,Equisetopsida,Orchidaceae,,,,,,,
4040411,Eria parviflora,,Eria parviflora,ALA_DR493_476,dr493,"[{'key': 'taxonID', 'value': '37683'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.M.Bailey'}]",37683,Plantae,Equisetopsida,Orchidaceae,,F.M.Bailey,,,,,
4041118,Eriochilus,Bunny Orchids,Eriochilus,https://id.biodiversity.org.au/taxon/apni/51405068,dr493,"[{'key': 'taxonID', 'value': '12802'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",12802,Plantae,Equisetopsida,Orchidaceae,,,,N,,Native to Queensland - endemicity not defined,
4040823,Eriochilus cucullatus,Parson's Bands,Eriochilus cucullatus,https://id.biodiversity.org.au/taxon/apni/51405070,dr493,"[{'key': 'taxonID', 'value': '13952'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Labill.) Rchb.f.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",13952,Plantae,Equisetopsida,Orchidaceae,,(Labill.) Rchb.f.,SL,Y,Special least concern,Australian endemic,
4040531,Eriochilus petricola,,Eriochilus petricola,https://id.biodiversity.org.au/taxon/apni/51405090,dr493,"[{'key': 'taxonID', 'value': '30804'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",30804,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,C,N,Least concern,Australian endemic,
4040354,Erythrorchis,,Erythrorchis,https://id.biodiversity.org.au/taxon/apni/51405104,dr493,"[{'key': 'taxonID', 'value': '20698'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",20698,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Native to Queensland - endemicity not defined,
4040862,Erythrorchis cassythoides,Climbing Orchid,Erythrorchis cassythoides,https://id.biodiversity.org.au/taxon/apni/51405106,dr493,"[{'key': 'taxonID', 'value': '17287'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'climbing orchid'}, {'key': 'scientificNameAuthorship', 'value': '(A.Cunn.) Garay'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",17287,Plantae,Equisetopsida,Orchidaceae,climbing orchid,(A.Cunn.) Garay,SL,Y,Special least concern,Australian endemic,
4040505,Eucosia umbrosa,,Eucosia umbrosa,https://id.biodiversity.org.au/taxon/apni/51405110,dr493,"[{'key': 'taxonID', 'value': '30799'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",30799,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,NT,Y,Near Threatened,Queensland endemic,
4040495,Eulophia,Corduroy Orchids,Eulophia,https://id.biodiversity.org.au/taxon/apni/51405112,dr493,"[{'key': 'taxonID', 'value': '20704'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}]",20704,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
4040832,Eulophia bicallosa,Kimberley Grass Orchid,Eulophia bicallosa,https://id.biodiversity.org.au/taxon/apni/51405114,dr493,"[{'key': 'taxonID', 'value': '8203'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(D.Don) P.Hunt & Summerh.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Naturally occurs in Australia and overseas'}]",8203,Plantae,Equisetopsida,Orchidaceae,,(D.Don) P.Hunt & Summerh.,NT,Y,Near Threatened,Naturally occurs in Australia and overseas,
4041082,Eulophia carrii,,Eulophia zollingeri,https://id.biodiversity.org.au/taxon/apni/51405118,dr493,"[{'key': 'taxonID', 'value': '39927'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",39927,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Queensland endemic,
4040954,Eulophia graminea,,Eulophia graminea,https://id.biodiversity.org.au/taxon/apni/51405116,dr493,"[{'key': 'taxonID', 'value': '35945'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Lindl.'}, {'key': 'significant', 'value': 'N'}]",35945,Plantae,Equisetopsida,Orchidaceae,,Lindl.,,N,,,
4040875,Eulophia pelorica,,Oeceoclades pelorica,https://id.biodiversity.org.au/taxon/apni/51406775,dr493,"[{'key': 'taxonID', 'value': '30810'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",30810,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,V,Y,Vulnerable,Queensland endemic,
4040860,Eulophia zollingeri,,Eulophia zollingeri,https://id.biodiversity.org.au/taxon/apni/51405118,dr493,"[{'key': 'taxonID', 'value': '9758'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Rchb.f.) J.J.Sm.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",9758,Plantae,Equisetopsida,Orchidaceae,,(Rchb.f.) J.J.Sm.,V,Y,Vulnerable,Queensland endemic,
4040948,Flickingeria,,Flickingeria,https://id.biodiversity.org.au/taxon/apni/51405144,dr493,"[{'key': 'taxonID', 'value': '20729'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}]",20729,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
4040695,Flickingeria clementsii,,Flickingeria clementsii,https://id.biodiversity.org.au/taxon/apni/51405146,dr493,"[{'key': 'taxonID', 'value': '30811'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",30811,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland endemic,
4040304,Flickingeria convexa,,Flickingeria convexa,https://id.biodiversity.org.au/taxon/apni/51405148,dr493,"[{'key': 'taxonID', 'value': '8550'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Blume) A.D.Hawkes'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",8550,Plantae,Equisetopsida,Orchidaceae,,(Blume) A.D.Hawkes,SL,Y,Special least concern,Queensland endemic,
4040977,Gastrodia,Potato Orchids,Gastrodia,https://id.biodiversity.org.au/taxon/apni/51405959,dr493,"[{'key': 'taxonID', 'value': '20750'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",20750,Plantae,Equisetopsida,Orchidaceae,,,,N,,Native to Queensland - endemicity not defined,
4041002,Gastrodia crebriflora,,Gastrodia crebriflora,https://id.biodiversity.org.au/taxon/apni/51405961,dr493,"[{'key': 'taxonID', 'value': '7948'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",7948,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Queensland endemic,
4040899,Gastrodia sesamoides,Bell Orchid,Gastrodia sesamoides,https://id.biodiversity.org.au/taxon/apni/51405967,dr493,"[{'key': 'taxonID', 'value': '12806'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'cinnamon bells'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",12806,Plantae,Equisetopsida,Orchidaceae,cinnamon bells,R.Br.,SL,Y,Special least concern,Australian endemic,
4040491,Gastrodia urceolata,,Gastrodia urceolata,https://id.biodiversity.org.au/taxon/apni/51405971,dr493,"[{'key': 'taxonID', 'value': '7949'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",7949,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Queensland endemic,
4041012,Geodorum,Shepherd's Crook,Geodorum,https://id.biodiversity.org.au/taxon/apni/51406095,dr493,"[{'key': 'taxonID', 'value': '20762'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}]",20762,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,,
4041076,Geodorum densiflorum,Pink Nodding Orchid,Geodorum densiflorum,https://id.biodiversity.org.au/taxon/apni/51406097,dr493,"[{'key': 'taxonID', 'value': '8197'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'pink nodding orchid'}, {'key': 'scientificNameAuthorship', 'value': '(Lam.) Schltr.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Australia and overseas'}]",8197,Plantae,Equisetopsida,Orchidaceae,pink nodding orchid,(Lam.) Schltr.,SL,Y,Special least concern,Naturally occurs in Australia and overseas,
4040955,Glossodia,Waxlip Orchids,Glossodia,https://id.biodiversity.org.au/taxon/apni/51406099,dr493,"[{'key': 'taxonID', 'value': '20775'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",20775,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Native to Queensland - endemicity not defined,
4040460,Glossodia major,Parson-in-the-pulpit,Glossodia major,https://id.biodiversity.org.au/taxon/apni/51406101,dr493,"[{'key': 'taxonID', 'value': '12809'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'wax-lip orchid'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",12809,Plantae,Equisetopsida,Orchidaceae,wax-lip orchid,R.Br.,SL,Y,Special least concern,Australian endemic,
4041068,Glossodia minor,Small Wax Lip Orchid,Glossodia minor,https://id.biodiversity.org.au/taxon/apni/51406103,dr493,"[{'key': 'taxonID', 'value': '13203'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'small wax lip orchid'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",13203,Plantae,Equisetopsida,Orchidaceae,small wax lip orchid,R.Br.,SL,Y,Special least concern,Australian endemic,
4040316,Goodyera,,Goodyera,https://id.biodiversity.org.au/taxon/apni/51406105,dr493,"[{'key': 'taxonID', 'value': '20788'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}]",20788,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
4040903,Goodyera viridiflora,,Goodyera viridiflora,https://id.biodiversity.org.au/taxon/apni/51406109,dr493,"[{'key': 'taxonID', 'value': '12810'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Blume) Blume'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}]",12810,Plantae,Equisetopsida,Orchidaceae,,(Blume) Blume,NT,Y,Near Threatened,,
4040372,Grastidium,,Grastidium,https://id.biodiversity.org.au/taxon/apni/51406111,dr493,"[{'key': 'taxonID', 'value': '20793'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}]",20793,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,,
4041018,Grastidium baileyi,,Grastidium baileyi,https://id.biodiversity.org.au/taxon/apni/51406113,dr493,"[{'key': 'taxonID', 'value': '19448'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(F.Muell.) Rauschert'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",19448,Plantae,Equisetopsida,Orchidaceae,,(F.Muell.) Rauschert,SL,Y,Special least concern,Australian endemic,
4040576,Grastidium cancroides,,Grastidium cancroides,https://id.biodiversity.org.au/taxon/apni/51406115,dr493,"[{'key': 'taxonID', 'value': '19449'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(T.E.Hunt) Rauschert'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",19449,Plantae,Equisetopsida,Orchidaceae,,(T.E.Hunt) Rauschert,SL,Y,Special least concern,Queensland endemic,
4040371,Grastidium insigne,,Grastidium insigne,https://id.biodiversity.org.au/taxon/apni/51406117,dr493,"[{'key': 'taxonID', 'value': '19451'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Blume) M.A.Clem. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",19451,Plantae,Equisetopsida,Orchidaceae,,(Blume) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Naturally occurs in Queensland and overseas,
4040629,Grastidium luteocilium,,Grastidium luteocilium,https://id.biodiversity.org.au/taxon/apni/51406119,dr493,"[{'key': 'taxonID', 'value': '19450'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Rupp) Rauschert'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",19450,Plantae,Equisetopsida,Orchidaceae,,(Rupp) Rauschert,SL,Y,Special least concern,Queensland endemic,
4041019,Grastidium tozerense,,Grastidium tozerense,https://id.biodiversity.org.au/taxon/apni/51406121,dr493,"[{'key': 'taxonID', 'value': '5767'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Lavarack) M.A.Clem. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",5767,Plantae,Equisetopsida,Orchidaceae,,(Lavarack) M.A.Clem. & D.L.Jones,V,Y,Vulnerable,Queensland endemic,
4041086,Habenaria,Rein Orchids,Habenaria,https://id.biodiversity.org.au/taxon/apni/51406309,dr493,"[{'key': 'taxonID', 'value': '12817'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",12817,Plantae,Equisetopsida,Orchidaceae,,,,N,,Native to Queensland - endemicity not defined,
4040631,Habenaria anomala,Yellow Habenaria,Habenaria xanthantha,https://id.biodiversity.org.au/taxon/apni/51406347,dr493,"[{'key': 'taxonID', 'value': '39919'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",39919,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Queensland endemic,
4040229,Habenaria banfieldii,,Peristylus banfieldii,https://id.biodiversity.org.au/taxon/apni/51407838,dr493,"[{'key': 'taxonID', 'value': '39920'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",39920,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Queensland endemic,
4041127,Habenaria chlorosepala,,Habenaria chlorosepala,https://id.biodiversity.org.au/taxon/apni/51406311,dr493,"[{'key': 'taxonID', 'value': '21844'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",21844,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,E,Y,Endangered,Queensland endemic,
4041065,Habenaria elongata,,Habenaria elongata,https://id.biodiversity.org.au/taxon/apni/51406313,dr493,"[{'key': 'taxonID', 'value': '12812'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Australia and overseas'}]",12812,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Naturally occurs in Australia and overseas,
4040777,Habenaria euryloba,,Habenaria euryloba,https://id.biodiversity.org.au/taxon/apni/51406315,dr493,"[{'key': 'taxonID', 'value': '29234'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",29234,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Queensland endemic,
4040914,Habenaria exilis,,Habenaria exilis,https://id.biodiversity.org.au/taxon/apni/51406317,dr493,"[{'key': 'taxonID', 'value': '21845'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",21845,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,E,Y,Endangered,Queensland endemic,
4040572,Habenaria ferdinandi,,Habenaria ferdinandi,https://id.biodiversity.org.au/taxon/apni/51406319,dr493,"[{'key': 'taxonID', 'value': '13211'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Schltr.'}, {'key': 'significant', 'value': 'N'}]",13211,Plantae,Equisetopsida,Orchidaceae,,Schltr.,,N,,,
