id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,category,generalisation
4401823,Falco hypoleucos,Grey Falcon,Falco (Hierofalco) hypoleucos,https://biodiversity.org.au/afd/taxa/4c73a934-63ae-417d-af40-56a82ae68371,dr493,"[{'key': 'category', 'value': 'VU'}, {'key': 'generalisation', 'value': '2 km'}]",VU,2 km
4401653,Hoplocephalus stephensii,Stephens' Banded Snake,Hoplocephalus stephensii,https://biodiversity.org.au/afd/taxa/943a1d1b-8d2a-413e-bd63-9112c560cf2e,dr493,"[{'key': 'category', 'value': 'LC'}, {'key': 'generalisation', 'value': '2 km'}]",LC,2 km
4401864,Aspidites ramsayi,Woma,Aspidites ramsayi,https://biodiversity.org.au/afd/taxa/7066fe38-8828-485b-b553-e4f97b2e4271,dr493,"[{'key': 'category', 'value': 'NT'}, {'key': 'generalisation', 'value': '2 km'}]",NT,2 km
4401604,Morelia viridis,Green Python,Morelia viridis,https://biodiversity.org.au/afd/taxa/baef28a0-f4f8-4c6f-aead-2228f9b07ee6,dr493,"[{'key': 'category', 'value': 'NT'}, {'key': 'generalisation', 'value': '2 km'}]",NT,2 km
4402006,Calorodius thorntonensis,,,,dr493,"[{'key': 'category', 'value': 'LC'}, {'key': 'generalisation', 'value': '2 km'}]",LC,2 km
4401493,Carlia wundalthini,Cape Melville Rainbow Skink,Carlia wundalthini,https://biodiversity.org.au/afd/taxa/e072f77f-5deb-48cb-acc7-020c09fdffd1,dr493,"[{'key': 'category', 'value': 'LC'}, {'key': 'generalisation', 'value': '2 km'}]",LC,2 km
4401723,Egernia rugosa,Yakka Skink,Egernia rugosa,https://biodiversity.org.au/afd/taxa/d44604b6-9bd4-4ad7-b2db-eb53b9ccdf7a,dr493,"[{'key': 'category', 'value': 'VU'}, {'key': 'generalisation', 'value': '2 km'}]",VU,2 km
4401692,Glaphyromorphus clandestinus,Mt Elliot Skink,Glaphyromorphus clandestinus,https://biodiversity.org.au/afd/taxa/8119d6dd-c16a-418b-971b-f41de855ba36,dr493,"[{'key': 'category', 'value': 'LC'}, {'key': 'generalisation', 'value': '2 km'}]",LC,2 km
4401262,Glaphyromorphus othelarrni,Cape Melville Bar-lipped Skink,Glaphyromorphus othelarrni,https://biodiversity.org.au/afd/taxa/8e6ae7c5-8f54-433c-a4ae-6091bb53fc36,dr493,"[{'key': 'category', 'value': 'LC'}, {'key': 'generalisation', 'value': '2 km'}]",LC,2 km
4401867,Karma tryoni,Tryon's Skink,Karma tryoni,ALA_DR652_333,dr493,"[{'key': 'category', 'value': 'EN'}, {'key': 'generalisation', 'value': '2 km'}]",EN,2 km
4401543,Lerista allanae,Allan's Lerista,Lerista allanae,https://biodiversity.org.au/afd/taxa/906e5ef8-64f7-460f-b3b0-3518ae3390f3,dr493,"[{'key': 'category', 'value': 'EN'}, {'key': 'generalisation', 'value': '2 km'}]",EN,2 km
4401634,Magmellia luteilateralis,Orange-speckled Forest-skink,Magmellia luteilateralis,ALA_DR652_348,dr493,"[{'key': 'category', 'value': 'VU'}, {'key': 'generalisation', 'value': '2 km'}]",VU,2 km
