id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,generalisation,category
4395214,Mixophyes iteratus,Giant Barred Frog,Mixophyes iteratus,https://biodiversity.org.au/afd/taxa/9eef5215-a3d4-4435-b82c-9284d730f002,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395256,Falco hypoleucos,Grey Falcon,Falco (Hierofalco) hypoleucos,https://biodiversity.org.au/afd/taxa/4c73a934-63ae-417d-af40-56a82ae68371,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395275,Pseudophryne corroboree,Southern Corroboree Frog,Pseudophryne corroboree,https://biodiversity.org.au/afd/taxa/1a3bc394-a748-4755-a6b8-98dd42da48db,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395277,Polytelis swainsonii,Superb Parrot,Polytelis swainsonii,https://biodiversity.org.au/afd/taxa/46fca72f-4a32-44c5-a67c-770bd5333f55,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395245,Pedionomus torquatus,Plains-wanderer,Pedionomus torquatus,https://biodiversity.org.au/afd/taxa/30b4b2e5-0d5b-46cb-bddb-a2137a35fa2c,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395153,Pterostylis oreophila,Blue-tongued Orchid,Pterostylis oreophila,https://id.biodiversity.org.au/taxon/apni/51412246,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395281,Genoplesium baueri,Yellow Gnat-orchid,Genoplesium baueri,https://id.biodiversity.org.au/taxon/apni/51405989,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395101,Banksia conferta,,Banksia conferta,https://id.biodiversity.org.au/node/apni/9597877,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395205,Diuris tricolor,Spotted-throat Cowslip,Diuris tricolor,https://id.biodiversity.org.au/taxon/apni/51404361,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395276,Cryptostylis hunteriana,Leafless Tongue Orchid,Cryptostylis hunteriana,https://id.biodiversity.org.au/taxon/apni/51401155,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395105,Peristeranthus hillii,Brown Fairy-chain Orchid,Peristeranthus hillii,https://id.biodiversity.org.au/taxon/apni/51407834,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395273,Thelymitra epipactoides,Metallic Sun Orchid,Thelymitra epipactoides,https://id.biodiversity.org.au/taxon/apni/51414274,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395148,Arthropteris palisotii,Lesser Creeping Fern,Arthropteris palisotii,https://id.biodiversity.org.au/node/apni/8496980,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395147,Lindsaea fraseri,Fraser's Screw Fern,Lindsaea fraseri,https://id.biodiversity.org.au/node/apni/2906676,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395201,Callistemon linearifolius,Netted Bottle Brush,Callistemon linearifolius,https://id.biodiversity.org.au/node/apni/2897309,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395226,Drynaria rigidula,Basket Fern,Drynaria rigidula,https://id.biodiversity.org.au/node/apni/2904164,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395119,Lindsaea incisa,Slender Screw Fern,Lindsaea incisa,https://id.biodiversity.org.au/node/apni/2892259,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395138,Prostanthera marifolia,Seaforth Mintbush,Prostanthera marifolia,https://id.biodiversity.org.au/node/apni/2897722,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395243,Chiloglottis platyptera,Barrington Tops Ant Orchid,Chiloglottis platyptera,https://id.biodiversity.org.au/taxon/apni/51400612,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395130,Euphrasia scabra,Yellow Eyebright,Euphrasia scabra,https://id.biodiversity.org.au/node/apni/2903366,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395169,Diuris praecox,Rough Doubletail,Diuris praecox,https://id.biodiversity.org.au/taxon/apni/51404309,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395152,Allocasuarina portuensis,Nielsen Park She-oak,Allocasuarina portuensis,https://id.biodiversity.org.au/node/apni/2891101,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395092,Elaeocarpus williamsianus,Hairy Quandong,Elaeocarpus williamsianus,https://id.biodiversity.org.au/node/apni/2906669,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395137,Eucalyptus imlayensis,Mount Imlay Mallee,Eucalyptus imlayensis,https://id.biodiversity.org.au/node/apni/2899202,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395230,Indigofera efoliata,Leafless Indigo,Indigofera efoliata,https://id.biodiversity.org.au/node/apni/2899952,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395122,Hakea pulvinifera,Lake Keepit Hakea,Hakea pulvinifera,https://id.biodiversity.org.au/node/apni/2917559,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395238,Rhizanthella slateri,Eastern Australian Underground Orchid,Rhizanthella slateri,https://id.biodiversity.org.au/taxon/apni/51412992,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395188,Gentiana bredboensis,Bredbo Gentian,Gentiana bredboensis,https://id.biodiversity.org.au/node/apni/2900971,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395181,Sarcochilus dilatatus,Brown Sarcochilus,Sarcochilus dilatatus,https://id.biodiversity.org.au/taxon/apni/51413227,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395248,Diuris venosa,Veined Doubletail,Diuris venosa,https://id.biodiversity.org.au/taxon/apni/51404365,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395155,Bulbophyllum globuliforme,Miniature Moss-orchid,Bulbophyllum globuliforme,https://id.biodiversity.org.au/taxon/apni/51396335,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395262,Gentiana wingecarribiensis,Wingecarribee Gentian,Gentiana wingecarribiensis,https://id.biodiversity.org.au/node/apni/2915610,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395131,Pterostylis cobarensis,Greenhood Orchid,Pterostylis cobarensis,https://id.biodiversity.org.au/taxon/apni/51412068,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395203,Sarcochilus weinthalii,Blotched Sarcochilus,Sarcochilus weinthalii,https://id.biodiversity.org.au/taxon/apni/51413251,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395239,Sarcochilus fitzgeraldii,Ravine Orchid,Sarcochilus fitzgeraldii,https://id.biodiversity.org.au/taxon/apni/51413233,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395189,Phaius australis,Southern Swamp Orchid,Phaius australis,https://id.biodiversity.org.au/taxon/apni/51407850,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395240,Diploglottis campbellii,Small-leaved Tamarind,Diploglottis campbellii,https://id.biodiversity.org.au/node/apni/2906814,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395178,Sarcochilus hartmannii,Waxy Sarcochilus,Sarcochilus hartmannii,https://id.biodiversity.org.au/taxon/apni/51413235,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395134,Chiloglottis anaticeps,Bird Orchid,Chiloglottis anaticeps,https://id.biodiversity.org.au/taxon/apni/51400590,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395115,Diuris pedunculata,Small Snake Orchid,Diuris pedunculata,https://id.biodiversity.org.au/taxon/apni/51404295,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395221,Grevillea mollis,Soft Grevillea,Grevillea mollis,https://id.biodiversity.org.au/node/apni/2890447,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395102,Grevillea iaspicula,Wee Jasper Grevillea,Grevillea iaspicula,https://id.biodiversity.org.au/node/apni/2897239,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395098,Lastreopsis hispida,Bristly Shield Fern,Lastreopsis hispida,https://id.biodiversity.org.au/node/apni/2907135,dr487,"[{'key': 'generalisation', 'value': '1km'}, {'key': 'category', 'value': 'Category 3'}]",1km,Category 3
4395108,Prasophyllum fuscum,Slaty Leek Orchid,Prasophyllum fuscum,https://id.biodiversity.org.au/taxon/apni/51409769,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395244,Angiopteris evecta,Giant Fern,Angiopteris evecta,https://id.biodiversity.org.au/taxon/apni/51299822,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
4395173,Pterostylis alpina,Alpine Greenhood,Pterostylis alpina,https://id.biodiversity.org.au/taxon/apni/51412006,dr487,"[{'key': 'generalisation', 'value': '10km'}, {'key': 'category', 'value': 'Category 2'}]",10km,Category 2
