name,commonName_new,scientificName_new,status_new,listUpdate,commonName_old,scientificName_old,status_old
Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688) PN,,Mirbelia sp. Zuytdorp (G.J.Keighery & N.Gibson 1688),Priority 1: Poorly-known species,added,,,
Morelotia australiensis,,Morelotia australiensis,Vulnerable,added,,,
Murdannia sp. Top End (G.M. Chippendale 7726) PN,,Murdannia sp. Top End (G.M.Chippendale 7726),Priority 1: Poorly-known species,added,,,
Netrostylis sp. Blackwood River (A.R. Annels 3043) PN,,,Priority 3: Poorly-known species,added,,,
Netrostylis sp. Chandala (G.J. Keighery 17055) PN,,,Priority 2: Poorly-known species,added,,,
Netrostylis sp. Nannup (P.A. Jurjevich 1133) PN,,,Priority 1: Poorly-known species,added,,,
Netrostylis sp. Warren (M. McCallum Webster 23/2/1979) PN,,,Priority 1: Poorly-known species,added,,,
Nicotiana salina,,,Priority 1: Poorly-known species,added,,,
Nymphaea carpentariae,,Nymphaea carpentariae,Priority 1: Poorly-known species,added,,,
Olearia adpressa,Northampton Daisy Bush,Olearia adpressa,Priority 1: Poorly-known species,added,,,
Olearia sp. Jerramungup (E.M. Sandiford 2528) PN,,,Priority 1: Poorly-known species,added,,,
Olearia strigosa,Bristly Daisy Bush,Olearia strigosa,Priority 3: Poorly-known species,added,,,
Paracaleana ferricola,,Paracaleana ferricola,Priority 2: Poorly-known species,added,,,
Paranotis halfordii,,Paranotis halfordii,Priority 3: Poorly-known species,added,,,
Paranotis sp. Pilbara (H. Ajduk HAOP04a) PN,,,Priority 1: Poorly-known species,added,,,
Phebalium sp. Yerilgee Sandplain (J. Jackson 223),,Phebalium sp. Yerilgee Sandplain (J.Jackson 223),Priority 2: Poorly-known species,added,,,
Philotheca richardsoniana,Richardson's Philotheca,Philotheca richardsoniana,Priority 2: Poorly-known species,added,,,
Pimelea cruciata,Tarin Rock Banjine,Pimelea cruciata,Priority 1: Poorly-known species,added,,,
Portulaca sp. Kununurra (M.D. Barrett MDB 5981) PN,,,Priority 1: Poorly-known species,added,,,
Pterostylis faceta,,Pterostylis faceta,Priority 3: Poorly-known species,added,,,
Pterostylis neopolyphylla,,,Priority 2: Poorly-known species,added,,,
Pterostylis saxum,,Pterostylis saxum,Priority 2: Poorly-known species,added,,,
Pterostylis tylosa,,Pterostylis tylosa,Priority 2: Poorly-known species,added,,,
Ptilotus crinitus,,,Priority 1: Poorly-known species,added,,,
Ptilotus daphneae,,,Priority 1: Poorly-known species,added,,,
Ptilotus royceanus,,Ptilotus royceanus,Priority 1: Poorly-known species,added,,,
Ptilotus sp. Cue (P. Armstrong PA 16/362) PN,,Ptilotus sp. Cue (P.Armstrong PA 16/362),Priority 1: Poorly-known species,added,,,
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260) PN,,Ptilotus sp. Kalgoorlie (J.Jackson & B.Moyle 260),Priority 1: Poorly-known species,added,,,
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261) PN,,Ptilotus sp. Kookynie (J.Jackson & B.Moyle 261),Priority 1: Poorly-known species,added,,,
Pultenaea sp. Mt Lesueur (J.S. Beard 7827) PN,,Pultenaea sp. Mt Lesueur (J.S.Beard 7827),Priority 2: Poorly-known species,added,,,
Quoya zonalis,Pilbara Foxglove,Quoya zonalis,Endangered,added,,,
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820) PN",,"Rhodanthe sp. Yuna (G.J.Keighery, B.J.Keighery & B.Moyle 2820)",Priority 3: Poorly-known species,added,,,
Ricinocarpos digynus,Andrea's Wedding Bush,Ricinocarpos digynus,Priority 1: Poorly-known species,added,,,
Rorippa sp. Fortescue Valley (M.N. Lyons & R.A. Coppen FV 0760),,Rorippa sp. Fortescue Valley (M.N.Lyons & R.A.Coppen FV 0760),Priority 1: Poorly-known species,added,,,
Rytidosperma racemosum var. racemosum,,Rytidosperma racemosum var. racemosum,Priority 2: Poorly-known species,added,,,
Schoenus coultasii,Pilbara Annual Bog-rush,Schoenus coultasii,Priority 1: Poorly-known species,added,,,
Scholtzia bellairsiorum,,Scholtzia bellairsiorum,Priority 3: Poorly-known species,added,,,
Scholtzia brevistylis subsp. brevistylis,,Scholtzia brevistylis subsp. brevistylis,Priority 1: Poorly-known species,added,,,
Scholtzia brevistylis subsp. prowaka,,Scholtzia brevistylis subsp. prowaka,Priority 2: Poorly-known species,added,,,
Scholtzia calcicola,Tiny-flowered Scholtzia,Scholtzia calcicola,Priority 2: Poorly-known species,added,,,
Scholtzia cordata,,Scholtzia sp. Yuna (C.A.Gardner 14286),Priority 2: Poorly-known species,added,,,
Scholtzia corrugata,,Scholtzia corrugata,Priority 2: Poorly-known species,added,,,
Scholtzia halophila subsp. meridionalis,,Scholtzia halophila subsp. meridionalis,Priority 2: Poorly-known species,added,,,
Scholtzia halophila subsp. mortlockensis,,Scholtzia halophila subsp. mortlockensis,Priority 3: Poorly-known species,added,,,
Scholtzia inaequalis,,Scholtzia inaequalis,Priority 2: Poorly-known species,added,,,
Scholtzia kalbarri,,Scholtzia kalbarri,Priority 2: Poorly-known species,added,,,
Scholtzia laciniata,Ragged-leaved Scholtzia,Scholtzia laciniata,Priority 2: Poorly-known species,added,,,
Scholtzia longipedata subsp. procera,,Scholtzia longipedata subsp. procera,Priority 3: Poorly-known species,added,,,
Scholtzia multiflora,,Scholtzia multiflora,Priority 1: Poorly-known species,added,,,
Scholtzia oleosa,,Scholtzia oleosa,Priority 3: Poorly-known species,added,,,
Scholtzia peltigera,Eurardy Scholtzia,Scholtzia peltigera,Priority 1: Poorly-known species,added,,,
Scholtzia prostrata,Creeping Scholtzia,Scholtzia prostrata,Priority 3: Poorly-known species,added,,,
Scholtzia quindecim,Gunyidi Scholtzia,Scholtzia quindecim,Priority 2: Poorly-known species,added,,,
Scholtzia recurva,,Scholtzia recurva,Priority 1: Poorly-known species,added,,,
Scholtzia subsessilis,Billeranga Scholtzia,Scholtzia subsessilis,Priority 1: Poorly-known species,added,,,
Scholtzia tenuissima,Delicate Scholtzia,Scholtzia tenuissima,Priority 2: Poorly-known species,added,,,
Scholtzia thinicola,Dune Scholtzia,Scholtzia thinicola,Priority 1: Poorly-known species,added,,,
Scholtzia truncata,,Scholtzia truncata,Priority 2: Poorly-known species,added,,,
Scholtzia uniflora,,Scholtzia uniflora,Priority 2: Poorly-known species,added,,,
Scleroschoenus glabrispiculus,,Scleroschoenus glabrispiculus,Priority 3: Poorly-known species,added,,,
Scleroschoenus quadricostatus,,Scleroschoenus quadricostatus,Priority 1: Poorly-known species,added,,,
Scleroschoenus ramosus,,Scleroschoenus ramosus,Priority 3: Poorly-known species,added,,,
Sida sp. R (P. Copley 1390),,Sida sp. R (P.Copley 1390),Priority 1: Poorly-known species,added,,,
Solanum octona,,,Priority 2: Poorly-known species,added,,,
Solanum sp. W Hamersley Range (S. Colwill & B. Duncan LCR99-01) PN,,,Priority 1: Poorly-known species,added,,,
Stachystemon exilis,Slender Stachystemon,Stachystemon exilis,Priority 1: Poorly-known species,added,,,
Stackhousia muricata subsp. Perennial (W.R. Barker 3641) PN,,,Priority 3: Poorly-known species,added,,,
Stenanthemum sp. Eganu (S. Patrick 4537) PN,,,Priority 2: Poorly-known species,added,,,
Stenanthera localis,Rare Flame Heath,Stenanthera localis,Critically Endangered,added,,,
Streptoglossa sp. Cracking clays (S. van Leeuwen et al. PBS 7353) PN,,Streptoglossa sp. Cracking clays (S.van Leeuwen et al. PBS 7353),Priority 3: Poorly-known species,added,,,
Streptoglossa sp. South Coast (R.M. Hoggart 16/1113) PN,,,Priority 2: Poorly-known species,added,,,
Stylidium daphneae,,,Priority 2: Poorly-known species,added,,,
Stylidium milleri,,,Priority 2: Poorly-known species,added,,,
Stylidium perizoster,,,Priority 3: Poorly-known species,added,,,
Stylidium shepherdianum,Shepherd's Boomerang Triggerplant,Stylidium shepherdianum,Priority 2: Poorly-known species,added,,,
Styphelia allittii,,Leucopogon allittii,Priority 3: Poorly-known species,added,,,
Styphelia angustiflora,,Styphelia angustiflora,Priority 2: Poorly-known species,added,,,
Styphelia blackallii,,,Priority 2: Poorly-known species,added,,,
Styphelia blepharolepis,,Leucopogon blepharolepis,"Priority 4: Rare, Near Threatened",added,,,
Styphelia brevicuspis,,Leucopogon brevicuspis,Priority 2: Poorly-known species,added,,,
Styphelia capillaris,Horts' Styphelia,Styphelia capillaris,Critically Endangered,added,,,
Styphelia carolineae,,,Priority 2: Poorly-known species,added,,,
Styphelia caudata,,,Priority 3: Poorly-known species,added,,,
Styphelia cernua,,Styphelia cernua,Priority 2: Poorly-known species,added,,,
Styphelia chlorantha,,Styphelia chlorantha,Priority 2: Poorly-known species,added,,,
Styphelia cymbiformis,,Leucopogon cymbiformis,Priority 2: Poorly-known species,added,,,
Styphelia deserticola,,Styphelia deserticola,Priority 2: Poorly-known species,added,,,
Styphelia disjuncta,,Styphelia disjuncta,Vulnerable,added,,,
Styphelia exarata,,,Priority 1: Poorly-known species,added,,,
Styphelia graniticola,,,Priority 2: Poorly-known species,added,,,
Styphelia inopinata,,Styphelia inopinata,Priority 1: Poorly-known species,added,,,
Styphelia intricata,,,Priority 2: Poorly-known species,added,,,
Styphelia lanata,,Styphelia lanata,Extinct,added,,,
Styphelia marginata,,Styphelia marginata,Endangered,added,,,
Styphelia multiflora,,Leucopogon multiflorus,Priority 2: Poorly-known species,added,,,
Styphelia obtecta,Hidden Beard-heath,Leucopogon obtectus,Endangered,added,,,
Styphelia pogonocalyx,,Leucopogon pogonocalyx,"Priority 4: Rare, Near Threatened",added,,,
Styphelia psilopus,,Styphelia psilopus,Priority 2: Poorly-known species,added,,,
Styphelia quartzitica,,Styphelia quartzitica,Priority 2: Poorly-known species,added,,,
Styphelia rectiloba,,Styphelia rectiloba,Priority 3: Poorly-known species,added,,,
Styphelia rotundifolia,,Leucopogon rotundifolius,Priority 3: Poorly-known species,added,,,
Styphelia saxicola,,Styphelia saxicola,Priority 3: Poorly-known species,added,,,
Styphelia sp. Dumbleyung (A.J.G. Wilson 146),,Styphelia sp. Dumbleyung (A.J.G.Wilson 146),Priority 3: Poorly-known species,added,,,
Styphelia sp. Kirkalocka (A.S. George 17738) PN,,,Priority 1: Poorly-known species,added,,,
Styphelia sp. Wandoo (F. & J. Hort 2441),,Styphelia sp. Wandoo (F. & J.Hort 2441),Priority 2: Poorly-known species,added,,,
Styphelia sp. Watheroo (M. Hislop 4324) PN,,,Priority 2: Poorly-known species,added,,,
Styphelia sulcata,,Styphelia sulcata,Priority 1: Poorly-known species,added,,,
Styphelia tamminensis,,Leucopogon tamminensis,Priority 3: Poorly-known species,added,,,
Styphelia undulata,,,Priority 2: Poorly-known species,added,,,
Swainsona disjuncta,,Swainsona disjuncta,Priority 1: Poorly-known species,added,,,
Swainsona katjarra,,Swainsona katjarra,Priority 1: Poorly-known species,added,,,
Swainsona picta,,,Priority 1: Poorly-known species,added,,,
Swainsona sp. Burnerbinmah (D. Edinger et al. 38) PN,,Swainsona sp. Burnerbinmah (D.Edinger et al. 38),Priority 1: Poorly-known species,added,,,
Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200) PN,,Synaphea sp. Jilakin Flat Rocks Rd (R.Butcher et al. RB200),Priority 1: Poorly-known species,added,,,
Synostemon arenosus,,,Priority 3: Poorly-known species,added,,,
Synostemon rigidulus,,Synostemon rigidulus,Priority 3: Poorly-known species,added,,,
Tecticornia enodis,Smooth-seeded Samphire,Tecticornia enodis,Priority 1: Poorly-known species,added,,,
Tephrosia cardiophylla,Romantic Tephrosia,Tephrosia cardiophylla,Priority 1: Poorly-known species,added,,,
Tephrosia cowiei,,Tephrosia cowiei,Priority 1: Poorly-known species,added,,,
Tephrosia funicularis,,Tephrosia funicularis,Priority 3: Poorly-known species,added,,,
Tephrosia lithosperma,,Tephrosia lithosperma,Priority 1: Poorly-known species,added,,,
Tephrosia sabulosa,,,Priority 1: Poorly-known species,added,,,
Teucrium diabolicum,Devil's Germander,Teucrium diabolicum,Priority 3: Poorly-known species,added,,,
Thelymitra porphyrosticta,Curly-locks,Thelymitra spiralis,Priority 2: Poorly-known species,added,,,
Themeda sp. Panorama (J. Nelson et al. NS 102) PN,,,Priority 1: Poorly-known species,added,,,
Thomasia julietiae,Juliet's Thomasia,Thomasia julietiae,Priority 1: Poorly-known species,added,,,
Thomasia x formosa,,Thomasia x formosa,Priority 1: Poorly-known species,added,,,
Thryptomene planiflora,Goldfields Laceflower,Thryptomene planiflora,Priority 1: Poorly-known species,added,,,
Thysanotus kalbarriensis,,Thysanotus sp. Kalbarri (D. & B.Bellairs 1523 A),Priority 2: Poorly-known species,added,,,
Thysanotus sp. Ennuin (N. Gibson & M. Lyons 2665),,Thysanotus sp. Ennuin (N.Gibson & M.Lyons 2665),Priority 1: Poorly-known species,added,,,
Thysanotus sp. Mount Madden (G.F. Craig 10516),,Thysanotus sp. Mount Madden (G.F.Craig 10516),Priority 1: Poorly-known species,added,,,
Thysanotus sp. Yellowdine (A.S. George 6040),,Thysanotus sp. Yellowdine (A.S.George 6040),Priority 2: Poorly-known species,added,,,
Trachymene oleracea subsp. sedimentum,,,Priority 1: Poorly-known species,added,,,
Tricostularia davisii,Davis’ Tricostularia,Tricostularia davisii,Priority 3: Poorly-known species,added,,,
Tricostularia drummondii,Drummond’s Tricostularia,Tricostularia drummondii,Priority 3: Poorly-known species,added,,,
Tricostularia lepschii,Lepschi’s Tricostularia,Tricostularia lepschii,Priority 2: Poorly-known species,added,,,
Tricostularia sandifordiana,Sandiford’s Tricostularia,Tricostularia sandifordiana,Priority 3: Poorly-known species,added,,,
"Tricostularia sp. Mogumber (A. Harris s.n., 23/12/2015) PN",,"Tricostularia sp. Mogumber (A.Harris s.n., 23/12/2015)",Priority 2: Poorly-known species,added,,,
Tricostularia sp. Porongurup (I. Abbott 18) PN,,Tricostularia sp. Porongurup (I.Abbott 18),Priority 1: Poorly-known species,added,,,
Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114) PN,,Tricostularia sp. Two Peoples Bay (G.Wardell-Johnson GWJ 114),Priority 2: Poorly-known species,added,,,
Triodia pisoliticola,Mesa Spinifex,Triodia pisoliticola,Priority 3: Poorly-known species,added,,,
Triodia sp. Silvergrass (P.-L. de Kock BES 00808),,Triodia sp. Silvergrass (P.-L.de Kock BES 00808),Priority 1: Poorly-known species,added,,,
Triodia veniciae,Roy Hill Spinifex,Triodia veniciae,Priority 1: Poorly-known species,added,,,
Typhonium sp. Middle Creek (M.D. Barrett MDB 3246) PN,,Typhonium sp. Middle Creek (M.D.Barrett MDB 3246),Priority 1: Poorly-known species,added,,,
Utricularia baliboongarnang,,,Priority 2: Poorly-known species,added,,,
Utricularia oppositiflora,Fairy Aprons,Utricularia dichotoma,Priority 3: Poorly-known species,added,,,
Vallisneria sp. Weelarrana (M.N. Lyons & S.D. Lyons 3050),,Vallisneria sp. Weelarrana (M.N.Lyons & S.D.Lyons 3050),Priority 1: Poorly-known species,added,,,
Verticordia elizabethiae,Elizabeth's Featherflower,Verticordia elizabethiae,Priority 1: Poorly-known species,added,,,
Vincetoxicum polyanthum,Coast Tylophora,Tylophora benthamii,Priority 1: Poorly-known species,added,,,
Wurmbea sp. Muggon (T.D. Macfarlane & R. Davis TDM 3336),,Wurmbea sp. Muggon (T.D.Macfarlane & R.Davis TDM 3336),Priority 1: Poorly-known species,added,,,
Acrocephalus orientalis,Oriental Reed-warbler,Acrocephalus (Acrocephalus) orientalis,Migratory,added,,,
Anous stolidus,Common Noddy,Anous stolidus,Migratory,added,,,
Anoxypristis cuspidata,Narrow Sawfish,Anoxypristis cuspidata,Migratory,added,,,
Apus pacificus,Fork-tailed Swift,Apus (Apus) pacificus,Migratory,added,,,
Ardenna grisea,Sooty Shearwater,Ardenna grisea,Migratory,added,,,
Ardenna pacifica,Wedge-tailed Petrel,Ardenna pacifica,Migratory,added,,,
Ardenna tenuirostris,Short-tailed Shearwater,Ardenna tenuirostris,Migratory,added,,,
Arenaria interpres,Ruddy Turnstone,Arenaria interpres,Migratory,added,,,
Aspidites ramsayi (southwest subpopulation),Woma,Aspidites ramsayi,Priority 1: Poorly-known species,added,,,
Balaenoptera bonaerensis,Antarctic Minke Whale,Balaenoptera bonaerensis,Migratory,added,,,
Balaenoptera edeni,Bryde's Whale,Balaenoptera edeni,Migratory,added,,,
Bulweria bulwerii,Bulwer's Petrel,Bulweria bulwerii,Migratory,added,,,
Calidris acuminata,Sharp-tailed Sandpiper,Calidris (Erolia) acuminata,Migratory,added,,,
Calidris alba,Sanderling,Calidris (Crocethia) alba,Migratory,added,,,
Calidris melanotos,Pectoral Sandpiper,Calidris (Erolia) melanotos,Migratory,added,,,
Calidris ruficollis,Red-necked Stint,Calidris (Ereunetes) ruficollis,Migratory,added,,,
Calidris subminuta,Long-toed Stint,Calidris (Ereunetes) subminuta,Migratory,added,,,
Calonectris leucomelas,Streaked Shearwater,Calonectris leucomelas,Migratory,added,,,
Caperea marginata,Pygmy Right Whale,Caperea marginata,Migratory,added,,,
Carcharhinus falciformis,Silky Shark,Carcharhinus falciformis,Migratory,added,,,
Cecropis daurica,Red-rumped Swallow,Cecropis daurica,Migratory,added,,,
Cetorhinus maximus,Basking Shark,Cetorhinus maximus,Migratory,added,,,
Chaeropus yirratji ,Yirratji,Chaeropus yirratji,Extinct,added,,,
Charadrius bicinctus,Double-banded Plover,Charadrius (Charadrius) bicinctus,Migratory,added,,,
Charadrius dubius,Little Ringed Plover,Charadrius (Charadrius) dubius,Migratory,added,,,
Charadrius veredus,Oriental Plover,Charadrius (Eupoda) veredus,Migratory,added,,,
Chlidonias leucopterus,White-winged Tern,Chlidonias (Chlidonias) leucopterus,Migratory,added,,,
Ctenotus gemmula (Swan Coastal Plain subpopulation),Jewelled South-west Ctenotus,Ctenotus gemmula,Priority 3: Poorly-known species,added,,,
Cuculus optatus,Oriental Cuckoo,Cuculus optatus,Migratory,added,,,
Diomedea antipodensis,Antipodean Albatross,Diomedea antipodensis,Migratory,added,,,
Fregata andrewsi,Christmas Island Frigatebird,Fregata andrewsi,Migratory,added,,,
Fregata ariel,Lesser Frigatebird,Fregata ariel,Migratory,added,,,
Fregata minor,Greater Frigatebird,Fregata minor,Migratory,added,,,
Gallinago hardwickii,Japanese Snipe,Gallinago (Gallinago) hardwickii,Migratory,added,,,
Gallinago megala,Swinhoe's Snipe,Gallinago (Gallinago) megala,Migratory,added,,,
Gallinago stenura,Pin-tailed Snipe,Gallinago (Gallinago) stenura,Migratory,added,,,
Gelochelidon nilotica,Gull-billed Tern,Gelochelidon nilotica,Migratory,added,,,
Glareola maldivarum,Oriental Pratincole,Glareola (Glareola) maldivarum,Migratory,added,,,
Hirundapus caudacutus,White-throated Needletail,Hirundapus caudacutus,Migratory,added,,,
Hirundo rustica,Barn Swallow,Hirundo (Hirundo) rustica,Migratory,added,,,
Hydrobates matsudairae,Matsudaira's Storm-petrel,Hydrobates matsudairae,Migratory,added,,,
Hydrobates monorhis,Swinhoe's Storm-petrel,Hydrobates monorhis,Migratory,added,,,
Hydroprogne caspia,Caspian Tern,Hydroprogne caspia,Migratory,added,,,
Idiosoma castellum,,Idiosoma castellum,"Priority 4: Rare, Near Threatened",added,,,
Isurus oxyrinchus,Mako Shark,Isurus oxyrinchus,Migratory,added,,,
Isurus paucus,Longfin Mako,Isurus paucus,Migratory,added,,,
Ixobrychus flavicollis australis (southwest subpopulation),,Ixobrychus flavicollis australis,Priority 2: Poorly-known species,added,,,
Lagenodelphis hosei,Fraser's Dolphin,Lagenodelphis hosei,Migratory,added,,,
Lagenorhynchus obscurus,Dusky Dolphin,Lagenorhynchus obscurus,Migratory,added,,,
Lamna nasus,Mackerel Shark,Lamna nasus,Migratory,added,,,
Limicola falcinellus,Broad-billed Sandpiper,Limicola falcinellus,Migratory,added,,,
Limnodromus semipalmatus,Asian Dowitcher,Limnodromus semipalmatus,Migratory,added,,,
Limosa lapponica,Bar-tailed Godwit,Limosa lapponica,Migratory,added,,,
Limosa limosa,Black-tailed Godwit,Limosa limosa,Migratory,added,,,
Macronectes giganteus,Southern Giant-petrel,Macronectes giganteus,Migratory,added,,,
Macronectes halli,Northern Giant-petrel,Macronectes halli,Migratory,added,,,
Mobula alfredi ,Coastal Manta Ray,Mobula alfredi,Migratory,added,,,
Mobula birostris ,Giant Manta Ray,Mobula birostris,Migratory,added,,,
Mobula eregoodoo ,Pygmy Devilray,Mobula eregoodoo,Migratory,added,,,
Mobula thurstoni,Bentfin Devilray,Mobula thurstoni,Migratory,added,,,
Motacilla cinerea,Grey Wagtail,Motacilla (Calobates) cinerea,Migratory,added,,,
Motacilla flava,Yellow Wagtail,Motacilla flava,Migratory,added,,,
Ninox connivens connivens (southwest subpopulation),Barking Owl (southwest Subpop.),Ninox (Hieracoglaux) connivens connivens,Priority 3: Poorly-known species,added,,,
Numenius minutus,Little Whimbrel,Numenius (Mesoscolopax) minutus,Migratory,added,,,
Numenius phaeopus,Whimbrel,Numenius (Phaeopus) phaeopus,Migratory,added,,,
Oceanites oceanicus,Wilson's Storm Petrel,Oceanites oceanicus,Migratory,added,,,
Onychoprion anaethetus,Bridled Tern,Onychoprion anaethetus,Migratory,added,,,
Orcinus orca,Orca,Orcinus orca,Migratory,added,,,
Pandion haliaetus,Osprey,Pandion haliaetus,Migratory,added,,,
Petrogale lateralis centralis,Warru (central Australian Rock-wallaby),Petrogale lateralis centralis,Vulnerable,added,,,
Petrogale lateralis kimberleyensis,Wiliji,Petrogale lateralis kimberleyensis,Endangered,added,,,
Phaethon lepturus,White-tailed Tropicbird,Phaethon lepturus,Migratory,added,,,
Phalaropus lobatus,Red-necked Phalarope,Phalaropus lobatus,Migratory,added,,,
Phaps elegans (Abrolhos subpopulation),Brush Bronzewing,Phaps (Phaps) elegans,"Priority 4: Rare, Near Threatened",added,,,
Philomachus pugnax,Ruff (reeve),Philomachus pugnax,Migratory,added,,,
Plegadis falcinellus,Black Curlew,Plegadis falcinellus,Migratory,added,,,
Pluvialis fulva,Pacific Golden Plover,Pluvialis fulva,Migratory,added,,,
Pluvialis squatarola,Grey Plover,Pluvialis squatarola,Migratory,added,,,
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Rhinonicteris aurantia (Pilbara form),Vulnerable,added,,,
Spatula querquedula,Garganey,Spatula querquedula,Migratory,added,,,
Stenella attenuata,Pantropical Spotted Dolphin,Stenella attenuata,Migratory,added,,,
Stercorarius longicaudus,Long-tailed Skua,Stercorarius longicaudus,Migratory,added,,,
Stercorarius maccormicki,South Polar Skua,Stercorarius maccormicki,Migratory,added,,,
Stercorarius parasiticus,Arctic Skua,Stercorarius parasiticus,Migratory,added,,,
Stercorarius pomarinus,Pomarine Skua,Stercorarius pomarinus,Migratory,added,,,
Sterna dougallii,Roseate Tern,Sterna (Sterna) dougallii,Migratory,added,,,
Sterna hirundo,Common Tern,Sterna (Sterna) hirundo,Migratory,added,,,
Sterna paradisaea,Arctic Tern,Sterna (Sterna) paradisaea,Migratory,added,,,
Sterna sumatrana,Black-naped Tern,Sterna (Gygisterna) sumatrana,Migratory,added,,,
Sternula albifrons,Little Tern,Sternula albifrons,Migratory,added,,,
Sula dactylatra,Masked Gannet,Sula dactylatra,Migratory,added,,,
Sula leucogaster,Brown Booby,Sula leucogaster,Migratory,added,,,
Sula sula,Red-footed Booby,Sula sula,Migratory,added,,,
Teyl sp. (MYG693),,,Critically Endangered,added,,,
Thalasseus bergii,Crested Tern,Thalasseus bergii,Migratory,added,,,
Thinornis cucullatus,Hooded Plover,Thinornis cucullatus,"Priority 4: Rare, Near Threatened",added,,,
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum (kimberley),Trichosurus vulpecula arnhemensis,Vulnerable,added,,,
Tringa glareola,Wood Sandpiper,Tringa (Rhyacophilus) glareola,Migratory,added,,,
Tringa nebularia,Greenshank,Tringa (Glottis) nebularia,Migratory,added,,,
Tringa stagnatilis,Marsh Sandpiper,Tringa (Rhyacophilus) stagnatilis,Migratory,added,,,
Tringa totanus,Common Redshank,Tringa (Totanus) totanus,Migratory,added,,,
Tursiops aduncus,Long-beaked Bottle-nosed Dolphin,Tursiops aduncus,Migratory,added,,,
Xenus cinereus,Terek Sandpiper,Xenus cinereus,Migratory,added,,,
Leucopogon sp. Ongerup (A.S. George 16682),,,,removed,,Leucopogon sp. Ongerup (A.S.George 16682),Vulnerable
Chamelaucium sp. Gingin (N.G. Marchant 6),,,,removed,Gingin Wax,Chamelaucium sp. Gingin (N.G.Marchant 6),Vulnerable
Tetraria australiensis,,,,removed,Southern Tetraria,Tetraria australiensis,Vulnerable
Chamelaucium sp. S coastal plain (R.D.Royce 4872),,,,removed,Royce's Waxflower,Chamelaucium sp. S coastal plain (R.D.Royce 4872),Vulnerable
Petrogale lateralis subsp. (MacDonnell Ranges),,,,removed,Black-footed Rock-wallaby (macdonnell Ranges),Petrogale lateralis subsp. (MacDonnell Ranges),Vulnerable
Rhinonicteris aurantia (Pilbara),,,,removed,Orange Leaf-nosed Bat,Rhinonicteris aurantia,Vulnerable
Trichosurus vulpecula arnhemensis (Kimberley),,,,removed,Northern Brushtail Possum (kimberley),Trichosurus vulpecula arnhemensis,Vulnerable
Eucalyptus formanii,,,,removed,Formans Mallee,Eucalyptus formanii,WA Priority 4
Eucalyptus nigrifunda,,,,removed,Desert Wandoo,Eucalyptus nigrifunda,WA Priority 4
Goodenia nuda,,,,removed,,Goodenia nuda,WA Priority 4
Boronia crenulata var. angustifolia,,,,removed,,Boronia crenulata var. angustifolia,WA Priority 4
Eucalyptus erectifolia,,,,removed,Stirling Range Mallee,Eucalyptus erectifolia,WA Priority 4
Leucopogon pogonocalyx,,,,removed,,Leucopogon pogonocalyx,WA Priority 4
Asplenium obtusatum subsp. northlandicum,,,,removed,Shore Spleenwort,Asplenium obtusatum subsp. northlandicum,WA Priority 4
Banksia densa var. parva,,,,removed,,Banksia densa var. parva,WA Priority 4
Leucopogon blepharolepis,,,,removed,,Leucopogon blepharolepis,WA Priority 4
Boronia tenuis,,,,removed,Blue Boronia,Boronia tenuis,WA Priority 4
Hibbertia montana,,,,removed,,Hibbertia montana,WA Priority 4
Verreauxia verreauxii,,,,removed,Spindly Verreauxia,Verreauxia verreauxii,WA Priority 4
Chamelaucium sp. Yoongarillup (G.J. Keighery 3635),,,,removed,,Chamelaucium sp. Yoongarillup (G.J.Keighery 3635),WA Priority 4
Calamphoreus inflatus,,,,removed,,Calamphoreus inflatus,WA Priority 4
Diocirea acutifolia,,,,removed,,Diocirea acutifolia,WA Priority 3
Eremophila annosocaulis,,,,removed,,Eremophila annosocaulis,WA Priority 3
Gunniopsis propinqua,,,,removed,,Gunniopsis propinqua,WA Priority 3
Leucopogon sp. Kambalda (J. Williams s.n. PERTH 07305028),,,,removed,,Leucopogon sp. Kambalda (J.Williams s.n. PERTH 07305028),WA Priority 3
Phyllanthus baeckeoides,,,,removed,,Phyllanthus baeckeoides,WA Priority 3
Phyllanthus fuernrohrii,,,,removed,Sand Spurge,Phyllanthus fuernrohrii,WA Priority 3
Eremophila platycalyx subsp. Yalgoo (A. Markey & S. Dillon 3337),,,,removed,,Eremophila platycalyx subsp. Yalgoo (A.Markey & S.Dillon 3337),WA Priority 3
Austrostipa blackii,,,,removed,Crested Spear-grass,Austrostipa blackii,WA Priority 3
Sauropus arenosus,,,,removed,,Sauropus arenosus,WA Priority 3
Diocirea microphylla,,,,removed,,Diocirea microphylla,WA Priority 3
Baeckea sp. Tammin (R. Coveny 8319 & B. Habberley),,,,removed,,Baeckea sp. Tammin (R.Coveny 8319 & B.Habberley),WA Priority 3
