id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,status,sourceStatus
4391488,Acacia aphylla,Leafless Rock Wattle,Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr2201,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'VU'}]",Vulnerable,VU
4391963,Acacia aprica,Blunt Wattle,Acacia aprica,https://id.biodiversity.org.au/node/apni/2903843,dr2201,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'CR'}]",Critically Endangered,CR
4393653,Acacia arcuatilis,,Acacia arcuatilis,https://id.biodiversity.org.au/node/apni/2918828,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4391244,Acacia argutifolia,East Barrens Wattle,Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr2201,"[{'key': 'status', 'value': 'Priority 4: Rare, Near Threatened'}, {'key': 'sourceStatus', 'value': 'P4'}]","Priority 4: Rare, Near Threatened",P4
4390572,Acacia aristulata,Watheroo Wattle,Acacia aristulata,https://id.biodiversity.org.au/node/apni/2909621,dr2201,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'EN'}]",Endangered,EN
4391011,Acacia ascendens,,Acacia ascendens,https://id.biodiversity.org.au/node/apni/2921287,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4391215,Acacia asepala,,Acacia asepala,https://id.biodiversity.org.au/node/apni/2919343,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4393597,Acacia ataxiphylla subsp. ataxiphylla,,Acacia ataxiphylla subsp. ataxiphylla,https://id.biodiversity.org.au/node/apni/2903075,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4392908,Acacia ataxiphylla subsp. magna,,Acacia ataxiphylla subsp. magna,https://id.biodiversity.org.au/node/apni/2905184,dr2201,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'EN'}]",Endangered,EN
4392850,Acacia atopa,,Acacia atopa,https://id.biodiversity.org.au/node/apni/2888269,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4391082,Acacia auratiflora,Orange-flowered Wattle,Acacia auratiflora,https://id.biodiversity.org.au/node/apni/2913715,dr2201,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'VU'}]",Vulnerable,VU
4394071,Acacia auricoma,Alumaru,Acacia auricoma,https://id.biodiversity.org.au/node/apni/2893463,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4390859,Acacia auripila,Rudall River Myall,Acacia auripila,https://id.biodiversity.org.au/node/apni/2904963,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4390902,Acacia awestoniana,Stirling Range Wattle,Acacia awestoniana,https://id.biodiversity.org.au/node/apni/2920288,dr2201,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'CR'}]",Critically Endangered,CR
4390798,Acacia barrettiorum,Barrett's Wattle,Acacia barrettiorum,https://id.biodiversity.org.au/node/apni/2917300,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4391457,Acacia bartlei,Bartle's Wattle,Acacia bartlei,https://id.biodiversity.org.au/node/apni/2895538,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4394847,Acacia benthamii,,Acacia benthamii,https://id.biodiversity.org.au/node/apni/2893199,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4392682,Acacia besleyi,Bes' Wattle,Acacia besleyi,https://id.biodiversity.org.au/taxon/apni/51285827,dr2201,"[{'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}]",Priority 1: Poorly-known species,P1
4392673,Acacia bifaria,,Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4392911,Acacia botrydion,,Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr2201,"[{'key': 'status', 'value': 'Priority 4: Rare, Near Threatened'}, {'key': 'sourceStatus', 'value': 'P4'}]","Priority 4: Rare, Near Threatened",P4
4391906,Acacia brachyphylla var. recurvata,,Acacia brachyphylla var. recurvata,https://id.biodiversity.org.au/node/apni/2919923,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4394420,Acacia brachypoda,Western Wheatbelt Wattle,Acacia brachypoda,https://id.biodiversity.org.au/node/apni/2920010,dr2201,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'VU'}]",Vulnerable,VU
4394738,Acacia bromilowiana,Bromilow's Wattle,Acacia bromilowiana,https://id.biodiversity.org.au/node/apni/2918705,dr2201,"[{'key': 'status', 'value': 'Priority 4: Rare, Near Threatened'}, {'key': 'sourceStatus', 'value': 'P4'}]","Priority 4: Rare, Near Threatened",P4
4391709,Acacia browniana var. glaucescens,,Acacia browniana var. glaucescens,https://id.biodiversity.org.au/node/apni/2898297,dr2201,"[{'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}]",Priority 2: Poorly-known species,P2
4393161,Acacia burrowsiana,,Acacia burrowsiana,https://id.biodiversity.org.au/node/apni/2901254,dr2201,"[{'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}]",Priority 3: Poorly-known species,P3
4390819,Acacia caesariata,,Acacia caesariata,https://id.biodiversity.org.au/node/apni/2908040,dr2201,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'VU'}]",Vulnerable,VU
4392680,Acacia calcicola,Myall-gidgee,Acacia calcicola,https://id.biodiversity.org.au/node/apni/2889507,dr2201,"[{'key': 'status', 'value': 'Priority 4: Rare, Near Threatened'}, {'key': 'sourceStatus', 'value': 'P4'}]","Priority 4: Rare, Near Threatened",P4
