"Supplied Name","guid","scientificName","family","kingdom","vernacular name","guid","family","status","sourceStatus","Supplied  Name"
"Eucalyptus rubida subsp. barbigerorum","https://id.biodiversity.org.au/node/apni/2892962","Eucalyptus rubida subsp. barbigerorum","Myrtaceae",,"Blackbutt Candlebark","<a href=""https://id.biodiversity.org.au/node/apni/2892962"">https://id.biodiversity.org.au/node/apni/2892962</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus rubida subsp. barbigerorum"
"Dermochelys coriacea","urn:lsid:biodiversity.org.au:afd.taxon:9b31383c-4745-4b8f-a3bd-8b9e91619e47","Dermochelys coriacea","Dermochelyidae",,"Leatherback Turtle","urn:lsid:biodiversity.org.au:afd.taxon:9b31383c-4745-4b8f-a3bd-8b9e91619e47","Dermochelyidae","Endangered","Endangered","Dermochelys coriacea"
"Angiopteris evecta","https://id.biodiversity.org.au/taxon/apni/51299822","Angiopteris evecta","Marattiaceae",,"Giant Fern","<a href=""https://id.biodiversity.org.au/taxon/apni/51299822"">https://id.biodiversity.org.au/taxon/apni/51299822</a>","Marattiaceae","Endangered","Endangered","Angiopteris evecta"
"Climacteris (Climacteris) picumnus victoriae","urn:lsid:biodiversity.org.au:afd.taxon:36862b09-015e-4056-8b2d-69fa4be59d00","Climacteris (Climacteris) picumnus victoriae","Climacteridae",,"Brown Treecreeper (eastern subspecies)","urn:lsid:biodiversity.org.au:afd.taxon:36862b09-015e-4056-8b2d-69fa4be59d00","Climacteridae","Vulnerable","Vulnerable","Climacteris picumnus victoriae"
"Cynanchum elegans","https://id.biodiversity.org.au/node/apni/2920293","Cynanchum elegans","Apocynaceae",,"White-flowered Wax Plant","<a href=""https://id.biodiversity.org.au/node/apni/2920293"">https://id.biodiversity.org.au/node/apni/2920293</a>","Apocynaceae","Endangered","Endangered","Cynanchum elegans"
"Psilotum complanatum","https://id.biodiversity.org.au/node/apni/2914286","Psilotum complanatum","Psilotaceae",,"Flat Fork Fern","<a href=""https://id.biodiversity.org.au/node/apni/2914286"">https://id.biodiversity.org.au/node/apni/2914286</a>","Psilotaceae","Endangered","Endangered","Psilotum complanatum"
"Pimelea spicata","https://id.biodiversity.org.au/node/apni/2900893","Pimelea spicata","Thymelaeaceae",,"Spiked Rice-flower","<a href=""https://id.biodiversity.org.au/node/apni/2900893"">https://id.biodiversity.org.au/node/apni/2900893</a>","Thymelaeaceae","Endangered","Endangered","Pimelea spicata"
"Zieria lasiocaulis","https://id.biodiversity.org.au/node/apni/2891614","Zieria lasiocaulis","Rutaceae",,"Willi Willi Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2891614"">https://id.biodiversity.org.au/node/apni/2891614</a>","Rutaceae","Endangered","Endangered","Zieria lasiocaulis"
"Melichrus hirsutus MS","https://id.biodiversity.org.au/name/apni/154681","Melichrus hirsutus MS","Ericaceae",,"Hairy Melichrus","<a href=""https://id.biodiversity.org.au/name/apni/154681"">https://id.biodiversity.org.au/name/apni/154681</a>","Ericaceae","Endangered","Endangered","Melichrus hirsutus"
"Leucopogon fletcheri subsp. fletcheri","https://id.biodiversity.org.au/node/apni/2913599","Leucopogon fletcheri subsp. fletcheri","Ericaceae",,"Leucopogon fletcheri subsp. fletcheri","<a href=""https://id.biodiversity.org.au/node/apni/2913599"">https://id.biodiversity.org.au/node/apni/2913599</a>","Ericaceae","Endangered","Endangered","Leucopogon fletcheri subsp. fletcheri"
"Litoria castanea","urn:lsid:biodiversity.org.au:afd.taxon:f7f3e07f-f9b0-4a79-a897-e88f7a8f33a2","Litoria castanea","Hylidae",,"Yellow-spotted Tree Frog","urn:lsid:biodiversity.org.au:afd.taxon:f7f3e07f-f9b0-4a79-a897-e88f7a8f33a2","Hylidae","Critically Endangered","Critically Endangered","Litoria castanea"
"Eucalyptus sturgissiana","https://id.biodiversity.org.au/node/apni/2900460","Eucalyptus sturgissiana","Myrtaceae",,"Ettrema Mallee","<a href=""https://id.biodiversity.org.au/node/apni/2900460"">https://id.biodiversity.org.au/node/apni/2900460</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus sturgissiana"
"Leionema lamprophyllum subsp. fractum","https://id.biodiversity.org.au/taxon/apni/51294041","Leionema lamprophyllum subsp. fractum","Rutaceae",,"Leionema lamprophyllum subsp. obovatum population in the Hunter Catchment","<a href=""https://id.biodiversity.org.au/taxon/apni/51294041"">https://id.biodiversity.org.au/taxon/apni/51294041</a>","Rutaceae","Critically Endangered","Critically Endangered","Leionema lamprophyllum subsp. fractum"
"Notomys longicaudatus","urn:lsid:biodiversity.org.au:afd.taxon:b90c3bf4-a12a-4123-9ae6-d798cb716380","Notomys longicaudatus","Muridae",,"Long-tailed Hopping-mouse","urn:lsid:biodiversity.org.au:afd.taxon:b90c3bf4-a12a-4123-9ae6-d798cb716380","Muridae","Presumed Extinct","Presumed Extinct","Notomys longicaudatus"
"Notamacropus dorsalis","urn:lsid:biodiversity.org.au:afd.taxon:7ac48b20-fc54-4e5c-a05d-29f6122d4f49","Notamacropus dorsalis","Macropodidae",,"Black-striped Wallaby","urn:lsid:biodiversity.org.au:afd.taxon:7ac48b20-fc54-4e5c-a05d-29f6122d4f49","Macropodidae","Endangered","Endangered","Macropus dorsalis"
"Philotheca obovatifolia","https://id.biodiversity.org.au/node/apni/2890238","Philotheca obovatifolia","Rutaceae",,"Philotheca obovatifolia","<a href=""https://id.biodiversity.org.au/node/apni/2890238"">https://id.biodiversity.org.au/node/apni/2890238</a>","Rutaceae","Endangered","Endangered","Philotheca obovatifolia"
"Grevillea ilicifolia subsp. ilicifolia","https://id.biodiversity.org.au/node/apni/2917772","Grevillea ilicifolia subsp. ilicifolia","Proteaceae",,"Holly-leaf Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2917772"">https://id.biodiversity.org.au/node/apni/2917772</a>","Proteaceae","Critically Endangered","Critically Endangered","Grevillea ilicifolia subsp. ilicifolia"
"Acacia terminalis subsp. terminalis MS","https://id.biodiversity.org.au/name/apni/140818","Acacia terminalis subsp. terminalis MS","Fabaceae",,"Sunshine Wattle","<a href=""https://id.biodiversity.org.au/name/apni/140818"">https://id.biodiversity.org.au/name/apni/140818</a>","Fabaceae","Endangered","Endangered","Acacia terminalis subsp. terminalis"
"Atriplex acutiloba","https://id.biodiversity.org.au/node/apni/2894354","Atriplex acutiloba","Chenopodiaceae",,"Atriplex acutiloba","<a href=""https://id.biodiversity.org.au/node/apni/2894354"">https://id.biodiversity.org.au/node/apni/2894354</a>","Chenopodiaceae","Presumed Extinct","Presumed Extinct","Atriplex acutiloba"
"Caladenia attenuata","https://id.biodiversity.org.au/name/apni/175383","Caladenia attenuata","Orchidaceae",,"Duramana Fingers","<a href=""https://id.biodiversity.org.au/name/apni/175383"">https://id.biodiversity.org.au/name/apni/175383</a>","Orchidaceae","Critically Endangered","Critically Endangered","Caladenia attenuata"
"Prostanthera junonis","https://id.biodiversity.org.au/node/apni/2920238","Prostanthera junonis","Lamiaceae",,"Somersby Mintbush","<a href=""https://id.biodiversity.org.au/node/apni/2920238"">https://id.biodiversity.org.au/node/apni/2920238</a>","Lamiaceae","Endangered","Endangered","Prostanthera junonis"
"Leipoa ocellata","urn:lsid:biodiversity.org.au:afd.taxon:75e63252-bc20-4a58-9c5c-9399de34f846","Leipoa ocellata","Megapodiidae",,"Malleefowl","urn:lsid:biodiversity.org.au:afd.taxon:75e63252-bc20-4a58-9c5c-9399de34f846","Megapodiidae","Endangered","Endangered","Leipoa ocellata"
"Epacris gnidioides","https://id.biodiversity.org.au/taxon/apni/51283918","Epacris gnidioides","Ericaceae",,"Budawangs Cliff-heath","<a href=""https://id.biodiversity.org.au/taxon/apni/51283918"">https://id.biodiversity.org.au/taxon/apni/51283918</a>","Ericaceae","Vulnerable","Vulnerable","Budawangia gnidioides"
"Boronia deanei","https://id.biodiversity.org.au/node/apni/2909142","Boronia deanei","Rutaceae",,"Deane's Boronia","<a href=""https://id.biodiversity.org.au/node/apni/2909142"">https://id.biodiversity.org.au/node/apni/2909142</a>","Rutaceae","Vulnerable","Vulnerable","Boronia deanei"
"Grevillea obtusiflora","https://id.biodiversity.org.au/node/apni/2895996","Grevillea obtusiflora","Proteaceae",,"Grevillea obtusiflora","<a href=""https://id.biodiversity.org.au/node/apni/2895996"">https://id.biodiversity.org.au/node/apni/2895996</a>","Proteaceae","Endangered","Endangered","Grevillea obtusiflora"
"Pseudophryne pengilleyi","urn:lsid:biodiversity.org.au:afd.taxon:cc5315bf-6682-44d9-809c-139afaddf7c8","Pseudophryne pengilleyi","Myobatrachidae",,"Northern Corroboree Frog","urn:lsid:biodiversity.org.au:afd.taxon:cc5315bf-6682-44d9-809c-139afaddf7c8","Myobatrachidae","Critically Endangered","Critically Endangered","Pseudophryne pengilleyi"
"Hibbertia puberula","https://id.biodiversity.org.au/node/apni/2900262","Hibbertia puberula","Dilleniaceae",,"Hibbertia puberula","<a href=""https://id.biodiversity.org.au/node/apni/2900262"">https://id.biodiversity.org.au/node/apni/2900262</a>","Dilleniaceae","Endangered","Endangered","Hibbertia puberula"
"Christinus guentheri","urn:lsid:biodiversity.org.au:afd.taxon:2cb62859-d9bb-49b5-9eee-cb64bb6bf1cb","Christinus guentheri","Gekkonidae",,"Lord Howe Island Southern Gecko","urn:lsid:biodiversity.org.au:afd.taxon:2cb62859-d9bb-49b5-9eee-cb64bb6bf1cb","Gekkonidae","Vulnerable","Vulnerable","Christinus guentheri"
"Demansia rimicola","urn:lsid:biodiversity.org.au:afd.taxon:9560bd02-6cb1-43ae-ba7e-86d1e65fff83","Demansia rimicola","Elapidae",,"a whip snake","urn:lsid:biodiversity.org.au:afd.taxon:9560bd02-6cb1-43ae-ba7e-86d1e65fff83","Elapidae","Vulnerable","Vulnerable","Demansia rimicola"
"Pseudomys bolami","urn:lsid:biodiversity.org.au:afd.taxon:ccccd4f1-9f52-4b9b-84e0-3ae1713b593d","Pseudomys bolami","Muridae",,"Bolam's Mouse","urn:lsid:biodiversity.org.au:afd.taxon:ccccd4f1-9f52-4b9b-84e0-3ae1713b593d","Muridae","Endangered","Endangered","Pseudomys bolami"
"Zieria formosa","https://id.biodiversity.org.au/node/apni/2911487","Zieria formosa","Rutaceae",,"Shapely Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2911487"">https://id.biodiversity.org.au/node/apni/2911487</a>","Rutaceae","Critically Endangered","Critically Endangered","Zieria formosa"
"Persoonia mollis subsp. maxima","https://id.biodiversity.org.au/node/apni/2893909","Persoonia mollis subsp. maxima","Proteaceae",,"Persoonia mollis subsp. maxima","<a href=""https://id.biodiversity.org.au/node/apni/2893909"">https://id.biodiversity.org.au/node/apni/2893909</a>","Proteaceae","Endangered","Endangered","Persoonia mollis subsp. maxima"
"Samadera sp. Moonee Creek (J.King s.n. Nov. 1949)","https://id.biodiversity.org.au/node/apni/2907911","Samadera sp. Moonee Creek (J.King s.n. Nov. 1949)","Simaroubaceae",,"Moonee Quassia","<a href=""https://id.biodiversity.org.au/node/apni/2907911"">https://id.biodiversity.org.au/node/apni/2907911</a>","Simaroubaceae","Endangered","Endangered","Quassia sp. Moonee Creek"
"Lindsaea fraseri","https://id.biodiversity.org.au/node/apni/2906676","Lindsaea fraseri","Lindsaeaceae",,"Fraser's Screw Fern","<a href=""https://id.biodiversity.org.au/node/apni/2906676"">https://id.biodiversity.org.au/node/apni/2906676</a>","Lindsaeaceae","Endangered","Endangered","Lindsaea fraseri"
"Allocasuarina defungens","https://id.biodiversity.org.au/node/apni/2895060","Allocasuarina defungens","Casuarinaceae",,"Dwarf Heath Casuarina","<a href=""https://id.biodiversity.org.au/node/apni/2895060"">https://id.biodiversity.org.au/node/apni/2895060</a>","Casuarinaceae","Endangered","Endangered","Allocasuarina defungens"
"Eucalyptus corticosa","https://id.biodiversity.org.au/node/apni/2895466","Eucalyptus corticosa","Myrtaceae",,"Creswick Apple Box","<a href=""https://id.biodiversity.org.au/node/apni/2895466"">https://id.biodiversity.org.au/node/apni/2895466</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus corticosa"
"Grevillea mollis","https://id.biodiversity.org.au/node/apni/2890447","Grevillea mollis","Proteaceae",,"Soft Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2890447"">https://id.biodiversity.org.au/node/apni/2890447</a>","Proteaceae","Endangered","Endangered","Grevillea mollis"
"Arthraxon hispidus","https://id.biodiversity.org.au/node/apni/2902385","Arthraxon hispidus","Poaceae",,"Hairy Jointgrass","<a href=""https://id.biodiversity.org.au/node/apni/2902385"">https://id.biodiversity.org.au/node/apni/2902385</a>","Poaceae","Vulnerable","Vulnerable","Arthraxon hispidus"
"Petalura gigantea","urn:lsid:biodiversity.org.au:afd.taxon:e6b984a4-e9ab-4c5b-8706-9d291bbfd76a","Petalura gigantea","Petaluridae",,"Giant Dragonfly","urn:lsid:biodiversity.org.au:afd.taxon:e6b984a4-e9ab-4c5b-8706-9d291bbfd76a","Petaluridae","Endangered","Endangered","Petalura gigantea"
"Callistemon purpurascens","https://id.biodiversity.org.au/taxon/apni/51288952","Callistemon purpurascens","Myrtaceae",,"Callistemon purpurascens","<a href=""https://id.biodiversity.org.au/taxon/apni/51288952"">https://id.biodiversity.org.au/taxon/apni/51288952</a>","Myrtaceae","Critically Endangered","Critically Endangered","Callistemon purpurascens"
"Oberonia complanata","https://id.biodiversity.org.au/name/apni/84629","Oberonia complanata","Orchidaceae",,"Yellow-flowered King of the Fairies","<a href=""https://id.biodiversity.org.au/name/apni/84629"">https://id.biodiversity.org.au/name/apni/84629</a>","Orchidaceae","Endangered","Endangered","Oberonia complanata"
"Setirostris eleryi","urn:lsid:biodiversity.org.au:afd.taxon:ed88a997-097d-4bff-a79e-36870dc0b896","Setirostris eleryi","Molossidae",,"Bristle-faced free-tailed bat, Hairy-nosed Freetail Bat","urn:lsid:biodiversity.org.au:afd.taxon:ed88a997-097d-4bff-a79e-36870dc0b896","Molossidae","Endangered","Endangered","Mormopterus eleryi"
"Cyclopsitta diophthalma coxeni","urn:lsid:biodiversity.org.au:afd.taxon:af726a03-020b-41f8-941b-b15a5141ec52","Cyclopsitta diophthalma coxeni","Psittacidae",,"Coxen's Fig-Parrot","urn:lsid:biodiversity.org.au:afd.taxon:af726a03-020b-41f8-941b-b15a5141ec52","Psittacidae","Critically Endangered","Critically Endangered","Cyclopsitta diophthalma coxeni"
"Zieria baeuerlenii","https://id.biodiversity.org.au/node/apni/2898536","Zieria baeuerlenii","Rutaceae",,"Bomaderry Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2898536"">https://id.biodiversity.org.au/node/apni/2898536</a>","Rutaceae","Endangered","Endangered","Zieria baeuerlenii"
"Grevillea caleyi","https://id.biodiversity.org.au/node/apni/2912335","Grevillea caleyi","Proteaceae",,"Caley's Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2912335"">https://id.biodiversity.org.au/node/apni/2912335</a>","Proteaceae","Critically Endangered","Critically Endangered","Grevillea caleyi"
"Capparis loranthifolia var. loranthifolia","https://id.biodiversity.org.au/node/apni/2899552","Capparis loranthifolia var. loranthifolia","Capparaceae",,"Narrow-leafed Bumble","<a href=""https://id.biodiversity.org.au/node/apni/2899552"">https://id.biodiversity.org.au/node/apni/2899552</a>","Capparaceae","Endangered","Endangered","Capparis loranthifolia var. loranthifolia"
"Astrotricha roddii","https://id.biodiversity.org.au/node/apni/2892627","Astrotricha roddii","Araliaceae",,"Rodd's Star Hair","<a href=""https://id.biodiversity.org.au/node/apni/2892627"">https://id.biodiversity.org.au/node/apni/2892627</a>","Araliaceae","Endangered","Endangered","Astrotricha roddii"
"Petrogale penicillata","urn:lsid:biodiversity.org.au:afd.taxon:7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38","Petrogale penicillata","Macropodidae",,"Brush-tailed Rock-wallaby","urn:lsid:biodiversity.org.au:afd.taxon:7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38","Macropodidae","Endangered","Endangered","Petrogale penicillata"
"Blumea lacera","https://id.biodiversity.org.au/taxon/apni/51267632","Blumea lacera","Asteraceae",,"Blumea lacera","<a href=""https://id.biodiversity.org.au/taxon/apni/51267632"">https://id.biodiversity.org.au/taxon/apni/51267632</a>","Asteraceae","Presumed Extinct","Presumed Extinct","Blumea lacera"
"Goodenia occidentalis","https://id.biodiversity.org.au/node/apni/2915615","Goodenia occidentalis","Goodeniaceae",,"Western Goodenia","<a href=""https://id.biodiversity.org.au/node/apni/2915615"">https://id.biodiversity.org.au/node/apni/2915615</a>","Goodeniaceae","Endangered","Endangered","Goodenia occidentalis"
"Pomaderris queenslandica","https://id.biodiversity.org.au/node/apni/2905791","Pomaderris queenslandica","Rhamnaceae",,"Scant Pomaderris","<a href=""https://id.biodiversity.org.au/node/apni/2905791"">https://id.biodiversity.org.au/node/apni/2905791</a>","Rhamnaceae","Endangered","Endangered","Pomaderris queenslandica"
"Amaurornis moluccana","urn:lsid:biodiversity.org.au:afd.taxon:41f02845-2b4a-4669-9376-7ce09f71490f","Amaurornis moluccana","Rallidae",,"Pale-vented Bush-hen","urn:lsid:biodiversity.org.au:afd.taxon:41f02845-2b4a-4669-9376-7ce09f71490f","Rallidae","Vulnerable","Vulnerable","Amaurornis moluccana"
"Ozothamnus vagans","https://id.biodiversity.org.au/node/apni/2918692","Ozothamnus vagans","Asteraceae",,"Wollumbin Dogwood","<a href=""https://id.biodiversity.org.au/node/apni/2918692"">https://id.biodiversity.org.au/node/apni/2918692</a>","Asteraceae","Endangered","Endangered","Ozothamnus vagans"
"Pterostylis sp. Botany Bay","ALA_Pterostylis_sp_Botany_Bay","Pterostylis sp. Botany Bay",,,"Botany Bay Bearded Orchid","ALA_Pterostylis_sp_Botany_Bay",,"Endangered","Endangered","Pterostylis sp. Botany Bay"
"Phebalium glandulosum subsp. eglandulosum","https://id.biodiversity.org.au/node/apni/2902487","Phebalium glandulosum subsp. eglandulosum","Rutaceae",,"Rusty Desert Phebalium","<a href=""https://id.biodiversity.org.au/node/apni/2902487"">https://id.biodiversity.org.au/node/apni/2902487</a>","Rutaceae","Endangered","Endangered","Phebalium glandulosum subsp. eglandulosum"
"Litoria aurea","urn:lsid:biodiversity.org.au:afd.taxon:392d40f7-5859-4aea-9c06-3f6aa8955ab4","Litoria aurea","Hylidae",,"Green and Golden Bell Frog","urn:lsid:biodiversity.org.au:afd.taxon:392d40f7-5859-4aea-9c06-3f6aa8955ab4","Hylidae","Endangered","Endangered","Litoria aurea"
"Eucalyptus approximans","https://id.biodiversity.org.au/node/apni/2897496","Eucalyptus approximans","Myrtaceae",,"Barren Mountain Mallee","<a href=""https://id.biodiversity.org.au/node/apni/2897496"">https://id.biodiversity.org.au/node/apni/2897496</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus approximans"
"Boronia ruppii","https://id.biodiversity.org.au/node/apni/2920344","Boronia ruppii","Rutaceae",,"Rupp's Boronia","<a href=""https://id.biodiversity.org.au/node/apni/2920344"">https://id.biodiversity.org.au/node/apni/2920344</a>","Rutaceae","Endangered","Endangered","Boronia ruppii"
"Philoria richmondensis","urn:lsid:biodiversity.org.au:afd.taxon:df58b980-3068-4491-81d5-74a6512047cf","Philoria richmondensis","Limnodynastidae",,"Philoria richmondensis","urn:lsid:biodiversity.org.au:afd.taxon:df58b980-3068-4491-81d5-74a6512047cf","Limnodynastidae","Endangered","Endangered","Philoria richmondensis"
