id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,class,order,family,vernacular name,taxonID,genus,species,sourceStatus,taxonRemarks,bdbsaCreatedDate,bdbsaModifiedDate,scientificNameAuthorship,status,npwActStatusComments,epbcStatus,epbcActStatusComments,subspeciesAuthor,majorGroup,subSpecies
4032350,Dromaius novaehollandiae baudinianus,Kangaroo Island Emu,Dromaius novaehollandiae baudinianus,ALA_DR653_96,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'CASUARIIFORMES'}, {'key': 'family', 'value': 'CASUARIIDAE'}, {'key': 'vernacular name', 'value': 'Kangaroo Island Emu'}, {'key': 'taxonID', 'value': 'Q08004'}, {'key': 'genus', 'value': 'Dromaius'}, {'key': 'species', 'value': 'novaehollandiae baudinianus'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'npwActStatusComments', 'value': 'Extinct subspecies'}, {'key': 'epbcStatus', 'value': 'EX'}, {'key': 'taxonRemarks', 'value': 'Worthy et al. (2014) found no significant qualitative skeletal differences between baudinianus and novaehollandiae, and considered the former to be better regarded as an island dwarf subspecies of the latter. This was supported by the study of Thomson et'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2019-10-22 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Latham, 1790)'}, {'key': 'subspeciesAuthor', 'value': 'S.A. Parker, 1984'}, {'key': 'status', 'value': 'Endangered'}]",AVES,CASUARIIFORMES,CASUARIIDAE,Kangaroo Island Emu,Q08004,Dromaius,novaehollandiae baudinianus,E,"Worthy et al. (2014) found no significant qualitative skeletal differences between baudinianus and novaehollandiae, and considered the former to be better regarded as an island dwarf subspecies of the latter. This was supported by the study of Thomson et",1990-03-01 00:00:00,2019-10-22 00:00:00,"(Latham, 1790)",Endangered,Extinct subspecies,EX,,"S.A. Parker, 1984",,
4031698,Anseranas semipalmata,Magpie Goose,Anseranas semipalmata,https://biodiversity.org.au/afd/taxa/8303d47d-200c-463a-aca0-a087260b00c1,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANSERANATIDAE'}, {'key': 'vernacular name', 'value': 'Magpie Goose'}, {'key': 'taxonID', 'value': 'Z00199'}, {'key': 'genus', 'value': 'Anseranas'}, {'key': 'species', 'value': 'semipalmata'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'taxonRemarks', 'value': 'Current population at Bool Lagoon re-introduced from the Northern Territory.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2002-11-01 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Latham, 1798)'}, {'key': 'status', 'value': 'Endangered'}]",AVES,ANSERIFORMES,ANSERANATIDAE,Magpie Goose,Z00199,Anseranas,semipalmata,E,Current population at Bool Lagoon re-introduced from the Northern Territory.,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Latham, 1798)",Endangered,,,,,,
4032403,Biziura lobata menziesi,Eastern Musk Duck,Biziura lobata menziesi,https://biodiversity.org.au/afd/taxa/3a8a556b-2dec-449e-bf36-2a170d8327fc,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANATIDAE'}, {'key': 'vernacular name', 'value': 'Musk Duck'}, {'key': 'taxonID', 'value': 'Q21136'}, {'key': 'genus', 'value': 'Biziura'}, {'key': 'species', 'value': 'lobata menziesi'}, {'key': 'sourceStatus', 'value': 'R'}, {'key': 'taxonRemarks', 'value': 'Only one subspecies in SA.'}, {'key': 'bdbsaCreatedDate', 'value': '2019-10-22 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Shaw, 1796)'}, {'key': 'subspeciesAuthor', 'value': 'Mathews, 1914'}, {'key': 'status', 'value': 'Rare'}]",AVES,ANSERIFORMES,ANATIDAE,Musk Duck,Q21136,Biziura,lobata menziesi,R,Only one subspecies in SA.,2019-10-22 00:00:00,,"(Shaw, 1796)",Rare,,,,"Mathews, 1914",,
4032591,Cereopsis novaehollandiae novaehollandiae,Cape Barren Goose,Cereopsis novaehollandiae novaehollandiae,https://biodiversity.org.au/afd/taxa/f760c111-811c-4485-92f4-224c40499ba4,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANATIDAE'}, {'key': 'vernacular name', 'value': 'Cape Barren Goose'}, {'key': 'taxonID', 'value': 'M00198'}, {'key': 'genus', 'value': 'Cereopsis'}, {'key': 'species', 'value': 'novaehollandiae novaehollandiae'}, {'key': 'sourceStatus', 'value': 'R'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2017-08-08 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Latham, 1801'}, {'key': 'subspeciesAuthor', 'value': 'Latham, 1801'}, {'key': 'status', 'value': 'Rare'}]",AVES,ANSERIFORMES,ANATIDAE,Cape Barren Goose,M00198,Cereopsis,novaehollandiae novaehollandiae,R,,1990-03-01 00:00:00,2017-08-08 00:00:00,"Latham, 1801",Rare,,,,"Latham, 1801",,
4031854,Oxyura australis,Blue-billed Duck,Oxyura australis,https://biodiversity.org.au/afd/taxa/32f9229c-89e9-4dbe-991b-d4b1c2cfbe97,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANATIDAE'}, {'key': 'vernacular name', 'value': 'Blue-billed Duck'}, {'key': 'taxonID', 'value': 'Y00216'}, {'key': 'genus', 'value': 'Oxyura'}, {'key': 'species', 'value': 'australis'}, {'key': 'sourceStatus', 'value': 'R'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2002-11-01 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Gould, 1837'}, {'key': 'status', 'value': 'Rare'}]",AVES,ANSERIFORMES,ANATIDAE,Blue-billed Duck,Y00216,Oxyura,australis,R,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1837",Rare,,,,,,
4032662,Spatula rhynchotis,Australasian Shoveler,Spatula rhynchotis,ALA_DR653_101,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANATIDAE'}, {'key': 'vernacular name', 'value': 'Australasian Shoveler'}, {'key': 'taxonID', 'value': 'M04182'}, {'key': 'genus', 'value': 'Spatula'}, {'key': 'species', 'value': 'rhynchotis'}, {'key': 'sourceStatus', 'value': 'R'}, {'key': 'bdbsaCreatedDate', 'value': '1998-10-20 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2019-12-17 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Latham, 1801)'}, {'key': 'status', 'value': 'Rare'}]",AVES,ANSERIFORMES,ANATIDAE,Australasian Shoveler,M04182,Spatula,rhynchotis,R,,1998-10-20 00:00:00,2019-12-17 00:00:00,"(Latham, 1801)",Rare,,,,,,
4032570,Stictonetta naevosa,Freckled Duck,Stictonetta naevosa,https://biodiversity.org.au/afd/taxa/23c951c0-64d7-4ad0-ac9d-0e33b2a42eeb,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'ANSERIFORMES'}, {'key': 'family', 'value': 'ANATIDAE'}, {'key': 'vernacular name', 'value': 'Freckled Duck'}, {'key': 'taxonID', 'value': 'E00214'}, {'key': 'genus', 'value': 'Stictonetta'}, {'key': 'species', 'value': 'naevosa'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2002-11-01 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Gould, 1841)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,ANSERIFORMES,ANATIDAE,Freckled Duck,E00214,Stictonetta,naevosa,V,,1990-03-01 00:00:00,2002-11-01 00:00:00,"(Gould, 1841)",Vulnerable,,,,,,
4032115,Leipoa ocellata,Malleefowl,Leipoa ocellata,https://biodiversity.org.au/afd/taxa/c44c9098-c4fc-4f64-884c-e367389b194f,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'GALLIFORMES'}, {'key': 'family', 'value': 'MEGAPODIIDAE'}, {'key': 'vernacular name', 'value': 'Malleefowl'}, {'key': 'taxonID', 'value': 'Z00007'}, {'key': 'genus', 'value': 'Leipoa'}, {'key': 'species', 'value': 'ocellata'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2002-11-01 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Gould, 1840'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,GALLIFORMES,MEGAPODIIDAE,Malleefowl,Z00007,Leipoa,ocellata,V,,1990-03-01 00:00:00,2002-11-01 00:00:00,"Gould, 1840",Vulnerable,,VU,,,,
4032390,Coturnix ypsilophora australis,Brown Quail,Coturnix ypsilophora australis,NZOR-6-66261,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'GALLIFORMES'}, {'key': 'family', 'value': 'PHASIANIDAE'}, {'key': 'vernacular name', 'value': 'Brown Quail'}, {'key': 'taxonID', 'value': 'Y09304'}, {'key': 'genus', 'value': 'Coturnix'}, {'key': 'species', 'value': 'ypsilophora australis'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-03-29 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Bosc, 1792'}, {'key': 'subspeciesAuthor', 'value': '(Latham, 1801)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,GALLIFORMES,PHASIANIDAE,Brown Quail,Y09304,Coturnix,ypsilophora australis,V,,1990-03-01 00:00:00,2020-03-29 00:00:00,"Bosc, 1792",Vulnerable,,,,"(Latham, 1801)",,
4032626,Excalfactoria chinensis australis,King Quail,Excalfactoria chinensis australis,ALA_DR653_105,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'GALLIFORMES'}, {'key': 'family', 'value': 'PHASIANIDAE'}, {'key': 'vernacular name', 'value': 'King Quail'}, {'key': 'taxonID', 'value': 'M05998'}, {'key': 'genus', 'value': 'Excalfactoria'}, {'key': 'species', 'value': 'chinensis australis'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'taxonRemarks', 'value': 'Only one subspecies found in South Australia. Should Coturnix and Excalfactoria be merged E. c. australis would become C. c. victoriae Mathews, 1912 as australis is preoccupied by C. ypsilophora australis (Latham, 1801).'}, {'key': 'bdbsaCreatedDate', 'value': '2020-04-06 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-04-06 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Linnaeus, 1766)'}, {'key': 'subspeciesAuthor', 'value': 'Gould, 1865'}, {'key': 'status', 'value': 'Endangered'}]",AVES,GALLIFORMES,PHASIANIDAE,King Quail,M05998,Excalfactoria,chinensis australis,E,"Only one subspecies found in South Australia. Should Coturnix and Excalfactoria be merged E. c. australis would become C. c. victoriae Mathews, 1912 as australis is preoccupied by C. ypsilophora australis (Latham, 1801).",2020-04-06 00:00:00,2020-04-06 00:00:00,"(Linnaeus, 1766)",Endangered,,,,"Gould, 1865",,
4032489,Diomedea epomophora,Southern Royal Albatross,Diomedea epomophora,https://biodiversity.org.au/afd/taxa/2c982d88-e796-46bf-91f6-479fcfa3a310,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Southern Royal Albatross'}, {'key': 'taxonID', 'value': 'M04378'}, {'key': 'genus', 'value': 'Diomedea'}, {'key': 'species', 'value': 'epomophora'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'bdbsaCreatedDate', 'value': '2007-09-14 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-04-23 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'R. Lesson, 1825'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Southern Royal Albatross,M04378,Diomedea,epomophora,V,,2007-09-14 00:00:00,2020-04-23 00:00:00,"R. Lesson, 1825",Vulnerable,,VU,,,,
4032475,Diomedea exulans,Wandering Albatross,Diomedea exulans,https://biodiversity.org.au/afd/taxa/a09b788e-7c35-4b61-9081-1612edc823ab,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Wandering Albatross'}, {'key': 'taxonID', 'value': 'M06006'}, {'key': 'genus', 'value': 'Diomedea'}, {'key': 'species', 'value': 'exulans'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'taxonRemarks', 'value': 'This species is a member of the Wandering Albatross complex.'}, {'key': 'bdbsaCreatedDate', 'value': '2020-05-25 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-05-26 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Linnaeus, 1758'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Wandering Albatross,M06006,Diomedea,exulans,V,This species is a member of the Wandering Albatross complex.,2020-05-25 00:00:00,2020-05-26 00:00:00,"Linnaeus, 1758",Vulnerable,,VU,,,,
4031739,Diomedea sanfordi,Northern Royal Albatross,Diomedea sanfordi,https://biodiversity.org.au/afd/taxa/bc1d9d6f-7680-4594-8f65-ce4a21adcf0d,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Northern Royal Albatross'}, {'key': 'taxonID', 'value': 'Y09372'}, {'key': 'genus', 'value': 'Diomedea'}, {'key': 'species', 'value': 'sanfordi'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'taxonRemarks', 'value': 'Previously regarded as a subspecies of D. epomophora.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-04-23 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Murphy, 1917'}, {'key': 'status', 'value': 'Endangered'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Northern Royal Albatross,Y09372,Diomedea,sanfordi,E,Previously regarded as a subspecies of D. epomophora.,1990-03-01 00:00:00,2020-04-23 00:00:00,"Murphy, 1917",Endangered,,EN,,,,
4032605,Phoebetria fusca,Sooty Albatross,Phoebetria fusca,https://biodiversity.org.au/afd/taxa/7816ab3c-2c19-4575-b60f-a6153e5ffa69,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Sooty Albatross'}, {'key': 'taxonID', 'value': 'Q00092'}, {'key': 'genus', 'value': 'Phoebetria'}, {'key': 'species', 'value': 'fusca'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'taxonRemarks', 'value': 'In SANPW Act  as Diomedea fusca.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2009-02-26 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Hilsenberg, 1822)'}, {'key': 'status', 'value': 'Endangered'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Sooty Albatross,Q00092,Phoebetria,fusca,E,In SANPW Act  as Diomedea fusca.,1990-03-01 00:00:00,2009-02-26 00:00:00,"(Hilsenberg, 1822)",Endangered,,VU,,,,
4032752,Phoebetria palpebrata,Light-mantled Sooty Albatross,Phoebetria palpebrata,https://biodiversity.org.au/afd/taxa/6670d817-7e3b-4fe2-b576-8bc3dfd7cddb,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Light-mantled Albatross'}, {'key': 'taxonID', 'value': 'S00093'}, {'key': 'genus', 'value': 'Phoebetria'}, {'key': 'species', 'value': 'palpebrata'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2009-01-27 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(J.R. Forster, 1785)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Light-mantled Albatross,S00093,Phoebetria,palpebrata,V,,1990-03-01 00:00:00,2009-01-27 00:00:00,"(J.R. Forster, 1785)",Vulnerable,,,,,,
4032192,Thalassarche bulleri bulleri,Buller's Albatross,Thalassarche bulleri bulleri,NZOR-6-38167,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': ""Buller's Albatross""}, {'key': 'taxonID', 'value': 'Z00931'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'bulleri bulleri'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'npwActStatusComments', 'value': 'Listed as species level in the ACT. Only SA record is the subspecies.'}, {'key': 'epbcStatus', 'value': 'sp'}, {'key': 'taxonRemarks', 'value': 'Only this subspecies occurs in SA. The white forehead and narrow bill of the single SAMA specimen (B59245, Nene Valley Beach, SE, April 2016, R. Todd) indicate that it is of the nominate subspecies.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-04-06 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Rothschild, 1893)'}, {'key': 'subspeciesAuthor', 'value': '(Rothschild, 1893)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Buller's Albatross,Z00931,Thalassarche,bulleri bulleri,V,"Only this subspecies occurs in SA. The white forehead and narrow bill of the single SAMA specimen (B59245, Nene Valley Beach, SE, April 2016, R. Todd) indicate that it is of the nominate subspecies.",1990-03-01 00:00:00,2020-04-06 00:00:00,"(Rothschild, 1893)",Vulnerable,Listed as species level in the ACT. Only SA record is the subspecies.,sp,,"(Rothschild, 1893)",,
4032121,Thalassarche carteri,Indian Yellow-nosed Albatross,Thalassarche carteri,https://biodiversity.org.au/afd/taxa/8368ea93-a998-4886-8e5a-ae309de20f3a,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Indian Yellow-nosed Albatross'}, {'key': 'taxonID', 'value': 'A04372'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'carteri'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'taxonRemarks', 'value': 'Previously regarded as a subspecies of T. chlororhynchos.'}, {'key': 'bdbsaCreatedDate', 'value': '2007-09-14 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2019-08-09 00:00:00'}, {'key': 'status', 'value': 'Endangered'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Indian Yellow-nosed Albatross,A04372,Thalassarche,carteri,E,Previously regarded as a subspecies of T. chlororhynchos.,2007-09-14 00:00:00,2019-08-09 00:00:00,,Endangered,,VU,,,,
4032756,Thalassarche cauta cauta,Shy Albatross,Thalassarche cauta cauta,NZOR-6-73284,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Shy Albatross'}, {'key': 'taxonID', 'value': 'M04510'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'cauta cauta'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'bdbsaCreatedDate', 'value': '2011-03-28 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2017-08-31 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Gould, 1841)'}, {'key': 'subspeciesAuthor', 'value': '(Gould, 1841)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Shy Albatross,M04510,Thalassarche,cauta cauta,V,,2011-03-28 00:00:00,2017-08-31 00:00:00,"(Gould, 1841)",Vulnerable,,VU,,"(Gould, 1841)",,
4032749,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,ALA_DR18987_102,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Atlantic Yellow-nosed Albatross'}, {'key': 'taxonID', 'value': 'C04373'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'chlororhynchos'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'bdbsaCreatedDate', 'value': '2007-09-14 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2019-08-09 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(J.F. Gmelin, 1789)'}, {'key': 'status', 'value': 'Endangered'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Atlantic Yellow-nosed Albatross,C04373,Thalassarche,chlororhynchos,E,,2007-09-14 00:00:00,2019-08-09 00:00:00,"(J.F. Gmelin, 1789)",Endangered,,,,,,
4031832,Thalassarche chrysostoma,Grey-headed Albatross,Thalassarche chrysostoma,https://biodiversity.org.au/afd/taxa/9428a314-0c46-4070-8c42-f29335b51a4f,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Grey-headed Albatross'}, {'key': 'taxonID', 'value': 'M00090'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'chrysostoma'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'taxonRemarks', 'value': 'SANPW Act lists this species as Diomedea chrysostoma.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2009-01-27 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(J.R. Forster, 1785)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Grey-headed Albatross,M00090,Thalassarche,chrysostoma,V,SANPW Act lists this species as Diomedea chrysostoma.,1990-03-01 00:00:00,2009-01-27 00:00:00,"(J.R. Forster, 1785)",Vulnerable,,EN,,,,
4032013,Thalassarche impavida,Campbell Albatross,Thalassarche impavida,https://biodiversity.org.au/afd/taxa/710a7945-b7e5-4c13-8767-b65a66650da1,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': 'Campbell Albatross'}, {'key': 'taxonID', 'value': 'K09373'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'impavida'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'taxonRemarks', 'value': 'Previously regarded as a subspecies of T. melanophris.'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2020-03-29 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': 'Mathews, 1912'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Campbell Albatross,K09373,Thalassarche,impavida,V,Previously regarded as a subspecies of T. melanophris.,1990-03-01 00:00:00,2020-03-29 00:00:00,"Mathews, 1912",Vulnerable,,VU,,,,
4032800,Thalassarche salvini,Salvin's Albatross,Thalassarche salvini,https://biodiversity.org.au/afd/taxa/e522ba67-3744-45f3-9a1c-a23aa4f2769a,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'DIOMEDEIDAE'}, {'key': 'vernacular name', 'value': ""Salvin's Albatross""}, {'key': 'taxonID', 'value': 'Z04511'}, {'key': 'genus', 'value': 'Thalassarche'}, {'key': 'species', 'value': 'salvini'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'bdbsaCreatedDate', 'value': '2011-03-28 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Rothschild, 1893)'}, {'key': 'status', 'value': 'Vulnerable'}]",AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Salvin's Albatross,Z04511,Thalassarche,salvini,V,,2011-03-28 00:00:00,,"(Rothschild, 1893)",Vulnerable,,VU,,,,
4031917,Ardenna carneipes,Flesh-footed Shearwater,Ardenna carneipes,https://biodiversity.org.au/afd/taxa/b2ae3fcd-7d34-4e3b-95b1-52af2a8e0ae4,dr653,"[{'key': 'class', 'value': 'AVES'}, {'key': 'order', 'value': 'PROCELLARIIFORMES'}, {'key': 'family', 'value': 'PROCELLARIIDAE'}, {'key': 'vernacular name', 'value': 'Flesh-footed Shearwater'}, {'key': 'taxonID', 'value': 'Y00072'}, {'key': 'genus', 'value': 'Ardenna'}, {'key': 'species', 'value': 'carneipes'}, {'key': 'sourceStatus', 'value': 'R'}, {'key': 'taxonRemarks', 'value': 'Using cytochrome-b data, Penhallurick and Wink (2004) demonstrated that a clade containing the large shearwater species is sister to both the small shearwaters and Calonectris; this finding was corroborated by Pyle et al. (2011). Separation of the large s'}, {'key': 'bdbsaCreatedDate', 'value': '1990-03-01 00:00:00'}, {'key': 'bdbsaModifiedDate', 'value': '2017-11-03 00:00:00'}, {'key': 'scientificNameAuthorship', 'value': '(Gould, 1844)'}, {'key': 'status', 'value': 'Rare'}]",AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Flesh-footed Shearwater,Y00072,Ardenna,carneipes,R,"Using cytochrome-b data, Penhallurick and Wink (2004) demonstrated that a clade containing the large shearwater species is sister to both the small shearwaters and Calonectris; this finding was corroborated by Pyle et al. (2011). Separation of the large s",1990-03-01 00:00:00,2017-11-03 00:00:00,"(Gould, 1844)",Rare,,,,,,
