id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,W A Taxon Id,status,sourceStatus,W A Status,W A Rank,E P B C Status,E P B C Desc,sensitivityZoneId,county,municipality,verbatimLocality,vernacular name,class,taxonRemarks
4038852,Leucopogon plumuliflorus,,Leucopogon plumuliflorus,https://id.biodiversity.org.au/node/apni/2910503,dr2201,"[{'key': 'W A Taxon Id', 'value': '6432.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Gairdner Range, Mt Lesueur'}]",6432.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Gairdner Range, Mt Lesueur",,,
4039378,Leucopogon sp. Badgingarra (R. Davis 421),,Leucopogon sp. Badgingarra (R.Davis 421),https://id.biodiversity.org.au/node/apni/2907155,dr2201,"[{'key': 'W A Taxon Id', 'value': '19369.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Badgingarra'}]",19369.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,Badgingarra,,,
4036167,Leucopogon sp. Howatharra (D. & N. McFarland 1046),,Leucopogon sp. Howatharra (D. & N.McFarland 1046),https://id.biodiversity.org.au/node/apni/2907910,dr2201,"[{'key': 'W A Taxon Id', 'value': '20365.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Moresby Ranges'}]",20365.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Moresby Ranges,,,
4039122,Loxocarya gigas,,Loxocarya gigas,https://id.biodiversity.org.au/node/apni/2920089,dr2201,"[{'key': 'W A Taxon Id', 'value': '17837.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Warradarge Hill, Alexander Morrison N.P.'}]",17837.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Warradarge Hill, Alexander Morrison N.P.",,,
4037614,Malleostemon costatus,,Malleostemon costatus,https://id.biodiversity.org.au/taxon/apni/51290200,dr2201,"[{'key': 'W A Taxon Id', 'value': '46593.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Yerina Spring, Kalbarri NP, Binnu'}]",46593.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Yerina Spring, Kalbarri NP, Binnu",,,
4037107,Malleostemon microphyllus,,Malleostemon microphyllus,https://id.biodiversity.org.au/taxon/apni/51290202,dr2201,"[{'key': 'W A Taxon Id', 'value': '46825.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Nerren Nerren'}]",46825.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Nerren Nerren,,,
4038128,Malleostemon pustulatus,,Malleostemon pustulatus,https://id.biodiversity.org.au/taxon/apni/51290210,dr2201,"[{'key': 'W A Taxon Id', 'value': '46598.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri N.P.'}]",46598.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Kalbarri N.P.,,,
4038541,Malleostemon sp. Moonyoonooka (R.J. Cranfield 2947),,Malleostemon sp. Moonyoonooka (R.J.Cranfield 2947),https://id.biodiversity.org.au/node/apni/2915042,dr2201,"[{'key': 'W A Taxon Id', 'value': '14469.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri, Geraldton'}]",14469.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Kalbarri, Geraldton",,,
4035940,Melaleuca boeophylla,,Melaleuca boeophylla,https://id.biodiversity.org.au/node/apni/2897672,dr2201,"[{'key': 'W A Taxon Id', 'value': '19382.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri, Overlander Roadhouse'}]",19382.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Kalbarri, Overlander Roadhouse",,,
4037272,Melaleuca oldfieldii,,Melaleuca oldfieldii,https://id.biodiversity.org.au/node/apni/2907218,dr2201,"[{'key': 'W A Taxon Id', 'value': '5945.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri'}]",5945.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Kalbarri,,,
4039057,Micromyrtus rubricalyx,,Micromyrtus rubricalyx,https://id.biodiversity.org.au/node/apni/2903783,dr2201,"[{'key': 'W A Taxon Id', 'value': '19855.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Howatharra'}]",19855.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Howatharra,,,
4035745,Micromyrtus uniovulum,,Micromyrtus uniovulum,https://id.biodiversity.org.au/node/apni/2915563,dr2201,"[{'key': 'W A Taxon Id', 'value': '46515.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Three Springs, Wilson NR'}]",46515.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Three Springs, Wilson NR",,,
4037055,Millotia jacksonii,,Millotia jacksonii,https://id.biodiversity.org.au/node/apni/2912536,dr2201,"[{'key': 'W A Taxon Id', 'value': '14220.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri NP'}]",14220.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Kalbarri NP,,,
4039348,Olearia occidentissima,,Olearia occidentissima,https://id.biodiversity.org.au/node/apni/2895766,dr2201,"[{'key': 'W A Taxon Id', 'value': '12639.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON,SHARK BAY'}, {'key': 'verbatimLocality', 'value': 'Dirk Hartog Island, Peron Peninsula,Taillefer Isthmus, Useless Loop (Town)'}]",12639.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,"GERALDTON,SHARK BAY","Dirk Hartog Island, Peron Peninsula,Taillefer Isthmus, Useless Loop (Town)",,,
4038825,Omphacomeria acerba,Leafless Sourbush,Omphacomeria acerba,https://id.biodiversity.org.au/node/apni/2913132,dr2201,"[{'key': 'W A Taxon Id', 'value': '40463.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kennedy Range N.P., Eastern States'}]",40463.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Kennedy Range N.P., Eastern States",,,
4035537,Paracaleana alcockii,,Caleana alcockii,https://id.biodiversity.org.au/taxon/apni/51399653,dr2201,"[{'key': 'W A Taxon Id', 'value': '29113.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Galena, Kalbarri N.P.'}]",29113.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Galena, Kalbarri N.P.",,,
4037051,Persoonia brachystylis,Short-styled Persoonia,Persoonia brachystylis,https://id.biodiversity.org.au/node/apni/2892119,dr2201,"[{'key': 'W A Taxon Id', 'value': '2257.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri'}]",2257.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Kalbarri,,,
4037105,Persoonia kararae,,Persoonia kararae,https://id.biodiversity.org.au/node/apni/7829237,dr2201,"[{'key': 'W A Taxon Id', 'value': '14564.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Karara Station, Toolonga NR'}]",14564.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Karara Station, Toolonga NR",,,
4039657,Persoonia papillosa,,Persoonia papillosa,https://id.biodiversity.org.au/node/apni/7830263,dr2201,"[{'key': 'W A Taxon Id', 'value': '14567.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Yuna, Murchison River, Wandana N.R.'}]",14567.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Yuna, Murchison River, Wandana N.R.",,,
4038199,Petrophile clavata,,Petrophile clavata,https://id.biodiversity.org.au/node/apni/2917432,dr2201,"[{'key': 'W A Taxon Id', 'value': '19763.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Calingiri, Coorow, Alexander Morrison NP'}]",19763.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Calingiri, Coorow, Alexander Morrison NP",,,
4038501,Petrophile conifera subsp. divaricata,,Petrophile conifera subsp. divaricata,https://id.biodiversity.org.au/node/apni/2888502,dr2201,"[{'key': 'W A Taxon Id', 'value': '40720.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Coorow'}]",40720.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,Coorow,,,
4036394,Petrophile pilostyla subsp. syntoma,,Petrophile pilostyla subsp. syntoma,https://id.biodiversity.org.au/node/apni/2896048,dr2201,"[{'key': 'W A Taxon Id', 'value': '29278.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Indarra, Mullewa'}]",29278.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Indarra, Mullewa",,,
4037313,Petrophile trifurcata,,Petrophile trifurcata,https://id.biodiversity.org.au/node/apni/2896416,dr2201,"[{'key': 'W A Taxon Id', 'value': '14452.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Pithara, Coorow'}]",14452.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Pithara, Coorow",,,
4036339,Philotheca kalbarriensis,,Philotheca kalbarriensis,https://id.biodiversity.org.au/node/apni/2902072,dr2201,"[{'key': 'W A Taxon Id', 'value': '17668.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri, Toolonga, Coolcalalaya Stn'}]",17668.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Kalbarri, Toolonga, Coolcalalaya Stn",,,
4036165,Phlebocarya pilosissima subsp. teretifolia,,Phlebocarya pilosissima subsp. teretifolia,https://id.biodiversity.org.au/node/apni/2920887,dr2201,"[{'key': 'W A Taxon Id', 'value': '11906.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Gairdner Range'}]",11906.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,Gairdner Range,,,
4039266,Platysace sp. Kalbarri (D. & B. Bellairs 1383),,Platysace sp. Kalbarri (D. & B.Bellairs 1383),https://id.biodiversity.org.au/node/apni/2920196,dr2201,"[{'key': 'W A Taxon Id', 'value': '16339.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri'}]",16339.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,Kalbarri,,,
4036910,Prostanthera scutata,,Prostanthera scutata,https://id.biodiversity.org.au/node/apni/2909080,dr2201,"[{'key': 'W A Taxon Id', 'value': '6922.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Wilroy, Yuna, Wandana N.R.'}]",6922.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Wilroy, Yuna, Wandana N.R.",,,
4038097,Psammomoya grandiflora,,Psammomoya grandiflora,https://id.biodiversity.org.au/node/apni/2917777,dr2201,"[{'key': 'W A Taxon Id', 'value': '16370.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'East Yuna N.R., Dalgaranga, Mt Gibson'}]",16370.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"East Yuna N.R., Dalgaranga, Mt Gibson",,,
4036055,Ptilotus alexandri,,Ptilotus alexandri,https://id.biodiversity.org.au/node/apni/2919556,dr2201,"[{'key': 'W A Taxon Id', 'value': '2692.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON,SHARK BAY'}, {'key': 'verbatimLocality', 'value': 'Dirk Hartog Island, Quobba, Shark Bay'}]",2692.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,"GERALDTON,SHARK BAY","Dirk Hartog Island, Quobba, Shark Bay",,,
4035769,Ptilotus clivicola,,Ptilotus clivicola,https://id.biodiversity.org.au/taxon/apni/51266554,dr2201,"[{'key': 'W A Taxon Id', 'value': '44602.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Eneabba'}]",44602.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,Eneabba,,,
4035805,Rhodanthe oppositifolia subsp. ornata,,Rhodanthe oppositifolia subsp. ornata,https://id.biodiversity.org.au/node/apni/2904794,dr2201,"[{'key': 'W A Taxon Id', 'value': '13250.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'SHARK BAY'}, {'key': 'verbatimLocality', 'value': 'Tamala, Shark Bay, Overlander'}]",13250.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,SHARK BAY,"Tamala, Shark Bay, Overlander",,,
4036561,Scaevola chrysopogon,,Scaevola chrysopogon,https://id.biodiversity.org.au/node/apni/2900187,dr2201,"[{'key': 'W A Taxon Id', 'value': '12580.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'SHARK BAY'}, {'key': 'verbatimLocality', 'value': 'Shark Bay, Nerren Nerren'}]",12580.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,SHARK BAY,"Shark Bay, Nerren Nerren",,,
4039453,Scaevola eneabba,,Scaevola eneabba,https://id.biodiversity.org.au/node/apni/2890681,dr2201,"[{'key': 'W A Taxon Id', 'value': '12583.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Eneabba, Lake Logue'}]",12583.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Eneabba, Lake Logue",,,
4037074,Schoenus badius,,Schoenus badius,https://id.biodiversity.org.au/node/apni/2887518,dr2201,"[{'key': 'W A Taxon Id', 'value': '17571.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Mt Adams, Moresby Range'}]",17571.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,"Mt Adams, Moresby Range",,,
4036978,Schoenus sp. Eneabba (F. Obbens & C. Godden I154),,Schoenus sp. Eneabba (F.Obbens & C.Godden I154),https://id.biodiversity.org.au/node/apni/2912208,dr2201,"[{'key': 'W A Taxon Id', 'value': '19945.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Eneabba'}]",19945.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,MOORA,Eneabba,,,
4036279,Schoenus sp. Kalbarri (K.R. Newbey 9352),,Schoenus sp. Kalbarri (K.R.Newbey 9352),https://id.biodiversity.org.au/node/apni/2914449,dr2201,"[{'key': 'W A Taxon Id', 'value': '16277.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Kalbarri, Mt Augustus'}]",16277.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Kalbarri, Mt Augustus",,,
4037486,Scholtzia sp. Coburn (N. Murdock NM 031),,Scholtzia sp. Coburn (N.Murdock NM 031),https://id.biodiversity.org.au/name/apni/51304270,dr2201,"[{'key': 'W A Taxon Id', 'value': '48628.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Coburn, Zuytdorp N.R.'}]",48628.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Coburn, Zuytdorp N.R.",,,
4035962,Scholtzia sp. East Yuna (A.C. Burns 6),,Scholtzia sp. East Yuna (A.C.Burns 6),https://id.biodiversity.org.au/node/apni/2895733,dr2201,"[{'key': 'W A Taxon Id', 'value': '14658.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Yuna, Murchison River'}]",14658.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Yuna, Murchison River",,,
4037859,Scholtzia sp. Eradu (R.D. Royce 8016),,Scholtzia sp. Eradu (R.D.Royce 8016),https://id.biodiversity.org.au/node/apni/2899753,dr2201,"[{'key': 'W A Taxon Id', 'value': '14657.0'}, {'key': 'status', 'value': 'WA Priority 2'}, {'key': 'sourceStatus', 'value': 'Priority 2 - Poorly known Species'}, {'key': 'W A Status', 'value': '2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Eradu, Yuna, Coorow, Murchison River, Kalbarri'}]",14657.0,WA Priority 2,Priority 2 - Poorly known Species,2,,,,WA,MWST,GERALDTON,"Eradu, Yuna, Coorow, Murchison River, Kalbarri",,,
