id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,W A Taxon Id,status,sourceStatus,W A Status,W A Rank,E P B C Status,E P B C Desc,sensitivityZoneId,county,municipality,verbatimLocality,vernacular name,class,taxonRemarks
4037125,Tetratheca aphylla subsp. aphylla,,Tetratheca aphylla subsp. aphylla,https://id.biodiversity.org.au/node/apni/2902462,dr2201,"[{'key': 'W A Taxon Id', 'value': '29489.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Helena & Aurora Ranges'}]",29489.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,GOLD,KALGOORLIE,Helena & Aurora Ranges,,,
4039092,Tetratheca harperi,Jackson Tetratheca,Tetratheca harperi,https://id.biodiversity.org.au/node/apni/2896021,dr2201,"[{'key': 'W A Taxon Id', 'value': '4534.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Mt Jackson'}]",4534.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,GOLD,KALGOORLIE,Mt Jackson,,,
4038640,Atriplex yeelirrie,,Atriplex yeelirrie,https://id.biodiversity.org.au/taxon/apni/51270516,dr2201,"[{'key': 'W A Taxon Id', 'value': '46173.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Yeelirrie Stn.'}]",46173.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,GOLD,KALGOORLIE,Yeelirrie Stn.,,,
4038168,Tetratheca paynterae subsp. cremnobata,,Tetratheca paynterae subsp. cremnobata,https://id.biodiversity.org.au/node/apni/2891052,dr2201,"[{'key': 'W A Taxon Id', 'value': '23987.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Die Hardy Ranges'}]",23987.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,GOLD,KALGOORLIE,Die Hardy Ranges,,,
4038417,Acacia shapelleae,Shapelle's Wattle,Acacia shapelleae,https://id.biodiversity.org.au/taxon/apni/51285999,dr2201,"[{'key': 'W A Taxon Id', 'value': '44470.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Bungalbin Hill, Helena and Aurora Range'}]",44470.0,Vulnerable,Vulnerable,T,VU,,,WA,GOLD,KALGOORLIE,"Bungalbin Hill, Helena and Aurora Range",,,
4038887,Lepidosperma bungalbin,,Lepidosperma bungalbin,https://id.biodiversity.org.au/node/apni/2896890,dr2201,"[{'key': 'W A Taxon Id', 'value': '31771.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Helena-Aurora Range'}]",31771.0,Vulnerable,Vulnerable,T,VU,,,WA,GOLD,KALGOORLIE,Helena-Aurora Range,,,
4036858,Tetratheca erubescens,,Tetratheca erubescens,https://id.biodiversity.org.au/node/apni/2890683,dr2201,"[{'key': 'W A Taxon Id', 'value': '20761.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Koolyanobbing'}]",20761.0,Vulnerable,Vulnerable,T,VU,,,WA,GOLD,KALGOORLIE,Koolyanobbing,,,
4037938,Tetratheca spenceri,,Tetratheca spenceri,https://id.biodiversity.org.au/node/apni/2888300,dr2201,"[{'key': 'W A Taxon Id', 'value': '41500.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD'}, {'key': 'municipality', 'value': 'KALGOORLIE'}, {'key': 'verbatimLocality', 'value': 'Kambalda West'}]",41500.0,Vulnerable,Vulnerable,T,VU,,,WA,GOLD,KALGOORLIE,Kambalda West,,,
4036277,Thryptomene wittweri,Mountain Thryptomene,Thryptomene wittweri,https://id.biodiversity.org.au/node/apni/2892948,dr2201,"[{'key': 'W A Taxon Id', 'value': '6069.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD,MWST,PILB'}, {'key': 'municipality', 'value': 'KALGOORLIE,KARRATHA,GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Hamersley Range, Mt Augustus, Carnarvon Range, White Cliffs Stn, NT'}]",6069.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,"GOLD,MWST,PILB","KALGOORLIE,KARRATHA,GERALDTON","Hamersley Range, Mt Augustus, Carnarvon Range, White Cliffs Stn, NT",,,
4038365,Gastrolobium graniticum,Granite Poison,Gastrolobium graniticum,https://id.biodiversity.org.au/node/apni/2900542,dr2201,"[{'key': 'W A Taxon Id', 'value': '11034.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD,WHTB'}, {'key': 'municipality', 'value': 'KALGOORLIE,CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Coolgardie,Gnamma Hill,Narembeen,Yellowdine, Bullabulling'}]",11034.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Coolgardie,Gnamma Hill,Narembeen,Yellowdine, Bullabulling",,,
4039064,Eucalyptus mooreana,Mountain White Gum,Eucalyptus mooreana,https://id.biodiversity.org.au/node/apni/50712375,dr2201,"[{'key': 'W A Taxon Id', 'value': '5716.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'KIMB'}, {'key': 'municipality', 'value': 'EAST KIMBERLEY,WEST KIMBERLEY'}, {'key': 'verbatimLocality', 'value': 'King Leopold Range'}]",5716.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY",King Leopold Range,,,
4036687,Eucalyptus ceracea,Seppelt Range Yellowjacket,Eucalyptus ceracea,https://id.biodiversity.org.au/node/apni/2900234,dr2201,"[{'key': 'W A Taxon Id', 'value': '5586.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'KIMB'}, {'key': 'municipality', 'value': 'EAST KIMBERLEY'}, {'key': 'verbatimLocality', 'value': 'NW of Wyndham, King George River'}]",5586.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,KIMB,EAST KIMBERLEY,"NW of Wyndham, King George River",,,
4035869,Eucalyptus rhodantha var. rhodantha,,Eucalyptus rhodantha var. rhodantha,https://id.biodiversity.org.au/node/apni/2912166,dr2201,"[{'key': 'W A Taxon Id', 'value': '14280.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Three Springs-Watheroo'}]",14280.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,Three Springs-Watheroo,,,
4037626,Banksia serratuloides subsp. serratuloides,,Banksia serratuloides subsp. serratuloides,https://id.biodiversity.org.au/node/apni/2912698,dr2201,"[{'key': 'W A Taxon Id', 'value': '32082.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Mogumber, Moora, Boothendarra, Gillingarra'}]",32082.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,"Mogumber, Moora, Boothendarra, Gillingarra",,,
4035825,Pityrodia augustensis,Mt Augustus Foxglove,Pityrodia augustensis,https://id.biodiversity.org.au/node/apni/2920421,dr2201,"[{'key': 'W A Taxon Id', 'value': '6799.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Mt Augustus'}]",6799.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,GERALDTON,Mt Augustus,,,
4038231,Banksia catoglypta,,Banksia catoglypta,https://id.biodiversity.org.au/node/apni/2886553,dr2201,"[{'key': 'W A Taxon Id', 'value': '32622.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Badgingarra, Gardner Range'}]",32622.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,"Badgingarra, Gardner Range",,,
4037435,Eucalyptus johnsoniana,Tasmanian Yellow Gum,Eucalyptus johnsoniana,https://id.biodiversity.org.au/node/apni/2887734,dr2201,"[{'key': 'W A Taxon Id', 'value': '5680.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'S of Eneabba'}]",5680.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,S of Eneabba,,,
4038091,Eucalyptus suberea,Mount Lesueur Mallee,Eucalyptus suberea,https://id.biodiversity.org.au/node/apni/2907540,dr2201,"[{'key': 'W A Taxon Id', 'value': '5781.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Jurien'}]",5781.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,Jurien,,,
4035929,Hakea megalosperma,Lesueur Hakea,Hakea megalosperma,https://id.biodiversity.org.au/node/apni/2897509,dr2201,"[{'key': 'W A Taxon Id', 'value': '2180.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Gairdner Range-Eneabba, Cooljarloo'}]",2180.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,"Gairdner Range-Eneabba, Cooljarloo",,,
4038530,Hypocalymma longifolium,Long-leaved Myrtle,Hypocalymma longifolium,https://id.biodiversity.org.au/node/apni/2913028,dr2201,"[{'key': 'W A Taxon Id', 'value': '5821.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Murchison House Stn'}]",5821.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,GERALDTON,Murchison House Stn,,,
4037357,Petrophile nivea,,Petrophile nivea,https://id.biodiversity.org.au/node/apni/2898231,dr2201,"[{'key': 'W A Taxon Id', 'value': '19769.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Warradarge, Eneabba'}]",19769.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,"Warradarge, Eneabba",,,
4039564,Acacia forrestiana,Forrest's Wattle,Acacia forrestiana,https://id.biodiversity.org.au/node/apni/2914285,dr2201,"[{'key': 'W A Taxon Id', 'value': '3341.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Dandaragan, Jurien Bay'}]",3341.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,"Dandaragan, Jurien Bay",,,
4036358,Chamelaucium sp. Cataby (G.J. Keighery 11009),Griffin's Waxflower,Chamelaucium sp. Cataby (G.J.Keighery 11009),https://id.biodiversity.org.au/node/apni/2911451,dr2201,"[{'key': 'W A Taxon Id', 'value': '35619.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Cataby area'}]",35619.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,Cataby area,,,
4039031,Hensmania chapmanii,Chapman's Hensmania,Hensmania chapmanii,https://id.biodiversity.org.au/node/apni/2887004,dr2201,"[{'key': 'W A Taxon Id', 'value': '1291.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Coorow'}]",1291.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,MOORA,Coorow,,,
4038840,Tecticornia bulbosa,Large-articled Samphire,Tecticornia bulbosa,https://id.biodiversity.org.au/node/apni/2896564,dr2201,"[{'key': 'W A Taxon Id', 'value': '31617.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'VU'}, {'key': 'E P B C Desc', 'value': 'Vulnerable'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Morawa-Koolanooka Hills'}]",31617.0,Vulnerable,Vulnerable,T,VU,VU,Vulnerable,WA,MWST,GERALDTON,Morawa-Koolanooka Hills,,,
4037218,Conostylis dielsii subsp. teres,,Conostylis dielsii subsp. teres,https://id.biodiversity.org.au/node/apni/6288432,dr2201,"[{'key': 'W A Taxon Id', 'value': '11258.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Strawberry'}]",11258.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,GERALDTON,Strawberry,,,
4036942,Wurmbea tubulosa,Long-flowered Nancy,Wurmbea tubulosa,https://id.biodiversity.org.au/node/apni/2896606,dr2201,"[{'key': 'W A Taxon Id', 'value': '1404.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA,GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Geraldton-Mingenew-Three Springs'}]",1404.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,"MOORA,GERALDTON",Geraldton-Mingenew-Three Springs,,,
4038513,Conostylis micrantha,Small-flowered Conostylis,Conostylis micrantha,https://id.biodiversity.org.au/node/apni/6290560,dr2201,"[{'key': 'W A Taxon Id', 'value': '1440.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'N of Irwin River'}]",1440.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,GERALDTON,N of Irwin River,,,
4039256,Drummondita ericoides,Morresby Range Drummondita,Drummondita ericoides,https://id.biodiversity.org.au/node/apni/2896765,dr2201,"[{'key': 'W A Taxon Id', 'value': '4458.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'N of Geraldton'}]",4458.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,GERALDTON,N of Geraldton,,,
4035981,Acacia recurvata,Recurved Wattle,Acacia recurvata,https://id.biodiversity.org.au/node/apni/2901180,dr2201,"[{'key': 'W A Taxon Id', 'value': '14400.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Davies Breakaway, Three Springs, Winchester'}]",14400.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,MOORA,"Davies Breakaway, Three Springs, Winchester",,,
4037672,Beyeria lepidopetala,Short-petalled Beyeria,Beyeria lepidopetala,https://id.biodiversity.org.au/node/apni/2890851,dr2201,"[{'key': 'W A Taxon Id', 'value': '4599.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Murchison River'}]",4599.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,GERALDTON,Murchison River,,,
4036166,Darwinia chapmaniana,Chapman's Bell,Darwinia chapmaniana,https://id.biodiversity.org.au/node/apni/2910553,dr2201,"[{'key': 'W A Taxon Id', 'value': '34776.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'MOORA'}, {'key': 'verbatimLocality', 'value': 'Coorow'}]",34776.0,Vulnerable,Vulnerable,T,VU,EN,Endangered,WA,MWST,MOORA,Coorow,,,
4037219,Stylidium scintillans,Glistening Triggerplant,Stylidium scintillans,https://id.biodiversity.org.au/node/apni/7991030,dr2201,"[{'key': 'W A Taxon Id', 'value': '40946.0'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'VU'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'MWST'}, {'key': 'municipality', 'value': 'GERALDTON'}, {'key': 'verbatimLocality', 'value': 'Warriedar Stn, Karara Stn, Badja Stn'}]",40946.0,Vulnerable,Vulnerable,T,VU,,,WA,MWST,GERALDTON,"Warriedar Stn, Karara Stn, Badja Stn",,,
