taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status,id,taxonid,taxonstatus,authority,taxonurl
15686,Plantae,Equisetopsida,Orchidaceae,Apostasia wallichii,,R.Br.,SL,Y,Special least concern,Regional Endemic,,152554,702929,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=15686
20195,Plantae,Equisetopsida,Orchidaceae,Appendicula,,,,N,,Unknown,,152618,140980,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20195
12631,Plantae,Equisetopsida,Orchidaceae,Appendicula reflexa,,Blume,,N,,,,152470,737233,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
15816,Plantae,Equisetopsida,Orchidaceae,Arthrochilus irritabilis,leafy elbow orchid,F.Muell.,SL,Y,Special least concern,Queensland Endemic,,152635,896713,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=15816
39196,Plantae,Equisetopsida,Orchidaceae,Bletilla striata,,(Thunb.) Rchb.f.,,,,,,152792,131245,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
20317,Plantae,Equisetopsida,Orchidaceae,Bromheadia,,,C,N,Least concern,Unknown,,152661,142178,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20317
35688,Plantae,Equisetopsida,Orchidaceae,Bryobium eriaeoides,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,152667,140971,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=35688
9493,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum argyropus,,(Endl.) Rchb.f.,V,Y,Vulnerable,Intranational,,152830,805371,VU,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=9493
13483,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum elisae,pineapple orchid,(F.Muell.) Benth.,SL,Y,Special least concern,Intranational,,152465,805372,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
14017,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum exiguum,,F.Muell.,SL,Y,Special least concern,Intranational,,170107,894252,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14017
14018,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum globuliforme,,Nicholls,NT,Y,Near Threatened,Intranational,Vulnerable,266910,1412987,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14018
12448,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum gracillimum,graceful orchid,(Rolfe) Rolfe,V,Y,Vulnerable,Queensland Endemic,Vulnerable,152751,428054,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
12872,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum longiflorum,,Thouars,V,Y,Vulnerable,Regional Endemic,Vulnerable,152690,485205,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13488,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum macphersonii,,Rupp,SL,Y,Special least concern,Queensland Endemic,,152713,370201,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
34663,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum maxillare,,(Lindl.) Rchb.,E,Y,Endangered,Regional Endemic,,152822,425528,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
17779,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum minutissimum,grain-of-wheat orchid,F.Muell.,SL,Y,Special least concern,Intranational,,152452,140875,SL Confidential Species,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17779
39191,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum purpurascens,,Teijsm. & Binn.,C,N,Least concern,Queensland Endemic,,152568,428072,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13482,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum radicans,,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,,152791,140878,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
10323,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum schillerianum,red rope orchid,Rchb.f.,SL,Y,Special least concern,Intranational,,170108,1109879,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10323
8228,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum shepherdii,wheat-leaved orchid,(F.Muell.) F.Muell.,SL,Y,Special least concern,Intranational,,152835,867300,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=8228
13494,Plantae,Equisetopsida,Orchidaceae,Caladenia alata,fairy orchid,R.Br.,SL,Y,Special least concern,Intranational,,152463,353966,NE,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13444,Plantae,Equisetopsida,Orchidaceae,Caladenia carnea,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,,152653,321090,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13444
17790,Plantae,Equisetopsida,Orchidaceae,Caladenia catenata,,(Sm.) Druce,SL,Y,Special least concern,Intranational,,152746,140836,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17790
19764,Plantae,Equisetopsida,Orchidaceae,Caladenia filamentosa,,R.Br.,C,N,Least concern,Intranational,,152575,467454,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
8247,Plantae,Equisetopsida,Orchidaceae,Caladenia fuscata,,(Rchb.f.) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,,152610,369421,LC Sensitive Species,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
9297,Plantae,Equisetopsida,Orchidaceae,Caladenia picta,,(Nicholls) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,,165528,604773,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9297
14760,Plantae,Equisetopsida,Orchidaceae,Calanthe triplicata,christmas orchid,(Willemet) Ames,SL,Y,Special least concern,Not Endemic to Australia,,152549,369261,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
14023,Plantae,Equisetopsida,Orchidaceae,Caleana major,flying duck orchid,R.Br.,SL,Y,Special least concern,Intranational,,152818,321088,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14023
8206,Plantae,Equisetopsida,Orchidaceae,Caleana minor,small duck orchid,R.Br.,SL,Y,Special least concern,Intranational,,152464,400260,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8206
27933,Plantae,Equisetopsida,Orchidaceae,Calochilus ammobius,,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,,268728,1014857,Special least concern (SL),Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=27933
8204,Plantae,Equisetopsida,Orchidaceae,Calochilus caeruleus,blue beards,L.O.Williams,SL,Y,Special least concern,Regional Endemic,,268729,1255202,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8204
14140,Plantae,Equisetopsida,Orchidaceae,Calochilus campestris,copper beard orchid,R.Br.,SL,Y,Special least concern,Intranational,,152604,417787,SL,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
30808,Plantae,Equisetopsida,Orchidaceae,Calochilus cleistanthus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,268730,1255204,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30808
14139,Plantae,Equisetopsida,Orchidaceae,Calochilus grandiflorus,giant beard orchid,(Benth.) Domin,SL,Y,Special least concern,Intranational,,268731,958399,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14139
30809,Plantae,Equisetopsida,Orchidaceae,Calochilus imperiosus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,268732,1255207,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30809
30803,Plantae,Equisetopsida,Orchidaceae,Calochilus metallicus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,268733,1255208,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30803
13288,Plantae,Equisetopsida,Orchidaceae,Calochilus paludosus,red beard orchid,R.Br.,SL,Y,Special least concern,Intranational,,152666,400292,LC,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=13288
8548,Plantae,Equisetopsida,Orchidaceae,Calochilus psednus,,D.L.Jones & Lavarack,E,Y,Endangered,Queensland Endemic,Endangered,268734,1255211,EN,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8548
15832,Plantae,Equisetopsida,Orchidaceae,Calochilus robertsonii,purplish beard orchid,Benth.,SL,Y,Special least concern,Intranational,,152878,83369,LC,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=15832
36010,Plantae,Equisetopsida,Orchidaceae,Calochilus therophilus,,D.L.Jones,SL,Y,Special least concern,Intranational,,268736,1145484,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36010
18373,Plantae,Equisetopsida,Orchidaceae,Cheirostylis notialis,,D.L.Jones,SL,Y,Special least concern,Intranational,,152765,140894,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=18373
13323,Plantae,Equisetopsida,Orchidaceae,Cheirostylis ovata,caterpillar orchid,(F.M.Bailey) Schltr.,SL,Y,Special least concern,Regional Endemic,,152477,370071,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=13323
9614,Plantae,Equisetopsida,Orchidaceae,Chiloglottis,,,,N,,Unknown,,152877,147193,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=9614
13324,Plantae,Equisetopsida,Orchidaceae,Chiloglottis formicifera,ant orchid,Fitzg.,,N,,,,152660,400710,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
7979,Plantae,Equisetopsida,Orchidaceae,Chiloglottis sphyrnoides,,D.L.Jones,V,Y,Vulnerable,Intranational,,152525,882604,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
9260,Plantae,Equisetopsida,Orchidaceae,Chiloglottis sylvestris,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Intranational,,152629,534390,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13325,Plantae,Equisetopsida,Orchidaceae,Chiloschista phyllorhiza,,(F.Muell.) Schltr.,SL,Y,Special least concern,Queensland Endemic,,234789,918383,NT ,Atlas of Living Australia,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/64872#overview
13328,Plantae,Equisetopsida,Orchidaceae,Corybas abellianus,nodding helmet orchid,Dockrill,NT,Y,Near Threatened,Queensland Endemic,,152559,878273,NT,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
9265,Plantae,Equisetopsida,Orchidaceae,Corybas barbarae,helmet orchid,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,152887,369224,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=9265
13326,Plantae,Equisetopsida,Orchidaceae,Corybas fimbriatus,fringed helmet orchid,(R.Br.) Rchb.f.,SL,Y,Special least concern,Intranational,,152542,323907,LC Confidential Species (SL),QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=13326
13275,Plantae,Equisetopsida,Orchidaceae,Corybas fordhamii,banded helmet orchid,(Rupp) Rupp,SL,Y,Special least concern,Intranational,,152662,796558,Endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
14005,Plantae,Equisetopsida,Orchidaceae,Corybas hispidus,bristly helmet orchid,D.L.Jones,SL,Y,Special least concern,Intranational,,152839,557266,LC Confidential Species (SL),QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14005
13327,Plantae,Equisetopsida,Orchidaceae,Corybas undulatus,tailed helmet orchid,(R.Cunn.) Rupp,SL,Y,Special least concern,Intranational,,152444,902946,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
20500,Plantae,Equisetopsida,Orchidaceae,Corymborkis,,,C,N,Least concern,Unknown,,152670,273528,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20500
17607,Plantae,Equisetopsida,Orchidaceae,Corymborkis veratrifolia,cinnamon orchid,Thouars ex Blume,SL,Y,Special least concern,Regional Endemic,,152603,369227,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17607
20511,Plantae,Equisetopsida,Orchidaceae,Crepidium,,,,N,,Unknown,,152796,142177,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20511
13277,Plantae,Equisetopsida,Orchidaceae,Cryptostylis erecta,bonnet orchid,R.Br.,SL,Y,Special least concern,Intranational,,164471,321094,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13277
9617,Plantae,Equisetopsida,Orchidaceae,Cryptostylis leptochila,small tongue orchid,F.Muell. ex Benth.,SL,Y,Special least concern,Intranational,,152692,353964,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
31824,Plantae,Equisetopsida,Orchidaceae,Cyanicula caerulea,,(R.Br.) Hopper & A.P.Br.,SL,Y,Special least concern,Intranational,,152890,552476,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=31824
17505,Plantae,Equisetopsida,Orchidaceae,Cymbidium canaliculatum,,R.Br.,SL,Y,Special least concern,Intranational,,180749,493680,LC,Queensland Department of Environment and Science,https://apps.des.qld.gov.au/species-search/details/?id=17505
13963,Plantae,Equisetopsida,Orchidaceae,Cymbidium madidum,,Lindl.,SL,Y,Special least concern,Queensland Endemic,,152651,370001,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13963
17506,Plantae,Equisetopsida,Orchidaceae,Cymbidium suave,,R.Br.,SL,Y,Special least concern,Intranational,,165523,481665,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17506
20548,Plantae,Equisetopsida,Orchidaceae,Cyrtostylis,,,C,N,Least concern,Not Endemic to Australia,,152789,323967,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20548
36407,Plantae,Equisetopsida,Orchidaceae,Danhatchia australis,,(Hatch) Garay & Christenson,SL,Y,Special least concern,Queensland Endemic,,152702,337632,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
17448,Plantae,Equisetopsida,Orchidaceae,Dendrobium adae,,F.M.Bailey,SL,Y,Special least concern,Intranational,,152708,882408,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17448
13280,Plantae,Equisetopsida,Orchidaceae,Dendrobium aemulum,ironbark orchid,R.Br.,SL,Y,Special least concern,Intranational,,152563,83579,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
37682,Plantae,Equisetopsida,Orchidaceae,Dendrobium affine,,(Decne.) Steud.,,,,,,152866,871290,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13282,Plantae,Equisetopsida,Orchidaceae,Dendrobium agrostophyllum,buttercup orchid,F.Muell.,SL,Y,Special least concern,Queensland Endemic,,152794,882538,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
30798,Plantae,Equisetopsida,Orchidaceae,Dendrobium aphyllum,,(Roxb.) C.E.C.Fisch.,SL,Y,Special least concern,Regional Endemic,,152482,140709,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
13284,Plantae,Equisetopsida,Orchidaceae,Dendrobium bifalce,,Lindl.,SL,Y,Special least concern,Regional Endemic,,152895,882400,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13284
13977,Plantae,Equisetopsida,Orchidaceae,Dendrobium bigibbum,Cooktown orchid,Lindl.,V,Y,Vulnerable,Queensland Endemic,Vulnerable,170114,344967,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13977
17449,Plantae,Equisetopsida,Orchidaceae,Dendrobium canaliculatum,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,,152510,369235,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17449
12828,Plantae,Equisetopsida,Orchidaceae,Dendrobium discolor,,Lindl.,SL,Y,Special least concern,Regional Endemic,,165531,369236,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12828
10523,Plantae,Equisetopsida,Orchidaceae,Dendrobium fellowsii,,F.Muell.,V,Y,Vulnerable,Queensland Endemic,,170457,1157024,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10523
7938,Plantae,Equisetopsida,Orchidaceae,Dendrobium finniganense,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,152686,882410,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
12830,Plantae,Equisetopsida,Orchidaceae,Dendrobium fleckeri,apricot orchid,Rupp & C.T.White,SL,Y,Special least concern,Queensland Endemic,,152613,882411,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12830
12834,Plantae,Equisetopsida,Orchidaceae,Dendrobium gracilicaule,slender orchid,F.Muell.,SL,Y,Special least concern,Intranational,,152512,534410,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12834
17451,Plantae,Equisetopsida,Orchidaceae,Dendrobium johannis,brown antelope orchid,Rchb.f.,V,Y,Vulnerable,Regional Endemic,Vulnerable,152524,784021,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17451
6405,Plantae,Equisetopsida,Orchidaceae,Dendrobium jonesii,,Rendle,SL,Y,Special least concern,Queensland Endemic,,152585,882412,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=6405
22382,Plantae,Equisetopsida,Orchidaceae,Dendrobium kingianum,,Bidwill ex Lindl.,SL,Y,Special least concern,Queensland Endemic,,152478,83578,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
9367,Plantae,Equisetopsida,Orchidaceae,Dendrobium lichenastrum,,(F.Muell.) Kraenzl.,SL,Y,Special least concern,Queensland Endemic,,170455,1030024,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9367
37194,Plantae,Equisetopsida,Orchidaceae,Dendrobium lineale,,Rolfe,,,,,,152675,884082,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
7941,Plantae,Equisetopsida,Orchidaceae,Dendrobium litorale,,Schltr.,SL,Y,Special least concern,Regional Endemic,,152825,140764,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
12833,Plantae,Equisetopsida,Orchidaceae,Dendrobium lobbii,,Teijsm. & Binn.,SL,Y,Special least concern,Not Endemic to Australia,,152892,427480,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=12833
14634,Plantae,Equisetopsida,Orchidaceae,Dendrobium monophyllum,,F.Muell.,SL,Y,Special least concern,Intranational,,165526,534392,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14634
12837,Plantae,Equisetopsida,Orchidaceae,Dendrobium nindii,blue orchid,W.Hill,E,Y,Endangered,Regional Endemic,Endangered,170110,1063311,Endangered,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12837
19822,Plantae,Equisetopsida,Orchidaceae,Dendrobium schneiderae,,F.M.Bailey,C,N,Least concern,,,262519,1074635,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12839
12840,Plantae,Equisetopsida,Orchidaceae,Dendrobium smillieae,,F.Muell.,SL,Y,Special least concern,Regional Endemic,,152745,884080,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12840
14631,Plantae,Equisetopsida,Orchidaceae,Dendrobium speciosum,,Sm.,SL,Y,Special least concern,Intranational,,165529,83520,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14631
37193,Plantae,Equisetopsida,Orchidaceae,Dendrobium stratiotes,,Rchb.f.,,,,,,152454,557500,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
12831,Plantae,Equisetopsida,Orchidaceae,Dendrobium tetragonum,tree spider orchid,A.Cunn.,SL,Y,Special least concern,Intranational,,152562,369241,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12831
12841,Plantae,Equisetopsida,Orchidaceae,Dendrobium toressae,,(F.M.Bailey) Dockrill,SL,Y,Special least concern,Queensland Endemic,,170456,1119248,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12841
8177,Plantae,Equisetopsida,Orchidaceae,Dendrobium trilamellatum,yellow antelope orchid,J.J.Sm.,SL,Y,Special least concern,Intranational,,170111,1142416,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8177
12844,Plantae,Equisetopsida,Orchidaceae,Didymoplexis pallens,crystal bells,Griff.,NT,Y,Near Threatened,Regional Endemic,,152537,427506,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12844
41762,Plantae,Equisetopsida,Orchidaceae,Dienia ophrydis,,(J.Koenig) Seidenf. & Ormerod,SL,Y,Special least concern,Queensland Endemic,,169946,427505,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=5765
8446,Plantae,Equisetopsida,Orchidaceae,Dipodium elegantulum,,D.L.Jones,SL,Y,Special least concern,Intranational,,152572,829441,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
14607,Plantae,Equisetopsida,Orchidaceae,Dipodium hamiltonianum,yellow hyacinth orchid,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,,152498,829445,LC Sensitive Species,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14607
14606,Plantae,Equisetopsida,Orchidaceae,Dipodium punctatum,,(Sm.) R.Br.,SL,Y,Special least concern,Intranational,,152499,334813,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14606
12791,Plantae,Equisetopsida,Orchidaceae,Dipodium stenocheilum,,O.Schwarz,SL,Y,Special least concern,Intranational,,152621,829458,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
9275,Plantae,Equisetopsida,Orchidaceae,Dipodium variegatum,,M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,,159369,321105,Least Concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9275
12793,Plantae,Equisetopsida,Orchidaceae,Diuris abbreviata,lemon doubletail,F.Muell. ex Benth.,SL,Y,Special least concern,Intranational,,152472,829460,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=12793
9276,Plantae,Equisetopsida,Orchidaceae,Diuris chrysantha,double yellow tails,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Intranational,,152876,829473,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
34632,Plantae,Equisetopsida,Orchidaceae,Diuris curta,,D.L.Jones,E,Y,Endangered,Intranational,,152709,829478,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
7943,Plantae,Equisetopsida,Orchidaceae,Diuris exitela,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,,152859,829487,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
7944,Plantae,Equisetopsida,Orchidaceae,Diuris lanceolata,snake orchid,Lindl.,C,Y,Least concern,,Endangered,152615,541386,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
7945,Plantae,Equisetopsida,Orchidaceae,Diuris luteola,northern yellow donkeys tails,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,,152484,829502,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321
