Unnamed: 0,id,name,commonName,scientificName_x,lsid,dataResourceUid,kvpValues,taxonId,W A  Status,D B C A  District,Distribution,status,sourceStatus,status description,category,sensitivityZoneId,W A  Rank,taxonRemarks,scientificName_y,canonicalName,canonicalNameComplete,type,rankMarker,wa_taxonID,wa_scientificName,wa_status,new_geoprivacy,status_id,taxon_id,user_id,description,iucn,authority,geoprivacy,place_id,place_display_name,new_url,new_description,new_authority,new_place_id,new_username,new_iucn_equivalent,new_status,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,taxonRank,references
0,2818496,Abutilon sp. Hamelin (A.M. Ashby 2196),,Abutilon sp. Hamelin (A.M.Ashby 2196),https://id.biodiversity.org.au/node/apni/2898729,dr18406,"[{'key': 'taxonId', 'value': '14112'}, {'key': 'W A  Status', 'value': '2'}, {'key': 'D B C A  District', 'value': 'Shark Bay'}, {'key': 'Distribution', 'value': 'Shark Bay, Hamelin Pool, Yaringa Stn'}, {'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}, {'key': 'status description', 'value': 'Priority 2: Poorly-known species - known from few locations, some on conservation lands'}, {'key': 'category', 'value': 'P2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14112,2,Shark Bay,"Shark Bay, Hamelin Pool, Yaringa Stn",Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",P2,WA,,,Abutilon sp. Hamelin (A.M. Ashby 2196),Abutilon spec.,Abutilon spec. Hamelin,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2821218,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),ALA_DR2201_3101,dr18406,"[{'key': 'taxonId', 'value': '14110'}, {'key': 'W A  Status', 'value': '3'}, {'key': 'D B C A  District', 'value': 'Karratha'}, {'key': 'Distribution', 'value': 'Onslow, Yaraloola Stn'}, {'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}, {'key': 'status description', 'value': 'Priority 3: Poorly-known species - known from several locations'}, {'key': 'category', 'value': 'P3'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14110,3,Karratha,"Onslow, Yaraloola Stn",Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,P3,WA,,,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),Abutilon spec.,Abutilon spec. Onslow,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819452,Abutilon sp. Pritzelianum (S. van Leeuwen 5095),,Abutilon sp. Pritzelianum (S.van Leeuwen 5095),https://id.biodiversity.org.au/node/apni/2905152,dr18406,"[{'key': 'taxonId', 'value': '43021'}, {'key': 'W A  Status', 'value': '3'}, {'key': 'D B C A  District', 'value': 'Karratha,Geraldton'}, {'key': 'Distribution', 'value': 'Carnarvon, Port Headland, Lake McLeod, Gascoyne Junction, Mardathuna Stn., Onslow,'}, {'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}, {'key': 'status description', 'value': 'Priority 3: Poorly-known species - known from several locations'}, {'key': 'category', 'value': 'P3'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",43021,3,"Karratha,Geraldton","Carnarvon, Port Headland, Lake McLeod, Gascoyne Junction, Mardathuna Stn., Onslow,",Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,P3,WA,,,Abutilon sp. Pritzelianum (S. van Leeuwen 5095),Abutilon spec.,Abutilon spec. Pritzelianum,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2820137,Abutilon sp. Quobba (H. Demarz 3858),,Abutilon sp. Quobba (H.Demarz 3858),https://id.biodiversity.org.au/node/apni/2920532,dr18406,"[{'key': 'taxonId', 'value': '14114'}, {'key': 'W A  Status', 'value': '2'}, {'key': 'D B C A  District', 'value': 'Exmouth,Geraldton,Shark Bay'}, {'key': 'Distribution', 'value': 'Quobba, Cape Range, Muggon Stn., Canarvon, Dorre Is., Gascoyne Junction'}, {'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}, {'key': 'status description', 'value': 'Priority 2: Poorly-known species - known from few locations, some on conservation lands'}, {'key': 'category', 'value': 'P2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14114,2,"Exmouth,Geraldton,Shark Bay","Quobba, Cape Range, Muggon Stn., Canarvon, Dorre Is., Gascoyne Junction",Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",P2,WA,,,Abutilon sp. Quobba (H. Demarz 3858),Abutilon spec.,Abutilon spec. Quobba,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819481,Abutilon sp. Warburton (A.S. George 8164),,Abutilon sp. Warburton (A.S.George 8164),https://id.biodiversity.org.au/node/apni/2890423,dr18406,"[{'key': 'taxonId', 'value': '14155'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Kalgoorlie'}, {'key': 'Distribution', 'value': 'Warburton'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14155,1,Kalgoorlie,Warburton,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Abutilon sp. Warburton (A.S. George 8164),Abutilon spec.,Abutilon spec. Warburton,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819171,Acacia monticola x tumida var. kulparn,,Acacia monticola x tumida var. kulparn,ALA_DR2201_788,dr18406,"[{'key': 'taxonId', 'value': '42183'}, {'key': 'W A  Status', 'value': '3'}, {'key': 'D B C A  District', 'value': 'West Kimberley'}, {'key': 'Distribution', 'value': 'Broome, James Price Point, Perpendicular Head, Derby, Kimberley Downs Stn., Bina Stn.'}, {'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}, {'key': 'status description', 'value': 'Priority 3: Poorly-known species - known from several locations'}, {'key': 'category', 'value': 'P3'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",42183,3,West Kimberley,"Broome, James Price Point, Perpendicular Head, Derby, Kimberley Downs Stn., Bina Stn.",Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,P3,WA,,,Acacia monticola x tumida var. kulparn,,,HYBRID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2818026,Acacia sp. Bigge Island (A.A. Mitchell 3436),,Acacia sp. Bigge Island (A.A. Mitchell 3436),ALA_DR2201_2601,dr18406,"[{'key': 'taxonId', 'value': '31593'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'East Kimberley'}, {'key': 'Distribution', 'value': 'E of Bigge Is.'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",31593,1,East Kimberley,E of Bigge Is.,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Bigge Island (A.A. Mitchell 3436),Acacia spec.,Acacia spec. Bigge Island,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2821763,Acacia sp. Binningup (G. Cockerton et al. WB 37784),,Acacia sp. Binningup (G.Cockerton et al. WB 37784),https://id.biodiversity.org.au/name/apni/51306337,dr18406,"[{'key': 'taxonId', 'value': '48762'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Blackwood,Wellington'}, {'key': 'Distribution', 'value': 'Binningup, Busselton'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",48762,1,"Blackwood,Wellington","Binningup, Busselton",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Binningup (G. Cockerton et al. WB 37784),Acacia spec.,Acacia spec. Binningup,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2817492,Acacia sp. Cockburn Range (R. Pullen 10. 763),,Acacia sp. Cockburn Range (R.Pullen 10.763),https://id.biodiversity.org.au/node/apni/2897323,dr18406,"[{'key': 'taxonId', 'value': '18608'}, {'key': 'W A  Status', 'value': '3'}, {'key': 'D B C A  District', 'value': 'East Kimberley'}, {'key': 'Distribution', 'value': 'Cockburn Range, Gibb River Stn., Ord River'}, {'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}, {'key': 'status description', 'value': 'Priority 3: Poorly-known species - known from several locations'}, {'key': 'category', 'value': 'P3'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",18608,3,East Kimberley,"Cockburn Range, Gibb River Stn., Ord River",Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,P3,WA,,,Acacia sp. Cockburn Range (R. Pullen 10. 763),Acacia sp.Cockburn,Acacia sp.Cockburn,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2817970,Acacia sp. Edgar Range (S.D. Hopper 1763),,Acacia sp. Edgar Range (S.D.Hopper 1763),https://id.biodiversity.org.au/node/apni/2912294,dr18406,"[{'key': 'taxonId', 'value': '18607'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'West Kimberley'}, {'key': 'Distribution', 'value': 'Edgar Range'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",18607,1,West Kimberley,Edgar Range,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Edgar Range (S.D. Hopper 1763),Acacia spec.,Acacia spec. Edgar Range,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819329,Acacia sp. Esperance (M.A. Burgman 1833b),,Acacia sp. Esperance (M.A.Burgman 1833b),https://id.biodiversity.org.au/node/apni/2896382,dr18406,"[{'key': 'taxonId', 'value': '14144'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Esperance'}, {'key': 'Distribution', 'value': 'N of Esperance'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14144,1,Esperance,N of Esperance,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Esperance (M.A. Burgman 1833b),Acacia sp.Esperance(M.A.Burgman-1833b),Acacia sp.Esperance(M.A.Burgman-1833b),INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2817687,Acacia sp. Forrestania (D. Angus DA 3001),,Acacia sp. Forrestania (D.Angus DA 3001),https://id.biodiversity.org.au/name/apni/51346697,dr18406,"[{'key': 'taxonId', 'value': '49458'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Great Southern'}, {'key': 'Distribution', 'value': 'Mt Holland'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",49458,1,Great Southern,Mt Holland,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Forrestania (D. Angus DA 3001),Acacia spec.,Acacia spec. Forrestania,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819796,Acacia sp. Goodlands (B.R. Maslin 7761),,Acacia sp. Goodlands (B.R.Maslin 7761),https://id.biodiversity.org.au/node/apni/2903701,dr18406,"[{'key': 'taxonId', 'value': '19154'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'Lake Moore'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",19154,1,Central Wheatbelt,Lake Moore,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Goodlands (B.R. Maslin 7761),Acacia spec.,Acacia spec. Goodlands,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819573,Acacia sp. Jack Hills (R. Meissner & Y. Caruso 4),,Acacia sp. Jack Hills (R. Meissner & Y. Caruso 4),ALA_DR2201_2890,dr18406,"[{'key': 'taxonId', 'value': '31271'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Geraldton'}, {'key': 'Distribution', 'value': 'Jack Hills'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",31271,1,Geraldton,Jack Hills,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Jack Hills (R. Meissner & Y. Caruso 4),Acacia spec.,Acacia spec. Jack Hills,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819894,Acacia sp. Kalannie North (B.R. Maslin 7702),,Acacia sp. Kalannie North (B.R.Maslin 7702),https://id.biodiversity.org.au/node/apni/2916963,dr18406,"[{'key': 'taxonId', 'value': '19152'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'Kalannie, Goodlands'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",19152,1,Central Wheatbelt,"Kalannie, Goodlands",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Kalannie North (B.R. Maslin 7702),Acacia spec.,Acacia spec. Kalannie North,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2818084,Acacia sp. Kalannie North East (B.R. Maslin 7519),,Acacia sp. Kalannie North East (B.R.Maslin 7519),https://id.biodiversity.org.au/node/apni/2920764,dr18406,"[{'key': 'taxonId', 'value': '19151'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'Kalannie, Carlyarn'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",19151,1,Central Wheatbelt,"Kalannie, Carlyarn",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Kalannie North East (B.R. Maslin 7519),Acacia spec.,Acacia spec. Kalannie North East,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819245,Acacia sp. L Kimberley Flora (T.G. Hartley 14569),,Acacia sp. L Kimberley Flora (T.G. Hartley 14569),ALA_DR2201_2603,dr18406,"[{'key': 'taxonId', 'value': '29151'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'East Kimberley'}, {'key': 'Distribution', 'value': 'Helby River, Cape Dussejour'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",29151,1,East Kimberley,"Helby River, Cape Dussejour",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. L Kimberley Flora (T.G. Hartley 14569),Acacia spec.,Acacia spec. L Kimberley Flora,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819675,Acacia sp. Manmanning (B.R. Maslin 7711),,Acacia sp. Manmanning (B.R.Maslin 7711),https://id.biodiversity.org.au/node/apni/2902289,dr18406,"[{'key': 'taxonId', 'value': '19153'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'Kalannie, Manmanning'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",19153,1,Central Wheatbelt,"Kalannie, Manmanning",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Manmanning (B.R. Maslin 7711),Acacia spec.,Acacia spec. Manmanning,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2821382,Acacia sp. Marble Bar (J.G. & M.H. Simmons 3499),,Acacia sp. Marble Bar (J.G. & M.H.Simmons 3499),https://id.biodiversity.org.au/node/apni/2906533,dr18406,"[{'key': 'taxonId', 'value': '29994'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Karratha'}, {'key': 'Distribution', 'value': 'Marble Bar'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",29994,1,Karratha,Marble Bar,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Marble Bar (J.G. & M.H. Simmons 3499),Acacia spec.,Acacia spec. Marble Bar,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819471,Acacia sp. Marshall Pool (G. Cockerton 3024),,Acacia sp. Marshall Pool (G. Cockerton 3024),ALA_DR2201_631,dr18406,"[{'key': 'taxonId', 'value': '18424'}, {'key': 'W A  Status', 'value': '3'}, {'key': 'D B C A  District', 'value': 'Kalgoorlie'}, {'key': 'Distribution', 'value': 'Leonora, Melita Stn., Weebo Stn.'}, {'key': 'status', 'value': 'Priority 3: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P3'}, {'key': 'status description', 'value': 'Priority 3: Poorly-known species - known from several locations'}, {'key': 'category', 'value': 'P3'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",18424,3,Kalgoorlie,"Leonora, Melita Stn., Weebo Stn.",Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,P3,WA,,,Acacia sp. Marshall Pool (G. Cockerton 3024),Acacia spec.,Acacia spec. Marshall Pool,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2817878,Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235),,Acacia sp. Muggon Station (S.Patrick & D.Edinger SP3235),https://id.biodiversity.org.au/node/apni/2920762,dr18406,"[{'key': 'taxonId', 'value': '20332'}, {'key': 'W A  Status', 'value': '2'}, {'key': 'D B C A  District', 'value': 'Geraldton'}, {'key': 'Distribution', 'value': 'Muggon Station, Curbur Station'}, {'key': 'status', 'value': 'Priority 2: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P2'}, {'key': 'status description', 'value': 'Priority 2: Poorly-known species - known from few locations, some on conservation lands'}, {'key': 'category', 'value': 'P2'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",20332,2,Geraldton,"Muggon Station, Curbur Station",Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",P2,WA,,,Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235),Acacia spec.,Acacia spec. Muggon Station,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819264,Acacia sp. New Norcia (E.A. Griffin 5917),,Acacia sp. New Norcia (E.A.Griffin 5917),https://id.biodiversity.org.au/node/apni/2888723,dr18406,"[{'key': 'taxonId', 'value': '14042'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'New Norcia'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",14042,1,Central Wheatbelt,New Norcia,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. New Norcia (E.A. Griffin 5917),Acacia spec.,Acacia spec. New Norcia,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2819423,Acacia sp. Nullagine (B.R. Maslin 4955),,Acacia sp. Nullagine (B.R.Maslin 4955),https://id.biodiversity.org.au/node/apni/2920437,dr18406,"[{'key': 'taxonId', 'value': '29995'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Karratha'}, {'key': 'Distribution', 'value': 'Nullagine'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",29995,1,Karratha,Nullagine,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Nullagine (B.R. Maslin 4955),Acacia spec.,Acacia spec. Nullagine,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2820328,Acacia sp. Petrudor Rocks (B.R. Maslin 7714),,Acacia sp. Petrudor Rocks (B.R.Maslin 7714),https://id.biodiversity.org.au/node/apni/2887190,dr18406,"[{'key': 'taxonId', 'value': '18611'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Central Wheatbelt'}, {'key': 'Distribution', 'value': 'Petruder Rocks, Kalannie, Koorda'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",18611,1,Central Wheatbelt,"Petruder Rocks, Kalannie, Koorda",Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Petrudor Rocks (B.R. Maslin 7714),Acacia spec.,Acacia spec. Petrudor Rocks,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2820947,Acacia sp. Ravensthorpe Range (B.R. Maslin 5463),,Acacia sp. Ravensthorpe Range (B.R.Maslin 5463),https://id.biodiversity.org.au/node/apni/2903991,dr18406,"[{'key': 'taxonId', 'value': '18630'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Albany'}, {'key': 'Distribution', 'value': 'Ravensthorpe Range'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",18630,1,Albany,Ravensthorpe Range,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Ravensthorpe Range (B.R. Maslin 5463),Acacia spec.,Acacia spec. Ravensthorpe Range,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2818160,Acacia sp. Southern Cross (G. Cockerton et al. WB 38518),,Acacia sp. Southern Cross (G.Cockerton et al. WB 38518),https://id.biodiversity.org.au/name/apni/51306340,dr18406,"[{'key': 'taxonId', 'value': '48686'}, {'key': 'W A  Status', 'value': '1'}, {'key': 'D B C A  District', 'value': 'Kalgoorlie'}, {'key': 'Distribution', 'value': 'Koolyanobbing'}, {'key': 'status', 'value': 'Priority 1: Poorly-known species'}, {'key': 'sourceStatus', 'value': 'P1'}, {'key': 'status description', 'value': 'Priority 1: Poorly-known species - known from few locations, none on conservation lands'}, {'key': 'category', 'value': 'P1'}, {'key': 'sensitivityZoneId', 'value': 'WA'}]",48686,1,Kalgoorlie,Koolyanobbing,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",P1,WA,,,Acacia sp. Southern Cross (G. Cockerton et al. WB 38518),Acacia spec.,Acacia spec. Southern Cross,INFORMAL,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
