id_x,taxon_id,user_id,place_id,source_id,authority,status,url,description,geoprivacy,iucn,created_at,updated_at,place_name,place_display_name,id_y,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references,preferred_common_name,is_active,current_synonymous_taxon_ids
170418,1092223,3669610,6825,,NSW Office of Environment & Heritage,CR,https://www.environment.nsw.gov.au/threatenedSpeciesApp/profile.aspx?id=20334,,,50,2021-08-02 22:34:25.571595,2021-08-02 22:34:25.571595,New South Wales,"New South Wales, AU",1092223,https://www.inaturalist.org/taxa/1092223,https://www.inaturalist.org/taxa/1092223,https://www.inaturalist.org/taxa/54916,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,althaeoides,,2021-08-06T07:54:02Z,Cucumis althaeoides,species,https://eol.org/pages/49899404,,,
170012,1264442,708886,6827,16654,WA Department of Environment and Convservation,vulnerable,https://lists.ala.org.au/speciesListItem/list/dr467#download,,obscured,30,2021-07-21 00:41:52.292879,2021-07-21 00:41:52.292879,Western Australia,"Western Australia, AU",,,,,,,,,,,,,,Arctophoca tropicalis,,,Subantarctic Fur Seal,False,[41753]
264969,985264,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-12 14:41:41.632736,2022-06-12 14:41:41.632736,Victoria,"Victoria, AU",985264,https://www.inaturalist.org/taxa/985264,https://www.inaturalist.org/taxa/985264,https://www.inaturalist.org/taxa/196944,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Austrostipa,nivicola,,2022-06-12T14:41:41Z,Austrostipa nivicola,species,,,,
155346,972064,,6744,,Environmental Protection and Biodiversity Conservation Act 1999,Critically Endangered,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64598,Listed as Critically Endangered under EPBC Act from 21-Nov-2013,obscured,50,2019-12-01 23:17:45.310013,2022-06-11 07:28:12.127228,Australia,Australia,972064,https://www.inaturalist.org/taxa/972064,https://www.inaturalist.org/taxa/972064,https://www.inaturalist.org/taxa/83401,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,valida,,2021-08-16T10:50:40Z,Pterostylis valida,species,,,,
264997,861076,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-12 17:11:35.689313,2022-06-12 17:11:35.689313,Victoria,"Victoria, AU",861076,https://www.inaturalist.org/taxa/861076,https://www.inaturalist.org/taxa/861076,https://www.inaturalist.org/taxa/140838,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,aurantiaca,,2022-06-12T17:11:35Z,Caladenia aurantiaca,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9759979,,,
170607,934233,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,40,2021-08-16 15:29:45.161612,2022-06-09 11:13:41.175626,Victoria,"Victoria, AU",934233,https://www.inaturalist.org/taxa/934233,https://www.inaturalist.org/taxa/934233,https://www.inaturalist.org/taxa/140838,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,cruciformis,,2022-06-09T11:13:41Z,Caladenia cruciformis,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9760291,,,
170603,32183,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,40,2021-08-16 09:34:54.269577,2022-06-09 12:06:03.521675,Victoria,"Victoria, AU",32183,https://www.inaturalist.org/taxa/32183,https://www.inaturalist.org/taxa/32183,https://www.inaturalist.org/taxa/50238,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,metcalfei,2021-08-16T09:34:54Z,Morelia spilota metcalfei,subspecies,http://reptile-database.reptarium.cz/search.php?genus=Morelia&species=spilota&subspecies=metcalfei&submit=Search,,,
170455,1030024,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=9367,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-08-03 10:14:53.727939,2021-08-03 10:14:53.727939,Queensland,"Queensland, AU",1030024,https://www.inaturalist.org/taxa/1030024,https://www.inaturalist.org/taxa/1030024,https://www.inaturalist.org/taxa/882428,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,lichenastrum,,2022-04-09T04:19:22Z,Dendrobium lichenastrum,species,https://eol.org/pages/1099986,,,
170457,1157024,58320,7308,,Queensland Nature Conservation Act 1992,Vulnerable,https://apps.des.qld.gov.au/species-search/details/?id=10523,,obscured,30,2021-08-03 10:34:57.838699,2021-08-03 10:34:57.838699,Queensland,"Queensland, AU",1157024,https://www.inaturalist.org/taxa/1157024,https://www.inaturalist.org/taxa/1157024,https://www.inaturalist.org/taxa/958946,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,fellowsii,,2021-08-03T10:34:57Z,Dendrobium fellowsii,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9803390,,,
169813,1262109,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=22806,Least concern but listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-07-07 09:57:56.818049,2021-08-06 13:56:33.650002,Queensland,"Queensland, AU",1262109,https://www.inaturalist.org/taxa/1262109,https://www.inaturalist.org/taxa/1262109,https://www.inaturalist.org/taxa/140357,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thrixspermum,congestum,,2021-07-07T09:57:56Z,Thrixspermum congestum,species,http://plantsoftheworldonline.org/,,,
152703,874635,708886,7308,16653,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=35904,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2019-07-23 00:08:35.970039,2021-08-06 13:57:45.819855,Queensland,"Queensland, AU",874635,https://www.inaturalist.org/taxa/874635,https://www.inaturalist.org/taxa/874635,https://www.inaturalist.org/taxa/140417,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Sarcochilus,parviflorus,,2021-10-05T08:41:34Z,Sarcochilus parviflorus,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9725883,,,
152881,426563,708886,7308,16653,Queensland Government,Confidential,https://apps.des.qld.gov.au/species-search/details/?id=21419,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,0,2019-07-23 00:09:19.66095,2021-08-07 00:32:06.317442,Queensland,"Queensland, AU",426563,https://www.inaturalist.org/taxa/426563,https://www.inaturalist.org/taxa/426563,https://www.inaturalist.org/taxa/542123,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Robiquetia,,,2021-08-07T00:31:39Z,Robiquetia,genus,http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2365139,,,
152716,426824,708886,7308,16653,Queensland Government,Confidential,https://apps.des.qld.gov.au/species-search/details/?id=21620,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,0,2019-07-23 00:08:39.225704,2021-08-07 00:34:08.842423,Queensland,"Queensland, AU",426824,https://www.inaturalist.org/taxa/426824,https://www.inaturalist.org/taxa/426824,https://www.inaturalist.org/taxa/790396,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thelasis,,,2021-08-07T00:34:08Z,Thelasis,genus,http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2479890,,,
152651,370001,708886,7308,16653,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=13963,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2019-07-23 00:08:24.265213,2021-08-07 12:28:34.198219,Queensland,"Queensland, AU",370001,https://www.inaturalist.org/taxa/370001,https://www.inaturalist.org/taxa/370001,https://www.inaturalist.org/taxa/128976,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cymbidium,madidum,,2021-06-06T09:27:15Z,Cymbidium madidum,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9801776,,,
170477,140333,58320,6744,,Environmental Protection and Biodiversity Conservation Act 1999,Vulnerable,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4494,,obscured,30,2021-08-07 12:46:43.667791,2021-08-07 12:46:43.667791,Australia,Australia,140333,https://www.inaturalist.org/taxa/140333,https://www.inaturalist.org/taxa/140333,https://www.inaturalist.org/taxa/140284,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vanda,hindsii,,2022-02-05T09:16:33Z,Vanda hindsii,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7249928,,,
165362,370219,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=8197,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-01-05 07:24:25.43217,2021-11-09 22:28:33.375832,Queensland,"Queensland, AU",370219,https://www.inaturalist.org/taxa/370219,https://www.inaturalist.org/taxa/370219,https://www.inaturalist.org/taxa/140659,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Geodorum,densiflorum,,2021-11-09T22:14:31Z,Geodorum densiflorum,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9814471,,,
152742,83357,708886,7308,16653,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=12809,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2019-07-23 00:08:46.514797,2021-07-24 11:05:21.71199,Queensland,"Queensland, AU",83357,https://www.inaturalist.org/taxa/83357,https://www.inaturalist.org/taxa/83357,https://www.inaturalist.org/taxa/83358,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Glossodia,major,,2021-07-24T11:05:21Z,Glossodia major,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7312152,,,
153871,37012,708886,7830,16656,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,50,2019-07-23 00:13:11.869042,2021-07-24 12:34:37.433655,Victoria,"Victoria, AU",37012,https://www.inaturalist.org/taxa/37012,https://www.inaturalist.org/taxa/37012,https://www.inaturalist.org/taxa/37010,Animalia,Chordata,Reptilia,Squamata,Scincidae,Cyclodomorphus,praealtus,,2022-04-07T23:59:58Z,Cyclodomorphus praealtus,species,http://reptile-database.reptarium.cz/search.php?genus=Cyclodomorphus&species=praealtus&submit=Search,,,
170099,37012,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Endangered,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64721,,obscured,40,2021-07-24 12:34:37.524524,2021-07-24 12:34:37.524524,Australia,Australia,37012,https://www.inaturalist.org/taxa/37012,https://www.inaturalist.org/taxa/37012,https://www.inaturalist.org/taxa/37010,Animalia,Chordata,Reptilia,Squamata,Scincidae,Cyclodomorphus,praealtus,,2022-04-07T23:59:58Z,Cyclodomorphus praealtus,species,http://reptile-database.reptarium.cz/search.php?genus=Cyclodomorphus&species=praealtus&submit=Search,,,
170107,894252,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=14017,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-07-26 04:49:29.265545,2021-07-26 04:49:29.265545,Queensland,"Queensland, AU",894252,https://www.inaturalist.org/taxa/894252,https://www.inaturalist.org/taxa/894252,https://www.inaturalist.org/taxa/1042654,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,exiguum,,2022-08-03T12:15:20Z,Bulbophyllum exiguum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9750481,,,
170108,1109879,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=10323,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-07-26 04:53:36.252107,2021-07-26 04:53:36.252107,Queensland,"Queensland, AU",1109879,https://www.inaturalist.org/taxa/1109879,https://www.inaturalist.org/taxa/1109879,https://www.inaturalist.org/taxa/128971,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,schillerianum,,2022-07-12T14:04:31Z,Bulbophyllum schillerianum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9756730,,,
152895,882400,708886,7308,16653,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=13284,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2019-07-23 00:09:22.830308,2021-07-26 05:04:56.861584,Queensland,"Queensland, AU",882400,https://www.inaturalist.org/taxa/882400,https://www.inaturalist.org/taxa/882400,https://www.inaturalist.org/taxa/882399,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,bifalce,,2021-07-26T05:04:56Z,Dendrobium bifalce,species,https://eol.org/pages/1093892,,,
152512,534410,708886,7308,16653,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=12834,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2019-07-23 00:07:51.591603,2021-07-26 05:06:39.354233,Queensland,"Queensland, AU",534410,https://www.inaturalist.org/taxa/534410,https://www.inaturalist.org/taxa/534410,https://www.inaturalist.org/taxa/882406,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,gracilicaule,,2021-06-16T08:38:30Z,Dendrobium gracilicaule,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9803465,,,
265773,1399684,3669610,6825,,NSW Office of Environment & Heritage,EN,https://www.environment.nsw.gov.au/threatenedspeciesapp/profile.aspx?id=10231,,open,40,2022-07-02 11:27:10.369379,2022-07-02 11:27:10.369379,New South Wales,"New South Wales, AU",1399684,https://www.inaturalist.org/taxa/1399684,https://www.inaturalist.org/taxa/1399684,https://www.inaturalist.org/taxa/319392,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Diploglottis,campbellii,,2022-07-02T11:18:33Z,Diploglottis campbellii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:782806-1,,,
170109,1063311,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Endangered,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11289,,obscured,40,2021-07-26 05:14:47.18455,2021-07-26 05:16:23.142957,Australia,Australia,1063311,https://www.inaturalist.org/taxa/1063311,https://www.inaturalist.org/taxa/1063311,https://www.inaturalist.org/taxa/882418,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,nindii,,2022-07-12T13:16:22Z,Dendrobium nindii,species,https://eol.org/pages/1094072,,,
170110,1063311,58320,7308,,Queensland Nature Conservation Act 1992,Endangered,https://apps.des.qld.gov.au/species-search/details/?id=12837,,obscured,40,2021-07-26 05:16:23.495885,2021-07-26 05:16:23.495885,Queensland,"Queensland, AU",1063311,https://www.inaturalist.org/taxa/1063311,https://www.inaturalist.org/taxa/1063311,https://www.inaturalist.org/taxa/882418,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,nindii,,2022-07-12T13:16:22Z,Dendrobium nindii,species,https://eol.org/pages/1094072,,,
165531,369236,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=12828,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-01-08 09:52:32.177082,2021-07-26 05:19:42.920285,Queensland,"Queensland, AU",369236,https://www.inaturalist.org/taxa/369236,https://www.inaturalist.org/taxa/369236,https://www.inaturalist.org/taxa/882418,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,discolor,,2021-01-08T09:52:32Z,Dendrobium discolor,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9803318,,,
170111,1142416,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=8177,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-07-26 05:20:57.919648,2021-07-26 05:20:57.919648,Queensland,"Queensland, AU",1142416,https://www.inaturalist.org/taxa/1142416,https://www.inaturalist.org/taxa/1142416,https://www.inaturalist.org/taxa/882418,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,trilamellatum,,2022-11-07T07:38:47Z,Dendrobium trilamellatum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9804343,,,
170112,784021,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Vulnerable ,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13585,,obscured,30,2021-07-26 05:23:56.823815,2021-07-26 05:23:56.823815,Australia,Australia,784021,https://www.inaturalist.org/taxa/784021,https://www.inaturalist.org/taxa/784021,https://www.inaturalist.org/taxa/882418,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,johannis,,2022-07-12T13:17:23Z,Dendrobium johannis,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9803600,,,
170113,344967,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Vulnerable,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10306,,obscured,30,2021-07-26 05:27:18.145339,2021-07-26 05:27:18.145339,Australia,Australia,344967,https://www.inaturalist.org/taxa/344967,https://www.inaturalist.org/taxa/344967,https://www.inaturalist.org/taxa/882419,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,bigibbum,,2021-07-26T05:27:18Z,Dendrobium bigibbum,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9803057,,,
170114,344967,58320,7308,,Queensland Nature Conservation Act 1992,Vulnerable,https://apps.des.qld.gov.au/species-search/details/?id=13977,,obscured,30,2021-07-26 05:27:18.225965,2021-07-26 05:27:18.225965,Queensland,"Queensland, AU",344967,https://www.inaturalist.org/taxa/344967,https://www.inaturalist.org/taxa/344967,https://www.inaturalist.org/taxa/882419,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,bigibbum,,2021-07-26T05:27:18Z,Dendrobium bigibbum,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9803057,,,
170115,1266412,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Endangered ,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64865,,obscured,40,2021-07-26 13:36:02.197839,2021-07-26 13:36:02.197839,Australia,Australia,1266412,https://www.inaturalist.org/taxa/1266412,https://www.inaturalist.org/taxa/1266412,https://www.inaturalist.org/taxa/83370,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calochilus,richiae,,2021-10-01T07:59:53Z,Calochilus richiae,species,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39118#null,,,
170116,1266412,58320,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,50,2021-07-26 13:36:02.291454,2021-07-26 13:36:02.291454,Victoria,"Victoria, AU",1266412,https://www.inaturalist.org/taxa/1266412,https://www.inaturalist.org/taxa/1266412,https://www.inaturalist.org/taxa/83370,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calochilus,richiae,,2021-10-01T07:59:53Z,Calochilus richiae,species,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39118#null,,,
170456,1119248,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=12841,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-08-03 10:16:48.789227,2021-08-03 10:16:48.789227,Queensland,"Queensland, AU",1119248,https://www.inaturalist.org/taxa/1119248,https://www.inaturalist.org/taxa/1119248,https://www.inaturalist.org/taxa/882428,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,toressae,,2021-08-03T10:16:48Z,Dendrobium toressae,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9804319,,,
165523,481665,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=17506,Listed as 'confidential' by the Queensland Department of Environment and Science,obscured,10,2021-01-08 08:20:05.678486,2021-08-07 12:29:17.180413,Queensland,"Queensland, AU",481665,https://www.inaturalist.org/taxa/481665,https://www.inaturalist.org/taxa/481665,https://www.inaturalist.org/taxa/128976,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cymbidium,suave,,2021-01-08T08:20:05Z,Cymbidium suave,species,,,,
170610,36957,3669610,6744,,Australian Government,VU,https://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1665,,obscured,30,2021-08-17 03:34:46.520491,2021-08-17 03:34:46.520491,Australia,Australia,36957,https://www.inaturalist.org/taxa/36957,https://www.inaturalist.org/taxa/36957,https://www.inaturalist.org/taxa/36949,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Aprasia,parapulchella,,2022-04-07T23:19:10Z,Aprasia parapulchella,species,http://reptile-database.reptarium.cz/search.php?genus=Aprasia&species=parapulchella&submit=Search,,,
170611,36957,3669610,6825,,NSW Office of Environment & Heritage,VU,https://www.environment.nsw.gov.au/threatenedspeciesapp/profile.aspx?id=10061,,obscured,30,2021-08-17 03:34:46.561073,2021-08-17 03:34:46.561073,New South Wales,"New South Wales, AU",36957,https://www.inaturalist.org/taxa/36957,https://www.inaturalist.org/taxa/36957,https://www.inaturalist.org/taxa/36949,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Aprasia,parapulchella,,2022-04-07T23:19:10Z,Aprasia parapulchella,species,http://reptile-database.reptarium.cz/search.php?genus=Aprasia&species=parapulchella&submit=Search,,,
264522,902957,1138587,6744,,Environment Protection and Biodiversity Conservation Act 1999,EN,https://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21927,,open,40,2022-05-25 02:55:01.18621,2022-05-25 02:55:01.18621,Australia,Australia,902957,https://www.inaturalist.org/taxa/902957,https://www.inaturalist.org/taxa/902957,https://www.inaturalist.org/taxa/122324,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Allocasuarina,thalassoscopica,,2022-05-25T02:55:01Z,Allocasuarina thalassoscopica,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/4333055,,,
170117,1244136,58320,6744,,Environment Protection and Biodiversity Conservation Act 1999,Vulnerable,http://environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64021,,,30,2021-07-26 13:43:23.361545,2021-07-26 13:43:23.361545,Australia,Australia,1244136,https://www.inaturalist.org/taxa/1244136,https://www.inaturalist.org/taxa/1244136,https://www.inaturalist.org/taxa/122025,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,xanthope,,2021-07-28T03:30:12Z,Corymbia xanthope,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9799361,,,
170118,1244136,58320,7308,,Queensland Nature Conservation Act 1992,Vulnerable,https://apps.des.qld.gov.au/species-search/details/?id=6568,,,30,2021-07-26 13:43:23.416409,2021-07-26 13:43:23.416409,Queensland,"Queensland, AU",1244136,https://www.inaturalist.org/taxa/1244136,https://www.inaturalist.org/taxa/1244136,https://www.inaturalist.org/taxa/122025,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,xanthope,,2021-07-28T03:30:12Z,Corymbia xanthope,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9799361,,,
170143,23604,58320,7308,,Queensland Nature Conservation Act 1992,Least concern,https://apps.des.qld.gov.au/species-search/details/?id=617,,,10,2021-07-27 09:01:58.362302,2021-07-27 09:01:58.362302,Queensland,"Queensland, AU",23604,https://www.inaturalist.org/taxa/23604,https://www.inaturalist.org/taxa/23604,https://www.inaturalist.org/taxa/23541,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Litoria,,,2021-11-23T17:40:38Z,Litoria dentata,complex,http://research.amnh.org/vz/herpetology/amphibia/?action=names&taxon=Litoria+dentata,,,
170144,23604,58320,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,,50,2021-07-27 09:01:58.435646,2021-07-27 09:01:58.435646,Victoria,"Victoria, AU",23604,https://www.inaturalist.org/taxa/23604,https://www.inaturalist.org/taxa/23604,https://www.inaturalist.org/taxa/23541,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Litoria,,,2021-11-23T17:40:38Z,Litoria dentata,complex,http://research.amnh.org/vz/herpetology/amphibia/?action=names&taxon=Litoria+dentata,,,
170151,25260,702203,7830,,FFG Threatened List,EN,https://www.environment.vic.gov.au/__data/assets/pdf_file/0031/533893/20210714-FFG-Threatened-List.pdf,,,40,2021-07-27 13:20:42.967539,2021-07-27 13:20:42.967539,Victoria,"Victoria, AU",25260,https://www.inaturalist.org/taxa/25260,https://www.inaturalist.org/taxa/25260,https://www.inaturalist.org/taxa/25249,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,bibronii,,2021-07-27T13:20:42Z,Pseudophryne bibronii,species,http://research.amnh.org/vz/herpetology/amphibia/?action=names&taxon=Pseudophryne+bibronii,,,
170152,25251,702203,7830,,FFG Threatened List,EN,https://www.environment.vic.gov.au/__data/assets/pdf_file/0031/533893/20210714-FFG-Threatened-List.pdf,,,40,2021-07-27 13:27:24.99855,2021-07-27 13:27:24.99855,Victoria,"Victoria, AU",25251,https://www.inaturalist.org/taxa/25251,https://www.inaturalist.org/taxa/25251,https://www.inaturalist.org/taxa/25249,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,semimarmorata,,2022-04-07T03:06:02Z,Pseudophryne semimarmorata,species,http://research.amnh.org/vz/herpetology/amphibia/?action=names&taxon=Pseudophryne+semimarmorata,,,
264917,4192,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,50,2022-06-11 06:05:47.522746,2022-06-11 06:05:47.522746,Victoria,"Victoria, AU",4192,https://www.inaturalist.org/taxa/4192,https://www.inaturalist.org/taxa/4192,https://www.inaturalist.org/taxa/4190,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,fusca,,2022-06-11T06:05:47Z,Phoebetria fusca,species,http://www.birdlife.org/datazone/speciesfactsheet.php?id=3967,,,
170146,892980,702203,7830,,FFG Threatened List,CR,https://www.environment.vic.gov.au/__data/assets/pdf_file/0031/533893/20210714-FFG-Threatened-List.pdf,,,50,2021-07-27 12:40:15.835245,2021-07-27 14:44:54.812877,Victoria,"Victoria, AU",892980,https://www.inaturalist.org/taxa/892980,https://www.inaturalist.org/taxa/892980,https://www.inaturalist.org/taxa/139296,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Daviesia,pectinata,,2021-07-27T12:40:15Z,Daviesia pectinata,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/585819,,,
