id,taxonid,taxonname,taxonstatus,authority,taxonurl,user_id,taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152859.0,829487.0,Diuris exitela,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,7943.0,Plantae,Equisetopsida,Orchidaceae,Diuris exitela,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152860.0,100640.0,Euastacus monteithorum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,33596.0,Animalia,Malacostraca,Parastacidae,Euastacus monteithorum,,"Morgan, 1989",E,Y,Endangered,Queensland Endemic,
152834.0,140331.0,Tainia,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21587,708886.0,21587.0,Plantae,Equisetopsida,Orchidaceae,Tainia,,,C,N,Least concern,Unknown,
152833.0,893253.0,Plectorrhiza tridentata,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14320,708886.0,14320.0,Plantae,Equisetopsida,Orchidaceae,Plectorrhiza tridentata,tangle orchid,(Lindl.) Dockrill,SL,Y,Special least concern,Intranational,
152857.0,366364.0,Epipogium,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20684,708886.0,20684.0,Plantae,Equisetopsida,Orchidaceae,Epipogium,,,,N,,Unknown,
152846.0,426364.0,Vrydagzynea,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21729,708886.0,21729.0,Plantae,Equisetopsida,Orchidaceae,Vrydagzynea,,,,N,,Unknown,
152861.0,906516.0,Sarcochilus dilatatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12659.0,Plantae,Equisetopsida,Orchidaceae,Sarcochilus dilatatus,brown sarcochilus,F.Muell.,SL,Y,Special least concern,Queensland Endemic,
152839.0,557266.0,Corybas hispidus,LC Confidential Species (SL),QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=14005,708886.0,14005.0,Plantae,Equisetopsida,Orchidaceae,Corybas hispidus,bristly helmet orchid,D.L.Jones,SL,Y,Special least concern,Intranational,
152862.0,107382.0,Oedura jowalbinna,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,32050.0,Animalia,Reptilia,Diplodactylidae,Oedura jowalbinna,Quinkan velvet gecko,"Hoskin & Higgie, 2008",C,N,Least concern,Queensland Endemic,
152864.0,163859.0,Huperzia serrata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12357.0,Plantae,Equisetopsida,Lycopodiaceae,Huperzia serrata,,(Thunb. ex Murray) Trevis.,PE,Y,Extinct in the wild,Regional Endemic,Extinct
152865.0,829531.0,Diuris tricolor,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8198.0,Plantae,Equisetopsida,Orchidaceae,Diuris tricolor,,Fitzg.,SL,Y,Special least concern,Intranational,
152866.0,871290.0,Dendrobium affine,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,37682.0,Plantae,Equisetopsida,Orchidaceae,Dendrobium affine,,(Decne.) Steud.,,,,,
152878.0,83369.0,Calochilus robertsonii,LC,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=15832,708886.0,15832.0,Plantae,Equisetopsida,Orchidaceae,Calochilus robertsonii,purplish beard orchid,Benth.,SL,Y,Special least concern,Intranational,
152868.0,898110.0,Phlegmariurus dalhousieanus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,34757.0,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus dalhousieanus,blue tassel-fern,(Spring) A.R.Field & Bostock,CR,Y,Critically Endangered,Regional Endemic,Endangered
152869.0,540187.0,Saproscincus saltus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,34971.0,Animalia,Reptilia,Scincidae,Saproscincus saltus,Cape Melville shade skink,"Hoskin, 2013",C,N,Least concern,Queensland Endemic,
152870.0,136220.0,Cycas candida,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,27956.0,Plantae,Equisetopsida,Cycadaceae,Cycas candida,,K.D.Hill,SL,Y,Special least concern,Queensland Endemic,
152871.0,71977.0,Aponogeton,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,17957.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton,,,,N,,Unknown,
152872.0,426825.0,Thelasis carinata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12673.0,Plantae,Equisetopsida,Orchidaceae,Thelasis carinata,,Blume,V,Y,Vulnerable,Regional Endemic,
152873.0,509108.0,Amytornis rowleyi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,1568.0,Animalia,Aves,Maluridae,Amytornis rowleyi,rusty grasswren,"(Gould, 1840)",NT,Y,Near Threatened,Intranational,
152876.0,829473.0,Diuris chrysantha,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,9276.0,Plantae,Equisetopsida,Orchidaceae,Diuris chrysantha,double yellow tails,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Intranational,
152891.0,429633.0,Gastrodia urceolata,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=7949,708886.0,7949.0,Plantae,Equisetopsida,Orchidaceae,Gastrodia urceolata,,D.L.Jones,V,Y,Vulnerable,Queensland Endemic,
152879.0,282665.0,Prosthechea radiata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,40654.0,Plantae,Equisetopsida,Orchidaceae,Prosthechea radiata,,(Lindl.) W.E.Higgins,,,,,
152882.0,503841.0,Phlegmariurus squarrosus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,34780.0,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus squarrosus,water tassel-fern,(G.Forst.) A.Love & D.Love,CR,Y,Critically Endangered,Not Endemic to Australia,Critically Endangered
152886.0,22065.0,Mixophyes iteratus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,676.0,Animalia,Amphibia,Myobatrachidae,Mixophyes iteratus,giant barred frog,"Straughan, 1968",V,Y,Vulnerable,Intranational,Vulnerable
152888.0,33935.0,Phyllurus championae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,22413.0,Animalia,Reptilia,Carphodactylidae,Phyllurus championae,Connors' Range broad-tailed gecko,"Schneider, Couper, Hoskin & Covacevich 2000",V,Y,Vulnerable,Queensland Endemic,
152889.0,867396.0,Phlegmariurus nummulariifolius,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,40556.0,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus nummulariifolius,,(Blume) Ching,,,,,
152893.0,140455.0,Pinalia fitzalanii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36416,708886.0,36416.0,Plantae,Equisetopsida,Orchidaceae,Pinalia fitzalanii,,(F.Muell.) Kuntze,SL,Y,Special least concern,Regional Endemic,
152877.0,147193.0,Chiloglottis,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=9614,708886.0,9614.0,Plantae,Equisetopsida,Orchidaceae,Chiloglottis,,,,N,,Unknown,
152874.0,142478.0,Luisia,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21010,708886.0,21010.0,Plantae,Equisetopsida,Orchidaceae,Luisia,,,,N,,,
152867.0,425476.0,Acriopsis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20094,708886.0,20094.0,Plantae,Equisetopsida,Orchidaceae,Acriopsis,,,C,N,Least concern,Unknown,
152880.0,429700.0,Rhizanthella,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21402,708886.0,21402.0,Plantae,Equisetopsida,Orchidaceae,Rhizanthella,,,C,N,Least concern,Unknown,
152897.0,33933.0,Phyllurus gulbaru,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,27779.0,Animalia,Reptilia,Carphodactylidae,Phyllurus gulbaru,Gulbaru gecko,"Hoskin, Couper & Schneider 2003",CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
152900.0,425697.0,Hydnophytum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,20873.0,Plantae,Equisetopsida,Rubiaceae,Hydnophytum,,,,N,,Unknown,
152901.0,906518.0,Sarcochilus fitzgeraldii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12658.0,Plantae,Equisetopsida,Orchidaceae,Sarcochilus fitzgeraldii,ravine orchid,F.Muell.,E,Y,Endangered,Intranational,Vulnerable
152592.0,829505.0,Diuris oporina,NT,QLD DEHP,https://www.data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321?filters=Scientific_name%3ADiuris%20oporina,708886.0,7946.0,Plantae,Equisetopsida,Orchidaceae,Diuris oporina,northern white donkeys tails,D.L.Jones,NT,Y,Near Threatened,Queensland Endemic,
152655.0,441245.0,Nepenthes rowaniae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,35625.0,Plantae,Equisetopsida,Nepenthaceae,Nepenthes rowaniae,,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
152561.0,83359.0,Thelymitra ixioides,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,6207.0,Plantae,Equisetopsida,Orchidaceae,Thelymitra ixioides,,Sw.,SL,Y,Special least concern,Intranational,
152516.0,323932.0,Spiranthes sinensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152605.0,136281.0,Bowenia serrulata,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,17845.0,Plantae,Equisetopsida,Zamiaceae,Bowenia serrulata,Byfield fern,(W.Bull) Chamb.,SL,Y,Special least concern,Queensland Endemic,
152896.0,405033.0,Pneumatopteris pennigera,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,11700.0,Plantae,Equisetopsida,Thelypteridaceae,Pneumatopteris pennigera,lime fern,(G.Forst.) Holttum,E,Y,Endangered,Not Endemic to Australia,
152692.0,353964.0,Cryptostylis leptochila,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,9617.0,Plantae,Equisetopsida,Orchidaceae,Cryptostylis leptochila,small tongue orchid,F.Muell. ex Benth.,SL,Y,Special least concern,Intranational,
152593.0,323699.0,Petalura gigantea,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,35259.0,Animalia,Insecta,Petaluridae,Petalura gigantea,south-eastern petaltail,"Leach, 1815",,N,,Intranational,
152452.0,140875.0,Bulbophyllum minutissimum,SL Confidential Species,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17779,708886.0,17779.0,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum minutissimum,grain-of-wheat orchid,F.Muell.,SL,Y,Special least concern,Intranational,
152732.0,323924.0,Prasophyllum brevilabre,SL,QLD DEHP,https://www.data.qld.gov.au/dataset/queensland-confidential-species/resource/7e3dcd53-4d3a-431e-b35c-d1acbc068b2a,708886.0,13104.0,Plantae,Equisetopsida,Orchidaceae,Prasophyllum brevilabre,,(Lindl.) Hook.f.,SL,Y,Special least concern,Intranational,
152453.0,553878.0,Prasophyllum flavum,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=8895,708886.0,8895.0,Plantae,Equisetopsida,Orchidaceae,Prasophyllum flavum,yellow leek orchid,R.Br.,SL,Y,Special least concern,Intranational,
152555.0,369246.0,Pseudovanilla foliata,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=12689,708886.0,12689.0,Plantae,Equisetopsida,Orchidaceae,Pseudovanilla foliata,giant climbing orchid,(F.Muell.) Garay,SL,Y,Special least concern,Intranational,
152574.0,441249.0,Nepenthes tenax,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=31114,708886.0,31114.0,Plantae,Equisetopsida,Nepenthaceae,Nepenthes tenax,,C.Clarke & R.Kruger,SL,Y,Special least concern,Queensland Endemic,
152505.0,804794.0,Genoplesium pumilum,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=27542,708886.0,,,,,,,,,,,,
266221.0,1403161.0,Calorodius thorntonensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,315.0,Animalia,Reptilia,Scincidae,Calorodius thorntonensis,Thornton Peak skink,"Greer, 1983",C,N,Least concern,Queensland Endemic,
152663.0,406524.0,Thelymitra malvina,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=7917,708886.0,7917.0,Plantae,Equisetopsida,Orchidaceae,Thelymitra malvina,,"M.A.Clem., D.L.Jones & Molloy",SL,Y,Special least concern,Intranational,
152463.0,353966.0,Caladenia alata,NE,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,13494.0,Plantae,Equisetopsida,Orchidaceae,Caladenia alata,fairy orchid,R.Br.,SL,Y,Special least concern,Intranational,
267437.0,1413424.0,Pakau pennigera,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152662.0,796558.0,Corybas fordhamii,Endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,13275.0,Plantae,Equisetopsida,Orchidaceae,Corybas fordhamii,banded helmet orchid,(Rupp) Rupp,SL,Y,Special least concern,Intranational,
268880.0,1429513.0,Hymenasplenium wildii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,41579.0,Plantae,Equisetopsida,Aspleniaceae,Hymenasplenium wildii,,(F.M.Bailey) D.J.Ohlsen,V,Y,Vulnerable,Queensland Endemic,Vulnerable
,,,,,,,1376.0,Animalia,Aves,Estrildidae,Chloebia gouldiae,Gouldian finch,"(Gould, 1844)",E,Y,Endangered,Intranational,Endangered
,,,,,,,1378.0,Animalia,Aves,Estrildidae,Erythrura trichroa,blue-faced parrot-finch,"(Kittlitz, 1835)",NT,Y,Near Threatened,Not Endemic to Australia,
,,,,,,,1370.0,Animalia,Aves,Estrildidae,Neochmia phaeton evangelinae,crimson finch (white-bellied subspecies),"(Hombron & Jacquinot, 1841)",E,Y,Endangered,Regional Endemic,Endangered
,,,,,,,1365.0,Animalia,Aves,Estrildidae,Poephila cincta cincta,black-throated finch (white-rumped subspecies),"Gould, 1837",E,Y,Endangered,Intranational,Endangered
,,,,,,,1355.0,Animalia,Aves,Estrildidae,Stagonopleura guttata,diamond firetail,"(Shaw, 1796)",V,Y,Vulnerable,Intranational,
,,,,,,,1435.0,Animalia,Aves,Pachycephalidae,Pachycephala olivacea,olive whistler,"Vigors & Horsfield, 1827",C,N,Least concern,Intranational,
,,,,,,,1478.0,Animalia,Aves,Meliphagidae,Anthochaera phrygia,regent honeyeater,"(Shaw, 1794)",CR,Y,Critically Endangered,Intranational,Critically Endangered
,,,,,,,1528.0,Animalia,Aves,Meliphagidae,Epthianura crocea,yellow chat,"Castelnau & Ramsay, 1877",V,Y,Vulnerable,Intranational,
,,,,,,,22458.0,Animalia,Aves,Meliphagidae,Epthianura crocea crocea,yellow chat (gulf),"Castelnau & Ramsay, 1877",V,Y,Vulnerable,Intranational,
,,,,,,,22459.0,Animalia,Aves,Meliphagidae,Epthianura crocea macgregori,yellow chat (Dawson),"Keast, 1958",E,Y,Endangered,Queensland Endemic,Critically Endangered
,,,,,,,1405.0,Animalia,Aves,Dasyornithidae,Dasyornis brachypterus,eastern bristlebird,"(Latham, 1801)",E,Y,Endangered,Intranational,Endangered
,,,,,,,1566.0,Animalia,Aves,Maluridae,Amytornis ballarae,Kalkadoon grasswren,"(Mathews, 1914)",C,N,Least concern,Intranational,
,,,,,,,1563.0,Animalia,Aves,Maluridae,Amytornis barbatus,grey grasswren,"Favaloro & McEvey, 1968",NT,Y,Near Threatened,Intranational,
,,,,,,,29885.0,Animalia,Aves,Maluridae,Amytornis barbatus barbatus,grey grasswren (Bulloo),"Favaloro & McEvey, 1968",E,Y,Endangered,Intranational,Endangered
,,,,,,,29886.0,Animalia,Aves,Maluridae,Amytornis barbatus diamantina,grey grasswren (Lake Eyre basin),"Schodde & Christidis, 1987",NT,Y,Near Threatened,Intranational,
,,,,,,,1564.0,Animalia,Aves,Maluridae,Amytornis dorotheae,Carpentarian grasswren,"(Mathews, 1914)",E,Y,Endangered,Intranational,Endangered
,,,,,,,1565.0,Animalia,Aves,Maluridae,Amytornis goyderi,Eyrean grasswren,"(Gould, 1875)",C,N,Least concern,Intranational,
,,,,,,,1632.0,Animalia,Aves,Atrichornithidae,Atrichornis rufescens,rufous scrub-bird,"(Ramsay, 1867)",V,Y,Vulnerable,Intranational,Endangered
,,,,,,,1093.0,Animalia,Aves,Turnicidae,Turnix olivii,buff-breasted button-quail,"Robinson, 1900",CR,Y,Critically Endangered,Queensland Endemic,Endangered
,,,,,,,1705.0,Animalia,Aves,Falconidae,Falco hypoleucos,grey falcon,"Gould, 1841",V,Y,Vulnerable,Intranational,Vulnerable
,,,,,,,18839.0,Animalia,Reptilia,Scincidae,Karma tryoni,Tryon's skink,"(Longman, 1918)",E,Y,Endangered,Intranational,
,,,,,,,187.0,Animalia,Reptilia,Scincidae,Magmellia luteilateralis,orange-speckled forest-skink,"(Covacevich & McDonald, 1980)",V,Y,Vulnerable,Queensland Endemic,
,,,,,,,27777.0,Animalia,Reptilia,Chelidae,Emydura macquarii emmotti,Emmott's short-neck turtle,"Cann, McCord & Joseph-Ouni, 2003",C,N,Least concern,Intranational,
,,,,,,,29733.0,Animalia,Reptilia,Chelidae,Emydura subglobosa angkibaanya,Jardine River turtle,"Joseph-Ouni, Mccord, Cann, Smales & Freeman 2019",CR,Y,Critically Endangered,Queensland Endemic,
,,,,,,,22659.0,Animalia,Reptilia,Chelidae,Wollumbinia belli,Bell's turtle,"(Gray, 1844)",V,Y,Vulnerable,Intranational,Vulnerable
,,,,,,,18173.0,Animalia,Amphibia,Hylidae,Litoria andiirrmalin,Melville Range treefrog,"McDonald, 1997",V,Y,Vulnerable,Queensland Endemic,
,,,,,,,18279.0,Animalia,Amphibia,Hylidae,Litoria kroombitensis,Kroombit treefrog,"Hoskin, Hines, Meyer, Clarke & Cunningham, 2013",CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
,,,,,,,602.0,Animalia,Amphibia,Hylidae,Litoria lorica,little waterfall frog,"Davies & McDonald, 1979",CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
,,,,,,,31630.0,Animalia,Amphibia,Hylidae,Litoria myola,Kuranda treefrog,"Hoskin, 2007",CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
,,,,,,,587.0,Animalia,Amphibia,Hylidae,Litoria subglandulosa,New England treefrog,"Tyler & Anstis, 1975",V,Y,Vulnerable,Intranational,
,,,,,,,18.0,Animalia,Insecta,Lycaenidae,Hypochrysops apollo apollo,Apollo jewel (Wet Tropics subspecies),"Miskin, 1891",V,Y,Vulnerable,Queensland Endemic,
,,,,,,,6.0,Animalia,Insecta,Lycaenidae,Hypochrysops piceatus,bulloak jewel,"(Kerr, Macqueen & Sands, 1969)",CR,Y,Critically Endangered,Queensland Endemic,
,,,,,,,2008.0,Animalia,Insecta,Nymphalidae,Argynnis hyperbius inconstans,Australian fritillary,"Butler, 1873",E,Y,Endangered,Intranational,Critically Endangered
,,,,,,,33588.0,Animalia,Malacostraca,Parastacidae,Cherax robustus,,"Riek, 1951",V,Y,Vulnerable,Queensland Endemic,
,,,,,,,36167.0,Animalia,Malacostraca,Parastacidae,Euastacus binzayedi,,"Coughran & Furse, 2013",CR,Y,Critically Endangered,Queensland Endemic,
,,,,,,,33591.0,Animalia,Malacostraca,Parastacidae,Euastacus eungella,,"Morgan, 1988",E,Y,Endangered,Queensland Endemic,
,,,,,,,33593.0,Animalia,Malacostraca,Parastacidae,Euastacus hystricosus,,"Riek, 1951",E,Y,Endangered,Queensland Endemic,
,,,,,,,33597.0,Animalia,Malacostraca,Parastacidae,Euastacus robertsi,,"Monroe, 1977",E,Y,Endangered,Queensland Endemic,
,,,,,,,33603.0,Animalia,Malacostraca,Parastacidae,Tenuibranchiurus glypticus,swamp crayfish,"Riek, 1951",E,Y,Endangered,Queensland Endemic,
,,,,,,,29180.0,Animalia,Arachnida,Theraphosidae,Selenocosmia crassipes,,"(Koch, 1874)",C,N,Least concern,Queensland Endemic,
,,,,,,,11218.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton bullosus,,H.Bruggen,E,Y,Endangered,Intranational,Endangered
,,,,,,,30917.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton cuneatus,,S.W.L.Jacobs,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,21902.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton elongatus subsp. elongatus,,F.Muell. ex Benth.,NT,Y,Near Threatened,Intranational,
,,,,,,,21903.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton elongatus subsp. fluitans,,Hellq. & S.W.L.Jacobs,V,Y,Vulnerable,Queensland Endemic,
,,,,,,,21901.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton lancesmithii,,Hellq. & S.W.L.Jacobs,E,Y,Endangered,Queensland Endemic,
,,,,,,,21900.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton prolifer,,Hellq. & S.W.L.Jacobs,E,Y,Endangered,Queensland Endemic,Endangered
,,,,,,,11267.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton queenslandicus,,H.Bruggen,SL,Y,Special least concern,Intranational,
,,,,,,,21847.0,Plantae,Equisetopsida,Aponogetonaceae,Aponogeton vanbruggenii,,Hellq. & S.W.L.Jacobs,SL,Y,Special least concern,Intranational,
,,,,,,,3321.0,Plantae,Equisetopsida,Arecaceae,Livistona fulva,,Rodd,V,Y,Vulnerable,Queensland Endemic,
,,,,,,,9655.0,Plantae,Equisetopsida,Orchidaceae,Acianthus,,,C,,Least concern,Unknown,
,,,,,,,7974.0,Plantae,Equisetopsida,Orchidaceae,Acianthus borealis,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,14087.0,Plantae,Equisetopsida,Orchidaceae,Acianthus fornicatus,pixie caps,R.Br.,SL,Y,Special least concern,Intranational,
,,,,,,,8545.0,Plantae,Equisetopsida,Orchidaceae,Acianthus ledwardii,,Rupp,SL,Y,Special least concern,Queensland Endemic,Extinct
,,,,,,,31909.0,Plantae,Equisetopsida,Orchidaceae,Acriopsis emarginata,pale chandelier orchid,D.L.Jones & M.A.Clem.,V,Y,Vulnerable,Regional Endemic,Vulnerable
,,,,,,,12862.0,Plantae,Equisetopsida,Orchidaceae,Anoectochilus yatesiae,jewel orchid,F.M.Bailey,NT,Y,Near Threatened,Queensland Endemic,
,,,,,,,20190.0,Plantae,Equisetopsida,Orchidaceae,Aphyllorchis,,,,N,,,
,,,,,,,11219.0,Plantae,Equisetopsida,Orchidaceae,Apostasia,,,C,N,Least concern,Unknown,
,,,,,,,7919.0,Plantae,Equisetopsida,Orchidaceae,Appendicula australiensis,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Regional Endemic,
,,,,,,,9162.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus,,,,N,,Unknown,
,,,,,,,30805.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus apectus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,30806.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus aquilus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,41413.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus byrnesii,,Blaxell,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,30807.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus corinnae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,13369.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus dockrillii,,Lavarack,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,31121.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus lavarackianus,,(D.L.Jones) Lavarack,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,7932.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus oreophilus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
,,,,,,,8527.0,Plantae,Equisetopsida,Orchidaceae,Arthrochilus prolixus,,D.L.Jones,SL,Y,Special least concern,Intranational,
