Taxon Id,Kingdom,Class,Family,Scientific name,Common name,Taxon author,NCA status,EPBC status,Significant,Endemicity
9580,plants,land plants,Orchidaceae,Habenaria macraithii,,Lavarack,E,E,Y,Q
39921,plants,land plants,Orchidaceae,Habenaria millari,,,C,,N,Q
39922,plants,land plants,Orchidaceae,Habenaria ovoidea,,,C,,N,Q
18422,plants,land plants,Orchidaceae,Habenaria praecox,,Lavarack & Dockrill,SL,,Y,Q
9015,plants,land plants,Orchidaceae,Habenaria propinquior,,Rchb.f.,SL,,Y,Q
12813,plants,land plants,Orchidaceae,Habenaria rumphii,,(Brongn.) Lindl.,NT,,Y,QI
12815,plants,land plants,Orchidaceae,Habenaria triplonema,,Schltr.,SL,,Y,QA
33887,plants,land plants,Orchidaceae,Habenaria vatia,,D.L.Jones ex. M.T.Mathieson,V,,Y,Q
12816,plants,land plants,Orchidaceae,Habenaria xanthantha,,F.Muell.,NT,,Y,Q
20840,plants,land plants,Orchidaceae,Hetaeria,,,,,N,U
12819,plants,land plants,Orchidaceae,Hetaeria oblongifolia,,Blume,SL,,Y,QI
12775,plants,land plants,Orchidaceae,Liparis,,,,,N,U
12769,plants,land plants,Orchidaceae,Liparis angustilabris,,(F.Muell.) Blaxell,C,,N,Q
13180,plants,land plants,Orchidaceae,Liparis bracteata,,T.E.Hunt,C,,N,Q
39914,plants,land plants,Orchidaceae,Liparis mowbulana,,,,,,XU
12772,plants,land plants,Orchidaceae,Liparis nugentiae,,F.M.Bailey,C,,N,Q
21010,plants,land plants,Orchidaceae,Luisia,,,,,N,XU
36064,plants,land plants,Orchidaceae,Luisia atacta,,D.L.Jones,SL,,Y,Q
21019,plants,land plants,Orchidaceae,Lyperanthus,,,C,,N,U
12782,plants,land plants,Orchidaceae,Lyperanthus suaveolens,brown beaks,R.Br.,SL,,Y,QA
39915,plants,land plants,Orchidaceae,Malaxis fimbriatum,,,,,,XU
21077,plants,land plants,Orchidaceae,Micropera,,,C,,N,U
13287,plants,land plants,Orchidaceae,Micropera fasciculata,,(Lindl.) Garay,SL,,Y,QI
39903,plants,land plants,Orchidaceae,Microstylis amplexicaulis,,,C,,N,Q
14404,plants,land plants,Orchidaceae,Microtis,,,,,N,U
16629,plants,land plants,Orchidaceae,Microtis parviflora,slender onion orchid,R.Br.,SL,,Y,QAI
9455,plants,land plants,Orchidaceae,Microtis rara,scented onion orchid,R.Br.,SL,,Y,QAI
14403,plants,land plants,Orchidaceae,Microtis unifolia,common onion orchid,(G.Forst.) Rchb.f.,SL,,Y,QAI
21094,plants,land plants,Orchidaceae,Mobilabium,,,C,,N,U
12783,plants,land plants,Orchidaceae,Mobilabium hamatum,,Rupp,SL,,Y,Q
19406,plants,land plants,Orchidaceae,Nervilia,,,C,,N,QAI
9517,plants,land plants,Orchidaceae,Nervilia aragoana,,Gaudich.,SL,,Y,QAI
8552,plants,land plants,Orchidaceae,Nervilia crociformis,,(Zoll. & Moritzi) Seidenf.,NT,,Y,Q
12787,plants,land plants,Orchidaceae,Nervilia holochila,,(F.Muell.) Schltr.,SL,,Y,QA
6517,plants,land plants,Orchidaceae,Nervilia peltata,,B.Gray & D.L.Jones,SL,,Y,Q
12786,plants,land plants,Orchidaceae,Nervilia plicata,,(Andrews) Schltr.,SL,,Y,Q
12785,plants,land plants,Orchidaceae,Nervilia uniflora,,(F.Muell.) Schltr.,SL,,Y,Q
21157,plants,land plants,Orchidaceae,Oberonia,,,,,N,U
10517,plants,land plants,Orchidaceae,Oberonia attenuata,Mossman fairy orchid,Dockrill,CR,CE,Y,Q
10464,plants,land plants,Orchidaceae,Oberonia carnosa,,Lavarack,V,,Y,Q
9017,plants,land plants,Orchidaceae,Oberonia complanata,,(A.Cunn.) M.A.Clem. & D.L.Jones,SL,,Y,Q
36250,plants,land plants,Orchidaceae,Oberonia crateriformis,,D.L.Jones & M.A.Clem.,SL,,Y,Q
35334,plants,land plants,Orchidaceae,Oberonia flavescens,,D.L.Jones & M.A.Clem.,SL,,Y,Q
4988,plants,land plants,Orchidaceae,Oberonia palmicola,,F.Muell.,SL,,Y,QA
31936,plants,land plants,Orchidaceae,Oberonia rimachila,,D.L.Jones & M.A.Clem.,SL,,Y,Q
21161,plants,land plants,Orchidaceae,Octarrhena,,,,,N,XU
7920,plants,land plants,Orchidaceae,Octarrhena pusilla,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,,Y,Q
21164,plants,land plants,Orchidaceae,Oeceoclades,,,C,,N,U
37727,plants,land plants,Orchidaceae,Oncidium euxanthinum,,,,,,XU
39507,plants,land plants,Orchidaceae,Oncidium sphacelatum,,,,,,XU
18070,plants,land plants,Orchidaceae,Orchidaceae,,,,,N,U
37704,plants,land plants,Orchidaceae,Ornithochilus moretoni,,F.M.Bailey,,,,XU
21191,plants,land plants,Orchidaceae,Orthoceras,,,,,N,U
12790,plants,land plants,Orchidaceae,Orthoceras strictum,horned orchid,R.Br.,SL,,Y,QA
21210,plants,land plants,Orchidaceae,Pachystoma,,,C,,N,U
8553,plants,land plants,Orchidaceae,Pachystoma pubescens,,Blume,V,,Y,Q
21217,plants,land plants,Orchidaceae,Papillilabium,,,C,,N,U
21252,plants,land plants,Orchidaceae,Peristeranthus,,,C,,N,U
12719,plants,land plants,Orchidaceae,Peristeranthus hillii,,(F.Muell.) T.E.Hunt,SL,,Y,QA
21253,plants,land plants,Orchidaceae,Peristylus,,,,,N,XU
10469,plants,land plants,Orchidaceae,Peristylus banfieldii,,(F.M.Bailey) Lavarack,E,,Y,Q
12720,plants,land plants,Orchidaceae,Peristylus candidus,,J.J.Sm.,SL,,Y,Q
30812,plants,land plants,Orchidaceae,Peristylus chlorandrellus,,D.L.Jones & M.A.Clem.,SL,,Y,Q
16493,plants,land plants,Orchidaceae,Peristylus papuanus,,(Kraenzl.) J.J.Sm.,,,,XU
33430,plants,land plants,Orchidaceae,Petalochilus,,,C,,N,XU
21267,plants,land plants,Orchidaceae,Phaius,,,,,N,QAI
12722,plants,land plants,Orchidaceae,Phaius australis,,F.Muell.,E,E,Y,QAI
12723,plants,land plants,Orchidaceae,Phaius bernaysii,yellow swamp orchid,Rowland ex Rchb.f.,E,E,Y,Q
12724,plants,land plants,Orchidaceae,Phaius pictus,,T.E.Hunt,V,V,Y,Q
21268,plants,land plants,Orchidaceae,Phalaenopsis,,,C,,N,U
8487,plants,land plants,Orchidaceae,Phalaenopsis rosenstromii,moth orchid,F.M.Bailey,E,,Y,QI
21277,plants,land plants,Orchidaceae,Pholidota,,,C,,N,U
12725,plants,land plants,Orchidaceae,Pholidota imbricata,,Hook.,SL,,Y,QI
12726,plants,land plants,Orchidaceae,Phreatia crassiuscula,,Nicholls,,,N,XU
36416,plants,land plants,Orchidaceae,Pinalia fitzalanii,,(F.Muell.) Kuntze,SL,,Y,QI
41778,plants,land plants,Orchidaceae,Pinalia moluccana,,"(Schltr. & J.J.Sm.) Schuit., Y.P.Ng & H.A.Pedersen",SL,,Y,QI
6663,plants,land plants,Orchidaceae,Plectorrhiza,,,C,,,U
41759,plants,land plants,Orchidaceae,Plectorrhiza beckleri,,"(F.Muell. ex Benth.) M.A.Clem., D.L.Jones & D.P.Banks",NT,,Y,QA
12734,plants,land plants,Orchidaceae,Plectorrhiza brevilabris,,(F.Muell.) Dockrill,SL,,Y,Q
41760,plants,land plants,Orchidaceae,Plectorrhiza purpurata,,(Rupp) M.A.M.Renner,SL,,Y,QA
14320,plants,land plants,Orchidaceae,Plectorrhiza tridentata,tangle orchid,(Lindl.) Dockrill,SL,,Y,QA
21333,plants,land plants,Orchidaceae,Pomatocalpa,,,,,N,U
12735,plants,land plants,Orchidaceae,Pomatocalpa macphersonii,,(F.Muell.) T.E.Hunt,SL,,Y,Q
11376,plants,land plants,Orchidaceae,Pomatocalpa marsupiale,,(Kraenzl.) J.J.Sm.,V,,Y,QI
12688,plants,land plants,Orchidaceae,Prasophyllum,,,,,N,U
14287,plants,land plants,Orchidaceae,Prasophyllum australe,austral leek orchid,R.Br.,SL,,Y,QA
13104,plants,land plants,Orchidaceae,Prasophyllum brevilabre,,(Lindl.) Hook.f.,SL,,Y,QA
7908,plants,land plants,Orchidaceae,Prasophyllum campestre,,R.J.Bates & D.L.Jones,NT,,Y,Q
16367,plants,land plants,Orchidaceae,Prasophyllum elatum,tall leek orchid,R.Br.,SL,,Y,QA
7909,plants,land plants,Orchidaceae,Prasophyllum exilis,,D.L.Jones & R.J.Bates,NT,,Y,Q
8895,plants,land plants,Orchidaceae,Prasophyllum flavum,yellow leek orchid,R.Br.,SL,,Y,QA
7910,plants,land plants,Orchidaceae,Prasophyllum incompositum,,D.L.Jones,NT,,Y,Q
8894,plants,land plants,Orchidaceae,Prasophyllum odoratum,scented leek orchid,R.S.Rogers,,,N,XU
39916,plants,land plants,Orchidaceae,Prasophyllum parvicallum,,,C,,N,Q
16368,plants,land plants,Orchidaceae,Prasophyllum patens,,R.Br.,,,N,XU
8488,plants,land plants,Orchidaceae,Prasophyllum wallum,Wallum leek orchid,R.J.Bates & D.L.Jones,V,V,Y,Q
40654,plants,land plants,Orchidaceae,Prosthechea radiata,,(Lindl.) W.E.Higgins,,,,XU
21359,plants,land plants,Orchidaceae,Pseudovanilla,,,,,N,U
12689,plants,land plants,Orchidaceae,Pseudovanilla foliata,giant climbing orchid,(F.Muell.) Garay,SL,,Y,QA
12704,plants,land plants,Orchidaceae,Pterostylis,,,,,N,U
12690,plants,land plants,Orchidaceae,Pterostylis acuminata,sharp greenhood,R.Br.,SL,,Y,QA
41747,plants,land plants,Orchidaceae,Pterostylis ampliata,,(D.L.Jones) D.L.Jones,SL,,Y,QA
18886,plants,land plants,Orchidaceae,Pterostylis anatona,,D.L.Jones,SL,,Y,Q
36226,plants,land plants,Orchidaceae,Pterostylis antennifera,,(D.L.Jones) D.L.Jones,SL,,Y,QA
18887,plants,land plants,Orchidaceae,Pterostylis aquilonia,,D.L.Jones & B.Gray,SL,,Y,Q
16345,plants,land plants,Orchidaceae,Pterostylis baptistii,king greenhood,Fitzg.,SL,,Y,QA
34218,plants,land plants,Orchidaceae,Pterostylis baptistii x Pterostylis nutans,,,C,,N,Q
8142,plants,land plants,Orchidaceae,Pterostylis bicolor,,M.A.Clem. & D.L.Jones,SL,,Y,QA
8554,plants,land plants,Orchidaceae,Pterostylis bicornis,horned greenhood,D.L.Jones & M.A.Clem.,V,V,Y,Q
12691,plants,land plants,Orchidaceae,Pterostylis boormanii,,Rupp,SL,,Y,QA
36221,plants,land plants,Orchidaceae,Pterostylis borealis,,(D.L.Jones) D.L.Jones,SL,,Y,Q
35021,plants,land plants,Orchidaceae,Pterostylis caligna,,M.T.Mathieson,E,,Y,Q
6221,plants,land plants,Orchidaceae,Pterostylis chaetophora,,M.A.Clem. & D.L.Jones,E,,Y,QA
18443,plants,land plants,Orchidaceae,Pterostylis cobarensis,,M.A.Clem.,SL,,Y,QA
31907,plants,land plants,Orchidaceae,Pterostylis crassichila,,D.L.Jones,SL,,Y,Q
12701,plants,land plants,Orchidaceae,Pterostylis curta,blunt greenhood,R.Br.,SL,,Y,QA
12702,plants,land plants,Orchidaceae,Pterostylis cycnocephala,swan greenhood,Fitzg.,SL,,Y,QA
13105,plants,land plants,Orchidaceae,Pterostylis daintreana,,F.Muell. ex Benth.,SL,,Y,QA
12692,plants,land plants,Orchidaceae,Pterostylis depauperata,,F.M.Bailey,SL,,Y,Q
12693,plants,land plants,Orchidaceae,Pterostylis erecta,,T.E.Hunt,SL,,Y,Q
36233,plants,land plants,Orchidaceae,Pterostylis exquisita,,(D.L.Jones) D.L.Jones,SL,,Y,Q
8892,plants,land plants,Orchidaceae,Pterostylis fischii,,Nicholls,SL,,Y,QA
12694,plants,land plants,Orchidaceae,Pterostylis grandiflora,,R.Br.,SL,,Y,QA
7911,plants,land plants,Orchidaceae,Pterostylis hamata,,Blackmore & Clemesha,SL,,Y,QA
12703,plants,land plants,Orchidaceae,Pterostylis hildae,rainforest greenhood,Nicholls,SL,,Y,QA
8179,plants,land plants,Orchidaceae,Pterostylis hispidula,,Fitzg.,SL,,Y,QA
8555,plants,land plants,Orchidaceae,Pterostylis longicurva,,Rupp,SL,,Y,Q
31118,plants,land plants,Orchidaceae,Pterostylis longipetala,,Rupp,SL,,Y,Q
12695,plants,land plants,Orchidaceae,Pterostylis mitchellii,,Lindl.,SL,,Y,QA
14295,plants,land plants,Orchidaceae,Pterostylis mutica,midget greenhood,R.Br.,SL,,Y,QA
33979,plants,land plants,Orchidaceae,Pterostylis mystacina,,(D.L.Jones) Janes & Duretto,SL,,Y,Q
9232,plants,land plants,Orchidaceae,Pterostylis nigricans,,D.L.Jones & M.A.Clem.,NT,,Y,QA
9321,plants,land plants,Orchidaceae,Pterostylis nutans,,R.Br.,SL,,Y,QA
16346,plants,land plants,Orchidaceae,Pterostylis obtusa,,R.Br.,SL,,Y,QA
9322,plants,land plants,Orchidaceae,Pterostylis ophioglossa,,R.Br.,SL,,Y,QAI
40233,plants,land plants,Orchidaceae,Pterostylis ophioglossa subsp. fusca,,,C,,N,Q
16347,plants,land plants,Orchidaceae,Pterostylis parviflora,tiny greenhood,R.Br.,SL,,Y,QA
36534,plants,land plants,Orchidaceae,Pterostylis pearsonii,,(D.L.Jones) Janes & Duretto,SL,,Y,Q
12696,plants,land plants,Orchidaceae,Pterostylis pedunculata,maroonhood,R.Br.,SL,,Y,QA
7912,plants,land plants,Orchidaceae,Pterostylis praetermissa,,M.A.Clem. & D.L.Jones,SL,,Y,QA
7913,plants,land plants,Orchidaceae,Pterostylis procera,,D.L.Jones & M.A.Clem.,SL,,Y,Q
16348,plants,land plants,Orchidaceae,Pterostylis revoluta,autumn greenhood,R.Br.,C,,N,XU
16349,plants,land plants,Orchidaceae,Pterostylis rufa,,R.Br.,SL,,Y,QA
9834,plants,land plants,Orchidaceae,Pterostylis russellii,,T.E.Hunt,SL,,Y,Q
18888,plants,land plants,Orchidaceae,Pterostylis scoliosa,,D.L.Jones,E,,Y,Q
8556,plants,land plants,Orchidaceae,Pterostylis setifera,,"M.A.Clem., Matthias & D.L.Jones",NT,,Y,QA
6689,plants,land plants,Orchidaceae,Pterostylis sp. (Gundiah W.W.Abell AQ72188),,,NT,,Y,Q
6688,plants,land plants,Orchidaceae,Pterostylis sp. (Mt Maroon J.R.Clarkson+ 1114),,,,,N,XU
12699,plants,land plants,Orchidaceae,Pterostylis stricta,,Clemesha & B.Gray,SL,,Y,Q
9776,plants,land plants,Orchidaceae,Pterostylis taurus,charging bull orchid,M.A.Clem. & D.L.Jones,SL,,Y,Q
35660,plants,land plants,Orchidaceae,Pterostylis torquata,,D.L.Jones,SL,,Y,QA
41381,plants,land plants,Orchidaceae,Pterostylis venusta,,(D.L.Jones) D.L.Jones,SL,,Y,Q
32533,plants,land plants,Orchidaceae,Pterostylis vitrea,,(D.L.Jones) Bostock,SL,,Y,Q
39917,plants,land plants,Orchidaceae,Pterostylis whitei,,,C,,N,Q
8557,plants,land plants,Orchidaceae,Pterostylis woollsii,long-tailed greenhood,Fitzg.,SL,,Y,Q
21397,plants,land plants,Orchidaceae,Rhinerrhiza,,,C,,N,U
12705,plants,land plants,Orchidaceae,Rhinerrhiza divitiflora,,(F.Muell. ex Benth.) Rupp,SL,,Y,QA
30796,plants,land plants,Orchidaceae,Rhipidorchis micrantha,,(A.Rich.) D.L.Jones & M.A.Clem.,SL,,Y,QI
21402,plants,land plants,Orchidaceae,Rhizanthella,,,C,,N,U
30870,plants,land plants,Orchidaceae,Rhizanthella omissa,,D.L.Jones & M.A.Clem.,E,,Y,Q
35496,plants,land plants,Orchidaceae,Rhomboda polygonoides,,(F.Muell.) Ormerod,V,V,Y,Q
21410,plants,land plants,Orchidaceae,Rhynchophreatia,,,C,,N,U
21419,plants,land plants,Orchidaceae,Robiquetia,,,,,N,XU
8180,plants,land plants,Orchidaceae,Robiquetia gracilistipes,,(Schltr.) J.J.Sm.,SL,,Y,Q
39918,plants,land plants,Orchidaceae,Robiquetia rectifolia,,,C,,N,Q
12706,plants,land plants,Orchidaceae,Robiquetia wassellii,,Dockrill,NT,,Y,Q
21434,plants,land plants,Orchidaceae,Saccolabiopsis,,,C,,N,U
12707,plants,land plants,Orchidaceae,Saccolabiopsis armitii,,(F.Muell.) Dockrill,SL,,Y,Q
9835,plants,land plants,Orchidaceae,Saccolabiopsis rectifolia,,(Dockrill) Garay,SL,,Y,Q
39907,plants,land plants,Orchidaceae,Saccolabium virgatum,,,C,,N,Q
35326,plants,land plants,Orchidaceae,Salacistis ochroleuca,,(F.M.Bailey) M.A.Clem. & D.L.Jones,E,,Y,QI
12662,plants,land plants,Orchidaceae,Sarcochilus,,,,,N,U
39908,plants,land plants,Orchidaceae,Sarcochilus bancroftii,,,C,,N,Q
7914,plants,land plants,Orchidaceae,Sarcochilus borealis,,(Nicholls) M.A.Clem. & D.L.Jones,SL,,Y,Q
9187,plants,land plants,Orchidaceae,Sarcochilus ceciliae,fairy bells,F.Muell.,SL,,Y,QA
12659,plants,land plants,Orchidaceae,Sarcochilus dilatatus,brown sarcochilus,F.Muell.,SL,,Y,Q
12709,plants,land plants,Orchidaceae,Sarcochilus falcatus,orange blossom orchid,R.Br.,SL,,Y,QA
12658,plants,land plants,Orchidaceae,Sarcochilus fitzgeraldii,ravine orchid,F.Muell.,E,V,Y,QA
12710,plants,land plants,Orchidaceae,Sarcochilus hartmannii,,F.Muell.,V,V,Y,QA
12657,plants,land plants,Orchidaceae,Sarcochilus hillii,,(F.Muell.) F.Muell.,SL,,Y,Q
8224,plants,land plants,Orchidaceae,Sarcochilus hirticalcar,harlequin orchid,(Dockrill) M.A.Clem. & B.J.Wallace,V,V,Y,Q
40952,plants,land plants,Orchidaceae,Sarcochilus loganii,,D.L.Jones & M.A.Clem.,SL,,Y,Q
39909,plants,land plants,Orchidaceae,Sarcochilus newportii,,,C,,N,Q
35904,plants,land plants,Orchidaceae,Sarcochilus parviflorus,,Lindl.,SL,,Y,QA
39910,plants,land plants,Orchidaceae,Sarcochilus platystachys,,,C,,N,Q
9324,plants,land plants,Orchidaceae,Sarcochilus roseus,,(Clemesha) Clemesha,SL,,Y,Q
14268,plants,land plants,Orchidaceae,Sarcochilus serrulatus,,D.L.Jones,SL,,Y,Q
8223,plants,land plants,Orchidaceae,Sarcochilus spathulatus,,R.S.Rogers,SL,,Y,QA
4361,plants,land plants,Orchidaceae,Sarcochilus tricalliatus,,(Rupp) Rupp,SL,,Y,Q
12661,plants,land plants,Orchidaceae,Sarcochilus weinthalii,blotched sarcochilus,F.M.Bailey,E,V,Y,Q
21465,plants,land plants,Orchidaceae,Schistotylus,,,C,,N,U
21472,plants,land plants,Orchidaceae,Schoenorchis,,,C,,N,U
8463,plants,land plants,Orchidaceae,Schoenorchis micrantha,,Reinw. ex Blume,SL,,Y,QI
12663,plants,land plants,Orchidaceae,Schoenorchis sarcophylla,,Schltr.,V,,Y,Q
21522,plants,land plants,Orchidaceae,Spathoglottis,,,,,N,U
38625,plants,land plants,Orchidaceae,Spathoglottis papuana var. puberiflora,,R.S.Rogers & C.T.White,,,,XU
12668,plants,land plants,Orchidaceae,Spathoglottis paulinae,,F.Muell.,NT,,Y,QI
12667,plants,land plants,Orchidaceae,Spathoglottis plicata,New Guinea ground orchid,Blume,V,,Y,QI
39911,plants,land plants,Orchidaceae,Spathoglottis soutteriana,,,C,,N,Q
40956,plants,land plants,Orchidaceae,Speculantha borealis,,D.L.Jones,C,,N,Q
21534,plants,land plants,Orchidaceae,Spiranthes,,,,,N,U
5003,plants,land plants,Orchidaceae,Spiranthes australis,,(R.Br.) Lindl.,SL,,Y,QA
41758,plants,land plants,Orchidaceae,Stigmatodactylus amplexicaulis,,"(F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",SL,,Y,QA
41755,plants,land plants,Orchidaceae,Stigmatodactylus sublestus,,"(Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",NT,,Y,Q
12671,plants,land plants,Orchidaceae,Taeniophyllum,,,,,N,U
40484,plants,land plants,Orchidaceae,Taeniophyllum baumei,,B.Gray,SL,,Y,Q
36103,plants,land plants,Orchidaceae,Taeniophyllum clementsii,,(D.L.Jones & B.Gray) Kocyan & Schuit.,SL,,Y,Q
8558,plants,land plants,Orchidaceae,Taeniophyllum confertum,,B.Gray & D.L.Jones,NT,,Y,Q
41733,plants,land plants,Orchidaceae,Taeniophyllum cylindrocentrum,,Schltr.,SL,,Y,Q
39912,plants,land plants,Orchidaceae,Taeniophyllum cymbiforme,,,C,,N,Q
36337,plants,land plants,Orchidaceae,Taeniophyllum epacridicola,,B.Gray,SL,,Y,Q
35944,plants,land plants,Orchidaceae,Taeniophyllum explanatum,,B.Gray,SL,,Y,Q
9841,plants,land plants,Orchidaceae,Taeniophyllum lobatum,,Dockrill,NT,,Y,Q
12670,plants,land plants,Orchidaceae,Taeniophyllum malianum,,Schltr.,SL,,Y,QI
9840,plants,land plants,Orchidaceae,Taeniophyllum muelleri,,Lindl. ex Benth.,SL,,Y,Q
35918,plants,land plants,Orchidaceae,Taeniophyllum triquetroradix,,B.Gray,SL,,Y,Q
41210,plants,land plants,Orchidaceae,Taeniophyllum walkeri,,B.Gray,SL,,Y,Q
39913,plants,land plants,Orchidaceae,Taeniophyllum wilkianum,,,C,,N,Q
21587,plants,land plants,Orchidaceae,Tainia,,,C,,N,U
9081,plants,land plants,Orchidaceae,Tainia trinervis,,(Blume) Rchb.f.,SL,,Y,QI
21620,plants,land plants,Orchidaceae,Thelasis,,,,,N,U
12673,plants,land plants,Orchidaceae,Thelasis carinata,,Blume,V,,Y,QI
41410,plants,land plants,Orchidaceae,Thelychiton,,,,,N,U
13082,plants,land plants,Orchidaceae,Thelymitra,,,,,N,U
7915,plants,land plants,Orchidaceae,Thelymitra angustifolia,,R.Br.,SL,,Y,QI
12677,plants,land plants,Orchidaceae,Thelymitra carnea,,R.Br.,SL,,Y,QA
9199,plants,land plants,Orchidaceae,Thelymitra fragrans,,D.L.Jones & M.A.Clem.,SL,,Y,QA
6207,plants,land plants,Orchidaceae,Thelymitra ixioides,,Sw.,SL,,Y,QA
28222,plants,land plants,Orchidaceae,Thelymitra longifolia,,J.R.Forst. & G.Forst.,,,N,XU
25956,plants,land plants,Orchidaceae,Thelymitra longiloba,,D.L.Jones & M.A.Clem.,,,N,XU
7917,plants,land plants,Orchidaceae,Thelymitra malvina,,"M.A.Clem., D.L.Jones & Molloy",SL,,Y,QA
20037,plants,land plants,Orchidaceae,Thelymitra media,,,,,N,XU
12674,plants,land plants,Orchidaceae,Thelymitra media var. media,tall sun orchid,R.Br.,C,,N,Q
13081,plants,land plants,Orchidaceae,Thelymitra nuda,scented sun orchid,R.Br.,C,,N,XU
12675,plants,land plants,Orchidaceae,Thelymitra pauciflora,slender sun orchid,R.Br.,SL,,Y,QA
7916,plants,land plants,Orchidaceae,Thelymitra purpurata,wallum sun orchid,Rupp,SL,,Y,QA
29280,plants,land plants,Orchidaceae,Thelymitra queenslandica,,Jeanes,SL,,Y,Q
12676,plants,land plants,Orchidaceae,Thelymitra venosa,large veined sun orchid,R.Br.,,,N,XU
29290,plants,land plants,Orchidaceae,Thelymitra x merraniae,,Nicholls,SL,,Y,Q
28167,plants,land plants,Orchidaceae,Thelymitra x truncata,,R.S.Rogers,,,N,XU
21627,plants,land plants,Orchidaceae,Thrixspermum,,,,,N,XU
22806,plants,land plants,Orchidaceae,Thrixspermum congestum,,(F.M.Bailey) Dockrill,SL,,Y,Q
12678,plants,land plants,Orchidaceae,Thrixspermum platystachys,,(F.M.Bailey) Schltr.,SL,,Y,Q
39044,plants,land plants,Orchidaceae,Thunia alba var. marshelliana,,,,,,XU
21895,plants,land plants,Orchidaceae,Trachoma,,,,,N,U
8182,plants,land plants,Orchidaceae,Trachoma speciosum,,"D.L.Jones, B.Gray, M.A.Clem. & J.J.Wood",SL,,Y,Q
8183,plants,land plants,Orchidaceae,Trachoma stellatum,,"M.A.Clem., D.L.Jones, B.Gray & J.J.Wood",SL,,Y,Q
34091,plants,land plants,Orchidaceae,Trachoma subluteum,,(Rupp) Garay,SL,,Y,Q
21658,plants,land plants,Orchidaceae,Trichoglottis,,,,,N,XU
11357,plants,land plants,Orchidaceae,Trichoglottis australiensis,,Dockrill,V,,Y,Q
21710,plants,land plants,Orchidaceae,Vanda,,,C,,N,U
12680,plants,land plants,Orchidaceae,Vanda hindsii,Cape York vanda,Lindl.,V,V,Y,QI
40770,plants,land plants,Orchidaceae,Vanda whiteana,,,C,,N,Q
31261,plants,land plants,Orchidaceae,Vanilla planifolia,,Andrews,,,N,XU
21729,plants,land plants,Orchidaceae,Vrydagzynea,,,,,N,U
30794,plants,land plants,Orchidaceae,Vrydagzynea grayi,,D.L.Jones & M.A.Clem.,E,E,Y,Q
21765,plants,land plants,Orchidaceae,Zeuxine,,,,,N,QAI
40091,plants,land plants,Orchidaceae,Zeuxine attenuata,,,C,,N,Q
15903,plants,land plants,Orchidaceae,Zeuxine oblonga,hairy jewel orchid,R.S.Rogers & C.T.White,SL,,Y,QAI
17351,plants,land plants,Droseraceae,Drosera,,L.,,,N,U
11623,plants,land plants,Droseraceae,Drosera adelae,,F.Muell.,NT,,Y,Q
41407,plants,land plants,Droseraceae,Drosera buubugujin,,M.T.Mathieson,CR,,Y,Q
11621,plants,land plants,Droseraceae,Drosera prolifera,trailing sundew,C.T.White,V,V,Y,Q
9811,plants,land plants,Droseraceae,Drosera schizandra,notched sundew,Diels,V,V,Y,Q
16623,plants,land plants,Nepenthaceae,Nepenthes,,,C,,N,U
40154,plants,land plants,Nepenthaceae,Nepenthes albolineata,,,C,,N,Q
40155,plants,land plants,Nepenthaceae,Nepenthes alicae,,,C,,N,Q
40147,plants,land plants,Nepenthaceae,Nepenthes armbrustae,,,C,,N,Q
40148,plants,land plants,Nepenthaceae,Nepenthes bernaysii,,,,,,XU
40149,plants,land plants,Nepenthaceae,Nepenthes cholmondeleyi,,,C,,N,Q
40150,plants,land plants,Nepenthaceae,Nepenthes garrawayae,,,C,,N,Q
40151,plants,land plants,Nepenthaceae,Nepenthes jardinei,,,C,,N,Q
16622,plants,land plants,Nepenthaceae,Nepenthes mirabilis,tropical pitcher plant,(Lour.) Druce,SL,,Y,QI
22495,plants,land plants,Nepenthaceae,Nepenthes mirabilis (Bramston Beach),,(Lour.) Druce,E,,Y,Q
40152,plants,land plants,Nepenthaceae,Nepenthes moorei,,,C,,N,Q
36037,plants,land plants,Nepenthaceae,Nepenthes parvula,,G.W.Wilson & S.Venter,SL,,Y,Q
40143,plants,land plants,Nepenthaceae,Nepenthes pascoensis,,,C,,N,Q
40144,plants,land plants,Nepenthaceae,Nepenthes rowanae,,,C,,N,Q
35625,plants,land plants,Nepenthaceae,Nepenthes rowaniae,,F.M.Bailey,SL,,Y,Q
31114,plants,land plants,Nepenthaceae,Nepenthes tenax,,C.Clarke & R.Kruger,SL,,Y,Q
40762,plants,land plants,Cyatheaceae,Alsophila baileyana,,Domin,C,,N,Q
41744,plants,land plants,Cyatheaceae,Alsophila cunninghamii,,(Hook.f.) R.M.Tryon,NT,,Y,QAI
41582,plants,land plants,Cyatheaceae,Alsophila exilis,,(Holttum) A.R.Field,E,,Y,Q
41745,plants,land plants,Cyatheaceae,Sphaeropteris celebica,,(Blume) R.M.Tryon,NT,,Y,QI
41592,plants,land plants,Cyatheaceae,Sphaeropteris felina,,(Roxb.) Pic.Serm.,E,,Y,QI
13958,plants,land plants,Dicksoniaceae,Calochlaena villosa,,(C.Chr.) M.D.Turner & R.A.White,NT,,Y,QI
18759,plants,land plants,Cycadaceae,Cycas,,,,,N,U
