,Name ID,Taxon, WA Status,WA Rank,WA IUCN Criteria,EPBC,DBCA Region,DBCA District,Distribution,Flowering Period,Recovery Plan,Notes
608,32075,Banksia shanklandiorum,4,,,,WHTB,CENTRAL WHEATBELT,"Dowerin, Merredin, Cadoux, Mt Hampton, Nth of Hyden, Tandagin, Manmanning, holleton, Koonadgin, Mt holland, Carrabin",Jun-Aug,,
609,1849,Banksia solandri,4,,,,SCST,ALBANY,Stirling Range N.P.,-,,
610,32012,Banksia sp. Boyup Brook (L.W. Sage LWS 2366),1,,,,SWST,"BLACKWOOD,WELLINGTON","Wilga S.F., Collie",,,
611,11582,Banksia sphaerocarpa var. dolichostyla,T,VU,D2,VU,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Ironcaps, Forrestania, Mt Hampton, Woolocutty, Bremer Range",Mar-May,,
612,33539,Banksia sphaerocarpa var. latifolia,2,,,,SCST,ALBANY,Porongurup Range,,,
613,32073,Banksia splendida subsp. macrocarpa,3,,,,MWST,MOORA,Badgingarra - Eneabba - Coorow,Jul-Aug,,
614,32072,Banksia splendida subsp. splendida,2,,,,WHTB,CENTRAL WHEATBELT,"Tammin, Bruce Rock",Jul-Aug,,
615,32046,Banksia squarrosa subsp. argillacea,T,VU,B1ab(iii)+2ab(iii); C1,VU,SWST,BLACKWOOD,"Ruabon, Tutunup, Whicher Range, Upper Capel",Jul-Aug,IRP,
616,32040,Banksia subpinnatifida var. imberbis,3,,,,"SWAN,SWST,WHTB","BLACKWOOD,PERTH HILLS,WELLINGTON,GREAT SOUTHERN","Boddington, Kojonup, Broomehill, Bowelling, Kulikup",Jul,,
617,32039,Banksia subpinnatifida var. subpinnatifida,2,,,,WHTB,GREAT SOUTHERN,"Birdwhistle, Dryandra, Pingelly",Oct-Nov,,
618,32037,Banksia subulata,3,,,,MWST,MOORA,"Badgingarra, Alexander-Morrison NP, Dinner Hill, Eneabba",Aug-Sep,,
619,1853,Banksia tricuspis,4,,,,MWST,MOORA,Lesueur,May-Sep,,
620,32011,Banksia trifontinalis,3,,,,MWST,MOORA,"Three Springs, Arrino",Sep,,
621,1854,Banksia verticillata,T,CR,A3ce,VU,"SCST,WARR","ALBANY,FRANKLAND",Albany-Walpole,Jan-Apr,IRP,
622,32014,Banksia viscida,3,,,,"SCST,WHTB","ESPERANCE,CENTRAL WHEATBELT","Hatter Hill, Digger Rocks, South Ironcap, North Ironcap",Jul-Sep,,
623,32013,Banksia wonganensis,4,,,,WHTB,CENTRAL WHEATBELT,Wongan Hills,Sep,,
624,32015,Banksia xylothemelia,3,,,,WHTB,GREAT SOUTHERN,"Dragon Rocks, Lake King, Newdegate, South Buniche NR, Kondinin, Lake Magenta",Sep-Oct,,
625,20164,Barbula ehrenbergii,1,,,,PILB,KARRATHA,"Dale's Gorge, Hamersley Range",,,
626,5377,Beaufortia bicolor,3,,,,MWST,MOORA,Coolimba - Walyering Hill,Nov-Dec,,
627,46794,Beaufortia burbidgeae,3,,,,WHTB,GREAT SOUTHERN,"Brookton, Corrigin",Nov,,
628,5384,Beaufortia eriocephala,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Mt Lesueur, Cataby, Coorow, Mogumber, York, St Ronans N.R.",Sep-Oct,,
629,5390,Beaufortia purpurea,3,,,,SWAN,PERTH HILLS,"Morangup N.P., Walyunga N.P., John Forrest N.P., Greenmount N.P., Gooseberry Hill N.P., Martin",,,
630,46829,Beaufortia raggedensis,2,,,,SCST,ESPERANCE,Mt Ragged,Sep-Dec,,
631,12245,Bentleya diminuta,2,,,,SCST,ESPERANCE,"Mt Ragged, Cape Arid N.P.",Sep,,
632,3150,Bentleya spinescens,4,,,,WHTB,GREAT SOUTHERN,Newdegate,Sep-Oct,,
633,12710,Bergia auriculata,2,,,,MWST,GERALDTON,"Nallan, Doorawarrah Station, Muggon Stn",Jul-Oct,,
634,48439,Bergia occultipetala,3,,,,PILB,KARRATHA,Kiwirrkurra IPA,,,
635,34258,Beyeria apiculata,1,,,,WHTB,CENTRAL WHEATBELT,Wongan Hills,Aug-Oct,,
636,34236,Beyeria cinerea subsp. cinerea,3,,,,MWST,"GERALDTON,SHARK BAY","Murchison River, Kalbarri, Warroora Stn, Coolimba, Tamala Stn, Shark Bay",Nov,,
637,34238,Beyeria cockertonii,T,VU,D2,,SCST,ALBANY,Bandalup Hill,,,
638,34239,Beyeria constellata,1,,,,WHTB,CENTRAL WHEATBELT,Manmanning,Sept,,
639,34241,Beyeria disciformis,1,,,,WHTB,CENTRAL WHEATBELT,Wubin,Spet-Oct,,
640,4596,Beyeria gardneri,3,,,,MWST,"MOORA,GERALDTON","Murchison River, Eurardy Station, Badgingarra, Kalbarri NP, Indara NR, Marchagee NR, Watheroo NP, Coorow, Three Springs",Aug,,
641,34240,Beyeria lapidicola,1,,,,GOLD,KALGOORLIE,"Bulga Downs, Weld Range, Lake Way Stn.",Jul,,
642,50090,Beyeria lateralis,2,,,,WHTB,GREAT SOUTHERN,Pallarup N.R.,May,,
643,4599,Beyeria lepidopetala,T,VU,D2,EN,MWST,GERALDTON,Murchison River,-,IRP,
644,19940,Beyeria opaca,1,,,,SCST,ESPERANCE,Noreseman,Aug-Nov,,
645,34262,Beyeria physaphylla,1,,,,SCST,ESPERANCE,Scaddan,Sept,,
646,34259,Beyeria rostellata,1,,,,GOLD,KALGOORLIE,"Mt Jackson, Koolyanobbing Range",,,
647,4600,Beyeria similis,2,,,,MWST,"MOORA,GERALDTON","Badgingarra, Ajana, Eneabba, Mt Lesueur",Aug-Sep,,
648,34260,Beyeria simplex,2,,,,SCST,ESPERANCE,Cape Arid N.P.,"Sept-Oct, Dec, Mar",,
649,34298,Beyeria sulcata var. truncata,3,,,,"SCST,WHTB","ALBANY,ESPERANCE,GREAT SOUTHERN","Jerdacuttup, Ravensthorpe, Norseman, Lake King, Frank Hann N.P.",Oct,,
650,34299,Beyeria villosa,4,,,,SCST,ALBANY,"Ravensthorpe Range, Bandalup Hill, Jerdacuttup, Kundip",,,
651,31606,Blackallia nudiflora,3,,,,MWST,"MOORA,GERALDTON","Murchison River - Northampton, Koojan, Moora",Jul-Sep,,
652,20026,Blennospora doliiformis,3,,,,"SWAN,SWST","BLACKWOOD,PERTH HILLS,SWAN COASTAL","Ruabon, Yalgorup, Lake Muckenburra, Kooljerrenup NR, Busselton, Austin Bay NR",,,
653,7864,Blumea pungens,2,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","Barker River, near Bungle Bungles",Jul-Sep,,
654,48689,Bolboschoenus fluviatilis,1,,,,SWAN,SWAN COASTAL,"Bassendean, South Guildford, Langford, S.A., VIC, NSW, QLD.",,,
655,14535,Bolboschoenus medianus,1,,,,"SWAN,SWST","BLACKWOOD,SWAN COASTAL","Capel, Guilford, Eastern States",,,
656,6604,Bonamia brevifolia,1,,,,KIMB,WEST KIMBERLEY,Kununurra,Dec,,
657,6607,Bonamia oblongifolia,3,,,,"KIMB,PILB","KARRATHA,WEST KIMBERLEY","Mandora Stn., James Price Point, Port Headland, La Grange",Feb,,
658,44780,Bonamia wilsoniae,3,,,,KIMB,EAST KIMBERLEY,Kununurra,Apr,,
659,4402,Boronia adamsiana,T,VU,C2a,VU,WHTB,CENTRAL WHEATBELT,Mukinbudin,Jun-Jul,,
660,16313,Boronia anceps,3,,,,"SWST,WARR","BLACKWOOD,FRANKLAND","Scott River, Walpole, Cape Naturaliste, Cowaramup",Sep-Jan,,
661,19181,Boronia anomala,1,,,,KIMB,EAST KIMBERLEY,Near Kalumburu,,,
662,29552,Boronia barrettiorum,2,,,,KIMB,EAST KIMBERLEY,Prince Regent River,Jan,,
663,14212,Boronia capitata subsp. capitata,T,VU,D1,EN,WHTB,GREAT SOUTHERN,Tutanning,Aug-Feb,,
664,11612,Boronia capitata subsp. gracilis,3,,,,"SWAN,SWST","BLACKWOOD,SWAN COASTAL,WELLINGTON","Harvey, Busselton, Yarloop, Cowaramup, Waroona",Jun-Aug,,
665,49168,Boronia clavata subsp. clavata,T,VU,D1,,SCST,"ALBANY,ESPERANCE","Bremer River, Jerramungup, Cape Arid N.P.",Sep,,
666,49169,Boronia clavata subsp. grandis,2,,,,SCST,ESPERANCE,Cape Arid N.P.,Oct-Nov,,
667,4410,Boronia coriacea,2,,,,SCST,ESPERANCE,Mt Ragged - Israelite Bay,Oct,,
668,16624,Boronia corynophylla,2,,,,SCST,ESPERANCE,Frank Hann NP,,,
669,4412,Boronia crassipes,3,,,,SCST,ALBANY,"Albany, Millbrook",Aug-Dec,,
670,45656,Boronia cremnophila,1,,,,KIMB,EAST KIMBERLEY,East  of Mt Russ,Mar,,
671,19520,Boronia crenulata subsp. Shark Bay (G. Cockerton 5187),1,,,,MWST,GERALDTON,Shark Bay,Aug,,
672,17627,Boronia crenulata subsp. crenulata var. angustifolia,4,,,,SCST,ALBANY,Stirling Range,Sep-Oct,,
673,49171,Boronia denticulata subsp. whoogarupensis,2,,,,SCST,ALBANY,Fitzgerald River N.P.,Aug-Dec,,
674,4418,Boronia ericifolia,2,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Moora, Wongan Hills, Wongamine N.R.",Aug-Oct,,
675,16318,Boronia exilis,T,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",EN,SWST,BLACKWOOD,"Scott River Plain, Chester Block",Sep,IRP,
676,4421,Boronia filicifolia,2,,,,KIMB,EAST KIMBERLEY,"Mitchell River, Port Warrendar",Jan-Jun,,
677,16618,Boronia humifusa,1,,,,"SWAN,SWST","BLACKWOOD,PERTH HILLS","Capel, Tutunup, Kalamunda",Sep,,
678,45655,Boronia interrex,2,,,,KIMB,WEST KIMBERLEY,Prince Regent N.P.,Jan,,
679,17753,Boronia jucunda,1,,,,KIMB,EAST KIMBERLEY,Mabel Downs,"May,Jun",,
680,16633,Boronia juncea subsp. juncea,1,,,,"SWAN,SWST","BLACKWOOD,SWAN COASTAL","Myalup, Wellard",Apr,,
681,16387,Boronia kalumburuensis,3,,,,KIMB,EAST KIMBERLEY,"Kalumburu, Theda Stn",May-Jul,,
682,45654,Boronia marcoana,1,,,,KIMB,EAST KIMBERLEY,"Lawley River, King Edward River",Mar,,
683,17754,Boronia minutipinna,2,,,,KIMB,EAST KIMBERLEY,"Osmond Plateau, Purnululu",Jul,,
684,11794,Boronia oxyantha var. oxyantha,2,,,,SCST,ALBANY,Fitzgerald River N.P.,-,,
685,4434,Boronia pauciflora,3,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","King Leopold Range, Prince Regent River NR, Edkins Range","May,Jul",,
686,4439,Boronia revoluta,T,VU,D1,EN,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Ironcaps, Hatter Hill",Sep-Oct,,
687,16638,Boronia scabra subsp. attenuata,3,,,,SCST,ESPERANCE,"Cape Le Grande, Recherche Archipelago, Cape Arid",Sep-Nov,,
688,16637,Boronia scabra subsp. condensata,2,,,,MWST,MOORA,"Badgingarra, Dinner Hill, Alexander Morrison NP",Aug,,
689,49166,Boronia sp. Leeuwin (J. Scott 235),2,,,,SWST,BLACKWOOD,"Dunsborough, Gracetown, Leeuwin-Naturaliste N.P.",Aug-Dec,,
690,17968,Boronia ternata var. promiscua,3,,,,,,"Forrestania, Mount Holland",June/Sept-Oct,,
691,17804,Boronia tetragona,3,,,,SWST,BLACKWOOD,"Capel, Busselton, Whicher Range, Cowaramup",Oct-Dec,,
692,45653,Boronia thedae,1,,,,KIMB,EAST KIMBERLEY,Theda Station,Apr-Jul,,
693,4447,Boronia virgata,4,,,,"SCST,WARR","ALBANY,FRANKLAND","Walpole, Denmark, Mt Frankland","Jan-Mar,Sep-",,
694,1270,Borya longiscapa,3,,,,WARR,FRANKLAND,Mount Lindesay,Nov,,
695,19831,Borya sp. Wheatbelt (A.S. George 16470),2,,,,WHTB,GREAT SOUTHERN,"Newdegate, Dunn Rock",Sep-Oct,,
696,48822,Borya stenophylla,1,,,,KIMB,WEST KIMBERLEY,Charnley River Stn.,Mar,,
697,1274,Borya subulata,4,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","Mt Agnes, Mt Daglish",Jun,,
698,30235,Bossiaea arcuata,1,,,,SCST,ESPERANCE,Norseman,Sep,,
699,30251,Bossiaea atrata,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN,CENTRAL WHEATBELT","Ongerup, Dragon Rocks, Hatter's Hill, Dowerin, Lake King, Buniche, Manmanning","May,Jun,Aug",,
700,30237,Bossiaea aurantiaca,1,,,,SCST,ESPERANCE,Norseman,"Sep,Oct",,
701,30253,Bossiaea barrettiorum,2,,,,KIMB,EAST KIMBERLEY,Prince Regent River,Jan,,
702,30232,Bossiaea calcicola,3,,,,MWST,"GERALDTON,SHARK BAY","Shark Bay, Kalbarri, Hutt Lagoon, East Wallabi Is.",Jul-Sep,,
703,30256,Bossiaea celata,3,,,,GOLD,KALGOORLIE,"Duri, Boorabbin","Sep,Oct",,
704,3706,Bossiaea concinna,3,,,,"GOLD,SCST,WHTB","KALGOORLIE,ALBANY,CENTRAL WHEATBELT","Cunderdin, Woolgangie, Coolgardie, Lake Mason Stn, Jerramungup, Pithara","Sep,Oct",,
705,3709,Bossiaea divaricata,4,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Nyabing, Jerramungup, Lake Magenta NR, Tarin Rock, Kukerin, Lake Grace",-,,
706,30236,Bossiaea eremaea,3,,,,GOLD,KALGOORLIE,"Merolia Stn, Sandstone, White Cliffs Stn",Jul-Sep,,
707,30254,Bossiaea flexuosa,3,,,,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN","Lake King, Salmon Gums, Frank Hann NP, Forrestania, Bremer Range, Scaddan",Sep-Nov,,
708,30231,Bossiaea inundata,2,,,,MWST,GERALDTON,Kalbarri NP,"May,Aug-Sep",,
709,48778,Bossiaea lalagoides,3,,,,"SCST,SWST,WARR","ALBANY,FRANKLAND,WELLINGTON","Cordering, Mt Barker, Narrikup, Kalgan, Bremer Bay",Aug-Sep,,
710,30233,Bossiaea laxa,2,,,,GOLD,KALGOORLIE,Widgiemooltha,May,,
711,14290,Bossiaea modesta,2,,,,SWAN,PERTH HILLS,"Mt Dale, Pickering Brook",Oct-Dec,,
712,48779,Bossiaea moylei,2,,,,MWST,MOORA,Moora,Sep,,
713,18498,Bossiaea oxyclada,4,,,,SCST,ALBANY,Fitzgerald River NP,Sep,,
714,50012,Bossiaea reptans,T,EN,"B1ab(iii,v)+2ab(iii,v)",,WARR,DONNELLY,Frankland,Oct,,
715,30255,Bossiaea saxosa,1,,,,SCST,ESPERANCE,Norseman,"Sep,Dec",,
716,30257,Bossiaea simulata,2,,,,SCST,ESPERANCE,"Fraser Range, Mt Willgonarinya","Oct,Nov",,
717,33023,Bossiaea sp. Jackson Range (G. Cockerton & S. McNee LCS 13614),3,,,,"GOLD,MWST","KALGOORLIE,GERALDTON","West Jackson Range,White Wells Stn., Brontie Stn.",,,
718,50010,Bossiaea sp. Mt Frankland (L. Graham 2174) PN,2,,,,WARR,FRANKLAND,Mount Frankland,October-November,,
719,3720,Bossiaea spinosa,3,,,,"SCST,WHTB","ALBANY,ESPERANCE,GREAT SOUTHERN","Salmon Gums, Pingrup, Ongerup, Lake Grace, Tarin Rock, L Chinocup","Sep,Oct",,
720,45764,Bossiaea zarae,3,,,,KIMB,EAST KIMBERLEY,"Prince Regent N.R., Bigge Island",Jan,,
721,16355,Bothriochloa decipiens var. cloncurrensis,1,,,,PILB,KARRATHA,"Hamersley Range, Quennsland",,,
722,5000,Brachychiton incanus,3,,,,KIMB,EAST KIMBERLEY,"Cambridge Gulf, Vansittart Bay, Wilson Creek",Jul-Sep,,
723,12714,Brachychiton obtusilobus,4,,,,PILB,EXMOUTH,Cape Range,Aug-Sep,,
724,12713,Brachychiton tridentatus,3,,,,KIMB,EAST KIMBERLEY,"Sir Graham Moore Island, Drysdale River, Cape Bernier",Jul-Sep,,
725,12751,Brachychiton tuberculatus,3,,,,KIMB,EAST KIMBERLEY,"Ord River, Kununurra",Aug-Nov,,
726,12712,Brachychiton xanthophyllus,4,,,,KIMB,EAST KIMBERLEY,"Mitchell Plateau, Vansittart Bay, Fenelon Island, Bougainville Peninsula",May-Dec,,
727,17697,Brachyloma delbi,1,,,,WHTB,GREAT SOUTHERN,Kulin,Apr-May,,
728,48441,Brachyloma djerral,3,,,,MWST,GERALDTON,"Kalbarri, Eurardy",May-Jul,,
729,48442,Brachyloma elusum,2,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Hyden, Narembeen",Apr-Jul,,
730,17922,Brachyloma mogin,3,,,,WHTB,GREAT SOUTHERN,"Katanning, Corrigin, Brookton, Cherry Tree Pool, Gorge Rock, Kulin, Mt Kokeby, Dalyup, Gibson",May-Jun,,
731,17667,Brachyloma nguba,1,,,,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN","Forrestania, Dragon Rocks, NW of Munglinup",Apr-May,,
732,48443,Brachyloma pirara,2,,,,MWST,GERALDTON,"Northampton, Kalbarri, Ajana","Jun, Aug",,
733,44681,Brachyloma stenolobum,1,,,,WHTB,CENTRAL WHEATBELT,Forrestania,May,,
734,18492,Brachyscias verecundus,T,CR,"B1ab(iii,v)+2ab(iii,v); C2a(i,ii)b; D",CR,"SWST,WARR","BLACKWOOD,DONNELLY","Busselton, Shannon",Nov,IRP,
735,19436,Brachysola halganiacea,2,,,,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Karroun Hill, Mt Jackson",Oct,,
736,41727,Brunoniella acaulis subsp. acaulis,1,,,,KIMB,WEST KIMBERLEY,"Mitchell Plateau, Drysdale River Stn., NT",Oct-Jan,,
737,9061,Buchanania arborescens,1,,,,KIMB,EAST KIMBERLEY,Mt Anderson,,,
738,48806,Buellia durackensis,1,,,,KIMB,EAST KIMBERLEY,Durack River Stn.,,,
739,751,Bulbostylis burbidgeae,4,,,,PILB,KARRATHA,"Mount Edgar, Gorge Creek, Abydos-Woodstock","Mar,Jun-Aug",,
740,3178,Byblis gigantea,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Yule Brook, Cannington, Jandakot, Brookton Highway, Cervantes",Sep-Jan,,
741,33487,Byblis guehoi,1,,,,KIMB,WEST KIMBERLEY,Dampier Peninsula,Sep,,
742,50144,Caesia arcuata,1,,,,SCST,ALBANY,Hopetoun,Dec,,
743,1275,Caesia chlorantha,1,,,,KIMB,EAST KIMBERLEY,Kununurra,,,
744,1278,Caesia rigidifolia,1,,,,GOLD,KALGOORLIE,Queen Victoria Spring,,,
745,1279,Caesia setifera,1,,,,KIMB,EAST KIMBERLEY,"Theda Stn, Mitchell Plateau",Feb,,
746,29183,Caesia sp. Ennuin (N. Gibson & M.N. Lyons 2737),1,,,,WHTB,CENTRAL WHEATBELT,Ennuin,,,
747,48425,Caesia sp. Great Victoria Desert (C. Tauss 2835),2,,,,GOLD,KALGOORLIE,Plumridge Lakes N.R.,,,
748,29912,Caesia sp. Koolanooka Hills (R. Meissner & Y. Caruso 78),1,,,,MWST,GERALDTON,Perenjori,Oct,,
749,12166,Caesia viscida,2,,,,SCST,ESPERANCE,Cape Arid N.P.,Nov,,
750,13852,Caladenia abbreviata,3,,,,"SWST,WARR","BLACKWOOD,DONNELLY,FRANKLAND","Cosy Corner (Cape Hamelin), Lake Jasper, Crystal Springs, Gracetown, Augusta",Nov-Dec,,
751,44910,Caladenia ambusta,2,,,,SWST,BLACKWOOD,Boranup,Oct-Nov,,
752,15329,Caladenia applanata subsp. erubescens,2,,,,WARR,FRANKLAND,"William Bay N.P., Quarram N.R.",,,
753,19218,Caladenia barbarella,T,EN,D,EN,MWST,"GERALDTON,SHARK BAY",NE of Kalbarri,Aug-Sep,,
754,44897,Caladenia bigeminata,1,,,,MWST,GERALDTON,Northhampton,late Jul - early Sep,,
755,15336,Caladenia bryceana subsp. bryceana,T,EN,C2a(i),EN,"SCST,SWST","ALBANY,WELLINGTON","Jerramungup-Boyup Brook, Wild Horse Swamp N.R.",Aug-Oct,IRP,
756,15337,Caladenia bryceana subsp. cracens,T,EN,"B1ab(iii,iv,v)+B2ab(iii,iv,v)",VU,MWST,GERALDTON,"Northampton-Kalbarri, East Yuna NR",Aug-Sep,,
757,13615,Caladenia busselliana,T,CR,"B1ab(iii,v)+2ab(iii,v); D",EN,SWST,BLACKWOOD,"Marybrook, Capel",Sep-Oct,IRP,
758,13616,Caladenia caesarea subsp. maritima,T,CR,B1+2c; C2a,EN,SWST,BLACKWOOD,Dunsborough,Aug-Sep,IRP,
759,13855,Caladenia caesarea subsp. transiens,1,,,,WHTB,GREAT SOUTHERN,"Williams, [Newdegate], [Augusta], [Bowelling]",Sep,,
760,13617,Caladenia christineae,T,EN,D,VU,"WARR,WHTB","DONNELLY,FRANKLAND,GREAT SOUTHERN","Manjimup-Mount Barker, Bridgetown, Lake Muir, Nuniup Lake",Sep-Oct,,
761,1583,Caladenia cristata,1,,,,"MWST,WHTB","MOORA,CENTRAL WHEATBELT",Miling-Dalwallinu,Sep-Nov,,
762,44909,Caladenia denticulata subsp. albicans,1,,,,MWST,MOORA,Arrowsmith,Aug - early Sep,,
763,10850,Caladenia dorrienii,T,EN,"B1ab(iii,iv,v)+B2ab(iii,iv,v)",EN,"SWAN,SWST,WARR,WHTB","BLACKWOOD,DONNELLY,PERTH HILLS,GREAT SOUTHERN","Frankland-Brookton, Boyup Brook, Perup",Sep-Oct,,
764,19217,Caladenia drakeoides,T,CR,"B2a,b,(ii,iii,iv,v)",EN,"MWST,WHTB","MOORA,CENTRAL WHEATBELT",Meckering-Coorow,Aug-Oct,IRP,
765,18039,Caladenia dundasiae,1,,,,MWST,MOORA,Watheroo,Jul-Aug,,
766,13618,Caladenia elegans,T,CR,"B1ab(iii,v)+2ab (iii,v)",EN,MWST,GERALDTON,N of Northampton,Jul-Aug,IRP,
767,18504,Caladenia erythrochila,2,,,,WARR,DONNELLY,Perup,Sep-Oct,,
768,14313,Caladenia evanescens,1,,,,WARR,FRANKLAND,Peaceful Bay,Nov,,
769,13619,Caladenia excelsa,T,EN,"B1ab(iii,iv,v)+B2ab(iii,iv,v); C2a(i)",EN,SWST,BLACKWOOD,"Yallingup-Witchcliffe, Margaret River, Cowaramup, Gracetown",Sep-Oct,,
770,20716,Caladenia graniticola,T,EN,"B1ab(iii,v)+2ab(iii,v); C2a(i); D",EN,WHTB,GREAT SOUTHERN,Pingaring,Sep-Oct,IRP,
771,13856,Caladenia granitora,T,EN,D,EN,SCST,ALBANY,"Mount Manypeak N.R., Waychinocup N.P.",Oct-Nov,IRP,
772,13621,Caladenia harringtoniae,T,VU,D1,VU,"SCST,SWST,WARR","BLACKWOOD,ALBANY,DONNELLY,FRANKLAND","Nannup-Albany, Lake Muir",Sep-Nov,,
773,13857,Caladenia hoffmanii,T,EN,B1b(iii)+2ab(iii),EN,MWST,GERALDTON,Geraldton-Kalbarri,Aug-Sep,,
774,44901,Caladenia hopperiana,T,EN,B1ab(iii)+2ab(iii),EN,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN",Quindanning,Sep-Oct,IRP,
775,1596,Caladenia huegelii,T,CR,"B2ab(i,ii,iii,iv)",EN,"SWAN,SWST","BLACKWOOD,SWAN COASTAL,WELLINGTON",Perth - Capel,Aug-Oct,IRP,
776,1598,Caladenia integra,4,,,,"SCST,SWAN,WARR,WHTB","ALBANY,FRANKLAND,PERTH HILLS,GREAT SOUTHERN","York-Kendenup, Pingelly",Sep-Oct,,
777,13858,Caladenia interjacens,4,,,,WARR,"DONNELLY,FRANKLAND","West Cliff Point, Crystal Spring, Walpole Nornalup",Sep-Oct,,
778,44903,Caladenia leucochila,T,EN,"A3cd; B1ab(i,ii,iii,iv,v)+ B2ab(i,ii,iii,iv,v)",EN,SWST,WELLINGTON,Collie,Sep-Oct,IRP,
779,18037,Caladenia lodgeana,T,CR,"B2ab(ii,iii,v)",CR,SWST,"BLACKWOOD,WELLINGTON","Margaret River, Augusta, Collie",Oct-Nov,IRP,
780,44902,Caladenia longicauda subsp. extrema,1,,,,WARR,DONNELLY,Manjimup,Oct,,
781,44908,Caladenia longicauda subsp. insularis,1,,,,SCST,ESPERANCE,Wharton,mid Aug - Sep,,
782,44895,Caladenia longicauda subsp. minima,2,,,,MWST,GERALDTON,"East Yuna N.R., Kalbarri",Aug - early Sep,,
783,17929,Caladenia longifimbriata,1,,,,SCST,ESPERANCE,"Oldfield River, Munglinup",Aug-Sep,,
784,17864,Caladenia luteola,T,CR,"B1ab(iii,v)+B2ab(iii,v); C2a(ii)",CR,WHTB,GREAT SOUTHERN,Woodanilling,Sep-Oct,IRP,
785,13861,Caladenia melanema,T,CR,B2ab(iii); C2a(ii),CR,WHTB,GREAT SOUTHERN,"Pingrup, Lake Altham",Aug-Sep,IRP,
786,50598,Caladenia multiplex,2,,,,"MWST,WHTB","MOORA,CENTRAL WHEATBELT",Between Moora and Gillingarra,August to mid-September,,
787,15373,Caladenia nivalis,2,,,,SWST,BLACKWOOD,"Yallingup, Leeuwin-Naturaliste National Park",Sep-Oct,,
788,44904,Caladenia perangusta,2,,,,WARR,DONNELLY,"Boyup Brook, Perup N.R.",Oct,,
789,18034,Caladenia pholcoidea subsp. augustensis,1,,,,SWST,BLACKWOOD,Augusta,Nov-Dec,,
790,44906,Caladenia pluvialis,2,,,,MWST,GERALDTON,"East Yuna N.R., Mullewa",Aug - early Sep,,
791,18027,Caladenia postea,2,,,,SWAN,PERTH HILLS,"Flynn SF, Dale SF, Wandoo N.P.",Oct-Nov,,
792,18038,Caladenia procera,T,CR,B1ab(iii)+B2ab(iii); C1,CR,SWST,"BLACKWOOD,WELLINGTON","Carbunup, Busselton, Benger",Spe-Oct,IRP,
793,13862,Caladenia speciosa,4,,,,"SWAN,SWST","BLACKWOOD,PERTH HILLS,SWAN COASTAL,WELLINGTON","Myalup, Eaton, Yarloop, Ludlow, Gingin, Capel",Sep-Oct,,
794,15381,Caladenia startiorum,2,,,,"SCST,WARR","ALBANY,DONNELLY,FRANKLAND","Mt Barker, Lake Muir",Sep-Oct,,
795,44894,Caladenia swartsiorum,2,,,,SWAN,SWAN COASTAL,"Lake Clifton, Kooljerrenup N.R.",Late Sep - Oct,,
796,13863,Caladenia uliginosa subsp. patulens,1,,,,"SWST,WARR","BLACKWOOD,DONNELLY,WELLINGTON","Harvey, Nannup, Kingston",Sep-Oct,,
797,18400,Caladenia ultima,2,,,,"SCST,WARR","ALBANY,DONNELLY,FRANKLAND","Strachan, Mount Roe N.P., Mount Lindesay N.P., Stirling Range N.P.",Nov-Dec,,
798,44898,Caladenia validinervia,1,,,,WARR,DONNELLY,Lake Muir,Sep-Oct,,
799,13622,Caladenia viridescens,T,CR,"B1ab(iii,v)+2ab(iii,v); C2a(i);D",EN,SWST,BLACKWOOD,Dunsborough,Sep-Oct,IRP,
800,1620,Caladenia wanosa,T,EN,B1ab(iii)+B2ab(iii),VU,MWST,GERALDTON,Kalbarri-Mullewa,Aug-Sep,,
801,19873,Caladenia williamsiae,T,CR,D,EN,WHTB,GREAT SOUTHERN,Brookton,Aug-Sep,IRP,
802,13864,Caladenia winfieldii,T,EN,D,EN,WARR,DONNELLY,Strachan,Oct-Nov,IRP,
803,48178,Caladenia x hopperi,1,,,,WHTB,CENTRAL WHEATBELT,Pithara,Aug-Sep,,
804,1618,Caladenia x triangularis,4,,,,"SWST,WARR,WHTB","BLACKWOOD,DONNELLY,GREAT SOUTHERN","Darkan, Clackline, Pingelly, Highbury, Boyup Brook",Aug-Oct,,
