,Name ID,Taxon, WA Status,WA Rank,WA IUCN Criteria,EPBC,DBCA Region,DBCA District,Distribution,Flowering Period,Recovery Plan,Notes
0,50593,Abildgaardia pachyptera,1,,,,KIMB,EAST KIMBERLEY,Mitchell Plateau,Feb-Mar,,
1,14112,Abutilon sp. Hamelin (A.M. Ashby 2196),2,,,,MWST,SHARK BAY,"Shark Bay, Hamelin Pool, Yaringa Stn",Jul-Sep,,
2,14110,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),3,,,,PILB,KARRATHA,"Onslow, Yaraloola Stn",Sep,,
3,43021,Abutilon sp. Pritzelianum (S. van Leeuwen 5095),3,,,,"MWST,PILB","KARRATHA,GERALDTON","Carnarvon, Port Headland, Lake McLeod, Gascoyne Junction, Mardathuna Stn., Onslow,","Jun, Aug-Sep",,
4,14114,Abutilon sp. Quobba (H. Demarz 3858),2,,,,"MWST,PILB","EXMOUTH,GERALDTON,SHARK BAY","Quobba, Cape Range, Muggon Stn., Canarvon, Dorre Is., Gascoyne Junction",Jul-Oct,,
5,14155,Abutilon sp. Warburton (A.S. George 8164),1,,,,GOLD,KALGOORLIE,Warburton,,,
6,14044,Acacia adinophylla,1,,,,GOLD,KALGOORLIE,Helena and Aurora Range,Sep-Dec,,
7,44442,Acacia adjutrices,3,,,,WHTB,GREAT SOUTHERN,"Brookton, Pingelly, Tutanning, Darkin Swamp",Aug,,
8,16110,Acacia alata var. platyptera,4,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,GREAT SOUTHERN","Mogumber, New Norcia, Wandoo CP, Brookton, Tutanning",Jun-Aug,,
9,13074,Acacia alexandri,3,,,,PILB,EXMOUTH,"Cape Range, Exmouth",Jun-Sep,,
10,14046,Acacia ampliata,1,,,,MWST,GERALDTON,"Mullewa, Coolcalalaya",,,
11,14047,Acacia amyctica,2,,,,SCST,ESPERANCE,"Peak Charles NP, Salmon Gums",,,
12,3210,Acacia anarthros,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,GREAT SOUTHERN","East of Wannamal, Hay Flat NR, Calingiri, Yerecoin, Lake Mears, Pingelly",May-Jun,,
13,43557,Acacia anastomosa,1,,,,KIMB,EAST KIMBERLEY,Carson River Stn.,Apr-Jun,,
14,14585,Acacia ancistrophylla var. lissophylla,2,,,,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Kalannie, Lake Grace, Dundas N.R., S.A., Vic.",Aug-Sep,,
15,14048,Acacia ancistrophylla var. perarcuata,3,,,,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Bruce Rock, Carrabin, Mukinbudin, Korbel, Dundas, Mt Andrew,Nungarin, Westonia, Merredin",,,
16,3219,Acacia anomala,T,VU,C2a,VU,SWAN,"PERTH HILLS,SWAN COASTAL","Darling Scarp, Bullsbrook, Muchea, Pickering Brook, Kalamunda, Bickley, Chittering","Aug,Sep",,
17,43580,Acacia anserina,2,,,,KIMB,EAST KIMBERLEY,Prince Regent NP,January,,
18,13073,Acacia aphanoclada,1,,,,PILB,KARRATHA,Nullagine,Aug-Sep,,
19,3220,Acacia aphylla,T,VU,C2a,VU,"SWAN,WHTB","PERTH HILLS,CENTRAL WHEATBELT",Perth - Northam,Aug-Sep,,
20,14049,Acacia aprica,T,CR,"B1ab(iii,v)+2ab(iii,v)",EN,MWST,MOORA,Carnamah - Coorow,Jun-Aug,IRP,
21,14050,Acacia arcuatilis,2,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Camel Peaks, Kulin, Jitarning, Bendering, Pallarup River",Jul-Sep,,
22,3221,Acacia argutifolia,4,,,,SCST,ALBANY,S of Ravensthorpe,Jul-Jan,,
23,14051,Acacia aristulata,T,EN,B1+2c; C2a,EN,MWST,MOORA,"Moora, Jingemia Hill",Sep-Dec,,
24,12248,Acacia ascendens,2,,,,WHTB,CENTRAL WHEATBELT,Chiddarcooping Hill,Jul-Oct,,
25,14052,Acacia asepala,2,,,,"SCST,WHTB","ESPERANCE,CENTRAL WHEATBELT","Frank Hann NP, Marvel Loch, Lake Cronin, Forrestiana",Sep,,
26,14725,Acacia ataxiphylla subsp. ataxiphylla,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Albany, Cranbrook, Jingalup, Kojonup, Chillerup, Bokal",Dec,,
27,14687,Acacia ataxiphylla subsp. magna,T,EN,"B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i); D",EN,WHTB,CENTRAL WHEATBELT,"Charles Gardner Reserve, Cunderdin",Jul,IRP,
28,19507,Acacia atopa,3,,,,MWST,GERALDTON,"Winderie, Dalgety Downs, Kennedy Range, Dairy Creek",Aug,,
29,14053,Acacia auratiflora,T,VU,C2a(i),EN,WHTB,GREAT SOUTHERN,"Newdegate, Lake Grace",,IRP,
30,3230,Acacia auricoma,3,,,,GOLD,KALGOORLIE,"Anne Range, Northern Territory",Aug-Apr,,
31,14054,Acacia auripila,2,,,,PILB,KARRATHA,Rudall River,,,
32,12249,Acacia awestoniana,T,CR,C2a(ii),VU,SCST,ALBANY,Stirling Range N.P.,Oct-Nov,IRP,
33,31784,Acacia barrettiorum,2,,,,KIMB,EAST KIMBERLEY,Prince Regent Nature Reserve,,,
34,41461,Acacia bartlei,3,,,,SCST,ESPERANCE,"Scaddan, Mt Burdett",,,
35,3237,Acacia benthamii,2,,,,SWAN,SWAN COASTAL,"Wanneroo, Kings Park, Stake Hill",,,
36,44472,Acacia besleyi,1,,,,SCST,ALBANY,Ravensthorpe Range,,,
37,14611,Acacia bifaria,3,,,,SCST,ALBANY,"Ravensthorpe, Fitzgerald","Aug-Oct,Dec",,
38,3243,Acacia botrydion,4,,,,WHTB,CENTRAL WHEATBELT,Wongan Hills,Jul-Dec,,
39,13509,Acacia brachyphylla var. recurvata,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Jerramungup, Nyabing, Kukerin, Pingrup, Highbury",,,
40,12250,Acacia brachypoda,T,VU,"B1ab(ii,iii,v)+2ab(ii,iii,v)",EN,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN","Brookton, Beverley, Darkin Swamp",May,,
41,29571,Acacia bromilowiana,4,,,,PILB,KARRATHA,"Tom Price, Balfour Downs Stn, West Angelas, Hope Downs, Hamersley Ranges, Marillana Stn, Ophthalmia Range",Jul-Aug,,
42,11655,Acacia browniana var. glaucescens,2,,,,"MWST,SWAN","MOORA,PERTH HILLS","Bindoon, Julimar, Mogumber",,,
43,31072,Acacia burrowsiana,3,,,,"GOLD,MWST","KALGOORLIE,GERALDTON","Mt Magnet, Lake Mason, Cue, Sanstone, Lorna Glen Stn.",,,
44,12251,Acacia caesariata,T,VU,D1,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Wyalkatchem, Lake Grace, Corrigin",Jul-Sep,,
45,3250,Acacia calcicola,4,,,,GOLD,KALGOORLIE,"Blackstone Rg, Morgan Rg,NT",,,
46,43556,Acacia camptocarpa,1,,,,KIMB,EAST KIMBERLEY,Lake Argyle,"January, February, May",,
47,3252,Acacia campylophylla,3,,,,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN,CENTRAL WHEATBELT","York, Northam, Tammin, Wyalkatchem, Dowerin, Quairading, Pantapin, Meckering",Jun-Sep,,
48,16115,Acacia capillaris,2,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","Marion Downs Stn., King Leopold Ranges",May,,
49,14055,Acacia carens,2,,,,MWST,MOORA,"Eneabba, Cockleshell Gully, Gairdner Range",,,
50,14058,Acacia cerastes,1,,,,MWST,GERALDTON,"Mt Gibson, Mt Singleton, White Wells",-,,
51,14059,Acacia chapmanii subsp. australis,T,EN,B1ab(v)+2ab(v);C1,EN,"SWAN,WHTB","PERTH HILLS,CENTRAL WHEATBELT","Bolgart, Wyening",,IRP,
52,14060,Acacia chapmanii subsp. chapmanii,2,,,,MWST,MOORA,"Three Springs, Marchagee",,,
53,43585,Acacia claviseta,3,,,,KIMB,EAST KIMBERLEY,"Bedford Downs Station, Osmond Range, Pompeys Pillar, NT","Feb, Mar, Jul, Aug",,
54,44469,Acacia coatesii,1,,,,GOLD,KALGOORLIE,Coolgardie,,,
55,14062,Acacia cochlocarpa subsp. cochlocarpa,T,CR,"B1ab(iii,v)+2ab(iii,v)",EN,MWST,MOORA,Watheroo,Jun-Jul,IRP,
56,14063,Acacia cochlocarpa subsp. velutinosa,T,CR,B1ab(v)+2ab(v),CR,WHTB,CENTRAL WHEATBELT,"Manmanning, Wongan Hills, Cunderdin",Jun-Aug,IRP,
57,14618,Acacia concolorans,2,,,,WHTB,CENTRAL WHEATBELT,"Marvel Loch, Parker Range, Karlgarin",Jul-Sep,,
58,14064,Acacia congesta subsp. cliftoniana,1,,,,MWST,"MOORA,GERALDTON","Arrino, Yandanooka, Moora",Aug-Sep,,
59,14065,Acacia congesta subsp. wonganensis,2,,,,WHTB,CENTRAL WHEATBELT,"Wongan Hills, Elphin",Aug-Sep,,
60,49085,Acacia corusca,1,,,,PILB,KARRATHA,Shovelanna Hill,,,
61,12254,Acacia cowaniana,2,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Mt Caroline, Mooranoppin Rock, Jilakin Rock, (Kellerberrin)",Apr-Sep,,
62,14623,Acacia crenulata,3,,,,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Southern Cross, Carrabin, Bullabulling, Walyahmoning Rock, Chiddarcooping, Sandford Rocks N.R., Marvel Loch",Sep-Oct,,
63,14066,Acacia cummingiana,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Moora, Barberton, Badgingarra, Wannamal, Dandaragan, Watheroo N.P., Boonanaring",,,
64,14067,Acacia cuneifolia,4,,,,"SWAN,SWST,WHTB","PERTH HILLS,WELLINGTON,GREAT SOUTHERN","Pony Hill, Boyagin Rock, Wandoo CP, Collie, Kojonup",Sep-Oct,,
65,44476,Acacia curryana,1,,,,MWST,GERALDTON,"Minnie Creek Station, Williambury Station",,,
66,43555,Acacia cyclocarpa,3,,,,KIMB,EAST KIMBERLEY,Prince Regent River,,,
67,14068,Acacia cylindrica,3,,,,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Southern Cross, Mt Correll, Kulja, Hunt Range, Kalannie, Chiddarcooping N.R., Mollerin N.R., Mt Manning Range, Ennuin Stn.",,,
68,14087,Acacia cyperophylla var. omearana,1,,,,PILB,KARRATHA,Nullagine,May,,
69,3286,Acacia daweana,3,,,,PILB,KARRATHA,"Hamersley Range, Karijini N.P.",Jul,,
70,12255,Acacia declinata,4,,,,SCST,ALBANY,"Borden, Boxwood Hill (Marra Bridge), Kalgan",Aug-Oct,,
71,3287,Acacia deflexa,3,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Toolibin, Bendering, Wickepin, Wongan Hills, Corrigin",Aug,,
72,14463,Acacia deltoidea subsp. ampla,2,,,,KIMB,EAST KIMBERLEY,"Bougainville Peninsula, Lawley River, Mitchell Falls",Jun,,
73,3293,Acacia denticulosa,T,VU,B1+3d; C2a,VU,WHTB,CENTRAL WHEATBELT,Beacon-Mt Churchman,Aug-Nov,,
74,3295,Acacia depressa,T,EN,C2a,VU,WHTB,GREAT SOUTHERN,W of Lake Grace,Dec-Jan,,
75,14069,Acacia desertorum var. nudipes,3,,,,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Ghooli, Southern Cross, Yellowdine, Mt Dimer",,,
76,31925,Acacia diallaga,1,,,,MWST,GERALDTON,"Karara, Warriedar",September,,
77,16019,Acacia diaphana,1,,,,SCST,ESPERANCE,"Niblick Hill, Clyde Hill, Mt. Buraminya",,,
78,43561,Acacia diastemata,3,,,,KIMB,EAST KIMBERLEY,"Drysdale River N.P., Roe River, Prince Regent River N.R.",,,
79,44474,Acacia dilloniorum,1,,,,MWST,GERALDTON,Weld Range,Aug,,
80,14071,Acacia diminuta,1,,,,SCST,"ALBANY,ESPERANCE","Scaddan, Truslove, Fitzgerald",Oct-Nov,,
81,43584,Acacia dimorpha,1,,,,KIMB,WEST KIMBERLEY,"Edkins Range, Artesian Range","Mar, Apr, Jun, Aug, Oct",,
82,14619,Acacia dissona var. indoloria,3,,,,"GOLD,SCST,WHTB","KALGOORLIE,ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Kulja, Bruce Rock, Muntadgin, Frank Hann N.P., Ballidu, Dragon Rocks N.R.",Aug-Sep,,
83,12256,Acacia dorsenna,1,,,,SCST,ESPERANCE,"Norseman, Lake Cowan",Aug,,
84,3309,Acacia drepanophylla,3,,,,MWST,"GERALDTON,SHARK BAY","Overlander, Billabong R/H, Coburn Stn, Hamelin, Yaringa. Peron Peninsula",,,
85,11829,Acacia drewiana subsp. minor,2,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Wongan Hills, Newdegate-Lake King, Nyabing",,,
86,11229,Acacia drummondii subsp. affinis,3,,,,"MWST,SWAN","MOORA,GERALDTON,PERTH HILLS","Bindoon, Muchea, Julimar, Wannamal, Mullewa, New Norcia, Drummond NR",,,
87,14854,Acacia drummondii subsp. elegans Porongurup variant (R.J. Cumming 938),4,,,,SCST,ALBANY,Porongurup Range,Aug-Oct,,
88,3314,Acacia dura,2,,,,WHTB,CENTRAL WHEATBELT,"Piawaning, Wongan Hills, Elphin,Yerecoin",Aug-Oct,,
89,3316,Acacia effusa,3,,,,PILB,KARRATHA,"Mt Bruce, Hamersley Ra., Karijini N.P., Juna Downs",,,
90,3319,Acacia epacantha,3,,,,MWST,MOORA,"Dandaragan, Badgingarra, Eneabba, Lesueur",,,
91,14074,Acacia epedunculata,1,,,,GOLD,KALGOORLIE,Caenyie Rock,-,,
92,16014,Acacia eremophila var. Numerous-nerved variant (A.S.George 11924),3,,,,"GOLD,SCST","KALGOORLIE,ESPERANCE","Norseman, Neale Junction, Great Victoria Desert, Balladonia, Plumridge Lakes","Sep,Jul",,
93,16121,Acacia eremophila var. variabilis,3,,,,"GOLD,SCST,WHTB","KALGOORLIE,ESPERANCE,CENTRAL WHEATBELT","Ardath, Comet Vale, Zanthus, Balladonia, Lake Moore",,,
94,14681,Acacia errabunda,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Ravensthorpe, Jerramungup, Broomehill",Aug-Sep,,
95,14075,Acacia euthyphylla,3,,,,SCST,ESPERANCE,"Clyde Hill, Truslove, Mt Ney, Mt Ridley",Jul-Sep,,
96,23522,Acacia fecunda,1,,,,PILB,KARRATHA,"Nullagine, Skull Springs, Oakover River","Apr,May",,
97,3337,Acacia filifolia,3,,,,"MWST,WHTB","MOORA,CENTRAL WHEATBELT","Wongan Hills, Burracoppin, Southern Cross, Coorow, Marchagee",May-Nov,,
98,3338,Acacia flabellifolia,3,,,,MWST,"MOORA,GERALDTON","Arrino, Watheroo, Eneabba",Aug.,,
99,3339,Acacia flagelliformis,4,,,,SWST,"BLACKWOOD,WELLINGTON","Harvey, Eaton, Bunbury, Capel, Busselton, Donnybrook",Jul-Sep,,
100,14076,Acacia formidabilis,3,,,,"GOLD,MWST,WHTB","KALGOORLIE,GERALDTON,CENTRAL WHEATBELT","Wanarra, Perenjori, Paynes Find, Southern Cross, Warralackin, Bungalbin Hill",,,
101,3341,Acacia forrestiana,T,VU,D2,VU,MWST,MOORA,"Dandaragan, Jurien Bay",Oct-Dec,,
102,14077,Acacia gelasina,2,,,,MWST,GERALDTON,"Kalbarri NP, Eurardy",,,
103,43160,Acacia gibsonii,1,,,,SCST,ESPERANCE,Lake Johnson,,,
104,14621,Acacia glaucissima,3,,,,SCST,ESPERANCE,"Salmon Gums, Mt Heywood, Mt Ney, Grass Patch",Aug-Sep,,
105,14078,Acacia gloeotricha,1,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","Dimond Gorge, Fitzroy River",Jun,,
106,31032,Acacia graciliformis,1,,,,MWST,GERALDTON,Koolanooka Hills,Sep,,
107,3357,Acacia grisea,4,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Nyabing, Peringillup, Kukerin, Kojonup, Woodanilling, Wagin, Ravensthorpe",Jun-Aug,,
108,3358,Acacia guinetii,4,,,,MWST,GERALDTON,Geraldton-Northampton,Jun-Aug,,
109,44473,Acacia haematites,1,,,,GOLD,KALGOORLIE,Koolyanobbing Range,Aug-Sep,,
110,12760,Acacia heterochroa subsp. robertii,2,,,,WHTB,GREAT SOUTHERN,"Bottle Rock, Varley, Digger Rock, South Ironcap",,,
111,14117,Acacia heteroclita subsp. valida,2,,,,SCST,ALBANY,Porongurup Range,,,
112,3373,Acacia horridula,3,,,,SWAN,PERTH HILLS,Helena Valley - Serpentine,May-Aug,,
113,17332,Acacia hypermeces,1,,,,KIMB,EAST KIMBERLEY,"Pelican Rock Creek, Berkeley River",Jun,,
114,14617,Acacia hystrix subsp. continua,1,,,,SCST,ESPERANCE,"Daniell Siding, Lake Johnston",Sep,,
115,14118,Acacia imitans,4,,,EN,MWST,GERALDTON,"Mt Singleton, Mt Gibson, Ningham",Aug.,IRP,
116,14683,Acacia imparilis,4,,,,SCST,ALBANY,"Stirling Range, Hamilla Hill","Oct,Nov",,
117,14682,Acacia improcera,3,,,,"SCST,WHTB","ALBANY,ESPERANCE,GREAT SOUTHERN","Ravensthorpe, Frank Hann N.P., Lake King, Mount Glasse, Grass Patch, Sheoak Hill",Jul-Aug,,
118,14119,Acacia incanicarpa,2,,,,SCST,ESPERANCE,"Mt Le Grand, Mt Merivale","Apr,Nov-Dec",,
119,18106,Acacia inceana subsp. latifolia,1,,,,WHTB,CENTRAL WHEATBELT,"Kalannie, Jibberding",Aug-Sep,,
120,3385,Acacia inophloia,3,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Pederah, Bendering, Muntadgin, Moora, Mt Bebb, Kulin, Wialcutting N.R., Bilbarin, Billericay, Narembeen",,,
121,3386,Acacia inops,3,,,,SWST,BLACKWOOD,"Margaret River, Yelverton, Witchcliffe",Oct-Nov,,
122,14121,Acacia insolita subsp. recurva,T,CR,"B1ab(ii,iii,v)+2ab(ii.iii.v)",EN,WHTB,GREAT SOUTHERN,"East Yornaning NR, Narrogin",Sep,IRP,
123,14122,Acacia isoneura subsp. isoneura,3,,,,"MWST,WHTB","MOORA,GERALDTON,CENTRAL WHEATBELT","Mingenew, Three Springs, Caron, Buntine, Perenjori, Wubin, Eurardy",,,
124,14123,Acacia isoneura subsp. nimia,3,,,,"MWST,WHTB","MOORA,GERALDTON,CENTRAL WHEATBELT","Billabong, Murchison River, Ajana, Coorow, Watheroo",,,
125,13917,Acacia jasperensis,3,,,,KIMB,EAST KIMBERLEY,"Berkeley River, Kununurra, N.T.",,,
126,50702,Acacia karinae,1,,,,MWST,GERALDTON,"Blue Hill Range, Karara, Mt Gibson Stn",-,,
127,44443,Acacia keigheryi,3,,,,SCST,ALBANY,"Ongerup, Boxwood Hill, Wellstead",mid-Aug- mid-Oct,,
128,14124,Acacia kenneallyi,3,,,,KIMB,EAST KIMBERLEY,Bonaparte Archipelago,May-Jul,,
129,3400,Acacia kerryana,2,,,,"GOLD,SCST,WHTB","KALGOORLIE,ESPERANCE,GREAT SOUTHERN","Norseman, Jimberlana Hill, Bremer Range, Lake Cronin, Spargoville",Dec-Feb,,
130,3401,Acacia kimberleyensis,2,,,,KIMB,EAST KIMBERLEY,"Packhorse Range, Mt Agnes, Prince Regent River","Jun,Jul",,
131,3402,Acacia kingiana,X,EX,,EX,WHTB,GREAT SOUTHERN,Wagin,Sep,,
132,44493,Acacia kulinensis,1,,,,WHTB,GREAT SOUTHERN,Kulin,,,
133,50095,Acacia lachnocarpa,1,,,,WHTB,GREAT SOUTHERN,Mt Holland,,,
134,12259,Acacia lanceolata,3,,,,MWST,"MOORA,GERALDTON","Three Springs, Mingenew",,,
135,12260,Acacia lanei,3,,,,WHTB,GREAT SOUTHERN,"Hyden, Pederah",Jul-Sep,,
136,12261,Acacia lanuginophylla,T,VU,D2,EN,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT",Newdegate-Pingaring,Aug-Oct,IRP,
137,44482,Acacia lapidosa,1,,,,MWST,GERALDTON,"Mount Magnet, Paynesville",,,
138,14932,Acacia lasiocarpa var. bracteolata long peduncle variant (G.J. Keighery 5026),1,,,,SWAN,"PERTH HILLS,SWAN COASTAL","North Dandalup, Mundijong, Gosnells, Jandakot, Serpentine, Mundijong","My,Aug",,
139,14931,Acacia lasiocarpa var. lasiocarpa Cockleshell Gully variant (E.A. Griffin 2039),2,,,,MWST,MOORA,"Cockleshell Gully, Lesueur NP",,,
140,14930,Acacia lateriticola var. Glabrous variant (B.R.Maslin 6765),3,,,,SWST,BLACKWOOD,"Dunsborough, Scott River, Margaret River, Quindalup",,,
141,14612,Acacia latipes subsp. licina,3,,,,MWST,"MOORA,GERALDTON","Erangy Springs, Geraldton, Three Springs, Northampton, Hutt River, Eneabba",Jun-Jul,,
142,23523,Acacia leeuweniana,1,,,,PILB,KARRATHA,"Spear Hill, Wodgina","Apr,May,Oct",,
143,14929,Acacia leioderma var. Fitzgerald River N.P. variant (A.S.George 9922),2,,,,SCST,ALBANY,"Fitzgerald River NP, Gordon Inlet",,,
144,3414,Acacia lentiginea,2,,,,KIMB,EAST KIMBERLEY,"Mitchell Plateau, Prince Regent N.R.","May,Oct",,
145,13610,Acacia leptalea,T,VU,D2,EN,WHTB,GREAT SOUTHERN,"Nyabing, Chinocup",Jun-Aug,IRP,
146,16131,Acacia leptocarpa,1,,,,KIMB,EAST KIMBERLEY,Carlton Hill Stn.,,,
147,3415,Acacia leptoneura,T,CR,B1ab(iii)+2ab(iii); D,CR,WHTB,CENTRAL WHEATBELT,Dowerin,,IRP,
148,11375,Acacia leptospermoides subsp. obovata,2,,,,MWST,GERALDTON,"Kalbarri NP, Murchison River",,,
149,11330,Acacia leptospermoides subsp. psammophila,3,,,,MWST,GERALDTON,"Geraldton, Yuna, Indarra, Eradu",,,
150,15289,Acacia levata,3,,,,PILB,KARRATHA,"Marble Bar, Woodstock H/S, Hillside",,,
151,12262,Acacia lineolata subsp. multilineata,1,,,,MWST,"MOORA,GERALDTON","Arrino, Mullewa, Yuna, Latham, Mingenew",Jun-Aug,,
152,16977,Acacia lirellata subsp. compressa,2,,,,WHTB,CENTRAL WHEATBELT,"Ballidu, Bruce Rock, Holleton, Muntadgin",,,
153,16978,Acacia lirellata subsp. lirellata,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Coorow, Watheroo, Northam, Quairading, Tammin, Meckering",Jun-Sep,,
154,12263,Acacia lobulata,T,EN,B1+2e,EN,WHTB,CENTRAL WHEATBELT,Warralakkin,Jun-Jul,IRP,
155,44481,Acacia mackenziei,1,,,,KIMB,EAST KIMBERLEY,Thompson Spring,late Jan - early Apr,,
156,14753,Acacia manipularis,1,,,,KIMB,"EAST KIMBERLEY,WEST KIMBERLEY","Mt House Stn, Tableland Stn",Jul,,
157,3437,Acacia megacephala,3,,,,MWST,GERALDTON,"E of Geraldton, Kojarena, Burma Road",Jun-Sep,,
158,3441,Acacia merrickiae,4,,,,WHTB,CENTRAL WHEATBELT,"Kellerberrin, Bungulla, Mukinbudin, Yelbeni",Jan-Dec,,
159,3444,Acacia microneura,1,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Cranbrook, Pallinup River (Mailalup)",Sep-Oct,,
160,19176,Acacia mitodes,2,,,,KIMB,EAST KIMBERLEY,Drysdale River N.P.,May-Jun,,
161,42183,Acacia monticola x tumida var. kulparn,3,,,,KIMB,WEST KIMBERLEY,"Broome, James Price Point, Perpendicular Head, Derby, Kimberley Downs Stn., Bina Stn.",,,
162,31033,Acacia muriculata,1,,,,MWST,GERALDTON,Koolanooka Hills,Sep-Oct,,
163,14125,Acacia mutabilis subsp. incurva,2,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Ongerup, Pingrup, Needilup",Aug-Sep,,
164,14126,Acacia mutabilis subsp. rhynchophylla,3,,,,WHTB,GREAT SOUTHERN,"Pingrup, Nyabing, Borden",Aug-Sep,,
165,14127,Acacia mutabilis subsp. stipulifera,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Lake Cobham, Lake Bryde, Lake Magenta, Needilup",Aug-Sep,,
166,3456,Acacia newbeyi,3,,,,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Nyabing, Boxwood Hills, Ravensthorpe, Ongerup, Dragon Rocks",,,
167,14685,Acacia nigripilosa subsp. latifolia,1,,,,MWST,GERALDTON,"Maya, Latham, Caron, Bunjil",Aug-Sep,,
168,3459,Acacia nitidula,3,,,,SCST,"ALBANY,ESPERANCE","Recherche Archipelago, Cape Arid, condingup, Jerramungup, Ravensthorpe",Oct-Nov,,
169,3460,Acacia nodiflora,3,,,,MWST,"MOORA,GERALDTON",Carnamah,Aug-Sep,,
170,14128,Acacia obesa,3,,,,WHTB,GREAT SOUTHERN,"Hyden, Lake King, Lake Grace",Jul-Sep,,
171,43558,Acacia obtriangularis,1,,,,KIMB,EAST KIMBERLEY,Lawley River,,,
172,14129,Acacia oncinophylla subsp. oncinophylla,3,,,,"MWST,SWAN,WARR","MOORA,DONNELLY,PERTH HILLS","Mogumber, Mundaring, John Forrest NP, Serpentine, Mt Lennard, Dwellingup, Winnejup",,,
173,14131,Acacia oncinophylla subsp. patulifolia,4,,,,"SWAN,SWST,WARR","DONNELLY,PERTH HILLS,SWAN COASTAL,WELLINGTON","Gosnells, North Dandalup, Wagerup, Winnejup",,,
174,43583,Acacia orthotropica,2,,,,KIMB,EAST KIMBERLEY,Prince Regent National Park,Jan,,
175,14133,Acacia papulosa,2,,,,SCST,ALBANY,"Boxwood Hill, Fitzgerald River",,,
176,44477,Acacia parkerae,3,,,,"SWST,WARR,WHTB","BLACKWOOD,DONNELLY,GREAT SOUTHERN","Frankland, Kojonup, Greenbushes",Sep-Oct,,
177,12266,Acacia paula,1,,,,KIMB,EAST KIMBERLEY,Mitchell Plateau,"Feb-Mar,Jun",,
178,14134,Acacia pelophila,1,,,,MWST,GERALDTON,"Northampton, Lynton",,,
179,43581,Acacia perpusilla,1,,,,KIMB,EAST KIMBERLEY,Theda Stn.,Aug,,
180,44483,Acacia petricola,2,,,,MWST,GERALDTON,Mount Augustus,July,,
181,43560,Acacia phacelia,3,,,,KIMB,WEST KIMBERLEY,"Edkins Range, Harding Range, Sprigg River",May-Aug,,
182,3486,Acacia phaeocalyx,3,,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Kellerberrin, Wongan Hills, Tammin, Quairading, Lomos, Dowerin, Cunderdin",Apr-Dec,,
183,3487,Acacia pharangites,T,CR,B1ab(v)+2ab(v);C2a(i),EN,WHTB,CENTRAL WHEATBELT,Wongan Hills,Aug-Sep,IRP,
184,14162,Acacia phlebopetala var. pubescens,2,,,,SCST,ALBANY,Whoogarup Range,Oct-Dec,,
185,14136,Acacia plautella,3,,,,MWST,GERALDTON,"Ajana, Wannoo Roadhouse, Murchison, Eurardy Station, Kalbarri NP, Cooloomia NR",Aug-Jan,,
186,3493,Acacia plicata,3,,,,MWST,MOORA,"Hill River, Cataby, Lesueur",Aug-Oct,,
187,3497,Acacia prismifolia,T,CR,"B1ab(iii,v)+B2ab(iii,v)",EX,SCST,ALBANY,"Albany, Stirling Range N.P.",Sep,,
188,14607,Acacia pterocaulon,1,,,,MWST,GERALDTON,Morawa,"Aug,Sep",,
189,14927,Acacia pulchella var. reflexa acuminate bracteole variant (R.J. Cumming 882),3,,,,SWAN,PERTH HILLS,"Wannamal, Bindoon, York, Boonanarring",,,
