raw_scientificName,scientificName,rank,family,vernacularName,status,sourceStatus,WildNetTaxonID,taxonID,IUCN_equivalent_status
Eucalyptus paedoglauca,Eucalyptus paedoglauca,species,,Mt. Stuart Ironbark,Vulnerable,Vulnerable,,,Vulnerable
