verbatimScientificName,scientificName,rank,family,vernacularName,status,sourceStatus
Phascolarctos cinereus (combined populations of Qld,Phascolarctos cinereus (combined populations of Qld,subspecies,PHASCOLARCTIDAE,subspecies,Koala,Endangered,Endangered
