scientificName,vernacularName,sourceStatus,family,genus,species,status
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Emballonuridae,Saccolaimus,saccolaimus,Vulnerable
Sagina diemensis,Tasmanian Pearlwort,Endangered,Caryophyllaceae,Sagina,diemensis,Endangered
Saltuarius eximius,Cape Melville Leaf-tail Gecko,Critically Endangered,Carphodactylidae,Saltuarius,eximius,Critically Endangered
Saltuarius kateae,Kate's Leaf-tail Gecko,Endangered,Carphodactylidae,Saltuarius,kateae,Endangered
Samadera bidwillii,Quassia,Vulnerable,Simaroubaceae,Samadera,bidwillii,Vulnerable
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),-,Endangered,Simaroubaceae,Samadera,sp. Moonee Creek (J.King s.n. Nov. 1949),Endangered
Sankowskya stipularis,-,Endangered,Euphorbiaceae,Sankowskya,stipularis,Endangered
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,Myrtaceae,Sannantha,crenulata,Vulnerable
Sannantha tozerensis,a shrub,Vulnerable,Myrtaceae,Sannantha,tozerensis,Vulnerable
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,Orchidaceae,Sarcochilus,fitzgeraldii,Vulnerable
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Orchidaceae,Sarcochilus,hartmannii,Vulnerable
Sarcochilus hirticalcar,-,Vulnerable,Orchidaceae,Sarcochilus,hirticalcar,Vulnerable
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Orchidaceae,Sarcochilus,weinthalii,Vulnerable
Sarcophilus harrisii,Tasmanian Devil,Endangered,Dasyuridae,Sarcophilus,harrisii,Endangered
Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,Goodeniaceae,Scaevola,macrophylla,Critically Endangered
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,Pseudomugilidae,Scaturiginichthys,vermeilipinnis,Endangered
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Asteraceae,Schoenia,filifolia,Endangered
Sclerolaena blakei,-,Vulnerable,Chenopodiaceae,Sclerolaena,blakei,Vulnerable
Sclerolaena napiformis,Turnip Copperburr,Endangered,Chenopodiaceae,Sclerolaena,napiformis,Endangered
Sclerolaena walkeri,-,Vulnerable,Chenopodiaceae,Sclerolaena,walkeri,Vulnerable
Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Selaginellaceae,Selaginella,andrewsii,Vulnerable
Semotrachia euzyga,a land snail,Endangered,Camaenidae,Semotrachia,euzyga,Endangered
Senecio australis,a daisy,Vulnerable,Asteraceae,Senecio,australis,Vulnerable
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Asteraceae,Senecio,behrianus,Endangered
Senecio evansianus,a daisy,Endangered,Asteraceae,Senecio,evansianus,Endangered
Senecio georgianus,Grey Groundsel,Extinct,Asteraceae,Senecio,georgianus,Extinct
Senecio hooglandii,a daisy,Vulnerable,Asteraceae,Senecio,hooglandii,Vulnerable
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Asteraceae,Senecio,macrocarpus,Vulnerable
Senecio megaglossus,Superb Groundsel,Vulnerable,Asteraceae,Senecio,megaglossus,Vulnerable
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Asteraceae,Senecio,psilocarpus,Vulnerable
Seringia exastia,Fringed Fire-bush,Critically Endangered,Malvaceae,Seringia,exastia,Critically Endangered
Seriolella brama,Blue Warehou,Conservation Dependent,Centrolophidae,Seriolella,brama,Conservation Dependent
Setonix brachyurus,Quokka,Vulnerable,Macropodidae,Setonix,brachyurus,Vulnerable
Sinumelon bednalli,Bednall's Land Snail,Endangered,Camaenidae,Sinumelon,bednalli,Endangered
Sminthopsis butleri,Butler's Dunnart,Vulnerable,Dasyuridae,Sminthopsis,butleri,Vulnerable
Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,Dasyuridae,Sminthopsis,douglasi,Vulnerable
Sminthopsis fuliginosa aitkeni,Kangaroo Island Dunnart,Endangered,Dasyuridae,Sminthopsis,fuliginosa,Endangered
Sminthopsis psammophila,Sandhill Dunnart,Endangered,Dasyuridae,Sminthopsis,psammophila,Endangered
Solanum bauerianum,Bridal Flower,Extinct,Solanaceae,Solanum,bauerianum,Extinct
Solanum dissectum,-,Endangered,Solanaceae,Solanum,dissectum,Endangered
Solanum dunalianum,-,Vulnerable,Solanaceae,Solanum,dunalianum,Vulnerable
Solanum graniticum,Granite Nightshade,Endangered,Solanaceae,Solanum,graniticum,Endangered
Solanum johnsonianum,-,Endangered,Solanaceae,Solanum,johnsonianum,Endangered
Solanum karsense,Menindee Nightshade,Vulnerable,Solanaceae,Solanum,karsense,Vulnerable
Solanum orgadophilum,Capella Potato Bush,Critically Endangered,Solanaceae,Solanum,orgadophilum,Critically Endangered
Solanum sulphureum,-,Endangered,Solanaceae,Solanum,sulphureum,Endangered
Sophora fraseri,-,Vulnerable,Fabaceae,Sophora,fraseri,Vulnerable
Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Fabaceae,Sphaerolobium,acanthos,Critically Endangered
Sphenotoma drummondii,Mountain Paper-heath,Endangered,Ericaceae,Sphenotoma,drummondii,Endangered
Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Sphyrnidae,Sphyrna,lewini,Conservation Dependent
Spicospina flammocaerulea,Sunset Frog,Vulnerable,Myobatrachidae,Spicospina,flammocaerulea,Vulnerable
Spirogardnera rubescens,Spiral Bush,Endangered,Santalaceae,Spirogardnera,rubescens,Endangered
Sporobolus pamelae,a grass,Endangered,Poaceae,Sporobolus,pamelae,Endangered
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Rhamnaceae,Spyridium,coactilifolium,Vulnerable
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Rhamnaceae,Spyridium,eriocephalum,Vulnerable
Spyridium fontis-woodii,Woods Well Spyridium,Critically Endangered,Rhamnaceae,Spyridium,fontis-woodii,Critically Endangered
Spyridium furculentum,Forked Spyridium,Endangered,Rhamnaceae,Spyridium,furculentum,Endangered
Spyridium lawrencei,Small-leaf Spyridium,Endangered,Rhamnaceae,Spyridium,lawrencei,Endangered
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Rhamnaceae,Spyridium,obcordatum,Vulnerable
Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Euphorbiaceae,Stachystemon,nematophorus,Vulnerable
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Celastraceae,Stackhousia,annua,Vulnerable
Stagonopleura bella samueli,"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Endangered,Estrildidae,Stagonopleura,bella,Endangered
Stagonopleura guttata,Diamond Firetail,Vulnerable,Passeridae,Stagonopleura,guttata,Vulnerable
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Rhamnaceae,Stenanthemum,pimeleoides,Vulnerable
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Laridae,Sterna,vittata,Endangered
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Laridae,Sterna,vittata,Vulnerable
Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Laridae,Sternula,nereis,Vulnerable
Stiphodon semoni,Opal Cling Goby,Critically Endangered,Gobiidae,Stiphodon,semoni,Critically Endangered
Stipiturus malachurus halmaturinus,Kangaroo Island Southern Emu-wren,Endangered,Maluridae,Stipiturus,malachurus,Endangered
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Maluridae,Stipiturus,malachurus,Endangered
Stipiturus malachurus parimeda,"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Endangered,Maluridae,Stipiturus,malachurus,Endangered
Stipiturus mallee,Mallee Emu-wren,Endangered,Maluridae,Stipiturus,mallee,Endangered
Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,Fabaceae,Stonesiella,selaginoides,Endangered
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Moraceae,Streblus,pendulinus,Endangered
Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Artamidae,Strepera,fuliginosa,Vulnerable
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Artamidae,Strepera,graculina,Vulnerable
Stylidium amabile,-,Critically Endangered,Stylidiaceae,Stylidium,amabile,Critically Endangered
Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,Stylidiaceae,Stylidium,applanatum,Critically Endangered
Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Stylidiaceae,Stylidium,asymmetricum,Endangered
Stylidium coroniforme subsp. amblyphyllum,-,Endangered,Stylidiaceae,Stylidium,coroniforme,Endangered
Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Stylidiaceae,Stylidium,coroniforme,Endangered
Stylidium ensatum,a triggerplant,Endangered,Stylidiaceae,Stylidium,ensatum,Endangered
Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,Stylidiaceae,Stylidium,galioides,Vulnerable
Stylidium semaphorum,-,Critically Endangered,Stylidiaceae,Stylidium,semaphorum,Critically Endangered
Styphelia longissima,-,Critically Endangered,Ericaceae,Styphelia,longissima,Critically Endangered
Styphelia perileuca,-,Endangered,Ericaceae,Styphelia,perileuca,Endangered
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Fabaceae,Swainsona,murrayana,Vulnerable
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,Fabaceae,Swainsona,plagiotropis,Vulnerable
Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,Fabaceae,Swainsona,pyrophila,Vulnerable
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Fabaceae,Swainsona,recta,Endangered
Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,Solanaceae,Symonanthus,bancroftii,Endangered
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Symplocaceae,Symplocos,baeuerlenii,Vulnerable
Synaphea quartzitica,Quartz-loving Synaphea,Endangered,Proteaceae,Synaphea,quartzitica,Endangered
Synaphea sp. Fairbridge Farm (D.Papenfus 696),Selena's Synaphea,Critically Endangered,Proteaceae,Synaphea,sp. Fairbridge Farm (D.Papenfus 696),Critically Endangered
Synaphea sp. Pinjarra (R.Davis 6578),Club-leafed Synaphea,Critically Endangered,Proteaceae,Synaphea,sp. Pinjarra (R.Davis 6578),Critically Endangered
Synaphea sp. Pinjarra Plain (A.S.George 17182),-,Endangered,Proteaceae,Synaphea,sp. Pinjarra Plain (A.S.George 17182),Endangered
Synaphea sp. Serpentine (G.R.Brand 103),-,Critically Endangered,Proteaceae,Synaphea,sp. Serpentine (G.R.Brand 103),Critically Endangered
Synaphea stenoloba,Dwellingup Synaphea,Endangered,Proteaceae,Synaphea,stenoloba,Endangered
Synemon plana,Golden Sun Moth,Vulnerable,Castniidae,Synemon,plana,Vulnerable
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Myrtaceae,Syzygium,hodgkinsoniae,Vulnerable
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Myrtaceae,Syzygium,moorei,Vulnerable
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Myrtaceae,Syzygium,paniculatum,Vulnerable
Syzygium velarum,-,Vulnerable,Myrtaceae,Syzygium,velarum,Vulnerable
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,Tachyglossidae,Tachyglossus,aculeatus,Endangered
Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,Orchidaceae,Taeniophyllum,norfolkianum,Vulnerable
Taraxacum cygnorum,"Coast Dandelion, Native Dandelion",Vulnerable,Asteraceae,Taraxacum,cygnorum,Vulnerable
Tarennoidea wallichii,-,Endangered,Rubiaceae,Tarennoidea,wallichii,Endangered
Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,Winteraceae,Tasmannia,glaucifolia,Vulnerable
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Myobatrachidae,Taudactylus,acutirostris,Extinct
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Myobatrachidae,Taudactylus,diurnus,Extinct
Taudactylus eungellensis,Eungella Day Frog,Endangered,Myobatrachidae,Taudactylus,eungellensis,Endangered
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Myobatrachidae,Taudactylus,pleione,Critically Endangered
Taudactylus rheophilus,Tinkling Frog,Critically Endangered,Myobatrachidae,Taudactylus,rheophilus,Critically Endangered
Tectaria devexa,Cave Fern,Endangered,Dryopteridaceae,Tectaria,devexa,Endangered
Tecticornia bulbosa,Large-articled Samphire,Vulnerable,Chenopodiaceae,Tecticornia,bulbosa,Vulnerable
Tecticornia flabelliformis,"Bead Glasswort, Bead Samphire",Vulnerable,Chenopodiaceae,Tecticornia,flabelliformis,Vulnerable
Tephrosia leveillei,-,Vulnerable,Fabaceae,Tephrosia,leveillei,Vulnerable
Tetraria australiensis,Southern Tetraria,Vulnerable,Cyperaceae,Tetraria,australiensis,Vulnerable
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Elaeocarpaceae,Tetratheca,aphylla,Vulnerable
Tetratheca deltoidea,Granite Tetratheca,Endangered,Elaeocarpaceae,Tetratheca,deltoidea,Endangered
Tetratheca fasciculata,Cronin's Tetratheca,Extinct,Elaeocarpaceae,Tetratheca,fasciculata,Extinct
Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Elaeocarpaceae,Tetratheca,gunnii,Critically Endangered
Tetratheca harperi,Jackson Tetratheca,Vulnerable,Elaeocarpaceae,Tetratheca,harperi,Vulnerable
Tetratheca juncea,Black-eyed Susan,Vulnerable,Elaeocarpaceae,Tetratheca,juncea,Vulnerable
Tetratheca nephelioides,-,Critically Endangered,Elaeocarpaceae,Tetratheca,nephelioides,Critically Endangered
Tetratheca paynterae,Paynter's Tetratheca,Endangered,Elaeocarpaceae,Tetratheca,paynterae,Endangered
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Diomedeidae,Thalassarche,bulleri,Vulnerable
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Diomedeidae,Thalassarche,bulleri,Vulnerable
Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,Diomedeidae,Thalassarche,carteri,Vulnerable
Thalassarche cauta,Shy Albatross,Endangered,Diomedeidae,Thalassarche,cauta,Endangered
Thalassarche chrysostoma,Grey-headed Albatross,Endangered,Diomedeidae,Thalassarche,chrysostoma,Endangered
Thalassarche eremita,Chatham Albatross,Endangered,Diomedeidae,Thalassarche,eremita,Endangered
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Diomedeidae,Thalassarche,impavida,Vulnerable
Thalassarche melanophris,Black-browed Albatross,Vulnerable,Diomedeidae,Thalassarche,melanophris,Vulnerable
Thalassarche salvini,Salvin's Albatross,Vulnerable,Diomedeidae,Thalassarche,salvini,Vulnerable
Thalassarche steadi,White-capped Albatross,Vulnerable,Diomedeidae,Thalassarche,steadi,Vulnerable
Thaumatoperla alpina,Alpine Stonefly,Endangered,Eustheniidae,Thaumatoperla,alpina,Endangered
Thelymitra adorata,Wyong Sun Orchid,Critically Endangered,Orchidaceae,Thelymitra,adorata,Critically Endangered
Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Orchidaceae,Thelymitra,cyanapicata,Critically Endangered
Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,Orchidaceae,Thelymitra,dedmaniarum,Endangered
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,Orchidaceae,Thelymitra,epipactoides,Endangered
Thelymitra hygrophila,Blue Star Sun-orchid,Critically Endangered,Orchidaceae,Thelymitra,hygrophila,Critically Endangered
Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,Orchidaceae,Thelymitra,jonesii,Endangered
Thelymitra kangaloonica,Kangaloon Sun Orchid,Critically Endangered,Orchidaceae,Thelymitra,kangaloonica,Critically Endangered
Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,Orchidaceae,Thelymitra,mackibbinii,Vulnerable
Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,Orchidaceae,Thelymitra,matthewsii,Vulnerable
Thelymitra orientalis,Hoary Sun-orchid,Critically Endangered,Orchidaceae,Thelymitra,orientalis,Critically Endangered
Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,Orchidaceae,Thelymitra,psammophila,Vulnerable
Thelymitra stellata,Star Sun-orchid,Endangered,Orchidaceae,Thelymitra,stellata,Endangered
Thersites mitchellae,Mitchell's Rainforest Snail,Critically Endangered,Camaenidae,Thersites,mitchellae,Critically Endangered
Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Santalaceae,Thesium,australe,Vulnerable
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",Vulnerable,Charadriidae,Thinornis,cucullatus,Vulnerable
Thomasia gardneri,Mt Holland Thomasia,Extinct,Sterculiaceae,Thomasia,gardneri,Extinct
Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Sterculiaceae,Thomasia,glabripetala,Vulnerable
Thomasia montana,Hill Thomasia,Vulnerable,Sterculiaceae,Thomasia,montana,Vulnerable
Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,Sterculiaceae,Thomasia,sp. Green Hill (S.Paust 1322),Endangered
Thryptomene wittweri,Mountain Thryptomene,Vulnerable,Myrtaceae,Thryptomene,wittweri,Vulnerable
Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Scombridae,Thunnus,maccoyii,Conservation Dependent
Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Extinct,Thylacinidae,Thylacinus,cynocephalus,Extinct
Thymichthys politus,Red Handfish,Critically Endangered,Brachionichthyidae,Thymichthys,politus,Critically Endangered
Thynninorchis nothofagicola,Myrtle Elbow Orchid,Critically Endangered,Orchidaceae,Thynninorchis,nothofagicola,Critically Endangered
Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,Scincidae,Tiliqua,adelaidensis,Endangered
Tiliqua scincoides intermedia,Northern Blue-tongued Skink,Critically Endangered,Scincidae,Tiliqua,scincoides,Critically Endangered
Tmesipteris lanceolata,-,Extinct,Psilotaceae,Tmesipteris,lanceolata,Extinct
Tmesipteris norfolkensis,Hanging Fork-fern,Vulnerable,Psilotaceae,Tmesipteris,norfolkensis,Vulnerable
Toechima pterocarpum,-,Endangered,Sapindaceae,Toechima,pterocarpum,Endangered
Toechima sp. East Alligator (J.Russell-Smith 8418),a tree,Endangered,Sapindaceae,Toechima,sp. East Alligator (J.Russell-Smith 8418),Endangered
Tomophyllum walleri,-,Vulnerable,Grammitidaceae,Tomophyllum,walleri,Vulnerable
Trachymene scapigera,Mountain Trachymene,Endangered,Apiaceae,Trachymene,scapigera,Endangered
Trianthema cypseleoides,-,Extinct,Aizoaceae,Trianthema,cypseleoides,Extinct
Tribonanthes purpurea,Granite Pink,Vulnerable,Haemodoraceae,Tribonanthes,purpurea,Vulnerable
Trichanthodium baracchianum,Dwarf Yellow-heads,Vulnerable,Asteraceae,Trichanthodium,baracchianum,Vulnerable
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,Vulnerable,Phalangeridae,Trichosurus,vulpecula,Vulnerable
Tringa nebularia,"Common Greenshank, Greenshank",Endangered,Scolopacidae,Tringa,nebularia,Endangered
Trioza barrettae,Banksia brownii plant louse,Endangered,Triozidae,Trioza,barrettae,Endangered
Triplarina imbricata,-,Endangered,Myrtaceae,Triplarina,imbricata,Endangered
Triplarina nitchaga,-,Vulnerable,Myrtaceae,Triplarina,nitchaga,Vulnerable
Triplarina nowraensis,Nowra Heath-myrtle,Endangered,Myrtaceae,Triplarina,nowraensis,Endangered
Trisyntopa scatophaga,Antbed Parrot Moth,Endangered,Oecophoridae,Trisyntopa,scatophaga,Endangered
Trithuria occidentalis,Swan Hydatella,Endangered,Hydatellaceae,Trithuria,occidentalis,Endangered
Triunia robusta,Glossy Spice Bush,Endangered,Proteaceae,Triunia,robusta,Endangered
Tropilis callitrophilis,Thin Feather Orchid,Vulnerable,Orchidaceae,Tropilis,callitrophilis,Vulnerable
Turdus poliocephalus erythropleurus,Christmas Island Thrush,Endangered,Muscicapidae,Turdus,poliocephalus,Endangered
Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,Muscicapidae,Turdus,poliocephalus,Extinct
Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,Muscicapidae,Turdus,poliocephalus,Extinct
Turnix melanogaster,Black-breasted Button-quail,Vulnerable,Turnicidae,Turnix,melanogaster,Vulnerable
Turnix olivii,Buff-breasted Button-quail,Endangered,Turnicidae,Turnix,olivii,Endangered
Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),Endangered,Turnicidae,Turnix,varius,Endangered
