id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,taxonID,scientificNameAuthority,primaryDiscipline,speciesGroup,ffgactstatus,vicadvisorystatus,modified,extractDate,status,sourceStatus,epbcactStatus,restrictedFlag,establishmentMeans
4077091,Cyperus fulvus,Sticky Sedge,Cyperus fulvus,https://id.biodiversity.org.au/node/apni/2911220,dr655,"[{'key': 'taxonID', 'value': '504620'}, {'key': 'scientificNameAuthority', 'value': 'R. Br.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",504620,R. Br.,Flora,Monocotyledons,Endangered,Vulnerable,2017-02-27,2022-06-05,Endangered,Endangered,,,
4076676,Cyperus gracilis,Slender Sedge,Cyperus gracilis,https://id.biodiversity.org.au/node/apni/2905909,dr655,"[{'key': 'taxonID', 'value': '503678'}, {'key': 'scientificNameAuthority', 'value': 'R. Br.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",503678,R. Br.,Flora,Monocotyledons,Vulnerable,Endangered,2010-09-16,2022-06-05,Vulnerable,Vulnerable,,,
4076549,Cyperus leptocarpus,Button Rush,Cyperus leptocarpus,https://id.biodiversity.org.au/name/apni/51293195,dr655,"[{'key': 'taxonID', 'value': '502020'}, {'key': 'scientificNameAuthority', 'value': '(F. Muell.) Bauters'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2020-08-10'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",502020,(F. Muell.) Bauters,Flora,Monocotyledons,Endangered,Vulnerable,2020-08-10,2022-06-05,Endangered,Endangered,,,
4078080,Cyperus nervulosus,Annual Flat-sedge,Cyperus nervulosus,https://id.biodiversity.org.au/node/apni/2919910,dr655,"[{'key': 'taxonID', 'value': '500927'}, {'key': 'scientificNameAuthority', 'value': '(Kuk.) S.T. Blake'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2021-06-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500927,(Kuk.) S.T. Blake,Flora,Monocotyledons,Critically Endangered,Endangered,2021-06-05,2022-06-05,Critically Endangered,Critically Endangered,,,
4077480,Cyperus pygmaeus,Flat-sedge,Cyperus pygmaeus,https://id.biodiversity.org.au/node/apni/2918226,dr655,"[{'key': 'taxonID', 'value': '500929'}, {'key': 'scientificNameAuthority', 'value': 'Rottb.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2016-06-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",500929,Rottb.,Flora,Monocotyledons,Endangered,Vulnerable,2016-06-05,2022-06-05,Endangered,Endangered,,,
4077146,Cyperus rigidellus,Curly Flat-sedge,Cyperus rigidellus,https://id.biodiversity.org.au/node/apni/2890116,dr655,"[{'key': 'taxonID', 'value': '500930'}, {'key': 'scientificNameAuthority', 'value': '(Benth.) J.M. Black'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Threatened'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2016-06-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Threatened'}, {'key': 'sourceStatus', 'value': 'Threatened'}]",500930,(Benth.) J.M. Black,Flora,Monocotyledons,Threatened,Endangered,2016-06-05,2022-06-05,Threatened,Threatened,,,
4078024,Cyperus squarrosus,Bearded Flat-sedge,Cyperus squarrosus,https://id.biodiversity.org.au/node/apni/2888182,dr655,"[{'key': 'taxonID', 'value': '500934'}, {'key': 'scientificNameAuthority', 'value': 'L.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Extinct'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2021-05-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Extinct'}, {'key': 'sourceStatus', 'value': 'Extinct'}]",500934,L.,Flora,Monocotyledons,Extinct,Vulnerable,2021-05-05,2022-06-05,Extinct,Extinct,,,
4077715,Cyperus subulatus,Pointed Flat-sedge,Cyperus subulatus,https://id.biodiversity.org.au/node/apni/2906634,dr655,"[{'key': 'taxonID', 'value': '500935'}, {'key': 'scientificNameAuthority', 'value': 'R. Br.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500935,R. Br.,Flora,Monocotyledons,Critically Endangered,Vulnerable,2017-02-27,2022-06-05,Critically Endangered,Critically Endangered,,,
4077393,Cyperus vaginatus,Flat-sedge,Cyperus vaginatus,https://id.biodiversity.org.au/node/apni/2899286,dr655,"[{'key': 'taxonID', 'value': '500938'}, {'key': 'scientificNameAuthority', 'value': 'R. Br.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Extinct'}, {'key': 'vicadvisorystatus', 'value': 'Presumed extinct'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Extinct'}, {'key': 'sourceStatus', 'value': 'Extinct'}]",500938,R. Br.,Flora,Monocotyledons,Extinct,Presumed extinct,2010-09-16,2022-06-05,Extinct,Extinct,,,
4076278,Cyphanthera albicans subsp. albicans,Hoary Ray-flower,Cyphanthera albicans subsp. albicans,https://id.biodiversity.org.au/node/apni/2900944,dr655,"[{'key': 'taxonID', 'value': '500940'}, {'key': 'scientificNameAuthority', 'value': '(A. Cunn.) Miers'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",500940,(A. Cunn.) Miers,Flora,Dicotyledons,Vulnerable,Rare,2010-09-16,2022-06-05,Vulnerable,Vulnerable,,,
4077450,Cyphanthera anthocercidea,Large-leaf Ray-flower,Cyphanthera anthocercidea,https://id.biodiversity.org.au/node/apni/2899638,dr655,"[{'key': 'taxonID', 'value': '500941'}, {'key': 'scientificNameAuthority', 'value': '(F. Muell.) Haegi'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2019-04-03'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",500941,(F. Muell.) Haegi,Flora,Dicotyledons,Endangered,Rare,2019-04-03,2022-06-05,Endangered,Endangered,,,
4076950,Cystopteris tasmanica,Brittle Bladder-fern,Cystopteris tasmanica,https://id.biodiversity.org.au/node/apni/2919598,dr655,"[{'key': 'taxonID', 'value': '500944'}, {'key': 'scientificNameAuthority', 'value': 'Hook.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Fern and allies'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2018-08-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",500944,Hook.,Flora,Fern and allies,Endangered,Rare,2018-08-05,2022-06-05,Endangered,Endangered,,,
4077217,Dactyloctenium radulans,Finger Grass,Dactyloctenium radulans,https://id.biodiversity.org.au/node/apni/2888201,dr655,"[{'key': 'taxonID', 'value': '500949'}, {'key': 'scientificNameAuthority', 'value': '(R. Br.) P. Beauv.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'establishmentMeans', 'value': 'Native but some stands may be alien'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2018-08-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",500949,(R. Br.) P. Beauv.,Flora,Monocotyledons,Vulnerable,Rare,2018-08-05,2022-06-05,Vulnerable,Vulnerable,,,Native but some stands may be alien
4076548,Dampiera fusca,Kydra Dampiera,Dampiera fusca,https://id.biodiversity.org.au/node/apni/2908327,dr655,"[{'key': 'taxonID', 'value': '500956'}, {'key': 'scientificNameAuthority', 'value': 'Rajput & Carolin'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500956,Rajput & Carolin,Flora,Dicotyledons,Critically Endangered,Endangered,2010-09-16,2022-06-05,Critically Endangered,Critically Endangered,,,
4077669,Dampiera galbraithiana,Licola Dampiera,Dampiera galbraithiana,https://id.biodiversity.org.au/node/apni/2914588,dr655,"[{'key': 'taxonID', 'value': '500957'}, {'key': 'scientificNameAuthority', 'value': 'Rajput & Carolin'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",500957,Rajput & Carolin,Flora,Dicotyledons,Vulnerable,Vulnerable,2017-02-27,2022-06-05,Vulnerable,Vulnerable,,,
4076773,Dampiera purpurea,Mountain Dampiera,Dampiera purpurea,https://id.biodiversity.org.au/node/apni/2911498,dr655,"[{'key': 'taxonID', 'value': '500953'}, {'key': 'scientificNameAuthority', 'value': 'R. Br.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",500953,R. Br.,Flora,Dicotyledons,Vulnerable,Rare,2010-09-16,2022-06-05,Vulnerable,Vulnerable,,,
4077863,Darwinia camptostylis,Clustered Darwinia,Darwinia camptostylis,https://id.biodiversity.org.au/node/apni/2893073,dr655,"[{'key': 'taxonID', 'value': '500982'}, {'key': 'scientificNameAuthority', 'value': 'B.G. Briggs'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2017-04-12'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",500982,B.G. Briggs,Flora,Dicotyledons,Vulnerable,Rare,2017-04-12,2022-06-05,Vulnerable,Vulnerable,,,
4076564,Darwinia micropetala,Small Darwinia,Darwinia micropetala,https://id.biodiversity.org.au/node/apni/2904131,dr655,"[{'key': 'taxonID', 'value': '500983'}, {'key': 'scientificNameAuthority', 'value': '(F. Muell.) Benth.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500983,(F. Muell.) Benth.,Flora,Dicotyledons,Critically Endangered,Vulnerable,2017-02-27,2022-06-05,Critically Endangered,Critically Endangered,,,
4077006,Davallia solida var. pyxidata,Hare's-foot Fern,Davallia solida var. pyxidata,https://id.biodiversity.org.au/node/apni/2903229,dr655,"[{'key': 'taxonID', 'value': '500990'}, {'key': 'scientificNameAuthority', 'value': '(Cav.) Noot.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Fern and allies'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500990,(Cav.) Noot.,Flora,Fern and allies,Critically Endangered,Vulnerable,2017-02-27,2022-06-05,Critically Endangered,Critically Endangered,,,
4077507,Daviesia genistifolia s.s.,Broom Bitter-pea,Daviesia genistifolia s.s.,ALA_DR655_858,dr655,"[{'key': 'taxonID', 'value': '503813'}, {'key': 'scientificNameAuthority', 'value': 'A. Cunn. ex Benth.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",503813,A. Cunn. ex Benth.,Flora,Dicotyledons,Endangered,Rare,2010-09-16,2022-06-05,Endangered,Endangered,,,
4077059,Daviesia laevis,Grampians Bitter-pea,Daviesia laevis,https://id.biodiversity.org.au/node/apni/2910689,dr655,"[{'key': 'taxonID', 'value': '504423'}, {'key': 'scientificNameAuthority', 'value': 'Crisp'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'epbcactStatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",504423,Crisp,Flora,Dicotyledons,Critically Endangered,Vulnerable,2010-09-16,2022-06-05,Critically Endangered,Critically Endangered,Vulnerable,,
4077745,Daviesia mimosoides subsp. acris,Blunt-leaf Bitter-pea,Daviesia mimosoides subsp. acris,https://id.biodiversity.org.au/node/apni/2913075,dr655,"[{'key': 'taxonID', 'value': '504431'}, {'key': 'scientificNameAuthority', 'value': 'Crisp'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",504431,Crisp,Flora,Dicotyledons,Endangered,Rare,2010-09-16,2022-06-05,Endangered,Endangered,,,
4077654,Daviesia pectinata,Thorny Bitter-pea,Daviesia pectinata,https://id.biodiversity.org.au/node/apni/2906277,dr655,"[{'key': 'taxonID', 'value': '500998'}, {'key': 'scientificNameAuthority', 'value': 'Lindl.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",500998,Lindl.,Flora,Dicotyledons,Critically Endangered,Rare,2010-09-16,2022-06-05,Critically Endangered,Critically Endangered,,,
4077997,Daviesia wyattiana,Long-leaf Bitter-pea,Daviesia wyattiana,https://id.biodiversity.org.au/node/apni/7226847,dr655,"[{'key': 'taxonID', 'value': '501001'}, {'key': 'scientificNameAuthority', 'value': 'F.M. Bailey'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",501001,F.M. Bailey,Flora,Dicotyledons,Critically Endangered,Vulnerable,2017-02-27,2022-06-05,Critically Endangered,Critically Endangered,,,
4076215,Dendrobium speciosum var. speciosum,Rock Orchid,Dendrobium speciosum subsp. speciosum,https://id.biodiversity.org.au/taxon/apni/51402912,dr655,"[{'key': 'taxonID', 'value': '501002'}, {'key': 'scientificNameAuthority', 'value': 'Sm.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2019-06-14'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",501002,Sm.,Flora,Monocotyledons,Critically Endangered,Endangered,2019-06-14,2022-06-05,Critically Endangered,Critically Endangered,,,
4076347,Dendrobium striolatum,Streaked Rock Orchid,Dockrillia striolata,https://id.biodiversity.org.au/taxon/apni/51404598,dr655,"[{'key': 'taxonID', 'value': '501003'}, {'key': 'scientificNameAuthority', 'value': 'Rchb. f.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2019-06-14'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",501003,Rchb. f.,Flora,Monocotyledons,Endangered,Rare,2019-06-14,2022-06-05,Endangered,Endangered,,,
4077004,Dendrophthoe vitellina,Long-flower Mistletoe,Dendrophthoe vitellina,https://id.biodiversity.org.au/node/apni/2909098,dr655,"[{'key': 'taxonID', 'value': '501004'}, {'key': 'scientificNameAuthority', 'value': '(F. Muell.) Tiegh.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2018-05-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",501004,(F. Muell.) Tiegh.,Flora,Dicotyledons,Critically Endangered,Rare,2018-05-16,2022-06-05,Critically Endangered,Critically Endangered,,,
4076840,Deparia petersenii subsp. congrua,Japanese Lady-fern,Deparia petersenii subsp. congrua,https://id.biodiversity.org.au/node/apni/2887173,dr655,"[{'key': 'taxonID', 'value': '500313'}, {'key': 'scientificNameAuthority', 'value': '(Brack.) M. Kato'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Fern and allies'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",500313,(Brack.) M. Kato,Flora,Fern and allies,Endangered,Vulnerable,2017-02-27,2022-06-05,Endangered,Endangered,,,
4077013,Deschampsia cespitosa,Tufted Hairgrass,Deschampsia cespitosa,https://id.biodiversity.org.au/node/apni/2909801,dr655,"[{'key': 'taxonID', 'value': '501006'}, {'key': 'scientificNameAuthority', 'value': '(L.) P. Beauv.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2019-04-30'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",501006,(L.) P. Beauv.,Flora,Monocotyledons,Endangered,Rare,2019-04-30,2022-06-05,Endangered,Endangered,,,
4077724,Desmodium brachypodum,Large Tick-trefoil,Desmodium brachypodum,https://id.biodiversity.org.au/node/apni/2917339,dr655,"[{'key': 'taxonID', 'value': '501007'}, {'key': 'scientificNameAuthority', 'value': 'A. Gray'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Dicotyledons'}, {'key': 'ffgactstatus', 'value': 'Vulnerable'}, {'key': 'vicadvisorystatus', 'value': 'Vulnerable'}, {'key': 'modified', 'value': '2017-02-27'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",501007,A. Gray,Flora,Dicotyledons,Vulnerable,Vulnerable,2017-02-27,2022-06-05,Vulnerable,Vulnerable,,,
4076930,Deyeuxia affinis,Allied Bent-grass,Deyeuxia affinis,https://id.biodiversity.org.au/node/apni/2896960,dr655,"[{'key': 'taxonID', 'value': '501009'}, {'key': 'scientificNameAuthority', 'value': 'M. Gray'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Critically Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Endangered'}, {'key': 'modified', 'value': '2016-06-05'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",501009,M. Gray,Flora,Monocotyledons,Critically Endangered,Endangered,2016-06-05,2022-06-05,Critically Endangered,Critically Endangered,,,
4077518,Deyeuxia breviglumis,Bent Grass,Deyeuxia breviglumis,https://id.biodiversity.org.au/node/apni/2890081,dr655,"[{'key': 'taxonID', 'value': '515521'}, {'key': 'scientificNameAuthority', 'value': 'Benth.'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2014-11-26'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",515521,Benth.,Flora,Monocotyledons,Endangered,Rare,2014-11-26,2022-06-05,Endangered,Endangered,,,
4077701,Deyeuxia carinata,Keeled Bent-grass,Deyeuxia carinata,https://id.biodiversity.org.au/node/apni/2904609,dr655,"[{'key': 'taxonID', 'value': '501012'}, {'key': 'scientificNameAuthority', 'value': 'Vickery'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",501012,Vickery,Flora,Monocotyledons,Endangered,Rare,2010-09-16,2022-06-05,Endangered,Endangered,,,
4077515,Deyeuxia crassiuscula,Thick Bent-grass,Deyeuxia crassiuscula,https://id.biodiversity.org.au/node/apni/2887456,dr655,"[{'key': 'taxonID', 'value': '501014'}, {'key': 'scientificNameAuthority', 'value': 'Vickery'}, {'key': 'primaryDiscipline', 'value': 'Flora'}, {'key': 'speciesGroup', 'value': 'Monocotyledons'}, {'key': 'ffgactstatus', 'value': 'Endangered'}, {'key': 'vicadvisorystatus', 'value': 'Rare'}, {'key': 'modified', 'value': '2010-09-16'}, {'key': 'extractDate', 'value': '2022-06-05'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",501014,Vickery,Flora,Monocotyledons,Endangered,Rare,2010-09-16,2022-06-05,Endangered,Endangered,,,
