id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,sourceOrigin,scientificNameAuthorship,sourceStatus,epbcStatus,status
4241615,Acacia axillaris,Midlands Wattle,Acacia axillaris,https://id.biodiversity.org.au/node/apni/2911902,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Benth.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,Benth.,v,VU,Vulnerable
4241596,Acacia pataczekii,Wallys Wattle,Acacia pataczekii,https://id.biodiversity.org.au/node/apni/2913609,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.I.Morris'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,D.I.Morris,r,,Rare
4241758,Acacia siculiformis,Dagger Wattle,Acacia siculiformis,https://id.biodiversity.org.au/node/apni/2888960,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'A.Cunn. ex Benth.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,A.Cunn. ex Benth.,r,,Rare
4241618,Acacia ulicifolia,Juniper Wattle,Acacia ulicifolia,https://id.biodiversity.org.au/node/apni/2907350,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Salisb.) Court'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Salisb.) Court,r,,Rare
4241967,Acacia uncifolia,Coast Wirilda,Acacia uncifolia,https://id.biodiversity.org.au/node/apni/2916270,dr654,"[{'key': 'scientificNameAuthorship', 'value': ""(J.M.Black) O'Leary""}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(J.M.Black) O'Leary,r,,Rare
4241827,Acrotriche cordata,Coast Groundberry,Acrotriche cordata,https://id.biodiversity.org.au/node/apni/2912261,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Labill.) R.Br.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,(Labill.) R.Br.,v,,Vulnerable
4242038,Agrostis australiensis,Southern Bent,Agrostis australiensis,https://id.biodiversity.org.au/node/apni/2907094,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Mez'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Mez,r,,Rare
4241635,Agrostis diemenica,Flatleaf Southern Bent,Agrostis diemenica,https://id.biodiversity.org.au/node/apni/2905826,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.I.Morris'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,D.I.Morris,r,,Rare
4241734,Allocasuarina crassa,Cape Pillar Sheoak,Allocasuarina crassa,https://id.biodiversity.org.au/node/apni/2886830,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'L.A.S.Johnson'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,L.A.S.Johnson,r,,Rare
4241696,Allocasuarina duncanii,Conical Sheoak,Allocasuarina duncanii,https://id.biodiversity.org.au/node/apni/2912979,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'L.A.S.Johnson & D.I.Morris'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,L.A.S.Johnson & D.I.Morris,r,,Rare
4241655,Alternanthera denticulata,Lesser Joyweed,Alternanthera denticulata,https://id.biodiversity.org.au/taxon/apni/51266490,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,R.Br.,e,,Endangered
4241775,Amphibromus fluitans,Floating Swamp Wallaby-grass,Amphibromus fluitans,https://id.biodiversity.org.au/node/apni/2897596,dr654,"[{'key': 'sourceOrigin', 'value': '?i#'}, {'key': 'scientificNameAuthorship', 'value': 'Kirk'}, {'key': 'epbcStatus', 'value': 'VU'}]",?i#,Kirk,,VU,
4241820,Amphibromus macrorhinus,Longnose Swampgrass,Amphibromus macrorhinus,https://id.biodiversity.org.au/node/apni/2916650,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'S.W.L.Jacobs & L.Lapinpuro'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,S.W.L.Jacobs & L.Lapinpuro,e,,Endangered
4241779,Amphibromus neesii,Southern Swampgrass,Amphibromus neesii,https://id.biodiversity.org.au/node/apni/2899764,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Steud.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Steud.,r,,Rare
4241762,Anogramma leptophylla,Annual Fern,Anogramma leptophylla,https://id.biodiversity.org.au/taxon/apni/51299828,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(L.) Link'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,(L.) Link,v,,Vulnerable
4241952,Aphelia gracilis,Slender Fanwort,Aphelia gracilis,https://id.biodiversity.org.au/node/apni/2899707,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Sond.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Sond.,r,,Rare
4241722,Aphelia pumilio,Dwarf Fanwort,Aphelia pumilio,https://id.biodiversity.org.au/node/apni/2909759,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'F.Muell. ex Sond.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,F.Muell. ex Sond.,r,,Rare
4241499,Argyrotegium fordianum,Soft Cottonleaf,Argyrotegium fordianum,https://id.biodiversity.org.au/node/apni/2916378,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(M.Gray) J.M.Ward & Breitw.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(M.Gray) J.M.Ward & Breitw.,r,,Rare
4241846,Argyrotegium nitidulum,Shining Cudweed,Argyrotegium nitidulum,https://id.biodiversity.org.au/node/apni/2918399,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hook.f.) J.M.Ward & Breitw.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",,(Hook.f.) J.M.Ward & Breitw.,v,VU,Vulnerable
4242132,Argyrotegium poliochlorum,Grey-green Cudweed,Argyrotegium poliochlorum,https://id.biodiversity.org.au/node/apni/2899656,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(N.G.Walsh) J.M.Ward & Breitw.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(N.G.Walsh) J.M.Ward & Breitw.,r,,Rare
4241650,Asperula minima,Mossy Woodruff,Asperula minima,https://id.biodiversity.org.au/node/apni/2916286,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.f.,r,,Rare
4242076,Asperula scoparia subsp. scoparia,,Asperula scoparia subsp. scoparia,https://id.biodiversity.org.au/node/apni/2908119,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.f.,r,,Rare
4241561,Asperula subsimplex,Water Woodruff,Asperula subsimplex,https://id.biodiversity.org.au/node/apni/2904462,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.f.,r,,Rare
4242015,Asplenium hookerianum,Maidenhair Spleenwort,Asplenium hookerianum,https://id.biodiversity.org.au/node/apni/2896148,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Colenso'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Endangered'}]",,Colenso,e,VU,Endangered
4241807,Asplenium trichomanes subsp. trichomanes,Common Spleenwort,Asplenium trichomanes,https://id.biodiversity.org.au/node/apni/2896373,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'L.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,L.,v,,Vulnerable
4241768,Atriplex suberecta,Lagoon Saltbush,Atriplex suberecta,https://id.biodiversity.org.au/node/apni/2886781,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'I.Verd.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,I.Verd.,v,,Vulnerable
4241691,Australina pusilla subsp. muelleri,Shade Nettle,Australina pusilla subsp. muelleri,https://id.biodiversity.org.au/node/apni/2919605,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Wedd.) Friis & Wilmot-Dear'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Wedd.) Friis & Wilmot-Dear,r,,Rare
4241510,Australopyrum velutinum,Mountain Wheat Grass,Australopyrum velutinum,https://id.biodiversity.org.au/node/apni/2907831,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Nees) B.K.Simon'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Nees) B.K.Simon,r,,Rare
4241547,Austrostipa bigeniculata,Doublejointed Speargrass,Austrostipa bigeniculata,https://id.biodiversity.org.au/node/apni/2890809,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hughes) S.W.L.Jacobs & J.Everett'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Hughes) S.W.L.Jacobs & J.Everett,r,,Rare
4241876,Austrostipa blackii,Crested Spear-grass,Austrostipa blackii,https://id.biodiversity.org.au/node/apni/2886198,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(C.E.Hubb.) S.W.L.Jacobs & J.Everett'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(C.E.Hubb.) S.W.L.Jacobs & J.Everett,r,,Rare
4241886,Azorella macquariensis,Macquarie Cushions,Azorella macquariensis,https://id.biodiversity.org.au/node/apni/2890542,dr654,"[{'key': 'sourceOrigin', 'value': 'eMI'}, {'key': 'scientificNameAuthorship', 'value': 'Orchard'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",eMI,Orchard,e,CR,Endangered
4241774,Ballantinia antipoda,Southern Shepherds Purse,Ballantinia antipoda,https://id.biodiversity.org.au/node/apni/8441814,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(F.Muell.) E.A.Shaw'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,(F.Muell.) E.A.Shaw,x,EN,Presumed Extinct
4241994,Banksia integrifolia subsp. integrifolia,Coast Banksia,Banksia integrifolia subsp. integrifolia,https://id.biodiversity.org.au/node/apni/2891324,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'L.f.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,L.f.,x,,Presumed Extinct
4242139,Banksia serrata,Saw Banksia,Banksia serrata,https://id.biodiversity.org.au/taxon/apni/51293610,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'L.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,L.f.,r,,Rare
4241766,Barbarea australis,Native Wintercress,Barbarea australis,https://id.biodiversity.org.au/node/apni/2911800,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Endangered'}]",end,Hook.f.,e,EN,Endangered
4241996,Baumea articulata,Jointed Rush,Baumea articulata,https://id.biodiversity.org.au/node/apni/2896041,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(R.Br.) S.T.Blake'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(R.Br.) S.T.Blake,r,,Rare
4241538,Baumea gunnii,Slender Twig-rush,Baumea gunnii,https://id.biodiversity.org.au/node/apni/2909192,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hook.f.) S.T.Blake'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Hook.f.) S.T.Blake,r,,Rare
4241484,Bedfordia arborescens,Tree Blanketleaf,Bedfordia arborescens,https://id.biodiversity.org.au/node/apni/2896060,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hochr.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,Hochr.,v,,Vulnerable
4241808,Bertya tasmanica subsp. tasmanica,,Bertya tasmanica subsp. tasmanica,https://id.biodiversity.org.au/node/apni/2898349,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Sond. & F.Muell.) Müll.Arg.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Endangered'}]",end,(Sond. & F.Muell.) Müll.Arg.,e,EN,Endangered
4241742,Blechnum cartilagineum,Gristle Fern,Blechnum cartilagineum,https://id.biodiversity.org.au/taxon/apni/51294892,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Sw.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,Sw.,v,,Vulnerable
4241861,Blechnum neohollandicum,Prickly Raspfern,Blechnum neohollandicum,https://id.biodiversity.org.au/taxon/apni/51269390,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Christenh.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Christenh.,e,,Endangered
4241552,Blechnum spinulosum,Small Rasp-fern,Blechnum rupestre,https://id.biodiversity.org.au/taxon/apni/51269496,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Poir.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Poir.,e,,Endangered
4241486,Bolboschoenus caldwellii,Marsh Club-rush,Bolboschoenus caldwellii,https://id.biodiversity.org.au/node/apni/2889067,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(V.J.Cook) Soják'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(V.J.Cook) Soják,r,,Rare
4241860,Bolboschoenus medianus,Marsh Club-rush,Bolboschoenus medianus,https://id.biodiversity.org.au/node/apni/2904721,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(V.J.Cook) Soják'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(V.J.Cook) Soják,r,,Rare
4241824,Boronia gunnii,Gunn's Boronia,Boronia gunnii,https://id.biodiversity.org.au/node/apni/2890920,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,Hook.f.,v,VU,Vulnerable
4242145,Boronia hemichiton,Mt Arthur Boronia,Boronia hemichiton,https://id.biodiversity.org.au/node/apni/2903230,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Duretto'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Endangered'}]",end,Duretto,e,VU,Endangered
4241877,Boronia hippopala,Velvet Boronia,Boronia hippopala,https://id.biodiversity.org.au/node/apni/2886285,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Duretto'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,Duretto,v,VU,Vulnerable
4241701,Bossiaea heterophylla,Variable Bossia,Bossiaea heterophylla,https://id.biodiversity.org.au/node/apni/2912726,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Vent.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Vent.,e,,Endangered
4242093,Bossiaea tasmanica,Spiny Bossia,Bossiaea tasmanica,https://id.biodiversity.org.au/node/apni/2905801,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'I.Thomps.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,I.Thomps.,r,,Rare
4242030,Botrychium australe,Pātōtara,Botrychium australe,https://id.biodiversity.org.au/node/apni/2903568,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,R.Br.,x,,Presumed Extinct
4241678,Brachyloma depressum,Spreading Brachyloma,Brachyloma depressum,https://id.biodiversity.org.au/node/apni/2886609,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(F.Muell.) Benth.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(F.Muell.) Benth.,r,,Rare
4241539,Brachyscome perpusilla,Tiny Daisy,Brachyscome perpusilla,https://id.biodiversity.org.au/node/apni/2895095,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Steetz) J.M.Black'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Steetz) J.M.Black,r,,Rare
4242039,Brachyscome radicata,Spreading Daisy,Brachyscome radicata,https://id.biodiversity.org.au/node/apni/2888102,dr654,"[{'key': 'sourceOrigin', 'value': 't'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",t,Hook.f.,r,,Rare
4241869,Brachyscome rigidula,Cutleaf Daisy,Brachyscome rigidula,https://id.biodiversity.org.au/taxon/apni/51267884,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(DC.) G.L.Davis'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,(DC.) G.L.Davis,v,,Vulnerable
4241856,Brunonia australis,Pincushion,Brunonia australis,https://id.biodiversity.org.au/node/apni/2915709,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Sm. ex R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Sm. ex R.Br.,r,,Rare
4242168,Caesia calliantha,Blue Grass-lily,Caesia calliantha,https://id.biodiversity.org.au/node/apni/2892734,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.J.F.Hend.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.J.F.Hend.,r,,Rare
4242051,Caladenia anthracina,Blacktip Spider-orchid,Caladenia anthracina,https://id.biodiversity.org.au/taxon/apni/51398777,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,CR,Endangered
4241497,Caladenia aurantiaca,Orangetip Fingers,Caladenia aurantiaca,https://id.biodiversity.org.au/taxon/apni/51398815,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(R.S.Rogers) Rupp'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,(R.S.Rogers) Rupp,e,,Endangered
4241604,Caladenia australis,Southern Spider-orchid,Caladenia australis,https://id.biodiversity.org.au/taxon/apni/51398819,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'G.W.Carr'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,G.W.Carr,e,,Endangered
4242181,Caladenia brachyscapa,Short Spider-orchid,Caladenia brachyscapa,https://id.biodiversity.org.au/taxon/apni/51398835,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'G.W.Carr'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EX'}, {'key': 'status', 'value': 'Endangered'}]",,G.W.Carr,e,EX,Endangered
4242021,Caladenia campbellii,Thickstem Fairy Fingers,Caladenia campbellii,https://id.biodiversity.org.au/taxon/apni/51398873,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,CR,Endangered
4241942,Caladenia cardiochila,Thick-lip Spider Orchid,Caladenia cardiochila,https://id.biodiversity.org.au/taxon/apni/51398877,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Tate'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,Tate,x,,Presumed Extinct
4241595,Caladenia caudata,Tailed Spider-orchid,Caladenia caudata,https://id.biodiversity.org.au/taxon/apni/51398883,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Nicholls'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,Nicholls,v,VU,Vulnerable
4241898,Caladenia congesta,Black-tongue Caladenia,Caladenia congesta,https://id.biodiversity.org.au/taxon/apni/51398915,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,R.Br.,e,,Endangered
4241918,Caladenia dienema,Windswept Spider-orchid,Caladenia dienema,https://id.biodiversity.org.au/taxon/apni/51398944,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,EN,Endangered
4241895,Caladenia filamentosa,Daddy Long-legs,Caladenia filamentosa,https://id.biodiversity.org.au/taxon/apni/51399004,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241724,Caladenia lindleyana,Lindley's Spider-orchid,Caladenia lindleyana,https://id.biodiversity.org.au/taxon/apni/51399131,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Rchb.f.) M.A.Clem. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,(Rchb.f.) M.A.Clem. & D.L.Jones,e,CR,Endangered
4241483,Caladenia pallida,Rosy Spider-orchid,Caladenia pallida,https://id.biodiversity.org.au/taxon/apni/51399241,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Lindl.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,Lindl.,e,CR,Endangered
4241907,Caladenia patersonii,Spider Orchid,Caladenia patersonii,https://id.biodiversity.org.au/taxon/apni/51399249,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,R.Br.,v,,Vulnerable
4241985,Caladenia prolata,Long-leaved Caladenia,Caladenia prolata,https://id.biodiversity.org.au/taxon/apni/51399289,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,D.L.Jones,e,,Endangered
4241739,Caladenia pusilla,Tiny Fingers,Caladenia pusilla,https://id.biodiversity.org.au/taxon/apni/51399295,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'W.M.Curtis'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,W.M.Curtis,r,,Rare
4242149,Caladenia saggicola,Sagg Spider Orchid,Caladenia saggicola,https://id.biodiversity.org.au/taxon/apni/51399337,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,CR,Endangered
4241909,Caladenia sylvicola,Forest Fingers,Caladenia sylvicola,https://id.biodiversity.org.au/taxon/apni/51399397,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,CR,Endangered
4242158,Caladenia tonellii,Robust Fingers,Caladenia tonellii,https://id.biodiversity.org.au/taxon/apni/51399412,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,D.L.Jones,e,CR,Endangered
4241809,Calandrinia granulifera,Pigmy Purslane,Calandrinia granulifera,https://id.biodiversity.org.au/node/apni/2893822,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Benth.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Benth.,r,,Rare
4242146,Callitriche sonderi,Matted Water-starwort,Callitriche sonderi,https://id.biodiversity.org.au/node/apni/2910015,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hegelm.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hegelm.,r,,Rare
4241904,Callitriche umbonata,Water Starwort,Callitriche umbonata,https://id.biodiversity.org.au/node/apni/2900062,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hegelm.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hegelm.,r,,Rare
