id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,sourceOrigin,scientificNameAuthorship,sourceStatus,epbcStatus,status
4241803,Scleranthus fasciculatus,Knawel,Scleranthus fasciculatus,https://id.biodiversity.org.au/node/apni/2917818,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(R.Br.) Hook.f.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,(R.Br.) Hook.f.,v,,Vulnerable
4242072,Scutellaria humilis,Dwarf Skullcap,Scutellaria humilis,https://id.biodiversity.org.au/node/apni/2895918,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4242159,Senecio campylocarpus,Floodplain Fireweed,Senecio campylocarpus,https://id.biodiversity.org.au/node/apni/2915628,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'I.Thomps.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,I.Thomps.,v,,Vulnerable
4242138,Senecio extensus,Subalpine Fireweed,Senecio extensus,https://id.biodiversity.org.au/node/apni/2905037,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'I.Thomps.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,I.Thomps.,e,,Endangered
4242097,Senecio georgianus,Grey Groundsel,Senecio georgianus,https://id.biodiversity.org.au/node/apni/2915181,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'DC.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'epbcStatus', 'value': 'EX'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,DC.,x,EX,Presumed Extinct
4242127,Senecio longipilus,Longhair Fireweed,Senecio longipilus,https://id.biodiversity.org.au/node/apni/2907653,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'I.Thomps.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,I.Thomps.,v,,Vulnerable
4242136,Senecio macrocarpus,Largefruit Fireweed,Senecio macrocarpus,https://id.biodiversity.org.au/node/apni/2890874,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Belcher'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,Belcher,x,VU,Presumed Extinct
4241854,Senecio psilocarpus,Swamp Fireweed,Senecio psilocarpus,https://id.biodiversity.org.au/node/apni/2892115,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Belcher & Albr.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Endangered'}]",,Belcher & Albr.,e,VU,Endangered
4241660,Senecio squarrosus,Leafy Fireweed,Senecio squarrosus,https://id.biodiversity.org.au/node/apni/2921048,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'A.Rich.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,A.Rich.,r,,Rare
4241920,Senecio tasmanicus,Tasmanian Fireweed,Senecio tasmanicus,https://id.biodiversity.org.au/node/apni/2895651,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'I.Thomps.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'status', 'value': 'Presumed Extinct'}]",end,I.Thomps.,x,,Presumed Extinct
4241693,Sicyos australis,Star Cucumber,Sicyos australis,https://id.biodiversity.org.au/node/apni/2893741,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Endl.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Endl.,r,,Rare
4242003,Siloxerus multiflorus,Small Wrinklewort,Siloxerus multiflorus,https://id.biodiversity.org.au/node/apni/2904104,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Nees'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Nees,r,,Rare
4242045,Solanum opacum,Greenberry Nightshade,Solanum opacum,https://id.biodiversity.org.au/node/apni/2898773,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'A.Braun & Bouché'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,A.Braun & Bouché,e,,Endangered
4241571,Sowerbaea juncea,Purple Rushlily,Sowerbaea juncea,https://id.biodiversity.org.au/node/apni/8196909,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Andrews'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,Andrews,v,,Vulnerable
4241787,Spyridium eriocephalum var. eriocephalum,Heath Spyridium,Spyridium eriocephalum var. eriocephalum,https://id.biodiversity.org.au/node/apni/2915609,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Fenzl'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Fenzl,e,,Endangered
4241692,Spyridium lawrencei,Small-leaf Dustymiller,Spyridium lawrencei,https://id.biodiversity.org.au/node/apni/2905781,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Hook.f.) Benth.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Vulnerable'}]",end,(Hook.f.) Benth.,v,EN,Vulnerable
4241833,Spyridium obcordatum,Creeping Dustymiller,Spyridium obcordatum,https://id.biodiversity.org.au/node/apni/2887808,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Hook.f.) W.M.Curtis'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,(Hook.f.) W.M.Curtis,v,VU,Vulnerable
4241871,Spyridium parvifolium var. molle,Dusty Miller,Spyridium parvifolium,https://id.biodiversity.org.au/node/apni/2897750,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Hook.f.) Benth.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,(Hook.f.) Benth.,r,,Rare
4241978,Spyridium parvifolium var. parvifolium,Dusty Miller,Spyridium parvifolium,https://id.biodiversity.org.au/node/apni/2897750,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hook.) F.Muell.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Hook.) F.Muell.,r,,Rare
4242042,Spyridium vexilliferum var. vexilliferum,Winged Spyridium,Spyridium vexilliferum var. vexilliferum,https://id.biodiversity.org.au/node/apni/2886899,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hook.) Reissek'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Hook.) Reissek,r,,Rare
4241977,Stackhousia pulvinaris,Alpine Stackhousia,Stackhousia pulvinaris,https://id.biodiversity.org.au/node/apni/8447310,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'F.Muell.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,F.Muell.,v,,Vulnerable
4241714,Stackhousia subterranea,Grassland Candles,Stackhousia subterranea,https://id.biodiversity.org.au/node/apni/2899907,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'W.R.Barker'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,W.R.Barker,e,,Endangered
4241705,Stellaria multiflora subsp. nebulosa,,Stellaria multiflora subsp. nebulosa,https://id.biodiversity.org.au/node/apni/2893704,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'C.H.Mill. & J.G.West'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,C.H.Mill. & J.G.West,r,,Rare
4241588,Stenanthemum pimeleoides,Propellor Plant,Stenanthemum pimeleoides,https://id.biodiversity.org.au/node/apni/2907235,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Hook.f.) Benth.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",end,(Hook.f.) Benth.,v,VU,Vulnerable
4241979,Stenopetalum lineare,Narrow Threadpetal,Stenopetalum lineare,https://id.biodiversity.org.au/node/apni/2905618,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br. ex DC.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,R.Br. ex DC.,e,,Endangered
4241674,Stonesiella selaginoides,Clubmoss Bush-pea,Stonesiella selaginoides,https://id.biodiversity.org.au/node/apni/2903108,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(Hook.f.) Crisp & P.H.Weston'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Endangered'}]",end,(Hook.f.) Crisp & P.H.Weston,e,EN,Endangered
4241921,Stuckenia pectinata,Fennel Pondweed,Stuckenia pectinata,https://id.biodiversity.org.au/node/apni/2909603,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(L.) Börner'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(L.) Börner,r,,Rare
4241698,Stylidium beaugleholei,Beauglehole's Triggerplant,Stylidium beaugleholei,https://id.biodiversity.org.au/node/apni/2913492,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'J.H.Willis'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,J.H.Willis,r,,Rare
4241940,Stylidium despectum,Small Triggerplant,Stylidium despectum,https://id.biodiversity.org.au/node/apni/7984728,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241725,Stylidium perpusillum,Slender Triggerplant,Stylidium perpusillum,https://id.biodiversity.org.au/node/apni/2892713,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.f.,r,,Rare
4241988,Taraxacum aristum,Mountain Dandelion,Taraxacum aristum,https://id.biodiversity.org.au/taxon/apni/51269002,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hagl. & Markl.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hagl. & Markl.,r,,Rare
4241938,Taraxacum cygnorum,Coast Dandelion,Taraxacum cygnorum,https://id.biodiversity.org.au/node/apni/2911871,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hand.-Maz.'}, {'key': 'epbcStatus', 'value': 'VU'}]",,Hand.-Maz.,,VU,
4241745,Tetratheca ciliata,Northern Pinkbells,Tetratheca ciliata,https://id.biodiversity.org.au/node/apni/2898994,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Lindl.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Lindl.,r,,Rare
4241529,Tetratheca gunnii,Shy Pinkbells,Tetratheca gunnii,https://id.biodiversity.org.au/node/apni/2904922,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,Hook.f.,e,CR,Endangered
4241671,Teucrium corymbosum,Forest Germander,Teucrium corymbosum,https://id.biodiversity.org.au/taxon/apni/51288063,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241969,Thelymitra antennifera,Lemon-scented Sun Orchid,Thelymitra antennifera,https://id.biodiversity.org.au/taxon/apni/51414226,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Lindl.) Hook.f.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,(Lindl.) Hook.f.,e,,Endangered
4241554,Thelymitra atronitida,Blackhood Sun-orchid,Thelymitra atronitida,https://id.biodiversity.org.au/taxon/apni/51414234,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Jeanes'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Jeanes,e,,Endangered
4241936,Thelymitra benthamiana,Blotched Sun-orchid,Thelymitra benthamiana,https://id.biodiversity.org.au/taxon/apni/51414242,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Rchb.f.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Rchb.f.,e,,Endangered
4241597,Thelymitra bracteata,Lofty Sun-orchid,Thelymitra bracteata,https://id.biodiversity.org.au/taxon/apni/51414244,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'J.Z.Weber ex Jeanes'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,J.Z.Weber ex Jeanes,e,,Endangered
4241632,Thelymitra holmesii,Bluestar Sun-orchid,Thelymitra holmesii,https://id.biodiversity.org.au/taxon/apni/51414304,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Nicholls'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Nicholls,r,,Rare
4242157,Thelymitra improcera,Coastal Sun Orchid,Thelymitra improcera,https://id.biodiversity.org.au/taxon/apni/51414310,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,D.L.Jones & M.A.Clem.,e,,Endangered
4242107,Thelymitra inflata,Inflated Sun-orchid,Thelymitra inflata,https://id.biodiversity.org.au/taxon/apni/51414314,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Jeanes'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Jeanes,e,,Endangered
4241955,Thelymitra jonesii,Sky-blue Sun-orchid,Thelymitra jonesii,https://id.biodiversity.org.au/taxon/apni/51414324,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Jeanes'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'EN'}, {'key': 'status', 'value': 'Endangered'}]",end,Jeanes,e,EN,Endangered
4241717,Thelymitra lucida,Glistening Sun-orchid,Thelymitra lucida,https://id.biodiversity.org.au/taxon/apni/51414338,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Jeanes'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Jeanes,e,,Endangered
4241628,Thelymitra malvina,Mauvetuft Sun-orchid,Thelymitra malvina,https://id.biodiversity.org.au/taxon/apni/51414352,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'M.A.Clem., D.L.Jones & Molloy'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,"M.A.Clem., D.L.Jones & Molloy",e,,Endangered
4241642,Thelymitra mucida,Plum Sun-orchid,Thelymitra mucida,https://id.biodiversity.org.au/taxon/apni/51414362,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Fitzg.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,Fitzg.,e,,Endangered
4241520,Thesium australe,Southern Toadflax,Thesium australe,https://id.biodiversity.org.au/node/apni/2891975,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,R.Br.,x,VU,Presumed Extinct
4241889,Thryptomene micrantha,Ribbed Thryptomene,Thryptomene micrantha,https://id.biodiversity.org.au/node/apni/2901464,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,Hook.f.,v,,Vulnerable
4242162,Thynninorchis huntiana,Common Elbow Orchid,Thynninorchis huntiana,https://id.biodiversity.org.au/taxon/apni/51414495,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(F.Muell.) D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'x'}, {'key': 'status', 'value': 'Presumed Extinct'}]",,(F.Muell.) D.L.Jones & M.A.Clem.,x,,Presumed Extinct
4242092,Thynninorchis nothofagicola,Myrtle Elbow Orchid,Thynninorchis nothofagicola,https://id.biodiversity.org.au/taxon/apni/51414497,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(D.L.Jones) D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'epbcStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Endangered'}]",end,(D.L.Jones) D.L.Jones & M.A.Clem.,e,CR,Endangered
4241587,Tmesipteris parva,Small Fork-fern,Tmesipteris parva,https://id.biodiversity.org.au/node/apni/2890172,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'N.A.Wakef.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,N.A.Wakef.,v,,Vulnerable
4242025,Tricoryne elatior,Yellow Rush Lily,Tricoryne elatior,https://id.biodiversity.org.au/node/apni/2893374,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,R.Br.,v,,Vulnerable
4241566,Tricostularia pauciflora,Needle Bogsedge,Tricostularia pauciflora,https://id.biodiversity.org.au/node/apni/2908406,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(F.Muell.) Benth.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(F.Muell.) Benth.,r,,Rare
4241849,Triglochin minutissima,Tiny Arrowgrass,Triglochin minutissima,https://id.biodiversity.org.au/node/apni/2912950,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'F.Muell.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,F.Muell.,r,,Rare
4241513,Triglochin mucronata,Prickly Arrowgrass,Triglochin mucronata,https://id.biodiversity.org.au/node/apni/2919554,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,R.Br.,e,,Endangered
4242193,Triptilodiscus pygmaeus,Dwarf Sunray,Triptilodiscus pygmaeus,https://id.biodiversity.org.au/node/apni/2909401,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Turcz.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,Turcz.,v,,Vulnerable
4241712,Trithuria submersa,Trithuria,Trithuria submersa,https://id.biodiversity.org.au/node/apni/7022449,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.f.,r,,Rare
4242134,Uncinia elegans,,Carex subtilis,https://id.biodiversity.org.au/taxon/apni/51282996,dr654,"[{'key': 'sourceOrigin', 'value': 't'}, {'key': 'scientificNameAuthorship', 'value': '(Kük.) Hamlin'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",t,(Kük.) Hamlin,r,,Rare
4242007,Utricularia australis,Yellow Bladderwort,Utricularia australis,https://id.biodiversity.org.au/node/apni/2906724,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241544,Utricularia tenella,Pink Bladderwort,Utricularia tenella,https://id.biodiversity.org.au/node/apni/8453517,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241626,Utricularia violacea,Violet Bladderwort,Utricularia violacea,https://id.biodiversity.org.au/node/apni/2905984,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241752,Vallisneria australis,River Ribbons,Vallisneria australis,https://id.biodiversity.org.au/node/apni/2913888,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'S.W.L.Jacobs & Les'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,S.W.L.Jacobs & Les,r,,Rare
4241756,Velleia paradoxa,Spur Velleia,Velleia paradoxa,https://id.biodiversity.org.au/node/apni/2919650,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",,R.Br.,v,,Vulnerable
4241917,Veronica ciliolata subsp. fiordensis,,Veronica ciliolata subsp. fiordensis,https://id.biodiversity.org.au/node/apni/2901363,dr654,"[{'key': 'sourceOrigin', 'value': 't'}, {'key': 'scientificNameAuthorship', 'value': '(Ashwin) Meudt'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'epbcStatus', 'value': 'VU'}, {'key': 'status', 'value': 'Vulnerable'}]",t,(Ashwin) Meudt,v,VU,Vulnerable
4241990,Veronica notabilis,Forest Speedwell,Veronica notabilis,https://id.biodiversity.org.au/node/apni/2890187,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'F.Muell. ex Benth.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,F.Muell. ex Benth.,e,,Endangered
4241896,Veronica novae-hollandiae,Coast Speedwell,Veronica novae-hollandiae,https://id.biodiversity.org.au/node/apni/2902778,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'Poir.'}, {'key': 'sourceStatus', 'value': 'v'}, {'key': 'status', 'value': 'Vulnerable'}]",end,Poir.,v,,Vulnerable
4241576,Veronica plebeia,Trailing Speedwell,Veronica plebeia,https://id.biodiversity.org.au/node/apni/2911551,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241680,Viminaria juncea,Native Broom,Viminaria juncea,https://id.biodiversity.org.au/node/apni/2904505,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Schrad. & J.Wendl.) Hoffmanns.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,(Schrad. & J.Wendl.) Hoffmanns.,e,,Endangered
4241504,Viola caleyana,Swamp Violet,Viola caleyana,https://id.biodiversity.org.au/node/apni/2909983,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'G.Don'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,G.Don,r,,Rare
4241903,Viola cunninghamii,Alpine Violet,Viola cunninghamii,https://id.biodiversity.org.au/node/apni/2917601,dr654,"[{'key': 'sourceOrigin', 'value': 't'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",t,Hook.f.,r,,Rare
4241711,Viola curtisiae,Montane Ivyleaf Violet,Viola curtisiae,ALA_DR654_347,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': '(L.G.Adams) K.R.Thiele'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,(L.G.Adams) K.R.Thiele,r,,Rare
4241593,Vittadinia australasica var. oricola,Coastal New Holland Daisy,Vittadinia australasica var. oricola,https://id.biodiversity.org.au/node/apni/2898033,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'N.T.Burb.'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,N.T.Burb.,e,,Endangered
4242115,Vittadinia burbidgeae,Smooth New Holland Daisy,Vittadinia burbidgeae,https://id.biodiversity.org.au/node/apni/2891083,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'A.M.Gray & Rozefelds'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,A.M.Gray & Rozefelds,r,,Rare
4242001,Vittadinia cuneata var. cuneata,Fuzzy New Holland Daisy,Vittadinia cuneata var. cuneata,https://id.biodiversity.org.au/node/apni/2909796,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'DC.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,DC.,r,,Rare
4242103,Vittadinia gracilis,Woolly New-holland-daisy,Vittadinia gracilis,https://id.biodiversity.org.au/node/apni/2903267,dr654,"[{'key': 'scientificNameAuthorship', 'value': '(Hook.f.) N.T.Burb.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,(Hook.f.) N.T.Burb.,r,,Rare
4242046,Vittadinia muelleri,Narrowleaf New-holland-daisy,Vittadinia muelleri,https://id.biodiversity.org.au/node/apni/2896469,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'N.T.Burb.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,N.T.Burb.,r,,Rare
4241677,Westringia angustifolia,Narrowleaf Westringia,Westringia angustifolia,https://id.biodiversity.org.au/node/apni/2901966,dr654,"[{'key': 'sourceOrigin', 'value': 'end'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",end,R.Br.,r,,Rare
4241953,Wilsonia humilis,Silky Wilsonia,Wilsonia humilis,https://id.biodiversity.org.au/node/apni/2899432,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,R.Br.,r,,Rare
4241834,Wilsonia rotundifolia,Roundleaf Wilsonia,Wilsonia rotundifolia,https://id.biodiversity.org.au/node/apni/2918079,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'Hook.'}, {'key': 'sourceStatus', 'value': 'r'}, {'key': 'status', 'value': 'Rare'}]",,Hook.,r,,Rare
4242198,Wurmbea latifolia subsp. vanessae,,Wurmbea latifolia subsp. vanessae,https://id.biodiversity.org.au/node/apni/2897412,dr654,"[{'key': 'scientificNameAuthorship', 'value': 'R.J.Bates'}, {'key': 'sourceStatus', 'value': 'e'}, {'key': 'status', 'value': 'Endangered'}]",,R.J.Bates,e,,Endangered
