taxonId,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,significant,confidential,endemicity,status,endemicity1,epbcStatus
40993,Plantae,Equisetopsida,Leguminosae,Acacia forsteri,Forster's wattle,Pedley,CR,Y,N,Q,Critically Endangered,Queensland endemic,
10201,Plantae,Equisetopsida,Leguminosae,Acacia guymeri,,Tindale,V,Y,N,Q,Vulnerable,Queensland endemic,
14074,Plantae,Equisetopsida,Leguminosae,Acacia handonis,Hando's wattle,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
14911,Plantae,Equisetopsida,Leguminosae,Acacia hockingsii,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
11548,Plantae,Equisetopsida,Leguminosae,Acacia homaloclada,,F.Muell.,V,Y,N,Q,Vulnerable,Queensland endemic,
11549,Plantae,Equisetopsida,Leguminosae,Acacia hylonoma,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
14915,Plantae,Equisetopsida,Leguminosae,Acacia islana,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
14862,Plantae,Equisetopsida,Leguminosae,Acacia lauta,Tara wattle,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
11538,Plantae,Equisetopsida,Leguminosae,Acacia longipedunculata,,Pedley,NT,Y,N,Q,Near Threatened,Queensland endemic,
31095,Plantae,Equisetopsida,Leguminosae,Acacia lumholtzii,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
10746,Plantae,Equisetopsida,Leguminosae,Acacia ommatosperma,,(Pedley) Pedley,NT,Y,N,Q,Near Threatened,Queensland endemic,
8381,Plantae,Equisetopsida,Leguminosae,Acacia pedleyi,,Tindale & Kodela,V,Y,N,Q,Vulnerable,Queensland endemic,
14870,Plantae,Equisetopsida,Leguminosae,Acacia peuce,waddy,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
14080,Plantae,Equisetopsida,Leguminosae,Acacia porcata,,P.I.Forst.,E,Y,N,Q,Endangered,Queensland endemic,Endangered
14081,Plantae,Equisetopsida,Leguminosae,Acacia pubifolia,Wyberba wattle,Pedley,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
14873,Plantae,Equisetopsida,Leguminosae,Acacia purpureopetala,purple-flowered wattle,F.M.Bailey,V,Y,N,Q,Vulnerable,Queensland endemic,Critically endangered
2298,Plantae,Equisetopsida,Leguminosae,Acacia rubricola,,Pedley,E,Y,N,Q,Endangered,Queensland endemic,
14069,Plantae,Equisetopsida,Leguminosae,Acacia saxicola,Mt. Maroon wattle,Pedley,E,Y,N,Q,Endangered,Queensland endemic,
3362,Plantae,Equisetopsida,Leguminosae,Acacia solenota,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
6393,Plantae,Equisetopsida,Leguminosae,Acacia sp. (Castletower N.Gibson TOI345),,,V,Y,N,Q,Vulnerable,Queensland endemic,
5830,Plantae,Equisetopsida,Leguminosae,Acacia sp. (Ruined Castle Creek P.I.Forster+ PIF17848),,,V,Y,N,Q,Vulnerable,Queensland endemic,
14876,Plantae,Equisetopsida,Leguminosae,Acacia spania,,Pedley,NT,Y,N,Q,Near Threatened,Queensland endemic,
15702,Plantae,Equisetopsida,Leguminosae,Acacia storyi,,Tindale,NT,Y,N,Q,Near Threatened,Queensland endemic,
21785,Plantae,Equisetopsida,Leguminosae,Acacia tingoorensis,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
11533,Plantae,Equisetopsida,Leguminosae,Acacia wardellii,,Tindale,NT,Y,N,QA,Near Threatened,Australian endemic,
6000,Plantae,Equisetopsida,Leguminosae,Archidendron kanisii,,R.S.Cowan,V,Y,N,Q,Vulnerable,Queensland endemic,
14035,Plantae,Equisetopsida,Leguminosae,Archidendron lovelliae,bacon wood,(F.M.Bailey) I.C.Nielsen,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
15643,Plantae,Equisetopsida,Leguminosae,Archidendropsis xanthoxylon,yellow siris,(C.T.White & W.D.Francis) I.C.Nielsen,NT,Y,N,Q,Near Threatened,Queensland endemic,
41292,Plantae,Equisetopsida,Leguminosae,Austrocallerya pilipes,,(F.M.Bailey) J.Compton & Schrire,NT,Y,Y,Q,Near Threatened,Queensland endemic,
14735,Plantae,Equisetopsida,Leguminosae,Cassia marksiana,,(F.M.Bailey) Domin,V,Y,N,QA,Vulnerable,Australian endemic,
33787,Plantae,Equisetopsida,Leguminosae,Crudia abbreviata,,A.R.Bean,NT,Y,N,Q,Near Threatened,Queensland endemic,
13027,Plantae,Equisetopsida,Leguminosae,Crudia papuana,,Kosterm.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
36080,Plantae,Equisetopsida,Leguminosae,Cynometra roseiflora,,W.E.Cooper,CR,Y,N,Q,Critically Endangered,Queensland endemic,
15442,Plantae,Equisetopsida,Leguminosae,Daviesia discolor,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
8899,Plantae,Equisetopsida,Leguminosae,Daviesia quoquoversus,,Crisp,V,Y,N,Q,Vulnerable,Queensland endemic,
8189,Plantae,Equisetopsida,Leguminosae,Dioclea hexandra,,(Ralph) Mabb.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
9719,Plantae,Equisetopsida,Leguminosae,Glycine argyrea,,Tindale,NT,Y,N,Q,Near Threatened,Queensland endemic,
6822,Plantae,Equisetopsida,Leguminosae,Hardenbergia sp. (Mt Mulligan J.R.Clarkson 5775),,,V,Y,N,Q,Vulnerable,Queensland endemic,
6800,Plantae,Equisetopsida,Leguminosae,Indigofera oxyrachis,,Peter G.Wilson,V,Y,N,Q,Vulnerable,Queensland endemic,
13851,Plantae,Equisetopsida,Leguminosae,Labichea brassii,,C.T.White & W.D.Francis,NT,Y,N,Q,Near Threatened,Queensland endemic,
36121,Plantae,Equisetopsida,Leguminosae,Mezoneuron hymenocarpum,,Wight & Arn. ex Prain,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
15190,Plantae,Equisetopsida,Leguminosae,Mirbelia confertiflora,,Pedley,NT,Y,N,QA,Near Threatened,Australian endemic,
12904,Plantae,Equisetopsida,Leguminosae,Phylacium bracteosum,,Benn.,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
10835,Plantae,Equisetopsida,Leguminosae,Pultenaea setulosa,,Benth.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
13774,Plantae,Equisetopsida,Leguminosae,Pultenaea whiteana,Mt. Barney bush pea,S.T.Blake,V,Y,N,Q,Vulnerable,Queensland endemic,
34235,Plantae,Equisetopsida,Leguminosae,Senegalia albizioides,,(Pedley) Pedley,NT,Y,N,Q,Near Threatened,Queensland endemic,
34732,Plantae,Equisetopsida,Leguminosae,Senegalia pennata subsp. kerrii,,(I.C.Nielsen) Maslin,V,Y,N,Q,Vulnerable,Queensland endemic,
10791,Plantae,Equisetopsida,Leguminosae,Sophora fraseri,brush sophora,Benth.,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
12873,Plantae,Equisetopsida,Leguminosae,Strongylodon lucidus,,(G.Forst.) Seem.,NT,Y,N,QAI,Near Threatened,Naturally occurs in Australia and overseas,
13750,Plantae,Equisetopsida,Leguminosae,Swainsona murrayana,slender Darling pea,Wawra,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
6677,Plantae,Equisetopsida,Lentibulariaceae,Utricularia albiflora,,R.Br.,SL,Y,N,Q,Special least concern,Queensland endemic,
35414,Plantae,Equisetopsida,Lentibulariaceae,Utricularia ameliae,,R.W.Jobson,SL,Y,N,Q,Special least concern,Queensland endemic,
14166,Plantae,Equisetopsida,Lentibulariaceae,Utricularia aurea,golden bladderwort,Lour.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
13086,Plantae,Equisetopsida,Lentibulariaceae,Utricularia australis,yellow bladderwort,R.Br.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
12891,Plantae,Equisetopsida,Lentibulariaceae,Utricularia bifida,,L.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14167,Plantae,Equisetopsida,Lentibulariaceae,Utricularia biloba,moth bladderwort,R.Br.,SL,Y,N,QA,Special least concern,Australian endemic,
34738,Plantae,Equisetopsida,Lentibulariaceae,Utricularia blackmanii,,R.W.Jobson,SL,Y,N,Q,Special least concern,Queensland endemic,
15939,Plantae,Equisetopsida,Lentibulariaceae,Utricularia caerulea,blue bladderwort,L.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
15940,Plantae,Equisetopsida,Lentibulariaceae,Utricularia chrysantha,,R.Br.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
28161,Plantae,Equisetopsida,Lentibulariaceae,Utricularia circumvoluta,,P.Taylor,SL,Y,N,QA,Special least concern,Australian endemic,
34585,Plantae,Equisetopsida,Lentibulariaceae,Utricularia corneliana,,R.W.Jobson,SL,Y,N,Q,Special least concern,Queensland endemic,
15941,Plantae,Equisetopsida,Lentibulariaceae,Utricularia dichotoma,fairy aprons,Labill.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
35413,Plantae,Equisetopsida,Lentibulariaceae,Utricularia fenshamii,,R.W.Jobson,SL,Y,N,QA,Special least concern,Australian endemic,
6678,Plantae,Equisetopsida,Lentibulariaceae,Utricularia foveolata,,Edgew.,SL,Y,N,QA,Special least concern,Australian endemic,
9417,Plantae,Equisetopsida,Lentibulariaceae,Utricularia gibba,floating bladderwort,L.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
36336,Plantae,Equisetopsida,Lentibulariaceae,Utricularia jobsonii,,Lowrie,SL,Y,N,Q,Special least concern,Queensland endemic,
14168,Plantae,Equisetopsida,Lentibulariaceae,Utricularia lasiocaulis,,F.Muell.,SL,Y,N,QA,Special least concern,Australian endemic,
13722,Plantae,Equisetopsida,Lentibulariaceae,Utricularia lateriflora,small bladderwort,R.Br.,SL,Y,N,QA,Special least concern,Australian endemic,
12893,Plantae,Equisetopsida,Lentibulariaceae,Utricularia limosa,,R.Br.,SL,Y,N,QA,Special least concern,Australian endemic,
35417,Plantae,Equisetopsida,Lentibulariaceae,Utricularia lowriei,,R.W.Jobson,SL,Y,N,Q,Special least concern,Queensland endemic,
12894,Plantae,Equisetopsida,Lentibulariaceae,Utricularia minutissima,,Vahl,SL,Y,N,QA,Special least concern,Australian endemic,
12892,Plantae,Equisetopsida,Lentibulariaceae,Utricularia muelleri,,Kamienski,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
35657,Plantae,Equisetopsida,Lentibulariaceae,Utricularia nivea,,Vahl,SL,Y,N,Q,Special least concern,Queensland endemic,
6680,Plantae,Equisetopsida,Lentibulariaceae,Utricularia quinquedentata,,F.Muell. ex P.Taylor,SL,Y,N,QA,Special least concern,Australian endemic,
32551,Plantae,Equisetopsida,Lentibulariaceae,Utricularia simmonsii,,"Lowrie, Cowie & Conran",SL,Y,N,QA,Special least concern,Australian endemic,
6648,Plantae,Equisetopsida,Lentibulariaceae,Utricularia stellaris,,L.f.,SL,Y,N,QA,Special least concern,Australian endemic,
34736,Plantae,Equisetopsida,Lentibulariaceae,Utricularia subulata,,L.,SL,Y,N,QA,Special least concern,Australian endemic,
6679,Plantae,Equisetopsida,Lentibulariaceae,Utricularia terrae-reginae,,P.Taylor,SL,Y,N,Q,Special least concern,Queensland endemic,
15942,Plantae,Equisetopsida,Lentibulariaceae,Utricularia uliginosa,asian bladderwort,Vahl,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
13507,Plantae,Equisetopsida,Linderniaceae,Torenia polygonoides,,Benth.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
12058,Plantae,Equisetopsida,Lindsaeaceae,Lindsaea terrae-reginae,,K.U.Kramer,E,Y,Y,Q,Endangered,Queensland endemic,
12982,Plantae,Equisetopsida,Loganiaceae,Logania diffusa,,R.J.F.Hend.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
12854,Plantae,Equisetopsida,Loranthaceae,Cecarria obtusifolia,,(Merr.) Barlow,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
9499,Plantae,Equisetopsida,Loranthaceae,Dactyliophora novae-guineae,,(F.M.Bailey) Danser,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
11693,Plantae,Equisetopsida,Loranthaceae,Muellerina myrtifolia,,(A.Cunn. ex Benth.) Barlow,NT,Y,N,QA,Near Threatened,Australian endemic,
12357,Plantae,Equisetopsida,Lycopodiaceae,Huperzia serrata,,(Thunb. ex Murray) Trevis.,PE,Y,Y,QI,Extinct in the wild,Naturally occurs in Queensland and overseas,Extinct
41061,Plantae,Equisetopsida,Lycopodiaceae,Lateristachys lateralis,,(R.Br.) Holub,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
34745,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus carinatus,,(Desv. ex Poir.) Ching,E,Y,Y,QI,Endangered,Naturally occurs in Queensland and overseas,Endangered
36500,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus creber,rat-tail tassel-fern,(Alderw.) A.R.Field & Bostock,CR,Y,Y,Q,Critically Endangered,Queensland endemic,
34757,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus dalhousieanus,blue tassel-fern,(Spring) A.R.Field & Bostock,CR,Y,Y,QI,Critically Endangered,Naturally occurs in Queensland and overseas,Endangered
36497,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus delbrueckii,,(Herter) A.R.Field & Bostock,V,Y,Y,Q,Vulnerable,Queensland endemic,
40988,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus harmsii,,(Nessel) A.R.Field & Bostock,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
40992,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus ledermannii,,(Herter) A.R.Field & Bostock,V,Y,Y,Q,Vulnerable,Queensland endemic,
34766,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus lockyeri,,(D.L.Jones & B.Gray) A.R.Field & Bostock,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
34782,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus phlegmarioides,,(Gaudich.) A.R.Field & Bostock,V,Y,Y,QAI,Vulnerable,Naturally occurs in Australia and overseas,
41046,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus pinifolius,,(Trevis.) Kiew,E,Y,Y,Q,Endangered,Queensland endemic,
34780,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus squarrosus,water tassel-fern,(G.Forst.) A.Love & D.Love,CR,Y,Y,QAI,Critically Endangered,Naturally occurs in Australia and overseas,Critically endangered
34772,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus tetrastichoides,,(A.R.Field & Bostock) A.R.Field & Bostock,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
34771,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus varius,,(R.Br.) A.R.Field & Bostock,V,Y,Y,QAI,Vulnerable,Naturally occurs in Australia and overseas,
41166,Plantae,Equisetopsida,Lycopodiaceae,Pseudodiphasium volubile,,(G.Forst.) Holub,PE,Y,Y,QI,Extinct in the wild,Naturally occurs in Queensland and overseas,Extinct
41174,Plantae,Equisetopsida,Lycopodiaceae,Pseudolycopodiella limosa,,(Hook.) A.R.Field,NT,Y,Y,Q,Near Threatened,Queensland endemic,
41172,Plantae,Equisetopsida,Lycopodiaceae,Pseudolycopodiella serpentina,,(Kunze) Holub,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41059,Plantae,Equisetopsida,Lycopodiaceae,Pseudolycopodium densum,,(Rothm.) Holub,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
34963,Plantae,Equisetopsida,Lythraceae,Ammannia robertsii,,(F.Muell.) S.A.Graham & Gandhi,V,Y,N,Q,Vulnerable,Queensland endemic,
16755,Plantae,Equisetopsida,Macarthuriaceae,Macarthuria complanata,,E.M.Ross,NT,Y,N,Q,Near Threatened,Queensland endemic,
12889,Plantae,Equisetopsida,Malpighiaceae,Tristellateia australasiae,,A.Rich.,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
12976,Plantae,Equisetopsida,Malvaceae,Lawrencia buchananensis,,Lander,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
12135,Plantae,Equisetopsida,Maundiaceae,Maundia triglochinoides,,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,
14836,Plantae,Equisetopsida,Meliaceae,Aglaia argentea,silver boodyarra,Blume,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
41754,Plantae,Equisetopsida,Meliaceae,Aglaia monticola,,W.E.Cooper & P.I.Forst.,NT,Y,N,Q,Near Threatened,Queensland endemic,
13309,Plantae,Equisetopsida,Meliaceae,Owenia cepiodora,onion cedar,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
9013,Plantae,Equisetopsida,Menispermaceae,Carronia pedicellata,,Forman,E,Y,N,Q,Endangered,Queensland endemic,Endangered
41392,Plantae,Equisetopsida,Menispermaceae,Fawcettia tinosporoides,,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,
9012,Plantae,Equisetopsida,Menispermaceae,Hypserpa polyandra var. polyandra,,Becc.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
33025,Plantae,Equisetopsida,Menyanthaceae,Liparophyllum exaltatum,,(Sol. ex Sims) Tippery & Les,SL,Y,N,QA,Special least concern,Australian endemic,
6605,Plantae,Equisetopsida,Menyanthaceae,Nymphoides aurantiaca,,(Dalzell) Kuntze,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
13307,Plantae,Equisetopsida,Menyanthaceae,Nymphoides crenata,wavy marshwort,(F.Muell.) Kuntze,SL,Y,N,QA,Special least concern,Australian endemic,
9518,Plantae,Equisetopsida,Menyanthaceae,Nymphoides elliptica,,Aston,SL,Y,N,Q,Special least concern,Queensland endemic,
13836,Plantae,Equisetopsida,Menyanthaceae,Nymphoides exiliflora,,(F.Muell.) Kuntze,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14379,Plantae,Equisetopsida,Menyanthaceae,Nymphoides geminata,,(R.Br.) Kuntze,SL,Y,N,QA,Special least concern,Australian endemic,
14327,Plantae,Equisetopsida,Menyanthaceae,Nymphoides indica,water snowflake,(L.) Kuntze,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
13305,Plantae,Equisetopsida,Menyanthaceae,Nymphoides minima,,(F.Muell.) Kuntze,SL,Y,N,QA,Special least concern,Australian endemic,
13306,Plantae,Equisetopsida,Menyanthaceae,Nymphoides parvifolia,,(Griseb.) Kuntze,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
22820,Plantae,Equisetopsida,Menyanthaceae,Nymphoides quadriloba,,Aston,SL,Y,N,QA,Special least concern,Australian endemic,
27951,Plantae,Equisetopsida,Menyanthaceae,Nymphoides simulans,,Aston,SL,Y,N,Q,Special least concern,Queensland endemic,
7048,Plantae,Equisetopsida,Menyanthaceae,Nymphoides sp. (Hann River J.R.Clarkson 3109),,,SL,Y,N,QA,Special least concern,Australian endemic,
18356,Plantae,Equisetopsida,Menyanthaceae,Nymphoides spinulosperma,,Aston,SL,Y,N,QA,Special least concern,Australian endemic,
9519,Plantae,Equisetopsida,Menyanthaceae,Nymphoides triangularis,,Aston,SL,Y,N,Q,Special least concern,Queensland endemic,
33027,Plantae,Equisetopsida,Menyanthaceae,Ornduffia reniformis,,(R.Br.) Tippery & Les,SL,Y,N,QA,Special least concern,Australian endemic,
33026,Plantae,Equisetopsida,Menyanthaceae,Ornduffia sp. (Laura C.Dalliston CC18),,,SL,Y,N,Q,Special least concern,Queensland endemic,
31487,Plantae,Equisetopsida,Monimiaceae,Hemmantia webbii,,Whiffin,V,Y,N,Q,Vulnerable,Queensland endemic,
13746,Plantae,Equisetopsida,Monimiaceae,Steganthera australiana,,C.T.White,NT,Y,N,Q,Near Threatened,Queensland endemic,
31415,Plantae,Equisetopsida,Monimiaceae,Steganthera laxiflora subsp. lewisensis,,Whiffin,NT,Y,N,Q,Near Threatened,Queensland endemic,
30948,Plantae,Equisetopsida,Monimiaceae,Wilkiea sp. (McDowall Range J.G.Tracey 14552),,,NT,Y,N,Q,Near Threatened,Queensland endemic,
13347,Plantae,Equisetopsida,Moraceae,Ficus melinocarpa var. hololampra,,(Diels) Corner,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
13831,Plantae,Equisetopsida,Musaceae,Musa fitzalanii,,F.Muell.,PE,Y,N,Q,Extinct in the wild,Queensland endemic,Extinct
13832,Plantae,Equisetopsida,Musaceae,Musa jackeyi,,W.Hill,E,Y,N,Q,Endangered,Queensland endemic,
12535,Plantae,Equisetopsida,Myrsinaceae,Ardisia bakeri,ardisia,C.T.White,NT,Y,N,QA,Near Threatened,Australian endemic,
14036,Plantae,Equisetopsida,Myrsinaceae,Ardisia fasciculata,,C.T.White,V,Y,N,Q,Vulnerable,Queensland endemic,
30697,Plantae,Equisetopsida,Myrsinaceae,Embelia flueckigeri,,F.Muell.,PE,Y,N,Q,Extinct in the wild,Queensland endemic,
29961,Plantae,Equisetopsida,Myrsinaceae,Myrsine serpenticola,,Jackes,E,Y,N,QA,Endangered,Australian endemic,
18107,Plantae,Equisetopsida,Myrtaceae,Acmena mackinnoniana,Rocky River satinash,B.Hyland,NT,Y,N,Q,Near Threatened,Queensland endemic,
9424,Plantae,Equisetopsida,Myrtaceae,Acmenosperma pringlei,,B.Hyland,V,Y,N,Q,Vulnerable,Queensland endemic,
28807,Plantae,Equisetopsida,Myrtaceae,Backhousia oligantha,,A.R.Bean,CR,Y,N,Q,Critically Endangered,Queensland endemic,
34783,Plantae,Equisetopsida,Myrtaceae,Backhousia tetraptera,,Jackes,CR,Y,N,Q,Critically Endangered,Queensland endemic,
18495,Plantae,Equisetopsida,Myrtaceae,Baeckea trapeza,,A.R.Bean,V,Y,N,Q,Vulnerable,Queensland endemic,
9169,Plantae,Equisetopsida,Myrtaceae,Barongia lophandra,,Peter G.Wilson & B.Hyland,V,Y,N,Q,Vulnerable,Queensland endemic,
17762,Plantae,Equisetopsida,Myrtaceae,Calytrix gurulmundensis,,Craven,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
12492,Plantae,Equisetopsida,Myrtaceae,Calytrix islensis,,Craven,V,Y,N,Q,Vulnerable,Queensland endemic,
6441,Plantae,Equisetopsida,Myrtaceae,Corymbia clandestina,,(A.R.Bean) K.D.Hill & L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
6448,Plantae,Equisetopsida,Myrtaceae,Corymbia leptoloma,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
6452,Plantae,Equisetopsida,Myrtaceae,Corymbia petalophylla,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
6446,Plantae,Equisetopsida,Myrtaceae,Corymbia rhodops,red-throated bloodwood,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
6416,Plantae,Equisetopsida,Myrtaceae,Corymbia scabrida,rough-leaved yellowjacket,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,NT,Y,N,Q,Near Threatened,Queensland endemic,
6568,Plantae,Equisetopsida,Myrtaceae,Corymbia xanthope,Glen Geddes bloodwood,(A.R.Bean & Brooker) K.D.Hill & L.A.S.Johnson,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
27465,Plantae,Equisetopsida,Myrtaceae,Decaspermum struckoilicum,Mount Morgan myrtle,N.Snow & Guymer,CR,Y,N,Q,Critically Endangered,Queensland endemic,Endangered
12508,Plantae,Equisetopsida,Myrtaceae,Eucalyptus argophloia,Queensland western white gum,Blakely,CR,Y,N,Q,Critically Endangered,Queensland endemic,Vulnerable
9238,Plantae,Equisetopsida,Myrtaceae,Eucalyptus beaniana,,L.A.S.Johnson & K.D.Hill,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
27449,Plantae,Equisetopsida,Myrtaceae,Eucalyptus broviniensis,,A.R.Bean,E,Y,N,Q,Endangered,Queensland endemic,
3571,Plantae,Equisetopsida,Myrtaceae,Eucalyptus codonocarpa,mallee ash,Blakely & McKie,NT,Y,N,QA,Near Threatened,Australian endemic,
13612,Plantae,Equisetopsida,Myrtaceae,Eucalyptus conglomerata,swamp stringybark,Maiden & Blakely,E,Y,N,Q,Endangered,Queensland endemic,Endangered
17256,Plantae,Equisetopsida,Myrtaceae,Eucalyptus curtisii,Plunkett mallee,Blakely & C.T.White,NT,Y,N,QAI,Near Threatened,Naturally occurs in Australia and overseas,
40899,Plantae,Equisetopsida,Myrtaceae,Eucalyptus dalveenica,,"T.L.Collins, R.L.Andrew & J.J.Bruhl",CR,Y,N,Q,Critically Endangered,Queensland endemic,
9375,Plantae,Equisetopsida,Myrtaceae,Eucalyptus decolor,,A.R.Bean & Brooker,NT,Y,N,Q,Near Threatened,Queensland endemic,
17260,Plantae,Equisetopsida,Myrtaceae,Eucalyptus dunnii,Dunn's white gum,Maiden,V,Y,N,QA,Vulnerable,Australian endemic,
18798,Plantae,Equisetopsida,Myrtaceae,Eucalyptus farinosa,Mount Stewart ironbark,K.D.Hill,E,Y,N,Q,Endangered,Queensland endemic,
13905,Plantae,Equisetopsida,Myrtaceae,Eucalyptus hallii,Goodwood gum,Brooker,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
12514,Plantae,Equisetopsida,Myrtaceae,Eucalyptus infera,Durikai mallee,A.R.Bean,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
9242,Plantae,Equisetopsida,Myrtaceae,Eucalyptus kabiana,Mt. Beerwah mallee,L.A.S.Johnson & K.D.Hill,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
9239,Plantae,Equisetopsida,Myrtaceae,Eucalyptus nudicaulis,Mt Isa mallee,A.R.Bean,E,Y,N,Q,Endangered,Queensland endemic,
9072,Plantae,Equisetopsida,Myrtaceae,Eucalyptus pachycalyx subsp. waajensis,,L.A.S.Johnson & K.D.Hill,E,Y,N,Q,Endangered,Queensland endemic,
9627,Plantae,Equisetopsida,Myrtaceae,Eucalyptus paedoglauca,Mt. Stuart ironbark,L.A.S.Johnson & Blaxell,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
17195,Plantae,Equisetopsida,Myrtaceae,Eucalyptus scoparia,Wallangarra white gum,Maiden,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
9240,Plantae,Equisetopsida,Myrtaceae,Eucalyptus sicilifolia,,L.A.S.Johnson & K.D.Hill,V,Y,N,Q,Vulnerable,Queensland endemic,
33790,Plantae,Equisetopsida,Myrtaceae,Eucalyptus sideroxylon subsp. improcera,,A.R.Bean,V,Y,N,Q,Vulnerable,Queensland endemic,
6582,Plantae,Equisetopsida,Myrtaceae,Eucalyptus taurina,Helidon ironbark,A.R.Bean & Brooker,E,Y,N,Q,Endangered,Queensland endemic,
35031,Plantae,Equisetopsida,Myrtaceae,Eucalyptus tereticornis subsp. rotunda,,A.R.Bean,NT,Y,N,Q,Near Threatened,Queensland endemic,
