dcterms_rightsHolder,dcterms_rights,dcterms_language,dcterms_type,dcterms_modified,dcterms_available,speciesID,taxonRank,kingdomID,kingdom,classID,class,orderID,order,familyID,family,sortOrder,genusID,genus,parentSpeciesID,specificEpithet,infraspecificEpithet,scientificNameAuthorship,scientificNameID,speciesCode_Synonym,scientificName,scientificNameHTML,vernacularName,otherVernacularNames,taxonID,currentScientificNameCode,currentScientificName,currentVernacularName,isCurrent,generalTypeID,generalType,establishmentMeans,primaryGrowthForm,primaryGrowthFormGroup,secondaryGrowthForms,secondaryGrowthFormGroups,stateConservation,protectedInNSW,sensitivityClass,TSProfileID,countryConservation,highThreatWeed,widelyCultivatedNativeSpecies,CAMBA,JAMBA,ROKAMBA,status
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-08-05T13:29:13.003+10:00,1997-10-09T11:07:05+10:00,12280,Species,138,Animalia,35,Reptilia,129,Squamata,2,Scincidae,926,457.0,Cyclodomorphus,12280.0,praealtus,,"Shea, 1995",12280,2867,Cyclodomorphus praealtus,<em>Cyclodomorphus praealtus</em>,Alpine She-oak Skink,,12280,2867,Cyclodomorphus praealtus,Alpine She-oak Skink,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,20164.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-30T10:32:31.82+11:00,1997-10-09T14:54:48+10:00,12281,Species,138,Animalia,35,Reptilia,132,Testudines,48,Chelidae,398,1101.0,Myuchelys,12281.0,bellii,,"(Gray, 1844)",12281,2825,Myuchelys bellii,<em>Myuchelys bellii</em>,"Western Sawshelled Turtle, Bell's Turtle",,12281,2825,Myuchelys bellii,"Western Sawshelled Turtle, Bell's Turtle",true,182.0,Reptiles,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10266.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:07+11:00,1997-10-13T09:04:16+10:00,12285,Species,138,Animalia,17,Amphibia,119,Anura,18,Myobatrachidae,142,1441.0,Pseudophryne,12285.0,pengilleyi,,"Wells and Wellington, 1985",12285,3306,Pseudophryne pengilleyi,<em>Pseudophryne pengilleyi</em>,Northern Corroboree Frog,Northern Corroboree Frog,12285,3306,Pseudophryne pengilleyi,Northern Corroboree Frog,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Critically Endangered,true,Category 2,10694.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:39.19+11:00,1997-10-13T09:17:54+10:00,12286,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13566,3969.0,Triplarina,12286.0,imbricata,,(Sm.) A.R. Bean,12286,9670,Triplarina imbricata,<em>Triplarina imbricata</em>,Creek Triplarina,,12286,9670,Triplarina imbricata,Creek Triplarina,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Heath shrub,Shrub (SG),Endangered,false,Not Sensitive,10812.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:39.407+11:00,1997-10-13T09:26:36+10:00,12287,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14049,2733.0,Genoplesium,12287.0,plumosum,,(Rupp) D.L. Jones & M.A. Clem.,12287,9671,Genoplesium plumosum,<em>Genoplesium plumosum</em>,Tallong Midge Orchid,,12287,9671,Genoplesium plumosum,Tallong Midge Orchid,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Critically Endangered,true,Category 2,10341.0,Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:06+11:00,1997-11-03T14:36:48+11:00,12289,Species,138,Animalia,30,Insecta,96,Odonata,443,Petaluridae,4839,1298.0,Petalura,12289.0,gigantea,,"(Leach, 1815)",12289,I007,Petalura gigantea,<em>Petalura gigantea</em>,Giant Dragonfly,,12289,I007,Petalura gigantea,Giant Dragonfly,true,175.0,Invertebrates,"Alive in NSW, Native",,,,,Endangered,false,Not Sensitive,10600.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:40.533+11:00,1997-11-11T11:19:01+11:00,12293,Species,139,Plantae,38,Flora,137,Flora,209,Cyperaceae,9114,2434.0,Cyperus,12293.0,semifertilis,,S.T. Blake,12293,9677,Cyperus semifertilis,<em>Cyperus semifertilis</em>,Missionary Nutgrass,,12293,9677,Cyperus semifertilis,Missionary Nutgrass,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Sedge,Grass & grasslike (GG),,,Endangered,false,Not Sensitive,10200.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2019-06-07T09:55:26.737+10:00,1997-11-11T12:33:07+11:00,12295,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16198,2780.0,Grevillea,12295.0,raybrownii,,Olde & Marriott,12295,9678,Grevillea raybrownii,<em>Grevillea raybrownii</em>,,,12295,9678,Grevillea raybrownii,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,20327.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:47.22+11:00,1998-02-05T17:28:02+11:00,12355,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12740,1920.0,Angophora,12355.0,exul,,K.D. Hill,12355,9718,Angophora exul,<em>Angophora exul</em>,Gibraltar Rock Apple,,12355,9718,Angophora exul,Gibraltar Rock Apple,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Endangered,false,Category 3,10052.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:47.5+11:00,1998-02-05T17:32:37+11:00,12356,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12998,2641.0,Eucalyptus,12356.0,dissita,,K.D. Hill,12356,9719,Eucalyptus dissita,<em>Eucalyptus dissita</em>,Gibraltar Mallee,,12356,9719,Eucalyptus dissita,Gibraltar Mallee,true,185.0,Trees,"Alive in NSW, Native",Mallee shrub,Shrub (SG),,,Vulnerable,false,Category 3,10293.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:47.72+11:00,1998-02-05T17:36:28+11:00,12357,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13025,2641.0,Eucalyptus,12357.0,fracta,,K.D. Hill,12357,9720,Eucalyptus fracta,<em>Eucalyptus fracta</em>,Broken Back Ironbark,,12357,9720,Eucalyptus fracta,Broken Back Ironbark,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),Mallee tree,Tree (TG),Vulnerable,false,Not Sensitive,10294.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:01.767+11:00,1998-03-09T16:36:24+11:00,12470,Species,139,Plantae,38,Flora,137,Flora,782,Phyllanthaceae,14635,3452.0,Phyllanthus,12470.0,microcladus,,Muell. Arg.,12470,9833,Phyllanthus microcladus,<em>Phyllanthus microcladus</em>,Brush Sauropus,,12470,9833,Phyllanthus microcladus,Brush Sauropus,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10624.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:02.69+11:00,1998-03-09T17:09:34+11:00,12474,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12781,2040.0,Baeckea,12474.0,kandos,,A.R. Bean,12474,9837,Baeckea kandos,<em>Baeckea kandos</em>,,,12474,9837,Baeckea kandos,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Heath shrub,Shrub (SG),Endangered,false,Category 3,10086.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:04.75+11:00,1998-03-11T15:05:43+11:00,12489,Species,139,Plantae,38,Flora,137,Flora,192,Euphorbiaceae,9801,2262.0,Chamaesyce,12489.0,psammogeton,,(P.S. Green) P.I. Foster and R.J. Henderson,12489,9851,Chamaesyce psammogeton,<em>Chamaesyce psammogeton</em>,Sand Spurge,,12489,9851,Chamaesyce psammogeton,Sand Spurge,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10160.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:05.64+11:00,1998-03-13T10:17:27+11:00,12493,Species,139,Plantae,38,Flora,137,Flora,182,Rhamnaceae,16634,3535.0,Pomaderris,12493.0,adnata,,N.G. Walsh & F. Coates,12493,9855,Pomaderris adnata,<em>Pomaderris adnata</em>,Sublime Point Pomaderris,,12493,9855,Pomaderris adnata,Sublime Point Pomaderris,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Category 3,10646.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2021-03-05T12:56:04.677+11:00,1998-03-13T10:23:03+11:00,12494,Species,139,Plantae,38,Flora,137,Flora,182,Rhamnaceae,16657,3535.0,Pomaderris,12494.0,delicata,,N.G.Walsh & Coates,12494,9856,Pomaderris delicata,<em>Pomaderris delicata</em>,Delicate Pomaderris,,12494,9856,Pomaderris delicata,Delicate Pomaderris,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Critically Endangered,false,Not Sensitive,10649.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:06.063+11:00,1998-03-13T10:24:53+11:00,12495,Species,139,Plantae,38,Flora,137,Flora,182,Rhamnaceae,16648,3535.0,Pomaderris,12495.0,bodalla,,N.G. Walsh & F. Coates,12495,9857,Pomaderris bodalla,<em>Pomaderris bodalla</em>,Bodalla Pomaderris,,12495,9857,Pomaderris bodalla,Bodalla Pomaderris,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,20031.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2021-03-05T12:59:42.05+11:00,1998-03-13T10:43:02+11:00,12497,Species,139,Plantae,38,Flora,137,Flora,182,Rhamnaceae,16688,3535.0,Pomaderris,12497.0,reperta,,N.G.Walsh & Coates,12497,9859,Pomaderris reperta,<em>Pomaderris reperta</em>,Denman Pomaderris,,12497,9859,Pomaderris reperta,Denman Pomaderris,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Critically Endangered,false,Not Sensitive,10657.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:09.407+11:00,1998-04-01T12:51:11+10:00,12522,Species,139,Plantae,38,Flora,137,Flora,161,Lamiaceae,11824,3559.0,Prostanthera,12522.0,junonis,,B.J. Conn,12522,9884,Prostanthera junonis,<em>Prostanthera junonis</em>,Somersby Mintbush,,12522,9884,Prostanthera junonis,Somersby Mintbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10678.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:09.627+11:00,1998-04-01T14:10:21+10:00,12523,Species,139,Plantae,38,Flora,137,Flora,161,Lamiaceae,11803,3559.0,Prostanthera,12523.0,askania,,B.J. Conn,12523,9885,Prostanthera askania,<em>Prostanthera askania</em>,Tranquility Mintbush,,12523,9885,Prostanthera askania,Tranquility Mintbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10671.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:10.08+11:00,1998-04-01T14:19:34+10:00,12525,Species,139,Plantae,38,Flora,137,Flora,161,Lamiaceae,11841,3559.0,Prostanthera,12525.0,palustris,,B.J. Conn,12525,9887,Prostanthera palustris,<em>Prostanthera palustris</em>,Swamp Mint-bush,,12525,9887,Prostanthera palustris,Swamp Mint-bush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Forb,Forb (FG),Vulnerable,false,Category 3,10679.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:10.563+11:00,1998-04-07T18:00:12+10:00,12529,Subspecies,139,Plantae,38,Flora,137,Flora,201,Thymelaeaceae,17901,3469.0,Pimelea,9114.0,axiflora,pubescens,Rye,12529,9891,Pimelea axiflora subsp. pubescens,<em>Pimelea axiflora </em>subsp.<em> pubescens</em>,Bungonia Rice-flower,,12529,9891,Pimelea axiflora subsp. pubescens,Bungonia Rice-flower,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Category 2,20055.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:13.11+11:00,1998-04-14T10:15:04+10:00,12552,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14197,3589.0,Pterostylis,12552.0,elegans,,D.L. Jones,12552,9914,Pterostylis elegans,<em>Pterostylis elegans</em>,Elegant Greenhood,,12552,9914,Pterostylis elegans,Elegant Greenhood,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,true,Category 2,10700.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:13.377+11:00,1998-04-14T10:16:36+10:00,12553,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14222,3589.0,Pterostylis,12553.0,metcalfei,,D.L. Jones,12553,9915,Pterostylis metcalfei,<em>Pterostylis metcalfei</em>,Metcalfe's Greenhood,,12553,9915,Pterostylis metcalfei,Metcalfe's Greenhood,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,true,Category 2,10702.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:14.423+11:00,1998-04-17T14:21:16+10:00,12563,Subspecies,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13131,2641.0,Eucalyptus,12062.0,pachycalyx,banyabba,K.D. Hill,12563,9925,Eucalyptus pachycalyx subsp. banyabba,<em>Eucalyptus pachycalyx </em>subsp.<em> banyabba</em>,Banyabba Shiny-barked Gum,,12563,9925,Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),Mallee tree,Tree (TG),Endangered,false,Category 3,10304.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:15.173+11:00,1998-06-05T16:53:47+10:00,12588,Species,139,Plantae,38,Flora,137,Flora,159,Poaceae,15206,2527.0,Distichlis,12588.0,distichophylla,,(Labill.) Fassett,12588,9943,Distichlis distichophylla,<em>Distichlis distichophylla</em>,Australian Saltgrass,,12588,9943,Distichlis distichophylla,Australian Saltgrass,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Other Grass,Grass & grasslike (GG),Tussock Grass,Grass & grasslike (GG),Endangered,false,Not Sensitive,10234.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:47:09.86+11:00,1998-06-19T14:14:13+10:00,12601,Species,139,Plantae,38,Flora,137,Flora,348,Simaroubaceae,17611,3608.0,Quassia,12601.0,sp. Moonee Creek,,"(King s.n., 1949)",12601,9497,Quassia sp. Moonee Creek,<em>Quassia sp. Moonee Creek</em>,Moonee Quassia,,12601,9497,Quassia sp. Moonee Creek,Moonee Quassia,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10723.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:21.377+11:00,1998-10-15T09:18:48+10:00,12660,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10483,3597.0,Pultenaea,12660.0,sp. Olinda,,(R.G. Coveny 6616),12660,9979,Pultenaea sp. Olinda,<em>Pultenaea sp. Olinda</em>,,,12660,9979,Pultenaea sp. Olinda,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Category 3,10718.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:22.55+11:00,1998-10-20T09:39:38+10:00,12669,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10094,2404.0,Cullen,12669.0,parvum,,(F. Muell.) J.W. Grimes,12669,9987,Cullen parvum,<em>Cullen parvum</em>,Small Scurf-pea,,12669,9987,Cullen parvum,Small Scurf-pea,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10190.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:48:23.237+11:00,1998-10-20T11:02:55+10:00,12674,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16338,3416.0,Persoonia,12674.0,hindii,,P.H. Weston & L.A.S. Johnson,12674,9992,Persoonia hindii,<em>Persoonia hindii</em>,,,12674,9992,Persoonia hindii,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,true,Not Sensitive,10594.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:18:29.59+11:00,1998-12-02T10:15:53+11:00,12691,Subspecies,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16188,2780.0,Grevillea,2528.0,parviflora,parviflora,R. Br.,12691,10009,Grevillea parviflora subsp. parviflora,<em>Grevillea parviflora </em>subsp.<em> parviflora</em>,Small-flower Grevillea,,12691,10009,Grevillea parviflora subsp. parviflora,Small-flower Grevillea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10373.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:18:30.243+11:00,1998-12-03T17:24:21+11:00,12702,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12971,2641.0,Eucalyptus,12702.0,corticosa,,L.A.S. Johnson,12702,10020,Eucalyptus corticosa,<em>Eucalyptus corticosa</em>,Creswick Apple Box,,12702,10020,Eucalyptus corticosa,Creswick Apple Box,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,10292.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:18:40.557+11:00,1998-12-15T09:17:02+11:00,12743,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10722,1793.0,Acacia,12743.0,carneorum,,Maiden,12743,10061,Acacia carneorum,<em>Acacia carneorum</em>,Purple-wood Wattle,,12743,10061,Acacia carneorum,Purple-wood Wattle,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Vulnerable,false,Not Sensitive,10007.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-22T14:52:41.927+11:00,1999-02-08T09:11:50+11:00,12906,Species,139,Plantae,38,Flora,137,Flora,895,Orobanchaceae,14390,2652.0,Euphrasia,12906.0,ruptura,,W.R. Barker,12906,10222,Euphrasia ruptura,<em>Euphrasia ruptura</em>,,,12906,10222,Euphrasia ruptura,,true,184.0,Shrubs,"Extinct in NSW, Native",Forb,Forb (FG),,,Extinct,false,Not Sensitive,20237.0,Extinct,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:10.183+11:00,1999-04-07T11:08:01+10:00,13006,Species,139,Plantae,38,Flora,137,Flora,209,Cyperaceae,9216,3025.0,Lepidosperma,13006.0,evansianum,,K.L. Wilson,13006,10320,Lepidosperma evansianum,<em>Lepidosperma evansianum</em>,Evans Sedge,,13006,10320,Lepidosperma evansianum,Evans Sedge,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Sedge,Grass & grasslike (GG),,,Vulnerable,false,Not Sensitive,10465.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:10.387+11:00,1999-04-12T12:12:01+10:00,13008,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13353,2876.0,Homoranthus,13008.0,croftianus,,J.T. Hunter,13008,10322,Homoranthus croftianus,<em>Homoranthus croftianus</em>,Bolivia Homoranthus,,13008,10322,Homoranthus croftianus,Bolivia Homoranthus,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10408.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:10.573+11:00,1999-04-12T12:14:33+10:00,13009,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10155,2501.0,Dillwynia,13009.0,glaucula,,Jobson & P.H. Weston,13009,10323,Dillwynia glaucula,<em>Dillwynia glaucula</em>,Michelago Parrot-pea,,13009,10323,Dillwynia glaucula,Michelago Parrot-pea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10223.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:12.76+11:00,1999-05-19T12:21:25+10:00,13044,Species,139,Plantae,38,Flora,137,Flora,209,Cyperaceae,8980,2200.0,Carex,13044.0,archeri,,Boott,13044,10337,Carex archeri,<em>Carex archeri</em>,Archer's Carex,,13044,10337,Carex archeri,Archer's Carex,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Sedge,Grass & grasslike (GG),,,Endangered,false,Not Sensitive,10147.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:17.293+11:00,1999-05-24T09:40:43+10:00,13097,Species,139,Plantae,38,Flora,137,Flora,159,Poaceae,14978,2029.0,Austrostipa,13097.0,nullanulla,,(J. Everett & S.W.L. Jacobs) S.W.L. Jacobs & J. Everett,13097,10380,Austrostipa nullanulla,<em>Austrostipa nullanulla</em>,A spear-grass,,13097,10380,Austrostipa nullanulla,A spear-grass,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Tussock Grass,Grass & grasslike (GG),,,Endangered,false,Not Sensitive,10081.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:18.793+11:00,1999-05-24T10:12:39+10:00,13105,Species,139,Plantae,38,Flora,137,Flora,159,Poaceae,15002,2029.0,Austrostipa,13105.0,wakoolica,,"(Vickery, S.W.L. Jacobs & J. Everett) S.W.L. Jacobs & J. Everett",13105,10388,Austrostipa wakoolica,<em>Austrostipa wakoolica</em>,A spear-grass,,13105,10388,Austrostipa wakoolica,A spear-grass,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Tussock Grass,Grass & grasslike (GG),,,Endangered,false,Not Sensitive,10082.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:19.01+11:00,1999-05-24T10:16:03+10:00,13106,Species,139,Plantae,38,Flora,137,Flora,159,Poaceae,14972,2029.0,Austrostipa,13106.0,metatoris,,(J. Everett & S.W.L. Jacobs) S.W.L. Jacobs & J. Everett,13106,10389,Austrostipa metatoris,<em>Austrostipa metatoris</em>,A spear-grass,,13106,10389,Austrostipa metatoris,A spear-grass,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Tussock Grass,Grass & grasslike (GG),,,Vulnerable,false,Not Sensitive,10080.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:26.793+11:00,1999-05-25T10:21:25+10:00,13152,Species,139,Plantae,38,Flora,137,Flora,176,Convolvulaceae,8679,2177.0,Calystegia,13152.0,affinis,,Endl.,13152,10435,Calystegia affinis,<em>Calystegia affinis</em>,Lord Howe Island Morning Glory,,13152,10435,Calystegia affinis,Lord Howe Island Morning Glory,true,170.0,Epiphytes and Climbers,"Alive in NSW, Native",Vine,Other (OG),Forb,Forb (FG),Critically Endangered,false,Not Sensitive,10877.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:05+11:00,1999-05-25T11:22:46+10:00,13157,Subspecies,138,Animalia,17,Amphibia,119,Anura,9,Hylidae,278,948.0,Litoria,1584.0,verreauxii,alpina,"(Fry, 1915)",13157,3907,Litoria verreauxii alpina,<em>Litoria verreauxii alpina</em>,Alpine Tree Frog,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",13157,3907,Litoria verreauxii alpina,Alpine Tree Frog,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10494.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:28.357+11:00,1999-05-25T12:34:11+10:00,13162,Species,139,Plantae,38,Flora,137,Flora,241,Rubiaceae,16876,2354.0,Coprosma,13162.0,inopinata,,I. Hutton & P.S. Green,13162,10444,Coprosma inopinata,<em>Coprosma inopinata</em>,Small-leaved Currant Bush,,13162,10444,Coprosma inopinata,Small-leaved Currant Bush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10880.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:19:28.81+11:00,1999-05-25T17:46:02+10:00,13170,Species,139,Plantae,38,Flora,137,Flora,233,Loganiaceae,12115,2731.0,Geniostoma,13170.0,huttonii,,B.J. Conn,13170,10452,Geniostoma huttonii,<em>Geniostoma huttonii</em>,Hutton's Geniostoma,,13170,10452,Geniostoma huttonii,Hutton's Geniostoma,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10884.0,Endangered,,,false,false,false,Endangered
