,Taxon_Id,Kingdom,Class,Family,Scientific_name,Common_name,Taxon_author,NCA_status,EPBC_status,Significant,Confidential,Endemicity
3198,33335,bacteria,blue-green algae,Coelosphaeriaceae,Woronichinia microcystoides,,(Komarek) Joosten,C,,N,N,QA
3199,33337,bacteria,blue-green algae,Coelosphaeriaceae,Woronichinia pusilla,,(Goor) Joosten,C,,N,N,QA
3200,33336,bacteria,blue-green algae,Coelosphaeriaceae,Woronichinia tropicalis,,"(Senna, Peres & Komarek) Joosten",C,,N,N,QA
3201,30549,bacteria,blue-green algae,Coleofasciculaceae,Geitlerinema amphibium,,(C.Agardh) Anagn.,C,,N,N,QI
3202,31827,bacteria,blue-green algae,Coleofasciculaceae,Geitlerinema apolloniae,,Anagn.,C,,N,N,Q
3203,30753,bacteria,blue-green algae,Coleofasciculaceae,Geitlerinema lemmermanii,,(Wolosz.) Anagn.,C,,N,N,Q
3204,30565,bacteria,blue-green algae,Coleofasciculaceae,Geitlerinema splendidum,,(Grev.) Anagn.,C,,N,N,QI
3205,30675,bacteria,blue-green algae,Coleofasciculaceae,Geitlerinema unigranulatum,,(Rama N.Singh) Komarek & M.T.P.Azevedo,C,,N,N,Q
3206,30611,bacteria,blue-green algae,Cyanophyceae,Planktothrix planktonica,,(Elenkin) Anagn. & Komarek,C,,N,N,U
3207,33339,bacteria,blue-green algae,Cyanothecaceae,Cyanothece aeruginosa,,(Nageli) Komarek,C,,N,N,Q
3208,33340,bacteria,blue-green algae,Cyanothrichaceae,Johannesbaptistia pellucida,,G.De Toni,C,,N,N,Q
3209,30735,bacteria,blue-green algae,Entophysalidaceae,Chlorogloea endophytica,,M.Howe,C,,N,N,Q
3210,8748,bacteria,blue-green algae,Entophysalidaceae,Entophysalis conferta,,(Kuetz.) F.E.Drouet & W.A.Daily,C,,N,N,QAI
3211,8749,bacteria,blue-green algae,Entophysalidaceae,Entophysalis deusta,,(Menegh.) F.E.Drouet & W.A.Daily,C,,N,N,QAI
3212,8751,bacteria,blue-green algae,Entophysalidaceae,Entophysalis granulosa,,Kuetz.,C,,N,N,QI
3213,8752,bacteria,blue-green algae,Entophysalidaceae,Entophysalis lemaniae,,(C.Agardh) F.E.Drouet & W.A.Daily,C,,N,N,QI
3214,8759,bacteria,blue-green algae,Gloeotrichiaceae,Gloeotrichia natans,,Rabenh. ex Bornet & Flahault,C,,N,N,QI
3215,31623,bacteria,blue-green algae,Gomontiellaceae,Katagnymene accurata,,Geitler,C,,N,N,Q
3216,31625,bacteria,blue-green algae,Gomontiellaceae,Komvophoron crassum,,(Vozzhenn.) Anagn. & Komarek,C,,N,N,Q
3217,34813,bacteria,blue-green algae,Gomontiellaceae,Komvophoron kgarii,,G.B.McGregor & Sendall,C,,N,N,Q
3218,31624,bacteria,blue-green algae,Gomontiellaceae,Komvophoron schmidlei,,(Jaag) Anagn. & Komarek,C,,N,N,QA
3219,8760,bacteria,blue-green algae,Gomphosphaeriaceae,Gomphosphaeria aponina,,Kuetz.,C,,N,N,Q
3220,30567,bacteria,blue-green algae,Gomphosphaeriaceae,Gomphosphaeria multiplex,,(Nygaard) Komarek,C,,N,N,QA
3221,33310,bacteria,blue-green algae,Gomphosphaeriaceae,Gomphosphaeria salina,,Komarek & Hindak,C,,N,N,Q
3222,5810,bacteria,blue-green algae,Hapalosiphonaceae,Hapalosiphon fontinalis,,(C.Agardh) Bornet,C,,N,N,QI
3223,8762,bacteria,blue-green algae,Hapalosiphonaceae,Hapalosiphon intricatus,,W.West & G.S.West,C,,N,N,Q
3224,8721,bacteria,blue-green algae,Hapalosiphonaceae,Leptopogon intricatus,,(A.Braun) Borzi,C,,N,N,Q
3225,8713,bacteria,blue-green algae,Hapalosiphonaceae,Mastigocladus laminosus,,Cohn,C,,N,N,Q
3226,8663,bacteria,blue-green algae,Hapalosiphonaceae,Mastigocoleus testarum,,Lagerh.,C,,N,N,Q
3227,8764,bacteria,blue-green algae,Homoeotrichaceae,Homoeothrix juliana,,(Menegh.) Kirchn.,C,,N,N,Q
3228,31597,bacteria,blue-green algae,Homoeotrichaceae,Homoeothrix margalefii,,Komarek & Kalina,C,,N,N,Q
3229,30656,bacteria,blue-green algae,Hydrococcaceae,Hydrococcus rivularis,,Kuetz.,C,,N,N,QI
3230,30571,bacteria,blue-green algae,Leptolyngbyaceae,Leibleinia baculum,,(Gomont) L.Hoffm.,C,,N,N,Q
3231,30658,bacteria,blue-green algae,Leptolyngbyaceae,Leibleinia epiphytica,,(Hieron.) Compere,C,,N,N,Q
3232,31618,bacteria,blue-green algae,Leptolyngbyaceae,Leibleinia porphyrosiphonis,,(Fremy) Anagn. & Komarek,C,,N,N,Q
3233,30737,bacteria,blue-green algae,Leptolyngbyaceae,Leibleinia willei,,(Setch. & N.L.Gardner) P.C.Silva,C,,N,N,QA
3234,31616,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya angustissimum,,(West & G.S.West) Anagn. & Komarek,C,,N,N,QA
3235,30579,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya boryana,,(Gomont) Anagn. & Komarek,C,,N,N,Q
3236,30628,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya cebennensis,,(Gomont) Umezaki & M.Watan.,C,,N,N,QA
3237,30171,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya circularis,,G.B.McGregor,C,,N,N,Q
3238,30714,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya foveolarum,,(Mont. ex Gomont) Anagn. & Komarek,C,,N,N,Q
3239,30505,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya fragilis,,(Gomont) Anagn. & Komarek,C,,N,N,QA
3240,31617,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya notata,,(Schmidle) Anagn. & Komarek,C,,N,N,QA
3241,30172,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya tentaculiformis,,G.B.McGregor,C,,N,N,Q
3242,30722,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya tenuis,,(Gomont) Anagn. & Komarek,C,,N,N,QA
3243,30627,bacteria,blue-green algae,Leptolyngbyaceae,Leptolyngbya valderiana,,(Gomont) Anagn. & Komarek,C,,N,N,QA
3244,30614,bacteria,blue-green algae,Leptolyngbyaceae,Planktolyngbya circumcreta,,(G.S.West) Anagn. & Komarek,C,,N,N,Q
3245,31829,bacteria,blue-green algae,Leptolyngbyaceae,Planktolyngbya limnetica,,(Lemmerm.) Komark.-Legn. & Cronberg,C,,N,N,Q
3246,30713,bacteria,blue-green algae,Leptolyngbyaceae,Planktolyngbya microspira,,Komarek & Cronberg,C,,N,N,QA
3247,30682,bacteria,blue-green algae,Leptolyngbyaceae,Planktolyngbya minor,,(Geitler & Ruttner) Komarek & Cronberg,C,,N,N,QA
3248,31598,bacteria,blue-green algae,Leptolyngbyaceae,Romeria alascensis,,(Hortob. & D.K.Hilliard) Komarek,C,,N,N,Q
3249,30501,bacteria,blue-green algae,Leptolyngbyaceae,Romeria elegans,,(Wolosz.) Wolosz. & Koczw.,C,,N,N,QA
3250,30507,bacteria,blue-green algae,Leptolyngbyaceae,Romeria gracilis,,(Koczw.) Koczw.,C,,N,N,Q
3251,31831,bacteria,blue-green algae,Leptolyngbyaceae,Romeria okensis,,(C.Meyer) Hindak,C,,N,N,Q
3252,30724,bacteria,blue-green algae,Leptolyngbyaceae,Romeria victoriae,,Komarek & Cronberg,C,,N,N,Q
3253,30848,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa annulata,,G.B.McGregor,C,,N,N,Q
3254,30560,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa delicatissima,,W.West & G.S.West,C,,N,N,QA
3255,30637,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa elachista,,W.West & G.S.West,C,,N,N,Q
3256,30736,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa grevillei,,(Hassall) Rabenh.,C,,N,N,QA
3257,30636,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa holsatica,,(Lemmerm.) Cronberg & Komarek,C,,N,N,Q
3258,30359,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa incerta,,(Lemmerm.) Cronberg & Komarek,C,,N,N,Q
3259,30715,bacteria,blue-green algae,Merismopediaceae,Aphanocapsa nubilum,,Komarek & H.J.Kling,C,,N,N,QA
3260,32069,bacteria,blue-green algae,Merismopediaceae,Eucapsis densa,,M.T.P.Azevedo et al.,C,,N,N,QA
3261,33333,bacteria,blue-green algae,Merismopediaceae,Eucapsis starmachii,,Komarek & Hindak,C,,N,N,Q
3262,33322,bacteria,blue-green algae,Merismopediaceae,Merismopedia angularis,,Thompson,C,,N,N,Q
3263,33321,bacteria,blue-green algae,Merismopediaceae,Merismopedia danubiana,,Hortob.,C,,N,N,Q
3264,30336,bacteria,blue-green algae,Merismopediaceae,Merismopedia elegans,,A.Braun ex Kuetz.,C,,N,N,Q
3265,32057,bacteria,blue-green algae,Merismopediaceae,Merismopedia glauca,,(Ehrenb.) Kuetz.,C,,N,N,QA
3266,32056,bacteria,blue-green algae,Merismopediaceae,Merismopedia hyalina,,(Ehrenb.) Kuetz.,C,,N,N,QA
3267,30673,bacteria,blue-green algae,Merismopediaceae,Merismopedia marssonii,,Lemmerm.,C,,N,N,QA
3268,33323,bacteria,blue-green algae,Merismopediaceae,Merismopedia minutissima,,Joosten,C,,N,N,Q
3269,30524,bacteria,blue-green algae,Merismopediaceae,Merismopedia punctata,,Meyen,C,,N,N,QA
3270,33320,bacteria,blue-green algae,Merismopediaceae,Merismopedia sphagnicola,,Joosten,C,,N,N,Q
3271,30688,bacteria,blue-green algae,Merismopediaceae,Merismopedia tenuissima,,Lemmerm.,C,,N,N,QA
3272,30626,bacteria,blue-green algae,Merismopediaceae,Merismopedia warmingiana,,Lagerh.,C,,N,N,Q
3273,33338,bacteria,blue-green algae,Merismopediaceae,Pannus punctiferus,,(Komarek & Komark.-Legn.) Joosten,C,,N,N,QA
3274,33332,bacteria,blue-green algae,Merismopediaceae,Synechocystis minuscula,,Woron.,C,,N,N,Q
3275,30634,bacteria,blue-green algae,Microcoleaceae,Arthrospira jenneri,,Stizenb. ex Gomont,C,,N,N,QA
3276,30727,bacteria,blue-green algae,Microcoleaceae,Arthrospira maxima,,Setch. & N.L.Gardner,C,,N,N,QAI
3277,8814,bacteria,blue-green algae,Microcoleaceae,Arthrospira miniata,,(Hauck) Gomont,C,,N,N,Q
3278,8716,bacteria,blue-green algae,Microcoleaceae,Hydrocoleum comoides,,(Harv.) Gomont,C,,N,N,QA
3279,8717,bacteria,blue-green algae,Microcoleaceae,Hydrocoleum glutinosum,,(C.Agardh) Gomont,C,,N,N,QAI
3280,8667,bacteria,blue-green algae,Microcoleaceae,Microcoleus chthonoplastes,,Thur. ex Gomont,C,,N,N,QI
3281,8668,bacteria,blue-green algae,Microcoleaceae,Microcoleus grisea,,Thur. ex Bornet & Flahault,C,,N,N,Q
3282,30541,bacteria,blue-green algae,Microcoleaceae,Microcoleus lacustris,,(Rabenh.) Farl. ex Gomont,C,,N,N,QAI
3283,30521,bacteria,blue-green algae,Microcoleaceae,Microcoleus paludosus,,(Kuetz.) Gomont,C,,N,N,QAI
3284,31614,bacteria,blue-green algae,Microcoleaceae,Microcoleus rupicola,,(Tilden) F.E.Drouet,C,,N,N,QAI
3285,30625,bacteria,blue-green algae,Microcoleaceae,Microcoleus subtorulosus,,(Breb. ex Kuetz.) Gomont ex Gomont,C,,N,N,Q
3286,8756,bacteria,blue-green algae,Microcoleaceae,Microcoleus vaginatus,,(Vaucher) Gomont ex Gomont,C,,N,N,QAI
3287,30748,bacteria,blue-green algae,Microcoleaceae,Planktothricoides raciborskii,,(Wolosz.) Suda & M.Watan.,C,,N,N,Q
3288,30703,bacteria,blue-green algae,Microcoleaceae,Planktothrix agardhii,,(Gomont) Anagn. & Komarek,C,,N,N,QI
3289,30576,bacteria,blue-green algae,Microcoleaceae,Planktothrix clathrata,,(Skuja) Anagn. & Komarek,C,,N,N,Q
3290,31830,bacteria,blue-green algae,Microcoleaceae,Planktothrix isothrix,,(Skuja) Komarek & Komark.-Legn.,C,,N,N,QA
3291,8561,bacteria,blue-green algae,Microcoleaceae,Porphyrosiphon notarisii,,(Menegh.) Kuetz. ex Gomont,C,,N,N,QAI
3292,30525,bacteria,blue-green algae,Microcoleaceae,Pseudophormidium purpureum,,(Gomont) Anagn. & Komarek,C,,N,N,Q
3293,8433,bacteria,blue-green algae,Microcoleaceae,Sirocoleum guyanense,,Gomont,C,,N,N,Q
3294,6498,bacteria,blue-green algae,Microcoleaceae,Sirocoleum kurzii,,(Zeller) Gomont,C,,N,N,Q
3295,8359,bacteria,blue-green algae,Microcoleaceae,Symploca hydnoides,,(Harv.) Kuetz.,C,,N,N,QAI
3296,31833,bacteria,blue-green algae,Microcoleaceae,Symplocastrum muelleri,,(Naegeli ex Gomont) Anagn.,C,,N,N,QI
3297,30759,bacteria,blue-green algae,Microcoleaceae,Trichodesmium erythraeum,,Ehrenb. ex Gomont,C,,N,N,Q
3298,8312,bacteria,blue-green algae,Microcoleaceae,Trichodesmium hildebrandtii,,Gomont,C,,N,N,Q
3299,30710,bacteria,blue-green algae,Microcoleaceae,Trichodesmium iwanoffianum,,Nygaard,C,,N,N,QA
3300,31771,bacteria,blue-green algae,Microcoleaceae,Trichodesmium lacustre,,Kleb.,C,,N,N,Q
3301,8313,bacteria,blue-green algae,Microcoleaceae,Trichodesmium scoboideum,,A.H.S.Lucas,C,,N,N,Q
3302,30580,bacteria,blue-green algae,Microcoleaceae,Tychonema bornetii,,(Zukal) Anagn. & Komarek,C,,N,N,Q
3303,8809,bacteria,blue-green algae,Microcystaceae,Anacystis montana,,(Lightf.) F.E.Drouet & W.A.Daily,C,,N,N,QI
3304,8810,bacteria,blue-green algae,Microcystaceae,Anacystis montana forma montana,,(Lightf.) F.E.Drouet & W.A.Daily,C,,N,N,Q
3305,8811,bacteria,blue-green algae,Microcystaceae,Anacystis thermalis,,(Menegh.) F.E.Drouet & W.A.Daily,C,,N,N,QI
3306,30823,bacteria,blue-green algae,Microcystaceae,Gloeocapsa planctonica,,G.B.McGregor,C,,N,N,Q
3307,8672,bacteria,blue-green algae,Microcystaceae,Microcystis aeruginosa,,(Kuetz.) Kuetz.,C,,N,N,QI
3308,30559,bacteria,blue-green algae,Microcystaceae,Microcystis botrys,,Teiling,C,,N,N,QA
3309,30441,bacteria,blue-green algae,Microcystaceae,Microcystis dimidiata,,(Kuetz.) P.C.Silva,C,,N,N,Q
3310,30624,bacteria,blue-green algae,Microcystaceae,Microcystis flos-aquae,,(Wittr.) Kirchn.,C,,N,N,QA
3311,30623,bacteria,blue-green algae,Microcystaceae,Microcystis icthyoblabe,,Kuetz.,C,,N,N,QA
3312,30621,bacteria,blue-green algae,Microcystaceae,Microcystis panniformis,,Komarek et al.,C,,N,N,QA
3313,30622,bacteria,blue-green algae,Microcystaceae,Microcystis protocystis,,Crow,C,,N,N,QA
3314,30672,bacteria,blue-green algae,Microcystaceae,Microcystis wesenbergii,,(Komarek) Komarek,C,,N,N,QA
3315,33341,bacteria,blue-green algae,Microcystaceae,Radiocystis aphanothecoidea,,Hindak,C,,N,N,Q
3316,33342,bacteria,blue-green algae,Microcystaceae,Radiocystis elongatus,,Hindak,C,,N,N,Q
3317,33343,bacteria,blue-green algae,Microcystaceae,Radiocystis uliginosa,,Komarek & Komark.-Legn.,C,,N,N,Q
3318,30532,bacteria,blue-green algae,Nostocaceae,Anabaena affinis,,Lemmerm.,C,,N,N,QA
3319,30695,bacteria,blue-green algae,Nostocaceae,Anabaena ambigua,,Rao,C,,N,N,QA
3320,30678,bacteria,blue-green algae,Nostocaceae,Anabaena aphanizomenoides,,Forti,C,,N,N,QA
3321,30562,bacteria,blue-green algae,Nostocaceae,Anabaena bergii,,Coute & Preisig,C,,N,N,QA
3322,30556,bacteria,blue-green algae,Nostocaceae,Anabaena circinalis,,Rabenh.,C,,N,N,QI
3323,30497,bacteria,blue-green algae,Nostocaceae,Anabaena crassa,,(Lemmerm.) Komark.-Legn. & Cronberg,C,,N,N,QA
3324,8801,bacteria,blue-green algae,Nostocaceae,Anabaena flos-aquae,,(Lyngb.) Breb. ex Bornet & Flahault,C,,N,N,QI
3325,30509,bacteria,blue-green algae,Nostocaceae,Anabaena inaequalis,,(Kuetz.) Bornet & Flahault,C,,N,N,QA
3326,8802,bacteria,blue-green algae,Nostocaceae,Anabaena licheniformis,,Bory,C,,N,N,QA
3327,30569,bacteria,blue-green algae,Nostocaceae,Anabaena oscillarioides,,Bory,C,,N,N,QA
3328,30640,bacteria,blue-green algae,Nostocaceae,Anabaena perturbata var. tumida,,(Nygaard) Cronberg & Komarek,C,,N,N,QA
3329,30612,bacteria,blue-green algae,Nostocaceae,Anabaena planktonica,,Brunnth.,C,,N,N,QA
3330,8803,bacteria,blue-green algae,Nostocaceae,Anabaena pseudoscillatoria,,Bory,C,,N,N,QI
3331,30685,bacteria,blue-green algae,Nostocaceae,Anabaena smithii,,(Komarek) M.Watan.,C,,N,N,QA
3332,30641,bacteria,blue-green algae,Nostocaceae,Anabaena spiroides,,(Elenkin) Komarek,C,,N,N,QA
3333,8804,bacteria,blue-green algae,Nostocaceae,Anabaena subcylindrica,,Borge,C,,N,N,Q
3334,30530,bacteria,blue-green algae,Nostocaceae,Anabaena torulosa,,(Carmich.) Lagerh.,C,,N,N,QAI
3335,27265,bacteria,blue-green algae,Nostocaceae,Cylindrospermum licheniforme,,Kuetz. ex Bornet & Flahault,C,,N,N,QAI
3336,8745,bacteria,blue-green algae,Nostocaceae,Cylindrospermum majus,,Kuetz.,C,,N,N,Q
3337,8746,bacteria,blue-green algae,Nostocaceae,Cylindrospermum punctatum,,Woron.,C,,N,N,Q
3338,8747,bacteria,blue-green algae,Nostocaceae,Cylindrospermum stagnale,,(Kuetz.) Bornet & Flahault,C,,N,N,Q
3339,8714,bacteria,blue-green algae,Nostocaceae,Hormothamnium enteromorphoides,,Grunov,C,,N,N,QI
3340,8676,bacteria,blue-green algae,Nostocaceae,Nostoc commune,,(L.) Vaucher ex Bornet & Flahault,C,,N,N,QAI
3341,8677,bacteria,blue-green algae,Nostocaceae,Nostoc linckia,,(Roth) Bornet ex Bornet & Flahault,C,,N,N,Q
3342,8705,bacteria,blue-green algae,Nostocaceae,Nostoc microscopicum,,Carmich. ex Bornet & Flahault,C,,N,N,QI
3343,8678,bacteria,blue-green algae,Nostocaceae,Nostoc parmelioides,,Kuetz. ex Bornet & Flahault,C,,N,N,Q
3344,27267,bacteria,blue-green algae,Nostocaceae,Nostoc pruniforme,,C.Agardh ex Bornet & Flahault,C,,N,N,QI
3345,8679,bacteria,blue-green algae,Nostocaceae,Nostoc sphaericum,,Bornet & Flahault,C,,N,N,QI
3346,8680,bacteria,blue-green algae,Nostocaceae,Nostoc verrucosum,,Vaucher ex Bornet & Flahault,C,,N,N,QI
3347,30348,bacteria,blue-green algae,Nostocaceae,Trichormus variabilis,,(Kuetz. ex Bornet & Flahault) Komarek & Anagn.,C,,N,N,Q
3348,30608,bacteria,blue-green algae,Nostocaceae,Wollea bharadwajae,,Rama N.Singh,C,,N,N,Q
3349,8652,bacteria,blue-green algae,Nostochopsidaceae,Nostochopsis lobatus,,H.C.Wood ex Bornet & Flahault,C,,N,N,QI
3350,22260,bacteria,blue-green algae,Oscillatoriaceae,Blennothrix lyngbyacea,,(Kuetz.) Anagn. & Komarek,C,,N,N,QAI
3351,8722,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya aestuarii,,Liebm. ex Gomont,C,,N,N,QI
3352,30674,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya birgei,,G.M.Sm.,C,,N,N,Q
3353,31613,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya cincinnata,,(Itzigs.) Compere,C,,N,N,Q
3354,6463,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya comperei,,Senna,C,,N,N,QA
3355,8755,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya confervoides,,C.Agardh ex Gomont,C,,N,N,QAI
3356,31700,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya giuseppei,,F.E.Drouet,C,,N,N,Q
3357,31611,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya hieronymusii,,Lemmerm.,C,,N,N,QA
3358,30516,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya major,,Menegh. ex Gomont,C,,N,N,QA
3359,30662,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya martensiana,,Menegh. ex Gomont,C,,N,N,QA
3360,31612,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya nigra,,C.Agardh ex Gomont,C,,N,N,Q
3361,22261,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya penicilliformis,,P.C.Silva,C,,N,N,Q
3362,8710,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya semiplena,,(C.Agardh) J.Agardh ex Gomont,C,,N,N,QI
3363,8711,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya taylori,,F.E.Drouet & J.C.Strickland,C,,N,N,Q
3364,30574,bacteria,blue-green algae,Oscillatoriaceae,Lyngbya wollei,,(Farl. ex Gomont) Speziale & Dyck,C,,N,N,QI
3365,35656,bacteria,blue-green algae,Oscillatoriaceae,Moorea producens,,Engene et al.,C,,N,N,QAI
3366,30716,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria curviceps,,C.Agardh. ex Gomont,C,,N,N,Q
3367,30665,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria jenensis,,G.Schmid,C,,N,N,Q
3368,30620,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria kawamurae,,Negoro,C,,N,N,Q
3369,8657,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria limosa,,(Dillwyn) C.Agardh,C,,N,N,QI
3370,3612,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria lutea,,C.Agardh ex Gomont,C,,N,N,QAI
3371,8831,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria margaritifera,,(Kuetz.) Gomont,C,,N,N,QI
3372,31615,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria perornata,,Skuja,C,,N,N,Q
3373,8621,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria princeps,,Vaucher ex Gomont,C,,N,N,QI
3374,30589,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria proboscidea,,Gomont,C,,N,N,QA
3375,30729,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria sancta,,Kuetz. ex Gomont,C,,N,N,QA
3376,30619,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria subbrevis,,Schmidle,C,,N,N,QA
3377,30721,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria tenuis,,C.Agardh. ex Gomont,C,,N,N,QI
3378,8589,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria trichoides,,Szafer,C,,N,N,Q
3379,30671,bacteria,blue-green algae,Oscillatoriaceae,Oscillatoria vizagapatensis,,C.B.Rao,C,,N,N,Q
3380,30760,bacteria,blue-green algae,Oscillatoriaceae,Phormidium acuminatum,,(Gomont) Anagn. & Komarek,C,,N,N,Q
3381,30750,bacteria,blue-green algae,Oscillatoriaceae,Phormidium aerugineo-caeruleum,,(Gomont) Anagn. & Komarek,C,,N,N,QA
3382,31705,bacteria,blue-green algae,Oscillatoriaceae,Phormidium allorgei,,(Fremy) Anagn. & Komarek,C,,N,N,QA
3383,31712,bacteria,blue-green algae,Oscillatoriaceae,Phormidium ambiguum,,Gomont,C,,N,N,Q
3384,30548,bacteria,blue-green algae,Oscillatoriaceae,Phormidium amoenum,,Kuetz.,C,,N,N,QI
3385,31709,bacteria,blue-green algae,Oscillatoriaceae,Phormidium animale,,(C.Agardh ex Gomont) Anagn. & Komarek,C,,N,N,QI
3386,3617,bacteria,blue-green algae,Oscillatoriaceae,Phormidium autumnale,,(C.Agardh) Trevis. ex Gomont,C,,N,N,QI
3387,30617,bacteria,blue-green algae,Oscillatoriaceae,Phormidium breve,,(Kuetz. ex Gomont) Anagn. & Komarek,C,,N,N,QI
3388,31708,bacteria,blue-green algae,Oscillatoriaceae,Phormidium chalybeum,,(Mert. ex Gomont) Anagn. & Komarek,C,,N,N,QAI
3389,31710,bacteria,blue-green algae,Oscillatoriaceae,Phormidium chlorinum,,(Kuetz. ex Gomont) Umezaki & M.Watan.,C,,N,N,Q
3390,30572,bacteria,blue-green algae,Oscillatoriaceae,Phormidium corallinae,,(Gomont ex Gomont) Anagn. & Komarek,C,,N,N,Q
3391,30573,bacteria,blue-green algae,Oscillatoriaceae,Phormidium corium,,(C.Agardh) Kuetz. ex Gomont,C,,N,N,QI
3392,31704,bacteria,blue-green algae,Oscillatoriaceae,Phormidium diguetii,,(Gomont) Anagn. & Komarek,C,,N,N,QA
3393,30533,bacteria,blue-green algae,Oscillatoriaceae,Phormidium formosum,,(Bory) Anagn. & Komarek,C,,N,N,QI
3394,31711,bacteria,blue-green algae,Oscillatoriaceae,Phormidium granulatum,,(N.L.Gardner) Anagn.,C,,N,N,QA
3395,31707,bacteria,blue-green algae,Oscillatoriaceae,Phormidium hamelii,,(Fremy) Anagn. & Komarek,C,,N,N,QA
3396,30732,bacteria,blue-green algae,Oscillatoriaceae,Phormidium irriguum,,(Kuetz. ex Gomont) Anagn. & Komarek,C,,N,N,QI
3397,3618,bacteria,blue-green algae,Oscillatoriaceae,Phormidium jadinianum,,Gomont,C,,N,N,Q
3398,30616,bacteria,blue-green algae,Oscillatoriaceae,Phormidium okenii,,(C.Agardh ex Gomont) Anagn. & Komarek,C,,N,N,QA
3399,30535,bacteria,blue-green algae,Oscillatoriaceae,Phormidium papyraceum,,(C.Agardh) Kuetz. ex Gomont,C,,N,N,Q
3400,30615,bacteria,blue-green algae,Oscillatoriaceae,Phormidium puteale,,(Mont. ex Gomont) Anagn. & Komarek,C,,N,N,QA
3401,30659,bacteria,blue-green algae,Oscillatoriaceae,Phormidium retzii,,(C.Agardh) Kuetz. ex Gomont,C,,N,N,QI
3402,3620,bacteria,blue-green algae,Oscillatoriaceae,Phormidium submembranaceum,,(Ardiss. & J.Straff.) Gomont,C,,N,N,QAI
3403,30642,bacteria,blue-green algae,Oscillatoriaceae,Phormidium subuliforme,,(Kuetz. ex Gomont) Anagn. & Komarek,C,,N,N,Q
3404,30749,bacteria,blue-green algae,Oscillatoriaceae,Phormidium terebriforme,,(C.Agardh ex Gomont) Anagn. & Komarek,C,,N,N,QAI
3405,31706,bacteria,blue-green algae,Oscillatoriaceae,Phormidium tergestinum,,(Kuetz.) Anagn. & Komarek,C,,N,N,QA
3406,3622,bacteria,blue-green algae,Oscillatoriaceae,Phormidium uncinatum,,(C.Agardh) Gomont ex Gomont,C,,N,N,QI
3407,30738,bacteria,blue-green algae,Oscillatoriaceae,Phormidium willei,,(N.L.Gardner) Anagn. & Komarek,C,,N,N,QA
3408,30712,bacteria,blue-green algae,Oscillatoriaceae,Plectonema tomasinianum,,(Kuetz.) Gomont ex Gomont,C,,N,N,QA
3409,41782,bacteria,blue-green algae,Oscillatoriaceae,Potamosiphon australiensis,,G.B.McGregor & Sendall,C,,N,N,Q
3410,30752,bacteria,blue-green algae,Pseudanabaenaceae,Limnothrix guttulata,,(Goor) Umezaki & M.Watan.,C,,N,N,Q
3411,31828,bacteria,blue-green algae,Pseudanabaenaceae,Limnothrix planctonica,,(Wolosz.) Meffert,C,,N,N,QA
3412,31619,bacteria,blue-green algae,Pseudanabaenaceae,Limnothrix vacuolifera,,(Skuja) Komarek,C,,N,N,Q
3413,30746,bacteria,blue-green algae,Pseudanabaenaceae,Pseudanabaena amphigranulata,,(Goor) Anagn.,C,,N,N,Q
