,Taxon Id,Kingdom,Class,Family,Scientific name,Common name,Taxon author,NCA status,EPBC status,Significant,Endemicity
503,20788,plants,land plants,Orchidaceae,Goodyera,,,,,N,XU
504,12810,plants,land plants,Orchidaceae,Goodyera viridiflora,,(Blume) Blume,NT,,Y,XU
505,20793,plants,land plants,Orchidaceae,Grastidium,,,C,,N,U
506,19448,plants,land plants,Orchidaceae,Grastidium baileyi,,(F.Muell.) Rauschert,SL,,Y,QA
507,19449,plants,land plants,Orchidaceae,Grastidium cancroides,,(T.E.Hunt) Rauschert,SL,,Y,Q
508,19451,plants,land plants,Orchidaceae,Grastidium insigne,,(Blume) M.A.Clem. & D.L.Jones,SL,,Y,QI
509,19450,plants,land plants,Orchidaceae,Grastidium luteocilium,,(Rupp) Rauschert,SL,,Y,Q
510,5767,plants,land plants,Orchidaceae,Grastidium tozerense,,(Lavarack) M.A.Clem. & D.L.Jones,V,,Y,Q
511,12817,plants,land plants,Orchidaceae,Habenaria,,,,,N,U
512,39919,plants,land plants,Orchidaceae,Habenaria anomala,,,C,,N,Q
513,39920,plants,land plants,Orchidaceae,Habenaria banfieldii,,,C,,N,Q
514,21844,plants,land plants,Orchidaceae,Habenaria chlorosepala,,D.L.Jones,E,,Y,Q
515,12812,plants,land plants,Orchidaceae,Habenaria elongata,,R.Br.,SL,,Y,QAI
516,29234,plants,land plants,Orchidaceae,Habenaria euryloba,,D.L.Jones,V,,Y,Q
517,21845,plants,land plants,Orchidaceae,Habenaria exilis,,D.L.Jones,E,,Y,Q
518,13211,plants,land plants,Orchidaceae,Habenaria ferdinandi,,Schltr.,,,N,XU
519,31654,plants,land plants,Orchidaceae,Habenaria fuscina,,D.L.Jones,V,,Y,Q
520,19331,plants,land plants,Orchidaceae,Habenaria harroldii,,D.L.Jones,E,,Y,Q
521,12814,plants,land plants,Orchidaceae,Habenaria hymenophylla,rainforest habenaria,Schltr.,NT,,Y,QA
522,9580,plants,land plants,Orchidaceae,Habenaria macraithii,,Lavarack,E,E,Y,Q
523,39921,plants,land plants,Orchidaceae,Habenaria millari,,,C,,N,Q
524,39922,plants,land plants,Orchidaceae,Habenaria ovoidea,,,C,,N,Q
525,18422,plants,land plants,Orchidaceae,Habenaria praecox,,Lavarack & Dockrill,SL,,Y,Q
526,9015,plants,land plants,Orchidaceae,Habenaria propinquior,,Rchb.f.,SL,,Y,Q
527,12813,plants,land plants,Orchidaceae,Habenaria rumphii,,(Brongn.) Lindl.,NT,,Y,QI
528,12815,plants,land plants,Orchidaceae,Habenaria triplonema,,Schltr.,SL,,Y,QA
529,33887,plants,land plants,Orchidaceae,Habenaria vatia,,D.L.Jones ex. M.T.Mathieson,V,,Y,Q
530,12816,plants,land plants,Orchidaceae,Habenaria xanthantha,,F.Muell.,NT,,Y,Q
531,20840,plants,land plants,Orchidaceae,Hetaeria,,,,,N,U
532,12819,plants,land plants,Orchidaceae,Hetaeria oblongifolia,,Blume,SL,,Y,QI
533,12775,plants,land plants,Orchidaceae,Liparis,,,,,N,U
534,12769,plants,land plants,Orchidaceae,Liparis angustilabris,,(F.Muell.) Blaxell,C,,N,Q
535,13180,plants,land plants,Orchidaceae,Liparis bracteata,,T.E.Hunt,C,,N,Q
536,39914,plants,land plants,Orchidaceae,Liparis mowbulana,,,,,,XU
537,12772,plants,land plants,Orchidaceae,Liparis nugentiae,,F.M.Bailey,C,,N,Q
538,21010,plants,land plants,Orchidaceae,Luisia,,,,,N,XU
539,36064,plants,land plants,Orchidaceae,Luisia atacta,,D.L.Jones,SL,,Y,Q
540,21019,plants,land plants,Orchidaceae,Lyperanthus,,,C,,N,U
541,12782,plants,land plants,Orchidaceae,Lyperanthus suaveolens,brown beaks,R.Br.,SL,,Y,QA
542,39915,plants,land plants,Orchidaceae,Malaxis fimbriatum,,,,,,XU
543,21077,plants,land plants,Orchidaceae,Micropera,,,C,,N,U
544,13287,plants,land plants,Orchidaceae,Micropera fasciculata,,(Lindl.) Garay,SL,,Y,QI
545,39903,plants,land plants,Orchidaceae,Microstylis amplexicaulis,,,C,,N,Q
546,14404,plants,land plants,Orchidaceae,Microtis,,,,,N,U
547,16629,plants,land plants,Orchidaceae,Microtis parviflora,slender onion orchid,R.Br.,SL,,Y,QAI
548,9455,plants,land plants,Orchidaceae,Microtis rara,scented onion orchid,R.Br.,SL,,Y,QAI
549,14403,plants,land plants,Orchidaceae,Microtis unifolia,common onion orchid,(G.Forst.) Rchb.f.,SL,,Y,QAI
550,21094,plants,land plants,Orchidaceae,Mobilabium,,,C,,N,U
551,12783,plants,land plants,Orchidaceae,Mobilabium hamatum,,Rupp,SL,,Y,Q
552,19406,plants,land plants,Orchidaceae,Nervilia,,,C,,N,QAI
553,9517,plants,land plants,Orchidaceae,Nervilia aragoana,,Gaudich.,SL,,Y,QAI
554,8552,plants,land plants,Orchidaceae,Nervilia crociformis,,(Zoll. & Moritzi) Seidenf.,NT,,Y,Q
555,12787,plants,land plants,Orchidaceae,Nervilia holochila,,(F.Muell.) Schltr.,SL,,Y,QA
556,6517,plants,land plants,Orchidaceae,Nervilia peltata,,B.Gray & D.L.Jones,SL,,Y,Q
557,12786,plants,land plants,Orchidaceae,Nervilia plicata,,(Andrews) Schltr.,SL,,Y,Q
558,12785,plants,land plants,Orchidaceae,Nervilia uniflora,,(F.Muell.) Schltr.,SL,,Y,Q
559,21157,plants,land plants,Orchidaceae,Oberonia,,,,,N,U
560,10517,plants,land plants,Orchidaceae,Oberonia attenuata,Mossman fairy orchid,Dockrill,CR,CE,Y,Q
561,10464,plants,land plants,Orchidaceae,Oberonia carnosa,,Lavarack,V,,Y,Q
562,9017,plants,land plants,Orchidaceae,Oberonia complanata,,(A.Cunn.) M.A.Clem. & D.L.Jones,SL,,Y,Q
563,36250,plants,land plants,Orchidaceae,Oberonia crateriformis,,D.L.Jones & M.A.Clem.,SL,,Y,Q
564,35334,plants,land plants,Orchidaceae,Oberonia flavescens,,D.L.Jones & M.A.Clem.,,,N,Q
565,4988,plants,land plants,Orchidaceae,Oberonia palmicola,,F.Muell.,SL,,Y,QA
566,21161,plants,land plants,Orchidaceae,Octarrhena,,,,,N,XU
567,7920,plants,land plants,Orchidaceae,Octarrhena pusilla,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,,Y,Q
568,21164,plants,land plants,Orchidaceae,Oeceoclades,,,C,,N,U
569,37727,plants,land plants,Orchidaceae,Oncidium euxanthinum,,,,,,XU
570,39507,plants,land plants,Orchidaceae,Oncidium sphacelatum,,,,,,XU
571,18070,plants,land plants,Orchidaceae,Orchidaceae,,,,,N,U
572,37704,plants,land plants,Orchidaceae,Ornithochilus moretoni,,F.M.Bailey,,,,XU
573,21191,plants,land plants,Orchidaceae,Orthoceras,,,,,N,U
574,12790,plants,land plants,Orchidaceae,Orthoceras strictum,horned orchid,R.Br.,SL,,Y,QA
575,21210,plants,land plants,Orchidaceae,Pachystoma,,,C,,N,U
576,8553,plants,land plants,Orchidaceae,Pachystoma pubescens,,Blume,V,,Y,Q
577,21217,plants,land plants,Orchidaceae,Papillilabium,,,C,,N,U
578,21252,plants,land plants,Orchidaceae,Peristeranthus,,,C,,N,U
579,12719,plants,land plants,Orchidaceae,Peristeranthus hillii,,(F.Muell.) T.E.Hunt,SL,,Y,QA
580,21253,plants,land plants,Orchidaceae,Peristylus,,,,,N,XU
581,10469,plants,land plants,Orchidaceae,Peristylus banfieldii,,(F.M.Bailey) Lavarack,E,,Y,Q
582,12720,plants,land plants,Orchidaceae,Peristylus candidus,,J.J.Sm.,SL,,Y,Q
583,30812,plants,land plants,Orchidaceae,Peristylus chlorandrellus,,D.L.Jones & M.A.Clem.,SL,,Y,Q
584,16493,plants,land plants,Orchidaceae,Peristylus papuanus,,(Kraenzl.) J.J.Sm.,,,,XU
585,33430,plants,land plants,Orchidaceae,Petalochilus,,,C,,N,XU
586,21267,plants,land plants,Orchidaceae,Phaius,,,,,N,QAI
587,12722,plants,land plants,Orchidaceae,Phaius australis,,F.Muell.,E,E,Y,QAI
588,12723,plants,land plants,Orchidaceae,Phaius bernaysii,yellow swamp orchid,Rowland ex Rchb.f.,E,E,Y,Q
589,12724,plants,land plants,Orchidaceae,Phaius pictus,,T.E.Hunt,V,V,Y,Q
590,21268,plants,land plants,Orchidaceae,Phalaenopsis,,,C,,N,U
591,8487,plants,land plants,Orchidaceae,Phalaenopsis rosenstromii,moth orchid,F.M.Bailey,E,,Y,QI
592,21277,plants,land plants,Orchidaceae,Pholidota,,,C,,N,U
593,12725,plants,land plants,Orchidaceae,Pholidota imbricata,,Hook.,SL,,Y,QI
594,36416,plants,land plants,Orchidaceae,Pinalia fitzalanii,,(F.Muell.) Kuntze,SL,,Y,QI
595,41778,plants,land plants,Orchidaceae,Pinalia moluccana,,"(Schltr. & J.J.Sm.) Schuit., Y.P.Ng & H.A.Pedersen",SL,,Y,QI
596,6663,plants,land plants,Orchidaceae,Plectorrhiza,,,C,,,U
597,41759,plants,land plants,Orchidaceae,Plectorrhiza beckleri,,"(F.Muell. ex Benth.) M.A.Clem., D.L.Jones & D.P.Banks",NT,,Y,QA
598,12734,plants,land plants,Orchidaceae,Plectorrhiza brevilabris,,(F.Muell.) Dockrill,SL,,Y,Q
599,41760,plants,land plants,Orchidaceae,Plectorrhiza purpurata,,(Rupp) M.A.M.Renner,SL,,Y,QA
600,14320,plants,land plants,Orchidaceae,Plectorrhiza tridentata,tangle orchid,(Lindl.) Dockrill,SL,,Y,QA
601,30802,plants,land plants,Orchidaceae,Plexaure crassiuscula,,(Nicholls) M.A.Clem. & D.L.Jones,SL,,Y,QI
602,21333,plants,land plants,Orchidaceae,Pomatocalpa,,,,,N,U
603,12735,plants,land plants,Orchidaceae,Pomatocalpa macphersonii,,(F.Muell.) T.E.Hunt,SL,,Y,Q
604,11376,plants,land plants,Orchidaceae,Pomatocalpa marsupiale,,(Kraenzl.) J.J.Sm.,V,,Y,QI
605,12688,plants,land plants,Orchidaceae,Prasophyllum,,,,,N,U
606,14287,plants,land plants,Orchidaceae,Prasophyllum australe,austral leek orchid,R.Br.,SL,,Y,QA
607,13104,plants,land plants,Orchidaceae,Prasophyllum brevilabre,,(Lindl.) Hook.f.,SL,,Y,QA
608,7908,plants,land plants,Orchidaceae,Prasophyllum campestre,,R.J.Bates & D.L.Jones,NT,,Y,Q
609,16367,plants,land plants,Orchidaceae,Prasophyllum elatum,tall leek orchid,R.Br.,SL,,Y,QA
610,7909,plants,land plants,Orchidaceae,Prasophyllum exilis,,D.L.Jones & R.J.Bates,NT,,Y,Q
611,8895,plants,land plants,Orchidaceae,Prasophyllum flavum,yellow leek orchid,R.Br.,SL,,Y,QA
612,7910,plants,land plants,Orchidaceae,Prasophyllum incompositum,,D.L.Jones,NT,,Y,Q
613,8894,plants,land plants,Orchidaceae,Prasophyllum odoratum,scented leek orchid,R.S.Rogers,,,N,XU
614,39916,plants,land plants,Orchidaceae,Prasophyllum parvicallum,,,C,,N,Q
615,16368,plants,land plants,Orchidaceae,Prasophyllum patens,,R.Br.,,,N,XU
616,8488,plants,land plants,Orchidaceae,Prasophyllum wallum,Wallum leek orchid,R.J.Bates & D.L.Jones,V,V,Y,Q
617,40654,plants,land plants,Orchidaceae,Prosthechea radiata,,(Lindl.) W.E.Higgins,,,,XU
618,21359,plants,land plants,Orchidaceae,Pseudovanilla,,,,,N,U
619,12689,plants,land plants,Orchidaceae,Pseudovanilla foliata,giant climbing orchid,(F.Muell.) Garay,SL,,Y,QA
620,12704,plants,land plants,Orchidaceae,Pterostylis,,,,,N,U
621,12690,plants,land plants,Orchidaceae,Pterostylis acuminata,sharp greenhood,R.Br.,SL,,Y,QA
622,41747,plants,land plants,Orchidaceae,Pterostylis ampliata,,(D.L.Jones) D.L.Jones,SL,,Y,QA
623,18886,plants,land plants,Orchidaceae,Pterostylis anatona,,D.L.Jones,SL,,Y,Q
624,36226,plants,land plants,Orchidaceae,Pterostylis antennifera,,(D.L.Jones) D.L.Jones,SL,,Y,QA
625,18887,plants,land plants,Orchidaceae,Pterostylis aquilonia,,D.L.Jones & B.Gray,SL,,Y,Q
626,16345,plants,land plants,Orchidaceae,Pterostylis baptistii,king greenhood,Fitzg.,SL,,Y,QA
627,34218,plants,land plants,Orchidaceae,Pterostylis baptistii x Pterostylis nutans,,,C,,N,Q
628,8142,plants,land plants,Orchidaceae,Pterostylis bicolor,,M.A.Clem. & D.L.Jones,SL,,Y,QA
629,8554,plants,land plants,Orchidaceae,Pterostylis bicornis,horned greenhood,D.L.Jones & M.A.Clem.,V,V,Y,Q
630,12691,plants,land plants,Orchidaceae,Pterostylis boormanii,,Rupp,SL,,Y,QA
631,36221,plants,land plants,Orchidaceae,Pterostylis borealis,,(D.L.Jones) D.L.Jones,SL,,Y,Q
632,35021,plants,land plants,Orchidaceae,Pterostylis caligna,,M.T.Mathieson,E,,Y,Q
633,6221,plants,land plants,Orchidaceae,Pterostylis chaetophora,,M.A.Clem. & D.L.Jones,E,,Y,QA
634,18443,plants,land plants,Orchidaceae,Pterostylis cobarensis,,M.A.Clem.,SL,,Y,QA
635,31907,plants,land plants,Orchidaceae,Pterostylis crassichila,,D.L.Jones,SL,,Y,Q
636,12701,plants,land plants,Orchidaceae,Pterostylis curta,blunt greenhood,R.Br.,SL,,Y,QA
637,12702,plants,land plants,Orchidaceae,Pterostylis cycnocephala,swan greenhood,Fitzg.,SL,,Y,QA
638,13105,plants,land plants,Orchidaceae,Pterostylis daintreana,,F.Muell. ex Benth.,SL,,Y,QA
639,12692,plants,land plants,Orchidaceae,Pterostylis depauperata,,F.M.Bailey,SL,,Y,Q
640,12693,plants,land plants,Orchidaceae,Pterostylis erecta,,T.E.Hunt,SL,,Y,Q
641,36233,plants,land plants,Orchidaceae,Pterostylis exquisita,,(D.L.Jones) D.L.Jones,SL,,Y,Q
642,8892,plants,land plants,Orchidaceae,Pterostylis fischii,,Nicholls,SL,,Y,QA
643,12694,plants,land plants,Orchidaceae,Pterostylis grandiflora,,R.Br.,SL,,Y,QA
644,7911,plants,land plants,Orchidaceae,Pterostylis hamata,,Blackmore & Clemesha,SL,,Y,QA
645,12703,plants,land plants,Orchidaceae,Pterostylis hildae,rainforest greenhood,Nicholls,SL,,Y,QA
646,8179,plants,land plants,Orchidaceae,Pterostylis hispidula,,Fitzg.,SL,,Y,QA
647,8555,plants,land plants,Orchidaceae,Pterostylis longicurva,,Rupp,SL,,Y,Q
648,31118,plants,land plants,Orchidaceae,Pterostylis longipetala,,Rupp,SL,,Y,Q
649,12695,plants,land plants,Orchidaceae,Pterostylis mitchellii,,Lindl.,SL,,Y,QA
650,14295,plants,land plants,Orchidaceae,Pterostylis mutica,midget greenhood,R.Br.,SL,,Y,QA
651,33979,plants,land plants,Orchidaceae,Pterostylis mystacina,,(D.L.Jones) Janes & Duretto,SL,,Y,Q
652,9232,plants,land plants,Orchidaceae,Pterostylis nigricans,,D.L.Jones & M.A.Clem.,NT,,Y,QA
653,9321,plants,land plants,Orchidaceae,Pterostylis nutans,,R.Br.,SL,,Y,QA
654,16346,plants,land plants,Orchidaceae,Pterostylis obtusa,,R.Br.,SL,,Y,QA
655,9322,plants,land plants,Orchidaceae,Pterostylis ophioglossa,,R.Br.,SL,,Y,QAI
656,40233,plants,land plants,Orchidaceae,Pterostylis ophioglossa subsp. fusca,,,C,,N,Q
657,16347,plants,land plants,Orchidaceae,Pterostylis parviflora,tiny greenhood,R.Br.,SL,,Y,QA
658,36534,plants,land plants,Orchidaceae,Pterostylis pearsonii,,(D.L.Jones) Janes & Duretto,SL,,Y,Q
659,12696,plants,land plants,Orchidaceae,Pterostylis pedunculata,maroonhood,R.Br.,SL,,Y,QA
660,7912,plants,land plants,Orchidaceae,Pterostylis praetermissa,,M.A.Clem. & D.L.Jones,SL,,Y,QA
661,7913,plants,land plants,Orchidaceae,Pterostylis procera,,D.L.Jones & M.A.Clem.,SL,,Y,Q
662,16348,plants,land plants,Orchidaceae,Pterostylis revoluta,autumn greenhood,R.Br.,C,,N,XU
663,16349,plants,land plants,Orchidaceae,Pterostylis rufa,,R.Br.,SL,,Y,QA
664,9834,plants,land plants,Orchidaceae,Pterostylis russellii,,T.E.Hunt,SL,,Y,Q
665,18888,plants,land plants,Orchidaceae,Pterostylis scoliosa,,D.L.Jones,E,,Y,Q
666,8556,plants,land plants,Orchidaceae,Pterostylis setifera,,"M.A.Clem., Matthias & D.L.Jones",NT,,Y,QA
667,6689,plants,land plants,Orchidaceae,Pterostylis sp. (Gundiah W.W.Abell AQ72188),,,NT,,Y,Q
668,6688,plants,land plants,Orchidaceae,Pterostylis sp. (Mt Maroon J.R.Clarkson+ 1114),,,,,N,XU
669,12699,plants,land plants,Orchidaceae,Pterostylis stricta,,Clemesha & B.Gray,SL,,Y,Q
670,9776,plants,land plants,Orchidaceae,Pterostylis taurus,charging bull orchid,M.A.Clem. & D.L.Jones,SL,,Y,Q
671,35660,plants,land plants,Orchidaceae,Pterostylis torquata,,D.L.Jones,SL,,Y,QA
672,41381,plants,land plants,Orchidaceae,Pterostylis venusta,,(D.L.Jones) D.L.Jones,SL,,Y,Q
673,32533,plants,land plants,Orchidaceae,Pterostylis vitrea,,(D.L.Jones) Bostock,SL,,Y,Q
674,39917,plants,land plants,Orchidaceae,Pterostylis whitei,,,C,,N,Q
675,8557,plants,land plants,Orchidaceae,Pterostylis woollsii,long-tailed greenhood,Fitzg.,SL,,Y,Q
676,21397,plants,land plants,Orchidaceae,Rhinerrhiza,,,C,,N,U
677,12705,plants,land plants,Orchidaceae,Rhinerrhiza divitiflora,,(F.Muell. ex Benth.) Rupp,SL,,Y,QA
678,30796,plants,land plants,Orchidaceae,Rhipidorchis micrantha,,(A.Rich.) D.L.Jones & M.A.Clem.,SL,,Y,QI
679,21402,plants,land plants,Orchidaceae,Rhizanthella,,,C,,N,U
680,30870,plants,land plants,Orchidaceae,Rhizanthella omissa,,D.L.Jones & M.A.Clem.,E,,Y,Q
681,35496,plants,land plants,Orchidaceae,Rhomboda polygonoides,,(F.Muell.) Ormerod,V,V,Y,Q
682,21410,plants,land plants,Orchidaceae,Rhynchophreatia,,,C,,N,U
683,21419,plants,land plants,Orchidaceae,Robiquetia,,,,,N,XU
684,8180,plants,land plants,Orchidaceae,Robiquetia gracilistipes,,(Schltr.) J.J.Sm.,SL,,Y,Q
685,39918,plants,land plants,Orchidaceae,Robiquetia rectifolia,,,C,,N,Q
686,12706,plants,land plants,Orchidaceae,Robiquetia wassellii,,Dockrill,NT,,Y,Q
687,21434,plants,land plants,Orchidaceae,Saccolabiopsis,,,C,,N,U
688,12707,plants,land plants,Orchidaceae,Saccolabiopsis armitii,,(F.Muell.) Dockrill,SL,,Y,Q
689,9835,plants,land plants,Orchidaceae,Saccolabiopsis rectifolia,,(Dockrill) Garay,SL,,Y,Q
690,39907,plants,land plants,Orchidaceae,Saccolabium virgatum,,,C,,N,Q
691,35326,plants,land plants,Orchidaceae,Salacistis ochroleuca,,(F.M.Bailey) M.A.Clem. & D.L.Jones,E,,Y,QI
692,12662,plants,land plants,Orchidaceae,Sarcochilus,,,,,N,U
693,39908,plants,land plants,Orchidaceae,Sarcochilus bancroftii,,,C,,N,Q
694,7914,plants,land plants,Orchidaceae,Sarcochilus borealis,,(Nicholls) M.A.Clem. & D.L.Jones,SL,,Y,Q
695,9187,plants,land plants,Orchidaceae,Sarcochilus ceciliae,fairy bells,F.Muell.,SL,,Y,QA
696,12659,plants,land plants,Orchidaceae,Sarcochilus dilatatus,brown sarcochilus,F.Muell.,SL,,Y,Q
697,12709,plants,land plants,Orchidaceae,Sarcochilus falcatus,orange blossom orchid,R.Br.,SL,,Y,QA
698,12658,plants,land plants,Orchidaceae,Sarcochilus fitzgeraldii,ravine orchid,F.Muell.,E,V,Y,QA
699,12710,plants,land plants,Orchidaceae,Sarcochilus hartmannii,,F.Muell.,V,V,Y,QA
700,12657,plants,land plants,Orchidaceae,Sarcochilus hillii,,(F.Muell.) F.Muell.,SL,,Y,Q
701,8224,plants,land plants,Orchidaceae,Sarcochilus hirticalcar,harlequin orchid,(Dockrill) M.A.Clem. & B.J.Wallace,V,V,Y,Q
702,40952,plants,land plants,Orchidaceae,Sarcochilus loganii,,D.L.Jones & M.A.Clem.,SL,,Y,Q
703,39909,plants,land plants,Orchidaceae,Sarcochilus newportii,,,C,,N,Q
704,35904,plants,land plants,Orchidaceae,Sarcochilus parviflorus,,Lindl.,SL,,Y,QA
705,39910,plants,land plants,Orchidaceae,Sarcochilus platystachys,,,C,,N,Q
706,14268,plants,land plants,Orchidaceae,Sarcochilus serrulatus,,D.L.Jones,SL,,Y,Q
707,8223,plants,land plants,Orchidaceae,Sarcochilus spathulatus,,R.S.Rogers,SL,,Y,QA
708,4361,plants,land plants,Orchidaceae,Sarcochilus tricalliatus,,(Rupp) Rupp,SL,,Y,Q
709,12661,plants,land plants,Orchidaceae,Sarcochilus weinthalii,blotched sarcochilus,F.M.Bailey,E,V,Y,Q
710,21465,plants,land plants,Orchidaceae,Schistotylus,,,C,,N,U
711,21472,plants,land plants,Orchidaceae,Schoenorchis,,,C,,N,U
712,8463,plants,land plants,Orchidaceae,Schoenorchis micrantha,,Reinw. ex Blume,SL,,Y,QI
713,12663,plants,land plants,Orchidaceae,Schoenorchis sarcophylla,,Schltr.,V,,Y,Q
714,21522,plants,land plants,Orchidaceae,Spathoglottis,,,,,N,U
715,38625,plants,land plants,Orchidaceae,Spathoglottis papuana var. puberiflora,,R.S.Rogers & C.T.White,,,,XU
716,12668,plants,land plants,Orchidaceae,Spathoglottis paulinae,,F.Muell.,NT,,Y,QI
717,12667,plants,land plants,Orchidaceae,Spathoglottis plicata,New Guinea ground orchid,Blume,V,,Y,QI
718,39911,plants,land plants,Orchidaceae,Spathoglottis soutteriana,,,C,,N,Q
719,40956,plants,land plants,Orchidaceae,Speculantha borealis,,D.L.Jones,C,,N,Q
720,21534,plants,land plants,Orchidaceae,Spiranthes,,,,,N,U
721,5003,plants,land plants,Orchidaceae,Spiranthes australis,,(R.Br.) Lindl.,SL,,Y,QA
722,41758,plants,land plants,Orchidaceae,Stigmatodactylus amplexicaulis,,"(F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",SL,,Y,QA
723,41755,plants,land plants,Orchidaceae,Stigmatodactylus sublestus,,"(Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",NT,,Y,Q
724,12671,plants,land plants,Orchidaceae,Taeniophyllum,,,,,N,U
725,40484,plants,land plants,Orchidaceae,Taeniophyllum baumei,,B.Gray,SL,,Y,Q
726,36103,plants,land plants,Orchidaceae,Taeniophyllum clementsii,,(D.L.Jones & B.Gray) Kocyan & Schuit.,SL,,Y,Q
727,8558,plants,land plants,Orchidaceae,Taeniophyllum confertum,,B.Gray & D.L.Jones,NT,,Y,Q
728,41733,plants,land plants,Orchidaceae,Taeniophyllum cylindrocentrum,,Schltr.,SL,,Y,Q
729,39912,plants,land plants,Orchidaceae,Taeniophyllum cymbiforme,,,C,,N,Q
730,36337,plants,land plants,Orchidaceae,Taeniophyllum epacridicola,,B.Gray,SL,,Y,Q
731,35944,plants,land plants,Orchidaceae,Taeniophyllum explanatum,,B.Gray,SL,,Y,Q
732,9841,plants,land plants,Orchidaceae,Taeniophyllum lobatum,,Dockrill,NT,,Y,Q
733,12670,plants,land plants,Orchidaceae,Taeniophyllum malianum,,Schltr.,SL,,Y,QI
734,9840,plants,land plants,Orchidaceae,Taeniophyllum muelleri,,Lindl. ex Benth.,SL,,Y,Q
735,35918,plants,land plants,Orchidaceae,Taeniophyllum triquetroradix,,B.Gray,SL,,Y,Q
736,41210,plants,land plants,Orchidaceae,Taeniophyllum walkeri,,B.Gray,SL,,Y,Q
737,39913,plants,land plants,Orchidaceae,Taeniophyllum wilkianum,,,C,,N,Q
738,21587,plants,land plants,Orchidaceae,Tainia,,,C,,N,U
739,9081,plants,land plants,Orchidaceae,Tainia trinervis,,(Blume) Rchb.f.,SL,,Y,QI
740,21620,plants,land plants,Orchidaceae,Thelasis,,,,,N,U
741,12673,plants,land plants,Orchidaceae,Thelasis carinata,,Blume,V,,Y,QI
742,41410,plants,land plants,Orchidaceae,Thelychiton,,,,,N,U
743,13082,plants,land plants,Orchidaceae,Thelymitra,,,,,N,U
744,7915,plants,land plants,Orchidaceae,Thelymitra angustifolia,,R.Br.,SL,,Y,QI
745,12677,plants,land plants,Orchidaceae,Thelymitra carnea,,R.Br.,SL,,Y,QA
746,9199,plants,land plants,Orchidaceae,Thelymitra fragrans,,D.L.Jones & M.A.Clem.,SL,,Y,QA
747,6207,plants,land plants,Orchidaceae,Thelymitra ixioides,,Sw.,SL,,Y,QA
748,28222,plants,land plants,Orchidaceae,Thelymitra longifolia,,J.R.Forst. & G.Forst.,,,N,XU
749,25956,plants,land plants,Orchidaceae,Thelymitra longiloba,,D.L.Jones & M.A.Clem.,,,N,XU
750,7917,plants,land plants,Orchidaceae,Thelymitra malvina,,"M.A.Clem., D.L.Jones & Molloy",SL,,Y,QA
751,20037,plants,land plants,Orchidaceae,Thelymitra media,,,,,N,XU
752,12674,plants,land plants,Orchidaceae,Thelymitra media var. media,tall sun orchid,R.Br.,C,,N,Q
753,13081,plants,land plants,Orchidaceae,Thelymitra nuda,scented sun orchid,R.Br.,C,,N,XU
754,12675,plants,land plants,Orchidaceae,Thelymitra pauciflora,slender sun orchid,R.Br.,SL,,Y,QA
755,7916,plants,land plants,Orchidaceae,Thelymitra purpurata,wallum sun orchid,Rupp,SL,,Y,QA
756,29280,plants,land plants,Orchidaceae,Thelymitra queenslandica,,Jeanes,SL,,Y,Q
757,12676,plants,land plants,Orchidaceae,Thelymitra venosa,large veined sun orchid,R.Br.,,,N,XU
758,29290,plants,land plants,Orchidaceae,Thelymitra x merraniae,,Nicholls,SL,,Y,Q
759,28167,plants,land plants,Orchidaceae,Thelymitra x truncata,,R.S.Rogers,,,N,XU
760,21627,plants,land plants,Orchidaceae,Thrixspermum,,,,,N,XU
761,22806,plants,land plants,Orchidaceae,Thrixspermum congestum,,(F.M.Bailey) Dockrill,SL,,Y,Q
762,12678,plants,land plants,Orchidaceae,Thrixspermum platystachys,,(F.M.Bailey) Schltr.,SL,,Y,Q
763,39044,plants,land plants,Orchidaceae,Thunia alba var. marshelliana,,,,,,XU
764,21895,plants,land plants,Orchidaceae,Trachoma,,,,,N,U
765,8182,plants,land plants,Orchidaceae,Trachoma speciosum,,"D.L.Jones, B.Gray, M.A.Clem. & J.J.Wood",SL,,Y,Q
766,8183,plants,land plants,Orchidaceae,Trachoma stellatum,,"M.A.Clem., D.L.Jones, B.Gray & J.J.Wood",SL,,Y,Q
767,34091,plants,land plants,Orchidaceae,Trachoma subluteum,,(Rupp) Garay,SL,,Y,Q
768,21658,plants,land plants,Orchidaceae,Trichoglottis,,,,,N,XU
769,11357,plants,land plants,Orchidaceae,Trichoglottis australiensis,,Dockrill,V,,Y,Q
770,21710,plants,land plants,Orchidaceae,Vanda,,,C,,N,U
771,12680,plants,land plants,Orchidaceae,Vanda hindsii,Cape York vanda,Lindl.,V,V,Y,QI
772,40770,plants,land plants,Orchidaceae,Vanda whiteana,,,C,,N,Q
773,31261,plants,land plants,Orchidaceae,Vanilla planifolia,,Andrews,,,N,XU
774,21729,plants,land plants,Orchidaceae,Vrydagzynea,,,,,N,U
775,30794,plants,land plants,Orchidaceae,Vrydagzynea grayi,,D.L.Jones & M.A.Clem.,E,E,Y,Q
776,21765,plants,land plants,Orchidaceae,Zeuxine,,,,,N,QAI
777,40091,plants,land plants,Orchidaceae,Zeuxine attenuata,,,C,,N,Q
