id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,sourceStatus,status
4377862,Adelotus brevis,Tusked Frog,Adelotus brevis,https://biodiversity.org.au/afd/taxa/32f57cc7-5690-4018-98fb-6c924c72e53a,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378339,Philoria kundagungan,Mountain Frog,Philoria kundagungan,https://biodiversity.org.au/afd/taxa/fcb2e700-8046-4556-94bd-78d188dadd9c,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377496,Crinia tinnula,Wallum Froglet,Crinia tinnula,https://biodiversity.org.au/afd/taxa/a101af4a-1dd1-4134-bfb6-3030d204407b,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378006,Mixophyes fleayi,Fleay's Barred Frog,Mixophyes fleayi,https://biodiversity.org.au/afd/taxa/289e1b7c-1323-473a-8c2b-a674324c102e,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377280,Mixophyes iteratus,Giant Barred Frog,Mixophyes iteratus,https://biodiversity.org.au/afd/taxa/9eef5215-a3d4-4435-b82c-9284d730f002,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378552,Pseudophryne covacevichae,Magnificent Brood Frog,Pseudophryne covacevichae,https://biodiversity.org.au/afd/taxa/019f5d1c-2a0c-4c53-98b6-dad6130c9267,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378288,Rheobatrachus silus,Southern Gastric Brooding Frog,Rheobatrachus silus,https://biodiversity.org.au/afd/taxa/25a57fda-276d-4484-b016-b0bea40b9d10,dr652,"[{'key': 'sourceStatus', 'value': 'PE'}, {'key': 'status', 'value': 'Extinct in the wild'}]",PE,Extinct in the wild
4377499,Rheobatrachus vitellinus,Northern Gastric-brooding Frog,Rheobatrachus vitellinus,https://biodiversity.org.au/afd/taxa/39bfd437-3fc6-4e9e-bace-f5765d9dc993,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378271,Taudactylus acutirostris,Sharp-snouted Day Frog,Taudactylus acutirostris,https://biodiversity.org.au/afd/taxa/7299adbe-a530-48e6-8287-5880d221cc24,dr652,"[{'key': 'sourceStatus', 'value': 'PE'}, {'key': 'status', 'value': 'Extinct in the wild'}]",PE,Extinct in the wild
4377609,Taudactylus diurnus,Mt Glorious Torrent Frog,Taudactylus diurnus,https://biodiversity.org.au/afd/taxa/fd718adb-a40e-4a69-8c7d-9361a0808576,dr652,"[{'key': 'sourceStatus', 'value': 'PE'}, {'key': 'status', 'value': 'Extinct in the wild'}]",PE,Extinct in the wild
4378302,Taudactylus eungellensis,Eungella Day Frog,Taudactylus eungellensis,https://biodiversity.org.au/afd/taxa/134081e8-0768-441a-bf41-722c82406791,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378188,Taudactylus liemi,Eungella Tinkerfrog,Taudactylus liemi,https://biodiversity.org.au/afd/taxa/73710142-d11d-401a-bd2c-f04ddb96aa44,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378604,Taudactylus pleione,Pleione's Torrent Frog,Taudactylus pleione,https://biodiversity.org.au/afd/taxa/5908f2e8-065f-48ea-a45a-ae155bf66246,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377923,Taudactylus rheophilus,Northern Tinkerfrog,Taudactylus rheophilus,https://biodiversity.org.au/afd/taxa/5d2a30f5-deea-467d-9275-880116222f0b,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377666,Litoria andiirrmalin,Melville Range Treefrog,Litoria andiirrmalin,https://biodiversity.org.au/afd/taxa/2c53c748-1e5a-47f7-8dce-58ebdb7040db,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377781,Litoria cooloolensis,Cooloola Tree Frog,Litoria cooloolensis,https://biodiversity.org.au/afd/taxa/1bee5626-7cb5-493c-9fe2-345929ea8c82,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378548,Litoria dayi,Day's Big-eyed Treefrog,Litoria dayi,https://biodiversity.org.au/afd/taxa/a155bdfb-f8c4-491d-92a2-08c17938597c,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377672,Litoria freycineti,Wallum Rocketfrog,Litoria freycineti,https://biodiversity.org.au/afd/taxa/f9f177bc-cc33-4b35-949c-0d3c608e2fc6,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377466,Litoria kroombitensis,Kroombit Treefrog,Litoria kroombitensis,https://biodiversity.org.au/afd/taxa/a7a0371e-350f-4e3f-8a7b-618ddafaf76d,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378321,Litoria longirostris,Long-snouted Frog,Litoria longirostris,https://biodiversity.org.au/afd/taxa/adbee455-548a-4e65-8e86-65bcc4522a60,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377860,Litoria lorica,Little Waterfall Frog,Litoria lorica,https://biodiversity.org.au/afd/taxa/2edc1a0c-b74a-49da-b053-b7e1328a54a7,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378172,Litoria myola,Kuranda Treefrog,Litoria myola,https://biodiversity.org.au/afd/taxa/533a80d4-b077-48bd-bc37-3a4619eba0b3,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378430,Litoria nannotis,Torrent Tree Frog,Litoria nannotis,https://biodiversity.org.au/afd/taxa/7003737e-aa6c-4404-8458-48f9b1fb2002,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378346,Litoria nyakalensis,Mountain Mistfrog,Litoria nyakalensis,https://biodiversity.org.au/afd/taxa/056411f9-d2d0-4896-84b2-2d3718fbcc55,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377778,Litoria olongburensis,Wallum Sedge Frog,Litoria olongburensis,https://biodiversity.org.au/afd/taxa/31dedef1-23a9-4166-9fcf-a492710890b3,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377957,Litoria pearsoniana,Cascade Treefrog,Litoria pearsoniana,https://biodiversity.org.au/afd/taxa/7977b376-73b5-4725-b70a-88fb401a03bf,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377572,Litoria rheocola,Creek Frog,Litoria rheocola,https://biodiversity.org.au/afd/taxa/e05bc7c1-b9b1-4c43-980c-3c0a0ccd1d64,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378464,Litoria serrata,Green-eyed Tree Frog,Litoria serrata,https://biodiversity.org.au/afd/taxa/21d23a53-d5df-46dd-9813-672326d65e65,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377450,Litoria sp. cf. cooloolensis (North Stradbroke Is population),,Litoria sp. cf. cooloolensis (North Stradbroke Is population),ALA_DR652_29,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378011,Litoria subglandulosa,New England Treefrog,Litoria subglandulosa,https://biodiversity.org.au/afd/taxa/782c492f-8c88-4d70-a8e6-92be08896da0,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378593,Cophixalus aenigma,Tapping Nurseryfrog,Cophixalus aenigma,https://biodiversity.org.au/afd/taxa/aa35aa6e-6aa2-49c6-aff2-705d4264587e,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377678,Cophixalus concinnus,Elegant Frog,Cophixalus concinnus,https://biodiversity.org.au/afd/taxa/abfe518d-2c58-4c08-9c5b-172fa60e4aa5,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377963,Cophixalus crepitans,Rattling Frog,Cophixalus crepitans,https://biodiversity.org.au/afd/taxa/9007b9b1-b5cc-47fe-8b51-b31aba44d9ce,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377557,Cophixalus exiguus,Dainty Nurseryfrog,Cophixalus exiguus,https://biodiversity.org.au/afd/taxa/d0d9fdeb-b128-4fc9-97de-1681c85e9a6b,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378165,Cophixalus hosmeri,Rattling Nurseryfrog,Cophixalus hosmeri,https://biodiversity.org.au/afd/taxa/c397e7e6-10b0-44ed-90b8-84c1357ab68f,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378305,Cophixalus mcdonaldi,Mcdonald's Frog,Cophixalus mcdonaldi,https://biodiversity.org.au/afd/taxa/24b1b668-bb91-42ef-a906-2f215ef591bd,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378543,Cophixalus monticola,Mountain Nurseryfrog,Cophixalus monticola,https://biodiversity.org.au/afd/taxa/cfedc2d5-7752-4326-8c5c-ed9463576257,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378037,Cophixalus neglectus,Neglected Frog,Cophixalus neglectus,https://biodiversity.org.au/afd/taxa/54be80d1-37c0-4b30-b26e-56e58163f4cb,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378502,Cophixalus peninsularis,Cape York Frog,Cophixalus peninsularis,https://biodiversity.org.au/afd/taxa/4ea9e329-ab6f-4034-b2d7-acd69c79699f,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378373,Cophixalus saxatilis,Black Mountain Boulderfrog,Cophixalus saxatilis,https://biodiversity.org.au/afd/taxa/45b42731-6ea4-4c65-af6a-87dff9996bbe,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378489,Cophixalus zweifeli,Zweifel's Frog,Cophixalus zweifeli,https://biodiversity.org.au/afd/taxa/9f1cc87c-6c80-470c-ae55-07f124745c62,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377405,Casuarius casuarius johnsonii (northern population),Southern Cassowary (northern Population),Casuarius casuarius johnsonii (northern population),ALA_DR652_42,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377996,Casuarius casuarius johnsonii (southern population),Southern Cassowary (southern Population),Casuarius casuarius johnsonii (southern population),ALA_DR652_43,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377958,Phaethon rubricauda,Red-tailed Tropicbird,Phaethon rubricauda,https://biodiversity.org.au/afd/taxa/876e067e-712e-4adf-828f-b6070ec0bd64,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378338,Geophaps scripta scripta,Squatter Pigeon (southern Subspecies),Geophaps (Geophaps) scripta scripta,https://biodiversity.org.au/afd/taxa/082bed5b-72fa-440f-8b16-9c8f3cd8875d,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378328,Podargus ocellatus plumiferus,,Podargus ocellatus plumiferus,https://biodiversity.org.au/afd/taxa/2f756258-d714-4f8c-802b-109b7c91247a,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377613,Hirundapus caudacutus,White-throated Needletail,Hirundapus caudacutus,https://biodiversity.org.au/afd/taxa/6485cd0c-f104-4950-8cdf-be4d09fc6bbc,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377716,Diomedea antipodensis antipodensis,,Diomedea antipodensis antipodensis,https://biodiversity.org.au/afd/taxa/bc1f4f49-e073-4d2c-9fcf-84e5eee70aa5,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378132,Diomedea antipodensis gibsoni,Gibson's Albatross,Diomedea antipodensis gibsoni,https://biodiversity.org.au/afd/taxa/d483ac45-e8c0-4d0e-96ad-7a0c4935ae60,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378414,Diomedea exulans,Wandering Albatross,Diomedea exulans,https://biodiversity.org.au/afd/taxa/a09b788e-7c35-4b61-9081-1612edc823ab,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377511,Phoebetria fusca,Sooty Albatross,Phoebetria fusca,https://biodiversity.org.au/afd/taxa/7816ab3c-2c19-4575-b60f-a6153e5ffa69,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378354,Thalassarche bulleri,Buller's Albatross,Thalassarche bulleri,https://biodiversity.org.au/afd/taxa/9e7fbb23-849f-47c9-8611-95286534e729,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378253,Thalassarche carteri,Indian Yellow-nosed Albatross,Thalassarche carteri,https://biodiversity.org.au/afd/taxa/8368ea93-a998-4886-8e5a-ae309de20f3a,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377834,Thalassarche cauta,Shy Albatross,Thalassarche cauta,https://biodiversity.org.au/afd/taxa/c22e8df8-9018-4433-a563-9e237c69ad7d,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377700,Thalassarche chrysostoma,Grey-headed Albatross,Thalassarche chrysostoma,https://biodiversity.org.au/afd/taxa/9428a314-0c46-4070-8c42-f29335b51a4f,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377795,Thalassarche steadi,White-capped Albatross,Thalassarche steadi,https://biodiversity.org.au/afd/taxa/da128cd4-ffc0-40b5-8783-2d70fc11dc88,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378592,Ardenna grisea,Sooty Shearwater,Ardenna grisea,https://biodiversity.org.au/afd/taxa/2a59445e-c447-410c-9a0a-39935acf4e5c,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377274,Ardenna pacifica,Wedge-tailed Petrel,Ardenna pacifica,https://biodiversity.org.au/afd/taxa/3b9c4cc1-1465-4b7d-8015-8fd558ed4531,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378547,Halobaena caerulea,Blue Petrel,Halobaena caerulea,https://biodiversity.org.au/afd/taxa/aecd711c-3d66-42a5-b574-8f20b974fc1a,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378568,Macronectes giganteus,Southern Giant-petrel,Macronectes giganteus,https://biodiversity.org.au/afd/taxa/c927f294-dc00-4574-89bc-68a48f6585a4,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377889,Macronectes halli,Northern Giant-petrel,Macronectes halli,https://biodiversity.org.au/afd/taxa/bace8af8-7a67-4b7c-b738-063cb4050593,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377651,Pterodroma heraldica,Herald Petrel,Pterodroma (Hallstroma) heraldica,https://biodiversity.org.au/afd/taxa/f2786b01-f977-496c-ba2d-4203cd4d2d1a,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377813,Botaurus poiciloptilus,Australasian Bittern,Botaurus poiciloptilus,https://biodiversity.org.au/afd/taxa/dba78701-cae9-4afb-a41a-6697c52c5e34,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378559,Erythrotriorchis radiatus,Red Goshawk,Erythrotriorchis radiatus,https://biodiversity.org.au/afd/taxa/390a23b8-0097-4a2c-b068-283d2d4bd21f,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377397,Falco hypoleucos,Grey Falcon,Falco (Hierofalco) hypoleucos,https://biodiversity.org.au/afd/taxa/4c73a934-63ae-417d-af40-56a82ae68371,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377543,Esacus magnirostris,Beach Stone-curlew,Esacus magnirostris,https://biodiversity.org.au/afd/taxa/f9a68186-dc03-4dc0-84ee-8dda554d5bc1,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377913,Charadrius leschenaultii,Greater Sand Plover,Charadrius (Charadrius) leschenaultii,https://biodiversity.org.au/afd/taxa/9aeef589-2845-4876-a57b-b62fcbc49275,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378462,Charadrius mongolus,Lesser Sand Plover,Charadrius (Charadrius) mongolus mongolus,https://biodiversity.org.au/afd/taxa/bc2f1f65-2844-4e3c-a07e-b60717967b78,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377483,Pedionomus torquatus,Plains-wanderer,Pedionomus torquatus,https://biodiversity.org.au/afd/taxa/30b4b2e5-0d5b-46cb-bddb-a2137a35fa2c,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378020,Rostratula australis,Australian Painted-snipe,Rostratula australis,https://biodiversity.org.au/afd/taxa/0e647393-fbcb-470a-994f-068aebecfceb,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377739,Calidris canutus,Red Knot,Calidris (Calidris) canutus,https://biodiversity.org.au/afd/taxa/e2b8086f-fb5a-41ac-9003-d9aed827dfe3,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377289,Calidris ferruginea,Curlew Sandpiper,Calidris (Erolia) ferruginea,https://biodiversity.org.au/afd/taxa/e6ea1087-ce34-4cf8-be85-546a9d732965,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377487,Calidris tenuirostris,Great Knot,Calidris (Calidris) tenuirostris,https://biodiversity.org.au/afd/taxa/3e9c17c9-270f-4a74-9ed8-7ccabd575be9,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377378,Limosa lapponica baueri,Eastern Bar-tailed Godwit,Limosa lapponica baueri,https://biodiversity.org.au/afd/taxa/0ba19a99-7771-4774-a5fb-857cee1cc65f,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377861,Numenius madagascariensis,Far Eastern Curlew,Numenius (Numenius) madagascariensis,https://biodiversity.org.au/afd/taxa/5ff29bca-f02f-468f-9f96-9ae956015e01,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377826,Turnix melanogaster,Black-breasted Button-quail,Turnix (Austroturnix) melanogaster,https://biodiversity.org.au/afd/taxa/e728bc3c-6c80-42ac-b2d8-9ee66e82fe85,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378572,Turnix olivii,Buff-breasted Button-quail,Turnix (Austroturnix) olivii,https://biodiversity.org.au/afd/taxa/e26aef43-95fe-434b-8984-8866d6671d95,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377788,Sternula nereis exsul,,Sternula nereis exsul,https://biodiversity.org.au/afd/taxa/7aa0be88-1ca3-4492-8df5-64e7404b8ad1,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377842,Calyptorhynchus lathami,Glossy Black-cockatoo,Calyptorhynchus (Calyptorhynchus) lathami,https://biodiversity.org.au/afd/taxa/2b3630b3-6e95-47b8-ad3f-e3f46fa797dc,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378377,Calyptorhynchus lathami erebus,,Calyptorhynchus (Calyptorhynchus) lathami erebus,https://biodiversity.org.au/afd/taxa/0a31d5da-e223-43c0-8921-1381973f9e5c,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377729,Calyptorhynchus lathami lathami,Glossy Black-cockatoo,Calyptorhynchus (Calyptorhynchus) lathami lathami,https://biodiversity.org.au/afd/taxa/9823b764-cb22-42d0-bbbe-79c0a95b1a25,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377698,Lophochroa leadbeateri leadbeateri,,Lophochroa leadbeateri leadbeateri,https://biodiversity.org.au/afd/taxa/9c73df1d-400f-4657-b61c-a216be2a964d,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377829,Probosciger aterrimus macgillivrayi,,Probosciger aterrimus macgillivrayi,https://biodiversity.org.au/afd/taxa/53bdaf8f-d7f9-44bb-9c25-53f2232a83bc,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378344,Cyclopsitta diophthalma coxeni,Coxen's Fig-parrot,Cyclopsitta diophthalma coxeni,https://biodiversity.org.au/afd/taxa/2c0e502e-f6ae-4efb-a023-d068a7955879,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377637,Cyclopsitta diophthalma macleayana,,Cyclopsitta diophthalma macleayana,https://biodiversity.org.au/afd/taxa/cbca946e-b0ff-49a2-9a7c-5416c695d25e,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378531,Eclectus roratus macgillivrayi,,Eclectus roratus macgillivrayi,https://biodiversity.org.au/afd/taxa/dbe459b3-1fb0-407e-843f-4290437fbff5,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378394,Lathamus discolor,Swift Parrot,Lathamus discolor,https://biodiversity.org.au/afd/taxa/4cb195fd-b127-44cb-ad85-a62d224e9a96,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378408,Neophema chrysostoma,Blue-winged Parrot,Neophema (Neonanodes) chrysostoma,https://biodiversity.org.au/afd/taxa/34832b73-b9cb-4e1b-97b3-a6b00ed8c9d8,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378456,Pezoporus occidentalis,Night Parrot,Pezoporus occidentalis,https://biodiversity.org.au/afd/taxa/c630f3b0-528a-4686-a2a1-73113135f214,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378185,Pezoporus wallicus wallicus,Eastern Ground Parrot,Pezoporus wallicus wallicus,https://biodiversity.org.au/afd/taxa/41b07a4e-e6dc-4575-8c9b-4c44872d21f8,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377275,Psephotus chrysopterygius,Golden-shouldered Parrot,Psephotus (Psephotellus) chrysopterygius,https://biodiversity.org.au/afd/taxa/3ff9c7bc-fa07-4977-ada0-83f979488c7e,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378492,Psephotus pulcherrimus,Paradise Parrot,Psephotus (Psephotellus) pulcherrimus,https://biodiversity.org.au/afd/taxa/a6e74351-6c25-46a2-8c68-f67054fe37c0,dr652,"[{'key': 'sourceStatus', 'value': 'PE'}, {'key': 'status', 'value': 'Extinct in the wild'}]",PE,Extinct in the wild
4377804,Ninox rufa meesi,,Ninox (Rhabdoglaux) rufa meesi,https://biodiversity.org.au/afd/taxa/f0236e60-edff-4836-8076-e79d65cc4ac0,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377761,Ninox strenua,Powerful Owl,Ninox (Rhabdoglaux) strenua,https://biodiversity.org.au/afd/taxa/d1c5dee0-0de6-487c-bf10-9fc5188ab671,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377313,Tyto novaehollandiae kimberli,Masked Owl (northern Mainland),Tyto novaehollandiae kimberli,https://biodiversity.org.au/afd/taxa/d1a27333-c288-46d5-a034-f42920ddb1b8,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
