id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,sourceStatus,status
4377536,Leichhardtia brevifolia,,Leichhardtia brevifolia,ALA_DR652_415,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377959,Leichhardtia coronata,,Leichhardtia coronata,ALA_DR652_416,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377290,Leichhardtia longiloba,,Leichhardtia longiloba,ALA_DR652_417,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377333,Leichhardtia paludicola,,Leichhardtia paludicola,ALA_DR652_418,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378240,Leichhardtia pumila,,Leichhardtia pumila,ALA_DR652_419,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378265,Leichhardtia rara,,Leichhardtia rara,ALA_DR652_420,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378541,Neisosperma kilneri,,Neisosperma kilneri,https://id.biodiversity.org.au/node/apni/2916163,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378142,Ochrosia moorei,Southern Ochrosia,Ochrosia moorei,https://id.biodiversity.org.au/node/apni/2897687,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377969,Parsonsia bartlensis,,Parsonsia bartlensis,https://id.biodiversity.org.au/node/apni/2903415,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377783,Parsonsia kroombitensis,,Parsonsia kroombitensis,https://id.biodiversity.org.au/node/apni/2897143,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377745,Parsonsia larcomensis,Mt Larcom Silk Pod,Parsonsia larcomensis,https://id.biodiversity.org.au/node/apni/2917621,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378309,Parsonsia largiflorens,,Parsonsia largiflorens,https://id.biodiversity.org.au/node/apni/2915941,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377334,Parsonsia sankowskyana,,Parsonsia sankowskyana,https://id.biodiversity.org.au/node/apni/2912147,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378617,Parsonsia tenuis,Slender Silkpod,Parsonsia tenuis,https://id.biodiversity.org.au/node/apni/2919186,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377816,Parsonsia wildensis,,Parsonsia wildensis,https://id.biodiversity.org.au/node/apni/2896565,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378497,Parsonsia wongabelensis,Arrowhead Vine,Parsonsia wongabelensis,https://id.biodiversity.org.au/node/apni/2917941,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377454,Phyllanthera grayi,,Phyllanthera grayi,https://id.biodiversity.org.au/node/apni/2913781,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377741,Sarcolobus vittatus,,Sarcolobus vittatus,https://id.biodiversity.org.au/node/apni/2902448,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377983,Secamone auriculata,,Secamone auriculata,https://id.biodiversity.org.au/node/apni/2895859,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378000,Vincetoxicum forsteri,,Vincetoxicum forsteri,ALA_DR652_434,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377601,Vincetoxicum rupicola,,Vincetoxicum rupicola,ALA_DR652_435,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377844,Vincetoxicum woollsii,Cryptic Forest Twiner,Tylophora woollsii,https://id.biodiversity.org.au/node/apni/2901871,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377399,Aponogeton bullosus,North Queensland Lace Plant,Aponogeton bullosus,https://id.biodiversity.org.au/node/apni/2890583,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378368,Aponogeton elongatus subsp. elongatus,,Aponogeton elongatus subsp. elongatus,https://id.biodiversity.org.au/node/apni/2919039,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377799,Aponogeton elongatus subsp. fluitans,,Aponogeton elongatus subsp. fluitans,https://id.biodiversity.org.au/node/apni/2907097,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377438,Aponogeton lancesmithii,,Aponogeton lancesmithii,https://id.biodiversity.org.au/node/apni/2892842,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377545,Aponogeton prolifer,An Aquatic Herb,Aponogeton prolifer,https://id.biodiversity.org.au/node/apni/2906136,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377342,Remusatia vivipara,Hitchhiker Elephant Ear,Remusatia vivipara,https://id.biodiversity.org.au/node/apni/2914103,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377756,Astrotricha roddii,Rodd's Star Hair,Astrotricha roddii,https://id.biodiversity.org.au/node/apni/2892627,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378293,Heptapleurum bractescens,,Heptapleurum bractescens,ALA_DR652_447,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378385,Hydrocotyle dipleura,,Hydrocotyle dipleura,https://id.biodiversity.org.au/node/apni/2917901,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378396,Polyscias bellendenkerensis,,Polyscias bellendenkerensis,https://id.biodiversity.org.au/node/apni/2907834,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377880,Trachymene geraniifolia,,Trachymene geraniifolia,https://id.biodiversity.org.au/node/apni/2893567,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378357,Trachymene glandulosa,,Trachymene glandulosa,https://id.biodiversity.org.au/node/apni/2901015,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378317,Agathis microstachya,Kauri,Agathis microstachya,https://id.biodiversity.org.au/node/apni/2894488,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377376,Archontophoenix myolensis,Myola Archontophoenix,Archontophoenix myolensis,https://id.biodiversity.org.au/node/apni/2893756,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377436,Arenga australasica,Native Sugar Palm,Arenga australasica,https://id.biodiversity.org.au/node/apni/2893257,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378320,Calamus aruensis,Bamaga Wait-a-while,Calamus aruensis,https://id.biodiversity.org.au/node/apni/2908307,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377691,Calamus warburgii,Iron Range Wait-a-while,Calamus warburgii,https://id.biodiversity.org.au/node/apni/2888238,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378220,Hydriastele costata,Gulubia Palm,Hydriastele costata,https://id.biodiversity.org.au/node/apni/2887019,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378226,Linospadix palmerianus,Walking-stick Palm,Linospadix palmerianus,https://id.biodiversity.org.au/node/apni/6931109,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377407,Livistona concinna,Cooktown Fan Palm,Livistona concinna,https://id.biodiversity.org.au/node/apni/2891205,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378299,Livistona drudei,Halifax Fan Palm,Livistona drudei,https://id.biodiversity.org.au/node/apni/2900687,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378380,Livistona fulva,Blackdown Fan Palm,Livistona fulva,https://id.biodiversity.org.au/taxon/apni/51266892,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377386,Livistona lanuginosa,Waxy Cabbage Palm,Livistona lanuginosa,https://id.biodiversity.org.au/node/apni/2889724,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378283,Livistona nitida,Carnavon Gorge Cabbage Palm,Livistona nitida,https://id.biodiversity.org.au/taxon/apni/51266901,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378450,Wodyetia bifurcata,Foxtail Palm,Wodyetia bifurcata,https://id.biodiversity.org.au/node/apni/2910952,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378137,Argophyllum cryptophlebum,,Argophyllum cryptophlebum,https://id.biodiversity.org.au/node/apni/2917768,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378374,Argophyllum verae,,Argophyllum verae,https://id.biodiversity.org.au/node/apni/2889445,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378096,Pararistolochia praevenosa,,Aristolochia praevenosa,https://id.biodiversity.org.au/taxon/apni/51267029,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377520,Asplenium normale,,Asplenium normale,https://id.biodiversity.org.au/node/apni/2908896,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377940,Asplenium pellucidum,,Asplenium pellucidum,https://id.biodiversity.org.au/node/apni/2898113,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377270,Hymenasplenium perriei,,Hymenasplenium perriei,ALA_DR652_476,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377449,Hymenasplenium wildii,,Hymenasplenium wildii,ALA_DR652_477,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377267,Brachyscome ascendens,Border Ranges Daisy,Brachyscome ascendens,https://id.biodiversity.org.au/node/apni/2901359,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377512,Calocephalus glabratus,,Calocephalus glabratus,https://id.biodiversity.org.au/taxon/apni/51267999,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377953,Calotis glabrescens,White Burr-daisy,Calotis glabrescens,https://id.biodiversity.org.au/node/apni/2889477,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378261,Calotis suffruticosa,,Calotis suffruticosa,https://id.biodiversity.org.au/node/apni/2887578,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377642,Camptacra perdita,,Camptacra perdita,ALA_DR652_482,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378008,Cassinia collina,,Cassinia collina,https://id.biodiversity.org.au/node/apni/2900757,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378115,Cymbonotus maidenii,,Cymbonotus maidenii,https://id.biodiversity.org.au/node/apni/2890645,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378434,Glossocardia orthochaeta,,Glossocardia orthochaeta,https://id.biodiversity.org.au/node/apni/2909677,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377314,Lagenophora fimbriata,,Lagenophora fimbriata,https://id.biodiversity.org.au/taxon/apni/51268555,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377518,Leuzea australis,Austral Cornflower,Rhaponticum australe,https://id.biodiversity.org.au/node/apni/2908264,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378526,Olearia heterocarpa,Nightcap Daisy Bush,Olearia heterocarpa,https://id.biodiversity.org.au/node/apni/2900812,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377954,Olearia hygrophila,Swamp Daisy,Olearia hygrophila,https://id.biodiversity.org.au/node/apni/2905385,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377879,Olearia orientalis,,Olearia orientalis,https://id.biodiversity.org.au/taxon/apni/51268758,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378217,Ozothamnus eriocephalus,,Ozothamnus eriocephalus,https://id.biodiversity.org.au/node/apni/2889090,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377284,Ozothamnus vagans,Wollumbin Dogwood,Ozothamnus vagans,https://id.biodiversity.org.au/node/apni/2918692,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377851,Picris barbarorum,Plains Picris,Picris barbarorum,https://id.biodiversity.org.au/node/apni/2916052,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377674,Picris conyzoides,,Picris conyzoides,https://id.biodiversity.org.au/node/apni/2909159,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377488,Picris evae,Hawkweed,Picris evae,https://id.biodiversity.org.au/node/apni/2887141,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377738,Pluchea alata,,Pluchea alata,https://id.biodiversity.org.au/taxon/apni/51268803,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377503,Pluchea punctata,,Pluchea punctata,https://id.biodiversity.org.au/node/apni/2916076,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377461,Pluchea tenuis,,Pluchea tenuis,https://id.biodiversity.org.au/taxon/apni/51268815,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378205,Podolepis monticola,Mountain Podolepis,Podolepis monticola,https://id.biodiversity.org.au/node/apni/2906113,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378252,Rhodanthe rufescens,,Rhodanthe rufescens,https://id.biodiversity.org.au/node/apni/2913431,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377807,Rutidosis crispata,,Rutidosis crispata,https://id.biodiversity.org.au/node/apni/2910073,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378491,Rutidosis glandulosa,,Rutidosis glandulosa,https://id.biodiversity.org.au/node/apni/2907173,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377365,Rutidosis lanata,,Rutidosis lanata,https://id.biodiversity.org.au/node/apni/2888480,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377921,Sphaeromorphaea major,,Sphaeromorphaea major,https://id.biodiversity.org.au/node/apni/7070557,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378238,Tetramolopium sp. (Mt Bowen D.G.Fell+ DGF1224),,Tetramolopium sp. Mt Bowen (D.G.Fell+ DGF1224),https://id.biodiversity.org.au/node/apni/2901383,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378109,Tetramolopium vagans,,Tetramolopium vagans,https://id.biodiversity.org.au/node/apni/2900495,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378228,Trioncinia patens,,Trioncinia patens,https://id.biodiversity.org.au/node/apni/2920890,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377355,Trioncinia retroflexa,Belyando Cobbler's Pegs,Trioncinia retroflexa,https://id.biodiversity.org.au/node/apni/2905175,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378113,Vittadinia decora,,Vittadinia decora,https://id.biodiversity.org.au/node/apni/2920952,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377476,Diplazium cordifolium,,Diplazium cordifolium,https://id.biodiversity.org.au/node/apni/2918049,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377988,Diplazium pallidum,,Diplazium pallidum,https://id.biodiversity.org.au/node/apni/2887112,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377697,Diplazium squamuligerum,,Diplazium squamuligerum,https://id.biodiversity.org.au/taxon/apni/51294679,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377588,Dolichandrone spathacea,Trumpet Mangrove,Dolichandrone spathacea,https://id.biodiversity.org.au/node/apni/2896548,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377509,Neosepicaea viticoides,Cape York Jungle Vine,Neosepicaea viticoides,https://id.biodiversity.org.au/taxon/apni/51269165,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377323,Tecomanthe hillii,Pink Trumpet Vine,Tecomanthe hillii,https://id.biodiversity.org.au/node/apni/2894232,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377400,Blandfordia grandiflora,Christmas Bells,Blandfordia grandiflora,https://id.biodiversity.org.au/node/apni/2894924,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377559,Blechnum reticulatum,,Blechnum reticulatum,https://id.biodiversity.org.au/taxon/apni/51269475,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378353,Ehretia microphylla,,Ehretia microphylla,https://id.biodiversity.org.au/taxon/apni/51269642,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378444,Borya inopinata,Stewart Range Pincushion Lily,Borya inopinata,https://id.biodiversity.org.au/node/apni/2908595,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378051,Berrya rotundifolia,,Berrya rotundifolia,https://id.biodiversity.org.au/node/apni/2903700,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378608,Brownlowia argentata,,Brownlowia argentata,https://id.biodiversity.org.au/node/apni/2918691,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378009,Canarium acutifolium,,Canarium acutifolium,https://id.biodiversity.org.au/node/apni/2901022,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377928,Canarium acutifolium var. acutifolium,,Canarium acutifolium var. acutifolium,https://id.biodiversity.org.au/node/apni/2904909,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378097,Commersonia beeronensis,,Androcalva beeronensis,https://id.biodiversity.org.au/node/apni/2917452,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377346,Commersonia inglewoodensis,,Androcalva inglewoodensis,https://id.biodiversity.org.au/node/apni/2890620,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377973,Commersonia leiperi,,Androcalva leiperi,https://id.biodiversity.org.au/node/apni/2914601,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378508,Commersonia pearnii,,Androcalva pearnii,https://id.biodiversity.org.au/node/apni/2911251,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4378159,Commersonia perkinsiana,,Androcalva perkinsiana,https://id.biodiversity.org.au/node/apni/2887047,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377723,Commersonia reticulata,,Androcalva reticulata,https://id.biodiversity.org.au/node/apni/2917374,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378486,Lasiopetalum sp. (Proston J.A.Baker 17),Proston Lasiopetalum,Lasiopetalum sp. Proston (J.A.Baker 17),https://id.biodiversity.org.au/node/apni/2897945,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377610,Calophyllum bicolor,,Calophyllum bicolor,https://id.biodiversity.org.au/node/apni/2901730,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377258,Kayea larnachiana,Lace Wood,Mesua larnachiana,https://id.biodiversity.org.au/node/apni/2905110,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377895,Mammea touriga,Alligatorbark,Mammea touriga,https://id.biodiversity.org.au/node/apni/2906364,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378515,Lobelia fenshamii,,Lobelia fenshamii,ALA_DR652_574,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377946,Lobelia fontana,,Lobelia fontana,ALA_DR652_575,dr652,"[{'key': 'sourceStatus', 'value': 'CR'}, {'key': 'status', 'value': 'Critically endangered'}]",CR,Critically endangered
4377970,Lobelia membranacea,,Lobelia membranacea,https://id.biodiversity.org.au/node/apni/2912284,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4377748,Wahlenbergia scopulicola,Rock-face Bluebell,Wahlenbergia scopulicola,https://id.biodiversity.org.au/node/apni/2890596,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377994,Capparis batianoffii,,Capparis batianoffii,https://id.biodiversity.org.au/node/apni/2915491,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4377840,Capparis humistrata,,Capparis humistrata,https://id.biodiversity.org.au/node/apni/2920589,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4378071,Capparis thozetiana,,Capparis thozetiana,https://id.biodiversity.org.au/node/apni/2918165,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378438,Allocasuarina emuina,Mt. Coolum She-oak,Allocasuarina thalassoscopica,https://id.biodiversity.org.au/node/apni/8571986,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
4377941,Allocasuarina filidens,Mt. Beerwah She-oak,Allocasuarina filidens,https://id.biodiversity.org.au/node/apni/2887258,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378227,Allocasuarina rigida subsp. exsul,,Allocasuarina rigida subsp. exsul,https://id.biodiversity.org.au/node/apni/2906622,dr652,"[{'key': 'sourceStatus', 'value': 'V'}, {'key': 'status', 'value': 'Vulnerable'}]",V,Vulnerable
4378004,Allocasuarina rupicola,Shrubby She-oak,Allocasuarina rupicola,https://id.biodiversity.org.au/node/apni/2901956,dr652,"[{'key': 'sourceStatus', 'value': 'NT'}, {'key': 'status', 'value': 'Near threatened'}]",NT,Near threatened
4378041,Allocasuarina thalassoscopica,Mt. Coolum She-oak,Allocasuarina thalassoscopica,https://id.biodiversity.org.au/node/apni/8571986,dr652,"[{'key': 'sourceStatus', 'value': 'E'}, {'key': 'status', 'value': 'Endangered'}]",E,Endangered
