id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,category,generalisation
4395426,Acrodipsas aurata,,Acrodipsas aurata,https://biodiversity.org.au/afd/taxa/6ec2acca-7908-4aee-9bb4-35a463cba815,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395303,Acrodipsas brisbanensis,Large Ant-blue,Acrodipsas brisbanensis,https://biodiversity.org.au/afd/taxa/701a6c90-e9ba-45cb-83fb-c075e0bab4de,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395464,Acrodipsas myrmecophila,Small Ant Blue Butterfly,Acrodipsas myrmecophila,https://biodiversity.org.au/afd/taxa/a42108a7-949d-457f-b6c7-d82d38af29cc,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395296,Anisynta monticolae,Mountain Skipper,Anisynta monticolae,https://biodiversity.org.au/afd/taxa/0b3da011-c8de-4db7-b9ce-1a6e7e11d8e9,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395462,Herimosa albovenata,White-veined Sand-skipper,Herimosa albovenata,https://biodiversity.org.au/afd/taxa/f9b76582-0cc8-4915-bdda-7513154cf87a,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395290,Hesperilla donnysa,Varied Sedge-skipper,Hesperilla donnysa,https://biodiversity.org.au/afd/taxa/2fac2c8c-c47a-49d5-8363-9e443874adab,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395434,Heteronympha banksii,Banks' Brown,Heteronympha banksii,https://biodiversity.org.au/afd/taxa/309a74a9-4c2f-49ce-9a6e-58679a47ad5c,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395422,Hypochrysops byzos,Yellow Jewel,Hypochrysops byzos,https://biodiversity.org.au/afd/taxa/b7c3bf60-336d-4140-b1a9-055083d88a2c,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395441,Hypochrysops delicia,Blue Jewel,Hypochrysops delicia,https://biodiversity.org.au/afd/taxa/42cc2d25-8dc3-40bf-98f0-f0d9985fd327,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395300,Oreixenica latialis,Alpine Silver Xenica,Oreixenica latialis,https://biodiversity.org.au/afd/taxa/5c51f602-a0f3-47d1-9a39-407f96690ef9,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395473,Paralucia spinifera,Bathurst Copper Wing,Paralucia spinifera,https://biodiversity.org.au/afd/taxa/1934e752-4ffa-4c22-8949-c4f90b33058b,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395284,Pseudalmenus chlorinda,Silky Hairstreak,Pseudalmenus chlorinda,https://biodiversity.org.au/afd/taxa/394d705d-cf02-46e9-b7a6-87c8e371cfde,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395432,Toxidia peron,Large Dingy Skipper,Toxidia peron,https://biodiversity.org.au/afd/taxa/724c2f19-0824-4cdb-9186-9e486661d8e9,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395438,Euastacus armatus,Murray River Crayfish,Euastacus armatus,https://biodiversity.org.au/afd/taxa/98156289-1be9-4804-8de1-34104c4b3abb,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395390,Euastacus crassus,Alpine Spiny Crayfish,Euastacus crassus,https://biodiversity.org.au/afd/taxa/62e9a5cb-122f-41bc-9d63-faa267b0213e,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395430,Euastacus rieki,Freshwater Crayfish Or Yabby,Euastacus rieki,https://biodiversity.org.au/afd/taxa/fd8f3304-e811-422d-bacd-7e80facb6e4e,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395433,Austroaeschna flavomaculata,Alpine Darner Dragonfly,Austroaeschna (Austroaeschna) flavomaculata,https://biodiversity.org.au/afd/taxa/6033897c-60f1-487e-a5de-5d18501063ef,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395328,Austropetalia tonyana,,Austropetalia tonyana,https://biodiversity.org.au/afd/taxa/321b5490-3fa1-4ec3-a9ad-60d60e4a6989,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395480,Maratus harrisi,,Maratus harrisi,https://biodiversity.org.au/afd/taxa/178f6298-5813-4d85-8615-372ba303cacd,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395466,Bettongia gaimardi,Tasmanian Bettong,Bettongia gaimardi,https://biodiversity.org.au/afd/taxa/19c9bfdf-0fbd-4b1b-a7c4-64498290d059,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395343,Cervus elaphus,Red Deer,Cervus elaphus,https://biodiversity.org.au/afd/taxa/70943adf-8589-40e9-8338-7ba862074b86,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395428,Cervus unicolor,Sambar,Cervus unicolor,https://biodiversity.org.au/afd/taxa/fcd3d838-a4e7-4402-ab20-3a7454b6db16,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395330,Dama dama,Fallow Deer,Dama dama,https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395406,Equus caballus,Horse,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395436,Isoodon obesulus obesulus,Southern Brown Bandicoot (sa Mainland And Ki),Isoodon obesulus obesulus,https://biodiversity.org.au/afd/taxa/1aa0b9a0-5c6d-4713-aea9-dd33856182f4,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395431,Mastacomys fuscus mordicus,Broad-toothed Rat (mainland),Mastacomys fuscus mordicus,https://biodiversity.org.au/afd/taxa/70e10fcf-b3e9-47d3-b5be-70c323570043,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395318,Petaurus australis,Yellow-bellied Glider,Petaurus australis,https://biodiversity.org.au/afd/taxa/b3a61169-1e3c-4d6e-904f-f4d643df13a6,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395345,Petrogale penicillata,Brush-tailed Rock-wallaby,Petrogale penicillata,https://biodiversity.org.au/afd/taxa/7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395370,Phascolarctos cinereus,Koala,Phascolarctos cinereus,https://biodiversity.org.au/afd/taxa/e9d6fbbd-1505-4073-990a-dc66c930dad6,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395446,Sus scrofa,Pig,Sus scrofa,https://biodiversity.org.au/afd/taxa/948d8ca1-62fc-4d03-a79d-4be2de837264,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395338,Craspedia aurantia var. aurantia,Orange Billy-buttons,Craspedia aurantia var. aurantia,https://id.biodiversity.org.au/node/apni/6973366,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395447,Craspedia aurantia var. jamesii,Green Billy-buttons,Craspedia aurantia var. jamesii,https://id.biodiversity.org.au/node/apni/50009274,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395283,Craspedia canens,Grey Billy-buttons,Craspedia canens,https://id.biodiversity.org.au/node/apni/6974073,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395285,Craspedia lamicola,Bog Billy-buttons,Craspedia lamicola,https://id.biodiversity.org.au/node/apni/6977606,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395306,Myriocephalus rhizocephalus,Woolly Heads,Myriocephalus rhizocephalus,https://id.biodiversity.org.au/node/apni/2900568,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395339,Asplenium bulbiferum,Hen And Chickens,Asplenium bulbiferum,https://id.biodiversity.org.au/node/apni/2887052,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395294,Asplenium gracillimum,Mother Spleenwort,Asplenium bulbiferum subsp. gracillimum,https://id.biodiversity.org.au/node/apni/2910577,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395365,Asplenium trichomanes,Common Spleenwort,Asplenium trichomanes,https://id.biodiversity.org.au/node/apni/2896373,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395371,Blechnum cartilagineum,Gristle Fern,Blechnum cartilagineum,https://id.biodiversity.org.au/taxon/apni/51294892,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395323,Blechnum fluviatile,Ray Water Fern,Blechnum fluviatile,https://id.biodiversity.org.au/taxon/apni/51269302,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395475,Botrychium australe,Pātōtara,Botrychium australe,https://id.biodiversity.org.au/node/apni/2903568,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395405,Botrychium lunaria,Moonwort,Botrychium lunaria,https://id.biodiversity.org.au/node/apni/2907253,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395459,Dicksonia antarctica,Tree Fern,Dicksonia antarctica,https://id.biodiversity.org.au/node/apni/2914933,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395461,Diplazium australe,Austral Lady Fern,Diplazium australe,https://id.biodiversity.org.au/node/apni/2897773,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395309,Gleichenia dicarpa,Waewae Kōtuku,Gleichenia dicarpa,https://id.biodiversity.org.au/node/apni/2889555,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395382,Gleichenia microphylla,Coral Fern,Gleichenia microphylla,https://id.biodiversity.org.au/node/apni/2912905,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395454,Histiopteris incisa,Bat's-wing Fern,Histiopteris incisa,https://id.biodiversity.org.au/node/apni/2903289,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395408,Hymenophyllum cupressiforme,Common Filmy Fern,Hymenophyllum cupressiforme,https://id.biodiversity.org.au/node/apni/2887959,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395392,Lycopodium deuterodensum,Bushy Clubmoss,Lycopodium deuterodensum,https://id.biodiversity.org.au/node/apni/2894158,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395474,Marsilea costulifera,Narrow-leaf Nardoo,Marsilea costulifera,https://id.biodiversity.org.au/node/apni/2910547,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395360,Marsilea mutica,Nardoo,Marsilea mutica,https://id.biodiversity.org.au/node/apni/2919300,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395452,Notogrammitis billardierei,,Notogrammitis billardierei,https://id.biodiversity.org.au/node/apni/7803118,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395482,Pilularia novae-hollandiae,Austral Pillwort,Pilularia novae-hollandiae,https://id.biodiversity.org.au/node/apni/2905369,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395469,Pleurosorus subglandulosus,Blanket Fern,Pleurosorus subglandulosus,https://id.biodiversity.org.au/node/apni/2916545,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395331,Sticherus lobatus,Spreading Fan Fern,Sticherus lobatus,https://id.biodiversity.org.au/taxon/apni/51287218,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395472,Todea barbara,King Fern,Todea barbara,https://id.biodiversity.org.au/node/apni/2916843,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395418,Acianthus collinus,Inland Mosquito Orchid,Acianthus collinus,https://id.biodiversity.org.au/taxon/apni/51395393,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395289,Acianthus exsertus,Gnat Orchid,Acianthus exsertus,https://id.biodiversity.org.au/taxon/apni/51395397,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395358,Bunochilus montanus,,Pterostylis jonesii,https://id.biodiversity.org.au/taxon/apni/51412176,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395304,Bunochilus umbrinus,,Pterostylis umbrina,https://id.biodiversity.org.au/taxon/apni/51412428,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395298,Caladenia actensis,Canberra Spider Orchid,Caladenia actensis,https://id.biodiversity.org.au/taxon/apni/51398755,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395383,Caladenia aestiva,Summer Spider-orchid,Caladenia aestiva,https://id.biodiversity.org.au/taxon/apni/51398759,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395435,Caladenia armata,,Caladenia armata,https://id.biodiversity.org.au/taxon/apni/51398791,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395470,Caladenia atrovespa,,Caladenia atrovespa,https://id.biodiversity.org.au/taxon/apni/51398801,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395471,Caladenia congesta,Black-tongue Caladenia,Caladenia congesta,https://id.biodiversity.org.au/taxon/apni/51398915,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395407,Caladenia dimorpha,,Caladenia dimorpha,https://id.biodiversity.org.au/taxon/apni/51398950,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395355,Caladenia filamentosa,Daddy Long-legs,Caladenia filamentosa,https://id.biodiversity.org.au/taxon/apni/51399004,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395444,Caladenia hildae,Honey Caladenia,Caladenia hildae,https://id.biodiversity.org.au/taxon/apni/51399074,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395307,Caladenia mentiens,Lesser Caladenia,Caladenia mentiens,https://id.biodiversity.org.au/taxon/apni/51399197,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395416,Caladenia montana,,Caladenia montana,https://id.biodiversity.org.au/taxon/apni/51399205,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395394,Caladenia parva,Small Greencomb Spider Orchid,Caladenia parva,https://id.biodiversity.org.au/taxon/apni/51399247,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395479,Caladenia testacea,Honey Caladenia,Caladenia testacea,https://id.biodiversity.org.au/taxon/apni/51399406,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395483,Caleana minor,Small Duck Orchid,Caleana minor,https://id.biodiversity.org.au/taxon/apni/51399672,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395381,Calochilus campestris,Copper Beard-orchid,Calochilus campestris,https://id.biodiversity.org.au/taxon/apni/51400206,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395349,Calochilus gracillimus,Slender Beard Orchid,Calochilus gracillimus,https://id.biodiversity.org.au/taxon/apni/51400213,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395356,Calochilus montanus,Copper Beard-orchid,Calochilus campestris,https://id.biodiversity.org.au/taxon/apni/51400206,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395352,Calochilus paludosus,Red Beard Orchid,Calochilus paludosus,https://id.biodiversity.org.au/taxon/apni/51400229,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395439,Calochilus platychilus,Purple Beard Orchid,Calochilus platychilus,https://id.biodiversity.org.au/taxon/apni/51400231,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395319,Calochilus therophilus,Late Beard Orchid,Calochilus therophilus,https://id.biodiversity.org.au/taxon/apni/51400253,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395427,Chiloglottis reflexa,Autumn Bird Orchid,Chiloglottis reflexa,https://id.biodiversity.org.au/taxon/apni/51400616,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395316,Chiloglottis seminuda,Bare-tip Wasp-orchid,Chiloglottis seminuda,https://id.biodiversity.org.au/taxon/apni/51400618,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395425,Chiloglottis trapeziformis,Dainty Bird-orchid,Chiloglottis trapeziformis,https://id.biodiversity.org.au/taxon/apni/51400630,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395465,Chiloglottis turfosa,,Chiloglottis turfosa,https://id.biodiversity.org.au/taxon/apni/51400640,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395372,Chiloglottis valida,Large Bird-orchid,Chiloglottis valida,https://id.biodiversity.org.au/taxon/apni/51400642,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395386,Chiloglottis x pescottiana,Bronze Bird-orchid,Chiloglottis x pescottiana,https://id.biodiversity.org.au/taxon/apni/51400610,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395375,Corunastylis arrecta,,Genoplesium arrectum,https://id.biodiversity.org.au/taxon/apni/51405987,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395451,Corunastylis clivicola,,Genoplesium clivicola,https://id.biodiversity.org.au/taxon/apni/51406001,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395445,Corunastylis cornuta,,Genoplesium cornutum,https://id.biodiversity.org.au/taxon/apni/51406005,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395327,Corunastylis ectopa,,Genoplesium ectopum,https://id.biodiversity.org.au/taxon/apni/51406011,dr2627,"[{'key': 'category', 'value': 'Extreme'}, {'key': 'generalisation', 'value': '10km'}]",Extreme,10km
4395292,Corunastylis nuda,Tiny Midge Orchid,Genoplesium nudum,https://id.biodiversity.org.au/taxon/apni/51406035,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395384,Corybas grumulus,Mountain Helmet-orchid,Corybas grumulus,https://id.biodiversity.org.au/taxon/apni/51401049,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
4395295,Corybas hispidus,Bristly Helmet Orchid,Corybas hispidus,https://id.biodiversity.org.au/taxon/apni/51401051,dr2627,"[{'key': 'category', 'value': 'Sensitive'}, {'key': 'generalisation', 'value': '1km'}]",Sensitive,1km
