WATaxonId,scientificName,vernacularName,class,Status,WAStatus,WARank,EPBCStatus,EPBCDesc,county,municipality,verbatimLocality,taxonRemarks
11557,Phlebocarya pilosissima subsp. pilosissima,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Jurien, Badgingarra, Warradarge Hill, Eneabba",
17208,Physopsis chrysophylla,,,Priority 3 - Poorly known species,3,,,,MWST,"GERALDTON,SHARK BAY","Eurardy Stn, Shark Bay, Kalbarri",
17911,Pileanthus bellus,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,Kalbarri,
29917,Polianthion collinum,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,Yalgoo (Gossan Hill),
12703,Prostanthera petrophila,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Cue, Mt Barloweerie, Woolgorong, Weld Range,",
12948,Prostanthera tysoniana,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Muggon, Byro, Mt Narryer, Curbur",
2700,Ptilotus beardii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Muggon Station, Meka Stn, Wooleen Stn, Mt Narryer Stn",
11033,Ptilotus crosslandii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Meekatharra, Dalgety Downs, Paraburdoo, Glenburgh",
2739,Ptilotus lazaridis,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Beringarra, Belele Station, Mt Hale Stn., Polelle Stn., Meekatharra, Yarrabubba Stn.,",
13243,Rhodanthe collina,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Monger Lake, Yalgoo, Mt Gibson, Mingenew Hill",
13068,Scaevola globosa,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Mullewa, Carnamah, Watheroo",
7627,Scaevola oldfieldii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Kalbarri, Murchison River, Oakabella",
14668,Scholtzia sp. Ajana (T.A. Halliday 137),,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,Kalbarri N.P.,
14671,Scholtzia sp. Geraldton (F. Lullfitz L 3216),,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Tenindewa, Indarra NR, Ardingly, Mullewa, Ambania",
31575,Serichonus gracilipes,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Geraldton, Nabawa",
18111,Spergularia nesophila,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,SHARK BAY","Abrolhos Is. Morawa, Shark Bay",
14241,Stenanthemum divaricatum,,,Priority 3 - Poorly known species,3,,,,MWST,"GERALDTON,SHARK BAY","Dirk Hartog Island, Quobba Stn, Dorre Is., Kalbarri, Shark Bay",
12855,Stylidium drummondianum,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Three Springs, Mt Adams, Arrino, Northampton, Eneabba",
20701,Stylidium hymenocraspedum,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Badgingarra NP, Badgingarra",
7766,Stylidium nonscandens,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Alexander Morrison N.P., Coomallo Creek, Mogumber, Lesueur NP, Moore River",
7788,Stylidium ricae,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Three Springs, Billeranga Hills, Arrino, morawa",
17414,Stylidium torticarpum,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Lesueur, Herschell Range, Arrowsmith River",
17599,Stylidium wilroyense,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Coolcalalaya, Wilroy",
48296,Styphelia filamentosa,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Alexander Morrison N.P., South Eneabba N.R.,  Warradarge, Coomallo",
16858,Synaphea endothrix,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Badgingarra, Mt Lesueur, Eneabba, Coomallo N.R.",
15531,Synaphea oulopha,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Eneabba, Arrowsmith, Arrino",
23982,Tetratheca angulata,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Boothendarra Hill, Alexander Morrison NP, Mt Lesueur, Badgingarra",
44691,Thryptomene caduca,,,Priority 3 - Poorly known species,3,,,,MWST,"GERALDTON,SHARK BAY","Womerangee Hill, Coburn, Tamala, Shark Bay",
44690,Thryptomene hubbardii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Bindoo Hill, Mullewa, Yuna",
44685,Thryptomene nitida,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Arrino, Mingenew, Depot Hill",
44699,Thryptomene orbiculata,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"East Yuna, Mingenew",
17266,Thryptomene sp. Lancelin (M.E. Trudgen 14000),,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Leeman, Lancelin, Jurien",
35677,Thryptomene sp. Wandana (M.E. Trudgen MET 22016),,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Eurardy, Yuna, Mt Singleton,Wandana NR, Kalbarri, Perenjori, McGaurans NR",
44704,Thryptomene stapfii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Moresby Range, Chapman Valley, Howatharra",
1359,Thysanotus vernalis,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Gairdner Range, Badgingarra, Mingenew, Eneabba, Wongonderrah",
17880,Triodia dielsii,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,Kalbarri,
694,Triodia plurinervata,,,Priority 3 - Poorly known species,3,,,,MWST,SHARK BAY,"Shark Bay, Dirk Hartog NP, Francois Perron NP",
12390,Verticordia amphigia,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Eneabba, Cockleshell Gully",
12403,Verticordia chrysostachys var. pallida,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Geraldton, Northampton",
12405,Verticordia cooloomia,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Murchison House Station, Cooloomia Reserve",
12413,Verticordia densiflora var. roseostella,,,Priority 3 - Poorly known species,3,,,,MWST,GERALDTON,"Eneabba to Burma Road, Yuna, Kalbarri",
14712,Verticordia dichroma var. dichroma,,,Priority 3 - Poorly known species,3,,,,MWST,"GERALDTON,SHARK BAY",N of Kalbarri N.P. to N of Vermin Proof Fence,
12417,Verticordia dichroma var. syntoma,,,Priority 3 - Poorly known species,3,,,,MWST,"GERALDTON,SHARK BAY",N of Kalbarri N.P. to N of Vermin Proof Fence,
12425,Verticordia fragrans,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Eneabba, Coomallo NR, Indarra Springs Rd, Mullewa",
12434,Verticordia insignis subsp. eomagis,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,"Watheroo N.P., Doodenoo Creek, Coorow - Greenhead Road, Moora",
14715,Verticordia luteola var. luteola,,,Priority 3 - Poorly known species,3,,,,MWST,"MOORA,GERALDTON","Mt Adams, Three Springs, Arrowsmith, Casuarinas",
14716,Verticordia muelleriana subsp. muelleriana,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,Coorow to S of Three Springs - Eneabba Road,
12456,Verticordia rutilastra,,,Priority 3 - Poorly known species,3,,,,MWST,MOORA,Eneabba,
13076,Acacia startii,,,Priority 3 - Poorly known species,3,,,,"MWST,PILB","EXMOUTH,GERALDTON","Cape Range, Rough Range, Minilya River, Bullara Station",
18359,Carpobrotus sp. Thevenard Island (M. White 050),,,Priority 3 - Poorly known species,3,,,,"MWST,PILB","EXMOUTH,KARRATHA,SHARK BAY","Thevenard Island, Francois Peron N.P., Cape Range N.P., Kalbarri N.P.",
15031,Eremophila rigida,,,Priority 3 - Poorly known species,3,,,,"MWST,PILB","KARRATHA,GERALDTON","Milgun Stn., Woodlands, Prairie Downs Stn, Bulloo Downs Stn.",
12832,Gymnanthera cunninghamii,,,Priority 3 - Poorly known species,3,,,,"MWST,PILB","KARRATHA,GERALDTON","Minilya, Dampier Archipelago, Boodarie, 80 Mile Beach, NT, Qld",
18123,Stylidium weeliwolli,,,Priority 3 - Poorly known species,3,,,,"MWST,PILB","EXMOUTH,KARRATHA,GERALDTON,SHARK BAY","Mt Augustus, Barlee Range, Tom Price, Pannawonica, Marble Bar, NW of Newman",
46713,Orobanche cernua var. australiana,,,Priority 3 - Poorly known species,3,,,,"MWST,PILB,SCST,SWAN,SWSTWARR,WHTB","BLACKWOOD,ESPERANCE,MOORA,EXMOUTH,DONNELLY,GERALDTON,SWAN COASTAL,CENTRAL WHEATBELT","Dirk Hartog Is., Augusta, York, Fremantle, Esperance, Gascoyne River, Champion Bay, Busselton, Cottesloe, Northcliffe, Cervantes",
13121,Centrolepis cephaloformis subsp. murrayi,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST","ESPERANCE,GERALDTON","Kalbarri, Recherche Arch.",
45093,Centrolepis milleri,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST","ALBANY,MOORA","Albany, Eneabba",
14233,Stenanthemum poicilum,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST","ESPERANCE,MOORA,GERALDTON","Wilroy, Canna, Bremer Range, Warriedar Station, Yilgarn, Geraldton",
974,Schoenus benthamii,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST,SWAN,SWST,WARR","BLACKWOOD,ALBANY,ESPERANCE,MOORA,DONNELLY,SWAN COASTAL","Mogumber, Kenwick, Busselton, Elgin, Pinjarra, Kodjinup N.R., Bunbury, Condingup, Bremer Bay",
40867,Dielsiodoxa leucantha subsp. leucantha,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST,SWAN,WHTB","ALBANY,ESPERANCE,MOORA,PERTH HILLS,GREAT SOUTHERN,CENTRAL WHEATBELT","Mogumber, Pingaring, Hatter hill, New Norcia, Bruce Rock",
12431,Verticordia huegelii var. tridens,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST,SWAN,WHTB","ALBANY,MOORA,PERTH HILLS,GREAT SOUTHERN,CENTRAL WHEATBELT","N of Porongurups, Wongan Hills, Williams, Wansborough, Barberton, Cunderdin, Calingiri, Cranbrook, Toodyay",
2190,Hakea oldfieldii,,,Priority 3 - Poorly known species,3,,,,"MWST,SCST,SWST,WHTB","BLACKWOOD,ALBANY,GERALDTON,GREAT SOUTHERN","Katanning, Champion Bay, Busselton, Stirling Range, Whicher Range, Woogenilup, Treeton",
14066,Acacia cummingiana,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Moora, Barberton, Badgingarra, Wannamal, Dandaragan, Watheroo N.P., Boonanaring",
11229,Acacia drummondii subsp. affinis,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,GERALDTON,PERTH HILLS","Bindoon, Muchea, Julimar, Wannamal, Mullewa, New Norcia, Drummond NR",
1729,Allocasuarina grevilleoides,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Three Springs - Mogumber, Ellis Brook, Darling range",
1736,Allocasuarina ramosissima,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Badgingarra, Mt Lesueur, Hay Flat, Dandaragan, Alexander Morrison NP",
45402,Babingtonia urbana,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Moora, Lancelin, Cannington, Kenwick, Mogumber",
32216,Banksia kippistiana var. paenepeccata,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Warradarge Hill, Lesueur NP, Eneabba, Wannamal, Regans Ford, Gingin",
32138,Banksia pteridifolia subsp. vernalis,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Dandaragan, Alexander Morrison N.P., Three Springs, Forrestfield, Gillingarra, Boonanarring NR, Maida Vale, Gooseberry Hill",
5384,Beaufortia eriocephala,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Mt Lesueur, Cataby, Coorow, Mogumber, York, St Ronans N.R.",
3178,Byblis gigantea,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Yule Brook, Cannington, Jandakot, Brookton Highway, Cervantes",
44226,Calandrinia oraria,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Green Head, Guilderton, Madora Bay",
1999,Grevillea erinacea,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,GERALDTON,PERTH HILLS","Walkaway, Eneabba, Strawberry, Three Springs, Toodyay",
19567,Grevillea florida,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Bindoon, New Norcia, Cataby",
16952,Guichenotia tuberculata,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Mogumber, New Norcia, Gillingarra, Wannamal, Bullsbrook",
1469,Haemodorum loratum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Eneabba, Cockleshell Gully, Bullsbrook, Wattle Grove, Boonanaring, Mogumber",
29775,Isopogon drummondii,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Cockleshell Gully, Mt Lesueur, Mogumber, Orange Grove, Forrestfield, Moora, Midland",
2271,Persoonia rudis,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Gairdner Range, Muchea, Jurien, Alexander Morrison NP, Lesueur N.P., Eneabba",
2305,Petrophile plumosa,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Bindoon, Mogumber, New Norcia",
43540,Stackhousia sp. Red-blotched corolla (A. Markey 911),,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","Lesueur NP, Darling Range",
18564,Stylidium aceratum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Bullsbrook, Badgingarra, Cervantes, Forrestdale, Beckenham, Pinjarra, Waroona, Austin Bay NR.",
12843,Stylidium cymiferum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Calingiri, Bindoon, Chittering, Toodyay",
13127,Stylidium maritimum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,SWAN COASTAL","Yalgorup - Breton Bay, Cervantes, Nilgen, Bold Park, Drovers Cave NP",
1317,Thysanotus anceps,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN","MOORA,PERTH HILLS","John Forrest, Brookton Highway, Coomallo Creek, Mt Lesueur",
11461,Hibbertia spicata subsp. leptotheca,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,SWST","MOORA,SWAN COASTAL,WELLINGTON","Yalgorup, Lancelin, Burns Beach, Cataby",
33638,Meionectes tenuifolia,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,SWST","MOORA,PERTH HILLS,SWAN COASTAL,WELLINGTON","Ruabon, Maddington, Harvey, Pinjarra, Upper Swan, Gingin, Cooljarloo, (Woorooloo, Midland, Byfields Mill), Mt Helena",
11132,Platysace ramosissima,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,SWST","MOORA,PERTH HILLS,SWAN COASTAL,WELLINGTON","Yalgorup, Boonanarring, Gingin, Lancelin, Bullsbrook Nature Reserve",
48297,Styphelia filifolia,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,SWST","MOORA,SWAN COASTAL,WELLINGTON","Eneabba, Bullsbrook, WAttle Grove, Huntingdale, Leeming, Boonanarring N.R., Wanneroo, Keysbrook",
14129,Acacia oncinophylla subsp. oncinophylla,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WARR","MOORA,DONNELLY,PERTH HILLS","Mogumber, Mundaring, John Forrest NP, Serpentine, Mt Lennard, Dwellingup, Winnejup",
3210,Acacia anarthros,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,GREAT SOUTHERN","East of Wannamal, Hay Flat NR, Calingiri, Yerecoin, Lake Mears, Pingelly",
16978,Acacia lirellata subsp. lirellata,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Coorow, Watheroo, Northam, Quairading, Tammin, Meckering",
7831,Angianthus micropodioides,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","GERALDTON,SWAN COASTAL,CENTRAL WHEATBELT","Perth, Meckering, Mongers Lake, Bunjil, Warriedar, Mollerin",
19959,Austrostipa sp. Cairn Hill (M.E. Trudgen 21176),,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,GERALDTON,SWAN COASTAL,CENTRAL WHEATBELT","Burma Road N.R., Coomallo, York, Moora, Bruce Rock, Crawley",
32696,Banksia dallanneyi subsp. pollosta,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,SWAN COASTAL,CENTRAL WHEATBELT","Moore River, Moora, Watheroo, Wongan Hills, Gillingarra",
1881,Conospermum scaposum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,GREAT SOUTHERN","Mogumber, Cataby, Tincurrin, Nomans Lake, Nambung, Badgingarra, Wandoo Conservation Park, Darkin Swamp",
3922,Gastrolobium rotundifolium,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","GERALDTON,PERTH HILLS,GREAT SOUTHERN","Mingenew, Watheroo, Wagin, Meenaar, Miling, Bindi Bindi",
6354,Leucopogon allittii,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,GERALDTON,SWAN COASTAL,CENTRAL WHEATBELT","Gingin, Regans Ford, Boonanarring, Moora, Ajan, Yuna",
5963,Melaleuca sclerophylla,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,GERALDTON,PERTH HILLS,CENTRAL WHEATBELT","Manmanning, Marchagee, Wongan Hills, New Norcia, Dalwallinu, Moora, Miling, Morawa, Caljie",
7771,Stylidium periscelianthum,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Wongan Hills, Bolgart, Moora, Lesueur N.P., Watheroo",
16288,Thomasia tenuivestita,,,Priority 3 - Poorly known species,3,,,,"MWST,SWAN,WHTB","MOORA,GERALDTON,PERTH HILLS,GREAT SOUTHERN,CENTRAL WHEATBELT","Wongan Hills, Winchester, Bendering, York, Dingo Rock, Konongorring, Champion Bay, Boothendarra",
3337,Acacia filifolia,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Wongan Hills, Burracoppin, Southern Cross, Coorow, Marchagee",
14122,Acacia isoneura subsp. isoneura,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Mingenew, Three Springs, Caron, Buntine, Perenjori, Wubin, Eurardy",
14123,Acacia isoneura subsp. nimia,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Billabong, Murchison River, Ajana, Coorow, Watheroo",
14644,Acacia scalena,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Wubin, Buntine Reserve, Nugadong, Ballidu, Latham, Maya, Petruder Rocks",
5472,Calytrix plumulosa,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Wubin, (Bencubbin), Koorda, Chiddarcooping, Mt Churchman, Mollerin, Mt Gibson, Bencubbin, Bunjil, Dalwallinu, Beacon",
35641,Chamelaucium sp. Wongan Hills (B.H. Smith 1140),,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Coorow, Moore River, Winchester, Hamelin Pool, Damboring, Watheroo",
1870,Conospermum eatoniae,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GREAT SOUTHERN,CENTRAL WHEATBELT","Goomalling, Quairading, Coorow, Tammin, Watheroo, Hines Hill, Dowerin, Cunderdin, Brrokton",
46034,Cryptandra sp. Cowcowing (Wittwer W 1210),,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Dandaragan, Koorda, Latham, Kalannie, Cowcowing, Wubin, Mt Gibson Stn.",
31598,Cryptandra stellulata,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Morawa, Yandanooka, Carnamah, Kellerberrin",
6775,Dicrastylis velutina,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Watheroo NP, Yorkrakine, Bindi Bindi, Elphin",
16887,Eucalyptus macrocarpa x pyriformis,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","N of Bolgart, Calingiri, Piawaning, Wongan Hills, Watheroo, Irwin View, Moora",
12880,Eucalyptus subangusta subsp. virescens,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Manmanning, Watheroo, Narembeen, Cowcowing, Tandegin",
12572,Goodenia perryi,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Bunjil, Mt Gibson, Mollerin, Lake Moore, Ballidu, Kalannie, Wonganderrah",
1958,Grevillea asparagoides,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Bindi Bindi, Perenjori, Wubin, Wongan Hills, Morawa, Latham",
1974,Grevillea candicans,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Dalwallinu, Mingenew, Geraldton, Galena, Yuna, Mullewa",
2103,Grevillea tenuiloba,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Kirwan, Dandaragan, Canna, Pindar, Morawa",
17776,Guichenotia impudica,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Konnongorring, Wongan Hills, Corrigin, Kellerberrin, Tammin, Mogumber, Walgoolan, Kalbarri, Northampton",
6834,Hemiandra coccinea,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Mullewa, Tardun, Wongan Hills, Quairading",
17742,Hopkinsia anoectocolea,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Arrowsmith, Eneabba, Meckering, Cunderdin (Mortlock River), Tammin",
19227,Lechenaultia galactites,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Kokardine, Nth Beacon, Latham, Perenjori, Dandaragan, Koorda, Wubin, Buntine",
19363,Leucopogon tamminensis var. tamminensis,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Wongan Hills, Marchagee, Watheroo, Moora, Tammin",
6903,Microcorys tenuifolia,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Morawa, Kalbarri NP, Yuna, Wongan Hills, Marchagee",
14084,Persoonia chapmaniana,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Carnamah, Moora, Koorda, Marchagee, Eneabba, Kalannie",
2269,Persoonia pungens,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Dowerin, Kellerberrin, Manmanning, Bruce Rock, Coorow, Cadoux, Marchagee, Goomalling, Wongan Hills",
14441,Petrophile pauciflora,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Bimbiji, Mt Magnet, Mileura, Woolgorong, Paynes Find, Kalli, Karara, Madoonga",
12733,Podotheca pritzelii,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Wongan Hills, Kwolyin, Lake Anneen, Nannine, Nangeen Hill, Lake Champion, Shackelton, Derdibin Rock, Baladgjie Lake NR, Wannarra Stn, Mullewa, Morawa",
12732,Podotheca uniseta,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Mongers Lake, Lake Moore, Koolanooka, Watheroo, Morawa, Lake O'Grady,White Wells Stn., Mouroubra, Morawa, Three Springs, Coorow, Kalannie, Mt Gibson Stn., Jingymia, Bunjil",
19913,Psammomoya implexa,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Wilroy, Whitewells - Ninghan, Wubin, Gabyon Stn, Morawa",
48432,Salicornia globosa,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Cunderdin, One Mile Rocks, Lake Fox, Meckering, Coorow",
19260,Stylidium sacculatum,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Wongan Hills, Bolgart, Gillingarra, Coomberdale",
31714,Tecticornia fimbriata,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GREAT SOUTHERN,CENTRAL WHEATBELT","Morawa, Three Springs, Damboring, Cue, Perenjori, Gunyidi",
10880,Urodon capitatus,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"MOORA,GERALDTON,CENTRAL WHEATBELT","Wyalkatchem, Ballidu, Mollerin, Wubin, Miling, Koorda, Watheroo, Perenjori",
12468,Verticordia venusta,,,Priority 3 - Poorly known species,3,,,,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Perenjori to Moonijin, Wongan Hills, Buntine, Maya, Mt Gibson, Cadoux, Bunjil, Kalannie",
13074,Acacia alexandri,,,Priority 3 - Poorly known species,3,,,,PILB,EXMOUTH,"Cape Range, Exmouth",
3286,Acacia daweana,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Hamersley Range, Karijini N.P.",
3316,Acacia effusa,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Mt Bruce, Hamersley Ra., Karijini N.P., Juna Downs",
15289,Acacia levata,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Marble Bar, Woodstock H/S, Hillside",
23528,Acacia subtiliformis,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Hamersley Ranges, Hancock Range, Ophthalmia Range, Hope Down North, Marillana Stn",
17918,Aristida jerichoensis var. subspinulifera,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"East Angelas, Sylvania Stn, Newman, Eastenr States",
228,Astrebla lappacea,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Hamersley Stn, NT, Eastern States",
48439,Bergia occultipetala,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,Kiwirrkurra IPA,
18411,Corchorus congener,,,Priority 3 - Poorly known species,3,,,,PILB,"EXMOUTH,KARRATHA","Exmouth, Ningaloo Station, Barrow Is.",
1283,Corynotheca asperata,,,Priority 3 - Poorly known species,3,,,,PILB,KARRATHA,"Tobin Lake, Lake Auld, Tanami, NT",
