scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Mathewsoconcha suteri,Suter's Striped Glass-snail,Helicarionidae,Mathewsoconcha,Critically Endangered,81851,,Critically Endangered
Medicosma elliptica,-,Rutaceae,Medicosma,Vulnerable,12192,,Vulnerable
Medicosma obovata,-,Rutaceae,Medicosma,Vulnerable,17533,,Vulnerable
Megascolides australis,Giant Gippsland Earthworm,Megascolecidae,Megascolides,Vulnerable,64420,,Vulnerable
Melaleuca biconvexa,Biconvex Paperbark,Myrtaceae,Melaleuca,Vulnerable,5583,,Vulnerable
Melaleuca deanei,Deane's Melaleuca,Myrtaceae,Melaleuca,Vulnerable,5818,,Vulnerable
Melaleuca kunzeoides,-,Myrtaceae,Melaleuca,Vulnerable,13192,,Vulnerable
Melaleuca sciotostyla,Wongan Melaleuca,Myrtaceae,Melaleuca,Endangered,24324,,Endangered
Melaleuca sp. Wanneroo (G.J. Keighery 16705),-,Myrtaceae,Melaleuca,Endangered,89456,,Endangered
Melanodryas cucullata cucullata,"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Petroicidae,Melanodryas,Endangered,67093,,Endangered
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Petroicidae,Melanodryas,Critically Endangered,67092,,Critically Endangered
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Melanotaeniidae,Melanotaenia,Endangered,26185,,Endangered
Melanotaenia sp. nov. 'Malanda',Malanda Rainbowfish,Melanotaeniidae,Melanotaenia,Critically Endangered,89880,,Critically Endangered
Melanotaenia sp. nov. 'Running River',Running River Rainbowfish,Melanotaeniidae,Melanotaenia,Critically Endangered,90734,,Critically Endangered
Melichrus gibberagee,Narrow-leaf Melichrus,Ericaceae,Melichrus,Endangered,91558,,Endangered
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Epacridaceae,Melichrus,Endangered,82048,,Endangered
Melicope littoralis,Shade Tree,Rutaceae,Melicope,Vulnerable,22042,,Vulnerable
Melicytus latifolius,Norfolk Island Mahoe,Violaceae,Melicytus,Critically Endangered,56677,,Critically Endangered
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Violaceae,Melicytus,Vulnerable,56680,,Vulnerable
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,Meliphagidae,Melithreptus,Endangered,80453,,Endangered
Melomys rubicola,Bramble Cay Melomys,Muridae,Melomys,Extinct,64477,,Extinct
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",Camaenidae,Meridolum,Endangered,89884,,Endangered
Meryta angustifolia,Narrow-leaved Meryta,Araliaceae,Meryta,Vulnerable,65881,,Vulnerable
Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Araliaceae,Meryta,Critically Endangered,65882,,Critically Endangered
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Muridae,Mesembriomys,Endangered,87618,,Endangered
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Muridae,Mesembriomys,Vulnerable,87619,,Vulnerable
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Muridae,Mesembriomys,Vulnerable,87620,,Vulnerable
Mesodontrachia fitzroyana,Fitzroy Land Snail,Camaenidae,Mesodontrachia,Endangered,79111,,Endangered
Microcarpaea agonis,-,Scrophulariaceae,Microcarpaea,Endangered,64933,,Endangered
Microcorys eremophiloides,Wongan Microcorys,Lamiaceae,Microcorys,Vulnerable,3498,,Vulnerable
Microlepidium alatum,-,Brassicaceae,Microlepidium,Vulnerable,13711,,Vulnerable
Micromyrtus blakelyi,-,Myrtaceae,Micromyrtus,Vulnerable,6870,,Vulnerable
Micromyrtus grandis,-,Myrtaceae,Micromyrtus,Endangered,64647,,Endangered
Micromyrtus minutiflora,-,Myrtaceae,Micromyrtus,Vulnerable,11485,,Vulnerable
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Rhaphidophoridae,Micropathus,Critically Endangered,82084,,Critically Endangered
Microtis angusii,Angus's Onion Orchid,Orchidaceae,Microtis,Endangered,64530,,Endangered
Microtis globula,South-Coast Mignonette Orchid,Orchidaceae,Microtis,Vulnerable,6780,,Vulnerable
Milyeringa veritas,"Cape Range Cave Gudgeon, Blind Gudgeon",Eleotridae,Milyeringa,Vulnerable,66676,,Vulnerable
Miniopterus orianae bassanii,Southern Bent-wing Bat,Miniopteridae,Miniopterus,Critically Endangered,87645,,Critically Endangered
Minuria tridens,Minnie Daisy,Asteraceae,Minuria,Vulnerable,13753,,Vulnerable
Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Alaudidae,Mirafra,Vulnerable,81011,,Vulnerable
Mirounga leonina,Southern Elephant Seal,Phocidae,Mirounga,Vulnerable,26,,Vulnerable
Mitrantia bilocularis,-,Myrtaceae,Mitrantia,Critically Endangered,8269,,Critically Endangered
Mitrella tiwiensis,a vine,Annonaceae,Mitrella,Vulnerable,82029,,Vulnerable
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Myobatrachidae,Mixophyes,Vulnerable,1942,,Vulnerable
Mixophyes fleayi,Fleay's Frog,Myobatrachidae,Mixophyes,Endangered,25960,,Endangered
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Myobatrachidae,Mixophyes,Vulnerable,1944,,Vulnerable
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,Migidae,Moggridgea,Endangered,90906,,Endangered
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Eleotridae,Mogurnda,Vulnerable,66693,,Vulnerable
Mogurnda thermophila,"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",Eleotridae,Mogurnda,Critically Endangered,81364,,Critically Endangered
Monogramma dareicarpa,Grass Fern,Pteridaceae,Monogramma,Extinct,24618,,Extinct
Monotoca rotundifolia,Trailing Monotoca,Ericaceae,Monotoca,Endangered,7719,,Endangered
Mordacia praecox,"Non-parasitic Lamprey, Precocious Lamprey",Mordaciidae,Mordacia,Endangered,81530,,Endangered
Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",Polygonaceae,Muehlenbeckia,Endangered,68510,,Endangered
Muehlenbeckia tuggeranong,Tuggeranong Lignum,Polygonaceae,Muehlenbeckia,Endangered,64934,,Endangered
Musa fitzalanii,Daintree's River Banana,Musaceae,Musa,Extinct,7200,,Extinct
Myoporum cordifolium,Jerramungup Myoporum,Myoporaceae,Myoporum,Vulnerable,24223,,Vulnerable
Myoporum obscurum,"Popwood, Sandalwood, Bastard Ironwood",Myoporaceae,Myoporum,Critically Endangered,50255,,Critically Endangered
Myriocephalus nudus,-,Asteraceae,Myriocephalus,Extinct,18695,,Extinct
Myriophyllum coronatum,-,Haloragaceae,Myriophyllum,Vulnerable,8230,,Vulnerable
Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Haloragaceae,Myriophyllum,Endangered,55940,,Endangered
Myriophyllum porcatum,Ridged Water-milfoil,Haloragaceae,Myriophyllum,Vulnerable,19919,,Vulnerable
Myrmecobius fasciatus,Numbat,Myrmecobiidae,Myrmecobius,Endangered,294,,Endangered
Myrmecodia beccarii,Ant Plant,Rubiaceae,Myrmecodia,Vulnerable,11852,,Vulnerable
Myrsine ralstoniae,Beech,Primulaceae,Myrsine,Vulnerable,83889,,Vulnerable
Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Primulaceae,Myrsine,Endangered,83888,,Endangered
Mystivagor mastersi,Masters' Charopid Land Snail,Charopidae,Mystivagor,Critically Endangered,81247,,Critically Endangered
Myuchelys belli,Western Sawshelled Turtle,Chelidae,Myuchelys,Endangered,86075,,Endangered
Myuchelys purvisi,Purvis' Turtle,Chelidae,Myuchelys,Endangered,89459,,Endangered
Nangura spinosa,Nangur Spiny Skink,Scincidae,Nangura,Critically Endangered,59550,,Critically Endangered
Nannatherina balstoni,Balston's Pygmy Perch,Nannopercidae,Nannatherina,Vulnerable,66698,,Vulnerable
Nannoperca australis Murray-Darling Basin lineage,Southern Pygmy Perch (Murray-Darling Basin lineage),Percichthyidae,Nannoperca,Vulnerable,91711,,Vulnerable
Nannoperca obscura,Yarra Pygmy Perch,Percichthyidae,Nannoperca,Vulnerable,26177,,Vulnerable
Nannoperca oxleyana,Oxleyan Pygmy Perch,Percichthyidae,Nannoperca,Endangered,64468,,Endangered
Nannoperca pygmaea,Little Pygmy Perch,Percichthyidae,Nannoperca,Endangered,88315,,Endangered
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Percichthyidae,Nannoperca,Vulnerable,26178,,Vulnerable
Natator depressus,Flatback Turtle,Cheloniidae,Natator,Vulnerable,59257,,Vulnerable
Neisosperma kilneri,-,Apocynaceae,Neisosperma,Vulnerable,14319,,Vulnerable
Nematoceras dienemum,Windswept Helmet-orchid,Orchidaceae,Nematoceras,Critically Endangered,81970,68807.0,Critically Endangered
Nematolepis frondosa,Leafy Nematolepis,Rutaceae,Nematolepis,Critically Endangered,64935,,Critically Endangered
Nematolepis rhytidophylla,-,Rutaceae,Nematolepis,Vulnerable,64936,,Vulnerable
Nematolepis squamea subsp. coriacea,Harsh Nematolepis,Rutaceae,Nematolepis,Vulnerable,64937,,Vulnerable
Nematolepis wilsonii,Shiny Nematolepis,Rutaceae,Nematolepis,Vulnerable,64938,,Vulnerable
Neoastelia spectabilis,-,Liliaceae,Neoastelia,Vulnerable,6404,,Vulnerable
Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",Ceratodontidae,Neoceratodus,Vulnerable,67620,,Vulnerable
Neochmia phaeton evangelinae,"Crimson Finch (white-bellied), White-bellied Crimson Finch",Estrildidae,Neochmia,Endangered,64443,,Endangered
Neochmia ruficauda ruficauda,"Star Finch (eastern), Star Finch (southern)",Ploceidae,Neochmia,Endangered,26027,,Endangered
Neopasiphae simplicior,A native bee,Colletidae,Neopasiphae,Critically Endangered,66821,,Critically Endangered
Neophema chrysogaster,Orange-bellied Parrot,Psittacidae,Neophema,Critically Endangered,747,,Critically Endangered
Neophema chrysostoma,Blue-winged Parrot,Psittacidae,Neophema,Vulnerable,726,,Vulnerable
Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",Otariidae,Neophoca,Endangered,22,,Endangered
Neoroepera buxifolia,-,Euphorbiaceae,Neoroepera,Vulnerable,13375,,Vulnerable
Nesoptilotis leucotis thomasi,Kangaroo Island White-eared Honeyeater,Meliphagidae,Nesoptilotis,Endangered,86394,,Endangered
Nestor productus,Norfolk Island Kaka,Psittacidae,Nestor,Extinct,25891,,Extinct
Newcastelia velutina,-,Verbenaceae,Newcastelia,Vulnerable,18434,,Vulnerable
Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook",Strigidae,Ninox,Vulnerable,66671,,Vulnerable
Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Strigidae,Ninox,Extinct,26043,,Extinct
Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Strigidae,Ninox,Endangered,26188,,Endangered
Nitella parooensis,a green alga,Characeae,Nitella,Critically Endangered,89873,,Critically Endangered
Notamacropus greyi,Toolache Wallaby,Macropodidae,Notamacropus,Extinct,89288,,Extinct
Notamacropus parma,Parma Wallaby,Macropodidae,Notamacropus,Vulnerable,89289,,Vulnerable
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Elapidae,Notechis,Vulnerable,82287,,Vulnerable
Notelaea ipsviciensis,Cooneana Olive,Oleaceae,Notelaea,Critically Endangered,81858,,Critically Endangered
Notelaea lloydii,Lloyd's Olive,Oleaceae,Notelaea,Vulnerable,15002,,Vulnerable
Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",Muridae,Notomys,Extinct,122,,Extinct
Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",Muridae,Notomys,Endangered,123,,Endangered
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Muridae,Notomys,Vulnerable,125,,Vulnerable
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Muridae,Notomys,Extinct,126,,Extinct
Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Muridae,Notomys,Extinct,101,,Extinct
Notomys mordax,"Darling Downs Hopping-mouse, Payi",Muridae,Notomys,Extinct,103,,Extinct
Notomys robustus,"Broad-cheeked Hopping-mouse, Great Hopping-mouse",Muridae,Notomys,Extinct,87621,,Extinct
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Scolopacidae,Numenius,Critically Endangered,847,,Critically Endangered
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vespertilionidae,Nyctophilus,Vulnerable,83395,,Vulnerable
Nyctophilus howensis,"Lord Howe Long-eared Bat, Lord Howe Island Bat",Vespertilionidae,Nyctophilus,Extinct,66869,,Extinct
Oberonia attenuata,Mossman Fairy Orchid,Orchidaceae,Oberonia,Critically Endangered,5388,,Critically Endangered
Ochrosia moorei,Southern Ochrosia,Apocynaceae,Ochrosia,Endangered,11350,,Endangered
Ogyris subterrestris petrina,Arid Bronze Azure,Lycaenidae,Ogyris,Critically Endangered,77743,,Critically Endangered
Olax angulata,Minnie Waters Olax,Olacaceae,Olax,Vulnerable,10666,,Vulnerable
Olearia arckaringensis,Arckaringa Daisy,Asteraceae,Olearia,Endangered,86648,,Endangered
Olearia astroloba,Marble Daisy-bush,Asteraceae,Olearia,Vulnerable,21881,,Vulnerable
Olearia cordata,-,Asteraceae,Olearia,Vulnerable,6710,,Vulnerable
Olearia flocktoniae,Dorrigo Daisy-bush,Asteraceae,Olearia,Endangered,2083,,Endangered
Olearia hygrophila,"Swamp Daisy, Water Daisy",Asteraceae,Olearia,Endangered,5631,,Endangered
Olearia macdonnellensis,-,Asteraceae,Olearia,Vulnerable,14180,,Vulnerable
Olearia microdisca,Small-flowered Daisy-bush,Asteraceae,Olearia,Endangered,21465,,Endangered
Olearia oliganthema,-,Asteraceae,Olearia,Extinct,11592,,Extinct
Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Asteraceae,Olearia,Vulnerable,12348,,Vulnerable
Oligosoma lichenigerum,Lord Howe Island Skink,Scincidae,Oligosoma,Vulnerable,91467,,Vulnerable
Omphalea celata,-,Euphorbiaceae,Omphalea,Vulnerable,64586,,Vulnerable
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Macropodidae,Onychogalea,Endangered,239,,Endangered
Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Macropodidae,Onychogalea,Extinct,240,,Extinct
Opercularia acolytantha,Esperance Dog Weed,Rubiaceae,Opercularia,Extinct,16394,,Extinct
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Pygopodidae,Ophidiocephalus,Vulnerable,1630,,Vulnerable
Ophisternon candidum,Blind Cave Eel,Synbranchidae,Ophisternon,Vulnerable,66678,,Vulnerable
Ordtrachia septentrionalis,Rosewood Keeled Snail,Camaenidae,Ordtrachia,Critically Endangered,79221,,Critically Endangered
Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Hesperiidae,Oreisplanus,Vulnerable,77747,,Vulnerable
Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Nymphalidae,Oreixenica,Endangered,26327,,Endangered
Oreogrammitis reinwardtii,-,Grammitidaceae,Oreogrammitis,Vulnerable,83552,,Vulnerable
Ornduffia calthifolia,Mountain Villarsia,Menyanthaceae,Ornduffia,Endangered,85015,,Endangered
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Macropodidae,Osphranter,Vulnerable,89262,,Vulnerable
Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",Meliaceae,Owenia,Vulnerable,11344,,Vulnerable
Ozothamnus eriocephalus,-,Asteraceae,Ozothamnus,Vulnerable,56133,,Vulnerable
Ozothamnus reflexifolius,Reflexed Everlasting,Asteraceae,Ozothamnus,Vulnerable,77384,,Vulnerable
Ozothamnus selaginoides,"Clubmoss Everlasting, Table Mountain Daisy Bush",Asteraceae,Ozothamnus,Extinct,52454,,Extinct
Ozothamnus tesselatus,-,Asteraceae,Ozothamnus,Vulnerable,56203,,Vulnerable
Ozothamnus vagans,Wollumbin Dogwood,Asteraceae,Ozothamnus,Vulnerable,56207,,Vulnerable
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Pachycephalidae,Pachycephala,Vulnerable,64444,,Vulnerable
Pachycephala rufogularis,Red-lored Whistler,Pachycephalidae,Pachycephala,Vulnerable,601,,Vulnerable
Pachyptila turtur subantarctica,Fairy Prion (southern),Procellariidae,Pachyptila,Vulnerable,64445,,Vulnerable
Pandanus spiralis var. flammeus,Edgar Range Pandanus,Pandanaceae,Pandanus,Endangered,8825,,Endangered
Papasula abbotti,Abbott's Booby,Sulidae,Papasula,Endangered,59297,,Endangered
Paracaleana dixonii,Sandplain Duck Orchid,Orchidaceae,Paracaleana,Endangered,86882,87944.0,Endangered
Paragalaxias dissimilis,Shannon Paragalaxias,Galaxiidae,Paragalaxias,Vulnerable,77042,,Vulnerable
Paragalaxias eleotroides,Great Lake Paragalaxias,Galaxiidae,Paragalaxias,Vulnerable,77041,,Vulnerable
Paragalaxias mesotes,Arthurs Paragalaxias,Galaxiidae,Paragalaxias,Endangered,77039,,Endangered
Paragoodia crenulata,-,Fabaceae,Paragoodia,Critically Endangered,86387,,Critically Endangered
Paralucia pyrodiscus lucida,Eltham Copper Butterfly,Lycaenidae,Paralucia,Endangered,66766,,Endangered
Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Lycaenidae,Paralucia,Vulnerable,26335,,Vulnerable
Parantechinus apicalis,Dibbler,Dasyuridae,Parantechinus,Endangered,313,,Endangered
Pardalotus quadragintus,Forty-spotted Pardalote,Pardalotidae,Pardalotus,Endangered,418,,Endangered
Parsonsia dorrigoensis,Milky Silkpod,Apocynaceae,Parsonsia,Endangered,64684,,Endangered
Parsonsia larcomensis,Mt Larcom Silk Pod,Apocynaceae,Parsonsia,Vulnerable,64587,,Vulnerable
Parvulastra vivipara,Tasmanian Live-bearing Seastar,Asterinidae,Parvulastra,Vulnerable,85451,,Vulnerable
Paspalidium grandispiculatum,a grass,Poaceae,Paspalidium,Vulnerable,10838,,Vulnerable
Paspalum batianoffii,-,Poaceae,Paspalum,Extinct,55516,,Extinct
Patersonia spirifolia,Spiral-leaved Patersonia,Iridaceae,Patersonia,Endangered,83927,,Endangered
Pedionomus torquatus,Plains-wanderer,Pedionomidae,Pedionomus,Critically Endangered,906,,Critically Endangered
Pelargonium sp. Striatellum (G.W.Carr 10345),Omeo Stork's-bill,Geraniaceae,Pelargonium,Endangered,84065,,Endangered
Pennantia endlicheri,Pennantia,Icacinaceae,Pennantia,Endangered,65890,,Endangered
Perameles bougainville,Shark Bay Bandicoot,Peramelidae,Perameles,Endangered,278,,Endangered
Perameles bougainville fasciata,"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",Peramelidae,Perameles,Extinct,66652,89881.0,Extinct
Perameles eremiana,"Desert Bandicoot, Walilya",Peramelidae,Perameles,Extinct,279,,Extinct
Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),Peramelidae,Perameles,Vulnerable,66651,,Vulnerable
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),Peramelidae,Perameles,Endangered,88020,,Endangered
Perameles myosurus,"Marl, Western Barred Bandicoot",Peramelidae,Perameles,Extinct,91673,89882.0,Extinct
Perameles notina,South-eastern Striped Bandicoot,Peramelidae,Perameles,Extinct,89883,,Extinct
Perameles papillon,"Butterfly Bandicoot, Nullarbor Barred Bandicoot",Peramelidae,Perameles,Extinct,89865,,Extinct
Persicaria elatior,"Knotweed, Tall Knotweed",Polygonaceae,Persicaria,Vulnerable,5831,,Vulnerable
Persoonia acerosa,Needle Geebung,Proteaceae,Persoonia,Vulnerable,7232,,Vulnerable
Persoonia bargoensis,Bargo Geebung,Proteaceae,Persoonia,Endangered,56267,,Endangered
Persoonia glaucescens,Mittagong Geebung,Proteaceae,Persoonia,Vulnerable,12770,,Vulnerable
Persoonia hirsuta,"Hairy Geebung, Hairy Persoonia",Proteaceae,Persoonia,Endangered,19006,,Endangered
Persoonia laxa,-,Proteaceae,Persoonia,Extinct,56270,,Extinct
Persoonia marginata,Clandulla Geebung,Proteaceae,Persoonia,Vulnerable,10852,,Vulnerable
Persoonia micranthera,Small-flowered Snottygobble,Proteaceae,Persoonia,Critically Endangered,64939,,Critically Endangered
Persoonia mollis subsp. maxima,-,Proteaceae,Persoonia,Endangered,56075,,Endangered
Persoonia mollis subsp. revoluta,-,Proteaceae,Persoonia,Vulnerable,56094,,Vulnerable
Persoonia nutans,Nodding Geebung,Proteaceae,Persoonia,Endangered,18119,,Endangered
Persoonia oxycoccoides,-,Proteaceae,Persoonia,Endangered,16114,,Endangered
Persoonia pauciflora,North Rothbury Persoonia,Proteaceae,Persoonia,Critically Endangered,67214,,Critically Endangered
Persoonia prostrata,-,Proteaceae,Persoonia,Extinct,24479,,Extinct
Petauroides minor,"Greater Glider (northern), Greater Glider (north-eastern Queensland)",Pseudocheiridae,Petauroides,Vulnerable,92008,,Vulnerable
Petauroides volans,Greater Glider (southern and central),Pseudocheiridae,Petauroides,Endangered,254,,Endangered
Petaurus australis australis,Yellow-bellied Glider (south-eastern),Petauridae,Petaurus,Vulnerable,87600,,Vulnerable
Petaurus australis Wet Tropics subspecies,"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Petauridae,Petaurus,Endangered,88022,,Endangered
Petaurus gracilis,Mahogany Glider,Petauridae,Petaurus,Endangered,26775,,Endangered
Petrogale coenensis,Cape York Rock-wallaby,Macropodidae,Petrogale,Endangered,59278,,Endangered
Petrogale concinna canescens,Nabarlek (Top End),Macropodidae,Petrogale,Endangered,87606,,Endangered
