scientificName,vernacularName,status,sourceStatus
Pomaderris ledifolia,Sydney Pomaderris,Endangered,Endangered
Pomaderris ligustrina subsp. ligustrina,Privet Pomaderris,Endangered,Endangered
Pomaderris obcordata,Pimelea Pomaderris,Extinct,Extinct
Pomaderris oblongifolia,Snowy River Pomaderris,Endangered,Endangered
Pomaderris oraria subsp. calcicola,Limestone Pomaderris,Endangered,Endangered
Pomaderris paniculosa subsp. paniculosa,Inland Pomaderris,Endangered,Endangered
Pomaderris pauciflora,Mountain Pomaderris,Endangered,Endangered
Pomaderris phylicifolia subsp. ericoides,Slender Pomaderris,Endangered,Endangered
Pomaderris phylicifolia subsp. phylicifolia,Slender Pomaderris,Vulnerable,Vulnerable
Pomaderris pilifera subsp. pilifera,Striped Pomaderris,Endangered,Endangered
Pomaderris sericea,Bent Pomaderris,Critically Endangered,Critically Endangered
Pomaderris subcapitata,Convex Pomaderris,Endangered,Endangered
Pomaderris subplicata,Concave Pomaderris,Critically Endangered,Critically Endangered
Pomaderris vacciniifolia,Round-leaf Pomaderris,Critically Endangered,Critically Endangered
Pomaderris virgata,Upright Pomaderris,Critically Endangered,Critically Endangered
Poranthera corymbosa,Clustered Poranthera,Vulnerable,Vulnerable
Poranthera oreophila,Mountain Poranthera,Endangered,Endangered
Posidonia australis,Fibre-ball Weed,Endangered,Endangered
Prasophyllum aff. occidentale D,Riverina Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum anticum,Pretty Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum appendiculatum,Tailed Leek-orchid,Endangered,Endangered
Prasophyllum argillaceum,Delicate Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum barnettii,Elegant Leek-orchid,Endangered,Endangered
Prasophyllum chasmogamum,Yawning Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum correctum,Gaping Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum diversiflorum,Gorae Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum erythrocommum,Tan Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum fosteri,Shelford Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum frenchii,Maroon Leek-orchid,Endangered,Endangered
Prasophyllum gilgai,Gilgai Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum hygrophilum,Swamp Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum lindleyanum,Green Leek-orchid,Endangered,Endangered
Prasophyllum litorale,Coastal Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum maccannii,Inland Leek-orchid,Endangered,Endangered
Prasophyllum morganii,Mignonette Leek-orchid,Extinct,Extinct
Prasophyllum niphopedium,Marsh Leek-orchid,Endangered,Endangered
Prasophyllum parviflorum,Slender Leek-orchid,Endangered,Endangered
Prasophyllum readii,Painted Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum roseum,Pink-lip Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum rousei,Sandhill Leek-orchid,Endangered,Endangered
Prasophyllum sp. aff. correctum (Mortlake),Western Gaping Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum sp. aff. montanum,Mountain Leek-orchid,Endangered,Endangered
Prasophyllum sp. aff. occidentale C,Western Leek-orchid,Endangered,Endangered
Prasophyllum sp. aff. occidentale E,Clumping Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum sp. aff. validum,Woodland Leek-orchid,Endangered,Endangered
Prasophyllum spadiceum,Brown-lip Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum sphacelatum,Large Alpine Leek-orchid,Endangered,Endangered
Prasophyllum spicatum,Dense Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum stygium,Elfin Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum subbisectum,Pomonal Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum sylvestre,Forest Leek-orchid,Endangered,Endangered
Prasophyllum uvidulum,Summer Leek-orchid,Critically Endangered,Critically Endangered
Prasophyllum viretrum,Basalt Leek-orchid,Critically Endangered,Critically Endangered
Prostanthera arapilensis,Arapiles Mint-bush,Critically Endangered,Critically Endangered
Prostanthera decussata,Dense Mint-bush,Endangered,Endangered
Prostanthera galbraithiae,Wellington Mint-bush,Endangered,Endangered
Prostanthera incana,Velvet Mint-bush,Endangered,Endangered
Prostanthera incisa,Cut-leaf Mint-bush,Endangered,Endangered
Prostanthera lasianthos var. subcoriacea,Grampians Christmas-bush,Vulnerable,Vulnerable
Prostanthera monticola,Buffalo Mint-bush,Critically Endangered,Critically Endangered
Prostanthera nivea var. nivea,Snowy Mint-bush,Vulnerable,Vulnerable
Prostanthera phylicifolia,Spiked Mint-bush,Endangered,Endangered
Prostanthera rhombea,Sparkling Mint-bush,Endangered,Endangered
Prostanthera saxicola var. bracteolata,Slender Mint-bush,Endangered,Endangered
Prostanthera spinosa,Spiny Mint-bush,Endangered,Endangered
Prostanthera walteri,Monkey Mint-bush,Endangered,Endangered
Pseudanthus orbicularis,Tangled Pseudanthus,Vulnerable,Vulnerable
Pseudanthus ovalifolius,Oval-leaf Pseudanthus,Vulnerable,Vulnerable
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Critically Endangered,Critically Endangered
Pseudoraphis paradoxa,Slender Mud-grass,Endangered,Endangered
Psilotum nudum,Skeleton Fork-fern,Endangered,Endangered
Psychrophila introloba,Alpine Marsh-marigold,Endangered,Endangered
Pteris epaleata,Netted Brake,Endangered,Endangered
Pteris vittata,Chinese Brake,Critically Endangered,Critically Endangered
Pterostylis X aenigma,Enigmatic Greenhood,Critically Endangered,Critically Endangered
Pterostylis X ingens,Sharp Greenhood,Vulnerable,Vulnerable
Pterostylis X toveyana,Mentone Greenhood,Endangered,Endangered
Pterostylis acuminata,Pointed Greenhood,Endangered,Endangered
Pterostylis aestiva,Long-tongue Summer-greenhood,Endangered,Endangered
Pterostylis agrestis,Sutton Grange Greenhood,Critically Endangered,Critically Endangered
Pterostylis alveata,Coastal Greenhood,Vulnerable,Vulnerable
Pterostylis baptistii,King Greenhood,Critically Endangered,Critically Endangered
Pterostylis basaltica,Basalt Rustyhood,Critically Endangered,Critically Endangered
Pterostylis boormanii,Sikh's Whiskers,Endangered,Endangered
Pterostylis cheraphila,Floodplain Rustyhood,Endangered,Endangered
Pterostylis chlorogramma,Green-striped Greenhood,Endangered,Endangered
Pterostylis clivosa,Red-tip Greenhood,Endangered,Endangered
Pterostylis coccina,Scarlet Greenhood,Endangered,Endangered
Pterostylis conferta,Leprechaun Greenhood,Critically Endangered,Critically Endangered
Pterostylis crassa,Fleshy Greenhood,Endangered,Endangered
Pterostylis crassicaulis,Alpine Swan Greenhood,Endangered,Endangered
Pterostylis cucullata subsp. cucullata,Leafy Greenhood,Endangered,Endangered
Pterostylis cucullata subsp. sylvicola,Tall Leafy Greenhood,Endangered,Endangered
Pterostylis despectans,Lowly Greenhood,Endangered,Endangered
Pterostylis diminuta,Crowded Greenhood,Endangered,Endangered
Pterostylis dolichochila,Long-tongue Shell-orchid,Critically Endangered,Critically Endangered
Pterostylis ferruginea,Bangham Rustyhood,Endangered,Endangered
Pterostylis fischiorum,Fisch's Greenhood,Endangered,Endangered
Pterostylis grandiflora,Cobra Greenhood,Endangered,Endangered
Pterostylis hamata,Scaly Greenhood,Endangered,Endangered
Pterostylis incognita,Sale Greenhood,Extinct,Extinct
Pterostylis laxa,Antelope Greenhood,Endangered,Endangered
Pterostylis lustra,Small Sickle Greenhood,Endangered,Endangered
Pterostylis macilenta,Grampians Greenhood,Vulnerable,Vulnerable
Pterostylis maxima,Large Rustyhood,Critically Endangered,Critically Endangered
Pterostylis multiflora,Mountain Brown-tip Greenhood,Endangered,Endangered
Pterostylis pedoglossa,Prawn Greenhood,Endangered,Endangered
Pterostylis planulata s.s.,Grampians Rustyhood,Endangered,Endangered
Pterostylis prasina,Glossy Greenhood,Endangered,Endangered
Pterostylis reflexa,Small Autumn Greenhood,Vulnerable,Vulnerable
Pterostylis rubescens,Inland Red-tip Greenhood,Endangered,Endangered
Pterostylis setifera,Bristly Greenhood,Endangered,Endangered
Pterostylis smaragdyna,Emerald-lip Greenhood,Endangered,Endangered
Pterostylis sp. aff. boormanii (Beechworth),Granite Rustyhood,Critically Endangered,Critically Endangered
Pterostylis spissa,Cygnet Greenhood,Critically Endangered,Critically Endangered
Pterostylis truncata,Brittle Greenhood,Critically Endangered,Critically Endangered
Pterostylis tunstallii,Granite Greenhood,Endangered,Endangered
Pterostylis unicornis,Large Plume-orchid,Critically Endangered,Critically Endangered
Pterostylis valida,Robust Greenhood,Endangered,Endangered
Pterostylis woollsii,Long-tail Greenhood,Critically Endangered,Critically Endangered
Pterostylis xerophila,Desert Greenhood,Critically Endangered,Critically Endangered
Ptilotus erubescens,Hairy Tails,Critically Endangered,Critically Endangered
Ptilotus nobilis s.s.,Yellow Tails,Endangered,Endangered
Ptilotus obovatus,Silver Tails,Critically Endangered,Critically Endangered
Ptilotus polystachyus,Long Tails,Endangered,Endangered
Pultenaea acerosa,Bristly Bush-pea,Critically Endangered,Critically Endangered
Pultenaea altissima,Tall Bush-pea,Vulnerable,Vulnerable
Pultenaea benthamii,Bentham's Bush-pea,Vulnerable,Vulnerable
Pultenaea blakelyi,Blakely's Bush-pea,Critically Endangered,Critically Endangered
Pultenaea canaliculata,Coast Bush-pea,Endangered,Endangered
Pultenaea capitellata,Hard-head Bush-pea,Endangered,Endangered
Pultenaea costata,Ribbed Bush-pea,Vulnerable,Vulnerable
Pultenaea daltonii,Hoary Bush-pea,Vulnerable,Vulnerable
Pultenaea dargilensis,Dargile Bush-pea,Critically Endangered,Critically Endangered
Pultenaea densifolia,Dense Bush-pea,Vulnerable,Vulnerable
Pultenaea fasciculata,Alpine Bush-pea,Endangered,Endangered
Pultenaea foliolosa,Small-leaf Bush-pea,Endangered,Endangered
Pultenaea graveolens,Scented Bush-pea,Endangered,Endangered
Pultenaea gunnii subsp. tuberculata,Golden Bush-pea,Vulnerable,Vulnerable
Pultenaea juniperina s.s.,Prickly Beauty,Vulnerable,Vulnerable
Pultenaea lapidosa,Stony Bush-pea,Critically Endangered,Critically Endangered
Pultenaea luehmannii,Thready Bush-pea,Endangered,Endangered
Pultenaea maidenii,Maidens Bush-pea,Extinct,Extinct
Pultenaea microphylla,Spreading Bush-pea,Critically Endangered,Critically Endangered
Pultenaea patellifolia,Mt. Byron Bush-pea,Vulnerable,Vulnerable
Pultenaea penna,Feather Bush-pea,Critically Endangered,Critically Endangered
Pultenaea platyphylla,Flat-leaf Bush-pea,Endangered,Endangered
Pultenaea polifolia,Dusky Bush-pea,Endangered,Endangered
Pultenaea prolifera,Otway Bush-pea,Endangered,Endangered
Pultenaea reflexifolia,Wombat Bush-pea,Vulnerable,Vulnerable
Pultenaea subalpina,Rosy Bush-pea,Endangered,Endangered
Pultenaea subspicata,Low Bush-pea,Endangered,Endangered
Pultenaea tenella,Delicate Bush-pea,Endangered,Endangered
Pultenaea victoriensis,Victoria Range Bush-pea,Vulnerable,Vulnerable
Pultenaea vrolandii,Cupped Bush-pea,Endangered,Endangered
Pultenaea weindorferi,Swamp Bush-pea,Endangered,Endangered
Pultenaea williamsoniana,Williamson's Bush-pea,Endangered,Endangered
Pultenaea williamsonii,Highland Bush-pea,Endangered,Endangered
Quinetia urvillei,Grey Zig-zag,Endangered,Endangered
Radyera farragei,Desert Rose Mallow,Critically Endangered,Critically Endangered
Ranunculus X ligulatus,Granite x Dwarf Buttercup hybrid,Endangered,Endangered
Ranunculus amplus,Lacey River Buttercup,Critically Endangered,Critically Endangered
Ranunculus collinus,Strawberry Buttercup,Endangered,Endangered
Ranunculus diminutus,Brackish Plains Buttercup,Endangered,Endangered
Ranunculus eichlerianus,Eichler's Buttercup,Endangered,Endangered
Ranunculus gunnianus,Gunn's Alpine Buttercup,Endangered,Endangered
Ranunculus millanii,Dwarf Buttercup,Endangered,Endangered
Ranunculus muelleri,Felted Buttercup,Endangered,Endangered
Ranunculus undosus,Swamp Buttercup,Endangered,Endangered
Ranunculus victoriensis,Victorian Buttercup,Endangered,Endangered
Rhagodia parabolica,Fragrant Saltbush,Vulnerable,Vulnerable
Rhagodia ulicina,Spiny Goosefoot,Endangered,Endangered
Rhodanthe floribunda,Common White Sunray,Endangered,Endangered
Rhodanthe polygalifolia,Milkwort Sunray,Endangered,Endangered
Rhodanthe stricta,Slender Sunray,Endangered,Endangered
Rhyncharrhena linearis,Purple Pentatrope,Endangered,Endangered
Rhynchospora brownii,Grassy Beak-sedge,Critically Endangered,Critically Endangered
Rhytidosporum inconspicuum,Alpine Marianth,Endangered,Endangered
Riccardia eriocaula,Feather-fan Germanderwort,Critically Endangered,Critically Endangered
Riella spiculata,Spiny-spore Riella,Critically Endangered,Critically Endangered
Ripogonum album,White Supplejack,Endangered,Endangered
Roepera angustifolia,Scrambling Twin-leaf,Endangered,Endangered
Roepera billardierei,Coast Twin-leaf,Endangered,Endangered
Roepera compressa,Rabbit-ears Twin-leaf,Endangered,Endangered
Rorippa eustylis,Dwarf Bitter-cress,Endangered,Endangered
Rumex crystallinus s.s.,Glistening Dock,Endangered,Endangered
Rutidosis helichrysoides subsp. helichrysoides,Grey Wrinklewort,Critically Endangered,Critically Endangered
Rutidosis leptorhynchoides,Button Wrinklewort,Endangered,Endangered
Rytidosperma alpicola,Crag Wallaby-grass,Vulnerable,Vulnerable
Rytidosperma australe,Southern Sheep-grass,Critically Endangered,Critically Endangered
Rytidosperma monticola,Small-flower Wallaby-grass,Endangered,Endangered
Rytidosperma nivicola,Snow Wallaby-grass,Endangered,Endangered
Rytidosperma oreophilum,Mountain Wallaby-grass,Endangered,Endangered
Rytidosperma richardsonii,Straw Wallaby-grass,Endangered,Endangered
Sagina namadgi,Native Pearlwort,Endangered,Endangered
Salsola tragus subsp. pontica,Coast Saltwort,Endangered,Endangered
Salvia plebeia,Austral Sage,Critically Endangered,Critically Endangered
Sambucus australasica,Yellow Elderberry,Critically Endangered,Critically Endangered
Samolus valerandi,Water Pimpernel,Vulnerable,Vulnerable
Sannantha crenulata,Fern-leaf Baeckea,Endangered,Endangered
Santalum lanceolatum,Northern Sandalwood,Critically Endangered,Critically Endangered
Santalum obtusifolium,Blunt Sandalwood,Endangered,Endangered
Sarcochilus falcatus,Orange-blossom Orchid,Critically Endangered,Critically Endangered
Sarcozona praecox,Sarcozona,Endangered,Endangered
Sauropus trachyspermus,Slender Spurge,Endangered,Endangered
Saxipoa saxicola,Rock Poa,Endangered,Endangered
Scaevola calendulacea,Dune Fan-flower,Endangered,Endangered
Scaevola depauperata,Skeleton Fan-flower,Endangered,Endangered
Scapisenecio pectinatus var. major,Alpine Groundsel,Endangered,Endangered
Schelhammera undulata,Lilac Lily,Vulnerable,Vulnerable
Schizacme montana,Mountain Mitrewort,Endangered,Endangered
Schizeilema fragoseum,Alpine Pennywort,Endangered,Endangered
Schoenoplectiella dissachantha,Blunt Club-sedge,Critically Endangered,Critically Endangered
Schoenus carsei,Wiry Bog-sedge,Endangered,Endangered
Schoenus deformis,Small Bog-sedge,Vulnerable,Vulnerable
Schoenus ericetorum,Heathy Bog-sedge,Critically Endangered,Critically Endangered
Schoenus imberbis,Beardless Bog-sedge,Vulnerable,Vulnerable
Schoenus lepidosperma subsp. pachylepis,Slender Bog-sedge,Vulnerable,Vulnerable
Schoenus melanostachys,Black Bog-sedge,Vulnerable,Vulnerable
Schoenus nanus,Tiny Bog-sedge,Endangered,Endangered
Schoenus racemosus,Tufted Bog-sedge,Endangered,Endangered
Schoenus sculptus,Gimlet Bog-sedge,Endangered,Endangered
Scirpus polystachyus,Large-head Club-sedge,Endangered,Endangered
Scleranthus brockiei,Brock Knawel,Endangered,Endangered
Scleranthus diander,Tufted Knawel,Endangered,Endangered
Scleranthus fasciculatus,Spreading Knawel,Endangered,Endangered
Scleranthus singuliflorus,Mossy Knawel,Endangered,Endangered
Sclerolaena decurrens,Green Copperburr,Endangered,Endangered
Sclerolaena intricata,Poverty Bush,Endangered,Endangered
Sclerolaena lanicuspis,Woolly Copperburr,Endangered,Endangered
Sclerolaena napiformis,Turnip Copperburr,Critically Endangered,Critically Endangered
Sclerolaena patenticuspis,Spear-fruit Copperburr,Vulnerable,Vulnerable
Sclerolaena uniflora,Two-spined Copperburr,Endangered,Endangered
Sclerolaena ventricosa,Salt Copperburr,Endangered,Endangered
Scutellaria mollis,Soft Skullcap,Endangered,Endangered
Senecio behrianus,Stiff Groundsel,Critically Endangered,Critically Endangered
Senecio campylocarpus,Floodplain Fireweed,Endangered,Endangered
Senecio cunninghamii var. cunninghamii,Branching Groundsel,Endangered,Endangered
Senecio diaschides,Shingle Fireweed,Endangered,Endangered
Senecio distalilobatus,Distal-lobe Fireweed,Vulnerable,Vulnerable
Senecio extensus,Alpine Fireweed,Endangered,Endangered
Senecio garlandii,Woolly Ragwort,Critically Endangered,Critically Endangered
Senecio glabrescens,Smooth Fireweed,Critically Endangered,Critically Endangered
Senecio glomeratus subsp. longifructus,Annual Fireweed,Vulnerable,Vulnerable
Senecio gregorii,Fleshy Groundsel,Endangered,Endangered
Senecio helichrysoides,Woolly Fireweed,Extinct,Extinct
Senecio hispidissimus,Sand Fireweed,Endangered,Endangered
Senecio hypoleucus,Pale Groundsel,Endangered,Endangered
Senecio interpositus,Tableland Fireweed,Endangered,Endangered
Senecio lageniformis,Monaro Fireweed,Endangered,Endangered
Senecio lanibracteus,Desert Groundsel,Vulnerable,Vulnerable
Senecio linearifolius var. gariwerdensis,Fireweed Groundsel (Grampians variant),Endangered,Endangered
Senecio linearifolius var. graniticola,Fireweed Groundsel (Euroa variant),Critically Endangered,Critically Endangered
Senecio linearifolius var. intermedius,Fireweed Groundsel (Suggan Buggan variant),Endangered,Endangered
Senecio longicollaris,Riverina Fireweed,Endangered,Endangered
Senecio macrocarpus,Large-headed Fireweed,Critically Endangered,Critically Endangered
Senecio microbasis,Slender Fireweed,Vulnerable,Vulnerable
Senecio murrayanus,Murray Groundsel,Extinct,Extinct
Senecio nigrapicus,Black-tip Fireweed,Endangered,Endangered
Senecio niveoplanus,Snowplain Fireweed,Endangered,Endangered
Senecio pinnatifolius var. alpinus,Snowfield Groundsel,Endangered,Endangered
Senecio platylepis,Toothed Groundsel,Endangered,Endangered
Senecio productus subsp. productus,Riverina Groundsel,Endangered,Endangered
Senecio spathulatus var. latifructus,Dune Groundsel,Endangered,Endangered
Senna aciphylla,Sprawling Cassia,Endangered,Endangered
Senna artemisioides subsp. artemisioides,Silver Cassia,Critically Endangered,Critically Endangered
Sesbania cannabina var. cannabina,Yellow Pea-bush,Critically Endangered,Critically Endangered
Sicyos australis,Star Cucumber,Endangered,Endangered
Sida ammophila,Sand Sida,Endangered,Endangered
Sida fibulifera,Pin Sida,Endangered,Endangered
Sida intricata,Twiggy Sida,Endangered,Endangered
Sida spodochroma,Limestone Sida,Endangered,Endangered
Siphonolejeunea hamata,Pouncewort,Endangered,Endangered
Solanum coactiliferum,Western Nightshade,Critically Endangered,Critically Endangered
Solanum lacunarium,Lagoon Nightshade,Endangered,Endangered
Solanum linearifolium,Mountain Kangaroo Apple,Endangered,Endangered
Solanum silvestre,Violet Nightshade,Critically Endangered,Critically Endangered
Sorghum leiocladum,Wild Sorghum,Endangered,Endangered
Sowerbaea juncea,Rush Lily,Vulnerable,Vulnerable
Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Critically Endangered
Sporadanthus tasmanicus,Branching Scale-rush,Endangered,Endangered
Sporobolus caroli,Yakka Grass,Endangered,Endangered
Spyridium cinereum,Tiny Spyridium,Endangered,Endangered
Spyridium daltonii,Grampians Spyridium,Endangered,Endangered
Spyridium furculentum,Forked Spyridium,Critically Endangered,Critically Endangered
Spyridium nitidum,Shining Spyridium,Critically Endangered,Critically Endangered
Stackhousia nuda,Wiry Stackhousia,Vulnerable,Vulnerable
Stackhousia pulvinaris,Alpine Stackhousia,Endangered,Endangered
Stenanthemum notiale subsp. notiale,Trident Spyridium,Endangered,Endangered
Stenopetalum velutinum,Velvet Thread-petal,Critically Endangered,Critically Endangered
Sticherus flabellatus var. flabellatus,Shiny Fan-fern,Endangered,Endangered
Sticherus tener s.s.,Tasman Fan-fern,Endangered,Endangered
Stuartina hamata,Hooked Cudweed,Endangered,Endangered
Stylidium armeria subsp. pilosifolium,Hairy-leaf Triggerplant,Critically Endangered,Critically Endangered
Stylidium laricifolium,Giant Triggerplant,Endangered,Endangered
Stylidium montanum,Alpine Triggerplant,Endangered,Endangered
Stylidium soboliferum,Grampians Triggerplant,Endangered,Endangered
Styphelia attenuata,Grey Beard-heath,Vulnerable,Vulnerable
Styphelia esquamata,Swamp Beard-heath,Endangered,Endangered
Styphelia exarrhena,Desert Styphelia,Endangered,Endangered
Styphelia riparia,River Beard-heath,Vulnerable,Vulnerable
Styphelia woodsii,Nodding Beard-heath,Endangered,Endangered
Surreya diandra,Mallee Hemichroa,Critically Endangered,Critically Endangered
Swainsona adenophylla,Violet Swainson-pea,Critically Endangered,Critically Endangered
Swainsona behriana,Southern Swainson-pea,Endangered,Endangered
Swainsona brachycarpa,Slender Swainson-pea,Endangered,Endangered
Swainsona galegifolia,Smooth Darling-pea,Critically Endangered,Critically Endangered
Swainsona greyana,Hairy Darling-pea,Critically Endangered,Critically Endangered
Swainsona luteola,Dwarf Darling-pea,Extinct,Extinct
Swainsona microphylla,Small-leaf Swainson-pea,Endangered,Endangered
Swainsona murrayana,Slender Darling-pea,Endangered,Endangered
Swainsona phacoides,Dwarf Swainson-pea,Endangered,Endangered
Swainsona plagiotropis,Red Swainson-pea,Endangered,Endangered
Swainsona purpurea,Purple Swainson-pea,Endangered,Endangered
Swainsona recta,Mountain Swainson-pea,Critically Endangered,Critically Endangered
Swainsona reticulata,Kneed Swainson-pea,Endangered,Endangered
Swainsona sericea,Silky Swainson-pea,Endangered,Endangered
Swainsona stipularis,Orange Darling-pea,Critically Endangered,Critically Endangered
Swainsona swainsonioides,Downy Swainson-pea,Endangered,Endangered
Symplocos thwaitesii,Buff Hazelwood,Critically Endangered,Critically Endangered
Synaptantha tillaeacea var. tillaeacea,Native Madder,Critically Endangered,Critically Endangered
Syntrichia anderssonii,Screw Moss,Endangered,Endangered
Taraxacum aristum,Mountain Dandelion,Endangered,Endangered
Taraxacum cygnorum,Coast Dandelion,Critically Endangered,Critically Endangered
Tasmannia vickeryana,Baw Baw Pepper,Endangered,Endangered
Tasmannia xerophila subsp. robusta,Errinundra Pepper,Endangered,Endangered
Tecticornia flabelliformis,Bead Glasswort,Endangered,Endangered
Tecticornia lylei,Wiry Glasswort,Endangered,Endangered
Tecticornia moniliformis,Ruby Glasswort,Endangered,Endangered
Tecticornia nitida,Shining Glasswort,Endangered,Endangered
Tecticornia pergranulata subsp. divaricata,Blackseed Glasswort,Endangered,Endangered
Tecticornia pterygosperma subsp. pterygosperma,Whiteseed Glasswort,Endangered,Endangered
Tecticornia syncarpa,Fused Glasswort,Endangered,Endangered
Templetonia egena,Round Templetonia,Endangered,Endangered
Tetraphidopsis pusilla,Arc Moss,Endangered,Endangered
Tetrarrhena turfosa,Smooth Rice-grass,Endangered,Endangered
Tetratheca procumbens,Mountain Pink-bells,Critically Endangered,Critically Endangered
Tetratheca stenocarpa,Long Pink-bells,Endangered,Endangered
Tetratheca subaphylla,Leafless Pink-bells,Vulnerable,Vulnerable
Tetratheca thymifolia,Thyme Pink-bells,Vulnerable,Vulnerable
Teucrium thieleanum,Mountain Germander,Endangered,Endangered
Thelionema umbellatum,Clustered Lily,Vulnerable,Vulnerable
Thelymitra X chasmogama,Globe-hood Sun-orchid,Endangered,Endangered
Thelymitra X irregularis,Crested Sun-orchid,Endangered,Endangered
Thelymitra X macmillanii,Crimson Sun-orchid,Vulnerable,Vulnerable
Thelymitra X merraniae,Merran's Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra alpicola,Alpine Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra azurea,Azure Sun-orchid,Endangered,Endangered
Thelymitra basaltica,Grassland Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra benthamiana,Blotched Sun-orchid,Endangered,Endangered
Thelymitra bracteata,Lofty Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra circumsepta,Naked Sun-orchid,Endangered,Endangered
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,Endangered
Thelymitra gregaria,Basalt Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra hiemalis,Winter Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra incurva,Swamp Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra inflata,Inflated Sun-orchid,Endangered,Endangered
Thelymitra longiloba,Marsh Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra lucida,Glistening Sun-orchid,Endangered,Endangered
Thelymitra luteocilium,Fringed Sun-orchid,Vulnerable,Vulnerable
Thelymitra mackibbinii,Brilliant Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra malvina,Mauve-tuft Sun-orchid,Endangered,Endangered
Thelymitra matthewsii,Spiral Sun-orchid,Endangered,Endangered
Thelymitra orientalis,Slender Plum-orchid,Critically Endangered,Critically Endangered
Thelymitra pallidiflora,Pallid Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra reflexa,Gaping Sun-orchid,Critically Endangered,Critically Endangered
Thelymitra simulata,Graceful Sun-orchid,Endangered,Endangered
Thelypteris confluens,Swamp Fern,Critically Endangered,Critically Endangered
Thesium australe,Austral Toad-flax,Endangered,Endangered
Thismia rodwayi,Fairy Lanterns,Endangered,Endangered
Thomasia petalocalyx,Paper Flower,Endangered,Endangered
Thryptomene calycina,Grampians Thryptomene,Endangered,Endangered
Thryptomene micrantha,Ribbed Thryptomene,Endangered,Endangered
Thuidium cymbifolium,Eastern Weft-moss,Endangered,Endangered
Thuidium laeviusculum s.s.,Forest Weft-moss,Endangered,Endangered
Tmesipteris elongata,Slender Fork-fern,Critically Endangered,Critically Endangered
Tmesipteris ovata,Oval Fork-fern,Endangered,Endangered
Tmesipteris parva,Small Fork-fern,Endangered,Endangered
Trachyloma planifolium,Trachyloma,Endangered,Endangered
Trachymene composita var. robertsonii,Dergholm Trachymene,Endangered,Endangered
Trachymene humilis subsp. breviscapa,Alpine Trachymene,Endangered,Endangered
Trachymene humilis subsp. humilis,Alpine Trachymene,Endangered,Endangered
Trachymene thysanocarpa,Mallee Trachymene,Vulnerable,Vulnerable
Tragus australianus,Small Burr-grass,Endangered,Endangered
Trema tomentosa var. aspera,Peach-leaf Poison-bush,Extinct,Extinct
Treubia tasmanica,Treubia,Critically Endangered,Critically Endangered
Triandrophyllum subtrifidum,Variable Gondwanawort,Critically Endangered,Critically Endangered
Trianthema triquetrum,Red Spinach,Critically Endangered,Critically Endangered
Trichanthodium baracchianum,Dwarf Yellow-heads,Endangered,Endangered
Trichanthodium skirrophorum,Woolly Yellow-heads,Vulnerable,Vulnerable
Trichocolea rigida,Rigid Woollywort,Critically Endangered,Critically Endangered
Tricholepidozia pulcherrima var. mooreana,Silky Threadwort,Critically Endangered,Critically Endangered
Triglochin hexagona,Six-point Arrowgrass,Endangered,Endangered
Triglochin minutissima,Tiny Arrowgrass,Endangered,Endangered
Triglochin mucronata,Prickly Arrowgrass,Endangered,Endangered
Triglochin trichophora,Torpedo Arrowgrass,Critically Endangered,Critically Endangered
Trigonella suavissima,Sweet Fenugreek,Endangered,Endangered
Tripogonella loliiformis,Rye Beetle-grass,Endangered,Endangered
Triraphis mollis,Needle Grass,Endangered,Endangered
Trochocarpa clarkei,Lilac Berry,Endangered,Endangered
Usnea acromelana,Black-beard Lichen,Critically Endangered,Critically Endangered
